ENTRY            F0928   20100217                             F038F092800000001 
SUBENT        F0928001   20100217                             F038F092800100001 
BIB                 11         20                                 F092800100002 
TITLE      A study of some He-3 induced reactions on C-13 and the F092800100003 
           structure of O-16.                                     F092800100004 
AUTHOR     (H.R.Weller,N.R.Roberson,D.R.Tilley)                   F092800100005 
INSTITUTE  (1USADKE,1USANCS)                                      F092800100006 
REFERENCE  (J,NP/A,122,529,1968)                                  F092800100007 
           #doi:10.1016/0375-9474(68)90575-7                      F092800100008 
FACILITY   (VDG,1USADKE) 4 MeV Van de Graaff accelerator.         F092800100009 
INC-SOURCE The doubly ionized 3He beam was used which provided    F092800100010 
           0.2 mu-A of 3He particles on target with energies up   F092800100011 
           to 8.2 MeV.                                            F092800100012 
MONITOR    The absolute cross sections were obtained from a       F092800100013 
           normalization to the data of Holmgren.                 F092800100014 
MONIT-REF  (,H.D.Holmgren,J,PR,106,100,1957)                      F092800100015 
SAMPLE     The technique of cracking 60% enriched 13C methyl      F092800100016 
           iodide on a thin nickel foil and dissolving the foil inF092800100017 
           acid was used to obtain self-supporting targets of     F092800100018 
           about 75 mu-g/cm2 thickness.                           F092800100019 
ERR-ANALYS (ERR-DIG)   Data digitizing error                      F092800100020 
HISTORY    (20080425C)                                            F092800100021 
           (20100217A) Correction was made in the AUTHOR record.  F092800100022 
ENDBIB              20          0                                 F092800100023 
NOCOMMON             0          0                                 F092800100024 
ENDSUBENT           23          0                                 F092800199999 
SUBENT        F0928002   20080425                             F031F092800200001 
BIB                  4          9                                 F092800200002 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA)                           F092800200003 
DETECTOR   (SIBAR) Four 300 mu-m surface barrier detectors        F092800200004 
           mounted in a 30 cm scattering chamber were used.       F092800200005 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF092800200006 
           in the percentage of 13C in the target and resulted in F092800200007 
           an over-all error of approximately 50%                 F092800200008 
           (ANG-ERR-D) Angle digitizing error                     F092800200009 
           (ERR-S)     Statistical error                          F092800200010 
STATUS     (CURVE) Fig.3-5,18                                     F092800200011 
ENDBIB               9          0                                 F092800200012 
COMMON               2          3                                 F092800200013 
ANG-ERR-D  ERR-DIG                                                F092800200014 
ADEG       PER-CENT                                               F092800200015 
 0.142      0.2                                                   F092800200016 
ENDCOMMON            3          0                                 F092800200017 
DATA                 5        577                                 F092800200018 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F092800200019 
       4.43         6.     59.041     263.32     34.633           F092800200179 
       4.43         6.     63.731     580.08     103.93           F092800200180 
       4.43         6.     69.368     631.38     98.292           F092800200181 
       4.43         6.     74.692     649.52     77.417           F092800200182 
       4.43         6.     80.643     677.67      105.5           F092800200183 
       4.43         6.     86.282     631.62     90.759           F092800200184 
       4.43         6.     91.296     490.08     82.091           F092800200185 
       4.43         6.     95.684     374.93     67.169           F092800200186 
       4.43         6.     101.32     364.55     61.066           F092800200187 
       4.43         6.     105.71     375.01     62.814           F092800200188 
       4.43         6.     110.72     450.51     75.461           F092800200189 
       4.43         6.     115.41     533.64     107.78           F092800200190 
       4.43         6.     121.36     678.29     97.461           F092800200191 
       4.43         6.     125.12     748.73     125.41           F092800200192 
       4.43         6.     129.82     727.98     104.61           F092800200193 
       4.43         6.     134.52      697.9     125.04           F092800200194 
       4.43         6.     138.91      450.8     75.506           F092800200195 
       4.43         6.     143.92     450.85     64.781           F092800200196 
       4.43         6.     147.68      490.7     76.393           F092800200197 
       4.43         6.     152.38     483.88     81.049           F092800200198 
       4.43         6.     156.76     526.65     88.214           F092800200199 
       4.43         6.     160.83     815.48     155.48           F092800200200 
       4.43         7.     11.687      336.2     31.212           F092800200201 
       4.43         7.      12.93     469.58     37.624           F092800200202 
       4.43         7.     16.682     586.85     61.841           F092800200203 
       4.43         7.     23.255      693.8     55.612           F092800200204 
       4.43         7.     27.334     547.74     29.663           F092800200205 
       4.43         7.     34.853     511.14     34.363           F092800200206 
       4.43         7.     39.559     397.96     26.755           F092800200207 
       4.43         7.     45.828     346.38     27.759           F092800200208 
       4.43         7.     51.777     381.96     25.686           F092800200209 
       4.43         7.     57.098     427.08     11.733           F092800200210 
       4.43         7.     62.733     484.24     51.028           F092800200211 
       4.43         7.     67.431     477.68     38.265           F092800200212 
       4.43         7.     73.068     505.19      27.35           F092800200213 
       4.43         7.      78.71     445.86     12.241           F092800200214 
       4.43         7.     83.411     404.58     27.192           F092800200215 
       4.43         7.     89.046     458.72     42.594           F092800200216 
       4.43         7.     94.688     399.25     21.628           F092800200217 
       4.43         7.     99.384     434.14     23.518           F092800200218 
       4.43         7.     104.71     377.84     15.453           F092800200219 
       4.43         7.     109.71     527.86     35.488           F092800200220 
       4.43         7.     113.47     527.98     35.505           F092800200221 
       4.43         7.     119.74     543.08     29.411           F092800200222 
       4.43         7.      123.8     633.09     34.285           F092800200223 
       4.43         7.     128.82     624.52      33.81           F092800200224 
       4.43         7.     132.57     748.56     40.538           F092800200225 
       4.43         7.     136.64     759.23     31.051           F092800200226 
       4.43         7.     141.02     897.48      24.64           F092800200227 
       4.43         7.      145.4      1061.     43.388           F092800200228 
       4.43         7.      150.1      1203.     16.648           F092800200229 
       4.43         7.     154.48      1345.     54.954           F092800200230 
       4.43         7.     157.92      1504.     61.491           F092800200231 
       4.43         8.     6.0221      1544.     147.48           F092800200232 
       4.43         8.      11.03      1210.     83.731           F092800200233 
       4.43         8.     16.349     764.48     42.615           F092800200234 
       4.43         8.     22.917     373.13      25.82           F092800200235 
       4.43         8.     28.862      232.4     9.7871           F092800200236 
       4.43         8.     34.495     160.04     17.348           F092800200237 
       4.43         8.     40.443     125.39     13.591           F092800200238 
       4.43         8.     46.408     332.46     27.409           F092800200239 
       4.43         8.     52.045      309.4     25.506           F092800200240 
       4.43         8.     57.687     430.24     23.979           F092800200241 
       4.43         8.     62.697      372.7     15.699           F092800200242 
       4.43         8.     74.597     296.18     16.513           F092800200243 
       4.43         8.     79.918     228.76     24.793           F092800200244 
       4.43         8.     83.989     203.94     14.112           F092800200245 
       4.43         8.     89.627     215.95      9.094           F092800200246 
       4.43         8.     94.954     252.81     14.092           F092800200247 
       4.43         8.      99.03     331.96      31.71           F092800200248 
       4.43         8.     104.67     372.25     30.693           F092800200249 
       4.43         8.     109.68     327.13     18.238           F092800200250 
       4.43         8.     114.06     228.54     15.814           F092800200251 
       4.43         8.     118.45     249.04     13.882           F092800200252 
       4.43         8.     122.52     215.74     9.0891           F092800200253 
       4.43         8.     127.22     317.72     21.988           F092800200254 
       4.43         8.     131.92     429.32     29.712           F092800200255 
       4.43         8.     136.94     660.05     63.035           F092800200256 
       4.43         8.     140.39     772.77      53.48           F092800200257 
       4.43         8.     145.09     931.02     64.424           F092800200258 
       4.43         8.     149.79      1000.     55.758           F092800200259 
       4.43         8.     154.17      1000.     42.103           F092800200260 
       4.43         8.     157.93     891.49     25.216           F092800200261 
       4.43         8.     162.63     806.23     55.782           F092800200262 
       7.66       5.27     21.685      458.5                      F092800200263 
       7.66       5.27     33.813      353.5                      F092800200264 
       7.66       5.27     44.666      303.7                      F092800200265 
       7.66       5.27     56.796      290.8                      F092800200266 
       7.66       5.27     67.971      349.5                      F092800200267 
       7.66       5.27     77.874      613.8                      F092800200268 
       7.66       5.27     89.684      544.8                      F092800200269 
       7.66       5.27     98.942      550.6                      F092800200270 
       7.66       5.27      99.26      510.4                      F092800200271 
       7.66       5.27     109.47       468.                      F092800200272 
       7.66       5.27     137.88      296.9                      F092800200273 
       7.66       5.27     147.78      550.3                      F092800200274 
       7.66       5.27     155.77      574.6                      F092800200275 
       7.66       5.27     165.03      713.5                      F092800200276 
       7.66      5.388     32.907      375.9                      F092800200277 
       7.66      5.388     44.118      295.2                      F092800200278 
       7.66      5.388     56.282      264.7                      F092800200279 
       7.66      5.388     67.142      406.7                      F092800200280 
       7.66      5.388     77.051      518.4                      F092800200281 
       7.66      5.388     88.565       579.                      F092800200282 
       7.66      5.388     98.476      706.2                      F092800200283 
       7.66      5.388     119.63      353.5                      F092800200284 
       7.66      5.388     136.91      310.1                      F092800200285 
       7.66      5.388     145.53      492.5                      F092800200286 
       7.66      5.388     154.81      514.9                      F092800200287 
       7.66      5.388     164.05     1242.3                      F092800200288 
       7.66      5.505     34.489      429.4                      F092800200289 
       7.66      5.505      45.39      328.7                      F092800200290 
       7.66      5.505      57.52      329.5                      F092800200291 
       7.66      5.505     68.382      313.5                      F092800200292 
       7.66      5.505     78.804      596.6                      F092800200293 
       7.66      5.505     89.315      683.8                      F092800200294 
       7.66      5.505     99.883      562.8                      F092800200295 
       7.66      5.505     110.44      487.9                      F092800200296 
       7.66      5.505     120.07      354.6                      F092800200297 
       7.66      5.505     138.29      320.8                      F092800200298 
       7.66      5.505     146.21      461.5                      F092800200299 
       7.66      5.505     155.43      551.2                      F092800200300 
       7.66      5.505     165.33       558.                      F092800200301 
       7.66       5.62     24.389      963.4                      F092800200302 
       7.66       5.62     35.708      384.2                      F092800200303 
       7.66       5.62     46.928      329.5                      F092800200304 
       7.66       5.62     58.146      285.5                      F092800200305 
       7.66       5.62     69.964      337.4                      F092800200306 
       7.66       5.62     80.154      495.5                      F092800200307 
       7.66       5.62     91.332      585.6                      F092800200308 
       7.66       5.62      100.9      767.3                      F092800200309 
       7.66       5.62     101.23      684.8                      F092800200310 
       7.66       5.62     111.49      618.3                      F092800200311 
       7.66       5.62     122.74      409.4                      F092800200312 
       7.66       5.62     130.47      265.4                      F092800200313 
       7.66       5.62     140.03      366.2                      F092800200314 
       7.66       5.62     150.21      608.9                      F092800200315 
       7.66       5.62     158.85      609.6                      F092800200316 
       7.66       5.62     167.18      544.6                      F092800200317 
       7.66       5.86     21.554     1101.3                      F092800200318 
       7.66       5.86     33.438      705.3                      F092800200319 
       7.66       5.86     45.693      331.5                      F092800200320 
       7.66       5.86     57.513       315.                      F092800200321 
       7.66       5.86     68.043      322.4                      F092800200322 
       7.66       5.86     78.788      625.7                      F092800200323 
       7.66       5.86     88.989      682.7                      F092800200324 
       7.66       5.86     98.846      864.8                      F092800200325 
       7.66       5.86     99.195      721.5                      F092800200326 
       7.66       5.86     109.44       603.                      F092800200327 
       7.66       5.86      119.7      467.7                      F092800200328 
       7.66       5.86     128.72      274.9                      F092800200329 
       7.66       5.86     137.92      404.2                      F092800200330 
       7.66       5.86     146.79      613.6                      F092800200331 
       7.66       5.86      156.9      1117.                      F092800200332 
       7.66       5.86     163.93     1094.8                      F092800200333 
       7.66      5.975     21.971     1762.5                      F092800200334 
       7.66      5.975     34.274       621.                      F092800200335 
       7.66      5.975     46.184      372.9                      F092800200336 
       7.66      5.975      57.09      308.3                      F092800200337 
       7.66      5.975     68.913      347.3                      F092800200338 
       7.66      5.975     79.109      478.9                      F092800200339 
       7.66      5.975     88.983      667.6                      F092800200340 
       7.66      5.975     98.857      930.5                      F092800200341 
       7.66      5.975     99.518      801.5                      F092800200342 
       7.66      5.975     109.81      552.7                      F092800200343 
       7.66      5.975     119.76      433.2                      F092800200344 
       7.66      5.975     129.11      271.3                      F092800200345 
       7.66      5.975     137.66      493.6                      F092800200346 
       7.66      5.975     146.94      510.4                      F092800200347 
       7.66      5.975     156.43     1089.9                      F092800200348 
       7.66      5.975     164.93     3037.7                      F092800200349 
       7.66         6.      23.05     145.59                      F092800200350 
       7.66         6.     28.617     165.45                      F092800200351 
       7.66         6.     34.162     261.66     28.278           F092800200352 
       7.66         6.     40.859     236.58                      F092800200353 
       7.66         6.     45.906      149.8                      F092800200354 
       7.66         6.     51.799     81.447                      F092800200355 
       7.66         6.     57.132        46.                      F092800200356 
       7.66         6.     63.066     13.415     4.3696           F092800200357 
       7.66         6.     68.579     34.832                      F092800200358 
       7.66         6.     73.559     61.759                      F092800200359 
       7.66         6.     77.976     119.68                      F092800200360 
       7.66         6.     84.113     110.99                      F092800200361 
       7.66         6.     88.823     173.29                      F092800200362 
       7.66         6.     93.818     241.32                      F092800200363 
       7.66         6.     98.838     232.45                      F092800200364 
       7.66         6.     103.31     199.69                      F092800200365 
       7.66         6.     108.36     121.71                      F092800200366 
       7.66         6.      113.4     87.518                      F092800200367 
       7.66         6.     117.88     61.345                      F092800200368 
       7.66         6.     122.62     60.609                      F092800200369 
       7.66         6.     126.79     70.637                      F092800200370 
       7.66         6.     132.06      110.3                      F092800200371 
       7.66         6.     136.51     123.74     11.965           F092800200372 
       7.66       6.09     22.927     1430.6                      F092800200373 
       7.66       6.09      34.54      636.1                      F092800200374 
       7.66       6.09     46.701      518.9                      F092800200375 
       7.66       6.09     58.243      371.6                      F092800200376 
       7.66       6.09     68.484       313.                      F092800200377 
       7.66       6.09     79.929      429.4                      F092800200378 
       7.66       6.09     90.369      806.3                      F092800200379 
       7.66       6.09     99.918       971.                      F092800200380 
       7.66       6.09     99.933      880.8                      F092800200381 
       7.66       6.09     110.83      651.6                      F092800200382 
       7.66       6.09     120.46      461.5                      F092800200383 
       7.66       6.09     138.37      380.9                      F092800200384 
       7.66       6.09     147.87      621.2                      F092800200385 
       7.66       6.09     156.46       724.                      F092800200386 
       7.66       6.09      164.7     1094.2                      F092800200387 
       7.66       6.21     24.531     1128.8                      F092800200388 
       7.66       6.21     33.212       888.                      F092800200389 
       7.66       6.21     46.444      459.2                      F092800200390 
       7.66       6.21     58.997      299.2                      F092800200391 
       7.66       6.21     68.293      272.7                      F092800200392 
       7.66       6.21     80.077      378.5                      F092800200393 
       7.66       6.21      91.21      559.4                      F092800200394 
       7.66       6.21     99.794       776.                      F092800200395 
       7.66       6.21     99.794       776.                      F092800200396 
       7.66       6.21     99.803      736.3                      F092800200397 
       7.66       6.21     111.04       598.                      F092800200398 
       7.66       6.21     120.08      377.3                      F092800200399 
       7.66       6.21     129.73      270.1                      F092800200400 
       7.66       6.21     138.01      359.2                      F092800200401 
       7.66       6.21     147.85      565.3                      F092800200402 
       7.66       6.21     156.82      537.3                      F092800200403 
       7.66       6.21       165.     1170.7                      F092800200404 
       7.66       6.33     34.221      712.9                      F092800200405 
       7.66       6.33     45.725      652.3                      F092800200406 
       7.66       6.33     57.925      387.5                      F092800200407 
       7.66       6.33     68.484      323.7                      F092800200408 
       7.66       6.33     79.328      347.2                      F092800200409 
       7.66       6.33     89.177      494.6                      F092800200410 
       7.66       6.33     99.337      745.8                      F092800200411 
       7.66       6.33     99.366       601.                      F092800200412 
       7.66       6.33     110.56      496.4                      F092800200413 
       7.66       6.33     119.21      405.2                      F092800200414 
       7.66       6.33     138.04      406.5                      F092800200415 
       7.66       6.33     147.31      393.5                      F092800200416 
       7.66       6.33     156.18      642.3                      F092800200417 
       7.66       6.33     163.86      554.8                      F092800200418 
       7.66       6.56     22.023     1681.7                      F092800200419 
       7.66       6.56     33.281     1018.5                      F092800200420 
       7.66       6.56     45.218      436.2                      F092800200421 
       7.66       6.56     57.714      377.8                      F092800200422 
       7.66       6.56     67.974      316.4                      F092800200423 
       7.66       6.56     79.155      374.8                      F092800200424 
       7.66       6.56     89.324      694.1                      F092800200425 
       7.66       6.56      101.5       608.                      F092800200426 
       7.66       6.56     109.85      465.5                      F092800200427 
       7.66       6.56     119.48      356.4                      F092800200428 
       7.66       6.56     129.07      385.9                      F092800200429 
       7.66       6.56     138.05      337.9                      F092800200430 
       7.66       6.56     146.33      473.1                      F092800200431 
       7.66       6.56     155.92      512.3                      F092800200432 
       7.66       6.56     164.19      784.4                      F092800200433 
       7.66       6.68     23.636     1287.6                      F092800200434 
       7.66       6.68     34.854      895.4                      F092800200435 
       7.66       6.68     57.311      362.9                      F092800200436 
       7.66       6.68     69.143      308.8                      F092800200437 
       7.66       6.68     79.337      364.5                      F092800200438 
       7.66       6.68     89.183      546.5                      F092800200439 
       7.66       6.68     100.65      678.6                      F092800200440 
       7.66       6.68       101.      527.5                      F092800200441 
       7.66       6.68     111.86      477.9                      F092800200442 
       7.66       6.68     120.54      296.5                      F092800200443 
       7.66       6.68     129.16      308.5                      F092800200444 
       7.66       6.68     139.04      350.6                      F092800200445 
       7.66       6.68     147.64      403.4                      F092800200446 
       7.66       6.68     156.58      379.4                      F092800200447 
       7.66       6.68     163.86       629.                      F092800200448 
       7.66      6.797     24.016      1808.                      F092800200449 
       7.66      6.797     33.963     1265.1                      F092800200450 
       7.66      6.797     46.792      865.2                      F092800200451 
       7.66      6.797     57.087      423.2                      F092800200452 
       7.66      6.797     69.585      336.3                      F092800200453 
       7.66      6.797     79.809      409.7                      F092800200454 
       7.66      6.797     90.972      666.3                      F092800200455 
       7.66      6.797     101.21      706.6                      F092800200456 
       7.66      6.797     101.53      659.3                      F092800200457 
       7.66      6.797      111.8      477.6                      F092800200458 
       7.66      6.797     121.43      326.6                      F092800200459 
       7.66      6.797     130.39      323.1                      F092800200460 
       7.66      6.797     138.35      501.6                      F092800200461 
       7.66      6.797     148.27      550.7                      F092800200462 
       7.66      6.797      156.9      577.2                      F092800200463 
       7.66      6.797     165.87      508.8                      F092800200464 
       7.66      6.915     22.951     1806.8                      F092800200465 
