ENTRY            F0314   20210619                             F085F0314  0    1 
SUBENT        F0314001   20210619                             F085F0314  1    1 
BIB                  9         13                                 F0314  1    2 
TITLE      Angular distribution for protons of 11B(d,p(0,1))12B   F0314  1    3 
           reaction in energy range from 0.7 to 1.7 MeV           F0314  1    4 
AUTHOR     (G.Hanke,D.Kamke)                                      F0314  1    5 
INSTITUTE  (2GERBOC)                                              F0314  1    6 
REFERENCE  (J,ZP,190,468,1966) in German                          F0314  1    7 
FACILITY   (CCW,2GERBOC)                                          F0314  1    8 
SAMPLE     The targets of boron (enriched 11B (95%)) on tantalum  F0314  1    9 
           backing. Target thicknesses were 100 - 200 mu-g/cm2    F0314  1   10 
METHOD     (PHD) Three measurements were done.                    F0314  1   11 
DETECTOR   (SIBAR) Surface-barrier detectors.                     F0314  1   12 
HISTORY    (19850911C)                                            F0314  1   13 
           (19990409U) CNPD: corrected 4-dig. year, lower case    F0314  1   14 
           (20210619A) SD: Corrections in all Subents.            F0314  1   15 
ENDBIB              13          0                                 F0314  1   16 
NOCOMMON             0          0                                 F0314  1   17 
ENDSUBENT           16          0                                 F0314  199999 
SUBENT        F0314002   20210619                             F085F0314  2    1 
BIB                  4          9                                 F0314  2    2 
REACTION   (5-B-11(D,P)5-B-12,PAR,DA,,REL)                        F0314  2    3 
            No explanation of relative units is given.            F0314  2    4 
ERR-ANALYS (ERR-S) From graphic bars (statistical)                F0314  2    5 
STATUS     (CURVE) Figs 8,9,10,11,12,13,14,15,16,17,18,19  from   F0314  2    6 
            Zeitschrift fuer Physik,190(1966)468                  F0314  2    7 
HISTORY    (20210619A) SD: SF9=EXP deleted from REACTION code.    F0314  2    8 
           EN-SEC deleted. STATUS, ERR-ANALYS updated.            F0314  2    9 
           ANG-ERR -> ANG-ERR-D. Accuracy of digitized data       F0314  2   10 
           presentation revised. DATA-ERR -> ERR-S.               F0314  2   11 
ENDBIB               9          0                                 F0314  2   12 
COMMON               1          3                                 F0314  2   13 
ANG-ERR-D                                                         F0314  2   14 
ADEG                                                              F0314  2   15 
 1.5                                                              F0314  2   16 
ENDCOMMON            3          0                                 F0314  2   17 
DATA                 5        463                                 F0314  2   18 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F0314  2   19 
         0.       1.07      166.9      2.463      0.098           F0314  2  161 
         0.       1.25       11.9      1.735      0.490           F0314  2  162 
         0.       1.25       11.9      2.127      0.046           F0314  2  163 
         0.       1.25       16.7      2.471      0.539           F0314  2  164 
         0.       1.25       22.5      3.306      0.490           F0314  2  165 
         0.       1.25       22.6      3.649      0.046           F0314  2  166 
         0.       1.25       27.3      3.944      0.046           F0314  2  167 
         0.       1.25       28.5      4.336      0.588           F0314  2  168 
         0.       1.25       32.0      4.975      0.046           F0314  2  169 
         0.       1.25       33.2      4.779      0.098           F0314  2  170 
         0.       1.25       36.7      5.417      0.046           F0314  2  171 
         0.       1.25       38.0      5.172      0.098           F0314  2  172 
         0.       1.25       43.9      5.467      0.196           F0314  2  173 
         0.       1.25       47.5      5.419      0.046           F0314  2  174 
         0.       1.25       47.5      5.664      0.294           F0314  2  175 
         0.       1.25       53.5      5.175      0.196           F0314  2  176 
         0.       1.25       53.6      5.518      0.046           F0314  2  177 
         0.       1.25       57.2      5.273      0.046           F0314  2  178 
         0.       1.25       59.6      4.931      0.196           F0314  2  179 
         0.       1.25       63.2      4.981      0.046           F0314  2  180 
         0.       1.25       63.3      4.343      0.046           F0314  2  181 
         0.       1.25       64.4      4.736      0.147           F0314  2  182 
         0.       1.25       66.9      4.295      0.046           F0314  2  183 
         0.       1.25       69.3      4.491      0.245           F0314  2  184 
         0.       1.25       74.1      4.296      0.046           F0314  2  185 
         0.       1.25       74.1      4.051      0.147           F0314  2  186 
         0.       1.25       80.2      3.856      0.147           F0314  2  187 
         0.       1.25       85.0      3.367      0.245           F0314  2  188 
         0.       1.25       89.8      3.368      0.196           F0314  2  189 
         0.       1.25       93.5      3.123      0.046           F0314  2  190 
         0.       1.25       94.6      3.270      0.147           F0314  2  191 
         0.       1.25       94.7      2.976      0.046           F0314  2  192 
         0.       1.25       98.3      2.781      0.046           F0314  2  193 
         0.       1.25       99.5      2.928      0.294           F0314  2  194 
         0.       1.25      105.5      2.929      0.245           F0314  2  195 
         0.       1.25      105.5      2.782      0.046           F0314  2  196 
         0.       1.25      110.3      2.881      0.196           F0314  2  197 
         0.       1.25      110.3      2.587      0.046           F0314  2  198 
         0.       1.25      110.3      2.783      0.046           F0314  2  199 
         0.       1.25      113.9      2.637      0.046           F0314  2  200 
         0.       1.25      115.1      2.833      0.196           F0314  2  201 
         0.       1.25      118.7      2.834      0.147           F0314  2  202 
         0.       1.25      124.7      2.835      0.392           F0314  2  203 
         0.       1.25      124.7      2.688      0.046           F0314  2  204 
         0.       1.25      128.3      2.787      0.196           F0314  2  205 
         0.       1.25      133.1      2.984      0.735           F0314  2  206 
         0.       1.25      133.1      2.690      0.046           F0314  2  207 
         0.       1.25      136.7      2.886      0.637           F0314  2  208 
         0.       1.25      140.3      3.132      0.491           F0314  2  209 
         0.       1.25      141.6      2.838      0.046           F0314  2  210 
         0.       1.25      146.4      2.790      0.441           F0314  2  211 
         0.       1.25      152.4      2.791      0.392           F0314  2  212 
         0.       1.25      156.0      2.841      0.442           F0314  2  213 
         0.       1.25      158.4      2.989      0.196           F0314  2  214 
         0.       1.25      164.4      2.941      0.245           F0314  2  215 
         0.        1.5        6.8      1.492      0.246           F0314  2  216 
         0.        1.5       11.5      2.180      0.147           F0314  2  217 
         0.        1.5       11.5      2.475      0.060           F0314  2  218 
         0.        1.5       18.6      3.262      0.147           F0314  2  219 
         0.        1.5       22.2      4.245      0.148           F0314  2  220 
         0.        1.5       26.9      5.032      0.060           F0314  2  221 
         0.        1.5       29.3      5.229      0.197           F0314  2  222 
         0.        1.5       32.8      6.114      0.148           F0314  2  223 
         0.        1.5       38.8      6.360      0.147           F0314  2  224 
         0.        1.5       42.4      6.901      0.148           F0314  2  225 
         0.        1.5       49.6      6.361      0.147           F0314  2  226 
         0.        1.5       50.7      6.803      0.060           F0314  2  227 
         0.        1.5       54.3      6.558      0.060           F0314  2  228 
         0.        1.5       55.6      6.165      0.098           F0314  2  229 
         0.        1.5       59.1      6.263      0.060           F0314  2  230 
         0.        1.5       60.3      6.018      0.147           F0314  2  231 
         0.        1.5       60.4      5.477      0.060           F0314  2  232 
         0.        1.5       64.0      5.428      0.060           F0314  2  233 
         0.        1.5       66.3      5.625      0.197           F0314  2  234 
         0.        1.5       69.9      5.281      0.060           F0314  2  235 
         0.        1.5       70.0      4.986      0.197           F0314  2  236 
         0.        1.5       76.0      4.790      0.060           F0314  2  237 
         0.        1.5       76.0      4.250      0.246           F0314  2  238 
         0.        1.5       80.8      4.152      0.492           F0314  2  239 
         0.        1.5       84.4      3.415      0.246           F0314  2  240 
         0.        1.5       85.6      4.054      0.393           F0314  2  241 
         0.        1.5       85.6      3.907      0.060           F0314  2  242 
         0.        1.5       86.8      3.710      0.246           F0314  2  243 
         0.        1.5       89.2      3.219      0.060           F0314  2  244 
         0.        1.5       90.3      4.055      0.060           F0314  2  245 
         0.        1.5       90.4      3.317      0.060           F0314  2  246 
         0.        1.5       91.6      3.514      0.197           F0314  2  247 
         0.        1.5       95.2      3.465      0.492           F0314  2  248 
         0.        1.5       95.2      3.269      0.060           F0314  2  249 
         0.        1.5       95.2      3.072      0.060           F0314  2  250 
         0.        1.5      100.0      3.171      0.295           F0314  2  251 
         0.        1.5      102.4      2.729      0.060           F0314  2  252 
         0.        1.5      103.5      2.974      0.197           F0314  2  253 
         0.        1.5      109.5      2.975      0.246           F0314  2  254 
         0.        1.5      111.9      2.975      0.060           F0314  2  255 
         0.        1.5      113.1      3.024      0.246           F0314  2  256 
         0.        1.5      119.1      2.976      0.146           F0314  2  257 
         0.        1.5      121.5      2.730      0.060           F0314  2  258 
         0.        1.5      123.9      2.976      0.197           F0314  2  259 
         0.        1.5      128.7      2.928      0.197           F0314  2  260 
         0.        1.5      132.2      2.928      0.147           F0314  2  261 
         0.        1.5      137.0      2.830      0.147           F0314  2  262 
         0.        1.5      138.2      2.977      0.060           F0314  2  263 
         0.        1.5      143.0      2.781      0.148           F0314  2  264 
         0.        1.5      147.8      2.831      0.148           F0314  2  265 
         0.        1.5      150.2      2.782      0.148           F0314  2  266 
         0.        1.5      156.2      2.782      0.197           F0314  2  267 
         0.        1.5      161.0      2.684      0.147           F0314  2  268 
         0.        1.5      165.7      2.685      0.295           F0314  2  269 
         0.        1.7        5.1      1.355      0.034           F0314  2  270 
         0.        1.7       11.4      1.939      0.034           F0314  2  271 
         0.        1.7       11.5      2.037      0.196           F0314  2  272 
         0.        1.7       15.5      3.014      0.034           F0314  2  273 
         0.        1.7       16.7      2.915      0.147           F0314  2  274 
         0.        1.7       20.8      4.088      0.034           F0314  2  275 
         0.        1.7       21.9      3.842      0.147           F0314  2  276 
         0.        1.7       27.1      4.671      0.294           F0314  2  277 
         0.        1.7       27.2      4.818      0.034           F0314  2  278 
         0.        1.7       32.3      5.353      0.097           F0314  2  279 
         0.        1.7       37.2      5.497      0.147           F0314  2  280 
         0.        1.7       42.1      5.445      0.034           F0314  2  281 
         0.        1.7       43.4      5.543      0.050           F0314  2  282 
         0.        1.7       48.0      5.246      0.195           F0314  2  283 
         0.        1.7       48.2      4.757      0.034           F0314  2  284 
         0.        1.7       52.7      4.313      0.034           F0314  2  285 
         0.        1.7       54.2      4.900      0.147           F0314  2  286 
         0.        1.7       58.8      4.603      0.098           F0314  2  287 
         0.        1.7       58.9      4.212      0.034           F0314  2  288 
         0.        1.7       64.8      4.012      0.147           F0314  2  289 
         0.        1.7       69.7      3.765      0.146           F0314  2  290 
         0.        1.7       75.6      3.370      0.148           F0314  2  291 
         0.        1.7       79.1      2.927      0.034           F0314  2  292 
         0.        1.7       80.4      3.073      0.147           F0314  2  293 
         0.        1.7       83.9      2.631      0.489           F0314  2  294 
         0.        1.7       85.2      2.875      0.441           F0314  2  295 
         0.        1.7       90.1      2.823      0.034           F0314  2  296 
         0.        1.7       91.4      2.920      0.294           F0314  2  297 
         0.        1.7       94.9      2.624      0.034           F0314  2  298 
         0.        1.7       96.1      2.574      0.587           F0314  2  299 
         0.        1.7       96.1      2.477      0.392           F0314  2  300 
         0.        1.7      101.0      2.621      0.034           F0314  2  301 
         0.        1.7      101.1      2.669      0.034           F0314  2  302 
         0.        1.7      101.1      2.474      0.196           F0314  2  303 
         0.        1.7      105.9      2.373      0.034           F0314  2  304 
         0.        1.7      105.9      2.471      0.196           F0314  2  305 
         0.        1.7      110.7      2.321      0.245           F0314  2  306 
         0.        1.7      114.4      2.417      0.034           F0314  2  307 
         0.        1.7      115.6      2.318      0.147           F0314  2  308 
         0.        1.7      120.5      2.266      0.196           F0314  2  309 
         0.        1.7      120.6      2.560      0.034           F0314  2  310 
         0.        1.7      124.2      2.362      0.034           F0314  2  311 
         0.        1.7      124.3      2.558      0.034           F0314  2  312 
         0.        1.7      125.4      2.312      0.196           F0314  2  313 
         0.        1.7      130.3      2.212      0.245           F0314  2  314 
         0.        1.7      130.5      2.701      0.034           F0314  2  315 
         0.        1.7      134.0      2.209      0.146           F0314  2  316 
         0.        1.7      134.1      2.601      0.034           F0314  2  317 
         0.        1.7      139.0      2.500      0.034           F0314  2  318 
         0.        1.7      140.1      2.206      0.196           F0314  2  319 
         0.        1.7      143.8      2.204      0.147           F0314  2  320 
         0.        1.7      143.9      2.448      0.034           F0314  2  321 
         0.        1.7      148.7      2.250      0.195           F0314  2  322 
         0.        1.7      148.8      2.543      0.034           F0314  2  323 
         0.        1.7      153.5      2.443      0.034           F0314  2  324 
         0.        1.7      153.6      2.149      0.097           F0314  2  325 
         0.        1.7      157.2      2.147      0.146           F0314  2  326 
         0.        1.7      162.1      2.144      0.244           F0314  2  327 
         0.        1.7      168.2      2.140      0.049           F0314  2  328 
         0.        1.7      168.3      2.287      0.034           F0314  2  329 
       0.95        0.8       26.8      0.671      0.136           F0314  2  330 
       0.95        0.8       31.7      0.832      0.148           F0314  2  331 
       0.95        0.8       37.9      1.004      0.086           F0314  2  332 
       0.95        0.8       43.9      1.053      0.136           F0314  2  333 
       0.95        0.8       48.8      1.090      0.136           F0314  2  334 
       0.95        0.8       48.8      1.065      0.012           F0314  2  335 
       0.95        0.8       54.9      1.127      0.074           F0314  2  336 
       0.95        0.8       59.7      1.163      0.099           F0314  2  337 
       0.95        0.8       64.6      1.225      0.062           F0314  2  338 
       0.95        0.8       69.4      1.212      0.074           F0314  2  339 
       0.95        0.8       74.2      1.199      0.124           F0314  2  340 
       0.95        0.8       79.1      1.224      0.148           F0314  2  341 
       0.95        0.8       86.3      1.112      0.074           F0314  2  342 
       0.95        0.8       88.7      1.149      0.136           F0314  2  343 
       0.95        0.8       93.5      1.038      0.086           F0314  2  344 
       0.95        0.8       98.3      1.013      0.136           F0314  2  345 
       0.95        0.8      105.5      0.902      0.160           F0314  2  346 
       0.95       1.07       18.0      1.008      0.122           F0314  2  347 
       0.95       1.07       23.1      1.398      0.122           F0314  2  348 
       0.95       1.07       29.2      1.738      0.171           F0314  2  349 
       0.95       1.07       34.1      1.907      0.122           F0314  2  350 
       0.95       1.07       40.2      2.052      0.195           F0314  2  351 
       0.95       1.07       47.6      2.270      0.122           F0314  2  352 
       0.95       1.07       51.3      2.440      0.219           F0314  2  353 
       0.95       1.07       54.8      2.318      0.122           F0314  2  354 
       0.95       1.07       59.6      2.341      0.171           F0314  2  355 
       0.95       1.07       65.6      2.315      0.015           F0314  2  356 
       0.95       1.07       66.7      2.168      0.073           F0314  2  357 
       0.95       1.07       70.4      2.241      0.015           F0314  2  358 
       0.95       1.07       72.7      2.021      0.146           F0314  2  359 
       0.95       1.07       76.3      2.118      0.015           F0314  2  360 
       0.95       1.07       76.3      2.020      0.097           F0314  2  361 
       0.95       1.07       81.0      1.921      0.171           F0314  2  362 
       0.95       1.07       87.0      1.774      0.195           F0314  2  363 
       0.95       1.07       90.5      1.602      0.015           F0314  2  364 
       0.95       1.07       91.8      1.724      0.147           F0314  2  365 
       0.95       1.07       97.6      1.625      0.122           F0314  2  366 
       0.95       1.07       97.7      1.454      0.015           F0314  2  367 
       0.95       1.07      100.0      1.478      0.015           F0314  2  368 
       0.95       1.07      101.2      1.405      0.015           F0314  2  369 
       0.95       1.07      101.2      1.478      0.015           F0314  2  370 
       0.95       1.07      101.2      1.380      0.015           F0314  2  371 
       0.95       1.07      102.5      1.526      0.195           F0314  2  372 
       0.95       1.07      106.0      1.355      0.015           F0314  2  373 
       0.95       1.07      106.0      1.428      0.171           F0314  2  374 
       0.95       1.07      107.2      1.452      0.171           F0314  2  375 
       0.95       1.07      112.0      1.378      0.122           F0314  2  376 
       0.95       1.07      115.6      1.402      0.171           F0314  2  377 
       0.95       1.07      119.2      1.352      0.122           F0314  2  378 
       0.95       1.07      125.3      1.473      0.122           F0314  2  379 
       0.95       1.07      128.9      1.447      0.219           F0314  2  380 
       0.95       1.25       18.0      2.111      0.195           F0314  2  381 
       0.95       1.25       23.1      3.183      0.245           F0314  2  382 
       0.95       1.25       26.9      3.865      0.488           F0314  2  383 
       0.95       1.25       33.1      4.351      0.439           F0314  2  384 
       0.95       1.25       38.0      4.593      0.342           F0314  2  385 
       0.95       1.25       45.3      4.834      0.586           F0314  2  386 
       0.95       1.25       48.6      3.563      0.047           F0314  2  387 
       0.95       1.25       49.0      4.832      0.293           F0314  2  388 
       0.95       1.25       50.1      5.077      0.047           F0314  2  389 
       0.95       1.25       53.7      4.440      0.047           F0314  2  390 
       0.95       1.25       54.9      4.635      0.293           F0314  2  391 
       0.95       1.25       58.5      4.536      0.047           F0314  2  392 
       0.95       1.25       59.8      4.731      0.342           F0314  2  393 
       0.95       1.25       64.6      4.191      0.195           F0314  2  394 
       0.95       1.25       65.7      4.485      0.047           F0314  2  395 
       0.95       1.25       70.4      4.385      0.047           F0314  2  396 
       0.95       1.25       70.5      3.994      0.293           F0314  2  397 
       0.95       1.25       70.6      3.750      0.047           F0314  2  398 
       0.95       1.25       76.5      3.845      0.047           F0314  2  399 
       0.95       1.25       76.5      3.650      0.195           F0314  2  400 
       0.95       1.25       81.2      3.306      0.195           F0314  2  401 
       0.95       1.25       81.2      3.062      0.047           F0314  2  402 
       0.95       1.25       87.1      3.060      0.244           F0314  2  403 
       0.95       1.25       87.2      2.669      0.047           F0314  2  404 
       0.95       1.25       93.2      2.667      0.195           F0314  2  405 
       0.95       1.25       93.2      2.911      0.047           F0314  2  406 
       0.95       1.25       96.8      2.861      0.047           F0314  2  407 
       0.95       1.25       96.9      2.666      0.047           F0314  2  408 
       0.95       1.25       98.0      2.421      0.195           F0314  2  409 
       0.95       1.25      101.6      2.322      0.047           F0314  2  410 
       0.95       1.25      101.6      2.371      0.244           F0314  2  411 
       0.95       1.25      106.4      2.076      0.341           F0314  2  412 
       0.95       1.25      107.6      2.223      0.047           F0314  2  413 
       0.95       1.25      112.4      2.025      0.195           F0314  2  414 
       0.95       1.25      112.4      2.171      0.047           F0314  2  415 
       0.95       1.25      118.4      1.974      0.195           F0314  2  416 
       0.95       1.25      122.1      1.972      0.244           F0314  2  417 
       0.95       1.25      125.7      1.922      0.244           F0314  2  418 
       0.95       1.25      130.6      2.018      0.244           F0314  2  419 
       0.95       1.25      135.4      1.967      0.391           F0314  2  420 
       0.95        1.5       21.9      4.426      0.438           F0314  2  421 
