ENTRY            F0172   19990409                             0000F017200000001 
SUBENT        F0172001   19990409                             0000F017200100001 
BIB                  9         12                                 F017200100002 
TITLE      Investigation of the 9Be(t,n)11B reaction at the energyF017200100003 
           range of the tritium ions 1.1-1.7 MeV                  F017200100004 
AUTHOR     (K.MALUSHIN'SKA,K.NEDVEDJUK,V.I.SALACKIJ,I.KHALVEK)    F017200100005 
INSTITUTE  (4ZZZDUB)                                              F017200100006 
REFERENCE  (R,JINR-9986,1976)                                     F017200100007 
SAMPLE     A self-supporting thin beryllium target                F017200100008 
FACILITY   (VDG)                                                  F017200100009 
DETECTOR   (PLATE) 20x40 mm of the thicknesses 250 and 400 mu-m atF017200100010 
           the ten angles from 0 to 180 degr.                     F017200100011 
ERR-ANALYS (ERR-1) Error from normalization                       F017200100012 
HISTORY    (19840823C)                                            F017200100013 
           (19990409A) CNPD: corrected 4-dig. year                F017200100014 
ENDBIB              12          0                                 F017200100015 
COMMON               1          3                                 F017200100016 
ERR-1                                                             F017200100017 
PER-CENT                                                          F017200100018 
  30.0                                                            F017200100019 
ENDCOMMON            3          0                                 F017200100020 
ENDSUBENT           19          0                                 F017200199999 
SUBENT        F0172002   19990409                             0000F017200200001 
BIB                  4          6                                 F017200200002 
REACTION   (4-BE-9(T,N)5-B-11,PAR,DA,,,EXP)                       F017200200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F017200200004 
           (DATA-ERR) Error fron graphic bars (relative) and      F017200200005 
           digitizing                                             F017200200006 
EN-SEC     (E-LVL,5-B-11)                                         F017200200007 
STATUS     (CURVE) fig 3                                          F017200200008 
ENDBIB               6          0                                 F017200200009 
COMMON               1          3                                 F017200200010 
ANG-ERR                                                           F017200200011 
ADEG                                                              F017200200012 
 1.0                                                              F017200200013 
ENDCOMMON            3          0                                 F017200200014 
DATA                 5        200                                 F017200200015 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              F017200200016 
     1.1        7.286     37.24       1.372      0.1232           F017200200050 
     1.1        7.286     58.1        1.446      0.1584           F017200200051 
     1.1        7.286     75.22       1.643      0.176            F017200200052 
     1.1        7.286     94.52       1.611      0.1408           F017200200053 
     1.1        7.286    111.8        1.703      0.176            F017200200054 
     1.1        7.286    129.7        1.495      0.2464           F017200200055 
     1.1        7.286    144.6        1.004      0.1584           F017200200056 
     1.1        7.286    161.9        1.113      0.2819           F017200200057 
     1.3        0.         2.46       0.6116     0.1391           F017200200058 
     1.3        0.        18.09       0.9338     0.153            F017200200059 
     1.3        0.        36.96       0.9092     0.1528           F017200200060 
     1.3        0.        54.54       0.8566     0.1111           F017200200061 
     1.3        0.        74.98       0.6934     0.125            F017200200062 
     1.3        0.        90.72       0.9461     0.153            F017200200063 
     1.3        0.       110.8        0.9912     0.1669           F017200200064 
     1.3        0.       128.5        0.8692     0.1389           F017200200065 
     1.3        0.       146.         0.8583     0.1389           F017200200066 
     1.3        0.       163.5        0.8612     0.1667           F017200200067 
     1.3        2.125      0.098      0.7295     0.1357           F017200200068 
     1.3        2.125     16.84       0.8173     0.1524           F017200200069 
     1.3        2.125     36.53       0.9902     0.1524           F017200200070 
     1.3        2.125     54.66       1.18       0.1354           F017200200071 
     1.3        2.125     73.63       0.8108     0.1524           F017200200072 
     1.3        2.125     90.53       0.7969     0.1526           F017200200073 
     1.3        2.125    109.2        0.631      0.1693           F017200200074 
     1.3        2.125    127.4        0.7868     0.1185           F017200200075 
     1.3        2.125    144.6        0.5698     0.1182           F017200200076 
     1.3        2.125    161.         0.8946     0.1693           F017200200077 
     1.3        4.445      1.212      0.6669     0.1972           F017200200078 
     1.3        4.445     17.96       0.6862     0.2123           F017200200079 
     1.3        4.445     38.22       0.5246     0.1518           F017200200080 
     1.3        4.445     56.49       0.5443     0.1518           F017200200081 
     1.3        4.445     75.95       0.7006     0.1817           F017200200082 
     1.3        4.445     93.38       0.4474     0.0908           F017200200083 
     1.3        4.445    110.4        0.3456     0.1363           F017200200084 
     1.3        4.445    126.5        0.6374     0.1824           F017200200085 
     1.3        4.445    145.5        0.9754     0.2729           F017200200086 
     1.3        4.445    162.2        1.025      0.2123           F017200200087 
     1.3        7.286      0.7438     0.8877     0.2866           F017200200088 
     1.3        7.286     18.35       0.819      0.269            F017200200089 
     1.3        7.286     39.18       0.9122     0.2687           F017200200090 
     1.3        7.286     60.81       1.597      0.3045           F017200200091 
     1.3        7.286     77.94       1.815      0.2866           F017200200092 
     1.3        7.286     95.29       1.907      0.2153           F017200200093 
     1.3        7.286    112.9        1.839      0.2511           F017200200094 
     1.3        7.286    127.4        1.501      0.2514           F017200200095 
     1.3        7.286    147.9        1.845      0.3762           F017200200096 
     1.3        7.286    164.5        1.274      0.2687           F017200200097 
     1.3        8.559      7.708      2.483      0.3751           F017200200098 
     1.3        8.559     26.28       2.539      0.3925           F017200200099 
     1.3        8.559     43.21       2.559      0.357            F017200200100 
     1.3        8.559     64.37       3.241      0.3392           F017200200101 
     1.3        8.559     84.34       3.529      0.357            F017200200102 
     1.3        8.559     99.4        2.371      0.2678           F017200200103 
     1.3        8.559    116.3        2.409      0.393            F017200200104 
     1.3        8.559    133.9        1.947      0.3746           F017200200105 
     1.3        8.559    148.8        2.217      0.3749           F017200200106 
     1.3        8.559    164.5        1.827      0.2499           F017200200107 
     1.3        8.92       4.352      2.228      0.4186           F017200200108 
     1.3        8.92      20.19       1.673      0.3605           F017200200109 
     1.3        8.92      41.69       1.188      0.2675           F017200200110 
     1.3        8.92      59.39       0.9231     0.2677           F017200200111 
     1.3        8.92      79.04       0.9028     0.3256           F017200200112 
     1.3        8.92      98.88       0.7547     0.2325           F017200200113 
     1.3        8.92     116.2        1.49       0.3489           F017200200114 
     1.3        8.92     133.4        1.551      0.5              F017200200115 
     1.3        8.92     149.7        1.495      0.4535           F017200200116 
     1.3        8.92     165.1        1.242      0.314            F017200200117 
     1.51       0.         4.234      2.231      0.3784           F017200200118 
     1.51       0.        19.05       2.208      0.2437           F017200200119 
     1.51       0.        36.28       2.538      0.1626           F017200200120 
     1.51       0.        54.5        3.301      0.4054           F017200200121 
     1.51       0.        73.83       2.686      0.3514           F017200200122 
     1.51       0.        92.68       2.665      0.3779           F017200200123 
     1.51       0.       110.3        2.535      0.3518           F017200200124 
     1.51       0.       127.7        2.676      0.4595           F017200200125 
     1.51       0.       145.4        2.303      0.4058           F017200200126 
     1.51       0.       163.6        3.147      0.4324           F017200200127 
     1.51       2.125      0.2172     2.529      0.3383           F017200200128 
     1.51       2.125     15.66       2.411      0.2768           F017200200129 
     1.51       2.125     35.43       2.633      0.3383           F017200200130 
     1.51       2.125     54.11       2.3        0.3696           F017200200131 
     1.51       2.125     73.19       3.383      0.3691           F017200200132 
     1.51       2.125     92.09       2.774      0.3691           F017200200133 
     1.51       2.125    110.         3.364      0.4922           F017200200134 
     1.51       2.125    128.6        3.216      0.4917           F017200200135 
     1.51       2.125    144.1        2.944      0.4614           F017200200136 
     1.51       2.125    162.3        3.258      0.3999           F017200200137 
     1.51       4.445      4.295      1.939      0.4516           F017200200138 
     1.51       4.445     17.24       1.365      0.4525           F017200200139 
     1.51       4.445     37.12       1.344      0.3557           F017200200140 
     1.51       4.445     56.71       1.549      0.388            F017200200141 
     1.51       4.445     75.02       1.559      0.3226           F017200200142 
     1.51       4.445     93.21       1.667      0.4516           F017200200143 
     1.51       4.445    111.7        1.516      0.4193           F017200200144 
     1.51       4.445    127.1        1.46       0.4847           F017200200145 
     1.51       4.445    146.4        1.858      0.5161           F017200200146 
     1.51       4.445    162.3        2.545      0.5161           F017200200147 
     1.51       7.286      1.932      1.186      0.3831           F017200200148 
     1.51       7.286     19.06       1.61       0.2438           F017200200149 
     1.51       7.286     37.85       2.138      0.6263           F017200200150 
     1.51       7.286     53.17       2.631      0.6617           F017200200151 
     1.51       7.286     77.38       2.953      0.6965           F017200200152 
     1.51       7.286     94.42       3.481      0.4179           F017200200153 
     1.51       7.286    113.         4.254      0.6263           F017200200154 
     1.51       7.286    129.2        3.702      0.6623           F017200200155 
     1.51       7.286    146.7        3.708      0.9397           F017200200156 
     1.51       7.286    162.2        3.992      0.9746           F017200200157 
     1.51       8.559      8.533      3.981      0.7446           F017200200158 
     1.51       8.559     26.7        4.625      0.9573           F017200200159 
     1.51       8.559     46.4        5.483      0.9213           F017200200160 
     1.51       8.559     65.78       6.766      0.9573           F017200200161 
     1.51       8.559     84.54       6.63       0.9573           F017200200162 
     1.51       8.559    103.3        6.494      1.099            F017200200163 
     1.51       8.559    120.         4.514      0.9933           F017200200164 
     1.51       8.559    137.4        3.952      1.063            F017200200165 
     1.51       8.559    154.4        3.958      0.8864           F017200200166 
     1.51       8.559    168.1        3.749      1.029            F017200200167 
     1.7        0.         3.103      1.039      0.2735           F017200200168 
     1.7        0.        18.75       1.7        0.3008           F017200200169 
     1.7        0.        36.38       1.514      0.2458           F017200200170 
     1.7        0.        54.79       2.066      0.2731           F017200200171 
     1.7        0.        75.09       1.909      0.3277           F017200200172 
     1.7        0.        91.19       1.968      0.3555           F017200200173 
     1.7        0.       109.5        2.63       0.355            F017200200174 
     1.7        0.       129.1        1.68       0.3004           F017200200175 
     1.7        0.       146.         2.395      0.3273           F017200200176 
     1.7        0.       162.5        3.739      0.437            F017200200177 
     1.7        2.125      0.1582     1.488      0.3158           F017200200178 
     1.7        2.125     16.5        1.746      0.2207           F017200200179 
     1.7        2.125     34.89       1.784      0.2522           F017200200180 
     1.7        2.125     53.03       2.106      0.2842           F017200200181 
     1.7        2.125     72.82       2.302      0.3147           F017200200182 
     1.7        2.125     91.28       2.246      0.3152           F017200200183 
     1.7        2.125    107.9        2.567      0.3467           F017200200184 
     1.7        2.125    125.1        2.226      0.3158           F017200200185 
     1.7        2.125    142.2        3.714      0.4103           F017200200186 
     1.7        2.125    158.5        6.274      0.5989           F017200200187 
     1.7        4.445      4.779      1.111      0.338            F017200200188 
     1.7        4.445     19.82       1.302      0.2765           F017200200189 
     1.7        4.445     38.72       0.8195     0.2773           F017200200190 
     1.7        4.445     58.3        1.044      0.2765           F017200200191 
     1.7        4.445     76.43       1.207      0.338            F017200200192 
     1.7        4.445     94.89       1.092      0.2765           F017200200193 
     1.7        4.445    112.9        1.378      0.5223           F017200200194 
     1.7        4.445    129.6        1.416      0.4302           F017200200195 
     1.7        4.445    146.5        2.624      0.5531           F017200200196 
     1.7        4.445    162.6        3.246      0.7681           F017200200197 
     1.7        7.286      1.239      1.51       0.501            F017200200198 
     1.7        7.286     16.64       1.945      0.609            F017200200199 
     1.7        7.286     37.07       2.669      0.6096           F017200200200 
     1.7        7.286     55.89       3.212      0.6449           F017200200201 
     1.7        7.286     74.96       3.433      0.932            F017200200202 
     1.7        7.286     95.11       4.515      0.6807           F017200200203 
     1.7        7.286    112.7        4.449      0.7165           F017200200204 
     1.7        7.286    128.4        4.383      0.8245           F017200200205 
     1.7        7.286    144.8        3.599      1.003            F017200200206 
     1.7        7.286    162.4        5.648      1.183            F017200200207 
     1.7        8.559      6.171      5.428      0.8544           F017200200208 
     1.7        8.559     26.39       5.612      1.138            F017200200209 
     1.7        8.559     45.18       5.404      0.8894           F017200200210 
     1.7        8.559     64.65       6.656      0.9962           F017200200211 
     1.7        8.559     82.05       6.02       0.926            F017200200212 
     1.7        8.559    101.8        4.39       0.8539           F017200200213 
     1.7        8.559    118.8        4.359      0.8183           F017200200214 
     1.7        8.559    136.7        2.977      0.7471           F017200200215 
     1.7        8.559    151.3        3.942      0.8177           F017200200216 
     1.7        8.559    166.6        6.26       1.424            F017200200217 
ENDDATA            202          0                                 F017200200218 
ENDSUBENT          217          0                                 F017200299999 
SUBENT        F0172003   19990409                             0000F017200300001 
BIB                  4          4                                 F017200300002 
REACTION   (4-BE-9(T,N)5-B-11,PAR,SIG,,,EXP)                      F017200300003 
ERR-ANALYS (DATA-ERR) Relative error                              F017200300004 
STATUS     (TABLE) TABLE P.11                                     F017200300005 
EN-SEC     (E-LVL,5-B-11)                                         F017200300006 
ENDBIB               4          0                                 F017200300007 
NOCOMMON             0          0                                 F017200300008 
DATA                 4         20                                 F017200300009 
EN         E-LVL      DATA       DATA-ERR                         F017200300010 
MEV        MEV        MB         MB                               F017200300011 
     1.1        0.        11.1        0.47                        F017200300012 
     1.1        2.125     10.45       0.47                        F017200300013 
     1.1        4.445      7.76       0.47                        F017200300014 
     1.1        7.286     18.72       0.84                        F017200300015 
     1.3        0.        11.01       0.57                        F017200300016 
     1.3        2.125     11.88       0.54                        F017200300017 
     1.3        4.445      7.36       0.66                        F017200300018 
     1.3        7.286     19.86       1.1                         F017200300019 
     1.3        8.559     32.79       1.45                        F017200300020 
     1.3        8.92      14.78       1.43                        F017200300021 
     1.51       0.        33.92       1.64                        F017200300022 
     1.51       2.125     36.91       1.74                        F017200300023 
     1.51       4.445     20.12       1.65                        F017200300024 
     1.51       7.286     39.05       2.65                        F017200300025 
     1.51       8.559     64.23       4.29                        F017200300026 
     1.7        0.        26.24       1.28                        F017200300027 
     1.7        2.125     28.35       1.35                        F017200300028 
     1.7        4.445     17.         1.52                        F017200300029 
     1.7        7.286     46.28       3.74                        F017200300030 
     1.7        8.559     63.2        3.91                        F017200300031 
ENDDATA             22          0                                 F017200300032 
ENDSUBENT           31          0                                 F017200399999 
ENDENTRY             3          0                                 F017299999999 
