ENTRY            F0759   20100806                             F039F075900000001 
 50.500     110.20    0.61810                                     F075900200218 
 50.500     112.30    0.59310                                     F075900200219 
 50.500     114.30    0.63110                                     F075900200220 
 50.500     116.30    0.69210                                     F075900200221 
 50.500     119.30    0.64010                                     F075900200222 
 50.500     122.20    0.68310                                     F075900200223 
 50.500     125.00    0.61010                                     F075900200224 
 50.500     127.70    0.42510                                     F075900200225 
 50.500     130.40    0.31200                                     F075900200226 
 50.500     133.00    0.30900                                     F075900200227 
 50.500     135.50    0.48500                                     F075900200228 
 50.500     137.90    0.52000                                     F075900200229 
 50.500     140.30    0.61700                                     F075900200230 
 50.500     142.50    0.61500                                     F075900200231 
 50.500     144.80    0.56700                                     F075900200232 
 50.500     147.00    0.43000                                     F075900200233 
 50.500     149.20    0.29800                                     F075900200234 
 50.500     151.20    0.33600                                     F075900200235 
 50.500     153.30    0.39100                                     F075900200236 
 50.500     155.30    0.58200                                     F075900200237 
 50.500     157.20    0.71800                                     F075900200238 
 50.500     159.10    0.71700                                     F075900200239 
 50.500     161.00    0.79500                                     F075900200240 
 50.500     162.20    0.68700                                     F075900200241 
 50.500     164.00    0.62100                                     F075900200242 
 50.500     165.80    0.44000                                     F075900200243 
 50.500     167.50    0.34800                                     F075900200244 
 50.500     169.30    0.30000                                     F075900200245 
 50.500     171.00    0.41300                                     F075900200246 
 50.500     172.70    0.57800                                     F075900200247 
 50.500     174.40     1.1510                                     F075900200248 
ENDDATA            241          0                                 F075900200249 
ENDSUBENT          248          0                                 F075900299999 
ENDENTRY             2          0                                 F075999999999 
