ENTRY            F0287   20210616                             F084F0287  0    1 
SUBENT        F0287001   20210616                             F084F0287  1    1 
BIB                  9         16                                 F0287  1    2 
TITLE      The mechanism of the reaction 10B(d,p)11B at low       F0287  1    3 
           deuteron energies                                      F0287  1    4 
AUTHOR     (M.N.H.Comsan,A.A.El Kamhawy,M.A.Farouk,A.H.Oraby)     F0287  1    5 
INSTITUTE  (3EGYCAI)                                              F0287  1    6 
REFERENCE  (J,AKE,32,189,1978)                                    F0287  1    7 
FACILITY   (VDG,3EGYCAI)                                          F0287  1    8 
SAMPLE     (5-B-10,ENR=0.966) Enriched (96.6%) 10B isotope        F0287  1    9 
           evaporated on thin Ni backing                          F0287  1   10 
DETECTOR   (SI) Silicon drifted semiconductor detectors of about  F0287  1   11 
           1.5-2.0 mm thickness                                   F0287  1   12 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty. F0287  1   13 
HISTORY    (19850715C)                                            F0287  1   14 
           (19990409U) CNPD: corrected 4-dig. year and lower casesF0287  1   15 
           (20210616A) SD: Corrections in all Subents. BIB updatedF0287  1   16 
           The accuracy of data presentation has been revised.    F0287  1   17 
           E-LVL values corrected according to the article.       F0287  1   18 
ENDBIB              16          0                                 F0287  1   19 
NOCOMMON             0          0                                 F0287  1   20 
ENDSUBENT           19          0                                 F0287  199999 
SUBENT        F0287002   20210616                             F084F0287  2    1 
BIB                  3          5                                 F0287  2    2 
REACTION   (5-B-10(D,P)5-B-11,PAR,DA)                             F0287  2    3 
STATUS     (CURVE) Fig 2,3 from Atomkernenergie,32(1978)189       F0287  2    4 
HISTORY    (20210616A) SD: SF9=EXP deleted from REACTION code.    F0287  2    5 
           EN-SEC, ERR-ANALYS deleted. STATUS updated. EN-ERR ->  F0287  2    6 
           EN-ERR-DIG; DATA-ERR -> ERR-DIG; DATA-ERR1 -> DATA-ERR.F0287  2    7 
ENDBIB               5          0                                 F0287  2    8 
COMMON               2          3                                 F0287  2    9 
EN-ERR-DIG ERR-DIG                                                F0287  2   10 
MEV        MB/SR                                                  F0287  2   11 
 0.003      0.006                                                 F0287  2   12 
ENDCOMMON            3          0                                 F0287  2   13 
DATA                 5        248                                 F0287  2   14 
E-LVL      ANG        EN         DATA       DATA-ERR              F0287  2   15 
       2.14        1.2      103.2      0.208      0.023           F0287  3  154 
       2.14        1.2      113.7      0.211      0.026           F0287  3  155 
       2.14        1.2      123.4      0.199      0.022           F0287  3  156 
       2.14        1.2      132.5      0.204      0.025           F0287  3  157 
       2.14        1.2      143.2      0.183      0.026           F0287  3  158 
       2.14        1.2      152.6      0.237      0.024           F0287  3  159 
       2.14        1.6       15.7      0.116      0.021           F0287  3  160 
       2.14        1.6       21.1      0.159      0.021           F0287  3  161 
       2.14        1.6       26.6      0.118      0.020           F0287  3  162 
       2.14        1.6       31.8      0.165      0.022           F0287  3  163 
       2.14        1.6       36.5      0.189      0.024           F0287  3  164 
       2.14        1.6       42.2      0.178      0.024           F0287  3  165 
       2.14        1.6       47.1      0.183      0.020           F0287  3  166 
       2.14        1.6       52.8      0.190      0.024           F0287  3  167 
       2.14        1.6       57.6      0.180      0.024           F0287  3  168 
       2.14        1.6       62.8      0.200      0.022           F0287  3  169 
       2.14        1.6       68.1      0.236      0.023           F0287  3  170 
       2.14        1.6       72.5      0.254      0.024           F0287  3  171 
       2.14        1.6       78.4      0.271      0.024           F0287  3  172 
       2.14        1.6       83.4      0.279      0.021           F0287  3  173 
       2.14        1.6       88.8      0.298      0.022           F0287  3  174 
       2.14        1.6       93.4      0.304      0.021           F0287  3  175 
       2.14        1.6      103.6      0.338      0.022           F0287  3  176 
       2.14        1.6      113.9      0.331      0.027           F0287  3  177 
       2.14        1.6      123.0      0.284      0.023           F0287  3  178 
       2.14        1.6      133.2      0.293      0.022           F0287  3  179 
       2.14        1.6      142.8      0.300      0.022           F0287  3  180 
       2.14        1.6      152.3      0.296      0.027           F0287  3  181 
       2.14         2.       16.4      0.170      0.017           F0287  3  182 
       2.14         2.       21.9      0.154      0.021           F0287  3  183 
       2.14         2.       27.3      0.147      0.020           F0287  3  184 
       2.14         2.       32.1      0.176      0.021           F0287  3  185 
       2.14         2.       37.9      0.116      0.022           F0287  3  186 
       2.14         2.       43.6      0.178      0.019           F0287  3  187 
       2.14         2.       48.6      0.169      0.021           F0287  3  188 
       2.14         2.       53.8      0.231      0.025           F0287  3  189 
       2.14         2.       58.6      0.183      0.019           F0287  3  190 
       2.14         2.       64.2      0.230      0.021           F0287  3  191 
       2.14         2.       69.1      0.212      0.021           F0287  3  192 
       2.14         2.       74.3      0.215      0.022           F0287  3  193 
       2.14         2.       79.1      0.184      0.024           F0287  3  194 
       2.14         2.       84.8      0.216      0.021           F0287  3  195 
       2.14         2.       90.3      0.227      0.021           F0287  3  196 
       2.14         2.       95.3      0.270      0.022           F0287  3  197 
       2.14         2.      105.1      0.268      0.021           F0287  3  198 
       2.14         2.      115.0      0.328      0.022           F0287  3  199 
       2.14         2.      124.5      0.249      0.023           F0287  3  200 
       2.14         2.      133.9      0.211      0.027           F0287  3  201 
       2.14         2.      143.5      0.205      0.019           F0287  3  202 
       2.14         2.      153.5      0.245      0.022           F0287  3  203 
       2.14        2.4       14.5      0.206      0.022           F0287  3  204 
       2.14        2.4       19.6      0.226      0.020           F0287  3  205 
       2.14        2.4       25.3      0.217      0.023           F0287  3  206 
       2.14        2.4       30.4      0.230      0.020           F0287  3  207 
       2.14        2.4       35.8      0.215      0.019           F0287  3  208 
       2.14        2.4       41.0      0.280      0.018           F0287  3  209 
       2.14        2.4       46.0      0.298      0.022           F0287  3  210 
       2.14        2.4       51.7      0.261      0.021           F0287  3  211 
       2.14        2.4       56.4      0.278      0.020           F0287  3  212 
       2.14        2.4       62.3      0.295      0.020           F0287  3  213 
       2.14        2.4       67.6      0.301      0.025           F0287  3  214 
       2.14        2.4       72.6      0.369      0.023           F0287  3  215 
       2.14        2.4       77.2      0.279      0.023           F0287  3  216 
       2.14        2.4       82.8      0.330      0.025           F0287  3  217 
       2.14        2.4       88.1      0.370      0.024           F0287  3  218 
       2.14        2.4       93.1      0.276      0.023           F0287  3  219 
       2.14        2.4      103.0      0.323      0.029           F0287  3  220 
       2.14        2.4      113.0      0.320      0.021           F0287  3  221 
       2.14        2.4      122.6      0.256      0.022           F0287  3  222 
       2.14        2.4      132.5      0.240      0.021           F0287  3  223 
       2.14        2.4      141.5      0.162      0.020           F0287  3  224 
       2.14        2.4      151.8      0.163      0.023           F0287  3  225 
       4.46        0.8       15.0      0.998      0.062           F0287  3  226 
       4.46        0.8       20.6      0.987      0.062           F0287  3  227 
       4.46        0.8       25.7      1.024      0.051           F0287  3  228 
       4.46        0.8       30.9      1.050      0.051           F0287  3  229 
       4.46        0.8       42.0      1.010      0.055           F0287  3  230 
       4.46        0.8       51.6      0.925      0.059           F0287  3  231 
       4.46        0.8       63.0      0.940      0.059           F0287  3  232 
       4.46        0.8       72.2      0.849      0.044           F0287  3  233 
       4.46        0.8       82.9      0.842      0.055           F0287  3  234 
       4.46        0.8       92.9      0.735      0.059           F0287  3  235 
       4.46        0.8      102.1      0.673      0.059           F0287  3  236 
       4.46        0.8      112.1      0.538      0.051           F0287  3  237 
       4.46        0.8      122.0      0.428      0.048           F0287  3  238 
       4.46        0.8      131.6      0.260      0.051           F0287  3  239 
       4.46        0.8      141.2      0.311      0.051           F0287  3  240 
       4.46        0.8      150.4      0.340      0.048           F0287  3  241 
       4.46        1.2       15.2      1.364      0.070           F0287  3  242 
       4.46        1.2       20.4      1.438      0.084           F0287  3  243 
       4.46        1.2       25.6      1.424      0.065           F0287  3  244 
       4.46        1.2       30.7      1.419      0.075           F0287  3  245 
       4.46        1.2       36.3      1.357      0.070           F0287  3  246 
       4.46        1.2       41.1      1.348      0.070           F0287  3  247 
       4.46        1.2       46.5      1.188      0.079           F0287  3  248 
       4.46        1.2       51.7      1.127      0.079           F0287  3  249 
       4.46        1.2       57.2      1.047      0.051           F0287  3  250 
       4.46        1.2       62.3      0.996      0.061           F0287  3  251 
       4.46        1.2       67.4      0.864      0.051           F0287  3  252 
       4.46        1.2       73.3      0.887      0.065           F0287  3  253 
       4.46        1.2       77.7      0.756      0.070           F0287  3  254 
       4.46        1.2       82.9      0.723      0.065           F0287  3  255 
       4.46        1.2       87.3      0.830      0.051           F0287  3  256 
       4.46        1.2       92.8      0.620      0.065           F0287  3  257 
       4.46        1.2      102.7      0.525      0.070           F0287  3  258 
       4.46        1.2      113.0      0.510      0.070           F0287  3  259 
       4.46        1.2      123.0      0.524      0.056           F0287  3  260 
       4.46        1.2      132.7      0.569      0.056           F0287  3  261 
       4.46        1.2      141.9      0.625      0.065           F0287  3  262 
       4.46        1.2      151.2      0.699      0.065           F0287  3  263 
       4.46        1.6       15.1      1.657      0.103           F0287  3  264 
       4.46        1.6       20.4      1.921      0.110           F0287  3  265 
       4.46        1.6       25.9      1.825      0.110           F0287  3  266 
       4.46        1.6       31.0      1.795      0.110           F0287  3  267 
       4.46        1.6       36.1      1.618      0.110           F0287  3  268 
       4.46        1.6       41.7      1.624      0.110           F0287  3  269 
       4.46        1.6       46.8      1.565      0.103           F0287  3  270 
       4.46        1.6       51.5      1.373      0.103           F0287  3  271 
       4.46        1.6       57.0      1.166      0.096           F0287  3  272 
       4.46        1.6       62.5      1.122      0.110           F0287  3  273 
       4.46        1.6       67.7      1.055      0.103           F0287  3  274 
       4.46        1.6       72.8      0.914      0.103           F0287  3  275 
       4.46        1.6       78.0      0.914      0.096           F0287  3  276 
       4.46        1.6       83.1      0.759      0.096           F0287  3  277 
       4.46        1.6       87.9      0.765      0.103           F0287  3  278 
       4.46        1.6       93.0      0.720      0.088           F0287  3  279 
       4.46        1.6      102.6      0.705      0.096           F0287  3  280 
       4.46        1.6      112.9      0.710      0.103           F0287  3  281 
       4.46        1.6      122.5      0.761      0.096           F0287  3  282 
       4.46        1.6      132.1      0.826      0.103           F0287  3  283 
       4.46        1.6      141.8      0.883      0.118           F0287  3  284 
       4.46        1.6      151.4      0.941      0.096           F0287  3  285 
       4.46         2.       15.5      1.855      0.103           F0287  3  286 
       4.46         2.       20.8      2.113      0.103           F0287  3  287 
       4.46         2.       26.2      1.913      0.103           F0287  3  288 
       4.46         2.       31.4      1.987      0.103           F0287  3  289 
       4.46         2.       36.6      1.809      0.096           F0287  3  290 
       4.46         2.       41.7      1.867      0.104           F0287  3  291 
       4.46         2.       47.3      1.867      0.081           F0287  3  292 
       4.46         2.       52.4      1.608      0.104           F0287  3  293 
       4.46         2.       57.5      1.445      0.089           F0287  3  294 
       4.46         2.       63.4      1.274      0.096           F0287  3  295 
       4.46         2.       68.5      1.022      0.111           F0287  3  296 
       4.46         2.       73.3      1.111      0.104           F0287  3  297 
       4.46         2.       78.4      0.933      0.103           F0287  3  298 
       4.46         2.       83.6      0.903      0.103           F0287  3  299 
       4.46         2.       88.4      0.821      0.118           F0287  3  300 
       4.46         2.       93.9      0.828      0.096           F0287  3  301 
       4.46         2.      104.2      0.731      0.118           F0287  3  302 
       4.46         2.      113.1      0.774      0.103           F0287  3  303 
       4.46         2.      123.4      0.877      0.103           F0287  3  304 
       4.46         2.      132.7      0.964      0.111           F0287  3  305 
       4.46         2.      142.0      1.326      0.111           F0287  3  306 
       4.46         2.      151.6      1.251      0.103           F0287  3  307 
       4.46        2.4       15.6      2.384      0.110           F0287  3  308 
       4.46        2.4       21.2      2.574      0.110           F0287  3  309 
       4.46        2.4       26.0      2.544      0.102           F0287  3  310 
       4.46        2.4       31.1      2.412      0.102           F0287  3  311 
       4.46        2.4       36.7      2.499      0.095           F0287  3  312 
       4.46        2.4       42.2      2.564      0.095           F0287  3  313 
       4.46        2.4       47.3      2.294      0.095           F0287  3  314 
       4.46        2.4       52.1      2.118      0.110           F0287  3  315 
       4.46        2.4       57.6      1.913      0.110           F0287  3  316 
       4.46        2.4       62.7      1.803      0.095           F0287  3  317 
       4.46        2.4       68.2      1.517      0.088           F0287  3  318 
       4.46        2.4       73.3      1.407      0.088           F0287  3  319 
       4.46        2.4       78.1      1.246      0.095           F0287  3  320 
       4.46        2.4       83.6      1.136      0.102           F0287  3  321 
       4.46        2.4       88.3      0.924      0.088           F0287  3  322 
       4.46        2.4       93.5      0.945      0.102           F0287  3  323 
       4.46        2.4      103.5      0.857      0.117           F0287  3  324 
       4.46        2.4      113.4      0.659      0.102           F0287  3  325 
       4.46        2.4      123.0      0.964      0.095           F0287  3  326 
       4.46        2.4      132.3      1.161      0.102           F0287  3  327 
       4.46        2.4      141.6      1.357      0.110           F0287  3  328 
       4.46        2.4      146.5      1.722      0.073           F0287  3  329 
       5.03        0.8       20.4      0.193      0.038           F0287  3  330 
       5.03        0.8       30.9      0.188      0.038           F0287  3  331 
       5.03        0.8       41.4      0.175      0.039           F0287  3  332 
       5.03        0.8       51.7      0.206      0.044           F0287  3  333 
       5.03        0.8       62.1      0.178      0.044           F0287  3  334 
       5.03        0.8       72.7      0.185      0.041           F0287  3  335 
       5.03        0.8       82.9      0.203      0.035           F0287  3  336 
       5.03        0.8       92.7      0.203      0.039           F0287  3  337 
       5.03        0.8      102.9      0.204      0.047           F0287  3  338 
       5.03        0.8      112.5      0.178      0.039           F0287  3  339 
       5.03        0.8      122.6      0.173      0.044           F0287  3  340 
       5.03        0.8      132.5      0.121      0.038           F0287  3  341 
       5.03        0.8      142.2      0.143      0.035           F0287  3  342 
       5.03        0.8      151.7      0.183      0.045           F0287  3  343 
       5.03        1.2       21.4      0.387      0.038           F0287  3  344 
       5.03        1.2       32.0      0.437      0.046           F0287  3  345 
       5.03        1.2       41.9      0.401      0.049           F0287  3  346 
       5.03        1.2       52.9      0.400      0.038           F0287  3  347 
       5.03        1.2       63.4      0.336      0.040           F0287  3  348 
       5.03        1.2       74.1      0.368      0.047           F0287  3  349 
       5.03        1.2       83.9      0.336      0.041           F0287  3  350 
       5.03        1.2       93.8      0.322      0.041           F0287  3  351 
       5.03        1.2      103.5      0.299      0.040           F0287  3  352 
       5.03        1.2      114.0      0.306      0.044           F0287  3  353 
       5.03        1.2      123.6      0.276      0.040           F0287  3  354 
       5.03        1.2      133.6      0.287      0.044           F0287  3  355 
       5.03        1.2      142.8      0.277      0.040           F0287  3  356 
       5.03        1.2      152.4      0.233      0.046           F0287  3  357 
       5.03        1.6       21.2      0.764      0.080           F0287  3  358 
       5.03        1.6       32.0      0.772      0.077           F0287  3  359 
       5.03        1.6       42.5      0.691      0.077           F0287  3  360 
       5.03        1.6       52.9      0.686      0.080           F0287  3  361 
       5.03        1.6       63.7      0.667      0.077           F0287  3  362 
       5.03        1.6       73.7      0.651      0.071           F0287  3  363 
       5.03        1.6       83.6      0.625      0.089           F0287  3  364 
       5.03        1.6       93.7      0.651      0.077           F0287  3  365 
       5.03        1.6      103.7      0.709      0.086           F0287  3  366 
       5.03        1.6      113.4      0.698      0.080           F0287  3  367 
       5.03        1.6      123.9      0.646      0.077           F0287  3  368 
       5.03        1.6      133.1      0.734      0.077           F0287  3  369 
       5.03        1.6      142.2      0.655      0.095           F0287  3  370 
       5.03        1.6      152.0      0.639      0.083           F0287  3  371 
       5.03         2.       20.1      0.744      0.084           F0287  3  372 
       5.03         2.       30.4      0.798      0.072           F0287  3  373 
       5.03         2.       41.3      0.715      0.072           F0287  3  374 
       5.03         2.       51.8      0.646      0.087           F0287  3  375 
       5.03         2.       62.1      0.676      0.070           F0287  3  376 
       5.03         2.       72.8      0.675      0.075           F0287  3  377 
       5.03         2.       82.8      0.728      0.075           F0287  3  378 
       5.03         2.       92.9      0.685      0.081           F0287  3  379 
       5.03         2.      102.7      0.643      0.075           F0287  3  380 
       5.03         2.      112.7      0.708      0.070           F0287  3  381 
       5.03         2.      122.3      0.692      0.075           F0287  3  382 
       5.03         2.      131.8      0.776      0.072           F0287  3  383 
       5.03         2.      141.0      0.656      0.070           F0287  3  384 
       5.03         2.      150.8      0.552      0.072           F0287  3  385 
       5.03        2.4       19.4      0.746      0.073           F0287  3  386 
       5.03        2.4       30.0      0.701      0.073           F0287  3  387 
       5.03        2.4       40.5      0.726      0.074           F0287  3  388 
       5.03        2.4       51.2      0.639      0.068           F0287  3  389 
       5.03        2.4       61.8      0.702      0.073           F0287  3  390 
       5.03        2.4       72.0      0.774      0.068           F0287  3  391 
       5.03        2.4       82.3      0.767      0.071           F0287  3  392 
       5.03        2.4       92.2      0.771      0.082           F0287  3  393 
       5.03        2.4      102.2      0.699      0.068           F0287  3  394 
       5.03        2.4      111.8      0.745      0.088           F0287  3  395 
       5.03        2.4      122.0      0.740      0.085           F0287  3  396 
       5.03        2.4      131.3      0.783      0.076           F0287  3  397 
       5.03        2.4      140.8      0.725      0.065           F0287  3  398 
       5.03        2.4      150.2      0.565      0.082           F0287  3  399 
ENDDATA            384          0                                 F0287  3  400 
ENDSUBENT          399          0                                 F0287  399999 
ENDENTRY             3          0                                 F028799999999 
