ENTRY            F0488   19990410                             0000F048800000001 
SUBENT        F0488001   19990410                             0000F048800100001 
BIB                  7          8                                 F048800100002 
TITLE      A study of the 9Be(3He,p)11B and the 9Be(3He,d)10B     F048800100003 
           reactions in the energy range 5.7 to 10.2 MeV          F048800100004 
AUTHOR     (S.HINDS,R.MIDDLETON)                                  F048800100005 
INSTITUTE  (2UK ALD)                                              F048800100006 
REFERENCE  (J,PPS,75,754,196005)                                  F048800100007 
FACILITY   (VDG)                                                  F048800100008 
DETECTOR   (PLATE) 30 in. nuclear plate                           F048800100009 
HISTORY    (19860826C)                                            F048800100010 
ENDBIB               8          0                                 F048800100011 
NOCOMMON             0          0                                 F048800100012 
ENDSUBENT           11          0                                 F048800199999 
SUBENT        F0488002   19990410                             0000F048800200001 
BIB                  4          6                                 F048800200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA,,REL,EXP)                  F048800200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F048800200004 
           (DATA-ERR) Relative error from graph and digitizing    F048800200005 
           error                                                  F048800200006 
EN-SEC     (E-LVL,5-B-11)                                         F048800200007 
STATUS     (CURVE) Fig. 1                                         F048800200008 
ENDBIB               6          0                                 F048800200009 
COMMON               1          3                                 F048800200010 
ANG-ERR                                                           F048800200011 
ADEG                                                              F048800200012 
  1.                                                              F048800200013 
ENDCOMMON            3          0                                 F048800200014 
DATA                 5        357                                 F048800200015 
EN         E-LVL      ANG-CM     DATA-CM    DATA-ERR              F048800200016 
     5.7        7.3       55.68      12.96       0.1482           F048800200073 
     5.7        7.3       68.4       11.62       0.1482           F048800200074 
     5.7        7.3       77.61      12.18       0.1482           F048800200075 
     5.7        7.3       88.        11.65       0.1482           F048800200076 
     5.7        7.3       98.39      10.85       0.1482           F048800200077 
     5.7        7.99       4.979      5.778      0.2041           F048800200078 
     5.7        7.99       9.644      6.838      0.2041           F048800200079 
     5.7        7.99      15.47       8.781      0.2041           F048800200080 
     5.7        7.99      22.47       9.488      0.2041           F048800200081 
     5.7        7.99      27.14      10.72       0.2041           F048800200082 
     5.7        7.99      32.97      10.19       0.2041           F048800200083 
     5.7        7.99      43.47       5.955      0.2041           F048800200084 
     5.7        7.99      56.29       7.898      0.2041           F048800200085 
     5.7        7.99      66.79       7.545      0.2041           F048800200086 
     5.7        7.99      77.28       8.429      0.2041           F048800200087 
     5.7        7.99      86.61       7.369      0.2041           F048800200088 
     5.7        7.99      97.11       6.662      0.2041           F048800200089 
     5.7        8.57       8.677     31.71       1.665            F048800200090 
     5.7        8.57      10.88      26.59       1.665            F048800200091 
     5.7        8.57      23.43      16.32       1.665            F048800200092 
     5.7        8.57      27.99      12.37       1.665            F048800200093 
     5.7        8.57      33.76      10.78       1.665            F048800200094 
     5.7        8.57      44.22      10.75       1.665            F048800200095 
     5.7        8.57      54.66       9.544      1.665            F048800200096 
     5.7        8.57      66.26       8.726      1.665            F048800200097 
     5.7        8.57      76.66       5.943      1.665            F048800200098 
     5.7        8.57      97.6        7.068      1.665            F048800200099 
     5.7        8.92      10.43      68.51       0.4365           F048800200100 
     5.7        8.92      12.74      63.6        0.4365           F048800200101 
     5.7        8.92      18.53      45.58       0.4365           F048800200102 
     5.7        8.92      25.46      34.94       0.4365           F048800200103 
     5.7        8.92      30.08      30.02       0.4365           F048800200104 
     5.7        8.92      34.69      22.66       0.4365           F048800200105 
     5.7        8.92      46.22      16.93       0.4365           F048800200106 
     5.7        8.92      55.43      17.76       0.4365           F048800200107 
     5.7        8.92      68.09      20.23       0.4365           F048800200108 
     5.7        8.92      78.45      21.06       0.4365           F048800200109 
     5.7        8.92      88.82      17.79       0.4365           F048800200110 
     5.7        8.92      99.18      16.16       0.4365           F048800200111 
     8.82       0.         7.631     17.84       0.1624           F048800200112 
     8.82       0.         9.971     16.59       0.1624           F048800200113 
     8.82       0.        15.79      11.09       0.1624           F048800200114 
     8.82       0.        21.63       7.837      0.1624           F048800200115 
     8.82       0.        26.3        4.335      0.1624           F048800200116 
     8.82       0.        32.21       5.581      0.1624           F048800200117 
     8.82       0.        38.09       4.577      0.1624           F048800200118 
     8.82       0.        43.98       4.074      0.1624           F048800200119 
     8.82       0.        54.6        4.817      0.1624           F048800200120 
     8.82       0.        66.37       4.059      0.1624           F048800200121 
     8.82       0.        74.63       4.554      0.1624           F048800200122 
     8.82       0.        86.44       6.046      0.1624           F048800200123 
     8.82       0.        95.85       4.54       0.1624           F048800200124 
     8.82       0.       106.4        4.283      0.1624           F048800200125 
     8.82       0.       115.9        3.528      0.1624           F048800200126 
     8.82       0.       122.9        3.023      0.1624           F048800200127 
     8.82       2.14       7.646     22.61       0.0856           F048800200128 
     8.82       2.14      11.12      20.59       0.0856           F048800200129 
     8.82       2.14      16.82      13.26       0.0856           F048800200130 
     8.82       2.14      22.53       6.95       0.0856           F048800200131 
     8.82       2.14      27.16       4.169      0.0856           F048800200132 
     8.82       2.14      31.83       3.408      0.0856           F048800200133 
     8.82       2.14      38.89       4.41       0.0856           F048800200134 
     8.82       2.14      43.6        5.162      0.0856           F048800200135 
     8.82       2.14      54.12       4.141      0.0856           F048800200136 
     8.82       2.14      65.82       2.868      0.0856           F048800200137 
     8.82       2.14      75.16       1.344      0.0856           F048800200138 
     8.82       2.14      86.89       1.584      0.0856           F048800200139 
     8.82       2.14      96.27       1.827      0.0856           F048800200140 
     8.82       2.14     106.8        2.825      0.0856           F048800200141 
     8.82       2.14     116.2        3.572      0.0856           F048800200142 
     8.82       2.14     123.3        2.808      0.0856           F048800200143 
     8.82       4.46       6.656     13.21       0.1382           F048800200144 
     8.82       4.46       8.997     11.43       0.1382           F048800200145 
     8.82       4.46      13.67       9.391      0.1382           F048800200146 
     8.82       4.46      20.68       6.843      0.1382           F048800200147 
     8.82       4.46      26.53       4.549      0.1382           F048800200148 
     8.82       4.46      32.36       5.061      0.1382           F048800200149 
     8.82       4.46      37.02       4.807      0.1382           F048800200150 
     8.82       4.46      42.86       4.043      0.1382           F048800200151 
     8.82       4.46      53.36       4.301      0.1382           F048800200152 
     8.82       4.46      65.02       4.048      0.1382           F048800200153 
     8.82       4.46      73.19       2.775      0.1382           F048800200154 
     8.82       4.46      86.02       3.288      0.1382           F048800200155 
     8.82       4.46      95.35       4.056      0.1382           F048800200156 
     8.82       4.46     104.7        3.803      0.1382           F048800200157 
     8.82       4.46     115.2        4.57       0.1382           F048800200158 
     8.82       4.46     122.2        4.317      0.1382           F048800200159 
     8.82       5.04       6.771     21.16       0.1429           F048800200160 
     8.82       5.04       9.117     18.38       0.1429           F048800200161 
     8.82       5.04      14.98      11.06       0.1429           F048800200162 
     8.82       5.04      20.85       7.022      0.1429           F048800200163 
     8.82       5.04      25.54       5.76       0.1429           F048800200164 
     8.82       5.04      31.41       6.264      0.1429           F048800200165 
     8.82       5.04      38.46       8.031      0.1429           F048800200166 
     8.82       5.04      43.15       9.545      0.1429           F048800200167 
     8.82       5.04      52.54       7.778      0.1429           F048800200168 
     8.82       5.04      64.28       4.497      0.1429           F048800200169 
     8.82       5.04      73.67       5.001      0.1429           F048800200170 
     8.82       5.04      94.8        5.253      0.1429           F048800200171 
     8.82       5.04     105.4        4.496      0.1429           F048800200172 
     8.82       5.04     114.8        4.496      0.1429           F048800200173 
     8.82       5.04     121.8        4.748      0.1429           F048800200174 
     8.82       6.76       8.322     13.16       0.0906           F048800200175 
     8.82       6.76      10.6       12.16       0.0906           F048800200176 
     8.82       6.76      16.4       11.15       0.0906           F048800200177 
     8.82       6.76      22.15       9.476      0.0906           F048800200178 
     8.82       6.76      27.97       8.803      0.0906           F048800200179 
     8.82       6.76      33.81       8.629      0.0906           F048800200180 
     8.82       6.76      40.75       7.287      0.0906           F048800200181 
     8.82       6.76      45.4        6.615      0.0906           F048800200182 
     8.82       6.76      55.86       5.436      0.0906           F048800200183 
     8.82       6.76      66.35       4.59       0.0906           F048800200184 
     8.82       6.76      76.86       4.244      0.0906           F048800200185 
     8.82       6.76      87.47       5.398      0.0906           F048800200186 
     8.82       6.76     108.5        4.206      0.0906           F048800200187 
     8.82       6.76     116.7        4.03       0.0906           F048800200188 
     8.82       6.76     123.7        3.688      0.0906           F048800200189 
     8.82       6.81       7.748     12.03       0.0844           F048800200190 
     8.82       6.81      11.23      12.4        0.0844           F048800200191 
     8.82       6.81      17.05      12.4        0.0844           F048800200192 
     8.82       6.81      22.91      11.14       0.0844           F048800200193 
     8.82       6.81      27.7        7.341      0.0844           F048800200194 
     8.82       6.81      32.44       4.811      0.0844           F048800200195 
     8.82       6.81      39.47       3.368      0.0844           F048800200196 
     8.82       6.81      44.13       3.191      0.0844           F048800200197 
     8.82       6.81      54.61       3.2        0.0844           F048800200198 
     8.82       6.81      66.25       3.209      0.0844           F048800200199 
     8.82       6.81      75.59       2.493      0.0844           F048800200200 
     8.82       6.81      86.08       2.139      0.0844           F048800200201 
     8.82       6.81      96.55       2.329      0.0844           F048800200202 
     8.82       6.81     107.         2.518      0.0844           F048800200203 
     8.82       6.81     117.5        2.526      0.0844           F048800200204 
     8.82       6.81     123.3        1.988      0.0844           F048800200205 
     8.82       7.3        8.336     16.15       0.1482           F048800200206 
     8.82       7.3       10.61      17.24       0.1482           F048800200207 
     8.82       7.3       17.56      16.16       0.1482           F048800200208 
     8.82       7.3       23.34      15.36       0.1482           F048800200209 
     8.82       7.3       29.16      13.46       0.1482           F048800200210 
     8.82       7.3       33.77      13.2        0.1482           F048800200211 
     8.82       7.3       40.75      10.76       0.1482           F048800200212 
     8.82       7.3       45.42       8.87       0.1482           F048800200213 
     8.82       7.3       55.81       8.07       0.1482           F048800200214 
     8.82       7.3       66.21       6.999      0.1482           F048800200215 
     8.82       7.3       76.62       5.928      0.1482           F048800200216 
     8.82       7.3       88.11       7.302      0.1482           F048800200217 
     8.82       7.3       98.55       4.873      0.1482           F048800200218 
     8.82       7.3      108.9        4.617      0.1482           F048800200219 
     8.82       7.3      118.2        4.63       0.1482           F048800200220 
     8.82       7.3      125.1        5.183      0.1482           F048800200221 
     8.82       7.99       9.645      4.894      0.2041           F048800200222 
     8.82       7.99      11.98       5.071      0.2041           F048800200223 
     8.82       7.99      16.64       4.894      0.2041           F048800200224 
     8.82       7.99      23.64       5.071      0.2041           F048800200225 
     8.82       7.99      28.31       3.835      0.2041           F048800200226 
     8.82       7.99      41.13       3.658      0.2041           F048800200227 
     8.82       7.99      44.63       3.658      0.2041           F048800200228 
     8.82       7.99      53.96       3.658      0.2041           F048800200229 
     8.82       7.99      65.62       4.895      0.2041           F048800200230 
     8.82       7.99      76.12       4.188      0.2041           F048800200231 
     8.82       7.99      86.62       3.659      0.2041           F048800200232 
     8.82       7.99      95.95       2.952      0.2041           F048800200233 
     8.82       7.99     106.4        4.189      0.2041           F048800200234 
     8.82       7.99     116.9        3.306      0.2041           F048800200235 
     8.82       7.99     123.9        2.953      0.2041           F048800200236 
     8.82       8.57       9.648     23.44       1.665            F048800200237 
     8.82       8.57      11.9       20.29       1.665            F048800200238 
     8.82       8.57      17.54      12.79       1.665            F048800200239 
     8.82       8.57      24.36       6.475      1.665            F048800200240 
     8.82       8.57      25.52       6.078      1.665            F048800200241 
     8.82       8.57      27.84       6.072      1.665            F048800200242 
     8.82       8.57      30.17       6.066      1.665            F048800200243 
     8.82       8.57      37.14       6.048      1.665            F048800200244 
     8.82       8.57      41.82       7.216      1.665            F048800200245 
     8.82       8.57      52.22       4.827      1.665            F048800200246 
     8.82       8.57      62.66       4.012      1.665            F048800200247 
     8.82       8.57      72.         5.561      1.665            F048800200248 
     8.82       8.57      84.73       3.166      1.665            F048800200249 
     8.82       8.57      95.19       3.138      1.665            F048800200250 
     8.82       8.57     104.5        2.326      1.665            F048800200251 
     8.82       8.57     114.9        2.692      1.665            F048800200252 
     8.82       8.57     120.8        3.07       1.665            F048800200253 
     8.82       8.92       9.343     34.92       0.4365           F048800200254 
     8.82       8.92      11.65      32.47       0.4365           F048800200255 
     8.82       8.92      17.43      19.36       0.4365           F048800200256 
     8.82       8.92      23.2       14.45       0.4365           F048800200257 
     8.82       8.92      28.96      10.36       0.4365           F048800200258 
     8.82       8.92      41.62      11.19       0.4365           F048800200259 
     8.82       8.92      46.23      10.38       0.4365           F048800200260 
     8.82       8.92      56.59      12.84       0.4365           F048800200261 
     8.82       8.92      68.11       8.757      0.4365           F048800200262 
     8.82       8.92      76.17       7.945      0.4365           F048800200263 
     8.82       8.92      86.53      10.41       0.4365           F048800200264 
     8.82       8.92      96.9        7.145      0.4365           F048800200265 
     8.82       8.92     107.3        6.335      0.4365           F048800200266 
     8.82       8.92     117.6        8.803      0.4365           F048800200267 
     8.82       8.92     124.5        7.17       0.4365           F048800200268 
    10.23       0.         7.546     11.85       0.1624           F048800200269 
    10.23       0.         9.896     11.34       0.1624           F048800200270 
    10.23       0.        15.73       7.341      0.1624           F048800200271 
    10.23       0.        22.77       4.837      0.1624           F048800200272 
    10.23       0.        32.19       4.331      0.1624           F048800200273 
    10.23       0.        54.59       4.317      0.1624           F048800200274 
    10.23       0.        65.19       3.56       0.1624           F048800200275 
    10.23       0.        86.42       4.296      0.1624           F048800200276 
    10.23       0.        97.01       3.54       0.1624           F048800200277 
    10.23       2.14       7.567     19.08       0.0856           F048800200278 
    10.23       2.14      12.23      18.06       0.0856           F048800200279 
    10.23       2.14      16.75      10.49       0.0856           F048800200280 
    10.23       2.14      21.32       4.932      0.0856           F048800200281 
    10.23       2.14      25.97       3.414      0.0856           F048800200282 
    10.23       2.14      33.06       5.93       0.0856           F048800200283 
    10.23       2.14      43.61       5.666      0.0856           F048800200284 
    10.23       2.14      54.1        3.385      0.0856           F048800200285 
    10.23       2.14      65.77       0.8492     0.0856           F048800200286 
    10.23       2.14      75.17       1.849      0.0856           F048800200287 
    10.23       2.14      86.87       0.8273     0.0856           F048800200288 
    10.23       4.46       6.684      7.35       0.1382           F048800200289 
    10.23       4.46      10.19       6.84       0.1382           F048800200290 
    10.23       4.46      14.86       4.802      0.1382           F048800200291 
    10.23       4.46      21.87       3.273      0.1382           F048800200292 
    10.23       4.46      32.37       2.511      0.1382           F048800200293 
    10.23       4.46      42.87       3.023      0.1382           F048800200294 
    10.23       4.46      54.53       2.771      0.1382           F048800200295 
    10.23       4.46      65.03       2.773      0.1382           F048800200296 
    10.23       4.46      74.36       2.521      0.1382           F048800200297 
    10.23       4.46      87.19       3.289      0.1382           F048800200298 
    10.23       4.46      95.36       2.271      0.1382           F048800200299 
    10.23       5.04       5.596     18.38       0.1429           F048800200300 
    10.23       5.04       7.942     14.85       0.1429           F048800200301 
    10.23       5.04      14.98       9.545      0.1429           F048800200302 
    10.23       5.04      20.85       6.517      0.1429           F048800200303 
    10.23       5.04      32.59       5.255      0.1429           F048800200304 
    10.23       5.04      41.98       7.778      0.1429           F048800200305 
    10.23       5.04      52.54       3.74       0.1429           F048800200306 
    10.23       5.04      64.28       2.225      0.1429           F048800200307 
    10.23       5.04      74.84       2.478      0.1429           F048800200308 
    10.23       5.04      85.41       7.525      0.1429           F048800200309 
    10.23       5.04      94.8        3.739      0.1429           F048800200310 
    10.23       6.76       7.939      6.66       0.0906           F048800200311 
    10.23       6.76      11.43       6.322      0.0906           F048800200312 
    10.23       6.76      17.26       5.982      0.0906           F048800200313 
    10.23       6.76      24.32       6.473      0.0906           F048800200314 
    10.23       6.76      34.82       5.961      0.0906           F048800200315 
    10.23       6.76      45.33       5.448      0.0906           F048800200316 
    10.23       6.76      55.78       4.102      0.0906           F048800200317 
    10.23       6.76      67.49       4.088      0.0906           F048800200318 
    10.23       6.76      76.83       3.744      0.0906           F048800200319 
    10.23       6.76      87.38       3.898      0.0906           F048800200320 
    10.23       6.76      97.95       4.552      0.0906           F048800200321 
    10.23       6.81       7.785     10.94       0.0844           F048800200322 
    10.23       6.81      11.25      11.67       0.0844           F048800200323 
    10.23       6.81      15.95      10.59       0.0844           F048800200324 
    10.23       6.81      23.03       7.518      0.0844           F048800200325 
    10.23       6.81      32.47       3.725      0.0844           F048800200326 
    10.23       6.81      42.99       2.647      0.0844           F048800200327 
    10.23       6.81      54.64       2.476      0.0844           F048800200328 
    10.23       6.81      65.13       1.941      0.0844           F048800200329 
    10.23       6.81      75.62       1.588      0.0844           F048800200330 
    10.23       6.81      87.27       1.416      0.0844           F048800200331 
    10.23       7.3        9.644     10.18       0.1482           F048800200332 
    10.23       7.3       11.89      12.35       0.1482           F048800200333 
    10.23       7.3       17.67      11.82       0.1482           F048800200334 
    10.23       7.3       24.64       9.655      0.1482           F048800200335 
    10.23       7.3       35.05       8.583      0.1482           F048800200336 
    10.23       7.3       46.63       6.427      0.1482           F048800200337 
    10.23       7.3       55.89       5.083      0.1482           F048800200338 
    10.23       7.3       67.44       4.285      0.1482           F048800200339 
    10.23       7.3       87.04       4.042      0.1482           F048800200340 
    10.23       7.3       98.57       4.059      0.1482           F048800200341 
    10.23       7.99       7.313      4.188      0.2041           F048800200342 
    10.23       7.99      10.81       5.424      0.2041           F048800200343 
    10.23       7.99      16.64       5.071      0.2041           F048800200344 
    10.23       7.99      22.47       5.248      0.2041           F048800200345 
    10.23       7.99      34.14       4.541      0.2041           F048800200346 
    10.23       7.99      44.63       3.128      0.2041           F048800200347 
    10.23       7.99      55.13       3.128      0.2041           F048800200348 
    10.23       7.99      65.63       3.128      0.2041           F048800200349 
    10.23       7.99      76.12       2.952      0.2041           F048800200350 
    10.23       7.99      87.78       2.422      0.2041           F048800200351 
    10.23       7.99      97.11       2.599      0.2041           F048800200352 
    10.23       8.57       4.898     19.12       1.665            F048800200353 
    10.23       8.57       8.321     16.36       1.665            F048800200354 
    10.23       8.57      14.02      11.62       1.665            F048800200355 
    10.23       8.57      19.71       6.094      1.665            F048800200356 
    10.23       8.57      30.15       5.279      1.665            F048800200357 
    10.23       8.57      40.63       6.038      1.665            F048800200358 
    10.23       8.57      52.2        4.039      1.665            F048800200359 
    10.23       8.57      62.64       2.831      1.665            F048800200360 
    10.23       8.57      71.93       2.806      1.665            F048800200361 
    10.23       8.57      84.71       2.378      1.665            F048800200362 
    10.23       8.57      92.86       3.144      1.665            F048800200363 
    10.23       8.92       8.196     32.46       0.4365           F048800200364 
    10.23       8.92      10.51      28.37       0.4365           F048800200365 
    10.23       8.92      16.28      18.54       0.4365           F048800200366 
    10.23       8.92      23.2       10.35       0.4365           F048800200367 
    10.23       8.92      27.81       7.901      0.4365           F048800200368 
    10.23       8.92      34.72       7.088      0.4365           F048800200369 
    10.23       8.92      46.23      12.83       0.4365           F048800200370 
    10.23       8.92      56.6        9.566      0.4365           F048800200371 
    10.23       8.92      65.81       7.116      0.4365           F048800200372 
    10.23       8.92      86.54       3.858      0.4365           F048800200373 
    10.23       8.92      96.9        4.687      0.4365           F048800200374 
ENDDATA            359          0                                 F048800200375 
ENDSUBENT          374          0                                 F048800299999 
SUBENT        F0488003   19990410                             0000F048800300001 
BIB                  4          6                                 F048800300002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA,,REL,EXP)                  F048800300003 
ERR-ANALYS (EN-ERR) Digitizing error                              F048800300004 
           (DATA-ERR) Relative error from graph and digitizing    F048800300005 
           error                                                  F048800300006 
EN-SEC     (E-LVL,5-B-11)                                         F048800300007 
STATUS     (CURVE) Fig. 1                                         F048800300008 
ENDBIB               6          0                                 F048800300009 
COMMON               1          3                                 F048800300010 
EN-ERR                                                            F048800300011 
MEV                                                               F048800300012 
 0.05                                                             F048800300013 
ENDCOMMON            3          0                                 F048800300014 
DATA                 5        224                                 F048800300015 
EN         E-LVL      ANG        DATA       DATA-ERR              F048800300016 
MEV        MEV        ADEG       ARB-UNITS  ARB-UNITS             F048800300017 
     5.503      7.99      10.         6.544      0.0538           F048800300018 
     5.514      0.        10.        18.3        1.045            F048800300019 
     5.569      0.        90.        10.17       1.045            F048800300020 
     5.592      2.14      90.         4.183      0.1046           F048800300021 
     5.6        8.57      10.        32.21       0.2292           F048800300022 
     5.623      6.76      10.        11.63       0.0917           F048800300023 
     5.624      7.3       10.        17.91       0.1247           F048800300024 
     5.633      6.81      10.        11.52       0.0681           F048800300025 
     5.635      4.46      10.        19.31       0.1333           F048800300026 
     5.639      2.14      10.        17.3        0.1046           F048800300027 
     5.64       5.04      10.        16.18       0.092            F048800300028 
     5.691      0.        10.        19.06       1.045            F048800300029 
     5.697      8.92      10.        67.7        0.5355           F048800300030 
     5.749      0.        90.         9.946      1.045            F048800300031 
     5.752      7.99      10.         7.443      0.0538           F048800300032 
     5.781      5.04      10.        15.43       0.092            F048800300033 
     5.803      2.14      90.         3.927      0.1046           F048800300034 
     5.81       8.57      10.        29.82       0.2292           F048800300035 
     5.814      2.14      10.        16.3        0.1046           F048800300036 
     5.832      7.3       10.        18.73       0.1247           F048800300037 
     5.837      6.76      10.        11.78       0.0917           F048800300038 
     5.881      4.46      10.        18.04       0.1333           F048800300039 
     5.905      8.92      10.        65.23       0.5355           F048800300040 
     5.965      0.        90.         9.478      1.045            F048800300041 
     5.974      0.        10.        20.57       1.045            F048800300042 
     5.999      7.99      10.         5.815      0.0538           F048800300043 
     6.034      5.04      10.        17.63       0.092            F048800300044 
     6.046      6.76      10.        10.44       0.0917           F048800300045 
     6.049      2.14      90.         3.668      0.1046           F048800300046 
     6.055      8.57      10.        30.21       0.2292           F048800300047 
     6.076      7.3       10.        19.54       0.1247           F048800300048 
     6.096      2.14      10.        17.28       0.1046           F048800300049 
     6.119      6.81      10.         9.717      0.0681           F048800300050 
     6.131      4.46      10.        19.02       0.1333           F048800300051 
     6.149      8.92      10.        66.82       0.5355           F048800300052 
     6.159      0.        10.        17.88       1.045            F048800300053 
     6.215      0.        90.         9.507      1.045            F048800300054 
     6.248      7.99      10.         7.255      0.0538           F048800300055 
     6.249      7.3       10.        20.63       0.1247           F048800300056 
     6.253      5.04      10.        20.59       0.092            F048800300057 
     6.26       2.14      90.         3.659      0.1046           F048800300058 
     6.264      8.57      10.        24.23       0.2292           F048800300059 
     6.298      6.76      10.        11.25       0.0917           F048800300060 
     6.307      2.14      10.        17.76       0.1046           F048800300061 
     6.328      6.81      10.         8.816      0.0681           F048800300062 
     6.346      4.46      10.        20.26       0.1333           F048800300063 
     6.358      8.92      10.        68.41       0.5355           F048800300064 
     6.375      0.        10.        17.41       1.045            F048800300065 
     6.43       0.        90.         9.532      1.045            F048800300066 
     6.465      5.04      10.        20.07       0.092            F048800300067 
     6.47       2.14      90.         3.402      0.1046           F048800300068 
     6.473      8.57      10.        22.23       0.2292           F048800300069 
     6.493      7.3       10.        20.1        0.1247           F048800300070 
     6.516      2.14      10.        15.53       0.1046           F048800300071 
     6.536      6.81      10.        10.08       0.0681           F048800300072 
     6.549      6.76      10.        12.06       0.0917           F048800300073 
     6.566      7.99      10.         6.709      0.0538           F048800300074 
     6.591      4.46      10.        17.99       0.1333           F048800300075 
     6.599      8.92      10.        62.68       0.5355           F048800300076 
     6.664      0.        10.        16.21       1.045            F048800300077 
     6.714      5.04      10.        20.3        0.092            F048800300078 
