ENTRY            10976   20030529                             00001097600000001 
SUBENT        10976001   20030529                             00001097600100001 
BIB                 12         29                                 1097600100002 
INSTITUTE  (1USAORL)                                              1097600100003 
REFERENCE  (J,NSE,61,337,197611)                                  1097600100004 
           (R,ORNL-TM-5241,197602)                                1097600100005 
AUTHOR     (G.L.Morgan,F.G.Perey)                                 1097600100006 
TITLE      Cross sections for the Al(n,xn) and Al(n,x-gamma)      1097600100007 
            reactions between 1 and 20 MeV                        1097600100008 
FACILITY   (LINAC) Oak Ridge Electron Linear Accelerator          1097600100009 
SAMPLE     1132-grams of aluminum, better than 99% pure, shaped   1097600100010 
            in annular ring, 25-cm outer diameter, 15-cm inner    1097600100011 
            diameter, 1.3-cm thick.                               1097600100012 
METHOD     (TOF) Time of flight used to determine incident neutron1097600100013 
            energy and flux. Sample and shadow bar were removed   1097600100014 
            for this measurement. Sample placed 37.7-meters from  1097600100015 
            neutron source. Pulse shape discrimination used to    1097600100016 
            separate neutron and gamma events. Background         1097600100017 
            measurements made with sample removed.                1097600100018 
DETECTOR   (SCIN) NE-213 scintillator with shadow bar placed on   1097600100019 
            samples ring axis.                                    1097600100020 
           Plastic scintillator placed on edge of incident neutron1097600100021 
            beam 30-meters from source for normalization of data. 1097600100022 
CORRECTION Data corrected only for gamma-ray self-absorption.     1097600100023 
ERR-ANALYS (ERR-S) Statistical errors, which include contributions1097600100024 
            due to background.                                    1097600100025 
           Uncertainty due to overall normalization about 10%.    1097600100026 
STATUS     (APRVD) Approved by G.L.Morgan, 1982/3/12.             1097600100027 
HISTORY    (19810908C)                                            1097600100028 
           (19830330U) Reference corrected.                       1097600100029 
           (20030529A) Reactions corrected. Converted to new date 1097600100030 
                       formats, lower case.                       1097600100031 
ENDBIB              29          0                                 1097600100032 
COMMON               1          3                                 1097600100033 
ANG                                                               1097600100034 
ADEG                                                              1097600100035 
 127.                                                             1097600100036 
ENDCOMMON            3          0                                 1097600100037 
ENDSUBENT           36          0                                 1097600199999 
SUBENT        10976002   20030529                             00001097600200001 
BIB                  1          1                                 1097600200002 
REACTION   (13-AL-27(N,X)0-NN-1,,DA/DE)                           1097600200003 
ENDBIB               1          0                                 1097600200004 
NOCOMMON             0          0                                 1097600200005 
DATA                 5        542                                 1097600200006 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1097600200007 
  1.75       2.00       1.709     173.16     0.51                 1097600200048 
  1.75       2.00       1.813     117.90     0.41                 1097600200049 
  1.75       2.00       1.932      58.19     0.30                 1097600200050 
  1.75       2.00       2.100      14.73     0.17                 1097600200051 
  1.75       2.00       2.296       1.52     0.10                 1097600200052 
  2.00       2.49       0.811      26.42     1.45                 1097600200053 
  2.00       2.49       0.907      39.75     0.81                 1097600200054 
  2.00       2.49       1.007      44.19     0.75                 1097600200055 
  2.00       2.49       1.107      39.40     0.77                 1097600200056 
  2.00       2.49       1.205      29.43     0.75                 1097600200057 
  2.00       2.49       1.310      18.90     0.77                 1097600200058 
  2.00       2.49       1.412      17.33     0.75                 1097600200059 
  2.00       2.49       1.511      33.82     0.72                 1097600200060 
  2.00       2.49       1.610      70.62     0.67                 1097600200061 
  2.00       2.49       1.709     116.28     0.62                 1097600200062 
  2.00       2.49       1.813     152.58     0.56                 1097600200063 
  2.00       2.49       1.932     160.82     0.50                 1097600200064 
  2.00       2.49       2.100     116.17     0.37                 1097600200065 
  2.00       2.49       2.296      48.22     0.24                 1097600200066 
  2.00       2.49       2.499      12.47     0.14                 1097600200067 
  2.00       2.49       2.703       2.52     0.09                 1097600200068 
  2.00       2.49       2.898       0.66     0.06                 1097600200069 
  2.49       3.00       0.811       3.38     1.75                 1097600200070 
  2.49       3.00       0.907       3.65     1.04                 1097600200071 
  2.49       3.00       1.007       3.28     0.96                 1097600200072 
  2.49       3.00       1.107       8.85     1.01                 1097600200073 
  2.49       3.00       1.205      20.06     0.96                 1097600200074 
  2.49       3.00       1.310      29.30     1.00                 1097600200075 
  2.49       3.00       1.412      34.21     1.00                 1097600200076 
  2.49       3.00       1.511      34.08     0.98                 1097600200077 
  2.49       3.00       1.610      28.54     1.00                 1097600200078 
  2.49       3.00       1.709      21.87     1.00                 1097600200079 
  2.49       3.00       1.813      21.31     1.01                 1097600200080 
  2.49       3.00       1.932      38.97     1.00                 1097600200081 
  2.49       3.00       2.100      89.24     0.91                 1097600200082 
  2.49       3.00       2.296     125.46     0.70                 1097600200083 
  2.49       3.00       2.499     102.01     0.56                 1097600200084 
  2.49       3.00       2.703      52.23     0.38                 1097600200085 
  2.49       3.00       2.898      19.05     0.25                 1097600200086 
  2.49       3.00       3.097       5.05     0.17                 1097600200087 
  2.49       3.00       3.296       1.08     0.12                 1097600200088 
  3.00       3.50       0.811      30.96     1.75                 1097600200089 
  3.00       3.50       0.907      32.06     0.98                 1097600200090 
  3.00       3.50       1.007      22.63     0.87                 1097600200091 
  3.00       3.50       1.107      11.09     0.93                 1097600200092 
  3.00       3.50       1.205       4.58     0.87                 1097600200093 
  3.00       3.50       1.310       2.50     0.91                 1097600200094 
  3.00       3.50       1.412       4.03     0.93                 1097600200095 
  3.00       3.50       1.511       8.55     0.92                 1097600200096 
  3.00       3.50       1.610      15.82     0.95                 1097600200097 
  3.00       3.50       1.709      24.54     0.95                 1097600200098 
  3.00       3.50       1.813      31.52     0.99                 1097600200099 
  3.00       3.50       1.932      33.05     1.01                 1097600200100 
  3.00       3.50       2.100      25.61     1.01                 1097600200101 
  3.00       3.50       2.296      23.30     0.88                 1097600200102 
  3.00       3.50       2.499      44.89     0.84                 1097600200103 
  3.00       3.50       2.703      69.27     0.67                 1097600200104 
  3.00       3.50       2.898      66.45     0.58                 1097600200105 
  3.00       3.50       3.097      42.32     0.44                 1097600200106 
  3.00       3.50       3.296      18.91     0.31                 1097600200107 
  3.00       3.50       3.501       5.97     0.23                 1097600200108 
  3.00       3.50       3.707       1.23     0.16                 1097600200109 
  3.50       4.00       0.811      23.08     1.69                 1097600200110 
  3.50       4.00       0.907      24.15     0.94                 1097600200111 
  3.50       4.00       1.007      24.62     0.82                 1097600200112 
  3.50       4.00       1.107      27.36     0.85                 1097600200113 
  3.50       4.00       1.205      28.39     0.77                 1097600200114 
  3.50       4.00       1.310      24.51     0.78                 1097600200115 
  3.50       4.00       1.412      17.97     0.79                 1097600200116 
  3.50       4.00       1.511      11.68     0.79                 1097600200117 
  3.50       4.00       1.610       6.89     0.82                 1097600200118 
  3.50       4.00       1.709       4.61     0.83                 1097600200119 
  3.50       4.00       1.813       4.46     0.88                 1097600200120 
  3.50       4.00       1.932       6.03     0.92                 1097600200121 
  3.50       4.00       2.100      12.88     0.95                 1097600200122 
  3.50       4.00       2.296      23.76     0.86                 1097600200123 
  3.50       4.00       2.499      23.89     0.86                 1097600200124 
  3.50       4.00       2.703      21.24     0.77                 1097600200125 
  3.50       4.00       2.898      34.01     0.74                 1097600200126 
  3.50       4.00       3.097      52.41     0.60                 1097600200127 
  3.50       4.00       3.296      53.86     0.52                 1097600200128 
  3.50       4.00       3.501      37.52     0.43                 1097600200129 
  3.50       4.00       3.707      18.74     0.32                 1097600200130 
  3.50       4.00       3.906       7.28     0.23                 1097600200131 
  3.50       4.00       4.153       1.51     0.14                 1097600200132 
  4.00       4.49       0.811      29.12     1.89                 1097600200133 
  4.00       4.49       0.907      39.13     1.02                 1097600200134 
  4.00       4.49       1.007      43.67     0.89                 1097600200135 
  4.00       4.49       1.107      40.86     0.91                 1097600200136 
  4.00       4.49       1.205      32.14     0.82                 1097600200137 
  4.00       4.49       1.310      23.52     0.81                 1097600200138 
  4.00       4.49       1.412      21.16     0.80                 1097600200139 
  4.00       4.49       1.511      22.49     0.80                 1097600200140 
  4.00       4.49       1.610      23.17     0.80                 1097600200141 
  4.00       4.49       1.709      21.08     0.80                 1097600200142 
  4.00       4.49       1.813      16.20     0.84                 1097600200143 
  4.00       4.49       1.932       9.74     0.86                 1097600200144 
  4.00       4.49       2.100       4.48     0.91                 1097600200145 
  4.00       4.49       2.296       5.76     0.86                 1097600200146 
  4.00       4.49       2.499      12.66     0.86                 1097600200147 
  4.00       4.49       2.703      20.11     0.83                 1097600200148 
  4.00       4.49       2.898      21.98     0.85                 1097600200149 
  4.00       4.49       3.097      21.74     0.88                 1097600200150 
  4.00       4.49       3.296      28.05     0.75                 1097600200151 
  4.00       4.49       3.501      38.22     0.73                 1097600200152 
  4.00       4.49       3.707      39.82     0.57                 1097600200153 
  4.00       4.49       3.906      30.44     0.47                 1097600200154 
  4.00       4.49       4.153      14.92     0.34                 1097600200155 
  4.00       4.49       4.454       3.76     0.24                 1097600200156 
  4.00       4.49       4.752       0.58     0.15                 1097600200157 
  4.49       4.99       0.811       4.64     1.78                 1097600200158 
  4.49       4.99       0.907       6.40     1.04                 1097600200159 
  4.49       4.99       1.007       8.05     0.96                 1097600200160 
  4.49       4.99       1.107      13.65     1.02                 1097600200161 
  4.49       4.99       1.205      25.49     0.94                 1097600200162 
  4.49       4.99       1.310      38.06     0.88                 1097600200163 
  4.49       4.99       1.412      42.63     0.93                 1097600200164 
  4.49       4.99       1.511      39.69     0.94                 1097600200165 
  4.49       4.99       1.610      33.34     0.85                 1097600200166 
  4.49       4.99       1.709      27.72     0.84                 1097600200167 
  4.49       4.99       1.813      25.23     0.90                 1097600200168 
  4.49       4.99       1.932      25.91     0.91                 1097600200169 
  4.49       4.99       2.100      25.46     0.87                 1097600200170 
  4.49       4.99       2.296      16.89     0.93                 1097600200171 
  4.49       4.99       2.499       6.65     0.80                 1097600200172 
  4.49       4.99       2.703       4.77     0.88                 1097600200173 
  4.49       4.99       2.898      11.44     0.91                 1097600200174 
  4.49       4.99       3.097      18.20     1.05                 1097600200175 
  4.49       4.99       3.296      18.96     0.85                 1097600200176 
  4.49       4.99       3.501      19.17     0.98                 1097600200177 
  4.49       4.99       3.707      25.76     0.75                 1097600200178 
  4.49       4.99       3.906      34.94     0.64                 1097600200179 
  4.49       4.99       4.153      37.68     0.59                 1097600200180 
  4.49       4.99       4.454      24.87     0.41                 1097600200181 
  4.49       4.99       4.752      10.48     0.28                 1097600200182 
  4.49       4.99       5.042       3.23     0.19                 1097600200183 
  4.49       4.99       5.346       0.78     0.13                 1097600200184 
  4.99       6.01       0.811      16.03     1.22                 1097600200185 
  4.99       6.01       0.907      18.88     0.69                 1097600200186 
  4.99       6.01       1.007      18.09     0.63                 1097600200187 
  4.99       6.01       1.107      13.90     0.66                 1097600200188 
  4.99       6.01       1.205      10.09     0.62                 1097600200189 
  4.99       6.01       1.310       8.07     0.59                 1097600200190 
  4.99       6.01       1.412       8.10     0.64                 1097600200191 
  4.99       6.01       1.511       9.73     0.67                 1097600200192 
  4.99       6.01       1.610      12.32     0.62                 1097600200193 
  4.99       6.01       1.709      15.37     0.63                 1097600200194 
  4.99       6.01       1.813      18.40     0.67                 1097600200195 
  4.99       6.01       1.932      20.87     0.67                 1097600200196 
  4.99       6.01       2.100      22.80     0.66                 1097600200197 
  4.99       6.01       2.296      24.17     0.69                 1097600200198 
  4.99       6.01       2.499      22.62     0.57                 1097600200199 
  4.99       6.01       2.703      17.90     0.62                 1097600200200 
  4.99       6.01       2.898      13.52     0.63                 1097600200201 
  4.99       6.01       3.097      10.97     0.73                 1097600200202 
  4.99       6.01       3.296      10.07     0.63                 1097600200203 
  4.99       6.01       3.501      10.12     0.73                 1097600200204 
  4.99       6.01       3.707      11.10     0.60                 1097600200205 
  4.99       6.01       3.906      13.53     0.55                 1097600200206 
  4.99       6.01       4.153      18.91     0.53                 1097600200207 
  4.99       6.01       4.454      25.50     0.43                 1097600200208 
  4.99       6.01       4.752      26.51     0.35                 1097600200209 
  4.99       6.01       5.042      20.90     0.30                 1097600200210 
  4.99       6.01       5.346      12.02     0.23                 1097600200211 
  4.99       6.01       5.645       5.18     0.18                 1097600200212 
  4.99       6.01       5.938       1.73     0.14                 1097600200213 
  4.99       6.01       6.254       0.43     0.10                 1097600200214 
  4.99       6.01       6.556       0.16     0.07                 1097600200215 
  6.01       7.01       0.811      14.95     1.31                 1097600200216 
  6.01       7.01       0.907      20.47     0.73                 1097600200217 
  6.01       7.01       1.007      21.78     0.65                 1097600200218 
  6.01       7.01       1.107      19.84     0.68                 1097600200219 
  6.01       7.01       1.205      17.81     0.62                 1097600200220 
  6.01       7.01       1.310      16.88     0.58                 1097600200221 
  6.01       7.01       1.412      16.67     0.61                 1097600200222 
  6.01       7.01       1.511      16.72     0.63                 1097600200223 
  6.01       7.01       1.610      16.49     0.58                 1097600200224 
  6.01       7.01       1.709      15.47     0.58                 1097600200225 
  6.01       7.01       1.813      13.44     0.64                 1097600200226 
  6.01       7.01       1.932      10.86     0.64                 1097600200227 
  6.01       7.01       2.100       8.87     0.63                 1097600200228 
  6.01       7.01       2.296       9.25     0.68                 1097600200229 
  6.01       7.01       2.499      12.80     0.55                 1097600200230 
  6.01       7.01       2.703      16.26     0.63                 1097600200231 
  6.01       7.01       2.898      17.65     0.63                 1097600200232 
  6.01       7.01       3.097      17.79     0.71                 1097600200233 
  6.01       7.01       3.296      16.50     0.57                 1097600200234 
  6.01       7.01       3.501      13.64     0.68                 1097600200235 
  6.01       7.01       3.707      10.34     0.58                 1097600200236 
  6.01       7.01       3.906       8.31     0.52                 1097600200237 
  6.01       7.01       4.153       7.78     0.53                 1097600200238 
  6.01       7.01       4.454       8.51     0.46                 1097600200239 
  6.01       7.01       4.752      10.57     0.43                 1097600200240 
  6.01       7.01       5.042      14.12     0.42                 1097600200241 
  6.01       7.01       5.346      17.02     0.38                 1097600200242 
  6.01       7.01       5.645      16.31     0.34                 1097600200243 
  6.01       7.01       5.938      12.41     0.29                 1097600200244 
  6.01       7.01       6.254       7.35     0.26                 1097600200245 
  6.01       7.01       6.556       3.65     0.22                 1097600200246 
  6.01       7.01       6.839       1.58     0.16                 1097600200247 
  6.01       7.01       7.235       0.37     0.10                 1097600200248 
  7.01       8.02       0.811      14.97     1.33                 1097600200249 
  7.01       8.02       0.907      15.47     0.73                 1097600200250 
  7.01       8.02       1.007      15.27     0.69                 1097600200251 
  7.01       8.02       1.107      15.69     0.69                 1097600200252 
  7.01       8.02       1.205      17.70     0.64                 1097600200253 
  7.01       8.02       1.310      19.50     0.60                 1097600200254 
  7.01       8.02       1.412      19.03     0.63                 1097600200255 
  7.01       8.02       1.511      17.34     0.63                 1097600200256 
  7.01       8.02       1.610      15.76     0.58                 1097600200257 
  7.01       8.02       1.709      14.83     0.57                 1097600200258 
  7.01       8.02       1.813      14.56     0.61                 1097600200259 
  7.01       8.02       1.932      14.65     0.62                 1097600200260 
  7.01       8.02       2.100      14.04     0.60                 1097600200261 
  7.01       8.02       2.296      11.61     0.63                 1097600200262 
  7.01       8.02       2.499       9.52     0.52                 1097600200263 
  7.01       8.02       2.703       8.32     0.57                 1097600200264 
  7.01       8.02       2.898       6.99     0.59                 1097600200265 
  7.01       8.02       3.097       6.13     0.65                 1097600200266 
  7.01       8.02       3.296       7.14     0.56                 1097600200267 
  7.01       8.02       3.501       9.50     0.64                 1097600200268 
  7.01       8.02       3.707      12.04     0.57                 1097600200269 
  7.01       8.02       3.906      13.44     0.51                 1097600200270 
  7.01       8.02       4.153      12.41     0.53                 1097600200271 
  7.01       8.02       4.454       9.14     0.44                 1097600200272 
  7.01       8.02       4.752       6.50     0.43                 1097600200273 
  7.01       8.02       5.042       5.45     0.44                 1097600200274 
  7.01       8.02       5.346       5.79     0.44                 1097600200275 
  7.01       8.02       5.645       7.49     0.43                 1097600200276 
  7.01       8.02       5.938      10.23     0.38                 1097600200277 
  7.01       8.02       6.254      12.41     0.46                 1097600200278 
  7.01       8.02       6.556      11.88     0.39                 1097600200279 
  7.01       8.02       6.839       9.27     0.25                 1097600200280 
  7.01       8.02       7.235       4.74     0.19                 1097600200281 
  7.01       8.02       7.736       1.15     0.14                 1097600200282 
  7.01       8.02       8.236       0.10     0.09                 1097600200283 
  7.01       8.02       8.758       0.08     0.06                 1097600200284 
  8.02       9.00       0.811      11.61     1.38                 1097600200285 
  8.02       9.00       0.907      12.54     0.83                 1097600200286 
  8.02       9.00       1.007      13.80     0.73                 1097600200287 
  8.02       9.00       1.107      15.41     0.73                 1097600200288 
  8.02       9.00       1.205      15.95     0.67                 1097600200289 
  8.02       9.00       1.310      15.70     0.64                 1097600200290 
  8.02       9.00       1.412      15.14     0.67                 1097600200291 
  8.02       9.00       1.511      14.91     0.67                 1097600200292 
  8.02       9.00       1.610      14.78     0.63                 1097600200293 
  8.02       9.00       1.709      14.04     0.62                 1097600200294 
  8.02       9.00       1.813      13.05     0.66                 1097600200295 
  8.02       9.00       1.932      12.56     0.66                 1097600200296 
  8.02       9.00       2.100      12.66     0.64                 1097600200297 
  8.02       9.00       2.296      13.40     0.65                 1097600200298 
  8.02       9.00       2.499      13.24     0.54                 1097600200299 
  8.02       9.00       2.703      11.80     0.61                 1097600200300 
  8.02       9.00       2.898      10.83     0.65                 1097600200301 
  8.02       9.00       3.097       9.44     0.65                 1097600200302 
  8.02       9.00       3.296       7.78     0.58                 1097600200303 
  8.02       9.00       3.501       6.39     0.66                 1097600200304 
  8.02       9.00       3.707       5.18     0.58                 1097600200305 
  8.02       9.00       3.906       4.53     0.51                 1097600200306 
  8.02       9.00       4.153       4.99     0.53                 1097600200307 
  8.02       9.00       4.454       6.56     0.48                 1097600200308 
  8.02       9.00       4.752       8.09     0.49                 1097600200309 
  8.02       9.00       5.042       7.91     0.46                 1097600200310 
  8.02       9.00       5.346       6.20     0.45                 1097600200311 
  8.02       9.00       5.645       4.66     0.50                 1097600200312 
  8.02       9.00       5.938       3.85     0.45                 1097600200313 
  8.02       9.00       6.254       3.96     0.54                 1097600200314 
  8.02       9.00       6.556       5.52     0.47                 1097600200315 
  8.02       9.00       6.839       8.01     0.38                 1097600200316 
  8.02       9.00       7.235      10.35     0.35                 1097600200317 
  8.02       9.00       7.736       8.16     0.27                 1097600200318 
  8.02       9.00       8.236       3.80     0.22                 1097600200319 
  8.02       9.00       8.758       1.00     0.14                 1097600200320 
  8.02       9.00       9.261       0.14     0.09                 1097600200321 
  8.02       9.00       9.741       0.03     0.06                 1097600200322 
  9.00      10.03       0.811      13.31     1.40                 1097600200323 
  9.00      10.03       0.907      13.14     0.85                 1097600200324 
  9.00      10.03       1.007      12.86     0.74                 1097600200325 
  9.00      10.03       1.107      13.21     0.77                 1097600200326 
  9.00      10.03       1.205      13.25     0.72                 1097600200327 
  9.00      10.03       1.310      13.10     0.67                 1097600200328 
  9.00      10.03       1.412      13.24     0.68                 1097600200329 
  9.00      10.03       1.511      13.22     0.68                 1097600200330 
  9.00      10.03       1.610      12.69     0.64                 1097600200331 
  9.00      10.03       1.709      11.92     0.63                 1097600200332 
  9.00      10.03       1.813      11.32     0.67                 1097600200333 
  9.00      10.03       1.932      11.10     0.66                 1097600200334 
  9.00      10.03       2.100      11.01     0.64                 1097600200335 
  9.00      10.03       2.296      11.19     0.65                 1097600200336 
  9.00      10.03       2.499      11.49     0.56                 1097600200337 
  9.00      10.03       2.703      10.46     0.63                 1097600200338 
  9.00      10.03       2.898       9.22     0.65                 1097600200339 
  9.00      10.03       3.097       8.63     0.67                 1097600200340 
  9.00      10.03       3.296       8.20     0.57                 1097600200341 
  9.00      10.03       3.501       7.52     0.65                 1097600200342 
  9.00      10.03       3.707       6.89     0.57                 1097600200343 
  9.00      10.03       3.906       6.47     0.49                 1097600200344 
  9.00      10.03       4.153       5.51     0.53                 1097600200345 
  9.00      10.03       4.454       4.00     0.48                 1097600200346 
  9.00      10.03       4.752       3.94     0.49                 1097600200347 
  9.00      10.03       5.042       4.69     0.45                 1097600200348 
  9.00      10.03       5.346       5.40     0.46                 1097600200349 
  9.00      10.03       5.645       5.74     0.51                 1097600200350 
  9.00      10.03       5.938       5.69     0.48                 1097600200351 
  9.00      10.03       6.254       5.01     0.56                 1097600200352 
  9.00      10.03       6.556       4.01     0.49                 1097600200353 
  9.00      10.03       6.839       3.60     0.41                 1097600200354 
  9.00      10.03       7.235       4.81     0.45                 1097600200355 
  9.00      10.03       7.736       7.97     0.47                 1097600200356 
  9.00      10.03       8.236       9.03     0.37                 1097600200357 
  9.00      10.03       8.758       6.33     0.26                 1097600200358 
  9.00      10.03       9.261       2.84     0.21                 1097600200359 
  9.00      10.03       9.741       0.83     0.16                 1097600200360 
  9.00      10.03      10.259       0.12     0.11                 1097600200361 
  9.00      10.03      10.777       0.05     0.07                 1097600200362 
 10.03      12.49       0.811       9.95     1.17                 1097600200363 
 10.03      12.49       0.907      12.33     1.00                 1097600200364 
 10.03      12.49       1.007      12.07     0.66                 1097600200365 
 10.03      12.49       1.107      11.18     1.06                 1097600200366 
 10.03      12.49       1.205      10.49     0.70                 1097600200367 
 10.03      12.49       1.310      10.86     0.57                 1097600200368 
 10.03      12.49       1.412      11.87     0.57                 1097600200369 
 10.03      12.49       1.511      12.26     0.62                 1097600200370 
 10.03      12.49       1.610      11.66     0.51                 1097600200371 
 10.03      12.49       1.709      10.69     0.46                 1097600200372 
 10.03      12.49       1.813      10.24     0.50                 1097600200373 
 10.03      12.49       1.932      10.39     0.48                 1097600200374 
 10.03      12.49       2.100      10.32     0.50                 1097600200375 
 10.03      12.49       2.296       9.67     0.49                 1097600200376 
 10.03      12.49       2.499       9.64     0.41                 1097600200377 
 10.03      12.49       2.703       9.53     0.47                 1097600200378 
 10.03      12.49       2.898       8.94     0.49                 1097600200379 
 10.03      12.49       3.097       8.36     0.51                 1097600200380 
 10.03      12.49       3.296       7.68     0.42                 1097600200381 
 10.03      12.49       3.501       7.23     0.50                 1097600200382 
 10.03      12.49       3.707       6.90     0.42                 1097600200383 
 10.03      12.49       3.906       6.35     0.37                 1097600200384 
 10.03      12.49       4.153       5.59     0.39                 1097600200385 
 10.03      12.49       4.454       5.06     0.34                 1097600200386 
 10.03      12.49       4.752       5.11     0.34                 1097600200387 
 10.03      12.49       5.042       4.95     0.34                 1097600200388 
 10.03      12.49       5.346       4.22     0.32                 1097600200389 
 10.03      12.49       5.645       3.47     0.36                 1097600200390 
 10.03      12.49       5.938       3.34     0.36                 1097600200391 
 10.03      12.49       6.254       3.48     0.41                 1097600200392 
 10.03      12.49       6.556       3.45     0.36                 1097600200393 
 10.03      12.49       6.839       3.49     0.32                 1097600200394 
 10.03      12.49       7.235       3.59     0.33                 1097600200395 
 10.03      12.49       7.736       3.52     0.37                 1097600200396 
 10.03      12.49       8.236       3.70     0.37                 1097600200397 
 10.03      12.49       8.758       5.00     0.29                 1097600200398 
 10.03      12.49       9.261       6.64     0.28                 1097600200399 
 10.03      12.49       9.741       6.71     0.25                 1097600200400 
 10.03      12.49      10.259       5.14     0.21                 1097600200401 
 10.03      12.49      10.777       3.19     0.17                 1097600200402 
 10.03      12.49      11.247       1.78     0.14                 1097600200403 
 10.03      12.49      11.751       0.80     0.11                 1097600200404 
 10.03      12.49      12.393       0.19     0.07                 1097600200405 
 12.49      14.98       0.811       7.56     1.61                 1097600200406 
 12.49      14.98       0.907      10.80     1.13                 1097600200407 
 12.49      14.98       1.007      10.42     0.89                 1097600200408 
