E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
1313.0        4.106      0.094      0.00297   0.00223             1378601500149 
1313.0        4.281      0.100      0.00351   0.00223             1378601500150 
1313.0        4.470      0.105      0.00217   0.00207             1378601500151 
1313.0        4.667      0.114      0.00459   0.00209             1378601500152 
1313.0        4.882      0.122      0.00581   0.00215             1378601500153 
1313.0        5.112      0.130      0.00844   0.00214             1378601500154 
1313.0        5.357      0.141      0.00441   0.00211             1378601500155 
1313.0        5.623      0.149      0.00740   0.00208             1378601500156 
1313.0        5.902      0.161      0.00444   0.00201             1378601500157 
1313.0        6.211      0.177      0.00617   0.00206             1378601500158 
1313.0        6.548      0.187      0.00696   0.00192             1378601500159 
1313.0        6.896      0.202      0.00837   0.00188             1378601500160 
1313.0        7.274      0.221      0.00935   0.00197             1378601500161 
1313.0        7.703      0.244      0.00944   0.00205             1378601500162 
1313.0        8.172      0.264      0.00878   0.00203             1378601500163 
1313.0        8.667      0.287      0.00979   0.00199             1378601500164 
1313.0        9.213      0.315      0.01050   0.00203             1378601500165 
1313.0        9.816      0.349      0.01559   0.00216             1378601500166 
1313.0       10.478      0.381      0.00815   0.00213             1378601500167 
1313.0       11.217      0.430      0.01342   0.00227             1378601500168 
1313.0       12.040      0.472      0.00820   0.00227             1378601500169 
1313.0       12.951      0.531      0.00839   0.00234             1378601500170 
1313.0       13.977      0.596      0.01278   0.00244             1378601500171 
1313.0       15.128      0.667      0.01102   0.00244             1378601500172 
1313.0       16.416      0.756      0.01505   0.00252             1378601500173 
1313.0       17.893      0.870      0.00946   0.00246             1378601500174 
1313.0       19.605      0.998      0.01115   0.00248             1378601500175 
1313.0       21.576      1.152      0.01346   0.00244             1378601500176 
1313.0       23.835      1.333      0.00568   0.00216             1378601500177 
1313.0       26.467      1.571      0.00989   0.00205             1378601500178 
1313.0       29.594      1.854      0.00762   0.00188             1378601500179 
1313.0       33.293      2.229      0.00865   0.00178             1378601500180 
1313.0       37.794      2.698      0.00567   0.00159             1378601500181 
1313.0       43.211      3.310      0.00673   0.00144             1378601500182 
1313.0       49.978      4.153      0.00298   0.00129             1378601500183 
1313.0       58.484      5.268      0.00158   0.00117             1378601500184 
1313.0       69.558      6.987      0.00276   0.00110             1378601500185 
1313.0       84.430      9.454      0.00148   0.00102             1378601500186 
1313.0      105.015     13.384      0.00158   0.00093             1378601500187 
1313.0      134.592     19.607      0.00137   0.00083             1378601500188 
1313.0      177.480     30.028      0.00035   0.00076             1378601500189 
1313.0      227.975     40.624      0.00129   0.00122             1378601500190 
ENDDATA            184          0                                 1378601500191 
ENDSUBENT          190          0                                 1378601599999 
SUBENT        13786016   20031223                             00001378601600001 
BIB                  1          1                                 1378601600002 
REACTION   (92-U-235(N,F)54-XE-138,PAR,SIG,G)                     1378601600003 
ENDBIB               1          0                                 1378601600004 
NOCOMMON             0          0                                 1378601600005 
DATA                 5        273                                 1378601600006 
E          EN         EN-RSL     DATA       DATA-ERR              1378601600007 
KEV        MEV        MEV        B          B                     1378601600008 
 482.0        1.011      0.011      0.01769   0.00709             1378601600009 
 482.0        1.032      0.012      0.00809   0.00674             1378601600010 
 482.0        1.054      0.012      0.02119   0.00649             1378601600011 
 482.0        1.076      0.012      0.01886   0.00551             1378601600012 
 482.0        1.099      0.013      0.01595   0.00616             1378601600013 
 482.0        1.123      0.013      0.02762   0.00626             1378601600014 
 482.0        1.148      0.014      0.02560   0.00598             1378601600015 
 482.0        1.173      0.014      0.03158   0.00598             1378601600016 
 482.0        1.200      0.015      0.01886   0.00595             1378601600017 
 482.0        1.226      0.015      0.02320   0.00618             1378601600018 
 482.0        1.256      0.016      0.03434   0.00638             1378601600019 
 482.0        1.285      0.017      0.02322   0.00590             1378601600020 
 482.0        1.315      0.017      0.02793   0.00554             1378601600021 
 482.0        1.347      0.018      0.03295   0.00549             1378601600022 
 482.0        1.379      0.018      0.03565   0.00523             1378601600023 
 482.0        1.413      0.019      0.02852   0.00470             1378601600024 
 482.0        1.447      0.020      0.02757   0.00465             1378601600025 
 482.0        1.484      0.020      0.03145   0.00452             1378601600026 
 482.0        1.521      0.021      0.03250   0.00407             1378601600027 
 482.0        1.560      0.022      0.02864   0.00431             1378601600028 
 482.0        1.601      0.023      0.03578   0.00445             1378601600029 
 482.0        1.643      0.024      0.03699   0.00444             1378601600030 
 482.0        1.687      0.025      0.02730   0.00429             1378601600031 
 482.0        1.733      0.026      0.03417   0.00435             1378601600032 
 482.0        1.782      0.026      0.03335   0.00413             1378601600033 
 482.0        1.831      0.028      0.03021   0.00395             1378601600034 
 482.0        1.882      0.029      0.03373   0.00378             1378601600035 
 482.0        1.935      0.031      0.03941   0.00399             1378601600036 
 482.0        1.992      0.031      0.03961   0.00398             1378601600037 
 482.0        2.051      0.033      0.04068   0.00404             1378601600038 
 482.0        2.113      0.034      0.04050   0.00389             1378601600039 
 482.0        2.177      0.036      0.03220   0.00364             1378601600040 
 482.0        2.244      0.037      0.03174   0.00353             1378601600041 
 482.0        2.314      0.040      0.02999   0.00342             1378601600042 
 482.0        2.388      0.042      0.03033   0.00342             1378601600043 
 482.0        2.465      0.043      0.02354   0.00327             1378601600044 
 482.0        2.546      0.046      0.03162   0.00338             1378601600045 
 482.0        2.632      0.048      0.02959   0.00334             1378601600046 
 482.0        2.721      0.050      0.03075   0.00336             1378601600047 
 482.0        2.814      0.053      0.03056   0.00346             1378601600048 
 482.0        2.916      0.057      0.02669   0.00333             1378601600049 
 482.0        3.020      0.058      0.02907   0.00324             1378601600050 
 482.0        3.128      0.062      0.02874   0.00325             1378601600051 
 482.0        3.245      0.066      0.03398   0.00341             1378601600052 
 482.0        3.370      0.070      0.03075   0.00334             1378601600053 
 482.0        3.500      0.073      0.03027   0.00323             1378601600054 
 482.0        3.638      0.079      0.02313   0.00317             1378601600055 
 482.0        3.787      0.083      0.03306   0.00312             1378601600056 
 482.0        3.941      0.087      0.02949   0.00290             1378601600057 
 482.0        4.106      0.094      0.03002   0.00288             1378601600058 
 482.0        4.281      0.100      0.03323   0.00286             1378601600059 
 482.0        4.470      0.105      0.02788   0.00271             1378601600060 
 482.0        4.667      0.114      0.02779   0.00266             1378601600061 
 482.0        4.882      0.122      0.02541   0.00267             1378601600062 
 482.0        5.112      0.130      0.03102   0.00265             1378601600063 
 482.0        5.357      0.141      0.02648   0.00260             1378601600064 
 482.0        5.623      0.149      0.02880   0.00255             1378601600065 
 482.0        5.902      0.161      0.02891   0.00255             1378601600066 
 482.0        6.211      0.177      0.03160   0.00259             1378601600067 
 482.0        6.548      0.187      0.03203   0.00248             1378601600068 
 482.0        6.896      0.202      0.03919   0.00251             1378601600069 
 482.0        7.274      0.221      0.03995   0.00259             1378601600070 
 482.0        7.703      0.244      0.04164   0.00276             1378601600071 
 482.0        8.172      0.264      0.03915   0.00273             1378601600072 
 482.0        8.667      0.287      0.04553   0.00275             1378601600073 
 482.0        9.213      0.315      0.04332   0.00276             1378601600074 
 482.0        9.816      0.349      0.04254   0.00279             1378601600075 
 482.0       10.478      0.381      0.03968   0.00285             1378601600076 
 482.0       11.217      0.430      0.03818   0.00295             1378601600077 
 482.0       12.040      0.472      0.03167   0.00294             1378601600078 
 482.0       12.951      0.531      0.03716   0.00308             1378601600079 
 482.0       13.977      0.596      0.03985   0.00318             1378601600080 
 482.0       15.128      0.667      0.04369   0.00322             1378601600081 
 482.0       16.416      0.756      0.03863   0.00320             1378601600082 
 482.0       17.893      0.870      0.02769   0.00313             1378601600083 
 482.0       19.605      0.998      0.03551   0.00323             1378601600084 
 482.0       21.576      1.152      0.03483   0.00307             1378601600085 
 482.0       23.835      1.333      0.03766   0.00290             1378601600086 
 482.0       26.467      1.571      0.03397   0.00266             1378601600087 
 482.0       29.594      1.854      0.03085   0.00244             1378601600088 
 482.0       33.293      2.229      0.03002   0.00222             1378601600089 
 482.0       37.794      2.698      0.02711   0.00201             1378601600090 
 482.0       43.211      3.310      0.02000   0.00177             1378601600091 
 482.0       49.978      4.153      0.02254   0.00153             1378601600092 
 482.0       58.484      5.268      0.01857   0.00137             1378601600093 
 482.0       69.558      6.987      0.02151   0.00140             1378601600094 
 482.0       84.430      9.454      0.01587   0.00125             1378601600095 
 482.0      105.015     13.384      0.01566   0.00105             1378601600096 
 482.0      134.592     19.607      0.00711   0.00093             1378601600097 
 482.0      177.480     30.028      0.01198   0.00094             1378601600098 
 482.0      227.975     40.624      0.00887   0.00136             1378601600099 
 483.7        1.011      0.011      0.02518   0.00623             1378601600100 
 483.7        1.032      0.012      0.02603   0.00607             1378601600101 
 483.7        1.054      0.012      0.02892   0.00571             1378601600102 
 483.7        1.076      0.012      0.02331   0.00516             1378601600103 
 483.7        1.099      0.013      0.02458   0.00543             1378601600104 
 483.7        1.123      0.013      0.01452   0.00511             1378601600105 
 483.7        1.148      0.014      0.02014   0.00512             1378601600106 
 483.7        1.173      0.014      0.03509   0.00541             1378601600107 
 483.7        1.200      0.015      0.03294   0.00530             1378601600108 
 483.7        1.226      0.015      0.02079   0.00532             1378601600109 
 483.7        1.256      0.016      0.02613   0.00550             1378601600110 
 483.7        1.285      0.017      0.04160   0.00540             1378601600111 
 483.7        1.315      0.017      0.02055   0.00467             1378601600112 
 483.7        1.347      0.018      0.02680   0.00467             1378601600113 
 483.7        1.379      0.018      0.02685   0.00443             1378601600114 
 483.7        1.413      0.019      0.02342   0.00407             1378601600115 
 483.7        1.447      0.020      0.02914   0.00415             1378601600116 
 483.7        1.484      0.020      0.02364   0.00384             1378601600117 
 483.7        1.521      0.021      0.02935   0.00384             1378601600118 
 483.7        1.560      0.022      0.03220   0.00387             1378601600119 
 483.7        1.601      0.023      0.03422   0.00392             1378601600120 
 483.7        1.643      0.024      0.03309   0.00391             1378601600121 
 483.7        1.687      0.025      0.03044   0.00385             1378601600122 
 483.7        1.733      0.026      0.02702   0.00381             1378601600123 
 483.7        1.782      0.026      0.02790   0.00356             1378601600124 
 483.7        1.831      0.028      0.03246   0.00350             1378601600125 
 483.7        1.882      0.029      0.03564   0.00342             1378601600126 
 483.7        1.935      0.031      0.03328   0.00347             1378601600127 
 483.7        1.992      0.031      0.03528   0.00347             1378601600128 
 483.7        2.051      0.033      0.03330   0.00351             1378601600129 
 483.7        2.113      0.034      0.03666   0.00345             1378601600130 
 483.7        2.177      0.036      0.02993   0.00324             1378601600131 
 483.7        2.244      0.037      0.03208   0.00309             1378601600132 
 483.7        2.314      0.040      0.02425   0.00303             1378601600133 
 483.7        2.388      0.042      0.03280   0.00311             1378601600134 
 483.7        2.465      0.043      0.03542   0.00310             1378601600135 
 483.7        2.546      0.046      0.03265   0.00308             1378601600136 
 483.7        2.632      0.048      0.03514   0.00305             1378601600137 
 483.7        2.721      0.050      0.03263   0.00300             1378601600138 
 483.7        2.814      0.053      0.02837   0.00304             1378601600139 
 483.7        2.916      0.057      0.03123   0.00304             1378601600140 
 483.7        3.020      0.058      0.03203   0.00291             1378601600141 
 483.7        3.128      0.062      0.03186   0.00297             1378601600142 
 483.7        3.245      0.066      0.02836   0.00300             1378601600143 
 483.7        3.370      0.070      0.03002   0.00304             1378601600144 
 483.7        3.500      0.073      0.02742   0.00289             1378601600145 
 483.7        3.638      0.079      0.03547   0.00297             1378601600146 
 483.7        3.787      0.083      0.03336   0.00286             1378601600147 
 483.7        3.941      0.087      0.02528   0.00261             1378601600148 
 483.7        4.106      0.094      0.02853   0.00260             1378601600149 
 483.7        4.281      0.100      0.02535   0.00249             1378601600150 
 483.7        4.470      0.105      0.02805   0.00245             1378601600151 
 483.7        4.667      0.114      0.02704   0.00237             1378601600152 
 483.7        4.882      0.122      0.02993   0.00246             1378601600153 
 483.7        5.112      0.130      0.02646   0.00235             1378601600154 
 483.7        5.357      0.141      0.02455   0.00231             1378601600155 
 483.7        5.623      0.149      0.02331   0.00227             1378601600156 
 483.7        5.902      0.161      0.02381   0.00227             1378601600157 
 483.7        6.211      0.177      0.02943   0.00232             1378601600158 
 483.7        6.548      0.187      0.03707   0.00230             1378601600159 
 483.7        6.896      0.202      0.04229   0.00231             1378601600160 
 483.7        7.274      0.221      0.04354   0.00242             1378601600161 
 483.7        7.703      0.244      0.05034   0.00258             1378601600162 
 483.7        8.172      0.264      0.04716   0.00255             1378601600163 
 483.7        8.667      0.287      0.04548   0.00253             1378601600164 
 483.7        9.213      0.315      0.04198   0.00250             1378601600165 
 483.7        9.816      0.349      0.04388   0.00260             1378601600166 
 483.7       10.478      0.381      0.03586   0.00257             1378601600167 
 483.7       11.217      0.430      0.03870   0.00269             1378601600168 
 483.7       12.040      0.472      0.03403   0.00268             1378601600169 
 483.7       12.951      0.531      0.03044   0.00271             1378601600170 
 483.7       13.977      0.596      0.03694   0.00289             1378601600171 
 483.7       15.128      0.667      0.04131   0.00294             1378601600172 
 483.7       16.416      0.756      0.03692   0.00292             1378601600173 
 483.7       17.893      0.870      0.03651   0.00294             1378601600174 
 483.7       19.605      0.998      0.03299   0.00289             1378601600175 
 483.7       21.576      1.152      0.02513   0.00271             1378601600176 
 483.7       23.835      1.333      0.02097   0.00252             1378601600177 
 483.7       26.467      1.571      0.01798   0.00232             1378601600178 
 483.7       29.594      1.854      0.01779   0.00214             1378601600179 
 483.7       33.293      2.229      0.01573   0.00195             1378601600180 
 483.7       37.794      2.698      0.01139   0.00175             1378601600181 
 483.7       43.211      3.310      0.01077   0.00159             1378601600182 
 483.7       49.978      4.153      0.00642   0.00142             1378601600183 
 483.7       58.484      5.268      0.00890   0.00131             1378601600184 
 483.7       69.558      6.987      0.00513   0.00120             1378601600185 
 483.7       84.430      9.454      0.00476   0.00110             1378601600186 
 483.7      105.015     13.384      0.00499   0.00098             1378601600187 
 483.7      134.592     19.607      0.00429   0.00072             1378601600188 
 483.7      177.480     30.028      0.00207   0.00084             1378601600189 
 483.7      227.975     40.624      0.00323   0.00131             1378601600190 
 588.8        1.011      0.011      0.04632   0.00696             1378601600191 
 588.8        1.032      0.012      0.05560   0.00702             1378601600192 
 588.8        1.054      0.012      0.04281   0.00634             1378601600193 
 588.8        1.076      0.012      0.05782   0.00616             1378601600194 
 588.8        1.099      0.013      0.04663   0.00624             1378601600195 
 588.8        1.123      0.013      0.04019   0.00587             1378601600196 
 588.8        1.148      0.014      0.04289   0.00589             1378601600197 
 588.8        1.173      0.014      0.05826   0.00626             1378601600198 
 588.8        1.200      0.015      0.05263   0.00625             1378601600199 
 588.8        1.226      0.015      0.05119   0.00632             1378601600200 
 588.8        1.256      0.016      0.05324   0.00637             1378601600201 
 588.8        1.285      0.017      0.04590   0.00600             1378601600202 
 588.8        1.315      0.017      0.04933   0.00554             1378601600203 
 588.8        1.347      0.018      0.05221   0.00542             1378601600204 
 588.8        1.379      0.018      0.05642   0.00541             1378601600205 
 588.8        1.413      0.019      0.04483   0.00493             1378601600206 
 588.8        1.447      0.020      0.05265   0.00492             1378601600207 
 588.8        1.484      0.020      0.04209   0.00475             1378601600208 
 588.8        1.521      0.021      0.04916   0.00456             1378601600209 
 588.8        1.560      0.022      0.04853   0.00467             1378601600210 
 588.8        1.601      0.023      0.04477   0.00462             1378601600211 
 588.8        1.643      0.024      0.04548   0.00479             1378601600212 
 588.8        1.687      0.025      0.04975   0.00475             1378601600213 
 588.8        1.733      0.026      0.04912   0.00471             1378601600214 
 588.8        1.782      0.026      0.04444   0.00439             1378601600215 
 588.8        1.831      0.028      0.04774   0.00431             1378601600216 
 588.8        1.882      0.029      0.05263   0.00413             1378601600217 
 588.8        1.935      0.031      0.05602   0.00430             1378601600218 
 588.8        1.992      0.031      0.05096   0.00435             1378601600219 
 588.8        2.051      0.033      0.04423   0.00422             1378601600220 
 588.8        2.113      0.034      0.03944   0.00405             1378601600221 
 588.8        2.177      0.036      0.05058   0.00407             1378601600222 
 588.8        2.244      0.037      0.04663   0.00380             1378601600223 
 588.8        2.314      0.040      0.05127   0.00390             1378601600224 
 588.8        2.388      0.042      0.04596   0.00382             1378601600225 
 588.8        2.465      0.043      0.05004   0.00374             1378601600226 
 588.8        2.546      0.046      0.04245   0.00370             1378601600227 
 588.8        2.632      0.048      0.04500   0.00374             1378601600228 
 588.8        2.721      0.050      0.04230   0.00368             1378601600229 
 588.8        2.814      0.053      0.04421   0.00387             1378601600230 
 588.8        2.916      0.057      0.03860   0.00365             1378601600231 
 588.8        3.020      0.058      0.03697   0.00350             1378601600232 
 588.8        3.128      0.062      0.03885   0.00357             1378601600233 
 588.8        3.245      0.066      0.04069   0.00369             1378601600234 
 588.8        3.370      0.070      0.04218   0.00374             1378601600235 
 588.8        3.500      0.073      0.03783   0.00354             1378601600236 
 588.8        3.638      0.079      0.04019   0.00362             1378601600237 
 588.8        3.787      0.083      0.04036   0.00344             1378601600238 
 588.8        3.941      0.087      0.04590   0.00333             1378601600239 
 588.8        4.106      0.094      0.04381   0.00321             1378601600240 
 588.8        4.281      0.100      0.04437   0.00317             1378601600241 
 588.8        4.470      0.105      0.03791   0.00296             1378601600242 
 588.8        4.667      0.114      0.04360   0.00302             1378601600243 
 588.8        4.882      0.122      0.03940   0.00297             1378601600244 
 588.8        5.112      0.130      0.04084   0.00294             1378601600245 
 588.8        5.357      0.141      0.04092   0.00290             1378601600246 
 588.8        5.623      0.149      0.03921   0.00280             1378601600247 
 588.8        5.902      0.161      0.03919   0.00280             1378601600248 
 588.8        6.211      0.177      0.04734   0.00286             1378601600249 
 588.8        6.548      0.187      0.05552   0.00284             1378601600250 
 588.8        6.896      0.202      0.06150   0.00285             1378601600251 
 588.8        7.274      0.221      0.06775   0.00299             1378601600252 
 588.8        7.703      0.244      0.06790   0.00313             1378601600253 
 588.8        8.172      0.264      0.07344   0.00319             1378601600254 
 588.8        8.667      0.287      0.07145   0.00308             1378601600255 
 588.8        9.213      0.315      0.07156   0.00314             1378601600256 
 588.8        9.816      0.349      0.06746   0.00316             1378601600257 
 588.8       10.478      0.381      0.06700   0.00327             1378601600258 
 588.8       11.217      0.430      0.06204   0.00332             1378601600259 
 588.8       12.040      0.472      0.06234   0.00341             1378601600260 
 588.8       12.951      0.531      0.06008   0.00350             1378601600261 
 588.8       13.977      0.596      0.06455   0.00357             1378601600262 
 588.8       15.128      0.667      0.06685   0.00362             1378601600263 
 588.8       16.416      0.756      0.06654   0.00366             1378601600264 
 588.8       17.893      0.870      0.06738   0.00369             1378601600265 
 588.8       19.605      0.998      0.05600   0.00362             1378601600266 
 588.8       21.576      1.152      0.06093   0.00351             1378601600267 
 588.8       23.835      1.333      0.04697   0.00316             1378601600268 
 588.8       26.467      1.571      0.04964   0.00442             1378601600269 
 588.8       29.594      1.854      0.04864   0.00280             1378601600270 
 588.8       33.293      2.229      0.03871   0.00257             1378601600271 
 588.8       37.794      2.698      0.03501   0.00228             1378601600272 
 588.8       43.211      3.310      0.02771   0.00200             1378601600273 
 588.8       49.978      4.153      0.02350   0.00184             1378601600274 
 588.8       58.484      5.268      0.02095   0.00167             1378601600275 
 588.8       69.558      6.987      0.01731   0.00155             1378601600276 
 588.8       84.430      9.454      0.01631   0.00142             1378601600277 
 588.8      105.015     13.384      0.01318   0.00128             1378601600278 
 588.8      134.592     19.607      0.00705   0.00109             1378601600279 
 588.8      177.480     30.028      0.00767   0.00105             1378601600280 
 588.8      227.975     40.624      0.00958   0.00163             1378601600281 
ENDDATA            275          0                                 1378601600282 
ENDSUBENT          281          0                                 1378601699999 
SUBENT        13786017   20031223                             00001378601700001 
BIB                  1          1                                 1378601700002 
REACTION   (92-U-235(N,F)54-XE-140,PAR,SIG,G)                     1378601700003 
ENDBIB               1          0                                 1378601700004 
NOCOMMON             0          0                                 1378601700005 
DATA                 5        182                                 1378601700006 
E          EN         EN-RSL     DATA       DATA-ERR              1378601700007 
KEV        MEV        MEV        B          B                     1378601700008 
 376.7        1.011      0.011      0.01476   0.00416             1378601700009 
 376.7        1.032      0.012      0.01721   0.00406             1378601700010 
 376.7        1.054      0.012      0.01429   0.00370             1378601700011 
 376.7        1.076      0.012      0.02457   0.00368             1378601700012 
 376.7        1.099      0.013      0.02349   0.00377             1378601700013 
 376.7        1.123      0.013      0.01862   0.00354             1378601700014 
 376.7        1.148      0.014      0.02114   0.00355             1378601700015 
 376.7        1.173      0.014      0.01580   0.00344             1378601700016 
 376.7        1.200      0.015      0.02498   0.00358             1378601700017 
 376.7        1.226      0.015      0.02171   0.00369             1378601700018 
 376.7        1.256      0.016      0.01469   0.00360             1378601700019 
 376.7        1.285      0.017      0.01488   0.00350             1378601700020 
 376.7        1.315      0.017      0.01967   0.00331             1378601700021 
 376.7        1.347      0.018      0.01947   0.00323             1378601700022 
 376.7        1.379      0.018      0.02406   0.00315             1378601700023 
 376.7        1.413      0.019      0.02932   0.00306             1378601700024 
 376.7        1.447      0.020      0.02419   0.00295             1378601700025 
 376.7        1.484      0.020      0.02411   0.00280             1378601700026 
 376.7        1.521      0.021      0.02422   0.00268             1378601700027 
 376.7        1.560      0.022      0.03010   0.00282             1378601700028 
 376.7        1.601      0.023      0.02922   0.00285             1378601700029 
 376.7        1.643      0.024      0.02754   0.00284             1378601700030 
 376.7        1.687      0.025      0.03213   0.00282             1378601700031 
 376.7        1.733      0.026      0.02878   0.00279             1378601700032 
 376.7        1.782      0.026      0.03123   0.00266             1378601700033 
 376.7        1.831      0.028      0.02937   0.00255             1378601700034 
 376.7        1.882      0.029      0.02458   0.00233             1378601700035 
 376.7        1.935      0.031      0.02833   0.00248             1378601700036 
 376.7        1.992      0.031      0.02786   0.00252             1378601700037 
 376.7        2.051      0.033      0.02357   0.00244             1378601700038 
 376.7        2.113      0.034      0.02959   0.00251             1378601700039 
 376.7        2.177      0.036      0.02297   0.00230             1378601700040 
 376.7        2.244      0.037      0.02601   0.00224             1378601700041 
 376.7        2.314      0.040      0.02770   0.00222             1378601700042 
 376.7        2.388      0.042      0.02719   0.00222             1378601700043 
 376.7        2.465      0.043      0.02250   0.00212             1378601700044 
 376.7        2.546      0.046      0.02227   0.00214             1378601700045 
 376.7        2.632      0.048      0.02544   0.00217             1378601700046 
 376.7        2.721      0.050      0.02304   0.00214             1378601700047 
 376.7        2.814      0.053      0.02247   0.00220             1378601700048 
 376.7        2.916      0.057      0.02060   0.00212             1378601700049 
 376.7        3.020      0.058      0.02020   0.00203             1378601700050 
 376.7        3.128      0.062      0.02200   0.00211             1378601700051 
 376.7        3.245      0.066      0.02290   0.00211             1378601700052 
 376.7        3.370      0.070      0.02041   0.00213             1378601700053 
 376.7        3.500      0.073      0.02151   0.00210             1378601700054 
 376.7        3.638      0.079      0.01913   0.00206             1378601700055 
 376.7        3.787      0.083      0.01617   0.00195             1378601700056 
 376.7        3.941      0.087      0.02015   0.00189             1378601700057 
 376.7        4.106      0.094      0.01649   0.00185             1378601700058 
 376.7        4.281      0.100      0.01363   0.00170             1378601700059 
 376.7        4.470      0.105      0.01731   0.00171             1378601700060 
 376.7        4.667      0.114      0.01654   0.00168             1378601700061 
 376.7        4.882      0.122      0.01688   0.00169             1378601700062 
 376.7        5.112      0.130      0.01508   0.00167             1378601700063 
 376.7        5.357      0.141      0.01258   0.00161             1378601700064 
 376.7        5.623      0.149      0.01367   0.00161             1378601700065 
 376.7        5.902      0.161      0.01726   0.00160             1378601700066 
 376.7        6.211      0.177      0.01558   0.00159             1378601700067 
 376.7        6.548      0.187      0.01892   0.00156             1378601700068 
 376.7        6.896      0.202      0.02145   0.00154             1378601700069 
 376.7        7.274      0.221      0.02056   0.00159             1378601700070 
 376.7        7.703      0.244      0.02369   0.00170             1378601700071 
 376.7        8.172      0.264      0.02352   0.00173             1378601700072 
 376.7        8.667      0.287      0.01967   0.00164             1378601700073 
 376.7        9.213      0.315      0.01934   0.00164             1378601700074 
 376.7        9.816      0.349      0.01586   0.00162             1378601700075 
 376.7       10.478      0.381      0.01318   0.00171             1378601700076 
 376.7       11.217      0.430      0.01382   0.00176             1378601700077 
 376.7       12.040      0.472      0.00720   0.00174             1378601700078 
 376.7       12.951      0.531      0.01138   0.00186             1378601700079 
 376.7       13.977      0.596      0.01143   0.00183             1378601700080 
 376.7       15.128      0.667      0.01363   0.00192             1378601700081 
 376.7       16.416      0.756      0.00962   0.00191             1378601700082 
 376.7       17.893      0.870      0.00673   0.00192             1378601700083 
 376.7       19.605      0.998      0.00419   0.00195             1378601700084 
 376.7       21.576      1.152      0.00555   0.00183             1378601700085 
 376.7       23.835      1.333      0.00460   0.00169             1378601700086 
 376.7       26.467      1.571      0.00292   0.00248             1378601700087 
 376.7       29.594      1.854      0.00063   0.00145             1378601700088 
 376.7       33.293      2.229      0.00050   0.00141             1378601700089 
 376.7       37.794      2.698      0.00172   0.00125             1378601700090 
 376.7       43.211      3.310      0.00032   0.00110             1378601700091 
 376.7       49.978      4.153      0.00125   0.00102             1378601700092 
 376.7       58.484      5.268      0.00152   0.00093             1378601700093 
 376.7       69.558      6.987      0.00144   0.00087             1378601700094 
 376.7       84.430      9.454      0.00001                       1378601700095 
 376.7      105.015     13.384      0.00037   0.00071             1378601700096 
 376.7      134.592     19.607      0.00193   0.00047             1378601700097 
 376.7      177.480     30.028      0.00001                       1378601700098 
 376.7      227.975     40.624      0.00001                       1378601700099 
 457.6        1.011      0.011      0.01225   0.00506             1378601700100 
 457.6        1.032      0.012      0.01727   0.00466             1378601700101 
 457.6        1.054      0.012      0.02475   0.00453             1378601700102 
 457.6        1.076      0.012      0.01792   0.00433             1378601700103 
 457.6        1.099      0.013      0.02353   0.00470             1378601700104 
 457.6        1.123      0.013      0.02138   0.00443             1378601700105 
 457.6        1.148      0.014      0.01948   0.00444             1378601700106 
 457.6        1.173      0.014      0.02210   0.00443             1378601700107 
 457.6        1.200      0.015      0.02245   0.00446             1378601700108 
 457.6        1.226      0.015      0.01152   0.00448             1378601700109 
 457.6        1.256      0.016      0.02117   0.00453             1378601700110 
 457.6        1.285      0.017      0.02143   0.00441             1378601700111 
 457.6        1.315      0.017      0.02113   0.00415             1378601700112 
 457.6        1.347      0.018      0.02569   0.00378             1378601700113 
 457.6        1.379      0.018      0.02151   0.00385             1378601700114 
 457.6        1.413      0.019      0.01826   0.00353             1378601700115 
 457.6        1.447      0.020      0.02460   0.00353             1378601700116 
 457.6        1.484      0.020      0.02253   0.00343             1378601700117 
 457.6        1.521      0.021      0.02337   0.00335             1378601700118 
 457.6        1.560      0.022      0.02285   0.00329             1378601700119 
 457.6        1.601      0.023      0.02655   0.00342             1378601700120 
 457.6        1.643      0.024      0.02610   0.00341             1378601700121 
 457.6        1.687      0.025      0.02248   0.00336             1378601700122 
 457.6        1.733      0.026      0.02645   0.00341             1378601700123 
 457.6        1.782      0.026      0.02483   0.00319             1378601700124 
 457.6        1.831      0.028      0.02534   0.00307             1378601700125 
 457.6        1.882      0.029      0.02456   0.00293             1378601700126 
 457.6        1.935      0.031      0.01931   0.00291             1378601700127 
 457.6        1.992      0.031      0.03132   0.00311             1378601700128 
 457.6        2.051      0.033      0.02546   0.00307             1378601700129 
 457.6        2.113      0.034      0.02170   0.00289             1378601700130 
 457.6        2.177      0.036      0.02371   0.00284             1378601700131 
 457.6        2.244      0.037      0.02542   0.00271             1378601700132 
 457.6        2.314      0.040      0.02460   0.00272             1378601700133 
 457.6        2.388      0.042      0.01536   0.00255             1378601700134 
 457.6        2.465      0.043      0.02036   0.00260             1378601700135 
 457.6        2.546      0.046      0.01724   0.00259             1378601700136 
 457.6        2.632      0.048      0.02475   0.00268             1378601700137 
 457.6        2.721      0.050      0.02205   0.00263             1378601700138 
 457.6        2.814      0.053      0.01958   0.00272             1378601700139 
 457.6        2.916      0.057      0.02176   0.00262             1378601700140 
 457.6        3.020      0.058      0.02349   0.00256             1378601700141 
 457.6        3.128      0.062      0.02129   0.00256             1378601700142 
