E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
 295.1        6.211      0.177      0.01023   0.00134             1378602300067 
 295.1        6.548      0.187      0.01231   0.00131             1378602300068 
 295.1        6.896      0.202      0.01199   0.00127             1378602300069 
 295.1        7.274      0.221      0.01217   0.00133             1378602300070 
 295.1        7.703      0.244      0.01281   0.00142             1378602300071 
 295.1        8.172      0.264      0.01293   0.00142             1378602300072 
 295.1        8.667      0.287      0.01553   0.00142             1378602300073 
 295.1        9.213      0.315      0.01086   0.00140             1378602300074 
 295.1        9.816      0.349      0.01282   0.00145             1378602300075 
 295.1       10.478      0.381      0.01092   0.00146             1378602300076 
 295.1       11.217      0.430      0.01207   0.00156             1378602300077 
 295.1       12.040      0.472      0.01463   0.00160             1378602300078 
 295.1       12.951      0.531      0.01127   0.00162             1378602300079 
 295.1       13.977      0.596      0.01164   0.00168             1378602300080 
 295.1       15.128      0.667      0.01222   0.00170             1378602300081 
 295.1       16.416      0.756      0.01228   0.00171             1378602300082 
 295.1       17.893      0.870      0.01097   0.00175             1378602300083 
 295.1       19.605      0.998      0.01046   0.00175             1378602300084 
 295.1       21.576      1.152      0.01171   0.00169             1378602300085 
 295.1       23.835      1.333      0.01012   0.00158             1378602300086 
 295.1       26.467      1.571      0.00975   0.00147             1378602300087 
 295.1       29.594      1.854      0.00732   0.00133             1378602300088 
 295.1       33.293      2.229      0.00787   0.00126             1378602300089 
 295.1       37.794      2.698      0.00603   0.00111             1378602300090 
 295.1       43.211      3.310      0.00532   0.00101             1378602300091 
 295.1       49.978      4.153      0.00554   0.00093             1378602300092 
 295.1       58.484      5.268      0.00573   0.00084             1378602300093 
 295.1       69.558      6.987      0.00541   0.00080             1378602300094 
 295.1       84.430      9.454      0.00436   0.00073             1378602300095 
 295.1      105.015     13.384      0.00423   0.00065             1378602300096 
 295.1      134.592     19.607      0.00257   0.00040             1378602300097 
 295.1      177.480     30.028      0.00315   0.00055             1378602300098 
 295.1      227.975     40.624      0.00384   0.00086             1378602300099 
 386.5        1.011      0.011      0.00464   0.00371             1378602300100 
 386.5        1.032      0.012      0.00723   0.00351             1378602300101 
 386.5        1.054      0.012      0.00487   0.00339             1378602300102 
 386.5        1.076      0.012      0.00394   0.00308             1378602300103 
 386.5        1.099      0.013      0.00464   0.00335             1378602300104 
 386.5        1.123      0.013      0.00296   0.00306             1378602300105 
 386.5        1.148      0.014      0.00690   0.00318             1378602300106 
 386.5        1.173      0.014      0.00065   0.00307             1378602300107 
 386.5        1.200      0.015      0.00720   0.00320             1378602300108 
 386.5        1.226      0.015      0.00586   0.00331             1378602300109 
 386.5        1.256      0.016      0.00885   0.00334             1378602300110 
 386.5        1.285      0.017      0.00009   0.00135             1378602300111 
 386.5        1.315      0.017      0.00448   0.00290             1378602300112 
 386.5        1.347      0.018      0.00828   0.00293             1378602300113 
 386.5        1.379      0.018      0.00255   0.00270             1378602300114 
 386.5        1.413      0.019      0.00372   0.00255             1378602300115 
 386.5        1.447      0.020      0.00588   0.00254             1378602300116 
 386.5        1.484      0.020      0.01005   0.00255             1378602300117 
 386.5        1.521      0.021      0.00309   0.00218             1378602300118 
 386.5        1.560      0.022      0.00686   0.00239             1378602300119 
 386.5        1.601      0.023      0.00609   0.00237             1378602300120 
 386.5        1.643      0.024      0.00667   0.00242             1378602300121 
 386.5        1.687      0.025      0.00476   0.00238             1378602300122 
 386.5        1.733      0.026      0.00684   0.00236             1378602300123 
 386.5        1.782      0.026      0.00540   0.00227             1378602300124 
 386.5        1.831      0.028      0.00722   0.00219             1378602300125 
 386.5        1.882      0.029      0.00500   0.00204             1378602300126 
 386.5        1.935      0.031      0.00994   0.00218             1378602300127 
 386.5        1.992      0.031      0.00991   0.00222             1378602300128 
 386.5        2.051      0.033      0.00649   0.00220             1378602300129 
 386.5        2.113      0.034      0.00673   0.00217             1378602300130 
 386.5        2.177      0.036      0.00788   0.00204             1378602300131 
 386.5        2.244      0.037      0.00630   0.00194             1378602300132 
 386.5        2.314      0.040      0.00632   0.00191             1378602300133 
 386.5        2.388      0.042      0.00941   0.00197             1378602300134 
 386.5        2.465      0.043      0.00915   0.00192             1378602300135 
 386.5        2.546      0.046      0.00902   0.00195             1378602300136 
 386.5        2.632      0.048      0.00713   0.00189             1378602300137 
 386.5        2.721      0.050      0.00344   0.00190             1378602300138 
 386.5        2.814      0.053      0.01214   0.00206             1378602300139 
 386.5        2.916      0.057      0.00920   0.00197             1378602300140 
 386.5        3.020      0.058      0.00627   0.00189             1378602300141 
 386.5        3.128      0.062      0.00682   0.00190             1378602300142 
 386.5        3.245      0.066      0.00544   0.00192             1378602300143 
 386.5        3.370      0.070      0.00580   0.00199             1378602300144 
 386.5        3.500      0.073      0.01027   0.00196             1378602300145 
 386.5        3.638      0.079      0.00802   0.00193             1378602300146 
 386.5        3.787      0.083      0.00761   0.00187             1378602300147 
 386.5        3.941      0.087      0.00174   0.00171             1378602300148 
 386.5        4.106      0.094      0.00553   0.00171             1378602300149 
 386.5        4.281      0.100      0.00437   0.00163             1378602300150 
 386.5        4.470      0.105      0.00779   0.00161             1378602300151 
 386.5        4.667      0.114      0.00542   0.00159             1378602300152 
