ENTRY            10110   20000202                             00001011000000001 
SUBENT        10110001   20000202                             00001011000100001 
BIB                 10         19                                 1011000100002 
INSTITUTE  (1USAORL)                                              1011000100003 
REFERENCE  (R,ORNL-4551,197010)                                   1011000100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1011000100005 
TITLE      V neutron elastic and inelastic scattering cross       1011000100006 
            sections from 4.19 to 8.56 MeV                        1011000100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1011000100008 
            bunched.                                              1011000100009 
INC-SOURCE (D-D) Deuterons on deuterium                           1011000100010 
METHOD     (PHD,TOF) Pulse-height discrimination                  1011000100011 
                     Time-of-flight                               1011000100012 
DETECTOR   (SCIN) Liquid NE-213 scintillators                     1011000100013 
STATUS     (APRVD) Approved by author                             1011000100014 
HISTORY    (19741204C)                                            1011000100015 
           (19820511A) CONVERTED TO REACTION FORMALISM,           1011000100016 
                     ENERGY ERROR TO ENERGY RESOLUTION.           1011000100017 
           (19840418A) BIB CORRECTIONS.                           1011000100018 
           (19860319A) REACTION SF4 ADDED.                        1011000100019 
           (20000202A) Converted to new date format, lower case.  1011000100020 
                       BIB corrections.                           1011000100021 
ENDBIB              19          0                                 1011000100022 
NOCOMMON             0          0                                 1011000100023 
ENDSUBENT           22          0                                 1011000199999 
SUBENT        10110002   20000202                             00001011000200001 
BIB                  2         10                                 1011000200002 
REACTION   (23-V-0(N,EL)23-V-0,,DA)                               1011000200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000200004 
            . geometric parameters,                               1011000200005 
            . finite size corrections,                            1011000200006 
            . statistics,                                         1011000200007 
            . residual background effects due to peak stripping   1011000200008 
              procedures.                                         1011000200009 
            Does not include absolute error of + or - 7%,         1011000200010 
             estimated error in the absolute value of the         1011000200011 
             detector efficiency.                                 1011000200012 
ENDBIB              10          0                                 1011000200013 
NOCOMMON             0          0                                 1011000200014 
DATA                 6         97                                 1011000200015 
EN         EN-RSL     ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1011000200016 
6.44       0.13        58.96       39.13     8.6       12.9       1011000200050 
6.44       0.13        63.00       18.92    11.8       17.4       1011000200051 
6.44       0.13        68.55        8.43    21.5       23.8       1011000200052 
6.44       0.13        74.09       10.43    14.8       25.4       1011000200053 
6.44       0.13        78.11       10.12    14.1       26.0       1011000200054 
6.44       0.13        83.62       15.89    11.0       14.6       1011000200055 
6.44       0.13        89.13       24.69     8.1       10.1       1011000200056 
6.44       0.13        93.13       32.80     7.0        8.4       1011000200057 
6.44       0.13        98.62       37.79     8.5        8.1       1011000200058 
6.44       0.13       103.11       40.98     6.0       11.4       1011000200059 
6.44       0.13       104.11       43.11     6.2        9.9       1011000200060 
6.44       0.13       108.58       41.91     5.9        8.1       1011000200061 
6.44       0.13       114.04       43.42     5.9        6.2       1011000200062 
6.44       0.13       119.00       34.28     5.7        5.7       1011000200063 
6.44       0.13       120.48       35.31     6.0        6.4       1011000200064 
6.44       0.13       127.90       25.61     6.8        7.9       1011000200065 
6.44       0.13       135.31       17.16     8.8        9.9       1011000200066 
7.60       0.10        15.30     2012.92     3.5        4.1       1011000200067 
7.60       0.10        22.43     1184.14     4.2        6.5       1011000200068 
7.60       0.10        22.94     1310.34     3.6        3.8       1011000200069 
7.60       0.10        27.51      861.79     4.6        6.0       1011000200070 
7.60       0.10        32.60      534.87     4.8        6.9       1011000200071 
7.60       0.10        33.61      468.21     5.2        5.2       1011000200072 
7.60       0.10        38.69      323.47     4.7        5.8       1011000200073 
7.60       0.10        43.77      176.90     4.8        8.3       1011000200074 
7.60       0.10        47.82      107.79     5.3        6.0       1011000200075 
7.60       0.10        53.39       43.76     6.7        8.7       1011000200076 
7.60       0.10        53.40       39.51     6.8        7.9       1011000200077 
7.60       0.10        58.96       21.45     8.4       11.1       1011000200078 
7.60       0.10        63.00        7.62    15.7       20.4       1011000200079 
7.60       0.10        68.54        4.65    21.7       30.7       1011000200080 
7.60       0.10        74.09        7.54    13.7       16.1       1011000200081 
7.60       0.10        78.10       10.22     9.2       12.0       1011000200082 
7.60       0.10        83.12       10.05     9.7       12.7       1011000200083 
7.60       0.10        83.62        6.04    13.7       18.3       1011000200084 
7.60       0.10        88.63       10.01     8.8       10.7       1011000200085 
7.60       0.10        89.13       10.12     9.1       16.3       1011000200086 
7.60       0.10        94.13       19.32     6.8        9.2       1011000200087 
7.60       0.10        96.13       18.29     8.0        8.3       1011000200088 
7.60       0.10       101.61       18.31     6.3       11.7       1011000200089 
7.60       0.10       107.09       27.83     5.8        8.1       1011000200090 
7.60       0.10       119.00       24.12     6.7        8.2       1011000200091 
7.60       0.10       120.48       25.15     6.2        6.2       1011000200092 
7.60       0.10       127.90       17.09     7.1        7.8       1011000200093 
7.60       0.10       135.31       12.34     8.9        9.5       1011000200094 
8.56       0.08        15.30     2043.49     3.7        4.5       1011000200095 
8.56       0.08        22.94     1306.96     3.9        4.4       1011000200096 
8.56       0.08        24.46     1089.33     4.2        6.3       1011000200097 
8.56       0.08        29.55      679.84     5.5        6.3       1011000200098 
8.56       0.08        34.63      437.66     5.7        6.7       1011000200099 
8.56       0.08        39.71      239.65     5.4        7.8       1011000200100 
8.56       0.08        39.71      244.81     5.3        9.2       1011000200101 
8.56       0.08        44.78      124.84     7.4        9.4       1011000200102 
8.56       0.08        49.85       58.14     8.5       11.2       1011000200103 
8.56       0.08        54.91       21.90    11.8       15.0       1011000200104 
8.56       0.08        59.97       11.94    14.0       19.7       1011000200105 
8.56       0.08        70.05        7.53    15.9       21.5       1011000200106 
8.56       0.08        80.11        8.74    13.3       18.7       1011000200107 
8.56       0.08        90.13       12.92    10.9       15.1       1011000200108 
8.56       0.08        90.13       12.52     9.7       16.9       1011000200109 
8.56       0.08       100.11       20.02     8.7        9.0       1011000200110 
8.56       0.08       114.34       23.64     7.3        9.3       1011000200111 
8.56       0.08       120.48       21.40     6.7        7.9       1011000200112 
8.56       0.08       127.90       13.16     9.4       10.3       1011000200113 
8.56       0.08       135.31        7.31    15.8       16.8       1011000200114 
ENDDATA             99          0                                 1011000200115 
ENDSUBENT          114          0                                 1011000299999 
SUBENT        10110003   20000202                             00001011000300001 
BIB                  3         11                                 1011000300002 
REACTION   (23-V-0(N,EL)23-V-0,,DA,,LEG/2L2)                      1011000300003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000300004 
            . geometric parameters,                               1011000300005 
            . finite size corrections,                            1011000300006 
            . statistics,                                         1011000300007 
            . residual background effects due to peak stripping   1011000300008 
              procedures.                                         1011000300009 
            Does not include absolute error of + or - 7%,         1011000300010 
             estimated error in the absolute value of the         1011000300011 
             detector efficiency.                                 1011000300012 
STATUS     (DEP,10110002)                                         1011000300013 
ENDBIB              11          0                                 1011000300014 
NOCOMMON             0          0                                 1011000300015 
DATA                 5         36                                 1011000300016 
EN         EN-RSL     NUMBER     DATA-CM    DATA-ERR              1011000300017 
MEV        MEV        NO-DIM     MB/SR      PER-CENT              1011000300018 
5.44       0.17       0.         363.96924   2.2                  1011000300019 
5.44       0.17       1.         258.45361   2.7                  1011000300020 
5.44       0.17       2.         192.40295   3.0                  1011000300021 
5.44       0.17       3.         132.26155   3.4                  1011000300022 
5.44       0.17       4.          69.31178   5.7                  1011000300023 
5.44       0.17       5.          22.87846  12.2                  1011000300024 
5.44       0.17       6.           7.89240  21.5                  1011000300025 
5.44       0.17       7.           2.24542  62.0                  1011000300026 
6.44       0.13       0.         347.10864   1.5                  1011000300027 
6.44       0.13       1.         263.96729   1.8                  1011000300028 
6.44       0.13       2.         208.36888   1.9                  1011000300029 
6.44       0.13       3.         150.77068   2.3                  1011000300030 
6.44       0.13       4.          88.61971   3.1                  1011000300031 
6.44       0.13       5.          40.55817   5.2                  1011000300032 
6.44       0.13       6.          19.82411   8.4                  1011000300033 
6.44       0.13       7.           6.97265  13.0                  1011000300034 
6.44       0.13       8.           1.77970  40.5                  1011000300035 
7.60       0.10       0.         285.50977   1.7                  1011000300036 
7.60       0.10       1.         225.00429   2.0                  1011000300037 
7.60       0.10       2.         187.96045   2.0                  1011000300038 
7.60       0.10       3.         136.41711   2.3                  1011000300039 
7.60       0.10       4.          88.02121   2.8                  1011000300040 
7.60       0.10       5.          44.82985   3.9                  1011000300041 
7.60       0.10       6.          24.20197   5.7                  1011000300042 
7.60       0.10       7.           7.77623   8.3                  1011000300043 
7.60       0.10       8.           2.12441  26.3                  1011000300044 
8.56       0.08       0.         290.39600   2.1                  1011000300045 
8.56       0.08       1.         228.79999   2.4                  1011000300046 
8.56       0.08       2.         199.38136   2.5                  1011000300047 
8.56       0.08       3.         146.45305   2.8                  1011000300048 
8.56       0.08       4.         103.26584   3.3                  1011000300049 
8.56       0.08       5.          57.26991   4.8                  1011000300050 
8.56       0.08       6.          34.00258   5.6                  1011000300051 
8.56       0.08       7.          14.92704  10.7                  1011000300052 
8.56       0.08       8.           5.08287  15.4                  1011000300053 
8.56       0.08       9.           2.10182  32.7                  1011000300054 
ENDDATA             38          0                                 1011000300055 
ENDSUBENT           54          0                                 1011000399999 
SUBENT        10110004   20000202                             00001011000400001 
BIB                  3         11                                 1011000400002 
REACTION   (23-V-0(N,INL)23-V-51,PAR,DA)                          1011000400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000400004 
            . geometric parameters,                               1011000400005 
            . finite size corrections,                            1011000400006 
            . statistics,                                         1011000400007 
            . residual background effects due to peak stripping   1011000400008 
              procedures.                                         1011000400009 
            Does not include absolute error of + or - 7%,         1011000400010 
             estimated error in the absolute value of the         1011000400011 
             detector efficiency.                                 1011000400012 
HISTORY    (20000202A) Subentries 4-6,8,12 combined               1011000400013 
ENDBIB              11          0                                 1011000400014 
NOCOMMON             0          0                                 1011000400015 
DATA                 7         66                                 1011000400016 
E-LVL      EN         EN-RSL     ANG-CM     DATA-CM    +DATA-ERR  1011000400017 
-DATA-ERR                                                         1011000400018 
MEV        MEV        MEV        ADEG       MB/SR      PER-CENT   1011000400019 
PER-CENT                                                          1011000400020 
 0.320     4.19       0.08        91.18      7.43        7.7      1011000400021 
25.2                                                              1011000400022 
 0.320     4.46       0.07        91.17      5.26       25.6      1011000400023 
14.1                                                              1011000400024 
 0.320     5.00       0.05        91.17      4.77       10.6      1011000400025 
22.6                                                              1011000400026 
 0.320     5.18       0.05        91.17      3.25       17.9      1011000400027 
20.9                                                              1011000400028 
 0.320     5.50       0.05        91.16      2.40       19.1      1011000400029 
18.8                                                              1011000400030 
 0.320     6.44       0.13        53.42      3.87       71.0      1011000400031 
16.2                                                              1011000400032 
 0.320     6.44       0.13       119.02      2.02       35.3      1011000400033 
19.8                                                              1011000400034 
 0.320     6.44       0.13       120.51      2.91       16.1      1011000400035 
13.5                                                              1011000400036 
 0.320     6.44       0.13       127.93      2.83       12.2      1011000400037 
16.7                                                              1011000400038 
 0.320     6.44       0.13       135.33      3.15       13.2      1011000400039 
22.5                                                              1011000400040 
 0.320     7.60       0.10       120.51      1.86       33.5      1011000400041 
13.6                                                              1011000400042 
 0.320     7.60       0.10       127.92      1.86       20.0      1011000400043 
14.6                                                              1011000400044 
 0.320     7.60       0.10       135.32      2.24       12.4      1011000400045 
13.1                                                              1011000400046 
 0.320     8.56       0.08        70.07      1.07      132.4      1011000400047 
27.6                                                              1011000400048 
 0.320     8.56       0.08       120.50      2.54       14.1      1011000400049 
18.0                                                              1011000400050 
 0.320     8.56       0.08       127.92      2.32       23.9      1011000400051 
14.9                                                              1011000400052 
 0.320     8.56       0.08       135.32      2.46       18.2      1011000400053 
15.1                                                              1011000400054 
 0.930     4.19       0.08        91.29      4.39       12.6      1011000400055 
13.1                                                              1011000400056 
 0.930     4.46       0.07        91.27      4.17       11.3      1011000400057 
10.8                                                              1011000400058 
 0.930     5.00       0.05        91.25      2.68       10.6      1011000400059 
11.7                                                              1011000400060 
 0.930     5.18       0.05        91.24      2.47       11.1      1011000400061 
12.7                                                              1011000400062 
 0.930     5.44       0.17        78.71      1.21       30.8      1011000400063 
26.5                                                              1011000400064 
 0.930     5.44       0.17       108.67      2.33       32.6      1011000400065 
28.0                                                              1011000400066 
 0.930     5.50       0.05        91.23      2.06       11.0      1011000400067 
10.2                                                              1011000400068 
 0.930     6.44       0.13        53.47      1.43       15.4      1011000400069 
24.8                                                              1011000400070 
 0.930     6.44       0.13        63.08      1.69       15.9      1011000400071 
20.8                                                              1011000400072 
 0.930     6.44       0.13        89.21      2.19       18.7      1011000400073 
32.0                                                              1011000400074 
 0.930     6.44       0.13        93.21      2.93       17.2      1011000400075 
22.0                                                              1011000400076 
 0.930     6.44       0.13        98.70      2.03       24.5      1011000400077 
19.3                                                              1011000400078 
 0.930     6.44       0.13       103.19      2.13       16.7      1011000400079 
22.3                                                              1011000400080 
 0.930     6.44       0.13       104.19      2.93       20.4      1011000400081 
20.6                                                              1011000400082 
 0.930     6.44       0.13       114.12      3.23       24.8      1011000400083 
22.9                                                              1011000400084 
 0.930     6.44       0.13       119.08      2.29       13.8      1011000400085 
13.2                                                              1011000400086 
 0.930     6.44       0.13       120.56      2.75       17.5      1011000400087 
20.4                                                              1011000400088 
 0.930     6.44       0.13       127.98      2.40       12.4      1011000400089 
23.1                                                              1011000400090 
 0.930     6.44       0.13       135.37      1.27       25.7      1011000400091 
29.4                                                              1011000400092 
 0.930     7.60       0.10        53.46      0.88       29.6      1011000400093 
19.4                                                              1011000400094 
 0.930     7.60       0.10        59.02      1.55       13.9      1011000400095 
21.6                                                              1011000400096 
 0.930     7.60       0.10        68.61      0.89       17.5      1011000400097 
29.3                                                              1011000400098 
 0.930     7.60       0.10        94.20      0.95       14.4      1011000400099 
23.7                                                              1011000400100 
 0.930     7.60       0.10        96.20      0.92       23.3      1011000400101 
15.4                                                              1011000400102 
 0.930     7.60       0.10       101.69      0.96       25.6      1011000400103 
15.3                                                              1011000400104 
 0.930     7.60       0.10       107.16      1.16       11.7      1011000400105 
21.0                                                              1011000400106 
 0.930     7.60       0.10       119.06      0.65      106.8      1011000400107 
27.6                                                              1011000400108 
 0.930     7.60       0.10       120.55      0.97       29.2      1011000400109 
25.4                                                              1011000400110 
 0.930     7.60       0.10       127.97      1.08       19.4      1011000400111 
22.5                                                              1011000400112 
 0.930     7.60       0.10       135.36      0.97       24.3      1011000400113 
23.5                                                              1011000400114 
 0.930     8.56       0.08        70.12      1.05       25.5      1011000400115 
33.3                                                              1011000400116 
 0.930     8.56       0.08        90.20      0.55       29.3      1011000400117 
26.5                                                              1011000400118 
 0.930     8.56       0.08       120.54      0.98       24.7      1011000400119 
35.7                                                              1011000400120 
 0.930     8.56       0.08       127.96      1.08       22.1      1011000400121 
25.7                                                              1011000400122 
 0.930     8.56       0.08       135.36      1.14       27.1      1011000400123 
22.7                                                              1011000400124 
 1.610     4.19       0.08        91.45     10.15       9.9       1011000400125 
 7.9                                                              1011000400126 
 1.610     4.46       0.07        91.42      7.98       7.3       1011000400127 
 7.8                                                              1011000400128 
 1.610     5.00       0.05        91.38      5.94       8.5       1011000400129 
 7.7                                                              1011000400130 
 1.610     5.18       0.05        91.36      4.53       7.7       1011000400131 
 8.5                                                              1011000400132 
 1.610     5.50       0.05        91.35      3.37       7.7       1011000400133 
 7.9                                                              1011000400134 
 1.810     4.19       0.08        91.53     10.46       8.3       1011000400135 
 9.2                                                              1011000400136 
 1.810     4.46       0.07        91.49      8.99       7.9       1011000400137 
 8.4                                                              1011000400138 
 1.810     5.00       0.05        91.43      6.59       6.7       1011000400139 
 7.5                                                              1011000400140 
 1.810     5.18       0.05        91.41      4.87       7.9       1011000400141 
 7.1                                                              1011000400142 
 1.810     5.50       0.05        91.39      3.92       7.3       1011000400143 
 8.3                                                              1011000400144 
 3.080     4.46       0.07        92.10      5.09      16.8       1011000400145 
19.9                                                              1011000400146 
 3.080     5.00       0.05        91.87      1.87      14.7       1011000400147 
13.9                                                              1011000400148 
 3.080     5.18       0.05        91.80      2.14      21.8       1011000400149 
15.7                                                              1011000400150 
 3.080     5.50       0.05        91.73      1.81      15.4       1011000400151 
17.4                                                              1011000400152 
ENDDATA            136          0                                 1011000400153 
ENDSUBENT          152          0                                 1011000499999 
NOSUBENT      10110005   20000203                             00001011000500001 
NOSUBENT      10110006   20000203                             00001011000600001 
SUBENT        10110007   20000202                             00001011000700001 
BIB                  3         11                                 1011000700002 
REACTION   (23-V-0(N,INL)23-V-51,PAR,DA)                          1011000700003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011000700004 
            . geometric parameters,                               1011000700005 
            . finite size corrections,                            1011000700006 
            . statistics,                                         1011000700007 
            . residual background effects due to peak stripping   1011000700008 
              procedures.                                         1011000700009 
            Does not include absolute error of + or - 7%,         1011000700010 
             estimated error in the absolute value of the         1011000700011 
             detector efficiency.                                 1011000700012 
HISTORY    (20000202A) Subentries 7,9-11 combined                 1011000700013 
ENDBIB              11          0                                 1011000700014 
NOCOMMON             0          0                                 1011000700015 
DATA                 8        131                                 1011000700016 
E-LVL      E-LVL      EN         EN-RSL     ANG-CM     DATA-CM    1011000700017 
+DATA-ERR  -DATA-ERR                                              1011000700018 
MEV        MEV        MEV        MEV        ADEG       MB/SR      1011000700019 
PER-CENT   PER-CENT                                               1011000700020 
1.610      1.810      4.19       0.08        91.49     20.55      1011000700021 
 7.0        9.6                                                   1011000700022 
1.610      1.810      4.46       0.07        91.46     16.96      1011000700023 
 7.5        7.5                                                   1011000700024 
1.610      1.810      5.00       0.05        91.40     12.72      1011000700025 
 6.4        6.8                                                   1011000700026 
1.610      1.810      5.18       0.05        91.39      9.31      1011000700027 
 7.2        8.6                                                   1011000700028 
1.610      1.810      5.44       0.17        48.50      8.99      1011000700029 
19.6       20.6                                                   1011000700030 
1.610      1.810      5.44       0.17        63.72      7.12      1011000700031 
11.8       20.8                                                   1011000700032 
1.610      1.810      5.44       0.17        69.26      7.54      1011000700033 
11.7       19.5                                                   1011000700034 
1.610      1.810      5.44       0.17        73.31      7.61      1011000700035 
 8.5       21.3                                                   1011000700036 
1.610      1.810      5.44       0.17        78.83      7.93      1011000700037 
 9.6       17.5                                                   1011000700038 
1.610      1.810      5.44       0.17        84.36      6.94      1011000700039 
10.6       21.8                                                   1011000700040 
1.610      1.810      5.44       0.17        89.37      6.94      1011000700041 
10.8       16.0                                                   1011000700042 
1.610      1.810      5.44       0.17        94.87      7.40      1011000700043 
12.1       20.7                                                   1011000700044 
1.610      1.810      5.44       0.17       100.35      7.66      1011000700045 
12.2       16.6                                                   1011000700046 
1.610      1.810      5.44       0.17       103.34      8.06      1011000700047 
 8.9       13.6                                                   1011000700048 
1.610      1.810      5.44       0.17       108.80      7.61      1011000700049 
16.7       20.9                                                   1011000700050 
1.610      1.810      5.44       0.17       114.25      7.29      1011000700051 
12.4       19.8                                                   1011000700052 
1.610      1.810      5.50       0.05        91.37      7.31      1011000700053 
 6.5        6.5                                                   1011000700054 
1.610      1.810      6.44       0.13        53.54      7.27      1011000700055 
11.3       22.2                                                   1011000700056 
1.610      1.810      6.44       0.13        53.55      6.13      1011000700057 
10.2        6.3                                                   1011000700058 
1.610      1.810      6.44       0.13        59.12      7.10      1011000700059 
12.3       14.6                                                   1011000700060 
1.610      1.810      6.44       0.13        63.16      7.12      1011000700061 
 6.5       12.8                                                   1011000700062 
1.610      1.810      6.44       0.13        68.71      5.79      1011000700063 
 8.2       12.9                                                   1011000700064 
1.610      1.810      6.44       0.13        74.26      5.72      1011000700065 
 6.7       14.2                                                   1011000700066 
1.610      1.810      6.44       0.13        78.29      5.20      1011000700067 
 8.8       21.3                                                   1011000700068 
1.610      1.810      6.44       0.13        83.81      5.66      1011000700069 
 9.6       16.9                                                   1011000700070 
1.610      1.810      6.44       0.13        89.32      4.90      1011000700071 
 8.7       18.8                                                   1011000700072 
1.610      1.810      6.44       0.13        93.32      5.02      1011000700073 
14.4       18.3                                                   1011000700074 
1.610      1.810      6.44       0.13        98.81      5.82      1011000700075 
 8.8       12.7                                                   1011000700076 
1.610      1.810      6.44       0.13       103.29      5.15      1011000700077 
 9.8       15.6                                                   1011000700078 
1.610      1.810      6.44       0.13       104.29      5.37      1011000700079 
11.7       17.8                                                   1011000700080 
1.610      1.810      6.44       0.13       108.75      5.59      1011000700081 
 8.5       15.1                                                   1011000700082 
1.610      1.810      6.44       0.13       114.21      5.53      1011000700083 
10.4       21.4                                                   1011000700084 
1.610      1.810      6.44       0.13       119.16      5.21      1011000700085 
 7.0        7.4                                                   1011000700086 
1.610      1.810      6.44       0.13       120.65      6.04      1011000700087 
 8.3       12.8                                                   1011000700088 
1.610      1.810      6.44       0.13       128.05      5.12      1011000700089 
 8.8       10.1                                                   1011000700090 
1.610      1.810      6.44       0.13       135.44      5.38      1011000700091 
10.5       13.7                                                   1011000700092 
1.610      1.810      7.60       0.10        38.28      4.07      1011000700093 
21.1       24.8                                                   1011000700094 
1.610      1.810      7.60       0.10        43.87      4.11      1011000700095 
13.6       25.2                                                   1011000700096 
1.610      1.810      7.60       0.10        47.93      4.38      1011000700097 
13.9       23.4                                                   1011000700098 
1.610      1.810      7.60       0.10        53.51      3.84      1011000700099 
 7.9       19.7                                                   1011000700100 
1.610      1.810      7.60       0.10        53.52      3.49      1011000700101 
 9.0        7.1                                                   1011000700102 
1.610      1.810      7.60       0.10        59.08      4.13      1011000700103 
 9.2       20.1                                                   1011000700104 
1.610      1.810      7.60       0.10        63.13      3.25      1011000700105 
 7.8       14.2                                                   1011000700106 
1.610      1.810      7.60       0.10        68.69      2.87      1011000700107 
 6.2       16.8                                                   1011000700108 
1.610      1.810      7.60       0.10        74.22      3.53      1011000700109 
 7.0       15.6                                                   1011000700110 
1.610      1.810      7.60       0.10        78.25      3.50      1011000700111 
 6.7       19.7                                                   1011000700112 
1.610      1.810      7.60       0.10        83.27      3.02      1011000700113 
 6.3       19.4                                                   1011000700114 
1.610      1.810      7.60       0.10        83.77      3.15      1011000700115 
 5.9       22.8                                                   1011000700116 
1.610      1.810      7.60       0.10        88.78      2.67      1011000700117 
 6.2       16.0                                                   1011000700118 
1.610      1.810      7.60       0.10        89.27      3.56      1011000700119 
 6.7       19.4                                                   1011000700120 
1.610      1.810      7.60       0.10        94.28      3.06      1011000700121 
 7.4       24.0                                                   1011000700122 
1.610      1.810      7.60       0.10        96.27      2.81      1011000700123 
11.7       22.4                                                   1011000700124 
1.610      1.810      7.60       0.10       101.75      2.45      1011000700125 
 9.1       18.1                                                   1011000700126 
1.610      1.810      7.60       0.10       107.23      3.19      1011000700127 
11.5       22.9                                                   1011000700128 
1.610      1.810      7.60       0.10       119.13      3.13      1011000700129 
 7.6       16.4                                                   1011000700130 
1.610      1.810      7.60       0.10       120.62      3.44      1011000700131 
10.4       12.5                                                   1011000700132 
1.610      1.810      7.60       0.10       128.03      4.16      1011000700133 
 8.6       12.5                                                   1011000700134 
1.610      1.810      7.60       0.10       135.41      4.97      1011000700135 
 9.9       15.7                                                   1011000700136 
1.610      1.810      8.56       0.08        70.17      2.13      1011000700137 
19.8       25.2                                                   1011000700138 
1.610      1.810      8.56       0.08        80.24      2.12      1011000700139 
15.6       13.8                                                   1011000700140 
1.610      1.810      8.56       0.08        90.26      1.65      1011000700141 
16.3       17.7                                                   1011000700142 
1.610      1.810      8.56       0.08       120.59      3.05      1011000700143 
11.1       19.2                                                   1011000700144 
1.610      1.810      8.56       0.08       128.01      3.35      1011000700145 
13.2       20.1                                                   1011000700146 
1.610      1.810      8.56       0.08       135.40      2.85      1011000700147 
11.5       13.6                                                   1011000700148 
2.410      2.540      4.19       0.08        91.78      3.93      1011000700149 
