ENTRY            10824   19861209                             00001082400000001 
SUBENT        10824001   19861209                             00001082400100001 
BIB                 13         38                                 1082400100002 
INSTITUTE  (1USADAV)                                              1082400100003 
REFERENCE  (J,PR/C,34,1580,8611)                                  1082400100004 
           (T,SUBRAMANIAN,79)                                     1082400100005 
AUTHOR     (T.S.SUBRAMANIAN,J.L.ROMERO,F.P.BRADY,D.H.FITZGERALD,  1082400100006 
           R.GARRETT,G.A.NEEDHAM,J.L.ULLMANN,J.WATSON,C.I.ZANELLI,1082400100007 
           D.J.BRENNER,R.E.PRAEL)                                 1082400100008 
TITLE      DOUBLE-DIFFERENTIAL INCLUSIVE HYDROGEN AND HELIUM      1082400100009 
            SPECTRA FROM NEUTRON-INDUCED REACTIONS AT 27.4, 39.7  1082400100010 
            AND 60.7 MEV: OXYGEN AND NITROGEN.                    1082400100011 
FACILITY   CROCKER NUCLEAR LABORATORY                             1082400100012 
INC-SOURCE (P-LI7)                                                1082400100013 
DETECTOR   (TELES,SOLST,NAICR) TWO SI(SB) DELTA-E DETECTORS AND   1082400100014 
            ONE NAI E DETECTOR USED TO MEASURE OUTGOING PARTICLES.1082400100015 
           (TELES,SCIN) CHARGED PARTICLE VETO DETECTOR FOLLOWED BY1082400100016 
            A PAIR OF PLASTIC SCINTILLATORS WITH A CH(2) CONVERTER1082400100017 
            USED TO MONITOR NEUTRON BEAM.                         1082400100018 
METHOD     TIME-OF-FLIGHT USED TO ELIMINATE NEUTRON BEAM TAIL.    1082400100019 
CORRECTION CORRECTIONS MADE FOR BACKGROUND, ENERGY AND PARTICLE   1082400100020 
            LOSS IN SAMPLE, AND DEAD GAP IN NAI DETECTOR.         1082400100021 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 1082400100022 
ERR-ANALYS (ERR-S) QUOTED ERRORS ARE STATISTICAL ONLY.            1082400100023 
           OTHER SYSTEMATIC UNCERTAINTIES INCLUDE-                1082400100024 
            - STATISTICS NORMALIZATION TO HYDROGEN PEAK(2 PERCENT)1082400100025 
            - TAIL ELIMINATION TIME CUT NORMALIZATION TO  HYDROGEN1082400100026 
              PEAK (2 PERCENT)                                    1082400100027 
            - NEUTRON BEAM WIDTH, APPROXIMATELY 2 PERCENT         1082400100028 
            - BACKGROUND SUBTRACTION, APPROXIMATELY 8 PERCENT     1082400100029 
            - TRITIUM CONTAMINATION IN ALPHA SPECTRUM             1082400100030 
               FOR 27.4 MEV, NEGLIGIBLE                           1082400100031 
               FOR 39.7 MEV, APPROXIMATELY 3 PERCENT              1082400100032 
               FOR 60.7 MEV, APPROXIMATELY 5 PERCENT              1082400100033 
STATUS     DATA TAKEN FROM PRIVATE COMM., ROMERO, 85/9            1082400100034 
           (APRVD) J.L.ROMERO, 11/8/85.                           1082400100035 
HISTORY    (820527C)                                              1082400100036 
           (830328U) TITLE CORRECTED                              1082400100037 
           (830914A)SUBENTRIES 2-6,17-21,32-36 MOVED TO AN 12838. 1082400100038 
           (850808A) DATA REPLACED, BIB UPDATE                    1082400100039 
           (861209A) BIB UPDATE.                                  1082400100040 
ENDBIB              38          0                                 1082400100041 
COMMON               1          3                                 1082400100042 
ANG-RSL                                                           1082400100043 
ADEG                                                              1082400100044 
 3.                                                               1082400100045 
ENDCOMMON            3          0                                 1082400100046 
ENDSUBENT           45          0                                 1082400199999 
NOSUBENT      10824002   19830914                             00001082400200001 
NOSUBENT      10824003   19830914                             00001082400300001 
NOSUBENT      10824004   19830914                             00001082400400001 
NOSUBENT      10824005   19830914                             00001082400500001 
NOSUBENT      10824006   19830914                             00001082400600001 
SUBENT        10824007   19851119                             00001082400700001 
BIB                  4          7                                 1082400700002 
REACTION   (7-N-14(N,X)1-H-1,,DA/DE)                              1082400700003 
SAMPLE     C(3)H(6)O(2) EVAPORATED ONTO THIN MYLAR BACKINGS       1082400700004 
CORRECTION CORRECTED FOR PROTON LOSS IN STOPPING DETECTOR DUE TO  1082400700005 
            NUCLEAR INTERACTIONS. RANGES FROM 1.5 PERCENT AT 39.7 1082400700006 
            MEV TO 4 PERCENT AT 60.7 MEV.                         1082400700007 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 10 PERCENT          1082400700008 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 10 PERCENT    1082400700009 
ENDBIB               7          0                                 1082400700010 
NOCOMMON             0          0                                 1082400700011 
DATA                 5        326                                 1082400700012 
EN         ANG        E          DATA       ERR-S                 1082400700013 
    60.7          15.0       30.3       0.09       0.07           1082401400078 
    60.7          15.0       32.3       0.12       0.10           1082401400079 
    60.7          15.0       34.3       0.04       0.08           1082401400080 
    60.7          15.0       36.3       0.04       0.09           1082401400081 
    60.7          15.0       38.3       0.16       0.12           1082401400082 
    60.7          15.0       40.3       0.10       0.07           1082401400083 
    60.7          15.0       42.3       0.07       0.06           1082401400084 
    60.7          15.0       44.3       0.00       0.04           1082401400085 
    60.7          15.0       46.3      -0.01       0.04           1082401400086 
    60.7          20.0        4.3       0.04       0.09           1082401400087 
    60.7          20.0        6.3       0.04       0.08           1082401400088 
    60.7          20.0        8.3       0.11       0.07           1082401400089 
    60.7          20.0       10.3       0.28       0.09           1082401400090 
    60.7          20.0       12.3       0.22       0.10           1082401400091 
    60.7          20.0       14.3       0.08       0.08           1082401400092 
    60.7          20.0       16.3       0.11       0.07           1082401400093 
    60.7          20.0       18.3       0.12       0.07           1082401400094 
    60.7          20.0       20.3       0.21       0.07           1082401400095 
    60.7          20.0       22.3       0.20       0.06           1082401400096 
    60.7          20.0       24.3       0.15       0.07           1082401400097 
    60.7          20.0       26.3       0.09       0.06           1082401400098 
    60.7          20.0       28.3       0.04       0.06           1082401400099 
    60.7          20.0       30.3       0.12       0.07           1082401400100 
    60.7          20.0       32.3       0.19       0.07           1082401400101 
    60.7          20.0       34.3       0.15       0.06           1082401400102 
    60.7          20.0       36.3       0.09       0.08           1082401400103 
    60.7          20.0       38.3       0.15       0.08           1082401400104 
    60.7          20.0       40.3       0.11       0.05           1082401400105 
    60.7          20.0       42.3      -0.05       0.04           1082401400106 
    60.7          20.0       44.3       0.02       0.04           1082401400107 
    60.7          20.0       46.3       0.01       0.03           1082401400108 
    60.7          35.0        3.2       0.21       0.09           1082401400109 
    60.7          35.0        5.2       0.15       0.10           1082401400110 
    60.7          35.0        7.2       0.17       0.08           1082401400111 
    60.7          35.0        9.2       0.21       0.10           1082401400112 
    60.7          35.0       11.2       0.20       0.09           1082401400113 
    60.7          35.0       13.2       0.02       0.06           1082401400114 
    60.7          35.0       15.2       0.12       0.07           1082401400115 
    60.7          35.0       17.2      -0.04       0.06           1082401400116 
    60.7          35.0       19.2       0.10       0.07           1082401400117 
    60.7          35.0       21.2       0.11       0.06           1082401400118 
    60.7          35.0       23.2       0.11       0.05           1082401400119 
    60.7          35.0       25.2       0.03       0.06           1082401400120 
    60.7          35.0       27.2       0.03       0.04           1082401400121 
    60.7          35.0       29.2      -0.01       0.05           1082401400122 
    60.7          35.0       31.2       0.09       0.06           1082401400123 
    60.7          35.0       33.2      -0.06       0.04           1082401400124 
    60.7          35.0       35.2       0.08       0.05           1082401400125 
    60.7          35.0       37.2      -0.01       0.05           1082401400126 
    60.7          35.0       39.2       0.04       0.04           1082401400127 
    60.7          35.0       41.2       0.02       0.02           1082401400128 
    60.7          35.0       43.2      -0.01       0.03           1082401400129 
    60.7          40.0        3.2       0.24       0.07           1082401400130 
    60.7          40.0        5.2       0.24       0.08           1082401400131 
    60.7          40.0        7.2       0.10       0.08           1082401400132 
    60.7          40.0        9.2       0.06       0.07           1082401400133 
    60.7          40.0       11.2       0.06       0.08           1082401400134 
    60.7          40.0       13.2       0.07       0.05           1082401400135 
    60.7          40.0       15.2       0.06       0.05           1082401400136 
    60.7          40.0       17.2       0.07       0.06           1082401400137 
    60.7          40.0       19.2       0.00       0.05           1082401400138 
    60.7          40.0       21.2       0.00       0.05           1082401400139 
    60.7          40.0       23.2       0.01       0.04           1082401400140 
    60.7          40.0       25.2       0.07       0.04           1082401400141 
    60.7          40.0       27.2      -0.01       0.04           1082401400142 
    60.7          40.0       29.2      -0.02       0.05           1082401400143 
    60.7          40.0       31.2       0.00       0.05           1082401400144 
    60.7          40.0       33.2       0.07       0.04           1082401400145 
    60.7          40.0       35.2       0.03       0.04           1082401400146 
    60.7          40.0       37.2      -0.04       0.04           1082401400147 
    60.7          40.0       39.2      -0.01       0.03           1082401400148 
    60.7          40.0       41.2       0.03       0.03           1082401400149 
    60.7          40.0       43.2      -0.04       0.03           1082401400150 
    60.7          45.0        4.3       0.03       0.08           1082401400151 
    60.7          45.0        6.3      -0.14       0.07           1082401400152 
    60.7          45.0        8.3      -0.04       0.07           1082401400153 
    60.7          45.0       10.3       0.01       0.08           1082401400154 
    60.7          45.0       12.3       0.04       0.08           1082401400155 
    60.7          45.0       14.3      -0.01       0.07           1082401400156 
    60.7          45.0       16.3      -0.09       0.04           1082401400157 
    60.7          45.0       18.3      -0.01       0.06           1082401400158 
    60.7          45.0       20.3       0.04       0.05           1082401400159 
    60.7          45.0       22.3       0.04       0.05           1082401400160 
    60.7          45.0       24.3       0.04       0.05           1082401400161 
    60.7          45.0       26.3       0.02       0.05           1082401400162 
    60.7          45.0       28.3       0.01       0.05           1082401400163 
    60.7          45.0       30.3       0.04       0.04           1082401400164 
    60.7          45.0       32.3       0.08       0.03           1082401400165 
    60.7          45.0       34.3       0.09       0.06           1082401400166 
    60.7          45.0       36.3       0.02       0.04           1082401400167 
    60.7          45.0       38.3      -0.03       0.03           1082401400168 
    60.7          45.0       40.3      -0.01       0.03           1082401400169 
    60.7          45.0       42.3      -0.02       0.02           1082401400170 
    60.7          65.0        3.4       0.19       0.07           1082401400171 
    60.7          65.0        5.4       0.08       0.07           1082401400172 
    60.7          65.0        7.4       0.03       0.06           1082401400173 
    60.7          65.0        9.4      -0.02       0.06           1082401400174 
    60.7          65.0       11.4       0.04       0.06           1082401400175 
    60.7          65.0       13.4       0.04       0.05           1082401400176 
    60.7          65.0       15.4       0.01       0.04           1082401400177 
    60.7          65.0       17.4       0.04       0.04           1082401400178 
    60.7          65.0       19.4       0.10       0.04           1082401400179 
    60.7          65.0       21.4       0.04       0.04           1082401400180 
    60.7          65.0       23.4      -0.04       0.04           1082401400181 
    60.7          65.0       25.4      -0.02       0.03           1082401400182 
    60.7          65.0       27.4      -0.01       0.04           1082401400183 
    60.7          65.0       29.4      -0.04       0.04           1082401400184 
    60.7          65.0       31.4       0.01       0.04           1082401400185 
    60.7          65.0       33.4      -0.04       0.03           1082401400186 
    60.7          65.0       35.4      -0.01       0.02           1082401400187 
    60.7          65.0       37.4       0.00       0.02           1082401400188 
ENDDATA            178          0                                 1082401400189 
ENDSUBENT          188          0                                 1082401499999 
SUBENT        10824015   19850808                             00001082401500001 
BIB                  3          5                                 1082401500002 
REACTION   (8-O-16(N,X)2-HE-3,,DA/DE)                             1082401500003 
SAMPLE     TWO SHEETS OF C(3)H(4)O(2), TOTAL OF                   1082401500004 
            5.205 MILLIGRAMS/CM**2                                1082401500005 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 5 PERCENT           1082401500006 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 4 PERCENT     1082401500007 
ENDBIB               5          0                                 1082401500008 
NOCOMMON             0          0                                 1082401500009 
DATA                 5         70                                 1082401500010 
EN         ANG        E          DATA       ERR-S                 1082401500011 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401500012 
    39.7       15.0      11.1       0.18       0.15               1082401500013 
    39.7       15.0      15.1       0.25       0.13               1082401500014 
    39.7       15.0      19.1       0.10       0.11               1082401500015 
    39.7       15.0      23.1       0.11       0.09               1082401500016 
    39.7       20.0      11.2       0.14       0.11               1082401500017 
    39.7       20.0      15.2       0.16       0.11               1082401500018 
    39.7       20.0      19.2       0.12       0.10               1082401500019 
    39.7       20.0      23.2       0.17       0.08               1082401500020 
    39.7       35.0      10.6       0.07       0.06               1082401500021 
    39.7       35.0      14.6       0.22       0.08               1082401500022 
    39.7       35.0      18.6      -0.05       0.07               1082401500023 
    39.7       40.0      11.1       0.18       0.06               1082401500024 
    39.7       40.0      15.1       0.11       0.06               1082401500025 
    39.7       40.0      19.1      -0.01       0.04               1082401500026 
    39.7       40.0      23.1       0.05       0.02               1082401500027 
    39.7       45.0      11.1       0.13       0.05               1082401500028 
    39.7       45.0      15.1       0.00       0.05               1082401500029 
    39.7       45.0      19.1      -0.03       0.04               1082401500030 
    39.7       65.0      11.2      -0.03       0.05               1082401500031 
    39.7       65.0      16.7      -0.03       0.04               1082401500032 
    60.7       15.0      10.2       0.05       0.05               1082401500033 
    60.7       15.0      14.2       0.14       0.05               1082401500034 
    60.7       15.0      18.2       0.11       0.04               1082401500035 
    60.7       15.0      22.2       0.08       0.04               1082401500036 
    60.7       15.0      26.2       0.14       0.04               1082401500037 
    60.7       15.0      30.2       0.02       0.04               1082401500038 
    60.7       15.0      34.2       0.15       0.05               1082401500039 
    60.7       15.0      38.2       0.14       0.04               1082401500040 
    60.7       15.0      42.2       0.05       0.03               1082401500041 
    60.7       20.0      10.2       0.10       0.04               1082401500042 
    60.7       20.0      14.2       0.06       0.04               1082401500043 
    60.7       20.0      18.2       0.08       0.04               1082401500044 
    60.7       20.0      22.2       0.08       0.04               1082401500045 
    60.7       20.0      26.2       0.07       0.04               1082401500046 
    60.7       20.0      30.2       0.09       0.04               1082401500047 
    60.7       20.0      34.2       0.12       0.04               1082401500048 
    60.7       20.0      38.2       0.04       0.04               1082401500049 
    60.7       20.0      42.2       0.07       0.02               1082401500050 
    60.7       35.0       9.1       0.10       0.04               1082401500051 
    60.7       35.0      13.1       0.07       0.04               1082401500052 
    60.7       35.0      17.1       0.00       0.04               1082401500053 
    60.7       35.0      21.1       0.09       0.04               1082401500054 
    60.7       35.0      25.1       0.11       0.04               1082401500055 
    60.7       35.0      29.1       0.02       0.04               1082401500056 
    60.7       35.0      33.1       0.03       0.03               1082401500057 
    60.7       35.0      37.1       0.02       0.02               1082401500058 
    60.7       35.0      41.1      -0.01       0.02               1082401500059 
    60.7       40.0       9.1       0.08       0.04               1082401500060 
    60.7       40.0      13.1       0.08       0.04               1082401500061 
    60.7       40.0      17.1       0.02       0.03               1082401500062 
    60.7       40.0      21.1       0.08       0.03               1082401500063 
    60.7       40.0      25.1       0.05       0.02               1082401500064 
    60.7       40.0      29.1       0.04       0.02               1082401500065 
    60.7       40.0      33.1       0.04       0.02               1082401500066 
    60.7       40.0      37.1       0.04       0.02               1082401500067 
    60.7       40.0      41.1      -0.01       0.01               1082401500068 
    60.7       45.0      10.6       0.04       0.04               1082401500069 
    60.7       45.0      14.6       0.05       0.04               1082401500070 
    60.7       45.0      18.6       0.06       0.04               1082401500071 
    60.7       45.0      22.6       0.03       0.04               1082401500072 
    60.7       45.0      26.6       0.03       0.03               1082401500073 
    60.7       45.0      30.6       0.04       0.03               1082401500074 
    60.7       45.0      34.6       0.02       0.02               1082401500075 
    60.7       45.0      38.6       0.02       0.01               1082401500076 
    60.7       65.0       9.6       0.02       0.03               1082401500077 
    60.7       65.0      13.6       0.04       0.03               1082401500078 
    60.7       65.0      17.6       0.00       0.02               1082401500079 
    60.7       65.0      21.6       0.00       0.02               1082401500080 
    60.7       65.0      25.6       0.02       0.02               1082401500081 
    60.7       65.0      29.6       0.00       0.01               1082401500082 
ENDDATA             72          0                                 1082401500083 
ENDSUBENT           82          0                                 1082401599999 
SUBENT        10824016   19850808                             00001082401600001 
BIB                  3          5                                 1082401600002 
REACTION   (8-O-16(N,X)2-HE-4,,DA/DE)                             1082401600003 
SAMPLE     TWO SHEETS OF C(3)H(4)O(2), TOTAL OF                   1082401600004 
            5.205 MILLIGRAMS/CM**2                                1082401600005 
ERR-ANALYS OVERALL NORMALIZATION UNCERTAINTY, 5 PERCENT           1082401600006 
            HYDROGEN SURFACE DENSITY, APPROXIMATELY 4 PERCENT     1082401600007 
ENDBIB               5          0                                 1082401600008 
NOCOMMON             0          0                                 1082401600009 
DATA                 5        331                                 1082401600010 
EN         ANG        E          DATA       ERR-S                 1082401600011 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             1082401600012 
    27.4          15.0        4.3       4.90       1.53           1082401600013 
    27.4          15.0        6.2       5.39       1.60           1082401600014 
    27.4          15.0        8.2       4.28       0.93           1082401600015 
    27.4          15.0       10.2       4.69       0.83           1082401600016 
    27.4          15.0       12.3       2.52       0.69           1082401600017 
    27.4          15.0       14.3       1.21       0.56           1082401600018 
    27.4          15.0       16.3       1.00       0.41           1082401600019 
    27.4          15.0       18.2       0.62       0.33           1082401600020 
    27.4          15.0       20.3       1.63       0.38           1082401600021 
    27.4          15.0       22.2       0.73       0.20           1082401600022 
    27.4          15.0       24.2       0.21       0.08           1082401600023 
    27.4          20.0        4.3       7.61       1.46           1082401600024 
    27.4          20.0        6.2       5.07       1.53           1082401600025 
    27.4          20.0        8.2       3.57       0.96           1082401600026 
    27.4          20.0       10.2       2.54       0.82           1082401600027 
    27.4          20.0       12.3       2.57       0.67           1082401600028 
    27.4          20.0       14.3       1.39       0.50           1082401600029 
    27.4          20.0       16.3       0.77       0.34           1082401600030 
    27.4          20.0       18.2       0.40       0.27           1082401600031 
    27.4          20.0       20.3       2.03       0.42           1082401600032 
    27.4          20.0       22.2       0.09       0.13           1082401600033 
    27.4          20.0       24.2       0.12       0.06           1082401600034 
    27.4          20.0       26.2       0.03       0.03           1082401600035 
    27.4          35.0        3.9       6.55       1.37           1082401600036 
    27.4          35.0        5.9       3.72       1.16           1082401600037 
    27.4          35.0        7.9       3.02       0.77           1082401600038 
    27.4          35.0        9.9       2.30       0.63           1082401600039 
    27.4          35.0       11.9       0.59       0.52           1082401600040 
    27.4          35.0       13.9       0.29       0.38           1082401600041 
    27.4          35.0       15.9       0.23       0.25           1082401600042 
    27.4          35.0       17.9      -0.02       0.29           1082401600043 
    27.4          35.0       19.9       0.45       0.17           1082401600044 
    27.4          35.0       21.9       0.06       0.11           1082401600045 
    27.4          35.0       23.9       0.03       0.03           1082401600046 
    27.4          35.0       25.9       0.03       0.03           1082401600047 
    27.4          40.0        3.9       6.73       1.56           1082401600048 
    27.4          40.0        5.9       5.37       1.10           1082401600049 
    27.4          40.0        7.9       2.93       0.82           1082401600050 
    27.4          40.0        9.9       2.44       0.57           1082401600051 
    27.4          40.0       11.9       0.89       0.47           1082401600052 
    27.4          40.0       13.9       0.56       0.33           1082401600053 
    27.4          40.0       15.9       0.54       0.27           1082401600054 
    27.4          40.0       17.9       0.38       0.27           1082401600055 
    27.4          40.0       19.9       0.06       0.12           1082401600056 
    27.4          40.0       21.9      -0.03       0.11           1082401600057 
    27.4          45.0        4.3       3.81       1.27           1082401600058 
    27.4          45.0        6.2       2.75       1.26           1082401600059 
    27.4          45.0        8.2       1.15       0.71           1082401600060 
    27.4          45.0       10.2       1.39       0.59           1082401600061 
    27.4          45.0       12.3       0.81       0.45           1082401600062 
    27.4          45.0       14.3       0.25       0.33           1082401600063 
    27.4          45.0       16.3       0.09       0.23           1082401600064 
    27.4          45.0       18.2       0.46       0.22           1082401600065 
    27.4          45.0       20.3       0.28       0.10           1082401600066 
    27.4          45.0       22.2       0.06       0.04           1082401600067 
    27.4          45.0       24.2       0.03       0.03           1082401600068 
    27.4          65.0        3.9       3.46       1.32           1082401600069 
    27.4          65.0        5.9       1.96       0.85           1082401600070 
    27.4          65.0        7.9       1.02       0.57           1082401600071 
    27.4          65.0        9.9       0.33       0.37           1082401600072 
    27.4          65.0       11.9       0.69       0.24           1082401600073 
    27.4          65.0       13.9       0.50       0.22           1082401600074 
    27.4          65.0       15.9       0.10       0.15           1082401600075 
    27.4          65.0       17.9       0.03       0.05           1082401600076 
    27.4          90.0        4.1       1.97       0.99           1082401600077 
    27.4          90.0        6.1       1.05       0.59           1082401600078 
    27.4          90.0        8.1       0.19       0.62           1082401600079 
    27.4          90.0       10.1       0.43       0.37           1082401600080 
    27.4          90.0       12.1       1.00       0.35           1082401600081 
    27.4          90.0       14.1       0.12       0.31           1082401600082 
    27.4          90.0       16.1       0.01       0.19           1082401600083 
    27.4         130.0        4.1       3.32       1.01           1082401600084 
    27.4         130.0        6.1       0.54       0.82           1082401600085 
    27.4         130.0        8.1       0.66       0.53           1082401600086 
    27.4         130.0       10.1       0.65       0.52           1082401600087 
    27.4         130.0       12.1       0.61       0.40           1082401600088 
    27.4         150.0        4.1       1.45       1.02           1082401600089 
    27.4         150.0        6.1       1.00       0.82           1082401600090 
    27.4         150.0        8.1       0.17       0.56           1082401600091 
    27.4         150.0       10.1       0.05       0.51           1082401600092 
    27.4         150.0       12.1       0.92       0.33           1082401600093 
    39.7          15.0        3.9       5.75       1.46           1082401600094 
    39.7          15.0        5.9       4.64       1.15           1082401600095 
    39.7          15.0        7.9       5.04       0.84           1082401600096 
    39.7          15.0        9.9       2.37       0.61           1082401600097 
    39.7          15.0       11.9       2.03       0.47           1082401600098 
    39.7          15.0       13.9       1.71       0.38           1082401600099 
    39.7          15.0       15.9       1.50       0.34           1082401600100 
    39.7          15.0       17.9       1.25       0.31           1082401600101 
    39.7          15.0       19.9       0.27       0.29           1082401600102 
    39.7          15.0       21.9       0.43       0.25           1082401600103 
    39.7          15.0       23.9       0.05       0.25           1082401600104 
    39.7          15.0       25.9       0.27       0.19           1082401600105 
    39.7          15.0       27.9       0.58       0.22           1082401600106 
    39.7          15.0       29.9       0.59       0.27           1082401600107 
    39.7          15.0       31.9       0.34       0.18           1082401600108 
    39.7          20.0        4.2       8.26       1.29           1082401600109 
    39.7          20.0        6.2       2.31       1.02           1082401600110 
    39.7          20.0        8.2       4.53       0.71           1082401600111 
    39.7          20.0       10.2       2.68       0.46           1082401600112 
    39.7          20.0       12.2       2.91       0.38           1082401600113 
    39.7          20.0       14.2       1.68       0.31           1082401600114 
    39.7          20.0       16.2       1.00       0.26           1082401600115 
    39.7          20.0       18.2       0.83       0.24           1082401600116 
    39.7          20.0       20.2       0.79       0.22           1082401600117 
    39.7          20.0       22.2       0.50       0.20           1082401600118 
    39.7          20.0       24.2       0.25       0.19           1082401600119 
    39.7          20.0       26.2       0.23       0.15           1082401600120 
    39.7          20.0       28.2       0.64       0.16           1082401600121 
    39.7          20.0       30.2       0.53       0.22           1082401600122 
    39.7          20.0       32.2      -0.06       0.14           1082401600123 
    39.7          35.0        3.5       5.70       1.31           1082401600124 
    39.7          35.0        5.5       6.00       0.92           1082401600125 
    39.7          35.0        7.5       1.98       0.75           1082401600126 
    39.7          35.0        9.5       2.24       0.42           1082401600127 
    39.7          35.0       11.5       1.53       0.36           1082401600128 
    39.7          35.0       13.5       0.63       0.30           1082401600129 
    39.7          35.0       15.5       0.54       0.25           1082401600130 
    39.7          35.0       17.5       0.22       0.20           1082401600131 
    39.7          35.0       19.5       0.27       0.22           1082401600132 
    39.7          35.0       21.5       0.32       0.20           1082401600133 
    39.7          35.0       23.5       0.23       0.17           1082401600134 
    39.7          35.0       25.5       0.36       0.16           1082401600135 
    39.7          35.0       27.5      -0.02       0.10           1082401600136 
    39.7          40.0        3.9       7.95       0.89           1082401600137 
    39.7          40.0        5.9       5.71       0.75           1082401600138 
    39.7          40.0        7.9       3.00       0.55           1082401600139 
    39.7          40.0        9.9       1.96       0.35           1082401600140 
    39.7          40.0       11.9       1.66       0.29           1082401600141 
    39.7          40.0       13.9       0.56       0.22           1082401600142 
    39.7          40.0       15.9       0.08       0.20           1082401600143 
    39.7          40.0       17.9       0.38       0.19           1082401600144 
    39.7          40.0       19.9       0.47       0.17           1082401600145 
    39.7          40.0       21.9       0.16       0.13           1082401600146 
    39.7          40.0       23.9       0.24       0.10           1082401600147 
    39.7          40.0       25.9       0.06       0.10           1082401600148 
    39.7          40.0       27.9       0.00       0.04           1082401600149 
    39.7          45.0        4.2       4.07       1.04           1082401600150 
    39.7          45.0        6.2       3.30       0.94           1082401600151 
    39.7          45.0        8.2       1.77       0.56           1082401600152 
    39.7          45.0       10.2       1.83       0.40           1082401600153 
    39.7          45.0       12.2       1.10       0.32           1082401600154 
    39.7          45.0       14.2       0.98       0.29           1082401600155 
    39.7          45.0       16.2       0.46       0.23           1082401600156 
    39.7          45.0       18.2       0.06       0.23           1082401600157 
    39.7          45.0       20.2       0.16       0.18           1082401600158 
    39.7          45.0       22.2       0.08       0.19           1082401600159 
    39.7          45.0       24.2       0.27       0.14           1082401600160 
    39.7          45.0       26.2       0.07       0.14           1082401600161 
    39.7          45.0       28.2       0.09       0.10           1082401600162 
    39.7          45.0       30.2       0.09       0.04           1082401600163 
    39.7          65.0        3.9       1.86       1.12           1082401600164 
    39.7          65.0        5.9       2.31       0.62           1082401600165 
    39.7          65.0        7.9       1.20       0.52           1082401600166 
    39.7          65.0        9.9       0.65       0.31           1082401600167 
    39.7          65.0       11.9       0.33       0.25           1082401600168 
    39.7          65.0       13.9       0.40       0.19           1082401600169 
    39.7          65.0       15.9       0.17       0.15           1082401600170 
    39.7          65.0       17.9      -0.01       0.17           1082401600171 
    39.7          65.0       19.9      -0.02       0.11           1082401600172 
    39.7          65.0       21.9       0.21       0.10           1082401600173 
    39.7          65.0       23.9       0.07       0.08           1082401600174 
    39.7          90.0        3.8       1.25       1.27           1082401600175 
    39.7          90.0        5.8       2.19       0.70           1082401600176 
    39.7          90.0        7.8      -0.08       0.38           1082401600177 
    39.7          90.0        9.8       0.11       0.24           1082401600178 
    39.7          90.0       11.8      -0.11       0.16           1082401600179 
    39.7          90.0       13.8      -0.02       0.16           1082401600180 
    39.7          90.0       15.8       0.04       0.13           1082401600181 
    39.7          90.0       17.8      -0.09       0.08           1082401600182 
    39.7          90.0       19.8       0.08       0.06           1082401600183 
    39.7          90.0       21.8       0.16       0.08           1082401600184 
    39.7          90.0       23.8       0.07       0.04           1082401600185 
    39.7         130.0        3.8       2.17       0.95           1082401600186 
    39.7         130.0        5.8       1.02       0.47           1082401600187 
    39.7         130.0        7.8       0.34       0.35           1082401600188 
    39.7         130.0        9.8       0.26       0.14           1082401600189 
    39.7         130.0       11.8       0.09       0.12           1082401600190 
    39.7         130.0       13.8       0.02       0.08           1082401600191 
    39.7         130.0       15.8       0.04       0.03           1082401600192 
    39.7         150.0        3.8       0.22       1.03           1082401600193 
    39.7         150.0        5.8       0.81       0.47           1082401600194 
    39.7         150.0        7.8      -0.07       0.33           1082401600195 
    39.7         150.0        9.8      -0.01       0.12           1082401600196 
    39.7         150.0       11.8      -0.04       0.08           1082401600197 
    39.7         150.0       13.8      -0.01       0.05           1082401600198 
    39.7         150.0       15.8       0.02       0.04           1082401600199 
    60.7          15.0        4.4       2.95       0.93           1082401600200 
    60.7          15.0        6.4       2.24       0.67           1082401600201 
    60.7          15.0        8.4       1.58       0.49           1082401600202 
    60.7          15.0       10.4       1.82       0.28           1082401600203 
    60.7          15.0       12.4       0.94       0.22           1082401600204 
    60.7          15.0       14.4       0.77       0.20           1082401600205 
    60.7          15.0       16.4       0.61       0.17           1082401600206 
    60.7          15.0       18.4       0.54       0.16           1082401600207 
    60.7          15.0       20.4       0.22       0.13           1082401600208 
    60.7          15.0       22.4       0.30       0.12           1082401600209 
    60.7          15.0       24.4       0.08       0.12           1082401600210 
    60.7          15.0       26.4       0.17       0.11           1082401600211 
    60.7          15.0       28.4       0.30       0.12           1082401600212 
    60.7          15.0       30.4       0.11       0.11           1082401600213 
    60.7          15.0       32.4       0.18       0.09           1082401600214 
    60.7          15.0       34.4       0.23       0.11           1082401600215 
    60.7          15.0       36.4       0.28       0.07           1082401600216 
    60.7          15.0       38.4       0.11       0.07           1082401600217 
    60.7          15.0       40.4       0.28       0.07           1082401600218 
    60.7          15.0       42.4       0.20       0.09           1082401600219 
