ENTRY            10661   20080824                             13501066100000001 
SUBENT        10661001   20080824                             13501066100100001 
BIB                 14         25                                 1066100100002 
INSTITUTE  (1USAIRT)                                              1066100100003 
REFERENCE  (J,NSE,62,716,197704)                                  1066100100004 
AUTHOR     (V.C.Rogers,D.R.Dixon,C.G.Hoot,D.Costello,V.J.Orphan)  1066100100005 
TITLE      Gamma-Ray Production Cross Sections for Copper from    1066100100006 
           0.67 to 19.6 MeV.                                      1066100100007 
FACILITY   (LINAC,1USAIRT) Pulsed linear accelerator source       1066100100008 
INC-SOURCE (PHOTO) Photoneutrons                                  1066100100009 
SAMPLE      99.9% pure copper sample.                             1066100100010 
METHOD     (TOF) Time-of-flight over 52.75 meter flight path      1066100100011 
DETECTOR   (GELI) Germanium-lithium detector                      1066100100012 
            Detector efficiency calibrated using calibrated       1066100100013 
            radioactive sources.                                  1066100100014 
MONITOR    Flux monitored by 3He and NE211 scintillator system.   1066100100015 
CORRECTION Corrected for background, attenuation, multiple        1066100100016 
            scattering, and dead time.                            1066100100017 
ERR-ANALYS (DATA-ERR) Overall uncertainty in measurements is due  1066100100018 
            to counting statistics, uncertainty in neutron flux,  1066100100019 
            Ge(Li) detector efficiency, flux ttenuation, multiple 1066100100020 
            scattering, and dead time losses.                     1066100100021 
           Errors that are larger than 12% are dominated by       1066100100022 
            uncertainties in peak area counting statistics and    1066100100023 
            background subtraction.                               1066100100024 
STATUS     (TABLE) Data taken from tables in reference.           1066100100025 
HISTORY    (19770426C)                                            1066100100026 
           (20080824A) Formats updated. BIB update.               1066100100027 
ENDBIB              25          0                                 1066100100028 
NOCOMMON             0          0                                 1066100100029 
ENDSUBENT           28          0                                 1066100199999 
SUBENT        10661002   19770513                             00001066100200001 
BIB                  1          1                                 1066100200002 
REACTION   (29-CU-0(N,X)0-G-0,PAR,DA,,4PI/AV)                     1066100200003 
ENDBIB               1          0                                 1066100200004 
COMMON               1          3                                 1066100200005 
ANG                                                               1066100200006 
ADEG                                                              1066100200007 
 125.                                                             1066100200008 
ENDCOMMON            3          0                                 1066100200009 
DATA                 5        710                                 1066100200010 
E          EN-MIN     EN-MAX     DATA       DATA-ERR              1066100200011 
 4270.      4550.       4.9        5.9         8.5                1066100300206 
 4270.      4550.       5.9        6.9        28.0                1066100300207 
 4270.      4550.       6.9        7.9        48.5                1066100300208 
 4270.      4550.       7.9        8.9        50.6                1066100300209 
 4270.      4550.       8.9        9.9        57.6                1066100300210 
 4270.      4550.       9.9       11.9        74.0                1066100300211 
 4270.      4550.      11.9       13.8        44.1                1066100300212 
 4270.      4550.      13.8       16.7        28.3                1066100300213 
 4270.      4550.      16.7       19.6        41.4                1066100300214 
 4550.      4839.       2.5        3.0         0.2                1066100300215 
 4550.      4839.       3.0        4.0         4.2                1066100300216 
 4550.      4839.       4.0        4.9         0.5                1066100300217 
 4550.      4839.       4.9        5.9         9.0                1066100300218 
 4550.      4839.       5.9        6.9        15.0                1066100300219 
 4550.      4839.       6.9        7.9        41.0                1066100300220 
 4550.      4839.       7.9        8.9        42.3                1066100300221 
 4550.      4839.       8.9        9.9        52.8                1066100300222 
 4550.      4839.       9.9       11.9        64.6                1066100300223 
 4550.      4839.      11.9       13.8        39.7                1066100300224 
 4550.      4839.      13.8       16.7        21.7                1066100300225 
 4550.      4839.      16.7       19.6        36.6                1066100300226 
 4839.      5123.       3.0        4.0         4.3                1066100300227 
 4839.      5123.       4.0        4.9         0.8                1066100300228 
 4839.      5123.       4.9        5.9        10.4                1066100300229 
 4839.      5123.       5.9        6.9        21.1                1066100300230 
 4839.      5123.       6.9        7.9        35.1                1066100300231 
 4839.      5123.       7.9        8.9        35.8                1066100300232 
 4839.      5123.       8.9        9.9        39.9                1066100300233 
 4839.      5123.       9.9       11.9        55.3                1066100300234 
 4839.      5123.      11.9       13.8        38.0                1066100300235 
 4839.      5123.      13.8       16.7        15.9                1066100300236 
 4839.      5123.      16.7       19.6        32.1                1066100300237 
 5123.      5408.       3.0        4.0         4.0                1066100300238 
 5123.      5408.       4.0        4.9         1.1                1066100300239 
 5123.      5408.       4.9        5.9        13.8                1066100300240 
 5123.      5408.       5.9        6.9        19.0                1066100300241 
 5123.      5408.       6.9        7.9        30.5                1066100300242 
 5123.      5408.       7.9        8.9        31.5                1066100300243 
 5123.      5408.       8.9        9.9        38.4                1066100300244 
 5123.      5408.       9.9       11.9        48.4                1066100300245 
 5123.      5408.      11.9       13.8        33.2                1066100300246 
 5123.      5408.      13.8       16.7        14.2                1066100300247 
 5123.      5408.      16.7       19.6        28.7                1066100300248 
 5408.      5693.       3.0        4.0         2.5                1066100300249 
 5408.      5693.       4.0        4.9         1.4                1066100300250 
 5408.      5693.       4.9        5.9        11.1                1066100300251 
 5408.      5693.       5.9        6.9        17.2                1066100300252 
 5408.      5693.       6.9        7.9        26.6                1066100300253 
 5408.      5693.       7.9        8.9        25.7                1066100300254 
 5408.      5693.       8.9        9.9        33.2                1066100300255 
 5408.      5693.       9.9       11.9        42.2                1066100300256 
 5408.      5693.      11.9       13.8        30.4                1066100300257 
 5408.      5693.      13.8       16.7        12.6                1066100300258 
 5408.      5693.      16.7       19.6        25.3                1066100300259 
 5693.      5977.       3.0        4.0         1.6                1066100300260 
 5693.      5977.       4.0        4.9         1.6                1066100300261 
 5693.      5977.       4.9        5.9        13.9                1066100300262 
 5693.      5977.       5.9        6.9        15.7                1066100300263 
 5693.      5977.       6.9        7.9        18.2                1066100300264 
 5693.      5977.       7.9        8.9        22.1                1066100300265 
 5693.      5977.       8.9        9.9        28.7                1066100300266 
 5693.      5977.       9.9       11.9        37.5                1066100300267 
 5693.      5977.      11.9       13.8        27.6                1066100300268 
 5693.      5977.      13.8       16.7        11.3                1066100300269 
 5693.      5977.      16.7       19.6        21.4                1066100300270 
 5977.      6262.       3.0        4.0         1.6                1066100300271 
 5977.      6262.       4.0        4.9         1.7                1066100300272 
 5977.      6262.       4.9        5.9        15.8                1066100300273 
 5977.      6262.       5.9        6.9        14.0                1066100300274 
 5977.      6262.       6.9        7.9        15.3                1066100300275 
 5977.      6262.       7.9        8.9        19.2                1066100300276 
 5977.      6262.       8.9        9.9        22.1                1066100300277 
 5977.      6262.       9.9       11.9        33.1                1066100300278 
 5977.      6262.      11.9       13.8        24.3                1066100300279 
 5977.      6262.      13.8       16.7        10.1                1066100300280 
 5977.      6262.      16.7       19.6        18.6                1066100300281 
 6262.      6547.       3.0        4.0         1.5                1066100300282 
 6262.      6547.       4.0        4.9         1.8                1066100300283 
 6262.      6547.       4.9        5.9        17.6                1066100300284 
 6262.      6547.       5.9        6.9        12.5                1066100300285 
 6262.      6547.       6.9        7.9        13.8                1066100300286 
 6262.      6547.       7.9        8.9        16.5                1066100300287 
 6262.      6547.       8.9        9.9        17.6                1066100300288 
 6262.      6547.       9.9       11.9        29.0                1066100300289 
 6262.      6547.      11.9       13.8        22.2                1066100300290 
 6262.      6547.      13.8       16.7         9.1                1066100300291 
 6262.      6547.      16.7       19.6        14.2                1066100300292 
 6547.      6881.       3.0        4.0         1.8                1066100300293 
 6547.      6881.       4.0        4.9         1.8                1066100300294 
 6547.      6881.       4.9        5.9        14.6                1066100300295 
 6547.      6881.       5.9        6.9        10.8                1066100300296 
 6547.      6881.       6.9        7.9        12.0                1066100300297 
 6547.      6881.       7.9        8.9        14.3                1066100300298 
 6547.      6881.       8.9        9.9        18.5                1066100300299 
 6547.      6881.       9.9       11.9        26.4                1066100300300 
 6547.      6881.      11.9       13.8        20.2                1066100300301 
 6547.      6881.      13.8       16.7         8.2                1066100300302 
 6547.      6881.      16.7       19.6        10.3                1066100300303 
 6881.      7116.       3.0        4.0         0.7                1066100300304 
 6881.      7116.       4.0        4.9         1.8                1066100300305 
 6881.      7116.       4.9        5.9         9.7                1066100300306 
 6881.      7116.       5.9        6.9         7.8                1066100300307 
 6881.      7116.       6.9        7.9        10.5                1066100300308 
 6881.      7116.       7.9        8.9        12.2                1066100300309 
 6881.      7116.       8.9        9.9        15.2                1066100300310 
 6881.      7116.       9.9       11.9        22.8                1066100300311 
 6881.      7116.      11.9       13.8        18.5                1066100300312 
 6881.      7116.      13.8       16.7         7.4                1066100300313 
 6881.      7116.      16.7       19.6         9.2                1066100300314 
 7116.      7401.       3.0        4.0         0.2                1066100300315 
 7116.      7401.       4.0        4.9         0.9                1066100300316 
 7116.      7401.       4.9        5.9         4.8                1066100300317 
 7116.      7401.       5.9        6.9         5.3                1066100300318 
 7116.      7401.       6.9        7.9         9.1                1066100300319 
 7116.      7401.       7.9        8.9        10.6                1066100300320 
 7116.      7401.       8.9        9.9        12.8                1066100300321 
 7116.      7401.       9.9       11.9        17.6                1066100300322 
 7116.      7401.      11.9       13.8        17.1                1066100300323 
 7116.      7401.      13.8       16.7         6.8                1066100300324 
 7116.      7401.      16.7       19.6         8.1                1066100300325 
 7401.      7685.       4.0        4.9         0.8                1066100300326 
 7401.      7685.       4.9        5.9         3.5                1066100300327 
 7401.      7685.       5.9        6.9         4.4                1066100300328 
 7401.      7685.       6.9        7.9         8.0                1066100300329 
 7401.      7685.       7.9        8.9         9.0                1066100300330 
 7401.      7685.       8.9        9.9        10.4                1066100300331 
 7401.      7685.       9.9       11.9        15.1                1066100300332 
 7401.      7685.      11.9       13.8        15.4                1066100300333 
 7401.      7685.      13.8       16.7         5.4                1066100300334 
 7401.      7685.      16.7       19.6         7.4                1066100300335 
 7685.      7970.       4.0        4.9         0.7                1066100300336 
 7685.      7970.       4.9        5.9         4.0                1066100300337 
 7685.      7970.       5.9        6.9         3.4                1066100300338 
 7685.      7970.       6.9        7.9         6.8                1066100300339 
 7685.      7970.       7.9        8.9         7.6                1066100300340 
 7685.      7970.       8.9        9.9         8.6                1066100300341 
 7685.      7970.       9.9       11.9         9.2                1066100300342 
 7685.      7970.      11.9       13.8        14.0                1066100300343 
 7685.      7970.      13.8       16.7         4.8                1066100300344 
 7685.      7970.      16.7       19.6         6.3                1066100300345 
 7970.      8254.       4.0        4.9         0.5                1066100300346 
 7970.      8254.       4.9        5.9         3.4                1066100300347 
 7970.      8254.       5.9        6.9         2.2                1066100300348 
 7970.      8254.       6.9        7.9         5.1                1066100300349 
 7970.      8254.       7.9        8.9         6.4                1066100300350 
 7970.      8254.       8.9        9.9         7.2                1066100300351 
 7970.      8254.       9.9       11.9         7.8                1066100300352 
 7970.      8254.      11.9       13.8        12.9                1066100300353 
 7970.      8254.      13.8       16.7         4.3                1066100300354 
 7970.      8254.      16.7       19.6         5.6                1066100300355 
 8254.      8539.       4.0        4.9         0.3                1066100300356 
 8254.      8539.       4.9        5.9         3.2                1066100300357 
 8254.      8539.       5.9        6.9         1.9                1066100300358 
 8254.      8539.       6.9        7.9         4.3                1066100300359 
 8254.      8539.       7.9        8.9         5.5                1066100300360 
 8254.      8539.       8.9        9.9         7.0                1066100300361 
 8254.      8539.       9.9       11.9         6.9                1066100300362 
 8254.      8539.      11.9       13.8         7.0                1066100300363 
 8254.      8539.      13.8       16.7         3.9                1066100300364 
 8254.      8539.      16.7       19.6         4.8                1066100300365 
 8539.      8824.       4.0        4.9         0.1                1066100300366 
 8539.      8824.       4.9        5.9         1.9                1066100300367 
 8539.      8824.       5.9        6.9         1.6                1066100300368 
 8539.      8824.       6.9        7.9         3.2                1066100300369 
 8539.      8824.       7.9        8.9         4.1                1066100300370 
 8539.      8824.       8.9        9.9         6.1                1066100300371 
 8539.      8824.       9.9       11.9         6.0                1066100300372 
 8539.      8824.      11.9       13.8         5.6                1066100300373 
 8539.      8824.      13.8       16.7         3.5                1066100300374 
 8539.      8824.      16.7       19.6         4.1                1066100300375 
 8824.      9104.       4.0        4.9         0.1                1066100300376 
 8824.      9104.       4.9        5.9         1.4                1066100300377 
 8824.      9104.       5.9        6.9         1.4                1066100300378 
 8824.      9104.       6.9        7.9         2.7                1066100300379 
 8824.      9104.       7.9        8.9         3.7                1066100300380 
 8824.      9104.       8.9        9.9         5.4                1066100300381 
 8824.      9104.       9.9       11.9         5.3                1066100300382 
 8824.      9104.      11.9       13.8         5.2                1066100300383 
 8824.      9104.      13.8       16.7         3.3                1066100300384 
 8824.      9104.      16.7       19.6         3.6                1066100300385 
 9104.      9393.       4.0        4.9         0.1                1066100300386 
 9104.      9393.       4.9        5.9         0.6                1066100300387 
 9104.      9393.       5.9        6.9         1.2                1066100300388 
 9104.      9393.       6.9        7.9         2.1                1066100300389 
 9104.      9393.       7.9        8.9         3.1                1066100300390 
 9104.      9393.       8.9        9.9         4.6                1066100300391 
 9104.      9393.       9.9       11.9         4.8                1066100300392 
 9104.      9393.      11.9       13.8         4.8                1066100300393 
 9104.      9393.      13.8       16.7         3.0                1066100300394 
 9104.      9393.      16.7       19.6         3.1                1066100300395 
 9393.      9678.       4.9        5.9         0.2                1066100300396 
 9393.      9678.       5.9        6.9         1.0                1066100300397 
 9393.      9678.       6.9        7.9         1.8                1066100300398 
 9393.      9678.       7.9        8.9         2.5                1066100300399 
 9393.      9678.       8.9        9.9         3.9                1066100300400 
 9393.      9678.       9.9       11.9         4.2                1066100300401 
 9393.      9678.      11.9       13.8         4.5                1066100300402 
 9393.      9678.      13.8       16.7         2.8                1066100300403 
 9393.      9678.      16.7       19.6         2.6                1066100300404 
 9678.      9962.       4.9        5.9         0.1                1066100300405 
 9678.      9962.       5.9        6.9         0.6                1066100300406 
 9678.      9962.       6.9        7.9         1.3                1066100300407 
 9678.      9962.       7.9        8.9         1.4                1066100300408 
 9678.      9962.       8.9        9.9         2.8                1066100300409 
 9678.      9962.       9.9       11.9         3.6                1066100300410 
 9678.      9962.      11.9       13.8         4.4                1066100300411 
 9678.      9962.      13.8       16.7         2.7                1066100300412 
 9678.      9962.      16.7       19.6         2.3                1066100300413 
 9962.     10246.       4.9        5.9         0.1                1066100300414 
 9962.     10246.       5.9        6.9         0.3                1066100300415 
 9962.     10246.       6.9        7.9         0.6                1066100300416 
 9962.     10246.       7.9        8.9         1.0                1066100300417 
 9962.     10246.       8.9        9.9         2.5                1066100300418 
 9962.     10246.       9.9       11.9         3.2                1066100300419 
 9962.     10246.      11.9       13.8         3.5                1066100300420 
 9962.     10246.      13.8       16.7         2.6                1066100300421 
 9962.     10246.      16.7       19.6         2.0                1066100300422 
ENDDATA            412          0                                 1066100300423 
ENDSUBENT          422          0                                 1066100399999 
ENDENTRY             3          0                                 1066199999999 
