ENTRY            10661   20080824                             13501066100000001 
SUBENT        10661001   20080824                             13501066100100001 
BIB                 14         25                                 1066100100002 
INSTITUTE  (1USAIRT)                                              1066100100003 
REFERENCE  (J,NSE,62,716,197704)                                  1066100100004 
AUTHOR     (V.C.Rogers,D.R.Dixon,C.G.Hoot,D.Costello,V.J.Orphan)  1066100100005 
TITLE      Gamma-Ray Production Cross Sections for Copper from    1066100100006 
           0.67 to 19.6 MeV.                                      1066100100007 
FACILITY   (LINAC,1USAIRT) Pulsed linear accelerator source       1066100100008 
INC-SOURCE (PHOTO) Photoneutrons                                  1066100100009 
SAMPLE      99.9% pure copper sample.                             1066100100010 
METHOD     (TOF) Time-of-flight over 52.75 meter flight path      1066100100011 
DETECTOR   (GELI) Germanium-lithium detector                      1066100100012 
            Detector efficiency calibrated using calibrated       1066100100013 
            radioactive sources.                                  1066100100014 
MONITOR    Flux monitored by 3He and NE211 scintillator system.   1066100100015 
CORRECTION Corrected for background, attenuation, multiple        1066100100016 
            scattering, and dead time.                            1066100100017 
ERR-ANALYS (DATA-ERR) Overall uncertainty in measurements is due  1066100100018 
            to counting statistics, uncertainty in neutron flux,  1066100100019 
            Ge(Li) detector efficiency, flux ttenuation, multiple 1066100100020 
            scattering, and dead time losses.                     1066100100021 
           Errors that are larger than 12% are dominated by       1066100100022 
            uncertainties in peak area counting statistics and    1066100100023 
            background subtraction.                               1066100100024 
STATUS     (TABLE) Data taken from tables in reference.           1066100100025 
HISTORY    (19770426C)                                            1066100100026 
           (20080824A) Formats updated. BIB update.               1066100100027 
ENDBIB              25          0                                 1066100100028 
NOCOMMON             0          0                                 1066100100029 
ENDSUBENT           28          0                                 1066100199999 
SUBENT        10661002   19770513                             00001066100200001 
BIB                  1          1                                 1066100200002 
REACTION   (29-CU-0(N,X)0-G-0,PAR,DA,,4PI/AV)                     1066100200003 
ENDBIB               1          0                                 1066100200004 
COMMON               1          3                                 1066100200005 
ANG                                                               1066100200006 
ADEG                                                              1066100200007 
 125.                                                             1066100200008 
ENDCOMMON            3          0                                 1066100200009 
DATA                 5        710                                 1066100200010 
E          EN-MIN     EN-MAX     DATA       DATA-ERR              1066100200011 
  456.       2.5        3.0        20.       30.                  1066100200054 
  456.       3.0        4.0        24.       30.                  1066100200055 
  456.       4.0        4.9        20.       30.                  1066100200056 
  456.       4.9        5.9        16.       30.                  1066100200057 
  456.       5.9        6.9        14.       60.                  1066100200058 
  456.       6.9        7.9        19.       30.                  1066100200059 
  456.       7.9        8.9        11.       60.                  1066100200060 
  456.       8.9        9.9        15.       30.                  1066100200061 
  456.       9.9       11.9         9.       60.                  1066100200062 
  456.      11.9       13.8         4.       80.                  1066100200063 
  468.       4.0        4.9         5.       80.                  1066100200064 
  468.       4.9        5.9         7.       60.                  1066100200065 
  468.       5.9        6.9        12.       60.                  1066100200066 
  468.       6.9        7.9        13.       60.                  1066100200067 
  468.       7.9        8.9        10.       60.                  1066100200068 
  468.       8.9        9.9        12.       60.                  1066100200069 
  468.       9.9       11.9        14.       60.                  1066100200070 
  468.      11.9       13.8        19.       30.                  1066100200071 
  468.      13.8       16.7        12.       60.                  1066100200072 
  468.      16.7       19.6         7.       60.                  1066100200073 
  585.       1.5        2.0        18.       30.                  1066100200074 
  585.       2.0        2.5        18.       30.                  1066100200075 
  585.       2.5        3.0        11.       60.                  1066100200076 
  585.       3.0        4.0         9.       60.                  1066100200077 
  585.       4.0        4.9        12.       60.                  1066100200078 
  585.       4.9        5.9        13.       60.                  1066100200079 
  585.       5.9        6.9         5.       80.                  1066100200080 
  585.       6.9        7.9         9.       60.                  1066100200081 
  585.       7.9        8.9         7.       60.                  1066100200082 
  585.       8.9        9.9         2.       80.                  1066100200083 
  585.       9.9       11.9         5.       80.                  1066100200084 
  585.      11.9       13.8         4.       80.                  1066100200085 
  585.      13.8       16.7         4.       80.                  1066100200086 
  585.      16.7       19.6         6.       60.                  1066100200087 
  643.       2.5        3.0         5.       80.                  1066100200088 
  643.       3.0        4.0        13.       60.                  1066100200089 
  643.       4.0        4.9        19.       30.                  1066100200090 
  643.       4.9        5.9        13.       60.                  1066100200091 
  643.       5.9        6.9        22.       30.                  1066100200092 
  643.       6.9        7.9        16.       30.                  1066100200093 
  643.       7.9        8.9        19.       30.                  1066100200094 
  643.       8.9        9.9        12.       60.                  1066100200095 
  643.       9.9       11.9        19.       30.                  1066100200096 
  643.      11.9       13.8        12.       60.                  1066100200097 
  643.      13.8       16.7        15.       30.                  1066100200098 
  669.       0.67       0.78       80.       15.                  1066100200099 
  669.       0.78       1.00      115.       15.                  1066100200100 
  669.       1.00       1.51      126.       15.                  1066100200101 
  669.       1.5        2.0       130.       15.                  1066100200102 
  669.       2.0        2.5       123.       15.                  1066100200103 
  669.       2.5        3.0       116.       15.                  1066100200104 
  669.       3.0        4.0       111.       15.                  1066100200105 
  669.       4.0        4.9       107.       15.                  1066100200106 
  669.       4.9        5.9        77.       15.                  1066100200107 
  669.       5.9        6.9        95.       15.                  1066100200108 
  669.       6.9        7.9        51.       20.                  1066100200109 
  669.       7.9        8.9        47.       20.                  1066100200110 
  669.       8.9        9.9        44.       20.                  1066100200111 
  669.       9.9       11.9        36.       20.                  1066100200112 
  669.      11.9       13.8        18.       30.                  1066100200113 
  669.      13.8       16.7        15.       30.                  1066100200114 
  669.      16.7       19.6        11.       60.                  1066100200115 
  684.       3.0        4.0         1.       80.                  1066100200116 
  684.       4.0        4.9         7.       60.                  1066100200117 
  684.       4.9        5.9         6.       60.                  1066100200118 
  684.       5.9        6.9        22.       30.                  1066100200119 
  684.       6.9        7.9        36.       20.                  1066100200120 
  684.       7.9        8.9        39.       20.                  1066100200121 
  684.       8.9        9.9        20.       30.                  1066100200122 
  684.       9.9       11.9        12.       60.                  1066100200123 
  684.      11.9       13.8        12.       60.                  1066100200124 
  684.      13.8       16.7        12.       60.                  1066100200125 
  754.       2.0        2.5        10.       60.                  1066100200126 
  754.       2.5        3.0        12.       60.                  1066100200127 
  754.       3.0        4.0         6.       60.                  1066100200128 
  754.       4.0        4.9         9.       60.                  1066100200129 
  754.       4.9        5.9        12.       60.                  1066100200130 
  754.       5.9        6.9         6.       60.                  1066100200131 
  754.       6.9        7.9         6.       60.                  1066100200132 
  754.       7.9        8.9         7.       60.                  1066100200133 
  754.       8.9        9.9        10.       60.                  1066100200134 
  754.       9.9       11.9         7.       60.                  1066100200135 
  754.      11.9       13.8         3.       80.                  1066100200136 
  754.      13.8       16.7         5.       80.                  1066100200137 
  770.       0.78       1.00       29.       20.                  1066100200138 
  770.       1.00       1.51       45.       20.                  1066100200139 
  770.       1.5        2.0        51.       20.                  1066100200140 
  770.       2.0        2.5        58.       20.                  1066100200141 
  770.       2.5        3.0        68.       15.                  1066100200142 
  770.       3.0        4.0        66.       15.                  1066100200143 
  770.       4.0        4.9        65.       15.                  1066100200144 
  770.       4.9        5.9        50.       20.                  1066100200145 
  770.       5.9        6.9        57.       20.                  1066100200146 
  770.       6.9        7.9        41.       20.                  1066100200147 
  770.       7.9        8.9        40.       20.                  1066100200148 
  770.       8.9        9.9        29.       20.                  1066100200149 
  770.       9.9       11.9        27.       20.                  1066100200150 
  770.      11.9       13.8        14.       60.                  1066100200151 
  770.      13.8       16.7        12.       60.                  1066100200152 
  770.      16.7       19.6        10.       60.                  1066100200153 
  898.       1.5        2.0        32.       20.                  1066100200154 
  898.       2.0        2.5        34.       20.                  1066100200155 
  898.       2.5        3.0        37.       20.                  1066100200156 
  898.       3.0        4.0        46.       20.                  1066100200157 
  898.       4.0        4.9        67.       15.                  1066100200158 
  898.       4.9        5.9        67.       15.                  1066100200159 
  898.       5.9        6.9        64.       15.                  1066100200160 
  898.       6.9        7.9        54.       20.                  1066100200161 
  898.       7.9        8.9        56.       20.                  1066100200162 
  898.       8.9        9.9        56.       20.                  1066100200163 
  898.       9.9       11.9        54.       20.                  1066100200164 
  898.      11.9       13.8        29.       20.                  1066100200165 
  898.      13.8       16.7        18.       30.                  1066100200166 
  898.      16.7       19.6        20.       30.                  1066100200167 
  924.       2.5        3.0         6.       60.                  1066100200168 
  924.       3.0        4.0        11.       60.                  1066100200169 
  924.       4.0        4.9        11.       60.                  1066100200170 
  924.       4.9        5.9         3.       80.                  1066100200171 
  924.       5.9        6.9        13.       60.                  1066100200172 
  924.       6.9        7.9        10.       60.                  1066100200173 
  924.       7.9        8.9        10.       60.                  1066100200174 
  924.       8.9        9.9        14.       60.                  1066100200175 
  924.       9.9       11.9        22.       30.                  1066100200176 
  924.      11.9       13.8        13.       60.                  1066100200177 
  924.      13.8       16.7        17.       60.                  1066100200178 
  924.      16.7       19.6        25.       20.                  1066100200179 
  962.       0.78       1.00       84.       15.                  1066100200180 
  962.       1.00       1.51      182.       15.                  1066100200181 
  962.       1.5        2.0       275.       15.                  1066100200182 
  962.       2.0        2.5       315.       15.                  1066100200183 
  962.       2.5        3.0       325.       15.                  1066100200184 
  962.       3.0        4.0       364.       15.                  1066100200185 
  962.       4.0        4.9       367.       15.                  1066100200186 
  962.       4.9        5.9       339.       15.                  1066100200187 
  962.       5.9        6.9       388.       15.                  1066100200188 
  962.       6.9        7.9       342.       15.                  1066100200189 
  962.       7.9        8.9       303.       15.                  1066100200190 
  962.       8.9        9.9       261.       15.                  1066100200191 
  962.       9.9       11.9       245.       15.                  1066100200192 
  962.      11.9       13.8       172.       15.                  1066100200193 
  962.      13.8       16.7       103.       15.                  1066100200194 
  962.      16.7       19.6       109.       15.                  1066100200195 
  977.       2.0        2.5         5.       80.                  1066100200196 
  977.       2.5        3.0        20.       30.                  1066100200197 
  977.       3.0        4.0        41.       20.                  1066100200198 
  977.       4.0        4.9        42.       20.                  1066100200199 
  977.       4.9        5.9        28.       20.                  1066100200200 
  977.       5.9        6.9        39.       20.                  1066100200201 
  977.       6.9        7.9        38.       20.                  1066100200202 
  977.       7.9        8.9        41.       20.                  1066100200203 
  977.       8.9        9.9        29.       20.                  1066100200204 
  977.       9.9       11.9        40.       20.                  1066100200205 
  977.      11.9       13.8        19.       30.                  1066100200206 
  977.      13.8       16.7        26.       20.                  1066100200207 
  977.      16.7       19.6        46.       20.                  1066100200208 
  991.       2.5        3.0        18.       30.                  1066100200209 
  991.       3.0        4.0        14.       60.                  1066100200210 
  991.       4.0        4.9         3.       80.                  1066100200211 
  991.       4.9        5.9         8.       60.                  1066100200212 
  991.       5.9        6.9         9.       60.                  1066100200213 
  991.       6.9        7.9         8.       60.                  1066100200214 
  991.       7.9        8.9         8.       60.                  1066100200215 
  991.       8.9        9.9        14.       60.                  1066100200216 
  991.       9.9       11.9        12.       60.                  1066100200217 
  991.      11.9       13.8        11.       60.                  1066100200218 
  991.      13.8       16.7        11.       60.                  1066100200219 
  991.      16.7       19.6        12.       60.                  1066100200220 
 1092.       6.9        7.9        12.       60.                  1066100200221 
 1092.       7.9        8.9         5.       80.                  1066100200222 
 1092.       8.9        9.9        13.       60.                  1066100200223 
 1092.       9.9       11.9        10.       60.                  1066100200224 
 1092.      11.9       13.8        11.       60.                  1066100200225 
 1092.      13.8       16.7        15.       30.                  1066100200226 
 1092.      16.7       19.6        21.       30.                  1066100200227 
 1115.       1.00       1.51       64.       15.                  1066100200228 
 1115.       1.5        2.0       113.       15.                  1066100200229 
 1115.       2.0        2.5       142.       15.                  1066100200230 
 1115.       2.5        3.0       167.       15.                  1066100200231 
 1115.       3.0        4.0       213.       15.                  1066100200232 
 1115.       4.0        4.9       107.       15.                  1066100200233 
 1115.       4.9        5.9       186.       15.                  1066100200234 
 1115.       5.9        6.9       195.       15.                  1066100200235 
 1115.       6.9        7.9       189.       15.                  1066100200236 
 1115.       7.9        8.9       169.       15.                  1066100200237 
 1115.       8.9        9.9       157.       15.                  1066100200238 
 1115.       9.9       11.9       154.       15.                  1066100200239 
 1115.      11.9       13.8       106.       15.                  1066100200240 
 1115.      13.8       16.7        58.       20.                  1066100200241 
 1115.      16.7       19.6        36.       20.                  1066100200242 
 1129.       2.0        2.5        21.       30.                  1066100200243 
 1129.       2.5        3.0        31.       20.                  1066100200244 
 1129.       3.0        4.0        35.       20.                  1066100200245 
 1129.       4.0        4.9        28.       20.                  1066100200246 
 1129.       4.9        5.9        35.       20.                  1066100200247 
 1129.       5.9        6.9        48.       20.                  1066100200248 
 1129.       6.9        7.9        42.       20.                  1066100200249 
 1129.       7.9        8.9        37.       20.                  1066100200250 
 1129.       8.9        9.9        40.       20.                  1066100200251 
 1129.       9.9       11.9        30.       20.                  1066100200252 
 1129.      11.9       13.8        32.       20.                  1066100200253 
 1129.      13.8       16.7        26.       20.                  1066100200254 
 1129.      16.7       19.6        21.       30.                  1066100200255 
 1162.       2.0        2.5        19.       30.                  1066100200256 
 1162.       2.5        3.0        12.       60.                  1066100200257 
 1162.       3.0        4.0        26.       20.                  1066100200258 
 1162.       4.0        4.9        25.       20.                  1066100200259 
 1162.       4.9        5.9        25.       20.                  1066100200260 
 1162.       5.9        6.9        23.       30.                  1066100200261 
 1162.       6.9        7.9        22.       30.                  1066100200262 
 1162.       7.9        8.9        20.       30.                  1066100200263 
 1162.       8.9        9.9        18.       30.                  1066100200264 
 1162.       9.9       11.9        45.       20.                  1066100200265 
 1162.      11.9       13.8        55.       20.                  1066100200266 
 1162.      13.8       16.7        63.       15.                  1066100200267 
 1162.      16.7       19.6        63.       15.                  1066100200268 
 1177.       3.0        4.0        14.       60.                  1066100200269 
 1177.       4.0        4.9         7.       60.                  1066100200270 
 1177.       4.9        5.9        14.       60.                  1066100200271 
 1177.       5.9        6.9        16.       30.                  1066100200272 
 1177.       6.9        7.9        15.       30.                  1066100200273 
 1177.       7.9        8.9        13.       60.                  1066100200274 
 1177.       8.9        9.9        32.       20.                  1066100200275 
 1177.       9.9       11.9        50.       20.                  1066100200276 
 1177.      11.9       13.8       183.       15.                  1066100200277 
 1177.      13.8       16.7       169.       15.                  1066100200278 
 1177.      16.7       19.6       211.       15.                  1066100200279 
 1245.       2.0        2.5         7.       60.                  1066100200280 
 1245.       2.5        3.0        12.       60.                  1066100200281 
 1245.       3.0        4.0        16.       30.                  1066100200282 
 1245.       4.0        4.9        20.       30.                  1066100200283 
 1245.       4.9        5.9        17.       30.                  1066100200284 
 1245.       5.9        6.9        21.       30.                  1066100200285 
 1245.       6.9        7.9        21.       30.                  1066100200286 
 1245.       7.9        8.9        15.       30.                  1066100200287 
 1245.       8.9        9.9        17.       30.                  1066100200288 
 1245.       9.9       11.9        22.       30.                  1066100200289 
 1245.      11.9       13.8        19.       30.                  1066100200290 
 1245.      13.8       16.7        15.       30.                  1066100200291 
 1245.      16.7       19.6        25.       20.                  1066100200292 
 1327.       1.00       1.51       54.       20.                  1066100200293 
 1327.       1.5        2.0       103.       15.                  1066100200294 
 1327.       2.0        2.5       147.       15.                  1066100200295 
 1327.       2.5        3.0       147.       15.                  1066100200296 
 1327.       3.0        4.0       201.       15.                  1066100200297 
 1327.       4.0        4.9       225.       15.                  1066100200298 
 1327.       4.9        5.9       217.       15.                  1066100200299 
 1327.       5.9        6.9       237.       15.                  1066100200300 
 1327.       6.9        7.9       221.       15.                  1066100200301 
 1327.       7.9        8.9       223.       15.                  1066100200302 
 1327.       8.9        9.9       206.       15.                  1066100200303 
 1327.       9.9       11.9       181.       15.                  1066100200304 
 1327.      11.9       13.8       136.       15.                  1066100200305 
 1327.      13.8       16.7        70.       15.                  1066100200306 
 1327.      16.7       19.6        69.       15.                  1066100200307 
 1340.       2.5        3.0        17.       30.                  1066100200308 
 1340.       3.0        4.0        21.       30.                  1066100200309 
 1340.       4.0        4.9        16.       30.                  1066100200310 
 1340.       4.9        5.9        11.       60.                  1066100200311 
 1340.       5.9        6.9         6.       60.                  1066100200312 
 1350.       3.0        4.0        21.       30.                  1066100200313 
 1350.       4.0        4.9        30.       20.                  1066100200314 
 1350.       4.9        5.9        31.       20.                  1066100200315 
 1350.       5.9        6.9        44.       20.                  1066100200316 
 1350.       6.9        7.9        30.       20.                  1066100200317 
 1350.       7.9        8.9        47.       20.                  1066100200318 
 1350.       8.9        9.9        45.       20.                  1066100200319 
 1350.       9.9       11.9        35.       20.                  1066100200320 
 1350.      11.9       13.8        35.       20.                  1066100200321 
 1350.      13.8       16.7        28.       20.                  1066100200322 
 1350.      16.7       19.6        27.       20.                  1066100200323 
 1372.       2.5        3.0         3.       80.                  1066100200324 
 1372.       3.0        4.0         6.       60.                  1066100200325 
 1372.       4.0        4.9         5.       80.                  1066100200326 
 1372.       4.9        5.9         4.       80.                  1066100200327 
 1372.       5.9        6.9         5.       80.                  1066100200328 
 1372.       6.9        7.9         5.       80.                  1066100200329 
 1372.       7.9        8.9         3.       80.                  1066100200330 
 1372.       8.9        9.9         5.       80.                  1066100200331 
 1372.       9.9       11.9         5.       80.                  1066100200332 
 1391.       2.0        2.5         4.       80.                  1066100200333 
 1391.       2.5        3.0        13.       60.                  1066100200334 
 1391.       3.0        4.0        17.       30.                  1066100200335 
 1391.       4.0        4.9        15.       30.                  1066100200336 
 1391.       4.9        5.9        13.       60.                  1066100200337 
 1391.       5.9        6.9        10.       60.                  1066100200338 
 1391.       6.9        7.9         7.       60.                  1066100200339 
 1391.       7.9        8.9        17.       30.                  1066100200340 
 1391.       8.9        9.9        10.       60.                  1066100200341 
 1391.       9.9       11.9         7.       60.                  1066100200342 
 1391.      11.9       13.8        10.       60.                  1066100200343 
 1391.      13.8       16.7         5.       80.                  1066100200344 
 1391.      16.7       19.6        10.       60.                  1066100200345 
 1412.       1.00       1.51       39.       20.                  1066100200346 
 1412.       1.5        2.0        74.       15.                  1066100200347 
 1412.       2.0        2.5        85.       15.                  1066100200348 
 1412.       2.5        3.0        79.       15.                  1066100200349 
 1412.       3.0        4.0        89.       15.                  1066100200350 
 1412.       4.0        4.9        72.       15.                  1066100200351 
 1412.       4.9        5.9        71.       15.                  1066100200352 
 1412.       5.9        6.9        65.       15.                  1066100200353 
 1412.       6.9        7.9        56.       20.                  1066100200354 
 1412.       7.9        8.9        61.       15.                  1066100200355 
 1412.       8.9        9.9        37.       20.                  1066100200356 
 1412.       9.9       11.9        36.       20.                  1066100200357 
 1412.      11.9       13.8        27.       20.                  1066100200358 
 1412.      13.8       16.7        14.       60.                  1066100200359 
 1412.      16.7       19.6        20.       30.                  1066100200360 
 1443.       2.0        2.5         5.       80.                  1066100200361 
 1443.       2.5        3.0         7.       60.                  1066100200362 
 1443.       3.0        4.0        12.       60.                  1066100200363 
 1443.       4.0        4.9         9.       60.                  1066100200364 
 1443.       4.9        5.9        19.       30.                  1066100200365 
 1443.       5.9        6.9        21.       30.                  1066100200366 
 1443.       6.9        7.9        14.       60.                  1066100200367 
 1443.       7.9        8.9        10.       60.                  1066100200368 
 1443.       8.9        9.9        16.       30.                  1066100200369 
 1443.       9.9       11.9         3.       80.                  1066100200370 
 1443.      11.9       13.8        13.       60.                  1066100200371 
 1443.      13.8       16.7        19.       30.                  1066100200372 
 1443.      16.7       19.6         7.       60.                  1066100200373 
 1481.       1.5        2.0        37.       20.                  1066100200374 
 1481.       2.0        2.5        57.       20.                  1066100200375 
 1481.       2.5        3.0        75.       15.                  1066100200376 
 1481.       3.0        4.0        83.       15.                  1066100200377 
 1481.       4.0        4.9       109.       15.                  1066100200378 
 1481.       4.9        5.9       104.       15.                  1066100200379 
 1481.       5.9        6.9        90.       15.                  1066100200380 
 1481.       6.9        7.9        89.       15.                  1066100200381 
 1481.       7.9        8.9        96.       15.                  1066100200382 
 1481.       8.9        9.9        95.       15.                  1066100200383 
 1481.       9.9       11.9        86.       15.                  1066100200384 
 1481.      11.9       13.8        68.       15.                  1066100200385 
 1481.      13.8       16.7        33.       20.                  1066100200386 
 1481.      16.7       19.6        29.       20.                  1066100200387 
 1547.       1.5        2.0        51.       20.                  1066100200388 
 1547.       2.0        2.5        73.       15.                  1066100200389 
 1547.       2.5        3.0        72.       15.                  1066100200390 
 1547.       3.0        4.0        64.       15.                  1066100200391 
 1547.       4.0        4.9        55.       20.                  1066100200392 
 1547.       4.9        5.9        38.       20.                  1066100200393 
 1547.       5.9        6.9        43.       20.                  1066100200394 
 1547.       6.9        7.9        48.       20.                  1066100200395 
 1547.       7.9        8.9        34.       20.                  1066100200396 
 1547.       8.9        9.9        19.       30.                  1066100200397 
 1547.       9.9       11.9        19.       30.                  1066100200398 
 1547.      11.9       13.8        21.       30.                  1066100200399 
 1547.      13.8       16.7         2.       80.                  1066100200400 
 1559.       2.0        2.5         3.       80.                  1066100200401 
 1559.       2.5        3.0         7.       60.                  1066100200402 
 1559.       3.0        4.0         6.       60.                  1066100200403 
 1559.       4.0        4.9         6.       60.                  1066100200404 
 1559.       4.9        5.9         4.       80.                  1066100200405 
 1559.       5.9        6.9         5.       80.                  1066100200406 
 1559.       6.9        7.9         7.       60.                  1066100200407 
 1559.       7.9        8.9         5.       80.                  1066100200408 
 1625.       1.5        2.0        20.       30.                  1066100200409 
 1625.       2.0        2.5        33.       20.                  1066100200410 
 1625.       2.5        3.0        31.       20.                  1066100200411 
 1625.       3.0        4.0        28.       20.                  1066100200412 
 1625.       4.0        4.9        28.       20.                  1066100200413 
 1625.       4.9        5.9        34.       20.                  1066100200414 
 1625.       5.9        6.9        43.       20.                  1066100200415 
 1625.       6.9        7.9        36.       20.                  1066100200416 
 1625.       7.9        8.9        36.       20.                  1066100200417 
 1625.       8.9        9.9        35.       20.                  1066100200418 
 1625.       9.9       11.9        20.       30.                  1066100200419 
 1625.      11.9       13.8        19.       30.                  1066100200420 
 1625.      13.8       16.7         2.       80.                  1066100200421 
 1635.       3.0        4.0         7.       60.                  1066100200422 
 1635.       4.0        4.9         6.       60.                  1066100200423 
 1635.       4.9        5.9         8.       60.                  1066100200424 
 1635.       5.9        6.9        15.       30.                  1066100200425 
 1635.       6.9        7.9        16.       30.                  1066100200426 
 1635.       7.9        8.9        14.       60.                  1066100200427 
 1635.       8.9        9.9         4.       80.                  1066100200428 
 1635.      11.9       13.8         7.       60.                  1066100200429 
 1635.      13.8       16.7         2.       80.                  1066100200430 
 1725.       1.5        2.0        17.       30.                  1066100200431 
 1725.       2.0        2.5        23.       30.                  1066100200432 
 1725.       2.5        3.0        22.       30.                  1066100200433 
 1725.       3.0        4.0        27.       20.                  1066100200434 
 1725.       4.0        4.9        21.       30.                  1066100200435 
 1725.       4.9        5.9        22.       30.                  1066100200436 
 1725.       5.9        6.9        17.       30.                  1066100200437 
 1725.       6.9        7.9        23.       30.                  1066100200438 
 1725.       7.9        8.9        10.       60.                  1066100200439 
 1725.       8.9        9.9         5.       80.                  1066100200440 
 1725.       9.9       11.9        15.       30.                  1066100200441 
 1725.      11.9       13.8         6.       60.                  1066100200442 
 1725.      13.8       16.7         8.       60.                  1066100200443 
 1725.      16.7       19.6         7.       60.                  1066100200444 
 1861.       1.5        2.0        15.       30.                  1066100200445 
 1861.       2.0        2.5        28.       20.                  1066100200446 
 1861.       2.5        3.0        47.       20.                  1066100200447 
 1861.       3.0        4.0        67.       15.                  1066100200448 
 1861.       4.0        4.9        71.       15.                  1066100200449 
 1861.       4.9        5.9        64.       15.                  1066100200450 
 1861.       5.9        6.9        79.       15.                  1066100200451 
 1861.       6.9        7.9        76.       15.                  1066100200452 
 1861.       7.9        8.9        64.       15.                  1066100200453 
 1861.       8.9        9.9        61.       15.                  1066100200454 
 1861.       9.9       11.9        56.       20.                  1066100200455 
