EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
 10.837       .359     4.3306      .0429      .0203     -.0006    1004704800220 
 10.959       .364     4.4037      .0417      .0197     -.0009    1004704800221 
 11.089       .370     4.3218      .0394      .0188     -.0010    1004704800222 
 11.222       .376     4.3631      .0369      .0172     -.0010    1004704800223 
 11.355       .383     4.4286      .0353      .0173      .0021    1004704800224 
 11.486       .388     4.4145      .0329      .0160      .0021    1004704800225 
 11.620       .395     4.3935      .0300      .0152      .0019    1004704800226 
 11.753       .401     4.3777      .0280      .0144      .0020    1004704800227 
 11.889       .408     4.3131      .0262      .0132      .0008    1004704800228 
 12.036       .415     4.3691      .0252      .0125      .0018    1004704800229 
 12.186       .423     4.3137      .0238      .0121      .0019    1004704800230 
 12.335       .430     4.2704      .0225      .0120      .0015    1004704800231 
 12.486       .437     4.2879      .0222      .0118      .0014    1004704800232 
 12.638       .445     4.3174      .0221      .0116      .0015    1004704800233 
 12.792       .453     4.2739      .0224      .0121      .0013    1004704800234 
 12.949       .461     4.2758      .0238      .0126      .0010    1004704800235 
 13.112       .470     4.2101      .0255      .0136     -.0006    1004704800236 
 13.282       .479     4.2313      .0290      .0149     -.0028    1004704800237 
 13.458       .489     4.2359      .0332      .0161     -.0043    1004704800238 
 13.638       .498     4.1751      .0377      .0189     -.0046    1004704800239 
 13.827       .506     4.2601      .0434      .0225     -.0024    1004704800240 
 14.015       .513     4.2704      .0454      .0237      .0026    1004704800241 
 14.204       .521     4.1867      .0428      .0220      .0043    1004704800242 
 14.395       .531     4.1002      .0376      .0190      .0039    1004704800243 
 14.586       .542     4.0410      .0338      .0169     -.0036    1004704800244 
 14.779       .554     4.0807      .0311      .0116     -.0047    1004704800245 
 14.980       .590     4.0302      .0486      .0162     -.0065    1004704800246 
ENDDATA            239          0                                 1004704800247 
ENDSUBENT          246          0                                 1004704899999 
SUBENT        10047049   19990907                             00001004704900001 
BIB                  2          2                                 1004704900002 
REACTION   (44-RU-0(N,TOT),,SIG)                                  1004704900003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004704900004 
ENDBIB               2          0                                 1004704900005 
NOCOMMON             0          0                                 1004704900006 
DATA                 6        242                                 1004704900007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004704900008 
MEV        MEV        B          B          B          B          1004704900009 
  2.273       .051     4.7723      .1189      .0636      .0175    1004704900010 
  2.284       .051     4.5073      .1372      .0551      .0097    1004704900011 
  2.295       .051     4.5182      .1437      .0630     -.0114    1004704900012 
  2.306       .051     4.7214      .1397      .0432     -.0083    1004704900013 
  2.319       .051     4.3255      .1275      .0614      .0051    1004704900014 
  2.330       .052     4.5711      .1274      .0588      .0051    1004704900015 
  2.342       .052     4.6699      .1265      .0543     -.0037    1004704900016 
  2.354       .052     4.4401      .1101      .0534     -.0044    1004704900017 
  2.366       .053     4.5253      .1183      .0527     -.0045    1004704900018 
  2.378       .053     4.5610      .1133      .0521      .0029    1004704900019 
  2.390       .054     4.5551      .1101      .0558      .0120    1004704900020 
  2.402       .054     4.4548      .1131      .0670      .0094    1004704900021 
  2.413       .054     4.3284      .0975      .0513      .0058    1004704900022 
  2.426       .054     4.4999      .1033      .0566      .0070    1004704900023 
  2.439       .055     4.4978      .1027      .0516      .0091    1004704900024 
  2.452       .055     4.3611      .0999      .0569      .0054    1004704900025 
  2.464       .055     4.6296      .1045      .0530      .0078    1004704900026 
  2.477       .056     4.4318      .0972      .0531      .0110    1004704900027 
  2.489       .056     4.5237      .0988      .0609      .0101    1004704900028 
  2.501       .056     4.3925      .0948      .0508      .0097    1004704900029 
  2.514       .057     4.4036      .0865      .0505      .0052    1004704900030 
  2.527       .057     4.3490      .0865      .0435      .0075    1004704900031 
  2.541       .058     4.3663      .0889      .0488      .0083    1004704900032 
  2.554       .058     4.2786      .0873      .0486      .0069    1004704900033 
  2.567       .058     4.2538      .0837      .0496      .0030    1004704900034 
  2.580       .058     4.4037      .0891      .0433      .0030    1004704900035 
  2.595       .059     4.3870      .0857      .0455      .0039    1004704900036 
  2.609       .059     4.4618      .0853      .0436      .0041    1004704900037 
  2.624       .059     4.4295      .0907      .0444      .0038    1004704900038 
  2.638       .060     4.3710      .0887      .0448      .0072    1004704900039 
  2.653       .060     4.3813      .0874      .0455      .0070    1004704900040 
  2.667       .061     4.3232      .0781      .0429      .0077    1004704900041 
  2.682       .061     4.1276      .0758      .0457      .0071    1004704900042 
  2.696       .062     4.2921      .0772      .0407      .0050    1004704900043 
  2.712       .062     4.3110      .0747      .0435      .0066    1004704900044 
  2.727       .063     4.2950      .0749      .0414      .0081    1004704900045 
  2.743       .063     4.3089      .0777      .0447      .0083    1004704900046 
  2.757       .064     4.2468      .0722      .0397      .0054    1004704900047 
  2.773       .064     4.2454      .0735      .0397      .0081    1004704900048 
  2.788       .065     4.2258      .0741      .0419      .0051    1004704900049 
  2.803       .065     4.1263      .0739      .0390     -.0042    1004704900050 
  2.818       .065     4.3755      .0771      .0357     -.0056    1004704900051 
  2.834       .066     4.2107      .0727      .0327     -.0047    1004704900052 
  2.851       .066     4.1159      .0697      .0380      .0027    1004704900053 
  2.866       .067     4.1410      .0703      .0329     -.0039    1004704900054 
  2.882       .067     4.0235      .0656      .0364     -.0068    1004704900055 
  2.898       .067     4.1197      .0751      .0383     -.0031    1004704900056 
  2.914       .068     4.3373      .0834      .0376     -.0056    1004704900057 
  2.930       .068     4.1742      .0759      .0314     -.0064    1004704900058 
  2.947       .069     4.1689      .0710      .0356     -.0047    1004704900059 
  2.963       .069     4.2349      .0724      .0345      .0015    1004704900060 
  2.980       .070     4.0942      .0662      .0362      .0037    1004704900061 
  2.996       .070     4.1205      .0619      .0335      .0045    1004704900062 
  3.014       .071     4.0949      .0617      .0356     -.0027    1004704900063 
  3.031       .071     4.1416      .0611      .0327      .0031    1004704900064 
  3.050       .072     4.2487      .0646      .0360     -.0018    1004704900065 
  3.067       .072     4.2022      .0641      .0337     -.0038    1004704900066 
  3.085       .073     4.2225      .0629      .0296      .0016    1004704900067 
  3.104       .073     4.1682      .0639      .0325      .0011    1004704900068 
  3.122       .074     4.1081      .0609      .0312      .0027    1004704900069 
  3.141       .074     4.1021      .0624      .0312      .0008    1004704900070 
  3.160       .075     3.9917      .0613      .0295     -.0038    1004704900071 
  3.179       .075     3.9918      .0632      .0274     -.0046    1004704900072 
  3.199       .076     3.9764      .0610      .0259     -.0012    1004704900073 
  3.219       .077     4.0507      .0629      .0302     -.0035    1004704900074 
  3.237       .077     4.1233      .0627      .0267     -.0051    1004704900075 
  3.257       .078     4.2240      .0641      .0253     -.0040    1004704900076 
  3.277       .078     4.0371      .0605      .0275     -.0034    1004704900077 
  3.297       .079     4.0408      .0624      .0269     -.0015    1004704900078 
  3.318       .080     4.0857      .0594      .0298      .0036    1004704900079 
  3.338       .081     4.1631      .0587      .0292      .0012    1004704900080 
  3.358       .081     3.9918      .0569      .0270     -.0023    1004704900081 
  3.379       .082     3.9045      .0547      .0270      .0028    1004704900082 
  3.400       .083     3.9030      .0552      .0305      .0031    1004704900083 
  3.420       .083     3.9759      .0535      .0282      .0029    1004704900084 
  3.442       .084     4.0554      .0542      .0286      .0040    1004704900085 
  3.464       .084     3.9768      .0526      .0304      .0052    1004704900086 
  3.485       .085     3.9953      .0515      .0295      .0050    1004704900087 
  3.508       .086     4.0253      .0512      .0308      .0064    1004704900088 
  3.530       .086     3.9522      .0514      .0323      .0073    1004704900089 
  3.552       .087     4.0279      .0505      .0329      .0071    1004704900090 
  3.573       .088     3.9789      .0495      .0299      .0065    1004704900091 
  3.596       .089     3.9428      .0495      .0289      .0059    1004704900092 
  3.619       .089     3.8723      .0482      .0282      .0057    1004704900093 
  3.642       .090     3.8740      .0487      .0298      .0060    1004704900094 
  3.664       .091     3.8809      .0519      .0285      .0030    1004704900095 
  3.685       .092     3.9595      .0570      .0218     -.0020    1004704900096 
  3.708       .092     3.9023      .0567      .0239     -.0049    1004704900097 
  3.730       .092     3.8996      .0552      .0227     -.0038    1004704900098 
  3.754       .093     3.9247      .0528      .0251     -.0037    1004704900099 
  3.777       .094     3.7936      .0491      .0246      .0020    1004704900100 
  3.802       .095     3.9116      .0503      .0256      .0026    1004704900101 
  3.827       .096     3.8417      .0484      .0264      .0049    1004704900102 
  3.852       .097     3.8791      .0476      .0271      .0052    1004704900103 
  3.877       .097     3.8205      .0457      .0280      .0052    1004704900104 
  3.902       .098     3.8589      .0457      .0272      .0051    1004704900105 
  3.929       .099     3.8348      .0459      .0279      .0056    1004704900106 
  3.955       .100     3.8377      .0453      .0282      .0059    1004704900107 
  3.981       .101     3.9011      .0443      .0279      .0056    1004704900108 
  4.007       .102     3.8161      .0426      .0261      .0060    1004704900109 
  4.034       .103     3.7928      .0425      .0275      .0067    1004704900110 
  4.060       .103     3.7873      .0420      .0283      .0070    1004704900111 
  4.085       .104     3.7969      .0421      .0277      .0054    1004704900112 
  4.112       .105     3.8213      .0429      .0263      .0053    1004704900113 
  4.140       .106     3.8761      .0426      .0273      .0046    1004704900114 
  4.167       .107     3.8733      .0439      .0254      .0045    1004704900115 
  4.196       .108     3.7719      .0435      .0277      .0043    1004704900116 
  4.223       .109     3.7991      .0450      .0247     -.0008    1004704900117 
  4.253       .110     3.7978      .0446      .0246     -.0022    1004704900118 
  4.282       .111     3.8068      .0454      .0225     -.0042    1004704900119 
  4.315       .112     3.8695      .0454      .0246      .0026    1004704900120 
  4.345       .113     3.7768      .0439      .0241     -.0015    1004704900121 
  4.375       .115     3.8062      .0442      .0243     -.0038    1004704900122 
  4.406       .115     3.8651      .0453      .0236     -.0026    1004704900123 
  4.438       .116     3.8342      .0457      .0236     -.0031    1004704900124 
  4.469       .117     3.8085      .0459      .0222     -.0056    1004704900125 
  4.501       .118     3.7511      .0471      .0218     -.0049    1004704900126 
  4.534       .120     3.8382      .0480      .0221     -.0046    1004704900127 
  4.566       .120     3.7765      .0481      .0211     -.0060    1004704900128 
  4.599       .121     3.6453      .0473      .0214     -.0059    1004704900129 
  4.633       .122     3.7908      .0473      .0220     -.0047    1004704900130 
  4.667       .123     3.8028      .0466      .0228     -.0049    1004704900131 
  4.701       .124     3.7017      .0475      .0231     -.0052    1004704900132 
  4.735       .125     3.7453      .0476      .0224     -.0050    1004704900133 
  4.771       .127     3.7563      .0475      .0222     -.0042    1004704900134 
  4.808       .128     3.7166      .0470      .0241     -.0017    1004704900135 
  4.843       .130     3.6524      .0462      .0259      .0041    1004704900136 
  4.878       .131     3.7532      .0461      .0276      .0058    1004704900137 
  4.913       .132     3.7738      .0460      .0281      .0044    1004704900138 
  4.948       .133     3.7687      .0443      .0254      .0028    1004704900139 
  4.987       .135     3.8234      .0468      .0270      .0030    1004704900140 
  5.025       .136     3.9049      .0474      .0268      .0046    1004704900141 
  5.064       .137     3.8855      .0482      .0293      .0042    1004704900142 
  5.101       .139     3.8472      .0482      .0280      .0035    1004704900143 
  5.140       .140     3.7829      .0488      .0279      .0043    1004704900144 
  5.182       .142     3.7500      .0483      .0287      .0039    1004704900145 
  5.222       .143     3.7834      .0480      .0282      .0050    1004704900146 
  5.265       .145     3.8830      .0495      .0304      .0034    1004704900147 
  5.304       .146     3.8501      .0482      .0274      .0054    1004704900148 
  5.347       .148     3.8470      .0493      .0322      .0049    1004704900149 
  5.386       .149     3.8358      .0502      .0294      .0043    1004704900150 
  5.432       .151     3.7566      .0515      .0297      .0017    1004704900151 
  5.476       .153     3.8440      .0515      .0276     -.0037    1004704900152 
  5.522       .154     3.7845      .0520      .0272     -.0015    1004704900153 
  5.568       .156     3.8029      .0536      .0293     -.0024    1004704900154 
  5.611       .157     3.9294      .0558      .0296      .0036    1004704900155 
  5.657       .159     3.9781      .0558      .0306     -.0006    1004704900156 
  5.702       .160     3.9048      .0541      .0301     -.0012    1004704900157 
  5.748       .162     3.9558      .0552      .0300     -.0006    1004704900158 
  5.794       .164     3.8660      .0544      .0295      .0037    1004704900159 
  5.842       .166     3.9077      .0555      .0317      .0049    1004704900160 
  5.889       .167     3.9565      .0545      .0323      .0062    1004704900161 
  5.937       .170     3.9196      .0534      .0337      .0080    1004704900162 
  5.985       .172     3.9882      .0530      .0347      .0080    1004704900163 
  6.033       .174     3.9102      .0512      .0344      .0073    1004704900164 
  6.082       .176     3.9230      .0524      .0339      .0066    1004704900165 
  6.135       .178     3.8980      .0537      .0332      .0075    1004704900166 
  6.188       .179     3.8830      .0533      .0351      .0073    1004704900167 
  6.238       .181     3.9498      .0539      .0349      .0073    1004704900168 
  6.291       .184     3.9982      .0543      .0355      .0072    1004704900169 
  6.344       .185     4.0391      .0554      .0352      .0072    1004704900170 
  6.400       .187     4.0275      .0560      .0370      .0076    1004704900171 
  6.451       .190     3.9438      .0567      .0340      .0057    1004704900172 
  6.507       .193     3.9685      .0565      .0347      .0053    1004704900173 
  6.561       .195     3.9310      .0587      .0346      .0021    1004704900174 
  6.620       .197     4.0191      .0609      .0371      .0035    1004704900175 
  6.674       .199     4.0143      .0625      .0320     -.0031    1004704900176 
  6.733       .201     4.0167      .0618      .0323     -.0052    1004704900177 
  6.793       .203     4.0476      .0639      .0320     -.0036    1004704900178 
  6.852       .206     4.0332      .0634      .0338     -.0053    1004704900179 
  6.908       .209     4.0135      .0675      .0278     -.0086    1004704900180 
  6.972       .211     4.0441      .0638      .0293     -.0078    1004704900181 
  7.036       .214     3.9945      .0657      .0306     -.0076    1004704900182 
  7.101       .217     4.0192      .0674      .0316     -.0073    1004704900183 
  7.165       .219     4.1009      .0700      .0295     -.0077    1004704900184 
  7.233       .221     4.0908      .0710      .0270     -.0092    1004704900185 
  7.303       .223     4.0862      .0671      .0298     -.0073    1004704900186 
  7.367       .227     4.0702      .0717      .0282     -.0090    1004704900187 
  7.438       .230     4.1067      .0695      .0291     -.0087    1004704900188 
  7.508       .232     4.1326      .0722      .0291     -.0067    1004704900189 
  7.576       .236     3.9657      .0674      .0311     -.0071    1004704900190 
  7.645       .237     4.0961      .0726      .0312     -.0100    1004704900191 
  7.717       .242     4.0295      .0685      .0286     -.0094    1004704900192 
  7.794       .244     4.1208      .0730      .0296     -.0077    1004704900193 
  7.867       .247     4.0726      .0704      .0325     -.0100    1004704900194 
  7.938       .251     4.2176      .0732      .0300     -.0096    1004704900195 
  8.015       .253     4.3289      .0816      .0268     -.0088    1004704900196 
  8.092       .259     4.0643      .0696      .0310     -.0066    1004704900197 
  8.172       .262     4.2861      .0758      .0342     -.0047    1004704900198 
  8.249       .262     4.1510      .0729      .0359     -.0029    1004704900199 
  8.329       .266     4.1603      .0682      .0354     -.0048    1004704900200 
  8.411       .271     4.0715      .0679      .0332     -.0034    1004704900201 
  8.496       .275     4.1246      .0657      .0351      .0020    1004704900202 
  8.581       .279     4.0984      .0645      .0370      .0065    1004704900203 
  8.664       .283     4.2802      .0646      .0385      .0047    1004704900204 
  8.750       .287     4.2706      .0627      .0377      .0064    1004704900205 
  8.836       .291     4.2922      .0644      .0375      .0057    1004704900206 
  8.929       .295     4.2083      .0619      .0372      .0033    1004704900207 
  9.018       .300     4.2721      .0633      .0341      .0040    1004704900208 
  9.117       .305     4.2007      .0623      .0356      .0025    1004704900209 
  9.210       .307     4.3041      .0619      .0323      .0025    1004704900210 
  9.312       .310     4.2936      .0600      .0324     -.0047    1004704900211 
  9.412       .316     4.1224      .0573      .0291      .0024    1004704900212 
  9.519       .322     4.2297      .0618      .0349     -.0033    1004704900213 
  9.612       .327     4.2032      .0571      .0302     -.0056    1004704900214 
  9.716       .334     4.2820      .0582      .0275     -.0053    1004704900215 
  9.823       .337     4.3222      .0592      .0283     -.0051    1004704900216 
  9.927       .343     4.3482      .0576      .0270     -.0027    1004704900217 
 10.033       .348     4.2636      .0538      .0286     -.0044    1004704900218 
 10.134       .352     4.1961      .0523      .0240     -.0060    1004704900219 
 10.248       .357     4.2362      .0497      .0222     -.0051    1004704900220 
 10.363       .364     4.3034      .0520      .0234     -.0043    1004704900221 
 10.474       .368     4.2203      .0475      .0224      .0023    1004704900222 
 10.590       .376     4.2999      .0435      .0241      .0033    1004704900223 
 10.699       .383     4.2374      .0406      .0226      .0038    1004704900224 
 10.814       .390     4.1416      .0375      .0217      .0010    1004704900225 
 10.931       .396     4.2060      .0368      .0161      .0010    1004704900226 
 11.054       .359     4.1076      .0593      .0281      .0031    1004704900227 
 11.180       .365     4.2757      .0581      .0275      .0021    1004704900228 
 11.312       .371     4.2635      .0544      .0254      .0039    1004704900229 
 11.446       .376     4.2197      .0495      .0261      .0042    1004704900230 
 11.572       .382     4.2360      .0478      .0235      .0028    1004704900231 
 11.706       .389     4.2178      .0460      .0216      .0028    1004704900232 
 11.837       .395     4.1160      .0441      .0182     -.0015    1004704900233 
 11.982       .402     4.1407      .0417      .0165     -.0010    1004704900234 
 12.130       .408     4.1737      .0376      .0164      .0014    1004704900235 
 12.284       .415     4.2157      .0351      .0171      .0021    1004704900236 
 12.427       .422     4.2153      .0338      .0154      .0010    1004704900237 
 12.577       .429     4.1439      .0324      .0144      .0014    1004704900238 
 12.733       .436     4.1293      .0311      .0154      .0013    1004704900239 
 12.889       .443     4.1639      .0312      .0155      .0016    1004704900240 
 13.052       .450     4.1019      .0322      .0168      .0018    1004704900241 
 13.215       .458     4.0228      .0336      .0173      .0020    1004704900242 
 13.382       .466     4.0594      .0361      .0196      .0010    1004704900243 
 13.545       .474     4.1256      .0393      .0204      .0019    1004704900244 
 13.724       .483     4.1442      .0445      .0245     -.0008    1004704900245 
 13.894       .491     4.0258      .0497      .0257      .0025    1004704900246 
 14.083       .500     3.9701      .0562      .0318      .0040    1004704900247 
 14.260       .509     3.9472      .0585      .0305      .0054    1004704900248 
 14.454       .518     3.9794      .0569      .0316      .0064    1004704900249 
 14.637       .528     3.9704      .0523      .0279     -.0050    1004704900250 
 14.823       .538     3.9992      .0480      .0069     -.0046    1004704900251 
ENDDATA            244          0                                 1004704900252 
ENDSUBENT          251          0                                 1004704999999 
SUBENT        10047050   19990907                             00001004705000001 
BIB                  2          2                                 1004705000002 
REACTION   (45-RH-103(N,TOT),,SIG)                                1004705000003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004705000004 
ENDBIB               2          0                                 1004705000005 
NOCOMMON             0          0                                 1004705000006 
DATA                 6        242                                 1004705000007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004705000008 
MEV        MEV        B          B          B          B          1004705000009 
  2.258       .048     4.5263      .1615      .0823     -.0205    1004705000010 
  2.269       .049     4.8222      .2282      .0748     -.0159    1004705000011 
  2.281       .048     4.5042      .1712      .0934     -.0223    1004705000012 
  2.292       .049     5.1854      .2220      .0819     -.0181    1004705000013 
  2.303       .049     4.6309      .2059      .0847     -.0191    1004705000014 
  2.315       .049     4.5536      .1810      .0603     -.0205    1004705000015 
  2.326       .049     4.4359      .1542      .0632     -.0214    1004705000016 
  2.338       .050     4.7122      .1746      .0566     -.0177    1004705000017 
  2.349       .050     4.7731      .1563      .0531     -.0173    1004705000018 
  2.361       .050     4.7691      .1643      .0596     -.0163    1004705000019 
  2.373       .050     4.4637      .1474      .0489     -.0186    1004705000020 
  2.384       .051     4.5784      .1485      .0479     -.0187    1004705000021 
  2.397       .051     4.6685      .1466      .0509     -.0167    1004705000022 
  2.410       .052     4.7768      .1488      .0567     -.0149    1004705000023 
  2.424       .052     4.8377      .1493      .0626     -.0154    1004705000024 
  2.437       .052     4.7352      .1463      .0544     -.0151    1004705000025 
  2.450       .052     4.5792      .1274      .0570     -.0148    1004705000026 
  2.464       .053     4.6760      .1291      .0590     -.0108    1004705000027 
  2.477       .053     4.7848      .1243      .0564     -.0130    1004705000028 
  2.490       .054     4.7782      .1271      .0550     -.0122    1004705000029 
  2.503       .054     4.3035      .1194      .0512     -.0162    1004705000030 
  2.516       .054     4.4100      .1143      .0517     -.0148    1004705000031 
  2.529       .054     4.7269      .1264      .0504     -.0134    1004705000032 
  2.543       .055     4.5953      .1204      .0508     -.0119    1004705000033 
  2.556       .055     4.5647      .1141      .0485     -.0125    1004705000034 
  2.570       .056     4.4853      .1120      .0438     -.0113    1004705000035 
  2.585       .056     4.5740      .1148      .0471     -.0135    1004705000036 
  2.599       .056     4.6877      .1177      .0468     -.0124    1004705000037 
  2.612       .057     4.6862      .1146      .0409     -.0126    1004705000038 
  2.627       .057     4.6469      .1107      .0387     -.0122    1004705000039 
  2.642       .058     4.5861      .1105      .0474     -.0119    1004705000040 
  2.657       .058     4.7532      .1136      .0423     -.0113    1004705000041 
  2.671       .058     4.5629      .1102      .0367     -.0139    1004705000042 
  2.686       .059     4.4627      .0997      .0373     -.0124    1004705000043 
  2.701       .059     4.6678      .1035      .0395     -.0120    1004705000044 
  2.716       .059     4.3233      .0969      .0367     -.0147    1004705000045 
  2.731       .060     4.3944      .0992      .0331     -.0135    1004705000046 
  2.747       .060     4.5858      .1015      .0328     -.0134    1004705000047 
  2.762       .061     4.5502      .0998      .0364     -.0134    1004705000048 
  2.778       .061     4.5894      .1014      .0336     -.0123    1004705000049 
  2.794       .062     4.5075      .0945      .0379     -.0123    1004705000050 
  2.809       .062     4.4808      .0976      .0347     -.0132    1004705000051 
  2.826       .063     4.4625      .0968      .0354     -.0133    1004705000052 
  2.841       .063     4.4428      .0928      .0311     -.0130    1004705000053 
  2.857       .063     4.5832      .0971      .0306     -.0127    1004705000054 
  2.874       .064     4.5115      .0953      .0325     -.0128    1004705000055 
  2.891       .064     4.2563      .0886      .0307     -.0131    1004705000056 
  2.907       .065     4.3776      .0884      .0349     -.0120    1004705000057 
  2.923       .065     4.3914      .0861      .0332     -.0119    1004705000058 
  2.940       .066     4.3495      .0850      .0345     -.0117    1004705000059 
  2.957       .066     4.5377      .0890      .0334     -.0103    1004705000060 
  2.974       .067     4.3222      .0777      .0320     -.0113    1004705000061 
  2.991       .067     4.2701      .0738      .0333     -.0119    1004705000062 
  3.007       .068     4.4046      .0796      .0322     -.0113    1004705000063 
  3.025       .068     4.3258      .0798      .0294     -.0109    1004705000064 
  3.042       .068     4.4034      .0785      .0316     -.0106    1004705000065 
  3.060       .069     4.3149      .0785      .0299     -.0110    1004705000066 
  3.078       .070     4.3177      .0782      .0297     -.0110    1004705000067 
  3.095       .070     4.3132      .0750      .0326     -.0114    1004705000068 
  3.113       .070     4.4096      .0815      .0283     -.0112    1004705000069 
  3.131       .071     4.2827      .0793      .0268     -.0115    1004705000070 
  3.150       .071     4.1896      .0764      .0293     -.0109    1004705000071 
  3.168       .072     4.1388      .0715      .0278     -.0111    1004705000072 
  3.187       .072     4.2035      .0708      .0275     -.0111    1004705000073 
  3.206       .073     4.2641      .0727      .0292     -.0102    1004705000074 
  3.224       .073     4.2583      .0716      .0295     -.0109    1004705000075 
  3.243       .074     4.2016      .0692      .0263     -.0104    1004705000076 
  3.264       .075     4.2105      .0691      .0274     -.0107    1004705000077 
  3.283       .075     4.2760      .0704      .0252     -.0106    1004705000078 
  3.303       .076     4.1492      .0674      .0249     -.0110    1004705000079 
  3.324       .076     4.2647      .0723      .0231     -.0109    1004705000080 
  3.345       .077     4.1298      .0701      .0231     -.0107    1004705000081 
  3.367       .078     4.2317      .0689      .0249     -.0099    1004705000082 
  3.387       .078     4.1693      .0651      .0243     -.0104    1004705000083 
  3.409       .079     4.0600      .0675      .0258     -.0102    1004705000084 
  3.432       .079     4.1518      .0673      .0263     -.0098    1004705000085 
  3.453       .080     4.1620      .0662      .0270     -.0096    1004705000086 
  3.474       .081     4.2017      .0651      .0271     -.0093    1004705000087 
  3.496       .081     4.0892      .0642      .0273     -.0098    1004705000088 
  3.518       .082     4.1406      .0632      .0261     -.0095    1004705000089 
  3.540       .082     4.0651      .0598      .0272     -.0093    1004705000090 
  3.562       .083     4.1083      .0604      .0274     -.0089    1004705000091 
  3.585       .084     4.1785      .0614      .0270     -.0089    1004705000092 
  3.608       .084     4.1372      .0591      .0268     -.0089    1004705000093 
  3.631       .085     4.0292      .0568      .0269     -.0087    1004705000094 
  3.654       .085     4.0640      .0572      .0280     -.0087    1004705000095 
  3.676       .086     4.1057      .0575      .0269     -.0088    1004705000096 
  3.699       .087     4.0599      .0555      .0252     -.0084    1004705000097 
  3.724       .088     4.0672      .0533      .0259     -.0082    1004705000098 
  3.748       .088     4.0966      .0553      .0268     -.0086    1004705000099 
  3.772       .089     4.1226      .0565      .0252     -.0084    1004705000100 
  3.798       .090     4.1235      .0566      .0274     -.0077    1004705000101 
  3.823       .091     4.1875      .0566      .0258     -.0077    1004705000102 
  3.848       .091     4.0018      .0534      .0239     -.0082    1004705000103 
  3.873       .092     3.9744      .0537      .0258     -.0079    1004705000104 
  3.898       .093     4.0812      .0543      .0242     -.0078    1004705000105 
  3.924       .094     4.0531      .0532      .0249     -.0079    1004705000106 
  3.949       .094     3.9452      .0526      .0241     -.0083    1004705000107 
  3.976       .095     3.9763      .0526      .0229     -.0080    1004705000108 
  4.002       .096     3.9733      .0532      .0228     -.0080    1004705000109 
  4.029       .097     4.0571      .0533      .0228     -.0075    1004705000110 
  4.057       .098     4.0076      .0508      .0233     -.0080    1004705000111 
  4.085       .099     3.9820      .0517      .0241     -.0077    1004705000112 
  4.112       .099     4.0626      .0525      .0240     -.0075    1004705000113 
  4.140       .100     4.0218      .0527      .0240     -.0078    1004705000114 
  4.170       .101     4.0482      .0520      .0233     -.0080    1004705000115 
  4.200       .102     3.9690      .0504      .0227     -.0078    1004705000116 
  4.232       .103     3.9886      .0498      .0232     -.0080    1004705000117 
  4.263       .104     3.9522      .0502      .0241     -.0079    1004705000118 
  4.293       .105     4.0029      .0507      .0239     -.0079    1004705000119 
  4.324       .106     3.9070      .0500      .0233     -.0085    1004705000120 
  4.357       .107     3.9322      .0510      .0236     -.0081    1004705000121 
  4.388       .108     3.9849      .0502      .0228     -.0078    1004705000122 
  4.420       .109     3.9528      .0495      .0226     -.0082    1004705000123 
  4.452       .110     3.9384      .0488      .0218     -.0082    1004705000124 
  4.485       .111     4.0559      .0511      .0225     -.0083    1004705000125 
  4.518       .112     4.0298      .0514      .0220     -.0083    1004705000126 
  4.549       .113     3.9489      .0508      .0229     -.0088    1004705000127 
  4.580       .114     3.9834      .0511      .0207     -.0093    1004705000128 
  4.612       .115     3.9626      .0528      .0192     -.0091    1004705000129 
  4.648       .116     3.9991      .0564      .0194     -.0095    1004705000130 
  4.684       .118     3.9907      .0541      .0205     -.0090    1004705000131 
  4.718       .119     4.0419      .0537      .0204     -.0089    1004705000132 
  4.754       .120     3.9269      .0521      .0218     -.0091    1004705000133 
  4.790       .121     4.0272      .0527      .0230     -.0083    1004705000134 
  4.825       .122     3.9564      .0528      .0222     -.0087    1004705000135 
  4.862       .123     3.8908      .0530      .0228     -.0090    1004705000136 
  4.899       .124     3.9381      .0535      .0230     -.0090    1004705000137 
  4.936       .126     3.9408      .0536      .0223     -.0088    1004705000138 
  4.976       .127     3.9010      .0534      .0236     -.0092    1004705000139 
  5.015       .128     3.9830      .0559      .0252     -.0090    1004705000140 
  5.053       .129     4.0390      .0575      .0254     -.0094    1004705000141 
  5.090       .131     3.9516      .0582      .0252     -.0097    1004705000142 
  5.129       .132     3.9692      .0592      .0242     -.0096    1004705000143 
  5.168       .134     4.0143      .0595      .0241     -.0100    1004705000144 
  5.205       .135     4.0056      .0621      .0213     -.0099    1004705000145 
  5.244       .136     4.1034      .0621      .0197     -.0098    1004705000146 
  5.287       .138     3.9846      .0613      .0216     -.0102    1004705000147 
  5.327       .139     3.9296      .0635      .0201     -.0107    1004705000148 
  5.368       .140     4.0186      .0635      .0198     -.0100    1004705000149 
  5.410       .142     4.0462      .0662      .0206     -.0104    1004705000150 
