EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004700200009 
MEV        MEV        B          B          B          B          1004700200010 
  6.052       .176     5.4602      .0903      .0425     -.0103    1004708300166 
  6.104       .178     5.5548      .0983      .0432     -.0099    1004708300167 
  6.155       .176     5.5855      .0976      .0438     -.0116    1004708300168 
  6.207       .181     5.6949      .1025      .0417     -.0107    1004708300169 
  6.257       .179     5.4553      .0957      .0431     -.0127    1004708300170 
  6.311       .183     5.5363      .1080      .0447     -.0106    1004708300171 
  6.364       .185     5.4866      .1012      .0416     -.0106    1004708300172 
  6.415       .189     5.2501      .0957      .0409     -.0118    1004708300173 
  6.470       .193     5.3128      .0961      .0400     -.0112    1004708300174 
  6.527       .194     5.3336      .0931      .0394     -.0116    1004708300175 
  6.585       .197     5.2505      .0970      .0410     -.0117    1004708300176 
  6.645       .198     5.2326      .0947      .0416     -.0114    1004708300177 
  6.706       .199     5.2127      .0944      .0435     -.0119    1004708300178 
  6.767       .203     5.4570      .0973      .0430     -.0115    1004708300179 
  6.826       .203     5.4303      .0978      .0460     -.0107    1004708300180 
  6.885       .208     5.2680      .1021      .0442     -.0106    1004708300181 
  6.946       .214     5.1965      .0954      .0441     -.0094    1004708300182 
  7.012       .220     5.3295      .0971      .0451     -.0070    1004708300183 
  7.074       .218     5.1780      .0947      .0470     -.0106    1004708300184 
  7.138       .221     5.2239      .1023      .0467     -.0103    1004708300185 
  7.204       .218     4.9800      .0989      .0456     -.0122    1004708300186 
  7.270       .222     4.9658      .0978      .0443     -.0115    1004708300187 
  7.339       .224     5.0537      .0969      .0467     -.0112    1004708300188 
  7.406       .229     5.1608      .1036      .0474     -.0092    1004708300189 
  7.476       .232     5.0395      .1040      .0477     -.0116    1004708300190 
  7.546       .238     5.0091      .1015      .0450     -.0097    1004708300191 
  7.618       .238     4.8653      .0967      .0479     -.0114    1004708300192 
  7.689       .243     5.0808      .1061      .0476     -.0106    1004708300193 
  7.762       .244     5.0065      .1044      .0474     -.0117    1004708300194 
  7.833       .249     4.9090      .0994      .0452     -.0105    1004708300195 
  7.908       .253     5.0049      .0991      .0480     -.0098    1004708300196 
  7.984       .257     4.9823      .0996      .0440     -.0099    1004708300197 
  8.061       .260     4.8777      .0927      .0443     -.0111    1004708300198 
  8.142       .263     4.9919      .0976      .0447     -.0113    1004708300199 
  8.224       .264     5.0440      .0984      .0441     -.0121    1004708300200 
  8.306       .267     4.8282      .0963      .0430     -.0122    1004708300201 
  8.392       .270     4.9035      .0996      .0452     -.0110    1004708300202 
  8.473       .272     4.7745      .0976      .0433     -.0114    1004708300203 
  8.557       .282     4.7312      .0924      .0436     -.0114    1004708300204 
  8.642       .284     4.7843      .0947      .0446     -.0108    1004708300205 
  8.727       .285     4.6528      .0956      .0421     -.0121    1004708300206 
  8.816       .293     4.7267      .0955      .0414     -.0117    1004708300207 
  8.907       .297     4.8495      .0962      .0407     -.0119    1004708300208 
  8.996       .305     4.8671      .0987      .0399     -.0123    1004708300209 
  9.090       .309     4.9492      .0961      .0396     -.0114    1004708300210 
  9.186       .311     4.8706      .0947      .0424     -.0110    1004708300211 
  9.276       .312     4.9461      .0964      .0387     -.0119    1004708300212 
  9.371       .320     4.9669      .0976      .0360     -.0115    1004708300213 
  9.471       .322     4.9731      .0940      .0354     -.0119    1004708300214 
  9.575       .327     4.9012      .0941      .0379     -.0105    1004708300215 
  9.674       .332     4.8122      .0900      .0352     -.0112    1004708300216 
  9.776       .341     4.8190      .0877      .0342     -.0109    1004708300217 
  9.883       .345     4.7357      .0836      .0342     -.0102    1004708300218 
  9.993       .349     4.8279      .0791      .0349     -.0096    1004708300219 
 10.103       .352     5.0156      .0778      .0322     -.0092    1004708300220 
 10.217       .358     4.8924      .0765      .0340     -.0092    1004708300221 
 10.330       .372     5.0651      .0789      .0309     -.0079    1004708300222 
 10.446       .376     4.9023      .0722      .0306     -.0081    1004708300223 
 10.565       .382     4.9460      .0701      .0286     -.0077    1004708300224 
 10.683       .394     4.8398      .0657      .0277     -.0075    1004708300225 
 10.807       .399     4.9373      .0640      .0261     -.0068    1004708300226 
 10.937       .403     4.9463      .0584      .0260     -.0058    1004708300227 
 11.067       .412     4.8121      .0542      .0259     -.0049    1004708300228 
 11.193       .419     4.8648      .0512      .0253     -.0045    1004708300229 
 11.316       .428     4.9670      .0498      .0240     -.0042    1004708300230 
 11.446       .434     5.0531      .0469      .0226     -.0030    1004708300231 
 11.578       .442     5.0083      .0432      .0210     -.0030    1004708300232 
 11.711       .447     4.9284      .0407      .0201     -.0037    1004708300233 
 11.849       .453     5.0261      .0395      .0181     -.0037    1004708300234 
 11.991       .459     5.0405      .0373      .0176     -.0034    1004708300235 
 12.134       .463     5.0226      .0357      .0175     -.0034    1004708300236 
 12.271       .462     5.0286      .0351      .0168     -.0039    1004708300237 
 12.418       .465     5.0756      .0348      .0161     -.0042    1004708300238 
 12.572       .467     5.0680      .0348      .0160     -.0047    1004708300239 
 12.732       .467     4.9961      .0357      .0168     -.0050    1004708300240 
 12.892       .469     5.0659      .0374      .0173     -.0058    1004708300241 
 13.046       .471     5.0363      .0393      .0179     -.0067    1004708300242 
 13.207       .474     5.0620      .0427      .0191     -.0075    1004708300243 
 13.370       .478     5.0613      .0467      .0209     -.0085    1004708300244 
 13.534       .486     5.0890      .0513      .0230     -.0092    1004708300245 
 13.711       .506     5.1814      .0567      .0244     -.0094    1004708300246 
 13.895       .539     5.1850      .0589      .0262     -.0095    1004708300247 
 14.073       .570     5.0815      .0595      .0273     -.0089    1004708300248 
 14.257       .587     5.1400      .0594      .0269     -.0072    1004708300249 
 14.450       .605     5.2126      .0578      .0265     -.0052    1004708300250 
 14.632       .612     5.2225      .0518      .0240     -.0088    1004708300251 
 14.826       .612     5.1600      .0492      .0156     -.0103    1004708300252 
ENDDATA            245          0                                 1004708300253 
ENDSUBENT          252          0                                 1004708399999 
SUBENT        10047084   19990907                             00001004708400001 
BIB                  2          2                                 1004708400002 
REACTION   (77-IR-0(N,TOT),,SIG)                                  1004708400003 
STATUS     Data rec'd on tape, Foster, May 1967.                  1004708400004 
ENDBIB               2          0                                 1004708400005 
NOCOMMON             0          0                                 1004708400006 
DATA                 6        243                                 1004708400007 
EN         EN-RSL-FW  DATA       ERR-T      MISC1      MISC2      1004708400008 
MEV        MEV        B          B          B          B          1004708400009 
  2.254       .048     6.7128      .2482      .0729     -.0217    1004708400010 
  2.264       .048     6.7589      .2588      .0716     -.0192    1004708400011 
  2.276       .048     6.8009      .2514      .0721     -.0216    1004708400012 
  2.287       .049     6.9720      .2809      .0797     -.0189    1004708400013 
  2.298       .049     7.0244      .3011      .0567     -.0206    1004708400014 
  2.310       .049     6.8981      .2589      .0702     -.0192    1004708400015 
  2.322       .050     7.2734      .2992      .0723     -.0191    1004708400016 
  2.335       .050     7.3403      .3173      .0748     -.0124    1004708400017 
  2.346       .053     6.7938      .1950      .0650     -.0169    1004708400018 
  2.358       .055     7.1804      .2356      .0593     -.0131    1004708400019 
  2.369       .054     6.6390      .1902      .0718     -.0159    1004708400020 
  2.381       .054     6.9179      .1888      .0624     -.0143    1004708400021 
  2.393       .054     7.0706      .2072      .0685     -.0092    1004708400022 
  2.405       .055     7.0526      .2033      .0679     -.0073    1004708400023 
  2.417       .054     6.4837      .1683      .0781     -.0040    1004708400024 
  2.429       .055     7.1499      .2010      .0903      .0059    1004708400025 
  2.441       .055     6.7693      .1696      .0765      .0075    1004708400026 
  2.454       .055     6.8684      .1693      .0818      .0065    1004708400027 
  2.466       .056     6.8610      .1562      .0695      .0053    1004708400028 
  2.479       .057     7.2394      .1882      .0810     -.0078    1004708400029 
  2.493       .056     6.7767      .1537      .0666     -.0085    1004708400030 
  2.506       .057     6.9504      .1587      .0687      .0057    1004708400031 
