ENTRY            10915   20030529                             00001091500000001 
SUBENT        10915001   20030529                             00001091500100001 
BIB                 12         40                                 1091500100002 
INSTITUTE  (1USAORL)                                              1091500100003 
REFERENCE  (R,ORNL-5563,197908)                                   1091500100004 
AUTHOR     (G.L.MORGAN)                                           1091500100005 
TITLE      Cross sections for the Ti(n,xn) and Ti(n,x-gamma)      1091500100006 
            reactions between 1 and 20-MeV                        1091500100007 
FACILITY   (LINAC) Oak Ridge Electron Linear Accelerator          1091500100008 
SAMPLE     Annular ring of TI, 1556 gms, 25 cm outer diameter,    1091500100009 
            15 cm inner diameter, with thickness of 1.05 cm.      1091500100010 
            Purity of TI better than 99%.                         1091500100011 
METHOD     (TOF) Time of flight used to determine neutron flux.   1091500100012 
            Flux measurements made with sample and shadow bar     1091500100013 
            removed. Scattering sample placed 47.8 meters from    1091500100014 
            source, with shadow bar protecting detector from      1091500100015 
            direct neutron beam. Time between the linac pulse and 1091500100016 
            the detection of radiation used to determine incident 1091500100017 
            neutron energy. Pulse discrimination used to seperate 1091500100018 
            neutron and gamma events in detector. Background      1091500100019 
            determined with sample removed.                       1091500100020 
           Pulse height spectra were integrated over intervals    1091500100021 
            of neutron time of flight data to form new pulse      1091500100022 
            height spectra of specific incident neutron energy    1091500100023 
            ranges. Computer code FERD used to unfold new spectra,1091500100024 
            which were then normalized to cross sections using the1091500100025 
            measured neutron flux, average sample to detector     1091500100026 
            distance, and sample thickness.                       1091500100027 
DETECTOR   (SCIN) NE-213 on axis at a scattering angle of 130     1091500100028 
            degrees. Small plastic scintillator placed at edge of 1091500100029 
            beam, 30 meters from source, to normalize flux to     1091500100030 
            cross section measurement.                            1091500100031 
CORRECTION Corrections made for average transmission of incident  1091500100032 
            neutron flux, average transmission of secondary gammas1091500100033 
            or neutrons out of sample, and multiple interactions. 1091500100034 
ERR-ANALYS Absolute uncertainty of about 10% in neutron flux      1091500100035 
            determination (largest source of systematic error).   1091500100036 
            Transmission correction uncertainties <3%, multiple   1091500100037 
            interaction correction assigned an error of 10%.      1091500100038 
STATUS     (APRVD) Approved by G.L.Morgan, 1981/5/19.             1091500100039 
HISTORY    (19801014C)                                            1091500100040 
           (20030529A) Reactions corrected. Updated to new date   1091500100041 
                       formats, lower case.                       1091500100042 
ENDBIB              40          0                                 1091500100043 
COMMON               1          3                                 1091500100044 
ANG                                                               1091500100045 
ADEG                                                              1091500100046 
 130.                                                             1091500100047 
ENDCOMMON            3          0                                 1091500100048 
ENDSUBENT           47          0                                 1091500199999 
SUBENT        10915002   20030529                             00001091500200001 
BIB                  3          6                                 1091500200002 
REACTION   (22-TI-0(N,X)0-NN-1,,DA/DE,,AV)                        1091500200003 
ERR-ANALYS (ERR-S) Statistical error is given. Normalization      1091500200004 
            error of 10% not included.                            1091500200005 
           Backgrounds were from 10% (lowest pulse heights) to 50%1091500200006 
            (highest pulse heights).                              1091500200007 
HISTORY    (19820108A) Corrected REACTION.                        1091500200008 
ENDBIB               6          0                                 1091500200009 
NOCOMMON             0          0                                 1091500200010 
DATA                 5        586                                 1091500200011 
EN-MIN     EN-MAX     E          DATA       ERR-S                 1091500200012 
  3.51       4.01       3.712      51.4      1.0                  1091500200173 
  3.51       4.01       3.901      32.3      0.6                  1091500200174 
  3.51       4.01       4.147      14.1      0.3                  1091500200175 
  3.51       4.01       4.457       4.1      0.1                  1091500200176 
  3.51       4.01       4.754       1.3      0.1                  1091500200177 
  4.01       4.50       0.909      39.2      2.0                  1091500200178 
  4.01       4.50       1.013      32.0      1.5                  1091500200179 
  4.01       4.50       1.114      25.9      1.3                  1091500200180 
  4.01       4.50       1.212      23.9      1.2                  1091500200181 
  4.01       4.50       1.310      24.8      1.2                  1091500200182 
  4.01       4.50       1.413      28.1      1.3                  1091500200183 
  4.01       4.50       1.511      31.7      1.4                  1091500200184 
  4.01       4.50       1.611      34.0      1.5                  1091500200185 
  4.01       4.50       1.709      33.1      1.5                  1091500200186 
  4.01       4.50       1.807      28.5      1.5                  1091500200187 
  4.01       4.50       1.938      19.1      1.3                  1091500200188 
  4.01       4.50       2.112      11.3      0.8                  1091500200189 
  4.01       4.50       2.310      11.9      1.1                  1091500200190 
  4.01       4.50       2.499      17.0      1.0                  1091500200191 
  4.01       4.50       2.693      27.1      1.1                  1091500200192 
  4.01       4.50       2.898      35.3      1.2                  1091500200193 
  4.01       4.50       3.102      33.4      1.1                  1091500200194 
  4.01       4.50       3.301      30.4      1.1                  1091500200195 
  4.01       4.50       3.505      36.2      1.0                  1091500200196 
  4.01       4.50       3.712      45.5      1.1                  1091500200197 
  4.01       4.50       3.901      46.7      1.1                  1091500200198 
  4.01       4.50       4.147      35.5      0.8                  1091500200199 
  4.01       4.50       4.457      16.8      0.4                  1091500200200 
  4.01       4.50       4.754       6.2      0.2                  1091500200201 
  4.01       4.50       5.057       2.1      0.1                  1091500200202 
  4.01       4.50       5.360       1.0      0.1                  1091500200203 
  4.50       4.98       0.909      44.4      2.3                  1091500200204 
  4.50       4.98       1.013      48.5      2.2                  1091500200205 
  4.50       4.98       1.114      49.8      2.1                  1091500200206 
  4.50       4.98       1.212      47.7      1.9                  1091500200207 
  4.50       4.98       1.310      43.1      1.8                  1091500200208 
  4.50       4.98       1.413      36.2      1.5                  1091500200209 
  4.50       4.98       1.511      29.0      1.3                  1091500200210 
  4.50       4.98       1.611      23.6      1.1                  1091500200211 
  4.50       4.98       1.709      21.5      1.1                  1091500200212 
  4.50       4.98       1.807      22.5      1.3                  1091500200213 
  4.50       4.98       1.938      25.8      1.4                  1091500200214 
  4.50       4.98       2.112      26.8      1.1                  1091500200215 
  4.50       4.98       2.310      20.0      1.1                  1091500200216 
  4.50       4.98       2.499      12.6      0.8                  1091500200217 
  4.50       4.98       2.693      10.7      0.8                  1091500200218 
  4.50       4.98       2.898      13.8      0.8                  1091500200219 
  4.50       4.98       3.102      18.9      1.0                  1091500200220 
  4.50       4.98       3.301      22.5      1.0                  1091500200221 
  4.50       4.98       3.505      23.0      0.9                  1091500200222 
  4.50       4.98       3.712      24.0      0.8                  1091500200223 
  4.50       4.98       3.901      29.0      0.9                  1091500200224 
  4.50       4.98       4.147      36.5      0.9                  1091500200225 
  4.50       4.98       4.457      33.8      0.8                  1091500200226 
  4.50       4.98       4.754      20.9      0.5                  1091500200227 
  4.50       4.98       5.057       9.6      0.3                  1091500200228 
  4.50       4.98       5.360       3.9      0.1                  1091500200229 
  4.50       4.98       5.644       1.7      0.1                  1091500200230 
  4.50       4.98       5.936       0.9      0.1                  1091500200231 
  4.98       6.02       0.909      37.6      1.7                  1091500200232 
  4.98       6.02       1.013      39.0      1.6                  1091500200233 
  4.98       6.02       1.114      40.8      1.7                  1091500200234 
  4.98       6.02       1.212      41.9      1.7                  1091500200235 
  4.98       6.02       1.310      41.8      1.7                  1091500200236 
  4.98       6.02       1.413      41.2      1.7                  1091500200237 
  4.98       6.02       1.511      41.1      1.6                  1091500200238 
  4.98       6.02       1.611      40.9      1.5                  1091500200239 
  4.98       6.02       1.709      39.4      1.4                  1091500200240 
  4.98       6.02       1.807      36.5      1.4                  1091500200241 
  4.98       6.02       1.938      31.6      1.3                  1091500200242 
  4.98       6.02       2.112      26.4      0.9                  1091500200243 
  4.98       6.02       2.310      23.2      1.0                  1091500200244 
  4.98       6.02       2.499      20.1      0.8                  1091500200245 
  4.98       6.02       2.693      16.6      0.7                  1091500200246 
  4.98       6.02       2.898      13.1      0.6                  1091500200247 
  4.98       6.02       3.102      10.8      0.7                  1091500200248 
  4.98       6.02       3.301      10.2      0.6                  1091500200249 
  4.98       6.02       3.505      11.4      0.6                  1091500200250 
  4.98       6.02       3.712      13.3      0.7                  1091500200251 
  4.98       6.02       3.901      14.4      0.6                  1091500200252 
  4.98       6.02       4.147      15.8      0.6                  1091500200253 
  4.98       6.02       4.457      19.4      0.5                  1091500200254 
  4.98       6.02       4.754      22.6      0.5                  1091500200255 
  4.98       6.02       5.057      21.5      0.4                  1091500200256 
  4.98       6.02       5.360      16.2      0.4                  1091500200257 
  4.98       6.02       5.644       9.9      0.3                  1091500200258 
  4.98       6.02       5.936       5.2      0.2                  1091500200259 
  4.98       6.02       6.251       2.5      0.1                  1091500200260 
  4.98       6.02       6.551       1.3      0.1                  1091500200261 
  4.98       6.02       6.833       0.7      0.1                  1091500200262 
  6.02       7.02       0.909      29.8      1.6                  1091500200263 
  6.02       7.02       1.013      31.0      1.6                  1091500200264 
  6.02       7.02       1.114      30.6      1.6                  1091500200265 
  6.02       7.02       1.212      30.8      1.5                  1091500200266 
  6.02       7.02       1.310      31.6      1.5                  1091500200267 
  6.02       7.02       1.413      32.7      1.4                  1091500200268 
  6.02       7.02       1.511      33.7      1.4                  1091500200269 
  6.02       7.02       1.611      34.1      1.3                  1091500200270 
  6.02       7.02       1.709      33.8      1.2                  1091500200271 
  6.02       7.02       1.807      33.0      1.3                  1091500200272 
  6.02       7.02       1.938      31.4      1.3                  1091500200273 
  6.02       7.02       2.112      28.9      1.1                  1091500200274 
  6.02       7.02       2.310      27.2      1.1                  1091500200275 
  6.02       7.02       2.499      26.6      1.0                  1091500200276 
  6.02       7.02       2.693      25.0      0.8                  1091500200277 
  6.02       7.02       2.898      21.2      0.8                  1091500200278 
  6.02       7.02       3.102      16.7      0.8                  1091500200279 
  6.02       7.02       3.301      13.2      0.6                  1091500200280 
  6.02       7.02       3.505      10.7      0.7                  1091500200281 
  6.02       7.02       3.712       8.9      0.8                  1091500200282 
  6.02       7.02       3.901       7.5      0.5                  1091500200283 
  6.02       7.02       4.147       6.4      0.5                  1091500200284 
  6.02       7.02       4.457       7.0      0.4                  1091500200285 
  6.02       7.02       4.754       9.2      0.4                  1091500200286 
  6.02       7.02       5.057      11.9      0.4                  1091500200287 
  6.02       7.02       5.360      14.7      0.5                  1091500200288 
  6.02       7.02       5.644      16.5      0.4                  1091500200289 
  6.02       7.02       5.936      16.2      0.4                  1091500200290 
  6.02       7.02       6.251      13.1      0.3                  1091500200291 
  6.02       7.02       6.551       9.0      0.3                  1091500200292 
  6.02       7.02       6.833       5.6      0.2                  1091500200293 
  6.02       7.02       7.227       2.5      0.1                  1091500200294 
  6.02       7.02       7.726       0.9      0.1                  1091500200295 
  6.02       7.02       8.252       0.3      0.1                  1091500200296 
  7.02       8.02       0.909      32.0      1.7                  1091500200297 
  7.02       8.02       1.013      31.8      1.5                  1091500200298 
  7.02       8.02       1.114      31.5      1.4                  1091500200299 
  7.02       8.02       1.212      32.4      1.4                  1091500200300 
  7.02       8.02       1.310      32.8      1.4                  1091500200301 
  7.02       8.02       1.413      31.5      1.3                  1091500200302 
  7.02       8.02       1.511      29.3      1.2                  1091500200303 
  7.02       8.02       1.611      27.8      1.1                  1091500200304 
  7.02       8.02       1.709      27.2      1.1                  1091500200305 
  7.02       8.02       1.807      27.0      1.2                  1091500200306 
  7.02       8.02       1.938      26.3      1.2                  1091500200307 
  7.02       8.02       2.112      24.2      0.9                  1091500200308 
  7.02       8.02       2.310      21.6      1.0                  1091500200309 
  7.02       8.02       2.499      20.5      0.8                  1091500200310 
  7.02       8.02       2.693      20.8      0.7                  1091500200311 
  7.02       8.02       2.898      20.7      0.7                  1091500200312 
  7.02       8.02       3.102      19.5      0.9                  1091500200313 
  7.02       8.02       3.301      17.5      0.7                  1091500200314 
  7.02       8.02       3.505      14.9      0.7                  1091500200315 
  7.02       8.02       3.712      12.7      0.8                  1091500200316 
  7.02       8.02       3.901      11.4      0.6                  1091500200317 
  7.02       8.02       4.147       9.9      0.6                  1091500200318 
  7.02       8.02       4.457       7.2      0.4                  1091500200319 
  7.02       8.02       4.754       4.9      0.4                  1091500200320 
  7.02       8.02       5.057       4.1      0.4                  1091500200321 
  7.02       8.02       5.360       5.4      0.5                  1091500200322 
  7.02       8.02       5.644       7.7      0.4                  1091500200323 
  7.02       8.02       5.936      10.3      0.4                  1091500200324 
  7.02       8.02       6.251      12.7      0.4                  1091500200325 
  7.02       8.02       6.551      13.7      0.4                  1091500200326 
  7.02       8.02       6.833      12.9      0.4                  1091500200327 
  7.02       8.02       7.227       9.6      0.3                  1091500200328 
  7.02       8.02       7.726       4.9      0.2                  1091500200329 
  7.02       8.02       8.252       2.0      0.1                  1091500200330 
  7.02       8.02       8.770       0.8      0.1                  1091500200331 
  7.02       8.02       9.242       0.4      0.1                  1091500200332 
  8.02       9.00       0.909      27.9      1.5                  1091500200333 
  8.02       9.00       1.013      29.7      1.4                  1091500200334 
  8.02       9.00       1.114      29.9      1.4                  1091500200335 
  8.02       9.00       1.212      30.1      1.4                  1091500200336 
  8.02       9.00       1.310      30.1      1.4                  1091500200337 
  8.02       9.00       1.413      29.5      1.3                  1091500200338 
  8.02       9.00       1.511      29.0      1.3                  1091500200339 
  8.02       9.00       1.611      28.9      1.2                  1091500200340 
  8.02       9.00       1.709      28.6      1.2                  1091500200341 
  8.02       9.00       1.807      27.7      1.2                  1091500200342 
  8.02       9.00       1.938      25.7      1.2                  1091500200343 
  8.02       9.00       2.112      22.5      1.0                  1091500200344 
  8.02       9.00       2.310      19.9      1.0                  1091500200345 
  8.02       9.00       2.499      18.7      0.8                  1091500200346 
  8.02       9.00       2.693      18.3      0.7                  1091500200347 
  8.02       9.00       2.898      17.3      0.7                  1091500200348 
  8.02       9.00       3.102      15.7      0.8                  1091500200349 
  8.02       9.00       3.301      14.1      0.6                  1091500200350 
  8.02       9.00       3.505      13.0      0.7                  1091500200351 
  8.02       9.00       3.712      12.2      0.7                  1091500200352 
  8.02       9.00       3.901      11.3      0.6                  1091500200353 
  8.02       9.00       4.147      10.1      0.6                  1091500200354 
  8.02       9.00       4.457       8.5      0.4                  1091500200355 
  8.02       9.00       4.754       7.0      0.4                  1091500200356 
  8.02       9.00       5.057       5.8      0.4                  1091500200357 
  8.02       9.00       5.360       4.8      0.5                  1091500200358 
  8.02       9.00       5.644       4.2      0.4                  1091500200359 
  8.02       9.00       5.936       4.3      0.4                  1091500200360 
  8.02       9.00       6.251       5.1      0.4                  1091500200361 
  8.02       9.00       6.551       6.1      0.4                  1091500200362 
  8.02       9.00       6.833       7.5      0.4                  1091500200363 
  8.02       9.00       7.227       9.6      0.4                  1091500200364 
  8.02       9.00       7.726      10.3      0.3                  1091500200365 
  8.02       9.00       8.252       7.3      0.3                  1091500200366 
  8.02       9.00       8.770       3.8      0.2                  1091500200367 
  8.02       9.00       9.242       1.8      0.1                  1091500200368 
  8.02       9.00       9.718       0.8      0.1                  1091500200369 
  8.02       9.00      10.233       0.4      0.1                  1091500200370 
  8.02       9.00      10.747       0.3      0.1                  1091500200371 
  9.00      10.02       0.909      24.8      1.5                  1091500200372 
  9.00      10.02       1.013      25.5      1.3                  1091500200373 
  9.00      10.02       1.114      26.2      1.2                  1091500200374 
  9.00      10.02       1.212      27.7      1.2                  1091500200375 
  9.00      10.02       1.310      28.2      1.2                  1091500200376 
  9.00      10.02       1.413      27.2      1.1                  1091500200377 
  9.00      10.02       1.511      26.0      1.1                  1091500200378 
  9.00      10.02       1.611      25.1      1.1                  1091500200379 
  9.00      10.02       1.709      24.4      1.0                  1091500200380 
  9.00      10.02       1.807      23.9      1.1                  1091500200381 
  9.00      10.02       1.938      23.1      1.1                  1091500200382 
  9.00      10.02       2.112      22.0      0.9                  1091500200383 
  9.00      10.02       2.310      20.8      0.9                  1091500200384 
  9.00      10.02       2.499      18.3      0.8                  1091500200385 
