ENTRY            10109   20000202                             00001010900000001 
SUBENT        10109001   20000202                             00001010900100001 
BIB                 13         29                                 1010900100002 
INSTITUTE  (1USAORL)                                              1010900100003 
REFERENCE  (R,ORNL-4519,197004)                                   1010900100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1010900100005 
TITLE      Calcium neutron elastic- and inelastic-scattering      1010900100006 
           cross sections from 4.0 to 8.5 MeV                     1010900100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1010900100008 
            bunched.                                              1010900100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1010900100010 
            from 0.7 to 4.0 cm. Neutron energy resolution between 1010900100011 
            60 to 340 keV.                                        1010900100012 
SAMPLE     Solid right circular cylinder 2.54 cm diameter,        1010900100013 
            2 cm high placed 10 to 30 cm from gas cell.           1010900100014 
METHOD     (TOF) Time-of-flight. 2.5 nanosec resolution (FWHM).   1010900100015 
DETECTOR   (SCIN)  12.5 cm diameter NE213 liquid scintillator     1010900100016 
            viewed by XP-1040 photomultipliers.  Flight paths of  1010900100017 
            4 to 6 meters employed.                               1010900100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency determined  1010900100019 
            relative to n-p cross section.                        1010900100020 
CORRECTION  Corrected for multiple scattering and other finite    1010900100021 
            sample size effects.                                  1010900100022 
STATUS     (APRVD) Approved by authors.                           1010900100023 
           Data rec'd in private comm., Kinney, September 1971.   1010900100024 
HISTORY    (19710908R) rec'd on tape in CSISRS format             1010900100025 
           (19750421A) ISO-QUANT corrected on subentries 48-57.   1010900100026 
           (19820929A) Subentries 38-46 deleted.                  1010900100027 
                     Converted to REACTION formalism              1010900100028 
           (19860313A) BIB update.                                1010900100029 
           (20000202A) Converted to new date format, lower case.  1010900100030 
                       BIB corrections.                           1010900100031 
ENDBIB              29          0                                 1010900100032 
NOCOMMON             0          0                                 1010900100033 
ENDSUBENT           32          0                                 1010900199999 
SUBENT        10109002   20000202                             00001010900200001 
BIB                  3         12                                 1010900200002 
REACTION   (20-CA-0(N,EL)20-CA-0,,DA)                             1010900200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010900200004 
            . geometric parameters,                               1010900200005 
            . finite size corrections,                            1010900200006 
            . statistics,                                         1010900200007 
            . residual background effects due to peak stripping   1010900200008 
              procedures.                                         1010900200009 
            Does not include absolute error of + or - 7%,         1010900200010 
             estimated error in the absolute value of the         1010900200011 
             detector efficiency.                                 1010900200012 
HISTORY    (19820929A) SUBENTRIES 2,3,4,7,11,15,18,22,29 COMBINED.1010900200013 
           (19860313A) REACTION PRODUCT ADDED.                    1010900200014 
ENDBIB              12          0                                 1010900200015 
NOCOMMON             0          0                                 1010900200016 
DATA                 6         94                                 1010900200017 
EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010900200018 
  6.37     0.13         89.43         12.72     7.5        6.8    1010900200064 
  6.37     0.13         93.43         14.71     7.2        6.3    1010900200065 
  6.37     0.13         98.92         20.60     5.8        5.9    1010900200066 
  6.37     0.13        103.40         26.77     5.2        5.3    1010900200067 
  6.37     0.13        104.39         25.77     5.9        5.0    1010900200068 
  6.37     0.13        108.87         32.32     4.9        5.6    1010900200069 
  6.37     0.13        114.32         35.20     4.9        4.7    1010900200070 
  6.37     0.13        119.27         30.72     4.1        4.6    1010900200071 
  7.60     0.10         22.54        857.60     4.2        5.7    1010900200072 
  7.60     0.10         27.65        654.43     3.7        5.3    1010900200073 
  7.60     0.10         32.76        477.60     4.1        4.5    1010900200074 
  7.60     0.10         33.78        413.48     4.0        5.3    1010900200075 
  7.60     0.10         38.88        289.52     4.1        6.1    1010900200076 
  7.60     0.10         43.98        181.17     4.1        6.0    1010900200077 
  7.60     0.10         48.05        122.20     4.1        4.7    1010900200078 
  7.60     0.10         53.64         61.71     4.2        5.7    1010900200079 
  7.60     0.10         53.64         55.68     1.1        4.0    1010900200080 
  7.60     0.10         59.22         36.76     4.6        5.7    1010900200081 
  7.60     0.10         63.27         24.47     6.3        6.6    1010900200082 
  7.60     0.10         68.83         13.48     5.4       13.1    1010900200083 
  7.60     0.10         71.40         10.69     9.2        7.4    1010900200084 
  7.60     0.10         74.37          7.71     8.4       12.4    1010900200085 
  7.60     0.10         76.93          6.41     7.7       13.1    1010900200086 
  7.60     0.10         82.43          4.06    25.6       11.2    1010900200087 
  7.60     0.10         83.43          5.28    10.1       18.5    1010900200088 
  7.60     0.10         88.93          3.96    25.3       10.8    1010900200089 
  7.60     0.10         94.44         10.44     6.5       13.7    1010900200090 
  7.60     0.10         96.43         10.15    13.0        7.4    1010900200091 
  7.60     0.10        101.91         12.23     7.7        5.8    1010900200092 
  7.60     0.10        107.38         22.24     6.1        9.2    1010900200093 
  7.60     0.10        119.27         25.25     5.6        6.2    1010900200094 
  8.52     0.08         23.56        796.94     4.0        4.3    1010900200095 
  8.52     0.08         28.67        531.15     5.3        5.9    1010900200096 
  8.52     0.08         33.78        364.90     4.7        6.0    1010900200097 
  8.52     0.08         38.89        210.77     4.6        7.5    1010900200098 
  8.52     0.08         42.96        138.21     4.6        6.8    1010900200099 
  8.52     0.08         48.55         60.31     7.5        6.3    1010900200100 
  8.52     0.08         54.15         27.39     8.0       10.4    1010900200101 
  8.52     0.08         58.20         22.49     6.7        7.9    1010900200102 
  8.52     0.08         63.77         13.92    12.1        9.6    1010900200103 
  8.52     0.08         69.33          9.98    14.2       10.8    1010900200104 
  8.52     0.08         73.36          8.23    10.3       11.9    1010900200105 
  8.52     0.08         78.90          5.52     9.3       16.7    1010900200106 
  8.52     0.08         84.42          4.19    14.8       16.6    1010900200107 
  8.52     0.08         88.43          4.48    20.0       13.1    1010900200108 
  8.52     0.08         93.94          8.53     8.8        8.8    1010900200109 
  8.52     0.08         99.42         13.69     7.8        8.7    1010900200110 
  8.52     0.08        103.40         18.11     6.9        5.4    1010900200111 
  8.52     0.08        108.87         23.62     5.1        6.1    1010900200112 
  8.52     0.08        114.32         26.47     5.5        5.0    1010900200113 
ENDDATA             96          0                                 1010900200114 
ENDSUBENT          113          0                                 1010900299999 
NOSUBENT      10109003   20000203                             00001010900300001 
NOSUBENT      10109004   20000203                             00001010900400001 
SUBENT        10109005   20000202                             00001010900500001 
BIB                  3         14                                 1010900500002 
REACTION   (20-CA-0(N,INL)20-CA-40,PAR,DA)                        1010900500003 
            Resolved levels.                                      1010900500004 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010900500005 
            . geometric parameters,                               1010900500006 
            . finite size corrections,                            1010900500007 
            . statistics,                                         1010900500008 
            . residual background effects due to peak stripping   1010900500009 
              procedures.                                         1010900500010 
            Does not include absolute error of + or - 7%,         1010900500011 
             estimated error in the absolute value of the         1010900500012 
             detector efficiency.                                 1010900500013 
HISTORY    (19820929A) SUBENTRIES 5,8,12,16,19,23,30 COMBINED.    1010900500014 
           (19860313A) REACTION PRODUCT ADDED.                    1010900500015 
           (20000202A) Subentries 5,6,10,21,36 combined           1010900500016 
ENDBIB              14          0                                 1010900500017 
NOCOMMON             0          0                                 1010900500018 
DATA                 7         68                                 1010900500019 
E-LVL      EN         EN-RSL     ANG-CM     DATA       +DATA-ERR  1010900500020 
-DATA-ERR                                                         1010900500021 
MEV        MEV        MEV        ADEG       MB/SR      PER-CENT   1010900500022 
PER-CENT                                                          1010900500023 
  3.350      5.00     0.05         92.61          7.24    12.0    1010900500024 
   12.0                                                           1010900500025 
  3.350      5.18     0.05         92.47          3.78    10.0    1010900500026 
   16.7                                                           1010900500027 
  3.350      5.18     0.05         92.47          3.87    10.9    1010900500028 
   10.5                                                           1010900500029 
  3.350      5.50     0.05         92.35          3.99     8.1    1010900500030 
   10.5                                                           1010900500031 
  3.350      5.50     0.05        109.73          3.16    11.5    1010900500032 
   28.0                                                           1010900500033 
  3.350      5.50     0.05        115.20          3.93    11.0    1010900500034 
   16.6                                                           1010900500035 
  3.350      6.00     0.05        119.94          2.78     8.6    1010900500036 
   12.2                                                           1010900500037 
  3.350      6.37     0.13         63.85          2.24    12.2    1010900500038 
   29.1                                                           1010900500039 
  3.350      6.37     0.13         75.00          1.74    16.2    1010900500040 
   27.2                                                           1010900500041 
  3.350      6.37     0.13         79.06          2.60    10.7    1010900500042 
   24.9                                                           1010900500043 
  3.350      6.37     0.13         90.11          1.76    14.9    1010900500044 
   30.9                                                           1010900500045 
  3.350      6.37     0.13         94.10          2.48    11.0    1010900500046 
   23.4                                                           1010900500047 
  3.350      6.37     0.13         99.58          1.93    12.3    1010900500048 
   27.3                                                           1010900500049 
  3.350      6.37     0.13        104.06          2.83    10.9    1010900500050 
   25.9                                                           1010900500051 
  3.350      6.37     0.13        105.03          2.67    10.9    1010900500052 
   26.9                                                           1010900500053 
  3.350      6.37     0.13        109.51          2.33    10.1    1010900500054 
   20.0                                                           1010900500055 
  3.350      6.37     0.13        114.94          2.71    10.9    1010900500056 
   17.1                                                           1010900500057 
  3.350      6.37     0.13        119.86          2.10    12.0    1010900500058 
   10.9                                                           1010900500059 
  3.350      7.60     0.10         54.02          1.15    24.1    1010900500060 
   20.9                                                           1010900500061 
  3.350      7.60     0.10         59.63          1.12    24.8    1010900500062 
   23.4                                                           1010900500063 
  3.350      7.60     0.10         63.71          1.15    14.3    1010900500064 
   20.6                                                           1010900500065 
  3.350      7.60     0.10         69.28          0.88    17.6    1010900500066 
   22.5                                                           1010900500067 
  3.350      7.60     0.10         74.83          1.12    13.3    1010900500068 
   28.7                                                           1010900500069 
  3.350      7.60     0.10         78.88          0.84    21.5    1010900500070 
   26.0                                                           1010900500071 
  3.350      7.60     0.10         83.91          0.90    15.1    1010900500072 
   27.8                                                           1010900500073 
  3.350      7.60     0.10         84.40          1.03    19.4    1010900500074 
   22.7                                                           1010900500075 
  3.350      7.60     0.10         89.43          0.79    13.8    1010900500076 
   22.4                                                           1010900500077 
  3.350      7.60     0.10         94.92          1.05    12.7    1010900500078 
   21.5                                                           1010900500079 
  3.350      7.60     0.10         96.92          1.09     9.9    1010900500080 
   22.5                                                           1010900500081 
  3.350      7.60     0.10        102.40          1.07     9.6    1010900500082 
   18.4                                                           1010900500083 
  3.350      7.60     0.10        119.72          1.10    15.8    1010900500084 
   14.1                                                           1010900500085 
  3.350      8.52     0.08         94.35          1.05    17.6    1010900500086 
   24.5                                                           1010900500087 
  3.350      8.52     0.08         99.82          1.16    23.3    1010900500088 
   29.5                                                           1010900500089 
  3.730      5.00     0.05         93.00         16.35    26.4    1010900500090 
   26.4                                                           1010900500091 
  3.730      5.18     0.05         92.82         11.68    14.7    1010900500092 
   15.0                                                           1010900500093 
  3.730      5.18     0.05         92.83         10.57    15.3    1010900500094 
   15.2                                                           1010900500095 
  3.730      5.50     0.05         92.62         12.95     9.2    1010900500096 
    9.6                                                           1010900500097 
  3.900      5.18     0.05         93.04         14.12    25.4    1010900500098 
   25.6                                                           1010900500099 
  3.900      5.18     0.05         93.04         14.54    25.4    1010900500100 
   25.5                                                           1010900500101 
  3.900      5.50     0.05         92.77         10.68    12.8    1010900500102 
   12.6                                                           1010900500103 
  4.490      6.37     0.13         69.98          2.48    13.4    1010900500104 
   25.2                                                           1010900500105 
  4.490      6.37     0.13         75.57          2.83    13.1    1010900500106 
   31.1                                                           1010900500107 
  4.490      6.37     0.13         79.62          3.14    13.1    1010900500108 
   21.9                                                           1010900500109 
  4.490      6.37     0.13         90.72          3.41    12.8    1010900500110 
   27.5                                                           1010900500111 
  4.490      6.37     0.13         94.69          3.51    12.1    1010900500112 
   27.6                                                           1010900500113 
  4.490      6.37     0.13        100.21          3.51    11.7    1010900500114 
   27.3                                                           1010900500115 
  4.490      6.37     0.13        105.62          3.76    11.8    1010900500116 
   25.2                                                           1010900500117 
  4.490      6.37     0.13        110.08          3.28    11.7    1010900500118 
   27.2                                                           1010900500119 
  4.490      6.37     0.13        115.48          2.84    14.3    1010900500120 
   22.9                                                           1010900500121 
  4.490      6.37     0.13        120.41          3.29     9.5    1010900500122 
   26.6                                                           1010900500123 
  4.490      7.60     0.10         69.60          1.64    26.9    1010900500124 
   19.2                                                           1010900500125 
  4.490      7.60     0.10         75.19          1.53    31.5    1010900500126 
   21.3                                                           1010900500127 
  4.490      7.60     0.10         84.26          1.96    16.4    1010900500128 
   18.1                                                           1010900500129 
  4.490      7.60     0.10         84.74          1.35    31.6    1010900500130 
   19.3                                                           1010900500131 
  4.490      7.60     0.10         89.77          1.61    12.2    1010900500132 
   20.3                                                           1010900500133 
  4.490      7.60     0.10         90.27          1.50    23.9    1010900500134 
   19.2                                                           1010900500135 
  4.490      7.60     0.10         95.27          2.12    11.1    1010900500136 
   25.5                                                           1010900500137 
  4.490      7.60     0.10         97.28          2.35    10.1    1010900500138 
   16.1                                                           1010900500139 
  4.490      7.60     0.10        102.73          1.38    14.6    1010900500140 
   15.8                                                           1010900500141 
  4.490      7.60     0.10        108.18          2.13     8.1    1010900500142 
   21.8                                                           1010900500143 
  4.490      7.60     0.10        120.02          2.32     9.4    1010900500144 
    9.1                                                           1010900500145 
  4.490      8.52     0.08         79.56          2.54    12.7    1010900500146 
   19.0                                                           1010900500147 
  4.490      8.52     0.08         89.12          2.96    10.3    1010900500148 
   24.5                                                           1010900500149 
  4.490      8.52     0.08         94.63          2.52    14.1    1010900500150 
   23.4                                                           1010900500151 
  4.490      8.52     0.08        100.11          2.30    17.3    1010900500152 
   25.8                                                           1010900500153 
  4.490      8.52     0.08        109.52          1.58    22.3    1010900500154 
   18.3                                                           1010900500155 
  4.490      8.52     0.08        114.94          2.03    17.6    1010900500156 
   24.5                                                           1010900500157 
  6.280      8.52     0.08         95.42          1.84    15.3    1010900500158 
   21.2                                                           1010900500159 
ENDDATA            140          0                                 1010900500160 
ENDSUBENT          159          0                                 1010900599999 
NOSUBENT      10109006   20000203                             00001010900600001 
NOSUBENT      10109007   20000203                             00001010900700001 
NOSUBENT      10109008   20000203                             00001010900800001 
NOSUBENT      10109009   20000203                             00001010900900001 
NOSUBENT      10109010   20000203                             00001010901000001 
NOSUBENT      10109011   20000203                             00001010901100001 
NOSUBENT      10109012   20000203                             00001010901200001 
NOSUBENT      10109013   20000203                             00001010901300001 
NOSUBENT      10109014   20000203                             00001010901400001 
NOSUBENT      10109015   20000203                             00001010901500001 
NOSUBENT      10109016   20000203                             00001010901600001 
SUBENT        10109017   20000202                             00001010901700001 
BIB                  3         13                                 1010901700002 
REACTION   (20-CA-0(N,INL)20-CA-40,PAR,DA)                        1010901700003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010901700004 
            . geometric parameters,                               1010901700005 
            . finite size corrections,                            1010901700006 
            . statistics,                                         1010901700007 
            . residual background effects due to peak stripping   1010901700008 
              procedures.                                         1010901700009 
            Does not include absolute error of + or - 7%,         1010901700010 
             estimated error in the absolute value of the         1010901700011 
             detector efficiency.                                 1010901700012 
HISTORY    (19820929A) SUBENTRIES 17,20,24,31 COMBINED.           1010901700013 
           (19860313A) REACTION PRODUCT ADDED.                    1010901700014 
           (20000202A) Subentries 17,26,26,28,37 combined         1010901700015 
ENDBIB              13          0                                 1010901700016 
NOCOMMON             0          0                                 1010901700017 
DATA                 8         69                                 1010901700018 
E-LVL-MIN  E-LVL-MAX  EN         EN-RSL     ANG-CM     DATA       1010901700019 
+DATA-ERR  -DATA-ERR                                              1010901700020 
MEV        MEV        MEV        MEV        ADEG       MB/SR      1010901700021 
PER-CENT   PER-CENT                                               1010901700022 
  3.730      3.900      6.00     0.05        120.14         13.88 1010901700023 
   11.5       15.3                                                1010901700024 
  3.730      3.900      6.37     0.13         28.57         12.68 1010901700025 
   12.2       23.7                                                1010901700026 
  3.730      3.900      6.37     0.13         33.22         14.37 1010901700027 
    7.3       13.4                                                1010901700028 
  3.730      3.900      6.37     0.13         33.74         15.22 1010901700029 
   10.1       17.7                                                1010901700030 
  3.730      3.900      6.37     0.13         59.98         15.83 1010901700031 
   12.0       17.0                                                1010901700032 
  3.730      3.900      6.37     0.13         64.04         15.20 1010901700033 
    6.6       14.0                                                1010901700034 
  3.730      3.900      6.37     0.13         69.62         14.95 1010901700035 
    6.6       12.8                                                1010901700036 
  3.730      3.900      6.37     0.13         75.20         15.83 1010901700037 
    6.7       13.4                                                1010901700038 
  3.730      3.900      6.37     0.13         79.25         15.09 1010901700039 
    6.7       14.3                                                1010901700040 
  3.730      3.900      6.37     0.13         84.78         15.96 1010901700041 
    6.5       13.2                                                1010901700042 
  3.730      3.900      6.37     0.13         90.30         16.14 1010901700043 
    6.6       13.1                                                1010901700044 
  3.730      3.900      6.37     0.13         94.30         15.32 1010901700045 
    6.6       12.0                                                1010901700046 
  3.730      3.900      6.37     0.13         99.78         14.81 1010901700047 
    6.6       13.8                                                1010901700048 
  3.730      3.900      6.37     0.13        104.25         15.84 1010901700049 
    6.7       14.4                                                1010901700050 
  3.730      3.900      6.37     0.13        105.24         14.62 1010901700051 
    6.6       14.3                                                1010901700052 
  3.730      3.900      6.37     0.13        109.69         14.72 1010901700053 
    6.4       11.4                                                1010901700054 
  3.730      3.900      6.37     0.13        115.12         14.55 1010901700055 
    6.7       10.4                                                1010901700056 
  3.730      3.900      6.37     0.13        120.04         13.15 1010901700057 
    6.2        7.3                                                1010901700058 
  3.730      3.900      7.60     0.10         59.74          8.50 1010901700059 
    6.6        8.9                                                1010901700060 
  3.730      3.900      7.60     0.10         63.81          7.46 1010901700061 
    7.5        7.9                                                1010901700062 
  3.730      3.900      7.60     0.10         69.38          8.11 1010901700063 
    5.5        5.4                                                1010901700064 
  3.730      3.900      7.60     0.10         74.96          8.19 1010901700065 
    7.6        9.0                                                1010901700066 
  3.730      3.900      7.60     0.10         78.99          8.23 1010901700067 
    6.2        9.6                                                1010901700068 
  3.730      3.900      7.60     0.10         84.02          7.20 1010901700069 
   10.2        8.1                                                1010901700070 
  3.730      3.900      7.60     0.10         84.52          7.38 1010901700071 
    8.0        9.3                                                1010901700072 
  3.730      3.900      7.60     0.10         89.54          7.85 1010901700073 
    5.2        9.0                                                1010901700074 
  3.730      3.900      7.60     0.10         90.04          8.69 1010901700075 
    6.1        8.2                                                1010901700076 
  3.730      3.900      7.60     0.10         95.03          6.87 1010901700077 
    7.5        6.8                                                1010901700078 
  3.730      3.900      7.60     0.10         97.04          6.90 1010901700079 
    5.7        7.9                                                1010901700080 
  3.730      3.900      7.60     0.10        102.51          7.04 1010901700081 
    6.5       11.4                                                1010901700082 
  3.730      3.900      7.60     0.10        107.96          6.07 1010901700083 
   11.0       11.0                                                1010901700084 
  3.730      3.900      7.60     0.10        119.82          8.00 1010901700085 
    5.0        5.7                                                1010901700086 
  3.730      3.900      8.52     0.08         54.55          7.85 1010901700087 
   10.0       10.0                                                1010901700088 
  3.730      3.900      8.52     0.08         58.63          7.32 1010901700089 
    7.9       16.8                                                1010901700090 
  3.730      3.900      8.52     0.08         64.21          6.87 1010901700091 
   10.4       10.4                                                1010901700092 
  3.730      3.900      8.52     0.08         69.79          6.40 1010901700093 
   10.8       10.8                                                1010901700094 
  3.730      3.900      8.52     0.08         73.85          6.91 1010901700095 
    5.8        9.5                                                1010901700096 
  3.730      3.900      8.52     0.08         79.39          7.51 1010901700097 
    6.1       11.1                                                1010901700098 
  3.730      3.900      8.52     0.08         84.92          7.62 1010901700099 
    6.9       13.4                                                1010901700100 
  3.730      3.900      8.52     0.08         88.93          7.23 1010901700101 
    6.4       16.5                                                1010901700102 
  3.730      3.900      8.52     0.08         94.43          6.68 1010901700103 
    6.7       14.1                                                1010901700104 
  3.730      3.900      8.52     0.08         99.92          7.73 1010901700105 
    8.4       13.3                                                1010901700106 
  3.730      3.900      8.52     0.08        103.90          6.02 1010901700107 
    7.2        7.2                                                1010901700108 
  3.730      3.900      8.52     0.08        109.35          6.74 1010901700109 
    6.7        6.7                                                1010901700110 
  3.730      3.900      8.52     0.08        114.78          6.30 1010901700111 
    8.3       13.2                                                1010901700112 
  5.200      5.270      7.60     0.10         79.59          6.52 1010901700113 
   13.1        7.6                                                1010901700114 
  5.200      5.270      7.60     0.10         84.65          6.95 1010901700115 
    7.2        7.2                                                1010901700116 
  5.200      5.270      7.60     0.10         85.13          4.59 1010901700117 
   18.5       12.2                                                1010901700118 
  5.200      5.270      7.60     0.10         90.16          6.38 1010901700119 
    7.4        9.3                                                1010901700120 
  5.200      5.270      7.60     0.10         90.66          5.10 1010901700121 
   15.3       18.8                                                1010901700122 
  5.200      5.270      7.60     0.10         95.68          7.33 1010901700123 
    8.2        8.8                                                1010901700124 
  5.200      5.270      7.60     0.10        103.11          8.32 1010901700125 
    7.1        8.6                                                1010901700126 
  5.200      5.270      7.60     0.10        108.54          8.16 1010901700127 
   11.0       11.0                                                1010901700128 
  5.200      5.270      7.60     0.10        120.38          6.97 1010901700129 
    7.0        8.0                                                1010901700130 
  5.200      5.270      8.52     0.08         94.86          4.68 1010901700131 
    8.1       15.2                                                1010901700132 
  5.200      5.270      8.52     0.08        100.36          5.31 1010901700133 
   10.4       15.6                                                1010901700134 
  5.200      5.270      8.52     0.08        109.77          5.16 1010901700135 
    9.6        8.4                                                1010901700136 
  5.200      5.270      8.52     0.08        115.20          4.92 1010901700137 
   11.9       13.6                                                1010901700138 
  5.610      5.620      7.60     0.10         95.90          3.54 1010901700139 
   13.5       15.1                                                1010901700140 
  5.610      5.620      7.60     0.10        120.64          3.83 1010901700141 
   14.6       15.5                                                1010901700142 
  5.610      5.620      8.52     0.08         95.03          2.44 1010901700143 
   12.1       20.4                                                1010901700144 
  5.610      5.620      8.52     0.08        100.53          3.78 1010901700145 
   11.4       19.2                                                1010901700146 
  5.610      5.620      8.52     0.08        109.90          2.10 1010901700147 
   22.0       19.1                                                1010901700148 
  5.610      5.620      8.52     0.08        115.33          3.10 1010901700149 
   13.7       18.4                                                1010901700150 
  5.900      6.020      7.60     0.10        121.02          4.57 1010901700151 
   19.4       19.3                                                1010901700152 
  5.900      6.020      8.52     0.08         95.22          4.08 1010901700153 
