ENTRY            13527   19951218                             00001352700000001 
SUBENT        13527001   19951218                             00001352700100001 
BIB                 13         22                                 1352700100002 
INSTITUTE  (1USALAS,1USAOHO,1USADAV,1USATNL,2SWDUPP)              1352700100003 
REFERENCE  (J,PR/C,45,1791,9204)                                  1352700100004 
AUTHOR     (B.K.PARK,J.RAPAPORT,J.L.ULLMANN,A.G.LING,D.S.SORENSON,1352700100005 
           F.P.BRADY,J.L.ROMERO,C.R.HOWELL,W.TORNOW,C.T.RONNQVIST)1352700100006 
TITLE      Gamow-Teller and dipole strength distribution in       1352700100007 
            40Ca(n,p)40K reaction.                                1352700100008 
FACILITY   (MESON) LAMPF-WNR                                      1352700100009 
INC-SOURCE White neutron source, spallation neutrons from 800 MeV 1352700100010 
            protons on tungsten                                   1352700100011 
SAMPLE     Natural calcium in multi-target array.                 1352700100012 
DETECTOR   (MWPC) 4 single-plane multiwire proportional counters. 1352700100013 
           (CSICR) To measure energy of detected protons          1352700100014 
MONITOR    (1-H-1(N,EL)1-H-1,,SIG)                                1352700100015 
CORRECTION Corrected for:                                         1352700100016 
           - background                                           1352700100017 
           - misidentification of events due to target chamber    1352700100018 
             inefficiencies                                       1352700100019 
           - angular resolution                                   1352700100020 
ERR-ANALYS (DATA-ERR) statistical uncertainty                     1352700100021 
STATUS     Data received by electronic file transfer, 96/8/6.     1352700100022 
           (APRVD) Approved by B. Park, 96/9/13                   1352700100023 
HISTORY    (911219C)                                              1352700100024 
ENDBIB              22          0                                 1352700100025 
NOCOMMON             0          0                                 1352700100026 
ENDSUBENT           25          0                                 1352700199999 
SUBENT        13527002   19951218                             00001352700200001 
BIB                  1          1                                 1352700200002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700200003 
ENDBIB               1          0                                 1352700200004 
COMMON               2          3                                 1352700200005 
EN-MIN     EN-MAX                                                 1352700200006 
MEV        MEV                                                    1352700200007 
 60.        70.                                                   1352700200008 
ENDCOMMON            3          0                                 1352700200009 
DATA                 5        419                                 1352700200010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700200011 
         8.        10.       18.3 0.1194E+01 0.1374E+00           1352700200297 
         8.        10.       18.8 0.8517E+00 0.1160E+00           1352700200298 
         8.        10.       19.3 0.7742E+00 0.1103E+00           1352700200299 
         8.        10.       19.8 0.9126E+00 0.1203E+00           1352700200300 
         8.        10.       20.3 0.9284E+00 0.1215E+00           1352700200301 
         8.        10.       20.8 0.8407E+00 0.1156E+00           1352700200302 
         8.        10.       21.3 0.5928E+00 0.9739E-01           1352700200303 
         8.        10.       21.8 0.5493E+00 0.9354E-01           1352700200304 
         8.        10.       22.3 0.6209E+00 0.9967E-01           1352700200305 
         8.        10.       22.8 0.4154E+00 0.8119E-01           1352700200306 
         8.        10.       23.3 0.5098E+00 0.9030E-01           1352700200307 
         8.        10.       23.8 0.2328E+00 0.6085E-01           1352700200308 
         8.        10.       24.3 0.4672E+00 0.8673E-01           1352700200309 
         8.        10.       24.8 0.2816E+00 0.6730E-01           1352700200310 
         8.        10.       25.3 0.1179E+00 0.4345E-01           1352700200311 
         8.        10.       25.8 0.1422E+00 0.4790E-01           1352700200312 
         8.        10.       26.3 0.9501E-01 0.3909E-01           1352700200313 
         8.        10.       26.8 0.7160E-01 0.3394E-01           1352700200314 
        10.        12.       -2.7 0.7235E-01 0.3443E-01           1352700200315 
        10.        12.       -2.2 0.1691E+00 0.5276E-01           1352700200316 
        10.        12.       -1.7 0.1209E+00 0.4460E-01           1352700200317 
        10.        12.       -1.2 0.9686E-01 0.3988E-01           1352700200318 
        10.        12.       -0.7 0.2427E-01 0.1994E-01           1352700200319 
        10.        12.       -0.2 0.1215E+00 0.4487E-01           1352700200320 
        10.        12.        0.3 0.2191E+00 0.6033E-01           1352700200321 
        10.        12.        0.8 0.5852E+00 0.9947E-01           1352700200322 
        10.        12.        1.3 0.3665E+00 0.7859E-01           1352700200323 
        10.        12.        1.8 0.8078E+00 0.1177E+00           1352700200324 
        10.        12.        2.3 0.6132E+00 0.1023E+00           1352700200325 
        10.        12.        2.8 0.6145E+00 0.1028E+00           1352700200326 
        10.        12.        3.3 0.5911E+00 0.1008E+00           1352700200327 
        10.        12.        3.8 0.5677E+00 0.9905E-01           1352700200328 
        10.        12.        4.3 0.1979E+00 0.5785E-01           1352700200329 
        10.        12.        4.8 0.5460E+00 0.9696E-01           1352700200330 
        10.        12.        5.3 0.1742E+00 0.5449E-01           1352700200331 
        10.        12.        5.8 0.6239E+00 0.1041E+00           1352700200332 
        10.        12.        6.3 0.4755E+00 0.9083E-01           1352700200333 
        10.        12.        6.8 0.5271E+00 0.9591E-01           1352700200334 
        10.        12.        7.3 0.4534E+00 0.8881E-01           1352700200335 
        10.        12.        7.8 0.6318E+00 0.1053E+00           1352700200336 
        10.        12.        8.3 0.4818E+00 0.9222E-01           1352700200337 
        10.        12.        8.8 0.8149E+00 0.1208E+00           1352700200338 
        10.        12.        9.3 0.6289E+00 0.1058E+00           1352700200339 
        10.        12.        9.8 0.7441E+00 0.1154E+00           1352700200340 
        10.        12.       10.3 0.8763E+00 0.1259E+00           1352700200341 
        10.        12.       10.8 0.9841E+00 0.1339E+00           1352700200342 
        10.        12.       11.3 0.9897E+00 0.1349E+00           1352700200343 
        10.        12.       11.8 0.1178E+01 0.1476E+00           1352700200344 
        10.        12.       12.3 0.8690E+00 0.1265E+00           1352700200345 
        10.        12.       12.8 0.9276E+00 0.1318E+00           1352700200346 
        10.        12.       13.3 0.9065E+00 0.1302E+00           1352700200347 
        10.        12.       13.8 0.8060E+00 0.1230E+00           1352700200348 
        10.        12.       14.3 0.5412E+00 0.1011E+00           1352700200349 
        10.        12.       14.8 0.8461E+00 0.1270E+00           1352700200350 
        10.        12.       15.3 0.7144E+00 0.1168E+00           1352700200351 
        10.        12.       15.8 0.4702E+00 0.9459E-01           1352700200352 
        10.        12.       16.3 0.3619E+00 0.8310E-01           1352700200353 
        10.        12.       16.8 0.4203E+00 0.9030E-01           1352700200354 
        10.        12.       17.3 0.3955E+00 0.8788E-01           1352700200355 
        10.        12.       17.8 0.2277E+00 0.6671E-01           1352700200356 
        10.        12.       18.3 0.4898E+00 0.9887E-01           1352700200357 
        10.        12.       18.8 0.2906E+00 0.7601E-01           1352700200358 
        10.        12.       19.3 0.2055E+00 0.6413E-01           1352700200359 
        10.        12.       19.8 0.3868E+00 0.8888E-01           1352700200360 
        10.        12.       20.3 0.3617E+00 0.8653E-01           1352700200361 
        10.        12.       20.8 0.4604E+00 0.9912E-01           1352700200362 
        10.        12.       21.3 0.2794E+00 0.7702E-01           1352700200363 
        10.        12.       21.8 0.1913E+00 0.6453E-01           1352700200364 
        10.        12.       22.3 0.4233E+00 0.9750E-01           1352700200365 
        10.        12.       22.8 0.1992E+00 0.6719E-01           1352700200366 
        10.        12.       23.3 0.6847E-01 0.3978E-01           1352700200367 
        10.        12.       23.8 0.2893E+00 0.8449E-01           1352700200368 
        10.        12.       24.3 0.3373E+00 0.9308E-01           1352700200369 
        10.        12.       24.8 0.4219E-01 0.3467E-01           1352700200370 
        10.        12.       25.3 0.1377E+00 0.6552E-01           1352700200371 
        10.        12.       25.8 0.2243E+00 0.9290E-01           1352700200372 
        10.        12.       26.3 0.1421E+00 0.8282E-01           1352700200373 
        12.        14.       -2.7 0.0000E+00 0.0000E+00           1352700200374 
        12.        14.       -2.2 0.2227E+00 0.1304E+00           1352700200375 
        12.        14.       -1.7 0.0000E+00 0.0000E+00           1352700200376 
        12.        14.       -1.2 0.3428E+00 0.1647E+00           1352700200377 
        12.        14.       -0.7 0.4604E+00 0.1921E+00           1352700200378 
        12.        14.       -0.2 0.2329E+00 0.1374E+00           1352700200379 
        12.        14.        0.3 0.3551E+00 0.1721E+00           1352700200380 
        12.        14.        0.8 0.7201E+00 0.2447E+00           1352700200381 
        12.        14.        1.3 0.6079E+00 0.2258E+00           1352700200382 
        12.        14.        1.8 0.7425E+00 0.2516E+00           1352700200383 
        12.        14.        2.3 0.6277E+00 0.2343E+00           1352700200384 
        12.        14.        2.8 0.8975E+00 0.2821E+00           1352700200385 
        12.        14.        3.3 0.2597E+00 0.1520E+00           1352700200386 
        12.        14.        3.8 0.6677E+00 0.2488E+00           1352700200387 
        12.        14.        4.3 0.4110E+00 0.1975E+00           1352700200388 
        12.        14.        4.8 0.2788E+00 0.1632E+00           1352700200389 
        12.        14.        5.3 0.2853E+00 0.1683E+00           1352700200390 
        12.        14.        5.8 0.5883E+00 0.2445E+00           1352700200391 
        12.        14.        6.3 0.7518E+00 0.2801E+00           1352700200392 
        12.        14.        6.8 0.4614E+00 0.2206E+00           1352700200393 
        12.        14.        7.3 0.4742E+00 0.2267E+00           1352700200394 
        12.        14.        7.8 0.9761E+00 0.3331E+00           1352700200395 
        12.        14.        8.3 0.4953E+00 0.2380E+00           1352700200396 
        12.        14.        8.8 0.6867E+00 0.2865E+00           1352700200397 
        12.        14.        9.3 0.5299E+00 0.2546E+00           1352700200398 
        12.        14.        9.8 0.9161E+00 0.3430E+00           1352700200399 
        12.        14.       10.3 0.3753E+00 0.2197E+00           1352700200400 
        12.        14.       10.8 0.5840E+00 0.2792E+00           1352700200401 
        12.        14.       11.3 0.8139E+00 0.3383E+00           1352700200402 
        12.        14.       11.8 0.1257E+01 0.4272E+00           1352700200403 
        12.        14.       12.3 0.4351E+00 0.2548E+00           1352700200404 
        12.        14.       12.8 0.4551E+00 0.2664E+00           1352700200405 
        12.        14.       13.3 0.1172E+01 0.4367E+00           1352700200406 
        12.        14.       13.8 0.0000E+00 0.0000E+00           1352700200407 
        12.        14.       14.3 0.5019E+00 0.2939E+00           1352700200408 
        12.        14.       14.8 0.0000E+00 0.0000E+00           1352700200409 
        12.        14.       15.3 0.5400E+00 0.3166E+00           1352700200410 
        12.        14.       15.8 0.0000E+00 0.0000E+00           1352700200411 
        12.        14.       16.3 0.3961E+00 0.2697E+00           1352700200412 
        12.        14.       16.8 0.6749E+00 0.2997E+00           1352700200413 
        12.        14.       17.3 0.4762E+00 0.4020E+00           1352700200414 
        12.        14.       17.8 0.0000E+00 0.0000E+00           1352700200415 
        12.        14.       18.3 0.0000E+00 0.0000E+00           1352700200416 
        12.        14.       18.8 0.0000E+00 0.0000E+00           1352700200417 
        12.        14.       19.3 0.0000E+00 0.0000E+00           1352700200418 
        12.        14.       19.8 0.1046E-01 0.8658E-02           1352700200419 
        12.        14.       20.3 0.7590E-01 0.3266E-01           1352700200420 
        12.        14.       20.8 0.2114E+00 0.7214E-01           1352700200421 
        12.        14.       21.3 0.4593E-01 0.3803E-01           1352700200422 
        12.        14.       21.8 0.2581E+00 0.9592E-01           1352700200423 
        12.        14.       22.3 0.1181E+00 0.6912E-01           1352700200424 
        12.        14.       22.8 0.1238E+00 0.7247E-01           1352700200425 
        12.        14.       23.3 0.6756E-01 0.5594E-01           1352700200426 
        12.        14.       23.8 0.6886E-01 0.5701E-01           1352700200427 
        12.        14.       24.3 0.2076E+00 0.1006E+00           1352700200428 
        12.        14.       24.8 0.1405E+00 0.7252E-01           1352700200429 
        12.        14.       25.3 0.3397E+00 0.1647E+00           1352700200430 
        12.        14.       25.8 0.9332E-01 0.7726E-01           1352700200431 
ENDDATA            421          0                                 1352700200432 
ENDSUBENT          431          0                                 1352700299999 
SUBENT        13527003   19951218                             00001352700300001 
BIB                  1          1                                 1352700300002 
REACTION   (20-CA-40(N,P)19-K-40,,DA/DE)                          1352700300003 
ENDBIB               1          0                                 1352700300004 
COMMON               2          3                                 1352700300005 
EN-MIN     EN-MAX                                                 1352700300006 
MEV        MEV                                                    1352700300007 
 70.        80.                                                   1352700300008 
ENDCOMMON            3          0                                 1352700300009 
DATA                 5        561                                 1352700300010 
ANG-MIN    ANG-MAX    E-EXC      DATA       DATA-ERR              1352700300011 
ADEG       ADEG       MEV        B/SR/MEV   B/SR/MEV              1352700300012 
         0.         2.       -2.7 0.5673E-01 0.3301E-01           1352700300013 
         0.         2.       -2.2 0.2837E-01 0.2334E-01           1352700300014 
         0.         2.       -1.7 0.2837E-01 0.2335E-01           1352700300015 
         0.         2.       -1.2 0.1135E+00 0.4704E-01           1352700300016 
         0.         2.       -0.7 0.3122E+00 0.7802E-01           1352700300017 
         0.         2.       -0.2 0.4541E+00 0.9449E-01           1352700300018 
         0.         2.        0.3 0.1419E+00 0.5266E-01           1352700300019 
         0.         2.        0.8 0.4542E+00 0.9474E-01           1352700300020 
         0.         2.        1.3 0.5679E+00 0.1062E+00           1352700300021 
         0.         2.        1.8 0.2272E+00 0.6653E-01           1352700300022 
         0.         2.        2.3 0.1989E+00 0.6242E-01           1352700300023 
         0.         2.        2.8 0.3978E+00 0.8840E-01           1352700300024 
         0.         2.        3.3 0.4547E+00 0.9498E-01           1352700300025 
         0.         2.        3.8 0.3127E+00 0.7829E-01           1352700300026 
         0.         2.        4.3 0.1991E+00 0.6227E-01           1352700300027 
         0.         2.        4.8 0.2276E+00 0.6664E-01           1352700300028 
         0.         2.        5.3 0.3129E+00 0.7839E-01           1352700300029 
         0.         2.        5.8 0.2845E+00 0.7460E-01           1352700300030 
         0.         2.        6.3 0.5690E+00 0.1066E+00           1352700300031 
         0.         2.        6.8 0.3414E+00 0.8195E-01           1352700300032 
         0.         2.        7.3 0.5976E+00 0.1089E+00           1352700300033 
         0.         2.        7.8 0.6830E+00 0.1167E+00           1352700300034 
         0.         2.        8.3 0.9675E+00 0.1397E+00           1352700300035 
         0.         2.        8.8 0.7114E+00 0.1190E+00           1352700300036 
         0.         2.        9.3 0.1110E+01 0.1499E+00           1352700300037 
         0.         2.        9.8 0.8822E+00 0.1339E+00           1352700300038 
         0.         2.       10.3 0.8822E+00 0.1332E+00           1352700300039 
         0.         2.       10.8 0.1233E+01 0.1585E+00           1352700300040 
         0.         2.       11.3 0.1195E+01 0.1558E+00           1352700300041 
         0.         2.       11.8 0.1423E+01 0.1706E+00           1352700300042 
         0.         2.       12.3 0.1793E+01 0.1923E+00           1352700300043 
         0.         2.       12.8 0.1565E+01 0.1799E+00           1352700300044 
         0.         2.       13.3 0.1497E+01 0.1753E+00           1352700300045 
         0.         2.       13.8 0.1944E+01 0.2018E+00           1352700300046 
         0.         2.       14.3 0.1508E+01 0.1757E+00           1352700300047 
         0.         2.       14.8 0.1479E+01 0.1740E+00           1352700300048 
         0.         2.       15.3 0.1090E+01 0.1488E+00           1352700300049 
         0.         2.       15.8 0.1260E+01 0.1604E+00           1352700300050 
         0.         2.       16.3 0.1450E+01 0.1721E+00           1352700300051 
         0.         2.       16.8 0.1345E+01 0.1659E+00           1352700300052 
         0.         2.       17.3 0.1279E+01 0.1613E+00           1352700300053 
         0.         2.       17.8 0.7477E+00 0.1230E+00           1352700300054 
         0.         2.       18.3 0.1287E+01 0.1619E+00           1352700300055 
         0.         2.       18.8 0.1306E+01 0.1636E+00           1352700300056 
         0.         2.       19.3 0.9369E+00 0.1386E+00           1352700300057 
         0.         2.       19.8 0.1144E+01 0.1525E+00           1352700300058 
         0.         2.       20.3 0.1192E+01 0.1554E+00           1352700300059 
         0.         2.       20.8 0.1305E+01 0.1628E+00           1352700300060 
         0.         2.       21.3 0.9163E+00 0.1356E+00           1352700300061 
         0.         2.       21.8 0.1219E+01 0.1571E+00           1352700300062 
         0.         2.       22.3 0.9528E+00 0.1387E+00           1352700300063 
         0.         2.       22.8 0.1388E+01 0.1680E+00           1352700300064 
         0.         2.       23.3 0.1557E+01 0.1782E+00           1352700300065 
         0.         2.       23.8 0.1500E+01 0.1748E+00           1352700300066 
         0.         2.       24.3 0.1471E+01 0.1729E+00           1352700300067 
         0.         2.       24.8 0.8572E+00 0.1311E+00           1352700300068 
         0.         2.       25.3 0.1188E+01 0.1547E+00           1352700300069 
         0.         2.       25.8 0.1499E+01 0.1751E+00           1352700300070 
         0.         2.       26.3 0.1329E+01 0.1641E+00           1352700300071 
         0.         2.       26.8 0.1046E+01 0.1450E+00           1352700300072 
         0.         2.       27.3 0.1471E+01 0.1729E+00           1352700300073 
         0.         2.       27.8 0.1254E+01 0.1596E+00           1352700300074 
         0.         2.       28.3 0.1075E+01 0.1469E+00           1352700300075 
         0.         2.       28.8 0.1047E+01 0.1452E+00           1352700300076 
         0.         2.       29.3 0.1330E+01 0.1643E+00           1352700300077 
         0.         2.       29.8 0.9060E+00 0.1346E+00           1352700300078 
         0.         2.       30.3 0.5098E+00 0.1005E+00           1352700300079 
         0.         2.       30.8 0.7933E+00 0.1259E+00           1352700300080 
         0.         2.       31.3 0.5668E+00 0.1064E+00           1352700300081 
         0.         2.       31.8 0.3969E+00 0.8840E-01           1352700300082 
         0.         2.       32.3 0.4538E+00 0.9454E-01           1352700300083 
         0.         2.       32.8 0.5391E+00 0.1032E+00           1352700300084 
         0.         2.       33.3 0.3123E+00 0.7827E-01           1352700300085 
         0.         2.       33.8 0.3409E+00 0.8168E-01           1352700300086 
         0.         2.       34.3 0.1989E+00 0.6223E-01           1352700300087 
         0.         2.       34.8 0.1706E+00 0.5753E-01           1352700300088 
         0.         2.       35.3 0.8537E-01 0.4071E-01           1352700300089 
         0.         2.       35.8 0.1139E+00 0.4698E-01           1352700300090 
         0.         2.       36.3 0.8546E-01 0.4061E-01           1352700300091 
         0.         2.       36.8 0.8552E-01 0.4078E-01           1352700300092 
         2.         4.       -2.7 0.5133E-01 0.1888E-01           1352700300093 
         2.         4.       -2.2 0.3080E-01 0.1459E-01           1352700300094 
         2.         4.       -1.7 0.9239E-01 0.2531E-01           1352700300095 
         2.         4.       -1.2 0.2053E+00 0.3792E-01           1352700300096 
         2.         4.       -0.7 0.3901E+00 0.5263E-01           1352700300097 
         2.         4.       -0.2 0.2566E+00 0.4267E-01           1352700300098 
         2.         4.        0.3 0.4059E+00 0.5364E-01           1352700300099 
         2.         4.        0.8 0.4107E+00 0.5414E-01           1352700300100 
         2.         4.        1.3 0.6215E+00 0.6673E-01           1352700300101 
         2.         4.        1.8 0.4210E+00 0.5476E-01           1352700300102 
         2.         4.        2.3 0.2362E+00 0.4078E-01           1352700300103 
         2.         4.        2.8 0.3444E+00 0.4935E-01           1352700300104 
         2.         4.        3.3 0.3855E+00 0.5224E-01           1352700300105 
         2.         4.        3.8 0.3651E+00 0.5098E-01           1352700300106 
         2.         4.        4.3 0.3754E+00 0.5166E-01           1352700300107 
         2.         4.        4.8 0.4371E+00 0.5571E-01           1352700300108 
         2.         4.        5.3 0.5193E+00 0.6099E-01           1352700300109 
         2.         4.        5.8 0.4474E+00 0.5640E-01           1352700300110 
         2.         4.        6.3 0.4118E+00 0.5427E-01           1352700300111 
         2.         4.        6.8 0.5652E+00 0.6358E-01           1352700300112 
         2.         4.        7.3 0.6324E+00 0.6738E-01           1352700300113 
         2.         4.        7.8 0.7297E+00 0.7246E-01           1352700300114 
         2.         4.        8.3 0.8839E+00 0.8005E-01           1352700300115 
         2.         4.        8.8 0.9107E+00 0.8156E-01           1352700300116 
         2.         4.        9.3 0.7558E+00 0.7383E-01           1352700300117 
         2.         4.        9.8 0.9258E+00 0.8206E-01           1352700300118 
         2.         4.       10.3 0.9621E+00 0.8372E-01           1352700300119 
         2.         4.       10.8 0.1377E+01 0.1006E+00           1352700300120 
         2.         4.       11.3 0.1506E+01 0.1054E+00           1352700300121 
         2.         4.       11.8 0.1435E+01 0.1028E+00           1352700300122 
         2.         4.       12.3 0.1594E+01 0.1086E+00           1352700300123 
         2.         4.       12.8 0.1507E+01 0.1056E+00           1352700300124 
         2.         4.       13.3 0.2113E+01 0.1259E+00           1352700300125 
         2.         4.       13.8 0.1619E+01 0.1096E+00           1352700300126 
         2.         4.       14.3 0.1866E+01 0.1179E+00           1352700300127 
         2.         4.       14.8 0.1435E+01 0.1028E+00           1352700300128 
         2.         4.       15.3 0.1409E+01 0.1020E+00           1352700300129 
         2.         4.       15.8 0.1619E+01 0.1096E+00           1352700300130 
         2.         4.       16.3 0.1302E+01 0.9800E-01           1352700300131 
         2.         4.       16.8 0.1650E+01 0.1106E+00           1352700300132 
         2.         4.       17.3 0.1424E+01 0.1025E+00           1352700300133 
