ENTRY            12853   19860129                             00001285300000001 
SUBENT        12853001   19860129                             00001285300100001 
BIB                  9         20                                 1285300100002 
INSTITUTE  (1USAANL)                                              1285300100003 
REFERENCE  (R,ANL-NDM-80,8305)                                    1285300100004 
AUTHOR     (W.P.POENITZ,J.F.WHALEN)                               1285300100005 
TITLE      NEUTRON TOTAL CROSS SECTION MEASUREMENTS IN THE ENERGY 1285300100006 
            REGION FROM 47 KEV TO 20 MEV                          1285300100007 
FACILITY   (DYNAM)                                                1285300100008 
CORRECTION THE DATA WERE CORRECTED FOR DEAD-TIME, BACKGROUND AND  1285300100009 
            RESONANCE SELF-SHIELDING. INSCATTERING OF NEUTRONS    1285300100010 
            WAS CALCULATED AND FOUND TO BE NEGLIGIBLE.            1285300100011 
ERR-ANALYS (ERR-T) TOTAL UNCERTAINTY                              1285300100012 
             SYSTEMATIC UNCERTAINITES IN PERCENT INCLUDE -        1285300100013 
                CORRELATED DEAD-TIME UNCERTAINTY       0.3-0.6    1285300100014 
                BACKGROUND CORRECTION                  0.3        1285300100015 
                SAMPLE THICKNESS                       0.5-1.0    1285300100016 
STATUS     DATA RECEIVED IN PRIVATE COMMUNICATION 12/14/83 FROM   1285300100017 
             W.P.POENITZ                                          1285300100018 
           (APRVD) W.P.POENITZ, 84/2/13.                          1285300100019 
HISTORY    (831220C)                                              1285300100020 
           (850806A) MISSING SUBENTRIES ADDED                     1285300100021 
           (860129A) BIB CORRECTION.                              1285300100022 
ENDBIB              20          0                                 1285300100023 
NOCOMMON             0          0                                 1285300100024 
ENDSUBENT           23          0                                 1285300199999 
SUBENT        12853002   19840106                             00001285300200001 
BIB                  5          6                                 1285300200002 
REACTION   (6-C-0(N,TOT),,SIG)                                    1285300200003 
N-SOURCE   (D-LI7) WHITE NEUTRON SPECTRUM                         1285300200004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285300200005 
SAMPLE     NATURAL CARBON                                         1285300200006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285300200007 
             WITH PULSE SHAPE DISCRIMINATION                      1285300200008 
ENDBIB               6          0                                 1285300200009 
NOCOMMON             0          0                                 1285300200010 
DATA                 5        167                                 1285300200011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285300200012 
  2.599E+00  1.300E-02  3.209E-02  7.252E+00  1.696E-01           1285305000030 
  2.665E+00  1.332E-02  3.338E-02  7.335E+00  1.684E-01           1285305000031 
  2.733E+00  1.366E-02  3.469E-02  7.158E+00  1.644E-01           1285305000032 
  2.804E+00  1.402E-02  3.609E-02  7.367E+00  1.692E-01           1285305000033 
  2.877E+00  1.439E-02  3.758E-02  7.486E+00  1.719E-01           1285305000034 
  2.954E+00  1.477E-02  3.916E-02  7.329E+00  1.683E-01           1285305000035 
  3.034E+00  1.517E-02  4.078E-02  7.336E+00  1.685E-01           1285305000036 
  3.117E+00  1.559E-02  4.253E-02  7.275E+00  1.671E-01           1285305000037 
  3.204E+00  1.602E-02  4.440E-02  7.187E+00  1.651E-01           1285305000038 
  3.295E+00  1.647E-02  4.635E-02  7.425E+00  1.705E-01           1285305000039 
  3.389E+00  1.695E-02  4.843E-02  7.403E+00  1.672E-01           1285305000040 
  3.488E+00  1.744E-02  5.063E-02  7.264E+00  1.641E-01           1285305000041 
  3.592E+00  1.796E-02  5.298E-02  7.221E+00  1.631E-01           1285305000042 
  3.700E+00  1.850E-02  5.546E-02  7.360E+00  1.662E-01           1285305000043 
  3.814E+00  1.907E-02  5.809E-02  7.167E+00  1.619E-01           1285305000044 
  3.933E+00  1.966E-02  6.095E-02  7.277E+00  1.671E-01           1285305000045 
  4.058E+00  2.029E-02  6.392E-02  7.416E+00  1.703E-01           1285305000046 
  4.188E+00  2.094E-02  6.710E-02  7.232E+00  1.761E-01           1285305000047 
  4.326E+00  2.163E-02  7.053E-02  7.059E+00  1.794E-01           1285305000048 
  4.470E+00  2.235E-02  7.417E-02  7.267E+00  1.889E-01           1285305000049 
  4.623E+00  2.311E-02  7.811E-02  7.030E+00  1.869E-01           1285305000050 
  4.783E+00  2.391E-02  8.231E-02  6.839E+00  1.818E-01           1285305000051 
  4.952E+00  2.476E-02  8.680E-02  6.920E+00  1.840E-01           1285305000052 
  5.130E+00  2.565E-02  9.163E-02  6.882E+00  1.873E-01           1285305000053 
  5.318E+00  2.659E-02  9.685E-02  6.362E+00  1.788E-01           1285305000054 
  5.518E+00  2.759E-02  1.025E-01  6.538E+00  1.837E-01           1285305000055 
  5.728E+00  2.864E-02  1.085E-01  6.107E+00  1.801E-01           1285305000056 
  5.951E+00  2.976E-02  1.150E-01  6.375E+00  1.837E-01           1285305000057 
  6.188E+00  3.094E-02  1.221E-01  6.182E+00  1.867E-01           1285305000058 
  6.440E+00  3.220E-02  1.298E-01  5.903E+00  1.825E-01           1285305000059 
  6.707E+00  3.354E-02  1.381E-01  6.025E+00  1.863E-01           1285305000060 
  6.992E+00  3.496E-02  1.472E-01  5.338E+00  1.786E-01           1285305000061 
  7.296E+00  3.648E-02  1.570E-01  5.394E+00  1.805E-01           1285305000062 
  7.620E+00  3.810E-02  1.678E-01  5.407E+00  1.851E-01           1285305000063 
  7.967E+00  3.984E-02  1.796E-01  5.283E+00  1.892E-01           1285305000064 
  8.339E+00  4.170E-02  1.926E-01  5.283E+00  1.897E-01           1285305000065 
  8.738E+00  4.369E-02  2.067E-01  5.275E+00  1.936E-01           1285305000066 
  9.166E+00  4.583E-02  2.224E-01  5.263E+00  2.024E-01           1285305000067 
  9.627E+00  4.814E-02  2.397E-01  5.116E+00  2.096E-01           1285305000068 
  1.012E+01  1.012E-01  2.588E-01  5.247E+00  2.105E-01           1285305000069 
  1.066E+01  1.066E-01  2.800E-01  5.350E+00  2.102E-01           1285305000070 
  1.125E+01  1.125E-01  3.037E-01  5.466E+00  2.007E-01           1285305000071 
  1.188E+01  1.188E-01  3.301E-01  5.303E+00  1.816E-01           1285305000072 
  1.257E+01  1.257E-01  3.597E-01  5.334E+00  1.679E-01           1285305000073 
  1.332E+01  1.332E-01  3.930E-01  5.332E+00  1.646E-01           1285305000074 
  1.414E+01  1.414E-01  4.305E-01  5.627E+00  1.599E-01           1285305000075 
  1.504E+01  1.504E-01  4.729E-01  5.635E+00  1.528E-01           1285305000076 
  1.603E+01  1.603E-01  5.213E-01  5.556E+00  1.474E-01           1285305000077 
  1.712E+01  1.712E-01  5.765E-01  5.683E+00  1.476E-01           1285305000078 
  1.834E+01  1.834E-01  6.399E-01  5.822E+00  1.562E-01           1285305000079 
  1.968E+01  1.968E-01  7.132E-01  5.913E+00  1.833E-01           1285305000080 
ENDDATA             69          0                                 1285305000081 
ENDSUBENT           80          0                                 1285305099999 
SUBENT        12853051   19840127                             00001285305100001 
BIB                  5          6                                 1285305100002 
REACTION   (79-AU-197(N,TOT),,SIG)                                1285305100003 
INC-SOURCE (D-LI) WHITE NEUTRON SPECTRUM                          1285305100004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285305100005 
SAMPLE     NATURAL GOLD WITH A THICKNESS OF 0.0846 ATOMS/BARN     1285305100006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285305100007 
             WITH PULSE SHAPE DISCRIMINATION                      1285305100008 
ENDBIB               6          0                                 1285305100009 
NOCOMMON             0          0                                 1285305100010 
DATA                 5         67                                 1285305100011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285305100012 
MEV        MEV        MEV        B          B                     1285305100013 
  1.820E+00  9.100E-03  1.868E-02  6.482E+00  6.951E-02           1285305100014 
  1.857E+00  9.287E-03  1.896E-02  6.491E+00  6.426E-02           1285305100015 
  1.896E+00  9.479E-03  1.957E-02  6.625E+00  6.558E-02           1285305100016 
  1.936E+00  9.678E-03  2.021E-02  6.685E+00  6.090E-02           1285305100017 
  1.977E+00  9.883E-03  2.087E-02  6.649E+00  6.058E-02           1285305100018 
  2.019E+00  1.010E-02  2.160E-02  6.701E+00  6.105E-02           1285305100019 
  2.063E+00  1.032E-02  2.236E-02  6.779E+00  6.176E-02           1285305100020 
  2.109E+00  1.054E-02  2.312E-02  6.788E+00  5.679E-02           1285305100021 
  2.156E+00  1.078E-02  2.393E-02  6.836E+00  5.719E-02           1285305100022 
  2.204E+00  1.102E-02  2.481E-02  6.989E+00  5.847E-02           1285305100023 
  2.255E+00  1.127E-02  2.571E-02  6.959E+00  5.822E-02           1285305100024 
  2.307E+00  1.154E-02  2.663E-02  7.024E+00  5.877E-02           1285305100025 
  2.361E+00  1.181E-02  2.762E-02  7.023E+00  5.876E-02           1285305100026 
  2.418E+00  1.209E-02  2.867E-02  7.207E+00  5.536E-02           1285305100027 
  2.476E+00  1.238E-02  2.973E-02  7.217E+00  5.543E-02           1285305100028 
  2.536E+00  1.268E-02  3.086E-02  7.220E+00  5.546E-02           1285305100029 
  2.599E+00  1.300E-02  3.209E-02  7.255E+00  5.573E-02           1285305100030 
  2.665E+00  1.332E-02  3.338E-02  7.352E+00  5.647E-02           1285305100031 
  2.733E+00  1.366E-02  3.469E-02  7.206E+00  5.535E-02           1285305100032 
  2.804E+00  1.402E-02  3.609E-02  7.372E+00  5.663E-02           1285305100033 
  2.877E+00  1.439E-02  3.758E-02  7.409E+00  5.691E-02           1285305100034 
  2.954E+00  1.477E-02  3.916E-02  7.440E+00  5.715E-02           1285305100035 
  3.034E+00  1.517E-02  4.078E-02  7.389E+00  5.676E-02           1285305100036 
  3.117E+00  1.559E-02  4.253E-02  7.391E+00  5.226E-02           1285305100037 
  3.204E+00  1.602E-02  4.440E-02  7.386E+00  5.673E-02           1285305100038 
  3.295E+00  1.647E-02  4.635E-02  7.363E+00  5.656E-02           1285305100039 
  3.389E+00  1.695E-02  4.843E-02  7.438E+00  5.259E-02           1285305100040 
  3.488E+00  1.744E-02  5.063E-02  7.385E+00  5.222E-02           1285305100041 
  3.592E+00  1.796E-02  5.298E-02  7.337E+00  5.188E-02           1285305100042 
  3.700E+00  1.850E-02  5.546E-02  7.368E+00  5.210E-02           1285305100043 
  3.814E+00  1.907E-02  5.809E-02  7.348E+00  5.196E-02           1285305100044 
  3.933E+00  1.966E-02  6.095E-02  7.337E+00  5.188E-02           1285305100045 
  4.058E+00  2.029E-02  6.392E-02  7.385E+00  5.673E-02           1285305100046 
  4.188E+00  2.094E-02  6.710E-02  7.330E+00  6.133E-02           1285305100047 
  4.326E+00  2.163E-02  7.053E-02  7.243E+00  6.599E-02           1285305100048 
  4.470E+00  2.235E-02  7.417E-02  7.133E+00  7.061E-02           1285305100049 
  4.623E+00  2.311E-02  7.811E-02  7.040E+00  7.005E-02           1285305100050 
  4.783E+00  2.391E-02  8.231E-02  6.957E+00  6.922E-02           1285305100051 
  4.952E+00  2.476E-02  8.680E-02  7.005E+00  6.970E-02           1285305100052 
  5.130E+00  2.565E-02  9.163E-02  6.907E+00  7.439E-02           1285305100053 
  5.318E+00  2.659E-02  9.685E-02  6.593E+00  7.101E-02           1285305100054 
  5.518E+00  2.759E-02  1.025E-01  6.656E+00  7.169E-02           1285305100055 
  5.728E+00  2.864E-02  1.085E-01  6.348E+00  7.376E-02           1285305100056 
  5.951E+00  2.976E-02  1.150E-01  6.289E+00  7.307E-02           1285305100057 
  6.188E+00  3.094E-02  1.221E-01  6.105E+00  7.625E-02           1285305100058 
  6.440E+00  3.220E-02  1.298E-01  5.945E+00  7.425E-02           1285305100059 
  6.707E+00  3.354E-02  1.381E-01  5.952E+00  7.434E-02           1285305100060 
  6.992E+00  3.496E-02  1.472E-01  5.637E+00  7.688E-02           1285305100061 
  7.296E+00  3.648E-02  1.570E-01  5.638E+00  7.751E-02           1285305100062 
  7.620E+00  3.810E-02  1.678E-01  5.578E+00  8.160E-02           1285305100063 
  7.967E+00  3.984E-02  1.796E-01  5.405E+00  8.391E-02           1285305100064 
  8.339E+00  4.170E-02  1.926E-01  5.249E+00  8.149E-02           1285305100065 
  8.738E+00  4.369E-02  2.067E-01  5.339E+00  8.773E-02           1285305100066 
  9.166E+00  4.583E-02  2.224E-01  5.227E+00  9.074E-02           1285305100067 
  9.627E+00  4.814E-02  2.397E-01  5.237E+00  9.248E-02           1285305100068 
  1.012E+01  1.012E-01  2.588E-01  5.018E+00  9.791E-02           1285305100069 
  1.066E+01  1.066E-01  2.800E-01  5.178E+00  9.233E-02           1285305100070 
  1.125E+01  1.125E-01  3.037E-01  5.238E+00  8.686E-02           1285305100071 
  1.188E+01  1.188E-01  3.301E-01  5.193E+00  8.062E-02           1285305100072 
  1.257E+01  1.257E-01  3.597E-01  5.307E+00  7.186E-02           1285305100073 
  1.332E+01  1.332E-01  3.930E-01  5.314E+00  6.428E-02           1285305100074 
  1.414E+01  1.414E-01  4.305E-01  5.434E+00  6.027E-02           1285305100075 
  1.504E+01  1.504E-01  4.729E-01  5.536E+00  5.700E-02           1285305100076 
  1.603E+01  1.603E-01  5.213E-01  5.609E+00  5.351E-02           1285305100077 
  1.712E+01  1.712E-01  5.765E-01  5.676E+00  5.415E-02           1285305100078 
  1.834E+01  1.834E-01  6.399E-01  5.716E+00  5.885E-02           1285305100079 
  1.968E+01  1.968E-01  7.132E-01  5.823E+00  7.502E-02           1285305100080 
ENDDATA             69          0                                 1285305100081 
ENDSUBENT           80          0                                 1285305199999 
SUBENT        12853052   19840127                             00001285305200001 
BIB                  5          6                                 1285305200002 
REACTION   (90-TH-232(N,TOT),,SIG)                                1285305200003 
INC-SOURCE (D-LI) WHITE NEUTRON SPECTRUM                          1285305200004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285305200005 
SAMPLE     NATURAL THORIUM WITH A THICKNESS OF 0.0670 ATOMS/BARN  1285305200006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285305200007 
             WITH PULSE SHAPE DISCRIMINATION                      1285305200008 
ENDBIB               6          0                                 1285305200009 
NOCOMMON             0          0                                 1285305200010 
DATA                 5         68                                 1285305200011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285305200012 
MEV        MEV        MEV        B          B                     1285305200013 
  1.817E+00  9.085E-03  1.872E-02  7.096E+00  6.732E-02           1285305200014 
  1.854E+00  9.272E-03  1.902E-02  7.131E+00  6.765E-02           1285305200015 
  1.893E+00  9.465E-03  1.963E-02  7.158E+00  6.791E-02           1285305200016 
  1.933E+00  9.665E-03  2.029E-02  7.205E+00  6.835E-02           1285305200017 
  1.974E+00  9.871E-03  2.099E-02  7.204E+00  6.321E-02           1285305200018 
  2.017E+00  1.008E-02  2.169E-02  7.221E+00  6.336E-02           1285305200019 
  2.061E+00  1.030E-02  2.242E-02  7.321E+00  6.424E-02           1285305200020 
  2.107E+00  1.053E-02  2.322E-02  7.360E+00  6.458E-02           1285305200021 
  2.154E+00  1.077E-02  2.403E-02  7.344E+00  5.966E-02           1285305200022 
  2.203E+00  1.101E-02  2.488E-02  7.390E+00  6.004E-02           1285305200023 
  2.253E+00  1.127E-02  2.577E-02  7.482E+00  6.078E-02           1285305200024 
  2.306E+00  1.153E-02  2.671E-02  7.541E+00  6.126E-02           1285305200025 
  2.360E+00  1.180E-02  2.771E-02  7.529E+00  6.117E-02           1285305200026 
  2.417E+00  1.208E-02  2.874E-02  7.528E+00  6.116E-02           1285305200027 
  2.475E+00  1.238E-02  2.980E-02  7.689E+00  6.247E-02           1285305200028 
  2.536E+00  1.268E-02  2.682E-02  7.668E+00  6.230E-02           1285305200029 
  2.582E+00  1.291E-02  2.379E-02  7.778E+00  6.508E-02           1285305200030 
  2.631E+00  1.315E-02  2.886E-02  7.747E+00  6.294E-02           1285305200031 
  2.698E+00  1.349E-02  3.408E-02  7.787E+00  6.326E-02           1285305200032 
  2.767E+00  1.384E-02  3.543E-02  7.873E+00  5.944E-02           1285305200033 
  2.840E+00  1.420E-02  3.687E-02  7.891E+00  5.958E-02           1285305200034 
  2.915E+00  1.457E-02  3.840E-02  7.943E+00  5.997E-02           1285305200035 
  2.993E+00  1.497E-02  4.000E-02  7.948E+00  6.001E-02           1285305200036 
  3.075E+00  1.537E-02  4.167E-02  7.962E+00  6.011E-02           1285305200037 
  3.160E+00  1.580E-02  4.347E-02  7.949E+00  6.001E-02           1285305200038 
  3.249E+00  1.624E-02  4.536E-02  8.021E+00  6.056E-02           1285305200039 
  3.341E+00  1.671E-02  4.735E-02  8.004E+00  6.043E-02           1285305200040 
  3.438E+00  1.719E-02  4.947E-02  8.039E+00  6.069E-02           1285305200041 
  3.539E+00  1.770E-02  5.174E-02  8.079E+00  6.100E-02           1285305200042 
  3.645E+00  1.822E-02  5.412E-02  8.025E+00  6.059E-02           1285305200043 
  3.756E+00  1.878E-02  5.667E-02  8.030E+00  6.063E-02           1285305200044 
  3.872E+00  1.936E-02  5.936E-02  8.074E+00  6.096E-02           1285305200045 
  3.993E+00  1.997E-02  6.222E-02  8.022E+00  6.056E-02           1285305200046 
  4.121E+00  2.060E-02  6.530E-02  8.021E+00  6.516E-02           1285305200047 
  4.254E+00  2.127E-02  6.856E-02  8.016E+00  7.034E-02           1285305200048 
  4.395E+00  2.197E-02  7.203E-02  7.998E+00  7.588E-02           1285305200049 
  4.542E+00  2.271E-02  7.578E-02  7.901E+00  7.496E-02           1285305200050 
  4.698E+00  2.349E-02  7.978E-02  7.866E+00  7.462E-02           1285305200051 
  4.862E+00  2.431E-02  8.405E-02  7.840E+00  7.438E-02           1285305200052 
  5.034E+00  2.517E-02  8.862E-02  7.691E+00  7.881E-02           1285305200053 
  5.216E+00  2.608E-02  9.356E-02  7.659E+00  7.848E-02           1285305200054 
  5.408E+00  2.704E-02  9.885E-02  7.552E+00  7.738E-02           1285305200055 
  5.611E+00  2.806E-02  1.045E-01  7.411E+00  7.594E-02           1285305200056 
  5.826E+00  2.913E-02  1.107E-01  7.338E+00  7.519E-02           1285305200057 
  6.054E+00  3.027E-02  1.173E-01  7.149E+00  7.896E-02           1285305200058 
  6.296E+00  3.148E-02  1.245E-01  7.107E+00  7.882E-02           1285305200059 
  6.552E+00  3.276E-02  1.323E-01  6.938E+00  8.268E-02           1285305200060 
  6.825E+00  3.413E-02  1.407E-01  6.827E+00  8.135E-02           1285305200061 
  7.115E+00  3.558E-02  1.499E-01  6.590E+00  7.853E-02           1285305200062 
  7.425E+00  3.712E-02  1.599E-01  6.482E+00  8.276E-02           1285305200063 
  7.755E+00  3.878E-02  1.708E-01  6.254E+00  8.529E-02           1285305200064 
  8.108E+00  4.054E-02  1.827E-01  6.350E+00  8.660E-02           1285305200065 
  8.486E+00  4.243E-02  1.958E-01  6.151E+00  8.389E-02           1285305200066 
  8.891E+00  4.446E-02  2.488E-01  6.155E+00  8.941E-02           1285305200067 
  9.481E+00  4.741E-02  2.862E-01  6.025E+00  8.478E-02           1285305200068 
  1.004E+01  1.004E-01  2.695E-01  5.948E+00  9.234E-02           1285305200069 
  1.056E+01  1.056E-01  2.720E-01  5.916E+00  9.184E-02           1285305200070 
  1.112E+01  1.112E-01  2.942E-01  5.936E+00  8.684E-02           1285305200071 
  1.174E+01  1.174E-01  3.189E-01  5.768E+00  7.867E-02           1285305200072 
  1.240E+01  1.240E-01  3.465E-01  5.868E+00  7.492E-02           1285305200073 
  1.312E+01  1.312E-01  3.773E-01  5.815E+00  6.449E-02           1285305200074 
  1.391E+01  1.391E-01  4.118E-01  5.933E+00  6.108E-02           1285305200075 
  1.477E+01  1.477E-01  4.506E-01  6.012E+00  5.735E-02           1285305200076 
  1.571E+01  1.571E-01  4.945E-01  6.038E+00  5.760E-02           1285305200077 
  1.675E+01  1.675E-01  5.441E-01  6.109E+00  5.828E-02           1285305200078 
  1.789E+01  1.789E-01  6.005E-01  6.260E+00  5.972E-02           1285305200079 
  1.915E+01  1.915E-01  5.894E-01  6.264E+00  7.464E-02           1285305200080 
  2.025E+01  2.025E-01  5.483E-01  6.437E+00  1.426E-01           1285305200081 
ENDDATA             70          0                                 1285305200082 
ENDSUBENT           81          0                                 1285305299999 
SUBENT        12853053   19840127                             00001285305300001 
BIB                  5          7                                 1285305300002 
REACTION   (92-U-233(N,TOT),,SIG)                                 1285305300003 
INC-SOURCE (D-LI) WHITE NEUTRON SPECTRUM                          1285305300004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285305300005 
SAMPLE     ENRICHED U-233 WITH A THICKNESS OF 0.0944 ATOMS/BARN   1285305300006 
            CANNED IN STAINLESS STEEL                             1285305300007 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285305300008 
             WITH PULSE SHAPE DISCRIMINATION                      1285305300009 
ENDBIB               7          0                                 1285305300010 
NOCOMMON             0          0                                 1285305300011 
DATA                 5         68                                 1285305300012 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285305300013 
MEV        MEV        MEV        B          B                     1285305300014 
  1.817E+00  9.085E-03  1.872E-02  7.053E+00  1.135E-01           1285305300015 
  1.854E+00  9.272E-03  1.902E-02  7.052E+00  1.135E-01           1285305300016 
  1.893E+00  9.465E-03  1.963E-02  7.099E+00  1.142E-01           1285305300017 
  1.933E+00  9.665E-03  2.029E-02  7.150E+00  1.151E-01           1285305300018 
  1.974E+00  9.871E-03  2.099E-02  7.108E+00  1.144E-01           1285305300019 
  2.017E+00  1.008E-02  2.169E-02  7.177E+00  1.155E-01           1285305300020 
  2.061E+00  1.030E-02  2.242E-02  7.260E+00  1.168E-01           1285305300021 
  2.107E+00  1.053E-02  2.322E-02  7.284E+00  1.152E-01           1285305300022 
  2.154E+00  1.077E-02  2.403E-02  7.365E+00  1.165E-01           1285305300023 
  2.203E+00  1.101E-02  2.488E-02  7.396E+00  1.169E-01           1285305300024 
  2.253E+00  1.127E-02  2.577E-02  7.465E+00  1.180E-01           1285305300025 
  2.306E+00  1.153E-02  2.671E-02  7.489E+00  1.184E-01           1285305300026 
  2.360E+00  1.180E-02  2.771E-02  7.482E+00  1.183E-01           1285305300027 
  2.417E+00  1.208E-02  2.874E-02  7.604E+00  1.202E-01           1285305300028 
  2.475E+00  1.238E-02  2.980E-02  7.666E+00  1.212E-01           1285305300029 
  2.536E+00  1.268E-02  2.682E-02  7.658E+00  1.211E-01           1285305300030 
  2.582E+00  1.291E-02  2.379E-02  7.748E+00  1.213E-01           1285305300031 
  2.631E+00  1.315E-02  2.886E-02  7.737E+00  1.206E-01           1285305300032 
  2.698E+00  1.349E-02  3.408E-02  7.760E+00  1.210E-01           1285305300033 
  2.767E+00  1.384E-02  3.543E-02  7.828E+00  1.220E-01           1285305300034 
  2.840E+00  1.420E-02  3.687E-02  7.890E+00  1.230E-01           1285305300035 
  2.915E+00  1.457E-02  3.840E-02  7.924E+00  1.235E-01           1285305300036 
  2.993E+00  1.497E-02  4.000E-02  7.947E+00  1.239E-01           1285305300037 
  3.075E+00  1.537E-02  4.167E-02  7.967E+00  1.242E-01           1285305300038 
  3.160E+00  1.580E-02  4.347E-02  7.994E+00  1.246E-01           1285305300039 
  3.249E+00  1.624E-02  4.536E-02  8.007E+00  1.248E-01           1285305300040 
  3.341E+00  1.671E-02  4.735E-02  8.054E+00  1.255E-01           1285305300041 
  3.438E+00  1.719E-02  4.947E-02  8.090E+00  1.261E-01           1285305300042 
  3.539E+00  1.770E-02  5.174E-02  8.056E+00  1.256E-01           1285305300043 
  3.645E+00  1.822E-02  5.412E-02  8.066E+00  1.257E-01           1285305300044 
  3.756E+00  1.878E-02  5.667E-02  8.071E+00  1.258E-01           1285305300045 
  3.872E+00  1.936E-02  5.936E-02  8.074E+00  1.259E-01           1285305300046 
  3.993E+00  1.997E-02  6.222E-02  8.109E+00  1.264E-01           1285305300047 
  4.121E+00  2.060E-02  6.530E-02  8.067E+00  1.258E-01           1285305300048 
  4.254E+00  2.127E-02  6.856E-02  8.060E+00  1.277E-01           1285305300049 
  4.395E+00  2.197E-02  7.203E-02  8.078E+00  1.303E-01           1285305300050 
  4.542E+00  2.271E-02  7.578E-02  8.055E+00  1.299E-01           1285305300051 
  4.698E+00  2.349E-02  7.978E-02  7.901E+00  1.274E-01           1285305300052 
  4.862E+00  2.431E-02  8.405E-02  7.804E+00  1.285E-01           1285305300053 
  5.034E+00  2.517E-02  8.862E-02  7.769E+00  1.279E-01           1285305300054 
  5.216E+00  2.608E-02  9.356E-02  7.613E+00  1.253E-01           1285305300055 
  5.408E+00  2.704E-02  9.885E-02  7.565E+00  1.245E-01           1285305300056 
  5.611E+00  2.806E-02  1.045E-01  7.412E+00  1.220E-01           1285305300057 
  5.826E+00  2.913E-02  1.107E-01  7.310E+00  1.203E-01           1285305300058 
  6.054E+00  3.027E-02  1.173E-01  7.218E+00  1.216E-01           1285305300059 
  6.296E+00  3.148E-02  1.245E-01  7.172E+00  1.209E-01           1285305300060 
  6.552E+00  3.276E-02  1.323E-01  6.965E+00  1.174E-01           1285305300061 
  6.825E+00  3.413E-02  1.407E-01  6.808E+00  1.147E-01           1285305300062 
  7.115E+00  3.558E-02  1.499E-01  6.730E+00  1.134E-01           1285305300063 
  7.425E+00  3.712E-02  1.599E-01  6.540E+00  1.131E-01           1285305300064 
  7.755E+00  3.878E-02  1.708E-01  6.484E+00  1.121E-01           1285305300065 
  8.108E+00  4.054E-02  1.827E-01  6.374E+00  1.133E-01           1285305300066 
  8.486E+00  4.243E-02  1.958E-01  6.160E+00  1.095E-01           1285305300067 
  8.891E+00  4.446E-02  2.488E-01  6.092E+00  1.115E-01           1285305300068 
  9.481E+00  4.741E-02  2.862E-01  6.024E+00  1.083E-01           1285305300069 
  1.004E+01  1.004E-01  2.695E-01  6.090E+00  1.154E-01           1285305300070 
  1.056E+01  1.056E-01  2.720E-01  5.940E+00  1.121E-01           1285305300071 
  1.112E+01  1.112E-01  2.942E-01  5.984E+00  1.095E-01           1285305300072 
  1.174E+01  1.174E-01  3.189E-01  5.817E+00  1.045E-01           1285305300073 
  1.240E+01  1.240E-01  3.465E-01  5.825E+00  1.019E-01           1285305300074 
  1.312E+01  1.312E-01  3.773E-01  5.868E+00  1.001E-01           1285305300075 
  1.391E+01  1.391E-01  4.118E-01  5.934E+00  9.751E-02           1285305300076 
  1.477E+01  1.477E-01  4.506E-01  5.950E+00  9.777E-02           1285305300077 
  1.571E+01  1.571E-01  4.945E-01  6.053E+00  9.741E-02           1285305300078 
  1.675E+01  1.675E-01  5.441E-01  6.067E+00  9.764E-02           1285305300079 
  1.789E+01  1.789E-01  6.005E-01  6.190E+00  1.019E-01           1285305300080 
  1.915E+01  1.915E-01  5.894E-01  6.215E+00  1.075E-01           1285305300081 
  2.025E+01  2.025E-01  5.483E-01  6.333E+00  1.415E-01           1285305300082 
ENDDATA             70          0                                 1285305300083 
ENDSUBENT           82          0                                 1285305399999 
SUBENT        12853054   19840127                             00001285305400001 
BIB                  5          6                                 1285305400002 
REACTION   (92-U-235(N,TOT),,SIG)                                 1285305400003 
INC-SOURCE (D-LI) WHITE NEUTRON SPECTRUM                          1285305400004 
METHOD     (TOF)  8.414 METER FLIGHT PATH                         1285305400005 
SAMPLE     ENRICHED U-235 WITH A THICKNESS OF 0.0971 ATOMS/BARN   1285305400006 
DETECTOR   BLACK NEUTRON DETECTOR 7.62 CM RADIUS AND 17.78 CM HIGH1285305400007 
             WITH PULSE SHAPE DISCRIMINATION                      1285305400008 
ENDBIB               6          0                                 1285305400009 
NOCOMMON             0          0                                 1285305400010 
DATA                 5         68                                 1285305400011 
EN         EN-ERR     EN-RSL-FW  DATA       ERR-T                 1285305400012 
MEV        MEV        MEV        B          B                     1285305400013 
  1.817E+00  9.085E-03  1.872E-02  7.046E+00  5.895E-02           1285305400014 
