EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
  8.56     0.05         92.50     -3.650        0.01036    0.003081028503104397 
  8.56     0.05         92.50     -3.650        0.01064    0.002921028503104398 
  8.56     0.05         92.50     -3.625        0.01080    0.003081028503104399 
  8.56     0.05         92.50     -3.625        0.00988    0.002961028503104400 
  8.56     0.05         92.50     -3.600        0.01040    0.003081028503104401 
  8.56     0.05         92.50     -3.600        0.00956    0.003041028503104402 
  8.56     0.05         92.50     -3.575        0.00940    0.003041028503104403 
  8.56     0.05         92.50     -3.575        0.00980    0.003001028503104404 
  8.56     0.05         92.50     -3.550        0.00636    0.003041028503104405 
  8.56     0.05         92.50     -3.550        0.00852    0.003001028503104406 
  8.56     0.05         92.50     -3.525        0.00428    0.003121028503104407 
  8.56     0.05         92.50     -3.525        0.00672    0.002761028503104408 
  8.56     0.05        100.00     -7.050        0.05244    0.005961028503104409 
  8.56     0.05        100.00     -7.050        0.04296    0.005681028503104410 
  8.56     0.05        100.00     -7.025        0.05048    0.006281028503104411 
  8.56     0.05        100.00     -7.025        0.04252    0.005961028503104412 
  8.56     0.05        100.00     -7.000        0.04612    0.005681028503104413 
  8.56     0.05        100.00     -7.000        0.04436    0.005681028503104414 
  8.56     0.05        100.00     -6.975        0.04584    0.005561028503104415 
  8.56     0.05        100.00     -6.975        0.04708    0.005481028503104416 
  8.56     0.05        100.00     -6.950        0.04956    0.005801028503104417 
  8.56     0.05        100.00     -6.950        0.04844    0.005161028503104418 
  8.56     0.05        100.00     -6.925        0.05256    0.005801028503104419 
  8.56     0.05        100.00     -6.925        0.04660    0.005281028503104420 
  8.56     0.05        100.00     -6.900        0.05268    0.005601028503104421 
  8.56     0.05        100.00     -6.900        0.04464    0.005161028503104422 
  8.56     0.05        100.00     -6.875        0.05048    0.005601028503104423 
  8.56     0.05        100.00     -6.875        0.04648    0.005361028503104424 
  8.56     0.05        100.00     -6.850        0.04800    0.005521028503104425 
  8.56     0.05        100.00     -6.850        0.05044    0.005281028503104426 
  8.56     0.05        100.00     -6.825        0.04784    0.005281028503104427 
  8.56     0.05        100.00     -6.825        0.05108    0.005201028503104428 
  8.56     0.05        100.00     -6.800        0.05040    0.005321028503104429 
  8.56     0.05        100.00     -6.800        0.04764    0.005121028503104430 
  8.56     0.05        100.00     -6.775        0.05180    0.005201028503104431 
  8.56     0.05        100.00     -6.775        0.04484    0.004881028503104432 
  8.56     0.05        100.00     -6.750        0.04864    0.005121028503104433 
  8.56     0.05        100.00     -6.750        0.04516    0.004841028503104434 
  8.56     0.05        100.00     -6.725        0.04420    0.004681028503104435 
  8.56     0.05        100.00     -6.725        0.04576    0.004921028503104436 
  8.56     0.05        100.00     -6.700        0.04348    0.004801028503104437 
  8.56     0.05        100.00     -6.700        0.04332    0.004561028503104438 
  8.56     0.05        100.00     -6.675        0.04552    0.004601028503104439 
  8.56     0.05        100.00     -6.675        0.03936    0.004441028503104440 
  8.56     0.05        100.00     -6.650        0.04464    0.004841028503104441 
  8.56     0.05        100.00     -6.650        0.03668    0.004401028503104442 
  8.56     0.05        100.00     -6.625        0.04056    0.004841028503104443 
  8.56     0.05        100.00     -6.625        0.03628    0.004361028503104444 
  8.56     0.05        100.00     -6.600        0.03864    0.004521028503104445 
  8.56     0.05        100.00     -6.600        0.03728    0.004121028503104446 
  8.56     0.05        100.00     -6.575        0.04040    0.004521028503104447 
  8.56     0.05        100.00     -6.575        0.03812    0.004281028503104448 
  8.56     0.05        100.00     -6.550        0.04172    0.004641028503104449 
  8.56     0.05        100.00     -6.550        0.03760    0.004401028503104450 
  8.56     0.05        100.00     -6.525        0.04048    0.004361028503104451 
  8.56     0.05        100.00     -6.525        0.03660    0.004081028503104452 
  8.56     0.05        100.00     -6.500        0.03836    0.004401028503104453 
  8.56     0.05        100.00     -6.500        0.03684    0.004241028503104454 
  8.56     0.05        100.00     -6.475        0.03700    0.004561028503104455 
  8.56     0.05        100.00     -6.475        0.03836    0.004361028503104456 
  8.56     0.05        100.00     -6.450        0.03592    0.004481028503104457 
  8.56     0.05        100.00     -6.450        0.03884    0.004001028503104458 
  8.56     0.05        100.00     -6.425        0.03640    0.004281028503104459 
  8.56     0.05        100.00     -6.425        0.03784    0.003961028503104460 
  8.56     0.05        100.00     -6.400        0.04028    0.004361028503104461 
  8.56     0.05        100.00     -6.400        0.03756    0.004121028503104462 
  8.56     0.05        100.00     -6.375        0.04500    0.004561028503104463 
  8.56     0.05        100.00     -6.375        0.03816    0.004001028503104464 
  8.56     0.05        100.00     -6.350        0.04552    0.004601028503104465 
  8.56     0.05        100.00     -6.350        0.03740    0.004081028503104466 
  8.56     0.05        100.00     -6.325        0.04200    0.004441028503104467 
  8.56     0.05        100.00     -6.325        0.03564    0.004041028503104468 
  8.56     0.05        100.00     -6.300        0.03880    0.004241028503104469 
  8.56     0.05        100.00     -6.300        0.03544    0.004121028503104470 
  8.56     0.05        100.00     -6.275        0.03788    0.004121028503104471 
  8.56     0.05        100.00     -6.275        0.03664    0.004041028503104472 
  8.56     0.05        100.00     -6.250        0.03656    0.004161028503104473 
  8.56     0.05        100.00     -6.250        0.03532    0.003801028503104474 
  8.56     0.05        100.00     -6.225        0.03396    0.004081028503104475 
  8.56     0.05        100.00     -6.225        0.03156    0.003961028503104476 
  8.56     0.05        100.00     -6.200        0.03264    0.003841028503104477 
  8.56     0.05        100.00     -6.200        0.03016    0.003441028503104478 
  8.56     0.05        100.00     -6.175        0.03372    0.003601028503104479 
  8.56     0.05        100.00     -6.175        0.03264    0.003681028503104480 
  8.56     0.05        100.00     -6.150        0.03472    0.004041028503104481 
  8.56     0.05        100.00     -6.150        0.03448    0.003601028503104482 
  8.56     0.05        100.00     -6.125        0.03372    0.003801028503104483 
  8.56     0.05        100.00     -6.125        0.03296    0.003801028503104484 
  8.56     0.05        100.00     -6.100        0.03172    0.003841028503104485 
  8.56     0.05        100.00     -6.100        0.03096    0.003401028503104486 
  8.56     0.05        100.00     -6.075        0.03084    0.003801028503104487 
  8.56     0.05        100.00     -6.075        0.03064    0.003561028503104488 
  8.56     0.05        100.00     -6.050        0.03104    0.003681028503104489 
  8.56     0.05        100.00     -6.050        0.02948    0.003561028503104490 
  8.56     0.05        100.00     -6.025        0.03028    0.003481028503104491 
  8.56     0.05        100.00     -6.025        0.02628    0.003401028503104492 
  8.56     0.05        100.00     -6.000        0.02712    0.003521028503104493 
  8.56     0.05        100.00     -6.000        0.02440    0.003321028503104494 
  8.56     0.05        100.00     -5.975        0.02308    0.003601028503104495 
  8.56     0.05        100.00     -5.975        0.02568    0.003441028503104496 
  8.56     0.05        100.00     -5.950        0.02192    0.003281028503104497 
  8.56     0.05        100.00     -5.950        0.02696    0.003201028503104498 
  8.56     0.05        100.00     -5.925        0.02492    0.003321028503104499 
  8.56     0.05        100.00     -5.925        0.02600    0.003121028503104500 
  8.56     0.05        100.00     -5.900        0.02832    0.003361028503104501 
  8.56     0.05        100.00     -5.900        0.02532    0.003281028503104502 
  8.56     0.05        100.00     -5.875        0.02812    0.003401028503104503 
  8.56     0.05        100.00     -5.875        0.02692    0.003001028503104504 
  8.56     0.05        100.00     -5.850        0.02576    0.003521028503104505 
  8.56     0.05        100.00     -5.850        0.02812    0.003081028503104506 
  8.56     0.05        100.00     -5.825        0.02468    0.003281028503104507 
  8.56     0.05        100.00     -5.825        0.02592    0.003041028503104508 
  8.56     0.05        100.00     -5.800        0.02364    0.003201028503104509 
  8.56     0.05        100.00     -5.800        0.02180    0.002841028503104510 
  8.56     0.05        100.00     -5.775        0.01936    0.003121028503104511 
  8.56     0.05        100.00     -5.775        0.01868    0.003041028503104512 
  8.56     0.05        100.00     -5.750        0.01448    0.003321028503104513 
  8.56     0.05        100.00     -5.750        0.01736    0.002881028503104514 
  8.56     0.05        100.00     -5.725        0.01560    0.003321028503104515 
  8.56     0.05        100.00     -5.725        0.01824    0.002921028503104516 
  8.56     0.05        100.00     -5.700        0.02332    0.003241028503104517 
  8.56     0.05        100.00     -5.700        0.02236    0.003081028503104518 
  8.56     0.05        100.00     -5.675        0.03012    0.003521028503104519 
  8.56     0.05        100.00     -5.675        0.02808    0.003161028503104520 
  8.56     0.05        100.00     -5.650        0.03100    0.003401028503104521 
  8.56     0.05        100.00     -5.650        0.03128    0.003281028503104522 
  8.56     0.05        100.00     -5.625        0.02844    0.003641028503104523 
  8.56     0.05        100.00     -5.625        0.02988    0.003481028503104524 
  8.56     0.05        100.00     -5.600        0.02664    0.003241028503104525 
  8.56     0.05        100.00     -5.600        0.02660    0.003281028503104526 
  8.56     0.05        100.00     -5.575        0.02576    0.003041028503104527 
  8.56     0.05        100.00     -5.575        0.02444    0.003001028503104528 
  8.56     0.05        100.00     -5.550        0.02524    0.003041028503104529 
  8.56     0.05        100.00     -5.550        0.02328    0.003241028503104530 
  8.56     0.05        100.00     -5.525        0.02580    0.003001028503104531 
