EN         EN-RSL-FW  ANG-CM     DATA-CM    +DATA-ERR  -DATA-ERR  1028500200015 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1028500200016 
  7.54     0.06         85.00     -5.050        0.01612    0.003921028503101940 
  7.54     0.06         85.00     -5.025        0.01868    0.004241028503101941 
  7.54     0.06         85.00     -5.000        0.02360    0.004281028503101942 
  7.54     0.06         85.00     -4.975        0.02964    0.004041028503101943 
  7.54     0.06         85.00     -4.950        0.03368    0.004601028503101944 
  7.54     0.06         85.00     -4.925        0.03312    0.004481028503101945 
  7.54     0.06         85.00     -4.900        0.02916    0.004361028503101946 
  7.54     0.06         85.00     -4.875        0.02548    0.004481028503101947 
  7.54     0.06         85.00     -4.850        0.02392    0.004041028503101948 
  7.54     0.06         85.00     -4.825        0.02284    0.004041028503101949 
  7.54     0.06         85.00     -4.800        0.02060    0.004241028503101950 
  7.54     0.06         85.00     -4.775        0.01808    0.003881028503101951 
  7.54     0.06         85.00     -4.750        0.01648    0.004041028503101952 
  7.54     0.06         85.00     -4.725        0.01440    0.003801028503101953 
  7.54     0.06         85.00     -4.700        0.01116    0.003801028503101954 
  7.54     0.06         85.00     -4.675        0.00952    0.003801028503101955 
  7.54     0.06         85.00     -4.650        0.01196    0.003841028503101956 
  7.54     0.06         85.00     -4.625        0.01592    0.003881028503101957 
  7.54     0.06         85.00     -4.600        0.01700    0.003681028503101958 
  7.54     0.06         85.00     -4.575        0.01548    0.003561028503101959 
  7.54     0.06         85.00     -4.550        0.01516    0.003681028503101960 
  7.54     0.06         85.00     -4.525        0.01644    0.003881028503101961 
  7.54     0.06         85.00     -4.500        0.01692    0.003681028503101962 
  7.54     0.06         85.00     -4.475        0.01756    0.004041028503101963 
  7.54     0.06         85.00     -4.450        0.02184    0.003841028503101964 
  7.54     0.06         85.00     -4.425        0.02868    0.004601028503101965 
  7.54     0.06         85.00     -4.400        0.03200    0.004361028503101966 
  7.54     0.06         85.00     -4.375        0.02920    0.004321028503101967 
  7.54     0.06         85.00     -4.350        0.02404    0.004121028503101968 
  7.54     0.06         85.00     -4.325        0.01984    0.003881028503101969 
  7.54     0.06         85.00     -4.300        0.01588    0.003721028503101970 
  7.54     0.06         85.00     -4.275        0.01156    0.003561028503101971 
  7.54     0.06         85.00     -4.250        0.00952    0.003241028503101972 
  7.54     0.06         85.00     -4.225        0.01088    0.003481028503101973 
  7.54     0.06         85.00     -4.200        0.01280    0.003601028503101974 
  7.54     0.06         85.00     -4.175        0.01268    0.003641028503101975 
  7.54     0.06         85.00     -4.150        0.01188    0.003601028503101976 
  7.54     0.06         85.00     -4.125        0.01220    0.003641028503101977 
  7.54     0.06         85.00     -4.100        0.01332    0.003561028503101978 
  7.54     0.06         85.00     -4.075        0.01460    0.004041028503101979 
  7.54     0.06         85.00     -4.050        0.01664    0.003801028503101980 
  7.54     0.06         85.00     -4.025        0.01864    0.003641028503101981 
  7.54     0.06         85.00     -4.000        0.01804    0.003481028503101982 
  7.54     0.06         85.00     -3.975        0.01448    0.003361028503101983 
  7.54     0.06         85.00     -3.950        0.01116    0.003401028503101984 
  7.54     0.06         85.00     -3.925        0.01040    0.003481028503101985 
  7.54     0.06         85.00     -3.900        0.01104    0.003321028503101986 
  7.54     0.06         85.00     -3.875        0.01124    0.003401028503101987 
  7.54     0.06         85.00     -3.850        0.01144    0.003761028503101988 
  7.54     0.06         85.00     -3.825        0.01280    0.003441028503101989 
  7.54     0.06         85.00     -3.800        0.01484    0.003601028503101990 
  7.54     0.06         85.00     -3.775        0.01628    0.003681028503101991 
  7.54     0.06         85.00     -3.750        0.01648    0.003481028503101992 
  7.54     0.06         85.00     -3.725        0.01512    0.003001028503101993 
  7.54     0.06         85.00     -3.700        0.01256    0.003001028503101994 
  7.54     0.06         85.00     -3.675        0.01020    0.003481028503101995 
  7.54     0.06         85.00     -3.650        0.00956    0.003401028503101996 
  7.54     0.06         85.00     -3.625        0.01032    0.003241028503101997 
  7.54     0.06         85.00     -3.600        0.01064    0.003521028503101998 
  7.54     0.06         85.00     -3.575        0.00832    0.003241028503101999 
  7.54     0.06         85.00     -3.550        0.00572    0.003001028503102000 
  7.54     0.06         85.00     -3.525        0.00356    0.003041028503102001 
  7.54     0.06         92.50     -6.000        0.02984    0.008961028503102002 
  7.54     0.06         92.50     -5.975        0.02488    0.008681028503102003 
  7.54     0.06         92.50     -5.950        0.03084    0.008521028503102004 
  7.54     0.06         92.50     -5.925        0.04124    0.007721028503102005 
  7.54     0.06         92.50     -5.900        0.04608    0.008361028503102006 
  7.54     0.06         92.50     -5.875        0.04240    0.008601028503102007 
  7.54     0.06         92.50     -5.850        0.03560    0.008721028503102008 
  7.54     0.06         92.50     -5.825        0.03100    0.007801028503102009 
  7.54     0.06         92.50     -5.800        0.02792    0.007961028503102010 
  7.54     0.06         92.50     -5.775        0.02388    0.007881028503102011 
  7.54     0.06         92.50     -5.750        0.02040    0.007001028503102012 
  7.54     0.06         92.50     -5.725        0.02152    0.007001028503102013 
  7.54     0.06         92.50     -5.700        0.02832    0.007481028503102014 
  7.54     0.06         92.50     -5.675        0.03756    0.007561028503102015 
  7.54     0.06         92.50     -5.650        0.04452    0.007281028503102016 
  7.54     0.06         92.50     -5.625        0.04608    0.007481028503102017 
  7.54     0.06         92.50     -5.600        0.04320    0.007641028503102018 
  7.54     0.06         92.50     -5.575        0.04084    0.007281028503102019 
  7.54     0.06         92.50     -5.550        0.04268    0.007521028503102020 
  7.54     0.06         92.50     -5.525        0.04460    0.007121028503102021 
  7.54     0.06         92.50     -5.500        0.04000    0.007001028503102022 
  7.54     0.06         92.50     -5.475        0.03020    0.006761028503102023 
  7.54     0.06         92.50     -5.450        0.02396    0.006641028503102024 
  7.54     0.06         92.50     -5.425        0.02504    0.006761028503102025 
  7.54     0.06         92.50     -5.400        0.02832    0.006441028503102026 
  7.54     0.06         92.50     -5.375        0.03036    0.006961028503102027 
  7.54     0.06         92.50     -5.350        0.03388    0.006681028503102028 
  7.54     0.06         92.50     -5.325        0.03740    0.006441028503102029 
  7.54     0.06         92.50     -5.300        0.03332    0.006721028503102030 
  7.54     0.06         92.50     -5.275        0.02128    0.006761028503102031 
  7.54     0.06         92.50     -5.250        0.01320    0.006441028503102032 
  7.54     0.06         92.50     -5.225        0.01676    0.006601028503102033 
  7.54     0.06         92.50     -5.200        0.02400    0.006321028503102034 
  7.54     0.06         92.50     -5.175        0.02472    0.006841028503102035 
  7.54     0.06         92.50     -5.150        0.02148    0.005641028503102036 
  7.54     0.06         92.50     -5.125        0.02144    0.005881028503102037 
  7.54     0.06         92.50     -5.100        0.02280    0.006161028503102038 
  7.54     0.06         92.50     -5.075        0.02000    0.005601028503102039 
  7.54     0.06         92.50     -5.050        0.01548    0.006481028503102040 
  7.54     0.06         92.50     -5.025        0.01556    0.005801028503102041 
  7.54     0.06         92.50     -5.000        0.02020    0.006441028503102042 
  7.54     0.06         92.50     -4.975        0.02552    0.007361028503102043 
  7.54     0.06         92.50     -4.950        0.03176    0.006601028503102044 
  7.54     0.06         92.50     -4.925        0.04004    0.007001028503102045 
  7.54     0.06         92.50     -4.900        0.04548    0.006441028503102046 
  7.54     0.06         92.50     -4.875        0.04284    0.006961028503102047 
  7.54     0.06         92.50     -4.850        0.03480    0.006481028503102048 
  7.54     0.06         92.50     -4.825        0.02956    0.006121028503102049 
  7.54     0.06         92.50     -4.800        0.03044    0.006241028503102050 
  7.54     0.06         92.50     -4.775        0.03312    0.005921028503102051 
  7.54     0.06         92.50     -4.750        0.03200    0.006281028503102052 
  7.54     0.06         92.50     -4.725        0.02612    0.005921028503102053 
  7.54     0.06         92.50     -4.700        0.01924    0.005521028503102054 
  7.54     0.06         92.50     -4.675        0.01624    0.005241028503102055 
  7.54     0.06         92.50     -4.650        0.01660    0.005521028503102056 
  7.54     0.06         92.50     -4.625        0.01528    0.005601028503102057 
  7.54     0.06         92.50     -4.600        0.01108    0.005561028503102058 
  7.54     0.06         92.50     -4.575        0.00904    0.006081028503102059 
  7.54     0.06         92.50     -4.550        0.01176    0.005481028503102060 
  7.54     0.06         92.50     -4.525        0.01464    0.005121028503102061 
  7.54     0.06         92.50     -4.500        0.01460    0.005321028503102062 
  7.54     0.06         92.50     -4.475        0.01748    0.005561028503102063 
  7.54     0.06         92.50     -4.450        0.02788    0.006081028503102064 
  7.54     0.06         92.50     -4.425        0.03896    0.006481028503102065 
  7.54     0.06         92.50     -4.400        0.04124    0.005921028503102066 
  7.54     0.06         92.50     -4.375        0.03596    0.005641028503102067 
  7.54     0.06         92.50     -4.350        0.03060    0.005641028503102068 
  7.54     0.06         92.50     -4.325        0.02628    0.005761028503102069 
  7.54     0.06         92.50     -4.300        0.02000    0.005641028503102070 
  7.54     0.06         92.50     -4.275        0.01464    0.005321028503102071 
  7.54     0.06         92.50     -4.250        0.01528    0.004681028503102072 
  7.54     0.06         92.50     -4.225        0.01932    0.004601028503102073 
  7.54     0.06         92.50     -4.200        0.01972    0.005161028503102074 
  7.54     0.06         92.50     -4.175        0.01620    0.005001028503102075 
  7.54     0.06         92.50     -4.150        0.01480    0.004641028503102076 
  7.54     0.06         92.50     -4.125        0.01740    0.004801028503102077 
  7.54     0.06         92.50     -4.100        0.02032    0.005281028503102078 
  7.54     0.06         92.50     -4.075        0.02152    0.005041028503102079 
  7.54     0.06         92.50     -4.050        0.02184    0.005441028503102080 
  7.54     0.06         92.50     -4.025        0.02108    0.005121028503102081 
  7.54     0.06         92.50     -4.000        0.01800    0.004881028503102082 
  7.54     0.06         92.50     -3.975        0.01368    0.004841028503102083 
  7.54     0.06         92.50     -3.950        0.01056    0.005001028503102084 
  7.54     0.06         92.50     -3.925        0.00936    0.005281028503102085 
  7.54     0.06         92.50     -3.900        0.01048    0.005441028503102086 
  7.54     0.06         92.50     -3.875        0.01440    0.005561028503102087 
  7.54     0.06         92.50     -3.850        0.01936    0.004881028503102088 
  7.54     0.06         92.50     -3.825        0.02136    0.004841028503102089 
  7.54     0.06         92.50     -3.800        0.01940    0.005001028503102090 
  7.54     0.06         92.50     -3.775        0.01724    0.005321028503102091 
  7.54     0.06         92.50     -3.750        0.01720    0.005121028503102092 
  7.54     0.06         92.50     -3.725        0.01748    0.004681028503102093 
  7.54     0.06         92.50     -3.700        0.01648    0.004961028503102094 
  7.54     0.06         92.50     -3.675        0.01532    0.004881028503102095 
  7.54     0.06         92.50     -3.650        0.01468    0.005321028503102096 
  7.54     0.06         92.50     -3.625        0.01356    0.005041028503102097 
  7.54     0.06         92.50     -3.600        0.01260    0.004521028503102098 
  7.54     0.06         92.50     -3.575        0.01380    0.004161028503102099 
  7.54     0.06         92.50     -3.550        0.01528    0.004801028503102100 
  7.54     0.06         92.50     -3.525        0.01064    0.004321028503102101 
  7.54     0.06        100.00     -6.000        0.03372    0.007281028503102102 
  7.54     0.06        100.00     -5.975        0.03172    0.007001028503102103 
  7.54     0.06        100.00     -5.950        0.03208    0.006721028503102104 
  7.54     0.06        100.00     -5.925        0.03208    0.006481028503102105 
  7.54     0.06        100.00     -5.900        0.03236    0.007121028503102106 
  7.54     0.06        100.00     -5.875        0.03568    0.007241028503102107 
  7.54     0.06        100.00     -5.850        0.04108    0.006521028503102108 
  7.54     0.06        100.00     -5.825        0.04136    0.006761028503102109 
  7.54     0.06        100.00     -5.800        0.03180    0.006001028503102110 
  7.54     0.06        100.00     -5.775        0.01896    0.006161028503102111 
  7.54     0.06        100.00     -5.750        0.01564    0.005881028503102112 
  7.54     0.06        100.00     -5.725        0.02500    0.005721028503102113 
  7.54     0.06        100.00     -5.700        0.03540    0.006161028503102114 
  7.54     0.06        100.00     -5.675        0.03648    0.006161028503102115 
  7.54     0.06        100.00     -5.650        0.03272    0.006361028503102116 
  7.54     0.06        100.00     -5.625        0.03576    0.006401028503102117 
  7.54     0.06        100.00     -5.600        0.04584    0.006761028503102118 
  7.54     0.06        100.00     -5.575        0.05092    0.006601028503102119 
  7.54     0.06        100.00     -5.550        0.04348    0.006161028503102120 
  7.54     0.06        100.00     -5.525        0.03112    0.006121028503102121 
  7.54     0.06        100.00     -5.500        0.02500    0.006001028503102122 
  7.54     0.06        100.00     -5.475        0.02604    0.005721028503102123 
  7.54     0.06        100.00     -5.450        0.02676    0.005561028503102124 
  7.54     0.06        100.00     -5.425        0.02488    0.005241028503102125 
  7.54     0.06        100.00     -5.400        0.02576    0.005481028503102126 
  7.54     0.06        100.00     -5.375        0.03176    0.005441028503102127 
  7.54     0.06        100.00     -5.350        0.03652    0.005641028503102128 
  7.54     0.06        100.00     -5.325        0.03436    0.006081028503102129 
  7.54     0.06        100.00     -5.300        0.02864    0.005641028503102130 
  7.54     0.06        100.00     -5.275        0.02688    0.005081028503102131 
  7.54     0.06        100.00     -5.250        0.02964    0.005201028503102132 
  7.54     0.06        100.00     -5.225        0.03152    0.005481028503102133 
  7.54     0.06        100.00     -5.200        0.03036    0.005041028503102134 
  7.54     0.06        100.00     -5.175        0.02876    0.005841028503102135 
  7.54     0.06        100.00     -5.150        0.02744    0.005201028503102136 
  7.54     0.06        100.00     -5.125        0.02400    0.005201028503102137 
  7.54     0.06        100.00     -5.100        0.01888    0.005121028503102138 
  7.54     0.06        100.00     -5.075        0.01708    0.004801028503102139 
  7.54     0.06        100.00     -5.050        0.02092    0.004401028503102140 
  7.54     0.06        100.00     -5.025        0.02636    0.004841028503102141 
  7.54     0.06        100.00     -5.000        0.02936    0.005041028503102142 
  7.54     0.06        100.00     -4.975        0.03132    0.005201028503102143 
  7.54     0.06        100.00     -4.950        0.03588    0.005641028503102144 
  7.54     0.06        100.00     -4.925        0.04244    0.005761028503102145 
  7.54     0.06        100.00     -4.900        0.04600    0.006041028503102146 
  7.54     0.06        100.00     -4.875        0.04300    0.005881028503102147 
  7.54     0.06        100.00     -4.850        0.03536    0.005161028503102148 
  7.54     0.06        100.00     -4.825        0.02904    0.005361028503102149 
  7.54     0.06        100.00     -4.800        0.02816    0.005641028503102150 
  7.54     0.06        100.00     -4.775        0.02984    0.005161028503102151 
  7.54     0.06        100.00     -4.750        0.02760    0.004801028503102152 
  7.54     0.06        100.00     -4.725        0.02036    0.004681028503102153 
  7.54     0.06        100.00     -4.700        0.01468    0.004241028503102154 
  7.54     0.06        100.00     -4.675        0.01532    0.004441028503102155 
  7.54     0.06        100.00     -4.650        0.01840    0.004481028503102156 
  7.54     0.06        100.00     -4.625        0.01764    0.004801028503102157 
  7.54     0.06        100.00     -4.600        0.01428    0.004561028503102158 
  7.54     0.06        100.00     -4.575        0.01440    0.005281028503102159 
  7.54     0.06        100.00     -4.550        0.01840    0.004441028503102160 
  7.54     0.06        100.00     -4.525        0.02076    0.004561028503102161 
  7.54     0.06        100.00     -4.500        0.01968    0.004841028503102162 
  7.54     0.06        100.00     -4.475        0.01968    0.004841028503102163 
  7.54     0.06        100.00     -4.450        0.02436    0.004921028503102164 
  7.54     0.06        100.00     -4.425        0.03096    0.005001028503102165 
  7.54     0.06        100.00     -4.400        0.03436    0.005401028503102166 
  7.54     0.06        100.00     -4.375        0.03292    0.005321028503102167 
  7.54     0.06        100.00     -4.350        0.02884    0.005001028503102168 
  7.54     0.06        100.00     -4.325        0.02444    0.004561028503102169 
  7.54     0.06        100.00     -4.300        0.02036    0.004521028503102170 
  7.54     0.06        100.00     -4.275        0.01600    0.004601028503102171 
  7.54     0.06        100.00     -4.250        0.01200    0.004641028503102172 
  7.54     0.06        100.00     -4.225        0.01068    0.004321028503102173 
  7.54     0.06        100.00     -4.200        0.01336    0.003681028503102174 
  7.54     0.06        100.00     -4.175        0.01776    0.004281028503102175 
  7.54     0.06        100.00     -4.150        0.01996    0.004641028503102176 
  7.54     0.06        100.00     -4.125        0.01948    0.004281028503102177 
  7.54     0.06        100.00     -4.100        0.01924    0.004161028503102178 
  7.54     0.06        100.00     -4.075        0.02100    0.004881028503102179 
  7.54     0.06        100.00     -4.050        0.02332    0.004641028503102180 
  7.54     0.06        100.00     -4.025        0.02356    0.004481028503102181 
  7.54     0.06        100.00     -4.000        0.02060    0.004361028503102182 
  7.54     0.06        100.00     -3.975        0.01532    0.003841028503102183 
  7.54     0.06        100.00     -3.950        0.01096    0.003681028503102184 
  7.54     0.06        100.00     -3.925        0.01136    0.004041028503102185 
  7.54     0.06        100.00     -3.900        0.01620    0.004201028503102186 
  7.54     0.06        100.00     -3.875        0.02028    0.004481028503102187 
  7.54     0.06        100.00     -3.850        0.02004    0.004241028503102188 
  7.54     0.06        100.00     -3.825        0.01904    0.004521028503102189 
  7.54     0.06        100.00     -3.800        0.02120    0.004321028503102190 
  7.54     0.06        100.00     -3.775        0.02352    0.004321028503102191 
  7.54     0.06        100.00     -3.750        0.02068    0.004321028503102192 
  7.54     0.06        100.00     -3.725        0.01468    0.004241028503102193 
  7.54     0.06        100.00     -3.700        0.01236    0.004681028503102194 
  7.54     0.06        100.00     -3.675        0.01488    0.004441028503102195 
  7.54     0.06        100.00     -3.650        0.01688    0.004281028503102196 
  7.54     0.06        100.00     -3.625        0.01536    0.004241028503102197 
  7.54     0.06        100.00     -3.600        0.01292    0.004241028503102198 
  7.54     0.06        100.00     -3.575        0.01172    0.004201028503102199 
  7.54     0.06        100.00     -3.550        0.01128    0.003921028503102200 
  7.54     0.06        100.00     -3.525        0.01072    0.003361028503102201 
  7.54     0.06        107.50     -6.000        0.04356    0.008561028503102202 
  7.54     0.06        107.50     -5.975        0.03492    0.007801028503102203 
  7.54     0.06        107.50     -5.950        0.03020    0.007921028503102204 
  7.54     0.06        107.50     -5.925        0.02920    0.007441028503102205 
  7.54     0.06        107.50     -5.900        0.02884    0.007561028503102206 
  7.54     0.06        107.50     -5.875        0.03032    0.007521028503102207 
  7.54     0.06        107.50     -5.850        0.03268    0.007121028503102208 
  7.54     0.06        107.50     -5.825        0.03032    0.007641028503102209 
  7.54     0.06        107.50     -5.800        0.02264    0.006521028503102210 
  7.54     0.06        107.50     -5.775        0.01812    0.006801028503102211 
  7.54     0.06        107.50     -5.750        0.02152    0.006161028503102212 
  7.54     0.06        107.50     -5.725        0.02724    0.006361028503102213 
  7.54     0.06        107.50     -5.700        0.02928    0.006361028503102214 
  7.54     0.06        107.50     -5.675        0.03112    0.006801028503102215 
  7.54     0.06        107.50     -5.650        0.03672    0.007041028503102216 
  7.54     0.06        107.50     -5.625        0.04168    0.006641028503102217 
  7.54     0.06        107.50     -5.600        0.04000    0.007401028503102218 
  7.54     0.06        107.50     -5.575        0.03396    0.006561028503102219 
  7.54     0.06        107.50     -5.550        0.03020    0.006521028503102220 
  7.54     0.06        107.50     -5.525        0.03024    0.005801028503102221 
  7.54     0.06        107.50     -5.500        0.03068    0.005921028503102222 
  7.54     0.06        107.50     -5.475        0.02860    0.006121028503102223 
  7.54     0.06        107.50     -5.450        0.02416    0.005681028503102224 
  7.54     0.06        107.50     -5.425        0.01936    0.006121028503102225 
  7.54     0.06        107.50     -5.400        0.01788    0.006001028503102226 
  7.54     0.06        107.50     -5.375        0.02200    0.005681028503102227 
  7.54     0.06        107.50     -5.350        0.02812    0.005601028503102228 
  7.54     0.06        107.50     -5.325        0.02972    0.005961028503102229 
  7.54     0.06        107.50     -5.300        0.02576    0.005761028503102230 
  7.54     0.06        107.50     -5.275        0.02168    0.005321028503102231 
  7.54     0.06        107.50     -5.250        0.02180    0.005481028503102232 
  7.54     0.06        107.50     -5.225        0.02500    0.005761028503102233 
  7.54     0.06        107.50     -5.200        0.02876    0.005521028503102234 
  7.54     0.06        107.50     -5.175        0.03192    0.005401028503102235 
  7.54     0.06        107.50     -5.150        0.03168    0.005441028503102236 
  7.54     0.06        107.50     -5.125        0.02532    0.005321028503102237 
  7.54     0.06        107.50     -5.100        0.01596    0.005121028503102238 
  7.54     0.06        107.50     -5.075        0.01172    0.004441028503102239 
  7.54     0.06        107.50     -5.050        0.01628    0.005241028503102240 
  7.54     0.06        107.50     -5.025        0.02464    0.005561028503102241 
  7.54     0.06        107.50     -5.000        0.03068    0.005601028503102242 
  7.54     0.06        107.50     -4.975        0.03408    0.005761028503102243 
  7.54     0.06        107.50     -4.950        0.03760    0.005841028503102244 
  7.54     0.06        107.50     -4.925        0.04100    0.005801028503102245 
  7.54     0.06        107.50     -4.900        0.04176    0.006201028503102246 
  7.54     0.06        107.50     -4.875        0.03928    0.005961028503102247 
  7.54     0.06        107.50     -4.850        0.03596    0.005841028503102248 
  7.54     0.06        107.50     -4.825        0.03324    0.005401028503102249 
  7.54     0.06        107.50     -4.800        0.03020    0.005041028503102250 
  7.54     0.06        107.50     -4.775        0.02616    0.004561028503102251 
  7.54     0.06        107.50     -4.750        0.02240    0.004961028503102252 
  7.54     0.06        107.50     -4.725        0.02072    0.005081028503102253 
  7.54     0.06        107.50     -4.700        0.02012    0.004481028503102254 
  7.54     0.06        107.50     -4.675        0.01768    0.004641028503102255 
  7.54     0.06        107.50     -4.650        0.01292    0.004721028503102256 
  7.54     0.06        107.50     -4.625        0.01004    0.004801028503102257 
  7.54     0.06        107.50     -4.600        0.01232    0.004521028503102258 
  7.54     0.06        107.50     -4.575        0.01700    0.004521028503102259 
  7.54     0.06        107.50     -4.550        0.01892    0.005081028503102260 
  7.54     0.06        107.50     -4.525        0.01776    0.004281028503102261 
  7.54     0.06        107.50     -4.500        0.01804    0.004721028503102262 
  7.54     0.06        107.50     -4.475        0.02220    0.004321028503102263 
  7.54     0.06        107.50     -4.450        0.02740    0.004881028503102264 
  7.54     0.06        107.50     -4.425        0.03032    0.005561028503102265 
  7.54     0.06        107.50     -4.400        0.03088    0.005481028503102266 
  7.54     0.06        107.50     -4.375        0.02984    0.005001028503102267 
  7.54     0.06        107.50     -4.350        0.02664    0.005201028503102268 
  7.54     0.06        107.50     -4.325        0.02136    0.004961028503102269 
  7.54     0.06        107.50     -4.300        0.01620    0.004241028503102270 
  7.54     0.06        107.50     -4.275        0.01312    0.004441028503102271 
  7.54     0.06        107.50     -4.250        0.01188    0.003801028503102272 
  7.54     0.06        107.50     -4.225        0.01184    0.004601028503102273 
  7.54     0.06        107.50     -4.200        0.01344    0.003681028503102274 
  7.54     0.06        107.50     -4.175        0.01620    0.004681028503102275 
  7.54     0.06        107.50     -4.150        0.01828    0.004281028503102276 
  7.54     0.06        107.50     -4.125        0.01884    0.004761028503102277 
  7.54     0.06        107.50     -4.100        0.01928    0.005001028503102278 
  7.54     0.06        107.50     -4.075        0.02056    0.004761028503102279 
  7.54     0.06        107.50     -4.050        0.02068    0.004481028503102280 
  7.54     0.06        107.50     -4.025        0.01764    0.004841028503102281 
  7.54     0.06        107.50     -4.000        0.01244    0.004681028503102282 
  7.54     0.06        107.50     -3.975        0.00864    0.004241028503102283 
  7.54     0.06        107.50     -3.950        0.00832    0.004201028503102284 
  7.54     0.06        107.50     -3.925        0.01080    0.004081028503102285 
  7.54     0.06        107.50     -3.900        0.01396    0.004001028503102286 
  7.54     0.06        107.50     -3.875        0.01632    0.004041028503102287 
  7.54     0.06        107.50     -3.850        0.01788    0.004321028503102288 
  7.54     0.06        107.50     -3.825        0.01984    0.004761028503102289 
  7.54     0.06        107.50     -3.800        0.02272    0.005001028503102290 
  7.54     0.06        107.50     -3.775        0.02480    0.004561028503102291 
  7.54     0.06        107.50     -3.750        0.02336    0.004441028503102292 
  7.54     0.06        107.50     -3.725        0.01864    0.004801028503102293 
  7.54     0.06        107.50     -3.700        0.01472    0.004601028503102294 
  7.54     0.06        107.50     -3.675        0.01500    0.004041028503102295 
  7.54     0.06        107.50     -3.650        0.01812    0.003561028503102296 
  7.54     0.06        107.50     -3.625        0.01968    0.004241028503102297 
  7.54     0.06        107.50     -3.600        0.01800    0.004401028503102298 
  7.54     0.06        107.50     -3.575        0.01352    0.004321028503102299 
  7.54     0.06        107.50     -3.550        0.01020    0.004041028503102300 
  7.54     0.06        107.50     -3.525        0.00708    0.003601028503102301 
  7.54     0.06        119.50     -6.000        0.06084    0.008081028503102302 
  7.54     0.06        119.50     -5.975        0.05136    0.007401028503102303 
  7.54     0.06        119.50     -5.950        0.04136    0.006961028503102304 
  7.54     0.06        119.50     -5.925        0.03940    0.006681028503102305 
  7.54     0.06        119.50     -5.900        0.04428    0.006921028503102306 
  7.54     0.06        119.50     -5.875        0.04864    0.006801028503102307 
  7.54     0.06        119.50     -5.850        0.05000    0.006801028503102308 
  7.54     0.06        119.50     -5.825        0.04824    0.006441028503102309 
  7.54     0.06        119.50     -5.800        0.04288    0.006241028503102310 
  7.54     0.06        119.50     -5.775        0.03672    0.006001028503102311 
  7.54     0.06        119.50     -5.750        0.03464    0.005801028503102312 
  7.54     0.06        119.50     -5.725        0.03612    0.005641028503102313 
  7.54     0.06        119.50     -5.700        0.03716    0.005641028503102314 
  7.54     0.06        119.50     -5.675        0.03904    0.005761028503102315 
  7.54     0.06        119.50     -5.650        0.04596    0.005961028503102316 
  7.54     0.06        119.50     -5.625        0.05336    0.006201028503102317 
  7.54     0.06        119.50     -5.600        0.05304    0.005961028503102318 
  7.54     0.06        119.50     -5.575        0.04672    0.005841028503102319 
  7.54     0.06        119.50     -5.550        0.04348    0.005601028503102320 
  7.54     0.06        119.50     -5.525        0.04440    0.005441028503102321 
  7.54     0.06        119.50     -5.500        0.04200    0.005481028503102322 
  7.54     0.06        119.50     -5.475        0.03452    0.005361028503102323 
  7.54     0.06        119.50     -5.450        0.02820    0.004921028503102324 
  7.54     0.06        119.50     -5.425        0.02724    0.005001028503102325 
  7.54     0.06        119.50     -5.400        0.02984    0.005081028503102326 
  7.54     0.06        119.50     -5.375        0.03472    0.005281028503102327 
  7.54     0.06        119.50     -5.350        0.04152    0.005201028503102328 
  7.54     0.06        119.50     -5.325        0.04584    0.005521028503102329 
  7.54     0.06        119.50     -5.300        0.04332    0.005361028503102330 
  7.54     0.06        119.50     -5.275        0.03712    0.005041028503102331 
  7.54     0.06        119.50     -5.250        0.03348    0.004841028503102332 
  7.54     0.06        119.50     -5.225        0.03296    0.004841028503102333 
  7.54     0.06        119.50     -5.200        0.03160    0.005001028503102334 
  7.54     0.06        119.50     -5.175        0.02952    0.004761028503102335 
  7.54     0.06        119.50     -5.150        0.02944    0.004841028503102336 
  7.54     0.06        119.50     -5.125        0.02968    0.004401028503102337 
  7.54     0.06        119.50     -5.100        0.02636    0.004481028503102338 
  7.54     0.06        119.50     -5.075        0.02116    0.004041028503102339 
  7.54     0.06        119.50     -5.050        0.01972    0.004401028503102340 
  7.54     0.06        119.50     -5.025        0.02452    0.004561028503102341 
  7.54     0.06        119.50     -5.000        0.03244    0.004801028503102342 
  7.54     0.06        119.50     -4.975        0.04000    0.004801028503102343 
  7.54     0.06        119.50     -4.950        0.04508    0.005201028503102344 
  7.54     0.06        119.50     -4.925        0.04588    0.005281028503102345 
  7.54     0.06        119.50     -4.900        0.04228    0.004881028503102346 
  7.54     0.06        119.50     -4.875        0.03732    0.004721028503102347 
  7.54     0.06        119.50     -4.850        0.03512    0.004641028503102348 
  7.54     0.06        119.50     -4.825        0.03588    0.004721028503102349 
  7.54     0.06        119.50     -4.800        0.03608    0.004681028503102350 
  7.54     0.06        119.50     -4.775        0.03212    0.004601028503102351 
  7.54     0.06        119.50     -4.750        0.02456    0.004681028503102352 
  7.54     0.06        119.50     -4.725        0.01792    0.004161028503102353 
  7.54     0.06        119.50     -4.700        0.01620    0.004161028503102354 
  7.54     0.06        119.50     -4.675        0.01860    0.003801028503102355 
  7.54     0.06        119.50     -4.650        0.02080    0.003801028503102356 
  7.54     0.06        119.50     -4.625        0.02048    0.004041028503102357 
  7.54     0.06        119.50     -4.600        0.02004    0.004001028503102358 
  7.54     0.06        119.50     -4.575        0.02148    0.003881028503102359 
  7.54     0.06        119.50     -4.550        0.02324    0.003841028503102360 
