E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
  3.684    125.       145.8       5.0         0.3292     0.2024   1375000601201 
  3.684    125.       155.8       5.0         0.3129     0.2115   1375000601202 
  3.684    125.       165.8       5.0         0.1236     0.2186   1375000601203 
  3.684    125.       175.8       5.0         0.5132     0.2224   1375000601204 
  3.684    125.       185.8       5.0         0.2812     0.2298   1375000601205 
  3.684    125.       195.8       5.0         0.2625     0.2354   1375000601206 
  3.684    125.       205.8       5.0         0.3659     0.2408   1375000601207 
  3.684    131.         5.025     0.025       0.2422     0.1925   1375000601208 
  3.684    131.         5.075     0.025       0.1918     0.2018   1375000601209 
  3.684    131.         5.125     0.025       0.1725     0.1922   1375000601210 
  3.684    131.         5.175     0.025      -0.1060     0.1903   1375000601211 
  3.684    131.         5.225     0.025      -0.0760     0.1918   1375000601212 
  3.684    131.         5.275     0.025       0.0998     0.1862   1375000601213 
  3.684    131.         5.325     0.025      -0.1883     0.1896   1375000601214 
  3.684    131.         5.375     0.025      -0.1614     0.1952   1375000601215 
  3.684    131.         5.425     0.025       0.3084     0.1951   1375000601216 
  3.684    131.         5.475     0.025       0.4167     0.2057   1375000601217 
  3.684    131.         5.525     0.025       0.6304     0.2350   1375000601218 
  3.684    131.         5.575     0.025       0.2667     0.2526   1375000601219 
  3.684    131.         5.625     0.025       0.0773     0.2576   1375000601220 
  3.684    131.         5.675     0.025      -0.0105     0.2485   1375000601221 
  3.684    131.         5.725     0.025       0.4392     0.2519   1375000601222 
  3.684    131.         5.775     0.025      -0.0023     0.2731   1375000601223 
  3.684    131.         5.825     0.025       0.1527     0.2629   1375000601224 
  3.684    131.         5.875     0.025      -0.1923     0.2716   1375000601225 
  3.684    131.         5.925     0.025       0.2600     0.2649   1375000601226 
  3.684    131.         5.975     0.025      -0.1301     0.2688   1375000601227 
  3.684    131.         6.025     0.025       0.1688     0.2745   1375000601228 
  3.684    131.         6.075     0.025       0.1215     0.2717   1375000601229 
  3.684    131.         6.125     0.025       0.3884     0.2738   1375000601230 
  3.684    131.         6.175     0.025       0.1220     0.2873   1375000601231 
  3.684    131.         6.225     0.025       0.4331     0.2974   1375000601232 
  3.684    131.         6.275     0.025      -0.1895     0.3423   1375000601233 
  3.684    131.         6.325     0.025       0.0155     0.3161   1375000601234 
  3.684    131.         6.375     0.025       0.2417     0.3405   1375000601235 
  3.684    131.         6.425     0.025       0.7163     0.3366   1375000601236 
  3.684    131.         6.475     0.025       0.3212     0.3493   1375000601237 
  3.684    131.         6.525     0.025       0.6894     0.3567   1375000601238 
  3.684    131.         6.575     0.025       0.2424     0.3688   1375000601239 
  3.684    131.         6.625     0.025       0.0750     0.3464   1375000601240 
  3.684    131.         6.675     0.025       0.0990     0.3574   1375000601241 
  3.684    131.         6.725     0.025       0.4006     0.3971   1375000601242 
  3.684    131.         6.775     0.025       0.4936     0.4169   1375000601243 
  3.684    131.         6.825     0.025      -0.2436     0.3717   1375000601244 
  3.684    131.         6.875     0.025      -0.1244     0.3337   1375000601245 
  3.684    131.         6.925     0.025      -0.0368     0.2801   1375000601246 
  3.684    131.         6.975     0.025       0.4356     0.3637   1375000601247 
  3.684    131.         7.025     0.025       0.2219     0.3495   1375000601248 
  3.684    131.         7.075     0.025      -0.1826     0.3558   1375000601249 
  3.684    131.         7.125     0.025       0.3297     0.4069   1375000601250 
  3.684    131.         7.175     0.025       0.3767     0.4267   1375000601251 
  3.684    131.         7.225     0.025       0.2840     0.4422   1375000601252 
  3.684    131.         7.275     0.025       0.0198     0.2851   1375000601253 
  3.684    131.         7.325     0.025       0.2515     0.4922   1375000601254 
  3.684    131.         7.375     0.025       0.3606     0.5102   1375000601255 
  3.684    131.         7.425     0.025      -0.1421     0.4742   1375000601256 
  3.684    131.         7.475     0.025       0.8890     0.5448   1375000601257 
  3.684    131.         7.525     0.025       0.9018     0.5422   1375000601258 
  3.684    131.         7.575     0.025       0.4457     0.5460   1375000601259 
  3.684    131.         7.625     0.025       0.4208     0.5609   1375000601260 
  3.684    131.         7.675     0.025       0.4372     0.5915   1375000601261 
  3.684    131.         7.725     0.025       0.2348     0.5544   1375000601262 
  3.684    131.         7.775     0.025       0.1894     0.5484   1375000601263 
  3.684    131.         7.825     0.025       0.3856     0.6021   1375000601264 
  3.684    131.         7.875     0.025       0.2983     0.5678   1375000601265 
  3.684    131.         7.925     0.025       0.1358     0.5033   1375000601266 
  3.684    131.         7.975     0.025       0.7411     0.5793   1375000601267 
  3.684    131.         8.025     0.025       2.6152     0.6038   1375000601268 
  3.684    131.         8.075     0.025       1.0606     0.6213   1375000601269 
  3.684    131.         8.125     0.025       1.3201     0.6473   1375000601270 
  3.684    131.         8.175     0.025       1.8094     0.6868   1375000601271 
  3.684    131.         8.225     0.025       1.8242     0.7093   1375000601272 
  3.684    131.         8.275     0.025       1.8362     0.7175   1375000601273 
  3.684    131.         8.325     0.025       2.3907     0.7181   1375000601274 
  3.684    131.         8.375     0.025       2.6814     0.7184   1375000601275 
  3.684    131.         8.425     0.025       2.7325     0.6884   1375000601276 
  3.684    131.         8.475     0.025       2.3938     0.6753   1375000601277 
  3.684    131.         8.525     0.025       2.1657     0.6712   1375000601278 
  3.684    131.         8.575     0.025       3.7620     0.6833   1375000601279 
  3.684    131.         8.625     0.025       5.3924     0.7111   1375000601280 
  3.684    131.         8.675     0.025       6.8011     0.7383   1375000601281 
  3.684    131.         8.725     0.025       7.6498     0.7479   1375000601282 
  3.684    131.         8.775     0.025       7.6140     0.7354   1375000601283 
  3.684    131.         8.825     0.025       7.5579     0.7243   1375000601284 
  3.684    131.         8.875     0.025       7.0005     0.7293   1375000601285 
  3.684    131.         8.925     0.025       7.2693     0.7469   1375000601286 
  3.684    131.         8.975     0.025       8.3551     0.7759   1375000601287 
  3.684    131.         9.025     0.025       7.9774     0.7581   1375000601288 
  3.684    131.         9.075     0.025       6.4441     0.7345   1375000601289 
  3.684    131.         9.125     0.025       5.4053     0.7152   1375000601290 
  3.684    131.         9.175     0.025       5.0009     0.7084   1375000601291 
  3.684    131.         9.225     0.025       5.7765     0.7120   1375000601292 
  3.684    131.         9.275     0.025       5.7947     0.7174   1375000601293 
  3.684    131.         9.325     0.025       5.6832     0.7264   1375000601294 
  3.684    131.         9.375     0.025       5.0240     0.7187   1375000601295 
  3.684    131.         9.425     0.025       5.6150     0.7218   1375000601296 
  3.684    131.         9.475     0.025       6.6489     0.7658   1375000601297 
  3.684    131.         9.525     0.025       7.6422     0.8048   1375000601298 
  3.684    131.         9.575     0.025       7.0767     0.8037   1375000601299 
  3.684    131.         9.625     0.025       6.9860     0.8111   1375000601300 
  3.684    131.         9.675     0.025       9.0295     0.8640   1375000601301 
  3.684    131.         9.725     0.025      10.6359     0.9037   1375000601302 
  3.684    131.         9.775     0.025      12.1475     0.9262   1375000601303 
  3.684    131.         9.825     0.025      10.1117     0.9110   1375000601304 
  3.684    131.         9.875     0.025       9.7617     0.9012   1375000601305 
  3.684    131.         9.925     0.025       9.4703     0.8842   1375000601306 
  3.684    131.         9.975     0.025       8.8419     0.8820   1375000601307 
  3.684    131.        10.05      0.05        9.9336     0.6667   1375000601308 
  3.684    131.        10.15      0.05       10.8161     0.6888   1375000601309 
  3.684    131.        10.25      0.05       13.6382     0.7013   1375000601310 
  3.684    131.        10.35      0.05       14.4620     0.7077   1375000601311 
  3.684    131.        10.45      0.05       13.0763     0.7051   1375000601312 
  3.684    131.        10.55      0.05       10.6993     0.7014   1375000601313 
  3.684    131.        10.65      0.05        7.7177     0.6734   1375000601314 
  3.684    131.        10.75      0.05        7.6232     0.6673   1375000601315 
  3.684    131.        10.85      0.05        5.7162     0.6336   1375000601316 
  3.684    131.        10.95      0.05        6.5689     0.6492   1375000601317 
  3.684    131.        11.05      0.05        7.3026     0.7026   1375000601318 
  3.684    131.        11.15      0.05        9.4342     0.7204   1375000601319 
  3.684    131.        11.25      0.05       10.6199     0.7503   1375000601320 
  3.684    131.        11.35      0.05       12.1738     0.7678   1375000601321 
  3.684    131.        11.45      0.05       12.9706     0.7718   1375000601322 
  3.684    131.        11.55      0.05       12.5482     0.7715   1375000601323 
  3.684    131.        11.65      0.05       11.9762     0.7703   1375000601324 
  3.684    131.        11.75      0.05       12.5429     0.7826   1375000601325 
  3.684    131.        11.85      0.05       12.0194     0.7643   1375000601326 
  3.684    131.        11.95      0.05       11.6747     0.7635   1375000601327 
  3.684    131.        12.05      0.05       10.5527     0.7649   1375000601328 
  3.684    131.        12.15      0.05        9.4013     0.7536   1375000601329 
  3.684    131.        12.25      0.05        8.4316     0.7607   1375000601330 
  3.684    131.        12.35      0.05        8.7279     0.7754   1375000601331 
  3.684    131.        12.45      0.05        9.5711     0.7716   1375000601332 
  3.684    131.        12.55      0.05        9.2561     0.7896   1375000601333 
  3.684    131.        12.65      0.05        8.2531     0.8081   1375000601334 
  3.684    131.        12.75      0.05        8.5326     0.8219   1375000601335 
  3.684    131.        12.85      0.05        7.8642     0.8175   1375000601336 
  3.684    131.        12.95      0.05        6.8884     0.8017   1375000601337 
  3.684    131.        13.05      0.05        7.1545     0.8124   1375000601338 
  3.684    131.        13.15      0.05        9.3407     0.8192   1375000601339 
  3.684    131.        13.25      0.05        6.8542     0.7829   1375000601340 
  3.684    131.        13.35      0.05        6.4494     0.7765   1375000601341 
  3.684    131.        13.45      0.05        6.8082     0.7711   1375000601342 
  3.684    131.        13.55      0.05        7.6885     0.7885   1375000601343 
  3.684    131.        13.65      0.05        8.6824     0.7983   1375000601344 
  3.684    131.        13.75      0.05        7.6404     0.8007   1375000601345 
  3.684    131.        13.85      0.05        6.9006     0.8040   1375000601346 
  3.684    131.        13.95      0.05        7.2966     0.8204   1375000601347 
  3.684    131.        14.05      0.05        8.0008     0.8273   1375000601348 
  3.684    131.        14.15      0.05        4.8217     0.7760   1375000601349 
  3.684    131.        14.25      0.05        6.9149     0.7930   1375000601350 
  3.684    131.        14.35      0.05        7.5470     0.8202   1375000601351 
  3.684    131.        14.45      0.05        6.9638     0.8304   1375000601352 
  3.684    131.        14.55      0.05        7.8383     0.8671   1375000601353 
  3.684    131.        14.65      0.05        8.0956     0.8647   1375000601354 
  3.684    131.        14.75      0.05        8.2028     0.8480   1375000601355 
  3.684    131.        14.85      0.05        7.7946     0.8188   1375000601356 
  3.684    131.        14.95      0.05        6.7417     0.8152   1375000601357 
  3.684    131.        15.05      0.05        6.2787     0.8332   1375000601358 
  3.684    131.        15.15      0.05        5.7918     0.8460   1375000601359 
  3.684    131.        15.25      0.05        4.5024     0.8225   1375000601360 
  3.684    131.        15.35      0.05        4.3677     0.8189   1375000601361 
  3.684    131.        15.45      0.05        5.5026     0.8218   1375000601362 
  3.684    131.        15.55      0.05        6.1258     0.8513   1375000601363 
  3.684    131.        15.65      0.05        6.6243     0.8631   1375000601364 
  3.684    131.        15.75      0.05        6.5383     0.8570   1375000601365 
  3.684    131.        15.85      0.05        5.9937     0.8561   1375000601366 
  3.684    131.        15.95      0.05        5.6029     0.8533   1375000601367 
  3.684    131.        16.075     0.075       5.5350     0.7141   1375000601368 
  3.684    131.        16.225     0.075       4.9704     0.7140   1375000601369 
  3.684    131.        16.375     0.075       4.7197     0.7060   1375000601370 
  3.684    131.        16.525     0.075       3.7862     0.6803   1375000601371 
  3.684    131.        16.675     0.075       3.7492     0.6920   1375000601372 
  3.684    131.        16.825     0.075       4.0728     0.7004   1375000601373 
  3.684    131.        16.975     0.075       3.5456     0.6921   1375000601374 
  3.684    131.        17.125     0.075       2.6536     0.6671   1375000601375 
  3.684    131.        17.275     0.075       2.0493     0.6576   1375000601376 
  3.684    131.        17.425     0.075       3.1044     0.6986   1375000601377 
  3.684    131.        17.575     0.075       3.9066     0.7371   1375000601378 
  3.684    131.        17.725     0.075       3.8405     0.7417   1375000601379 
  3.684    131.        17.875     0.075       2.3638     0.7039   1375000601380 
  3.684    131.        18.025     0.075       3.2493     0.7503   1375000601381 
  3.684    131.        18.175     0.075       3.5156     0.7579   1375000601382 
  3.684    131.        18.325     0.075       3.0624     0.7395   1375000601383 
  3.684    131.        18.475     0.075       1.9234     0.6883   1375000601384 
  3.684    131.        18.625     0.075       4.3645     0.7855   1375000601385 
  3.684    131.        18.775     0.075       3.4941     0.7810   1375000601386 
  3.684    131.        18.925     0.075       3.2118     0.7771   1375000601387 
  3.684    131.        19.075     0.075       3.9631     0.7800   1375000601388 
  3.684    131.        19.225     0.075       2.1275     0.7241   1375000601389 
  3.684    131.        19.375     0.075       2.1862     0.7324   1375000601390 
  3.684    131.        19.525     0.075       3.0187     0.7622   1375000601391 
  3.684    131.        19.675     0.075       4.1231     0.8124   1375000601392 
  3.684    131.        19.825     0.075       3.5404     0.8022   1375000601393 
  3.684    131.        19.975     0.075       2.7578     0.7815   1375000601394 
  3.684    131.        20.125     0.075       3.4747     0.8049   1375000601395 
  3.684    131.        20.35      0.15        3.0829     0.5916   1375000601396 
  3.684    131.        20.65      0.15        3.0650     0.5745   1375000601397 
  3.684    131.        20.95      0.15        3.0544     0.5724   1375000601398 
  3.684    131.        21.25      0.15        2.3599     0.5495   1375000601399 
  3.684    131.        21.55      0.15        1.9126     0.5384   1375000601400 
  3.684    131.        21.85      0.15        2.0926     0.5420   1375000601401 
  3.684    131.        22.15      0.15        2.2862     0.5263   1375000601402 
  3.684    131.        22.45      0.15        0.6938     0.5310   1375000601403 
  3.684    131.        22.75      0.15        1.8715     0.5222   1375000601404 
  3.684    131.        23.05      0.15        1.7963     0.5215   1375000601405 
  3.684    131.        23.35      0.15        1.4095     0.5254   1375000601406 
  3.684    131.        23.65      0.15        1.5997     0.5236   1375000601407 
  3.684    131.        23.95      0.15        1.8969     0.5165   1375000601408 
  3.684    131.        24.25      0.15        1.9566     0.5133   1375000601409 
  3.684    131.        24.55      0.15        1.9678     0.5194   1375000601410 
  3.684    131.        24.85      0.15        1.6269     0.5186   1375000601411 
  3.684    131.        25.15      0.15        1.5049     0.5287   1375000601412 
  3.684    131.        25.45      0.15        1.8599     0.5300   1375000601413 
  3.684    131.        25.75      0.15        1.6314     0.5309   1375000601414 
  3.684    131.        26.05      0.15        0.9236     0.5303   1375000601415 
  3.684    131.        26.35      0.15        0.6512     0.5266   1375000601416 
  3.684    131.        26.65      0.15       -0.0191     0.5333   1375000601417 
  3.684    131.        26.95      0.15        0.3767     0.5326   1375000601418 
  3.684    131.        27.25      0.15        1.1929     0.5224   1375000601419 
  3.684    131.        27.55      0.15        1.7089     0.5147   1375000601420 
  3.684    131.        27.85      0.15        1.4521     0.5201   1375000601421 
  3.684    131.        28.15      0.15        0.7460     0.5219   1375000601422 
  3.684    131.        28.45      0.15        1.1275     0.5135   1375000601423 
  3.684    131.        28.75      0.15        1.3325     0.5083   1375000601424 
  3.684    131.        29.05      0.15        0.7491     0.5078   1375000601425 
  3.684    131.        29.35      0.15        0.9617     0.5040   1375000601426 
  3.684    131.        29.65      0.15        1.0103     0.5044   1375000601427 
  3.684    131.        29.95      0.15        0.8825     0.4988   1375000601428 
  3.684    131.        30.25      0.15        0.2379     0.5004   1375000601429 
  3.684    131.        31.0       0.6         0.5948     0.2439   1375000601430 
  3.684    131.        32.2       0.6         0.2655     0.2428   1375000601431 
  3.684    131.        33.4       0.6         0.2637     0.2403   1375000601432 
  3.684    131.        34.6       0.6         0.4319     0.2353   1375000601433 
  3.684    131.        35.8       0.6         0.5623     0.2369   1375000601434 
  3.684    131.        37.0       0.6         0.5150     0.2319   1375000601435 
  3.684    131.        38.2       0.6         0.5142     0.2327   1375000601436 
  3.684    131.        39.4       0.6         0.8463     0.2328   1375000601437 
  3.684    131.        40.6       0.6         0.3871     0.2351   1375000601438 
  3.684    131.        41.8       0.6         0.6054     0.2354   1375000601439 
  3.684    131.        43.0       0.6         0.5883     0.2318   1375000601440 
  3.684    131.        44.2       0.6         0.9042     0.2316   1375000601441 
  3.684    131.        45.4       0.6         0.9542     0.2260   1375000601442 
  3.684    131.        46.6       0.6         0.8339     0.2261   1375000601443 
  3.684    131.        47.8       0.6         0.7368     0.2249   1375000601444 
  3.684    131.        49.0       0.6         0.5468     0.2248   1375000601445 
  3.684    131.        50.2       0.6         0.6719     0.2255   1375000601446 
  3.684    131.        53.3       2.5         0.4763     0.1084   1375000601447 
  3.684    131.        58.3       2.5         0.6807     0.1088   1375000601448 
  3.684    131.        63.3       2.5         0.6240     0.1092   1375000601449 
  3.684    131.        68.3       2.5         0.4369     0.1103   1375000601450 
  3.684    131.        73.3       2.5         0.6321     0.1099   1375000601451 
  3.684    131.        78.3       2.5         0.5750     0.1101   1375000601452 
  3.684    131.        83.3       2.5         0.4286     0.1120   1375000601453 
  3.684    131.        88.3       2.5         0.6091     0.1119   1375000601454 
  3.684    131.        93.3       2.5         0.6658     0.1125   1375000601455 
  3.684    131.        98.3       2.5         0.6117     0.1130   1375000601456 
  3.684    131.       103.3       2.5         0.5937     0.1140   1375000601457 
  3.684    131.       108.3       2.5         0.5306     0.1147   1375000601458 
  3.684    131.       115.8       5.0         0.3443     0.0805   1375000601459 
  3.684    131.       125.8       5.0         0.4828     0.0830   1375000601460 
  3.684    131.       135.8       5.0         0.4099     0.0851   1375000601461 
  3.684    131.       145.8       5.0         0.4029     0.0888   1375000601462 
  3.684    131.       155.8       5.0         0.2972     0.0917   1375000601463 
  3.684    131.       165.8       5.0         0.3482     0.0949   1375000601464 
  3.684    131.       175.8       5.0         0.5297     0.0971   1375000601465 
  3.684    131.       185.8       5.0         0.4678     0.1004   1375000601466 
  3.684    131.       195.8       5.0         0.5083     0.1024   1375000601467 
  3.684    131.       205.8       5.0         0.4791     0.1044   1375000601468 
  3.684    150.         5.025     0.025      -0.2293     0.3646   1375000601469 
  3.684    150.         5.075     0.025      -0.2797     0.3816   1375000601470 
  3.684    150.         5.125     0.025       0.7134     0.3779   1375000601471 
  3.684    150.         5.175     0.025       0.8480     0.3617   1375000601472 
  3.684    150.         5.225     0.025       1.0759     0.3687   1375000601473 
  3.684    150.         5.275     0.025       0.3220     0.3810   1375000601474 
  3.684    150.         5.325     0.025       0.1365     0.4014   1375000601475 
  3.684    150.         5.375     0.025      -0.3216     0.4057   1375000601476 
  3.684    150.         5.425     0.025      -0.0540     0.4095   1375000601477 
  3.684    150.         5.475     0.025       0.3289     0.4077   1375000601478 
  3.684    150.         5.525     0.025       0.2049     0.4406   1375000601479 
  3.684    150.         5.575     0.025       0.2415     0.4322   1375000601480 
  3.684    150.         5.625     0.025       0.3710     0.4449   1375000601481 
  3.684    150.         5.675     0.025       0.3978     0.4514   1375000601482 
  3.684    150.         5.725     0.025       0.3754     0.4521   1375000601483 
  3.684    150.         5.775     0.025      -0.0948     0.4631   1375000601484 
  3.684    150.         5.825     0.025       0.8474     0.4736   1375000601485 
  3.684    150.         5.875     0.025       0.4751     0.5164   1375000601486 
  3.684    150.         5.925     0.025       0.4134     0.4900   1375000601487 
  3.684    150.         5.975     0.025       0.5221     0.5034   1375000601488 
  3.684    150.         6.025     0.025       0.2596     0.4954   1375000601489 
  3.684    150.         6.075     0.025      -0.2353     0.4760   1375000601490 
  3.684    150.         6.125     0.025       0.4152     0.5156   1375000601491 
  3.684    150.         6.175     0.025       0.5579     0.5264   1375000601492 
  3.684    150.         6.225     0.025       0.0182     0.5676   1375000601493 
  3.684    150.         6.275     0.025       0.7520     0.6580   1375000601494 
  3.684    150.         6.325     0.025       0.8003     0.6329   1375000601495 
  3.684    150.         6.375     0.025       1.5127     0.6553   1375000601496 
  3.684    150.         6.425     0.025       0.9728     0.6556   1375000601497 
  3.684    150.         6.475     0.025       0.3432     0.6553   1375000601498 
  3.684    150.         6.525     0.025       0.1960     0.6286   1375000601499 
  3.684    150.         6.575     0.025      -0.0009     0.1324   1375000601500 
  3.684    150.         6.625     0.025      -0.5955     0.7168   1375000601501 
  3.684    150.         6.675     0.025       0.0386     0.5500   1375000601502 
  3.684    150.         6.725     0.025       2.1076     0.7842   1375000601503 
  3.684    150.         6.775     0.025       1.2045     0.8636   1375000601504 
  3.684    150.         6.825     0.025       1.9918     0.8043   1375000601505 
  3.684    150.         6.875     0.025       0.7576     0.7514   1375000601506 
  3.684    150.         6.925     0.025       1.2407     0.7690   1375000601507 
  3.684    150.         6.975     0.025       1.2476     0.7586   1375000601508 
  3.684    150.         7.025     0.025       0.1249     0.5989   1375000601509 
  3.684    150.         7.075     0.025      -0.3686     0.6975   1375000601510 
  3.684    150.         7.125     0.025      -0.3582     0.7548   1375000601511 
  3.684    150.         7.175     0.025      -0.0131     0.3210   1375000601512 
  3.684    150.         7.225     0.025       0.2154     0.7373   1375000601513 
  3.684    150.         7.275     0.025      -0.2996     0.8706   1375000601514 
  3.684    150.         7.325     0.025      -1.2886     1.1005   1375000601515 
  3.684    150.         7.375     0.025       0.3376     0.9833   1375000601516 
  3.684    150.         7.425     0.025       0.0007     0.1108   1375000601517 
  3.684    150.         7.475     0.025       1.0506     1.1394   1375000601518 
  3.684    150.         7.525     0.025       1.3620     1.1292   1375000601519 
  3.684    150.         7.575     0.025       0.1017     0.7657   1375000601520 
  3.684    150.         7.625     0.025      -0.8583     1.1048   1375000601521 
  3.684    150.         7.675     0.025       0.5945     1.1039   1375000601522 
  3.684    150.         7.725     0.025       0.8901     1.2007   1375000601523 
  3.684    150.         7.775     0.025      -1.0583     1.2498   1375000601524 
  3.684    150.         7.825     0.025      -0.7856     1.2144   1375000601525 
  3.684    150.         7.875     0.025       0.7844     1.1631   1375000601526 
  3.684    150.         7.925     0.025       0.5466     1.0572   1375000601527 
  3.684    150.         7.975     0.025      -0.8356     1.1101   1375000601528 
  3.684    150.         8.025     0.025       0.5811     1.0956   1375000601529 
  3.684    150.         8.075     0.025       2.7657     1.2781   1375000601530 
  3.684    150.         8.125     0.025       1.8391     1.3008   1375000601531 
  3.684    150.         8.175     0.025       2.8607     1.3345   1375000601532 
  3.684    150.         8.225     0.025       4.1780     1.3602   1375000601533 
  3.684    150.         8.275     0.025       1.3970     1.3116   1375000601534 
  3.684    150.         8.325     0.025       3.0468     1.3743   1375000601535 
  3.684    150.         8.375     0.025       0.6780     1.2972   1375000601536 
  3.684    150.         8.425     0.025       2.6458     1.4453   1375000601537 
  3.684    150.         8.475     0.025       3.4646     1.4034   1375000601538 
  3.684    150.         8.525     0.025       3.1532     1.3582   1375000601539 
  3.684    150.         8.575     0.025       6.4446     1.3384   1375000601540 
  3.684    150.         8.625     0.025       6.5624     1.4189   1375000601541 
  3.684    150.         8.675     0.025       7.2639     1.3972   1375000601542 
  3.684    150.         8.725     0.025       8.2992     1.4219   1375000601543 
  3.684    150.         8.775     0.025       9.6810     1.4244   1375000601544 
  3.684    150.         8.825     0.025       6.8226     1.3395   1375000601545 
  3.684    150.         8.875     0.025       7.4641     1.3409   1375000601546 
  3.684    150.         8.925     0.025       7.6566     1.3588   1375000601547 
  3.684    150.         8.975     0.025       7.5432     1.3878   1375000601548 
  3.684    150.         9.025     0.025       8.0738     1.4142   1375000601549 
  3.684    150.         9.075     0.025       5.9233     1.3991   1375000601550 
  3.684    150.         9.125     0.025       4.8050     1.3356   1375000601551 
  3.684    150.         9.175     0.025       6.1715     1.3666   1375000601552 
  3.684    150.         9.225     0.025       6.1844     1.3819   1375000601553 
  3.684    150.         9.275     0.025       6.4160     1.4016   1375000601554 
  3.684    150.         9.325     0.025       7.1994     1.4295   1375000601555 
  3.684    150.         9.375     0.025       6.8868     1.3506   1375000601556 
  3.684    150.         9.425     0.025       5.5517     1.3461   1375000601557 
  3.684    150.         9.475     0.025       5.5559     1.4131   1375000601558 
  3.684    150.         9.525     0.025       7.1610     1.4759   1375000601559 
  3.684    150.         9.575     0.025       7.5867     1.4954   1375000601560 
  3.684    150.         9.625     0.025       8.2586     1.5509   1375000601561 
  3.684    150.         9.675     0.025       8.2587     1.6172   1375000601562 
  3.684    150.         9.725     0.025       8.6078     1.6550   1375000601563 
  3.684    150.         9.775     0.025       9.3740     1.7177   1375000601564 
  3.684    150.         9.825     0.025      11.0166     1.7691   1375000601565 
  3.684    150.         9.875     0.025      11.8231     1.8199   1375000601566 
  3.684    150.         9.925     0.025      13.7707     1.8618   1375000601567 
  3.684    150.         9.975     0.025      11.1391     1.8812   1375000601568 
  3.684    150.        10.05      0.05       10.6708     1.3201   1375000601569 
  3.684    150.        10.15      0.05       12.7675     1.2959   1375000601570 
  3.684    150.        10.25      0.05       13.7055     1.3724   1375000601571 
  3.684    150.        10.35      0.05       14.9112     1.3503   1375000601572 
  3.684    150.        10.45      0.05       13.5128     1.3690   1375000601573 
  3.684    150.        10.55      0.05       10.6490     1.4202   1375000601574 
  3.684    150.        10.65      0.05        9.6943     1.4063   1375000601575 
  3.684    150.        10.75      0.05        4.8830     1.2957   1375000601576 
  3.684    150.        10.85      0.05        5.3569     1.2962   1375000601577 
  3.684    150.        10.95      0.05        8.0224     1.3582   1375000601578 
  3.684    150.        11.05      0.05        7.8605     1.3995   1375000601579 
  3.684    150.        11.15      0.05       10.7662     1.4538   1375000601580 
  3.684    150.        11.25      0.05       10.9143     1.4452   1375000601581 
  3.684    150.        11.35      0.05       12.2932     1.4620   1375000601582 
  3.684    150.        11.45      0.05       14.5002     1.4760   1375000601583 
  3.684    150.        11.55      0.05       13.2276     1.4329   1375000601584 
  3.684    150.        11.65      0.05       12.2237     1.4640   1375000601585 
  3.684    150.        11.75      0.05       12.9318     1.5181   1375000601586 
  3.684    150.        11.85      0.05       12.7371     1.5468   1375000601587 
  3.684    150.        11.95      0.05       11.8748     1.5502   1375000601588 
  3.684    150.        12.05      0.05       11.9616     1.5131   1375000601589 
  3.684    150.        12.15      0.05       10.4643     1.4861   1375000601590 
  3.684    150.        12.25      0.05       10.4659     1.4812   1375000601591 
  3.684    150.        12.35      0.05       12.3583     1.4983   1375000601592 
  3.684    150.        12.45      0.05       10.6759     1.5167   1375000601593 
  3.684    150.        12.55      0.05        5.1255     1.4413   1375000601594 
  3.684    150.        12.65      0.05        7.1603     1.5218   1375000601595 
  3.684    150.        12.75      0.05        7.5588     1.5775   1375000601596 
  3.684    150.        12.85      0.05        7.7295     1.6052   1375000601597 
  3.684    150.        12.95      0.05        7.6299     1.6174   1375000601598 
  3.684    150.        13.05      0.05        7.7159     1.6065   1375000601599 
  3.684    150.        13.15      0.05       10.9095     1.5859   1375000601600 
  3.684    150.        13.25      0.05        8.8381     1.5706   1375000601601 
  3.684    150.        13.35      0.05        6.4086     1.5121   1375000601602 
  3.684    150.        13.45      0.05        8.5919     1.5641   1375000601603 
  3.684    150.        13.55      0.05       10.8081     1.5953   1375000601604 
  3.684    150.        13.65      0.05       10.7899     1.5863   1375000601605 
  3.684    150.        13.75      0.05        9.9598     1.5813   1375000601606 
  3.684    150.        13.85      0.05        9.4803     1.6063   1375000601607 
  3.684    150.        13.95      0.05        8.5571     1.5944   1375000601608 
  3.684    150.        14.05      0.05        7.9474     1.5782   1375000601609 
  3.684    150.        14.15      0.05        9.2775     1.5859   1375000601610 
  3.684    150.        14.25      0.05        9.0572     1.6494   1375000601611 
  3.684    150.        14.35      0.05        7.5798     1.5518   1375000601612 
  3.684    150.        14.45      0.05        6.6521     1.5522   1375000601613 
  3.684    150.        14.55      0.05        9.7733     1.7083   1375000601614 
  3.684    150.        14.65      0.05        8.3518     1.6535   1375000601615 
  3.684    150.        14.75      0.05        7.5511     1.5945   1375000601616 
  3.684    150.        14.85      0.05        7.2560     1.5761   1375000601617 
  3.684    150.        14.95      0.05        8.5679     1.6297   1375000601618 
  3.684    150.        15.05      0.05        7.7825     1.6136   1375000601619 
  3.684    150.        15.15      0.05        3.0908     1.4125   1375000601620 
  3.684    150.        15.25      0.05        6.4078     1.5940   1375000601621 
