E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
  0.397     90.       102.0      10.          0.0055     0.0070   1375001000392 
  0.397    104.         8.5       0.5         0.0200     0.0389   1375001000393 
  0.397    104.         9.5       0.5        -0.0134     0.0436   1375001000394 
  0.397    104.        10.5       0.5         0.0098     0.0509   1375001000395 
  0.397    104.        11.5       0.5         0.1247     0.0656   1375001000396 
  0.397    104.        13.0       1.0         0.1937     0.0527   1375001000397 
  0.397    104.        15.0       1.0         0.1263     0.0525   1375001000398 
  0.397    104.        17.0       1.0         0.0983     0.0536   1375001000399 
  0.397    104.        19.0       1.0         0.1022     0.0573   1375001000400 
  0.397    104.        21.5       1.5         0.0908     0.0462   1375001000401 
  0.397    104.        24.5       1.5         0.0872     0.0432   1375001000402 
  0.397    104.        27.5       1.5         0.0405     0.0446   1375001000403 
  0.397    104.        30.5       1.5         0.0532     0.0429   1375001000404 
  0.397    104.        34.5       2.5         0.0232     0.0317   1375001000405 
  0.397    104.        39.5       2.5         0.0185     0.0309   1375001000406 
  0.397    104.        44.5       2.5         0.0521     0.0312   1375001000407 
  0.397    104.        49.5       2.5        -0.0059     0.0300   1375001000408 
  0.397    104.        62.0      10.          0.0169     0.0151   1375001000409 
  0.397    104.        82.0      10.          0.0080     0.0154   1375001000410 
  0.397    104.       102.0      10.         -0.0080     0.0155   1375001000411 
  0.397    110.         8.5       0.5        -0.0124     0.0294   1375001000412 
  0.397    110.         9.5       0.5         0.0091     0.0333   1375001000413 
  0.397    110.        10.5       0.5         0.0207     0.0377   1375001000414 
  0.397    110.        11.5       0.5         0.1276     0.0495   1375001000415 
  0.397    110.        13.0       1.0         0.1259     0.0389   1375001000416 
  0.397    110.        15.0       1.0         0.1331     0.0405   1375001000417 
  0.397    110.        17.0       1.0         0.0622     0.0391   1375001000418 
  0.397    110.        19.0       1.0         0.1224     0.0437   1375001000419 
  0.397    110.        21.5       1.5         0.0735     0.0344   1375001000420 
  0.397    110.        24.5       1.5         0.0487     0.0321   1375001000421 
  0.397    110.        27.5       1.5         0.0462     0.0337   1375001000422 
  0.397    110.        30.5       1.5         0.0233     0.0317   1375001000423 
  0.397    110.        34.5       2.5         0.0289     0.0237   1375001000424 
  0.397    110.        39.5       2.5         0.0467     0.0237   1375001000425 
  0.397    110.        44.5       2.5        -0.0012     0.0232   1375001000426 
  0.397    110.        49.5       2.5         0.0151     0.0228   1375001000427 
  0.397    110.        62.0      10.         -0.0007     0.0114   1375001000428 
  0.397    110.        82.0      10.          0.0039     0.0116   1375001000429 
  0.397    110.       102.0      10.          0.0013     0.0119   1375001000430 
  0.397    125.         8.5       0.5         0.0346     0.0285   1375001000431 
  0.397    125.         9.5       0.5         0.0463     0.0324   1375001000432 
  0.397    125.        10.5       0.5         0.0104     0.0361   1375001000433 
  0.397    125.        11.5       0.5         0.1778     0.0476   1375001000434 
  0.397    125.        13.0       1.0         0.1756     0.0367   1375001000435 
  0.397    125.        15.0       1.0         0.1390     0.0380   1375001000436 
  0.397    125.        17.0       1.0         0.1120     0.0388   1375001000437 
  0.397    125.        19.0       1.0         0.0917     0.0402   1375001000438 
  0.397    125.        21.5       1.5         0.0406     0.0317   1375001000439 
  0.397    125.        24.5       1.5         0.0104     0.0311   1375001000440 
  0.397    125.        27.5       1.5         0.0434     0.0323   1375001000441 
  0.397    125.        30.5       1.5         0.0071     0.0312   1375001000442 
  0.397    125.        34.5       2.5         0.0232     0.0234   1375001000443 
  0.397    125.        39.5       2.5        -0.0102     0.0227   1375001000444 
  0.397    125.        44.5       2.5        -0.0176     0.0227   1375001000445 
  0.397    125.        49.5       2.5         0.0156     0.0229   1375001000446 
  0.397    125.        62.0      10.         -0.0137     0.0111   1375001000447 
  0.397    125.        82.0      10.          0.0170     0.0112   1375001000448 
  0.397    125.       102.0      10.          0.0062     0.0115   1375001000449 
  0.397    131.         8.5       0.5         0.0491     0.0237   1375001000450 
  0.397    131.         9.5       0.5         0.0248     0.0265   1375001000451 
  0.397    131.        10.5       0.5         0.0559     0.0309   1375001000452 
  0.397    131.        11.5       0.5         0.1022     0.0407   1375001000453 
  0.397    131.        13.0       1.0         0.2162     0.0312   1375001000454 
  0.397    131.        15.0       1.0         0.1712     0.0324   1375001000455 
  0.397    131.        17.0       1.0         0.1382     0.0332   1375001000456 
  0.397    131.        19.0       1.0         0.1336     0.0354   1375001000457 
  0.397    131.        21.5       1.5         0.1535     0.0293   1375001000458 
  0.397    131.        24.5       1.5         0.1025     0.0268   1375001000459 
  0.397    131.        27.5       1.5         0.0553     0.0279   1375001000460 
  0.397    131.        30.5       1.5         0.0380     0.0273   1375001000461 
  0.397    131.        34.5       2.5         0.0294     0.0205   1375001000462 
  0.397    131.        39.5       2.5         0.0289     0.0201   1375001000463 
  0.397    131.        44.5       2.5         0.0288     0.0204   1375001000464 
  0.397    131.        49.5       2.5         0.0188     0.0202   1375001000465 
  0.397    131.        62.0      10.          0.0131     0.0097   1375001000466 
  0.397    131.        82.0      10.          0.0195     0.0100   1375001000467 
  0.397    131.       102.0      10.          0.0083     0.0102   1375001000468 
  0.397    150.         8.5       0.5         0.0119     0.0464   1375001000469 
  0.397    150.         9.5       0.5         0.0269     0.0510   1375001000470 
  0.397    150.        10.5       0.5        -0.0057     0.0607   1375001000471 
  0.397    150.        11.5       0.5         0.1470     0.0817   1375001000472 
  0.397    150.        13.0       1.0         0.1740     0.0601   1375001000473 
  0.397    150.        15.0       1.0         0.1657     0.0623   1375001000474 
  0.397    150.        17.0       1.0         0.1690     0.0648   1375001000475 
  0.397    150.        19.0       1.0         0.1328     0.0679   1375001000476 
  0.397    150.        21.5       1.5         0.0973     0.0556   1375001000477 
  0.397    150.        24.5       1.5         0.1385     0.0528   1375001000478 
  0.397    150.        27.5       1.5         0.0697     0.0552   1375001000479 
  0.397    150.        30.5       1.5         0.0039     0.0536   1375001000480 
  0.397    150.        34.5       2.5         0.0708     0.0400   1375001000481 
  0.397    150.        39.5       2.5         0.0487     0.0400   1375001000482 
  0.397    150.        44.5       2.5         0.0239     0.0406   1375001000483 
  0.397    150.        49.5       2.5         0.0353     0.0407   1375001000484 
  0.397    150.        62.0      10.          0.0132     0.0194   1375001000485 
  0.397    150.        82.0      10.          0.0211     0.0200   1375001000486 
  0.397    150.       102.0      10.          0.0249     0.0204   1375001000487 
  0.397    159.         8.5       0.5         0.0637     0.0498   1375001000488 
  0.397    159.         9.5       0.5         0.0276     0.0557   1375001000489 
  0.397    159.        10.5       0.5         0.1098     0.0661   1375001000490 
  0.397    159.        11.5       0.5         0.0750     0.0837   1375001000491 
  0.397    159.        13.0       1.0         0.1904     0.0637   1375001000492 
  0.397    159.        15.0       1.0         0.2539     0.0672   1375001000493 
  0.397    159.        17.0       1.0         0.1223     0.0673   1375001000494 
  0.397    159.        19.0       1.0         0.0479     0.0661   1375001000495 
  0.397    159.        21.5       1.5         0.1603     0.0618   1375001000496 
  0.397    159.        24.5       1.5         0.1066     0.0576   1375001000497 
  0.397    159.        27.5       1.5         0.1480     0.0590   1375001000498 
  0.397    159.        30.5       1.5         0.0265     0.0566   1375001000499 
  0.397    159.        34.5       2.5         0.0747     0.0433   1375001000500 
  0.397    159.        39.5       2.5         0.0419     0.0432   1375001000501 
  0.397    159.        44.5       2.5        -0.0106     0.0440   1375001000502 
  0.397    159.        49.5       2.5         0.0445     0.0443   1375001000503 
  0.397    159.        62.0      10.          0.0146     0.0212   1375001000504 
  0.397    159.        82.0      10.          0.0415     0.0215   1375001000505 
  0.397    159.       102.0      10.          0.0025     0.0222   1375001000506 
ENDDATA            499          0                                 1375001000507 
ENDSUBENT          506          0                                 1375001099999 
SUBENT        13750011   20041118                             13351375001100001 
BIB                  3          4                                 1375001100002 
REACTION   (8-O-16(N,P)7-N-16,PAR,SIG,G)                          1375001100003 
EN-SEC     E is gamma-ray energy                                  1375001100004 
STATUS     (DEP,13750009)                                         1375001100005 
           Data received by email, R.Nelson, 2004/2/27.           1375001100006 
ENDBIB               4          0                                 1375001100007 
NOCOMMON             0          0                                 1375001100008 
DATA                 5         71                                 1375001100009 
E          EN         EN-ERR     DATA       ERR-S                 1375001100010 
MEV        MEV        MEV        MB         MB                    1375001100011 
  0.277        4.5      0.5        0.0117     0.0741              1375001100012 
  0.277        5.5      0.5        0.2011     0.0592              1375001100013 
  0.277        6.5      0.5        0.1076     0.1031              1375001100014 
  0.277        7.5      0.5        0.1512     0.0852              1375001100015 
  0.277        8.5      0.5        0.1766     0.1189              1375001100016 
  0.277        9.5      0.5        0.2192     0.1009              1375001100017 
  0.277       10.5      0.5        0.0772     0.0962              1375001100018 
  0.277       11.5      0.5        3.9844     0.2927              1375001100019 
  0.277       13.       1.         7.5111     0.2123              1375001100020 
  0.277       15.       1.         7.1549     0.3589              1375001100021 
  0.277       17.       1.         3.7095     0.2306              1375001100022 
  0.277       19.       1.         3.5755     0.1881              1375001100023 
  0.277       21.5      1.5        3.4713     0.1539              1375001100024 
  0.277       24.5      1.5        2.1180     0.1478              1375001100025 
  0.277       27.5      1.5        1.8874     0.1258              1375001100026 
  0.277       30.5      1.5        1.0390     0.1405              1375001100027 
  0.277       34.5      2.5        0.8271     0.0359              1375001100028 
  0.277       39.5      2.5        0.7338     0.1305              1375001100029 
  0.277       44.5      2.5        0.5447     0.0848              1375001100030 
  0.277       49.5      2.5        0.5600     0.0687              1375001100031 
  0.277       62.      10.         0.4735     0.0301              1375001100032 
  0.277       82.      10.         0.2940     0.0204              1375001100033 
  0.277      102.      10.         0.3639     0.0419              1375001100034 
  0.277      132.      20.         0.2701     0.0388              1375001100035 
  0.277      172.      20.         0.1849     0.0390              1375001100036 
  0.277      212.      20.         0.2292     0.0203              1375001100037 
  0.298        4.5      0.5        1.2384     0.1918              1375001100038 
  0.298        5.5      0.5        1.5180     0.2099              1375001100039 
  0.298        6.5      0.5        1.7558     0.2299              1375001100040 
  0.298        7.5      0.5        1.7715     0.1238              1375001100041 
  0.298        8.5      0.5        1.8066     0.4608              1375001100042 
  0.298        9.5      0.5        1.9786     0.3617              1375001100043 
  0.298       10.5      0.5        2.4839     0.3203              1375001100044 
  0.298       11.5      0.5       50.9253     1.1768              1375001100045 
  0.298       13.       1.        23.2139     0.1775              1375001100046 
  0.298       15.       1.        22.2464     0.3692              1375001100047 
  0.298       17.       1.        20.3574     0.4290              1375001100048 
  0.298       19.       1.        13.8269     0.1276              1375001100049 
  0.298       21.5      1.5       12.8282     0.4104              1375001100050 
  0.298       24.5      1.5       10.7948     0.1354              1375001100051 
  0.298       27.5      1.5        7.2612     0.1840              1375001100052 
  0.298       30.5      1.5        5.5182     0.2449              1375001100053 
  0.298       34.5      2.5        4.2993     0.1226              1375001100054 
  0.298       39.5      2.5        3.8284     0.2610              1375001100055 
  0.298       44.5      2.5        3.2628     0.1612              1375001100056 
  0.298       49.5      2.5        2.9926     0.1308              1375001100057 
  0.298       62.      10.         2.3003     0.0714              1375001100058 
  0.298       82.      10.         1.7066     0.1011              1375001100059 
  0.298      102.      10.         1.3957     0.0574              1375001100060 
  0.298      132.      20.         1.1321     0.0801              1375001100061 
  0.298      172.      20.         0.9120     0.1015              1375001100062 
  0.298      212.      20.         0.9641     0.0975              1375001100063 
  0.397        8.5      0.5        0.4307     0.1182              1375001100064 
  0.397        9.5      0.5        0.2729     0.0730              1375001100065 
  0.397       10.5      0.5        0.3975     0.1247              1375001100066 
  0.397       11.5      0.5        1.5299     0.1624              1375001100067 
  0.397       13.       1.         2.2375     0.1409              1375001100068 
  0.397       15.       1.         2.1066     0.1553              1375001100069 
  0.397       17.       1.         1.4541     0.1125              1375001100070 
  0.397       19.       1.         1.3736     0.1198              1375001100071 
  0.397       21.5      1.5        1.2858     0.2044              1375001100072 
  0.397       24.5      1.5        0.9412     0.1791              1375001100073 
  0.397       27.5      1.5        0.6380     0.0867              1375001100074 
  0.397       30.5      1.5        0.3979     0.0886              1375001100075 
  0.397       34.5      2.5        0.3875     0.0485              1375001100076 
  0.397       39.5      2.5        0.2763     0.1065              1375001100077 
  0.397       44.5      2.5        0.1343     0.1164              1375001100078 
  0.397       49.5      2.5        0.2563     0.0486              1375001100079 
  0.397       62.      10.         0.0844     0.0595              1375001100080 
  0.397       82.      10.         0.2002     0.0195              1375001100081 
  0.397      102.      10.         0.0846     0.0323              1375001100082 
ENDDATA             73          0                                 1375001100083 
ENDSUBENT           82          0                                 1375001199999 
SUBENT        13750012   20041118                             13351375001200001 
BIB                  3          4                                 1375001200002 
REACTION   (8-O-16(N,D)7-N-15,PAR,DA,G,AV)                        1375001200003 
ANALYSIS   Due to poor sounting statistics, data averaged over 7  1375001200004 
            angles.                                               1375001200005 
STATUS     Data received by email, R.Nelson, 2004/2/17.           1375001200006 
ENDBIB               4          0                                 1375001200007 
COMMON               3          3                                 1375001200008 
E          ANG-MIN    ANG-MAX                                     1375001200009 
MEV        ADEG       ADEG                                        1375001200010 
  5.269     90.       159.                                        1375001200011 
ENDCOMMON            3          0                                 1375001200012 
DATA                 3         18                                 1375001200013 
EN         DATA       ERR-S                                       1375001200014 
MEV        MB/SR      MB/SR                                       1375001200015 
 13.        0.0194      0.0662                                    1375001200016 
 15.        0.0699      0.0656                                    1375001200017 
 17.        0.0487      0.0640                                    1375001200018 
 19.       -0.0874      0.0664                                    1375001200019 
 21.5      -0.1112      0.0563                                    1375001200020 
 24.5      -0.0635      0.0591                                    1375001200021 
 27.5       0.1610      0.0622                                    1375001200022 
 30.5       0.2068      0.0617                                    1375001200023 
 34.5       0.2424      0.0465                                    1375001200024 
 39.5       0.2152      0.0465                                    1375001200025 
 44.5       0.2052      0.0458                                    1375001200026 
 49.5       0.1300      0.0452                                    1375001200027 
 62.        0.1516      0.0224                                    1375001200028 
 82.        0.1265      0.0228                                    1375001200029 
102.        0.0998      0.0231                                    1375001200030 
132.        0.1004      0.0170                                    1375001200031 
172.        0.0947      0.0194                                    1375001200032 
212.        0.1036      0.0216                                    1375001200033 
ENDDATA             20          0                                 1375001200034 
ENDSUBENT           33          0                                 1375001299999 
SUBENT        13750013   20041118                             13351375001300001 
BIB                  3          4                                 1375001300002 
REACTION   (8-O-16(N,D)7-N-15,PAR,SIG,G)                          1375001300003 
EN-SEC     E is gamma-ray energy                                  1375001300004 
STATUS     (DEP,13750011)                                         1375001300005 
           Data received by email, R.Nelson, 2004/2/27.           1375001300006 
ENDBIB               4          0                                 1375001300007 
NOCOMMON             0          0                                 1375001300008 
DATA                 5         36                                 1375001300009 
E          EN         EN-ERR     DATA       ERR-S                 1375001300010 
MEV        MEV        MEV        MB         MB                    1375001300011 
  5.269       13.       1.         0.3598     0.2418              1375001300012 
  5.269       15.       1.         0.6945     0.6495              1375001300013 
  5.269       17.       1.         0.4280     0.3792              1375001300014 
  5.269       19.       1.        -0.9424     0.3013              1375001300015 
  5.269       21.5      1.5       -1.5272     0.6377              1375001300016 
  5.269       24.5      1.5       -0.8197     0.6556              1375001300017 
  5.269       27.5      1.5        1.4878     0.5537              1375001300018 
  5.269       30.5      1.5        2.0525     0.7670              1375001300019 
  5.269       34.5      2.5        2.8718     0.5000              1375001300020 
  5.269       39.5      2.5        2.6011     0.3493              1375001300021 
  5.269       44.5      2.5        2.0527     0.6049              1375001300022 
  5.269       49.5      2.5        1.3439     0.4999              1375001300023 
  5.269       62.      10.         1.6632     0.3015              1375001300024 
  5.269       82.      10.         1.6588     0.1399              1375001300025 
  5.269      102.      10.         1.1303     0.1199              1375001300026 
  5.269      132.      20.         1.1993     0.2092              1375001300027 
  5.269      172.      20.         1.1537     0.2357              1375001300028 
  5.269      212.      20.         1.2871     0.1533              1375001300029 
  5.298       13.       1.         0.7168     0.5081              1375001300030 
  5.298       15.       1.        -0.5073     0.9340              1375001300031 
  5.298       17.       1.         1.3046     1.0276              1375001300032 
  5.298       19.       1.         7.1676     1.1438              1375001300033 
  5.298       21.5      1.5       18.6685     1.2723              1375001300034 
  5.298       24.5      1.5       30.2286     1.4207              1375001300035 
  5.298       27.5      1.5       38.2203     1.5839              1375001300036 
  5.298       30.5      1.5       37.0814     1.3810              1375001300037 
  5.298       34.5      2.5       31.8234     1.0121              1375001300038 
  5.298       39.5      2.5       24.7230     1.0641              1375001300039 
  5.298       44.5      2.5       20.4640     1.0116              1375001300040 
  5.298       49.5      2.5       17.6739     0.7578              1375001300041 
  5.298       62.      10.        14.6851     0.5293              1375001300042 
  5.298       82.      10.        11.6172     0.3127              1375001300043 
  5.298      102.      10.         9.7000     0.3044              1375001300044 
  5.298      132.      20.         7.9356     0.1688              1375001300045 
  5.298      172.      20.         6.7849     0.2750              1375001300046 
  5.298      212.      20.         6.1367     0.2207              1375001300047 
ENDDATA             38          0                                 1375001300048 
ENDSUBENT           47          0                                 1375001399999 
SUBENT        13750014   20041118                             13351375001400001 
BIB                  2          2                                 1375001400002 
REACTION   (8-O-16(N,T)7-N-14,PAR,DA,G)                           1375001400003 
STATUS     Data received by email, R.Nelson, 2004/1/13.           1375001400004 
ENDBIB               2          0                                 1375001400005 
COMMON               1          3                                 1375001400006 
E                                                                 1375001400007 
MEV                                                               1375001400008 
  2.313                                                           1375001400009 
ENDCOMMON            3          0                                 1375001400010 
DATA                 5        119                                 1375001400011 
ANG        EN         EN-ERR     DATA       ERR-S                 1375001400012 
ADEG       MEV        MEV        MB/SR      MB/SR                 1375001400013 
 90.        15.0       1.0         0.1511     0.1375              1375001400014 
 90.        17.0       1.0         0.0541     0.1460              1375001400015 
 90.        19.0       1.0        -0.2678     0.1619              1375001400016 
 90.        21.5       1.5         0.6692     0.1280              1375001400017 
 90.        24.5       1.5         0.8842     0.1126              1375001400018 
 90.        27.5       1.5         1.1639     0.1133              1375001400019 
 90.        30.5       1.5         1.2736     0.1100              1375001400020 
 90.        34.5       2.5         1.2778     0.0828              1375001400021 
 90.        39.5       2.5         1.3770     0.0822              1375001400022 
 90.        44.5       2.5         1.1451     0.0814              1375001400023 
 90.        49.5       2.5         0.9843     0.0802              1375001400024 
 90.        62.0      10.          0.9785     0.0403              1375001400025 
 90.        82.0      10.          0.8961     0.0416              1375001400026 
 90.       102.0      10.          0.6923     0.0431              1375001400027 
 90.       132.0      20.          0.6112     0.0327              1375001400028 
 90.       172.0      20.          0.5836     0.0373              1375001400029 
 90.       212.0      20.          0.5811     0.0415              1375001400030 
104.        15.0       1.0         0.1810     0.2994              1375001400031 
104.        17.0       1.0        -0.4383     0.3389              1375001400032 
104.        19.0       1.0        -0.0031     0.1364              1375001400033 
104.        21.5       1.5         0.8009     0.2732              1375001400034 
104.        24.5       1.5         0.8583     0.2470              1375001400035 
104.        27.5       1.5         1.3295     0.2533              1375001400036 
104.        30.5       1.5         0.8476     0.2125              1375001400037 
104.        34.5       2.5         1.1257     0.1597              1375001400038 
104.        39.5       2.5         1.4115     0.1503              1375001400039 
104.        44.5       2.5         1.3589     0.1473              1375001400040 
104.        49.5       2.5         0.9293     0.1464              1375001400041 
104.        62.0      10.          0.9851     0.0735              1375001400042 
104.        82.0      10.          0.7812     0.0921              1375001400043 
104.       102.0      10.          0.6386     0.0947              1375001400044 
104.       132.0      20.          0.6256     0.0694              1375001400045 
104.       172.0      20.          0.8488     0.0791              1375001400046 
104.       212.0      20.          0.6418     0.0897              1375001400047 
110.        15.0       1.0         0.4109     0.2259              1375001400048 
110.        17.0       1.0         0.3746     0.2403              1375001400049 
110.        19.0       1.0         0.3898     0.2507              1375001400050 
110.        21.5       1.5         0.5207     0.2040              1375001400051 
110.        24.5       1.5         1.1364     0.1838              1375001400052 
110.        27.5       1.5         1.5365     0.1850              1375001400053 
110.        30.5       1.5         1.3751     0.1780              1375001400054 
110.        34.5       2.5         1.6055     0.1336              1375001400055 
110.        39.5       2.5         1.5535     0.1355              1375001400056 
110.        44.5       2.5         1.3116     0.1355              1375001400057 
110.        49.5       2.5         0.9356     0.1322              1375001400058 
110.        62.0      10.          0.8668     0.0674              1375001400059 
110.        82.0      10.          0.8089     0.0690              1375001400060 
110.       102.0      10.          0.9251     0.0701              1375001400061 
110.       132.0      20.          0.7731     0.0525              1375001400062 
110.       172.0      20.          0.7072     0.0592              1375001400063 
110.       212.0      20.          0.5346     0.0679              1375001400064 
125.        15.0       1.0        -0.2772     0.2175              1375001400065 
125.        17.0       1.0        -0.0789     0.2233              1375001400066 
125.        19.0       1.0         0.3045     0.2467              1375001400067 
125.        21.5       1.5         0.2124     0.1938              1375001400068 
125.        24.5       1.5         1.0199     0.1765              1375001400069 
125.        27.5       1.5         1.0319     0.1799              1375001400070 
125.        30.5       1.5         1.1816     0.1753              1375001400071 
125.        34.5       2.5         1.0045     0.1333              1375001400072 
125.        39.5       2.5         1.1546     0.1315              1375001400073 
125.        44.5       2.5         1.1478     0.1292              1375001400074 
125.        49.5       2.5         1.0242     0.1292              1375001400075 
125.        62.0      10.          1.0286     0.0647              1375001400076 
125.        82.0      10.          0.8694     0.0655              1375001400077 
125.       102.0      10.          0.7884     0.0677              1375001400078 
125.       132.0      20.          0.6498     0.0504              1375001400079 
125.       172.0      20.          0.6964     0.0572              1375001400080 
125.       212.0      20.          0.5539     0.0647              1375001400081 
131.        15.0       1.0         0.0121     0.1303              1375001400082 
131.        17.0       1.0        -0.0229     0.1499              1375001400083 
131.        19.0       1.0        -0.1745     0.1555              1375001400084 
131.        21.5       1.5         0.4823     0.1246              1375001400085 
131.        24.5       1.5         0.8683     0.1106              1375001400086 
131.        27.5       1.5         1.1253     0.1114              1375001400087 
131.        30.5       1.5         1.2324     0.1086              1375001400088 
131.        34.5       2.5         1.2633     0.0827              1375001400089 
131.        39.5       2.5         1.3226     0.0820              1375001400090 
131.        44.5       2.5         1.3167     0.0808              1375001400091 
131.        49.5       2.5         1.1706     0.0795              1375001400092 
131.        62.0      10.          1.0098     0.0399              1375001400093 
131.        82.0      10.          0.9453     0.0406              1375001400094 
131.       102.0      10.          0.9061     0.0416              1375001400095 
131.       132.0      20.          0.7708     0.0315              1375001400096 
131.       172.0      20.          0.7901     0.0356              1375001400097 
131.       212.0      20.          0.7341     0.0399              1375001400098 
150.        15.0       1.0         0.2657     0.2441              1375001400099 
150.        17.0       1.0         0.2649     0.2752              1375001400100 
150.        19.0       1.0         0.3715     0.2878              1375001400101 
150.        21.5       1.5         0.3513     0.2323              1375001400102 
150.        24.5       1.5         0.8998     0.2162              1375001400103 
150.        27.5       1.5         0.9514     0.2230              1375001400104 
150.        30.5       1.5         1.1758     0.2167              1375001400105 
150.        34.5       2.5         1.2259     0.1624              1375001400106 
150.        39.5       2.5         1.2525     0.1658              1375001400107 
150.        44.5       2.5         1.3297     0.1641              1375001400108 
150.        49.5       2.5         0.9395     0.1629              1375001400109 
150.        62.0      10.          1.0297     0.0808              1375001400110 
150.        82.0      10.          0.9693     0.0827              1375001400111 
150.       102.0      10.          0.8789     0.0843              1375001400112 
150.       132.0      20.          0.8193     0.0630              1375001400113 
150.       172.0      20.          0.8513     0.0711              1375001400114 
150.       212.0      20.          0.8197     0.0805              1375001400115 
159.        15.0       1.0        -0.0977     0.2665              1375001400116 
159.        17.0       1.0         0.1455     0.3090              1375001400117 
159.        19.0       1.0         0.3013     0.3115              1375001400118 
159.        21.5       1.5         0.6600     0.2571              1375001400119 
159.        24.5       1.5         1.4790     0.2329              1375001400120 
159.        27.5       1.5         1.2065     0.2419              1375001400121 
159.        30.5       1.5         1.3584     0.2398              1375001400122 
159.        34.5       2.5         1.4039     0.1814              1375001400123 
159.        39.5       2.5         1.2409     0.1824              1375001400124 
159.        44.5       2.5         1.1132     0.1816              1375001400125 
159.        49.5       2.5         0.8972     0.1806              1375001400126 
159.        62.0      10.          0.8676     0.0908              1375001400127 
159.        82.0      10.          0.9335     0.0906              1375001400128 
159.       102.0      10.          0.6930     0.0937              1375001400129 
159.       132.0      20.          0.8554     0.0692              1375001400130 
159.       172.0      20.          0.8001     0.0796              1375001400131 
159.       212.0      20.          0.7511     0.0893              1375001400132 
ENDDATA            121          0                                 1375001400133 
ENDSUBENT          132          0                                 1375001499999 
SUBENT        13750015   20041118                             13351375001500001 
BIB                  3          4                                 1375001500002 
REACTION   (8-O-16(N,T)7-N-14,PAR,SIG,G)                          1375001500003 
EN-SEC     E is gamma-ray energy                                  1375001500004 
STATUS     (DEP,13750013)                                         1375001500005 
           Data received by email, R.Nelson, 2004/2/27.           1375001500006 
ENDBIB               4          0                                 1375001500007 
COMMON               1          3                                 1375001500008 
E                                                                 1375001500009 
MEV                                                               1375001500010 
  2.313                                                           1375001500011 
ENDCOMMON            3          0                                 1375001500012 
DATA                 4         17                                 1375001500013 
EN         EN-ERR     DATA       ERR-S                            1375001500014 
MEV        MEV        MB         MB                               1375001500015 
 15.         1.         1.0335     0.9390                         1375001500016 
 17.         1.         0.5948     0.9193                         1375001500017 
 19.         1.         0.0799     1.2143                         1375001500018 
 21.5        1.5        6.6055     0.8302                         1375001500019 
 24.5        1.5       12.0765     0.8356                         1375001500020 
 27.5        1.5       14.7526     0.7662                         1375001500021 
 30.5        1.5       15.4318     0.6354                         1375001500022 
 34.5        2.5       15.9778     0.7764                         1375001500023 
 39.5        2.5       16.8582     0.5286                         1375001500024 
 44.5        2.5       15.6004     0.4711                         1375001500025 
 49.5        2.5       12.8792     0.5042                         1375001500026 
 62.        10.        12.3116     0.2671                         1375001500027 
 82.        10.        11.3046     0.2734                         1375001500028 
102.        10.        10.1005     0.5391                         1375001500029 
132.        20.         8.9537     0.4385                         1375001500030 
172.        20.         9.0747     0.4969                         1375001500031 
212.        20.         8.1844     0.4789                         1375001500032 
ENDDATA             19          0                                 1375001500033 
ENDSUBENT           32          0                                 1375001599999 
SUBENT        13750016   20041118                             13351375001600001 
BIB                  2          2                                 1375001600002 
REACTION   (8-O-16(N,2N)8-O-15,PAR,DA,G)                          1375001600003 
STATUS     Data received by email, R.Nelson, 2004/1/13.           1375001600004 
ENDBIB               2          0                                 1375001600005 
COMMON               1          3                                 1375001600006 
E                                                                 1375001600007 
MEV                                                               1375001600008 
  5.24                                                            1375001600009 
ENDCOMMON            3          0                                 1375001600010 
DATA                 5        119                                 1375001600011 
ANG        EN         EN-ERR     DATA       ERR-S                 1375001600012 
ADEG       MEV        MEV        MB/SR      MB/SR                 1375001600013 
 90.        15.0       1.0         0.0499     0.3753              1375001600014 
 90.        17.0       1.0        -0.2301     0.4188              1375001600015 
 90.        19.0       1.0         0.8462     0.4250              1375001600016 
 90.        21.5       1.5         2.0059     0.3555              1375001600017 
 90.        24.5       1.5         2.8186     0.3254              1375001600018 
 90.        27.5       1.5         2.9322     0.3377              1375001600019 
 90.        30.5       1.5         3.1210     0.3343              1375001600020 
 90.        34.5       2.5         2.4671     0.2564              1375001600021 
 90.        39.5       2.5         2.3447     0.2566              1375001600022 
 90.        44.5       2.5         2.0955     0.2532              1375001600023 
 90.        49.5       2.5         1.4651     0.2504              1375001600024 
 90.        62.0      10.          1.8238     0.1262              1375001600025 
 90.        82.0      10.          1.5521     0.1288              1375001600026 
 90.       102.0      10.          1.4590     0.1313              1375001600027 
 90.       132.0      20.          1.2772     0.0986              1375001600028 
 90.       172.0      20.          0.9896     0.1113              1375001600029 
 90.       212.0      20.          0.9045     0.1236              1375001600030 
104.        15.0       1.0        -0.4445     1.0768              1375001600031 
104.        17.0       1.0         0.4530     1.1943              1375001600032 
104.        19.0       1.0         1.2356     1.1950              1375001600033 
104.        21.5       1.5         3.1969     0.9915              1375001600034 
104.        24.5       1.5         4.3899     0.9014              1375001600035 
104.        27.5       1.5         4.4525     0.9779              1375001600036 
104.        30.5       1.5         4.4478     0.9398              1375001600037 
104.        34.5       2.5         2.4030     0.7323              1375001600038 
104.        39.5       2.5         2.2888     0.7323              1375001600039 
