EN-MIN     EN-MAX     E          DATA       DATA-ERR1             1050200200018 
MEV        MEV        MEV        B/SR/MEV   B/SR/MEV              1050200200019 
12.00      14.00        1.042E+01   2.07E-06   5.46E-06           1050200201876 
12.00      14.00        1.058E+01   4.82E-07   4.21E-06           1050200201877 
14.00      17.00        6.900E-01   8.02E-05   8.55E-03           1050200201878 
14.00      17.00        7.100E-01  -7.20E-05   8.49E-03           1050200201879 
14.00      17.00        7.300E-01  -7.20E-04   8.10E-03           1050200201880 
14.00      17.00        7.500E-01  -1.24E-03   7.37E-03           1050200201881 
14.00      17.00        7.700E-01  -1.74E-03   7.12E-03           1050200201882 
14.00      17.00        7.900E-01  -7.39E-04   6.39E-03           1050200201883 
14.00      17.00        8.100E-01   2.26E-03   5.78E-03           1050200201884 
14.00      17.00        8.300E-01   5.65E-03   5.57E-03           1050200201885 
14.00      17.00        8.500E-01   7.19E-03   5.30E-03           1050200201886 
14.00      17.00        8.700E-01   7.03E-03   5.32E-03           1050200201887 
14.00      17.00        8.900E-01   7.96E-03   5.62E-03           1050200201888 
14.00      17.00        9.100E-01   1.09E-02   5.76E-03           1050200201889 
14.00      17.00        9.300E-01   1.33E-02   5.45E-03           1050200201890 
14.00      17.00        9.500E-01   1.29E-02   5.11E-03           1050200201891 
14.00      17.00        9.700E-01   1.04E-02   4.94E-03           1050200201892 
14.00      17.00        1.000E+00   6.33E-03   5.32E-03           1050200201893 
14.00      17.00        1.040E+00   4.34E-03   4.73E-03           1050200201894 
14.00      17.00        1.080E+00   3.42E-03   4.80E-03           1050200201895 
14.00      17.00        1.120E+00   5.17E-03   4.16E-03           1050200201896 
14.00      17.00        1.160E+00   9.61E-03   3.76E-03           1050200201897 
14.00      17.00        1.200E+00   1.70E-02   4.00E-03           1050200201898 
14.00      17.00        1.240E+00   2.24E-02   3.88E-03           1050200201899 
14.00      17.00        1.260E+00   2.98E-02   3.81E-03           1050200201900 
14.00      17.00        1.320E+00   3.85E-02   4.03E-03           1050200201901 
14.00      17.00        1.360E+00   3.43E-02   3.65E-03           1050200201902 
14.00      17.00        1.400E+00   2.09E-02   3.67E-03           1050200201903 
14.00      17.00        1.440E+00   1.09E-02   3.09E-03           1050200201904 
14.00      17.00        1.480E+00   7.76E-03   2.91E-03           1050200201905 
14.00      17.00        1.520E+00   7.51E-03   3.01E-03           1050200201906 
14.00      17.00        1.560E+00   7.02E-03   3.03E-03           1050200201907 
14.00      17.00        1.600E+00   5.26E-03   3.06E-03           1050200201908 
14.00      17.00        1.640E+00   3.63E-03   2.75E-03           1050200201909 
14.00      17.00        1.680E+00   2.33E-03   2.62E-03           1050200201910 
14.00      17.00        1.720E+00   7.46E-04   2.39E-03           1050200201911 
14.00      17.00        1.760E+00   4.83E-04   2.52E-03           1050200201912 
14.00      17.00        1.800E+00   3.49E-03   2.27E-03           1050200201913 
14.00      17.00        1.850E+00   1.14E-02   2.25E-03           1050200201914 
14.00      17.00        1.910E+00   2.34E-02   2.44E-03           1050200201915 
14.00      17.00        1.970E+00   2.85E-02   2.62E-03           1050200201916 
14.00      17.00        2.030E+00   2.02E-02   2.06E-03           1050200201917 
14.00      17.00        2.090E+00   7.50E-03   1.98E-03           1050200201918 
14.00      17.00        2.150E+00   1.89E-03   1.85E-03           1050200201919 
14.00      17.00        2.210E+00   1.77E-03   1.70E-03           1050200201920 
14.00      17.00        2.270E+00   1.97E-03   1.67E-03           1050200201921 
14.00      17.00        2.330E+00   1.60E-03   1.72E-03           1050200201922 
14.00      17.00        2.390E+00   1.87E-03   1.69E-03           1050200201923 
14.00      17.00        2.450E+00   3.87E-03   1.76E-03           1050200201924 
14.00      17.00        2.510E+00   6.99E-03   1.70E-03           1050200201925 
14.00      17.00        2.570E+00   9.11E-03   1.73E-03           1050200201926 
14.00      17.00        2.630E+00   8.77E-03   1.61E-03           1050200201927 
14.00      17.00        2.690E+00   6.10E-03   1.36E-03           1050200201928 
14.00      17.00        2.750E+00   2.79E-03   1.23E-03           1050200201929 
14.00      17.00        2.810E+00   1.15E-03   1.20E-03           1050200201930 
14.00      17.00        2.870E+00   1.39E-03   1.14E-03           1050200201931 
14.00      17.00        2.930E+00   2.19E-03   1.15E-03           1050200201932 
14.00      17.00        2.990E+00   2.51E-03   1.17E-03           1050200201933 
14.00      17.00        3.050E+00   2.23E-03   1.10E-03           1050200201934 
14.00      17.00        3.110E+00   1.74E-03   1.16E-03           1050200201935 
14.00      17.00        3.180E+00   1.89E-03   1.20E-03           1050200201936 
14.00      17.00        3.260E+00   3.32E-03   1.11E-03           1050200201937 
14.00      17.00        3.340E+00   3.73E-03   1.03E-03           1050200201938 
14.00      17.00        3.420E+00   2.39E-03   9.86E-04           1050200201939 
14.00      17.00        3.500E+00   1.67E-03   1.01E-03           1050200201940 
14.00      17.00        3.580E+00   1.99E-03   9.61E-04           1050200201941 
14.00      17.00        3.660E+00   2.05E-03   1.04E-03           1050200201942 
14.00      17.00        3.740E+00   1.97E-03   1.17E-03           1050200201943 
14.00      17.00        3.820E+00   1.93E-03   1.09E-03           1050200201944 
14.00      17.00        3.900E+00   1.44E-03   1.01E-03           1050200201945 
14.00      17.00        3.980E+00   1.07E-03   1.07E-03           1050200201946 
14.00      17.00        4.060E+00   1.29E-03   9.31E-04           1050200201947 
14.00      17.00        4.140E+00   1.80E-03   9.93E-04           1050200201948 
14.00      17.00        4.220E+00   2.54E-03   1.09E-03           1050200201949 
14.00      17.00        4.300E+00   3.13E-03   1.07E-03           1050200201950 
14.00      17.00        4.380E+00   2.86E-03   1.08E-03           1050200201951 
14.00      17.00        4.460E+00   2.31E-03   1.04E-03           1050200201952 
14.00      17.00        4.540E+00   2.08E-03   9.96E-04           1050200201953 
14.00      17.00        4.630E+00   1.75E-03   9.93E-04           1050200201954 
14.00      17.00        4.730E+00   1.32E-03   1.01E-03           1050200201955 
14.00      17.00        4.830E+00   1.13E-03   8.88E-04           1050200201956 
14.00      17.00        4.930E+00   1.26E-03   8.44E-04           1050200201957 
14.00      17.00        5.030E+00   3.14E-03   8.23E-04           1050200201958 
14.00      17.00        5.130E+00   3.08E-03   8.66E-04           1050200201959 
14.00      17.00        5.230E+00   1.20E-02   7.68E-04           1050200201960 
14.00      17.00        5.330E+00   1.07E-02   7.21E-04           1050200201961 
14.00      17.00        5.430E+00   6.22E-03   5.81E-04           1050200201962 
14.00      17.00        5.530E+00   2.45E-03   5.33E-04           1050200201963 
14.00      17.00        5.630E+00   9.11E-04   4.98E-04           1050200201964 
14.00      17.00        5.730E+00   8.10E-04   4.90E-04           1050200201965 
14.00      17.00        5.830E+00   9.24E-04   4.96E-04           1050200201966 
14.00      17.00        5.930E+00   9.07E-04   4.80E-04           1050200201967 
14.00      17.00        6.030E+00   9.64E-04   4.73E-04           1050200201968 
14.00      17.00        6.130E+00   1.09E-03   4.47E-04           1050200201969 
14.00      17.00        6.230E+00   1.34E-03   4.57E-04           1050200201970 
14.00      17.00        6.330E+00   1.65E-03   4.38E-04           1050200201971 
14.00      17.00        6.440E+00   1.52E-03   4.02E-04           1050200201972 
14.00      17.00        6.560E+00   6.39E-04   3.43E-04           1050200201973 
14.00      17.00        6.680E+00  -1.57E-04   2.95E-04           1050200201974 
14.00      17.00        6.800E+00  -2.61E-04   2.79E-04           1050200201975 
14.00      17.00        6.920E+00   1.26E-04   2.63E-04           1050200201976 
14.00      17.00        7.040E+00   4.83E-04   2.10E-04           1050200201977 
14.00      17.00        7.160E+00   5.27E-04   1.76E-04           1050200201978 
14.00      17.00        7.280E+00   3.72E-04   1.65E-04           1050200201979 
14.00      17.00        7.400E+00   2.29E-04   1.68E-04           1050200201980 
14.00      17.00        7.520E+00   1.36E-04   1.18E-04           1050200201981 
14.00      17.00        7.640E+00   1.53E-04   1.04E-04           1050200201982 
14.00      17.00        7.760E+00   1.83E-04   9.58E-05           1050200201983 
14.00      17.00        7.890E+00   1.42E-04   1.07E-04           1050200201984 
14.00      17.00        8.030E+00   6.83E-05   7.73E-05           1050200201985 
14.00      17.00        8.170E+00  -1.26E-05   6.05E-03           1050200201986 
14.00      17.00        8.310E+00  -2.29E-05   6.85E-05           1050200201987 
14.00      17.00        8.450E+00   1.29E-06   6.31E-05           1050200201988 
14.00      17.00        8.590E+00   1.96E-05   5.87E-05           1050200201989 
14.00      17.00        8.730E+00   4.41E-05   4.73E-05           1050200201990 
14.00      17.00        8.870E+00   6.35E-05   4.30E-05           1050200201991 
14.00      17.00        9.010E+00   7.38E-05   4.25E-05           1050200201992 
14.00      17.00        9.150E+00   5.87E-05   3.39E-05           1050200201993 
14.00      17.00        9.300E+00   2.24E-05   2.54E-05           1050200201994 
14.00      17.00        9.460E+00  -1.29E-05   3.03E-05           1050200201995 
14.00      17.00        9.620E+00  -2.07E-05   2.57E-05           1050200201996 
14.00      17.00        9.780E+00  -9.49E-06   1.84E-05           1050200201997 
14.00      17.00        9.940E+00   3.85E-06   1.40E-05           1050200201998 
14.00      17.00        1.010E+01   7.32E-06   9.90E-06           1050200201999 
14.00      17.00        1.026E+01   6.21E-06   7.23E-06           1050200202000 
14.00      17.00        1.042E+01   3.01E-06   6.76E-06           1050200202001 
14.00      17.00        1.058E+01   1.53E-06   5.49E-06           1050200202002 
17.00      20.00        6.900E-01   2.26E-03   1.30E-02           1050200202003 
17.00      20.00        7.100E-01   3.53E-03   1.14E-02           1050200202004 
17.00      20.00        7.300E-01   6.45E-03   1.15E-02           1050200202005 
17.00      20.00        7.500E-01   8.72E-03   1.05E-02           1050200202006 
17.00      20.00        7.700E-01   7.84E-03   9.11E-03           1050200202007 
17.00      20.00        7.900E-01   5.56E-03   8.99E-03           1050200202008 
17.00      20.00        8.100E-01   4.91E-03   8.69E-03           1050200202009 
17.00      20.00        8.300E-01   6.55E-03   7.97E-03           1050200202010 
17.00      20.00        8.500E-01   9.51E-03   7.31E-03           1050200202011 
17.00      20.00        8.700E-01   1.38E-02   6.99E-03           1050200202012 
17.00      20.00        8.900E-01   1.93E-02   7.05E-03           1050200202013 
17.00      20.00        9.100E-01   2.43E-02   6.88E-03           1050200202014 
17.00      20.00        9.300E-01   2.52E-02   7.29E-03           1050200202015 
17.00      20.00        9.500E-01   2.14E-02   7.41E-03           1050200202016 
17.00      20.00        9.700E-01   1.63E-02   7.90E-03           1050200202017 
17.00      20.00        1.000E+00   1.16E-02   8.39E-03           1050200202018 
17.00      20.00        1.040E+00   1.34E-02   6.72E-03           1050200202019 
17.00      20.00        1.080E+00   1.11E-02   6.73E-03           1050200202020 
17.00      20.00        1.120E+00   4.86E-03   6.29E-03           1050200202021 
17.00      20.00        1.160E+00   5.92E-03   6.46E-03           1050200202022 
17.00      20.00        1.200E+00   1.65E-02   6.37E-03           1050200202023 
17.00      20.00        1.240E+00   2.20E-02   5.68E-03           1050200202024 
17.00      20.00        1.280E+00   2.08E-02   7.71E-03           1050200202025 
17.00      20.00        1.320E+00   2.31E-02   6.67E-03           1050200202026 
17.00      20.00        1.360E+00   2.47E-02   6.20E-03           1050200202027 
17.00      20.00        1.400E+00   1.85E-02   6.03E-03           1050200202028 
17.00      20.00        1.440E+00   1.15E-02   5.44E-03           1050200202029 
17.00      20.00        1.480E+00   9.54E-03   5.12E-03           1050200202030 
17.00      20.00        1.520E+00   1.06E-02   4.63E-03           1050200202031 
17.00      20.00        1.560E+00   1.16E-02   4.79E-03           1050200202032 
17.00      20.00        1.600E+00   1.10E-02   4.23E-03           1050200202033 
17.00      20.00        1.640E+00   8.61E-03   4.59E-03           1050200202034 
17.00      20.00        1.680E+00   6.44E-03   4.34E-03           1050200202035 
17.00      20.00        1.720E+00   4.27E-03   4.29E-03           1050200202036 
17.00      20.00        1.760E+00   1.82E-03   4.33E-03           1050200202037 
17.00      20.00        1.800E+00   3.61E-03   4.63E-03           1050200202038 
17.00      20.00        1.850E+00   1.63E-02   3.81E-03           1050200202039 
17.00      20.00        1.910E+00   3.48E-02   4.37E-03           1050200202040 
17.00      20.00        1.970E+00   3.75E-02   4.83E-03           1050200202041 
17.00      20.00        2.030E+00   2.94E-02   3.43E-03           1050200202042 
17.00      20.00        2.090E+00   1.65E-02   2.81E-03           1050200202043 
17.00      20.00        2.150E+00   5.55E-03   2.91E-03           1050200202044 
17.00      20.00        2.210E+00   1.17E-03   3.02E-03           1050200202045 
17.00      20.00        2.270E+00   4.16E-03   2.88E-03           1050200202046 
17.00      20.00        2.330E+00   6.92E-03   2.28E-03           1050200202047 
17.00      20.00        2.390E+00   4.59E-03   2.43E-03           1050200202048 
17.00      20.00        2.450E+00   3.83E-03   2.72E-03           1050200202049 
17.00      20.00        2.510E+00   6.02E-03   2.52E-03           1050200202050 
17.00      20.00        2.570E+00   6.61E-03   2.56E-03           1050200202051 
17.00      20.00        2.630E+00   4.84E-03   2.48E-03           1050200202052 
17.00      20.00        2.690E+00   2.84E-03   2.19E-03           1050200202053 
17.00      20.00        2.750E+00   2.09E-03   1.95E-03           1050200202054 
17.00      20.00        2.810E+00   2.40E-03   1.98E-03           1050200202055 
17.00      20.00        2.870E+00   1.68E-03   1.87E-03           1050200202056 
17.00      20.00        2.930E+00   5.97E-04   1.93E-03           1050200202057 
17.00      20.00        2.990E+00   1.77E-03   1.90E-03           1050200202058 
17.00      20.00        3.050E+00   4.84E-03   1.70E-03           1050200202059 
17.00      20.00        3.110E+00   5.94E-03   1.47E-03           1050200202060 
17.00      20.00        3.180E+00   4.62E-03   1.80E-03           1050200202061 
17.00      20.00        3.260E+00   2.90E-03   1.72E-03           1050200202062 
17.00      20.00        3.340E+00   3.02E-03   2.04E-03           1050200202063 
17.00      20.00        3.420E+00   3.79E-03   1.54E-03           1050200202064 
17.00      20.00        3.500E+00   3.11E-03   1.61E-03           1050200202065 
17.00      20.00        3.580E+00   2.25E-03   1.71E-03           1050200202066 
17.00      20.00        3.660E+00   2.29E-03   1.47E-03           1050200202067 
17.00      20.00        3.740E+00   3.01E-03   1.83E-03           1050200202068 
17.00      20.00        3.820E+00   2.91E-03   1.58E-03           1050200202069 
17.00      20.00        3.900E+00   1.63E-03   1.49E-03           1050200202070 
17.00      20.00        3.980E+00   2.59E-04   1.61E-03           1050200202071 
17.00      20.00        4.060E+00  -1.84E-04   1.55E-03           1050200202072 
17.00      20.00        4.140E+00   8.60E-04   1.74E-03           1050200202073 
17.00      20.00        4.220E+00   3.00E-03   1.66E-03           1050200202074 
17.00      20.00        4.300E+00   4.11E-03   1.56E-03           1050200202075 
17.00      20.00        4.380E+00   3.46E-03   1.50E-03           1050200202076 
17.00      20.00        4.460E+00   2.10E-03   1.54E-03           1050200202077 
17.00      20.00        4.540E+00   8.81E-04   1.57E-03           1050200202078 
17.00      20.00        4.630E+00  -2.17E-04   1.67E-03           1050200202079 
17.00      20.00        4.730E+00  -7.92E-04   1.73E-03           1050200202080 
17.00      20.00        4.830E+00   6.18E-04   1.56E-03           1050200202081 
17.00      20.00        4.930E+00   3.57E-03   1.43E-03           1050200202082 
17.00      20.00        5.030E+00   6.92E-03   1.40E-03           1050200202083 
17.00      20.00        5.130E+00   1.24E-02   1.49E-03           1050200202084 
17.00      20.00        5.230E+00   1.79E-02   1.47E-03           1050200202085 
17.00      20.00        5.330E+00   1.74E-02   1.35E-03           1050200202086 
17.00      20.00        5.430E+00   1.11E-02   1.06E-03           1050200202087 
17.00      20.00        5.530E+00   4.49E-03   9.83E-04           1050200202088 
17.00      20.00        5.630E+00   1.30E-03   1.02E-03           1050200202089 
17.00      20.00        5.730E+00   5.88E-04   9.11E-04           1050200202090 
17.00      20.00        5.830E+00   3.65E-04   8.57E-04           1050200202091 
17.00      20.00        5.930E+00   1.03E-04   8.64E-04           1050200202092 
17.00      20.00        6.030E+00   5.23E-04   9.01E-04           1050200202093 
17.00      20.00        6.130E+00   1.73E-03   8.48E-04           1050200202094 
17.00      20.00        6.230E+00   2.72E-03   7.15E-04           1050200202095 
17.00      20.00        6.330E+00   2.56E-03   7.17E-04           1050200202096 
17.00      20.00        6.440E+00   1.65E-03   7.47E-04           1050200202097 
17.00      20.00        6.560E+00   1.13E-03   6.44E-04           1050200202098 
17.00      20.00        6.680E+00   1.12E-03   5.70E-04           1050200202099 
17.00      20.00        6.800E+00   8.17E-04   5.68E-04           1050200202100 
17.00      20.00        6.920E+00   3.30E-04   5.50E-04           1050200202101 
17.00      20.00        7.040E+00   3.83E-04   5.06E-04           1050200202102 
17.00      20.00        7.160E+00   8.66E-04   4.31E-04           1050200202103 
17.00      20.00        7.280E+00   1.19E-03   4.12E-04           1050200202104 
17.00      20.00        7.400E+00   1.09E-03   3.96E-04           1050200202105 
17.00      20.00        7.520E+00   7.05E-04   3.48E-04           1050200202106 
17.00      20.00        7.640E+00   2.37E-04   3.17E-04           1050200202107 
17.00      20.00        7.760E+00  -8.25E-05   3.05E-04           1050200202108 
17.00      20.00        7.890E+00  -1.27E-04   2.98E-04           1050200202109 
17.00      20.00        8.030E+00   1.54E-04   2.75E-04           1050200202110 
17.00      20.00        8.170E+00   3.78E-04   2.45E-04           1050200202111 
17.00      20.00        8.310E+00   3.58E-04   2.42E-04           1050200202112 
17.00      20.00        8.450E+00   2.11E-04   2.44E-04           1050200202113 
17.00      20.00        8.590E+00   1.64E-04   2.29E-04           1050200202114 
17.00      20.00        8.730E+00   1.92E-04   2.21E-04           1050200202115 
17.00      20.00        8.870E+00   2.14E-04   2.23E-04           1050200202116 
17.00      20.00        9.010E+00   2.29E-04   1.90E-04           1050200202117 
17.00      20.00        9.150E+00   2.48E-04   1.79E-04           1050200202118 
17.00      20.00        9.300E+00   2.52E-04   1.69E-04           1050200202119 
17.00      20.00        9.460E+00   2.11E-04   1.28E-04           1050200202120 
17.00      20.00        9.620E+00   1.53E-04   9.48E-05           1050200202121 
17.00      20.00        9.780E+00   1.12E-04   8.42E-05           1050200202122 
17.00      20.00        9.940E+00   1.03E-04   7.41E-05           1050200202123 
17.00      20.00        1.010E+01   8.27E-05   5.44E-05           1050200202124 
17.00      20.00        1.026E+01   5.13E-05   2.98E-05           1050200202125 
17.00      20.00        1.042E+01   2.26E-05   1.45E-05           1050200202126 
17.00      20.00        1.058E+01   6.69E-06   1.02E-05           1050200202127 
ENDDATA           2110          0                                 1050200202128 
ENDSUBENT         2127          0                                 1050200299999 
SUBENT        10502003   20040427                             00001050200300001 
BIB                  3          7                                 1050200300002 
REACTION   (3-LI-0(N,INL)3-LI-7,PAR,DA,G)                         1050200300003 
ERR-ANALYS (DATA-ERR1) Relative error and statistical error       1050200300004 
           (DATA-ERR2) Data errors given include the following:   1050200300005 
           . flux monitor efficiency,                             1050200300006 
           . gamma-detector efficiency,                           1050200300007 
           . statistical errors in multiple scattering correction.1050200300008 
HISTORY    (19810522A) Converted to REACTION formalism.           1050200300009 
ENDBIB               7          0                                 1050200300010 
COMMON               3          3                                 1050200300011 
ANG        E          DATA-ERR2                                   1050200300012 
ADEG       MEV        PER-CENT                                    1050200300013 
125.       0.478      20.                                         1050200300014 
ENDCOMMON            3          0                                 1050200300015 
DATA                 3        285                                 1050200300016 
EN         DATA       DATA-ERR1                                   1050200300017 
MEV        MB/SR      MB/SR                                       1050200300018 
 0.538      0.020      0.041                                      1050200300019 
 0.545      0.038      0.043                                      1050200300020 
 0.553      0.758      0.047                                      1050200300021 
 0.561      1.065      0.053                                      1050200300022 
 0.569      1.384      0.069                                      1050200300023 
 0.577      1.775      0.089                                      1050200300024 
 0.585      1.964      0.098                                      1050200300025 
 0.594      2.048      0.102                                      1050200300026 
 0.602      2.455      0.123                                      1050200300027 
 0.611      2.827      0.141                                      1050200300028 
 0.620      3.016      0.151                                      1050200300029 
 0.629      3.262      0.163                                      1050200300030 
 0.639      3.394      0.170                                      1050200300031 
 0.649      3.717      0.186                                      1050200300032 
 0.658      3.651      0.183                                      1050200300033 
 0.669      3.999      0.200                                      1050200300034 
 0.679      4.176      0.209                                      1050200300035 
 0.689      4.421      0.221                                      1050200300036 
 0.700      4.456      0.223                                      1050200300037 
 0.711      4.782      0.239                                      1050200300038 
 0.723      4.967      0.248                                      1050200300039 
 0.734      5.208      0.260                                      1050200300040 
 0.746      5.441      0.272                                      1050200300041 
 0.759      5.766      0.288                                      1050200300042 
 0.771      6.162      0.308                                      1050200300043 
 0.784      6.541      0.327                                      1050200300044 
 0.797      6.489      0.324                                      1050200300045 
 0.810      6.833      0.342                                      1050200300046 
 0.824      7.272      0.364                                      1050200300047 
 0.838      7.716      0.386                                      1050200300048 
 0.853      8.119      0.406                                      1050200300049 
 0.868      8.609      0.430                                      1050200300050 
 0.883      9.217      0.461                                      1050200300051 
 0.899      9.740      0.487                                      1050200300052 
 0.915     10.275      0.514                                      1050200300053 
 0.932     10.615      0.531                                      1050200300054 
 0.949     10.914      0.546                                      1050200300055 
 0.966     10.891      0.545                                      1050200300056 
 0.984     11.270      0.563                                      1050200300057 
 1.003     12.292      0.615                                      1050200300058 
 1.022     12.294      0.615                                      1050200300059 
 1.042     13.342      0.667                                      1050200300060 
 1.062     13.324      0.666                                      1050200300061 
 1.083     13.744      0.687                                      1050200300062 
 1.104     14.462      0.723                                      1050200300063 
 1.126     14.700      0.735                                      1050200300064 
 1.149     15.339      0.767                                      1050200300065 
 1.172     15.614      0.781                                      1050200300066 
 1.196     16.286      0.814                                      1050200300067 
 1.221     16.555      0.828                                      1050200300068 
 1.247     16.733      0.837                                      1050200300069 
 1.273     17.063      0.853                                      1050200300070 
 1.300     16.848      0.842                                      1050200300071 
 1.329     15.972      0.799                                      1050200300072 
 1.350     16.337      0.817                                      1050200300073 
 1.365     15.689      0.784                                      1050200300074 
 1.380     16.345      0.817                                      1050200300075 
 1.395     15.876      0.794                                      1050200300076 
 1.411     16.163      0.808                                      1050200300077 
 1.427     16.096      0.805                                      1050200300078 
 1.443     16.534      0.827                                      1050200300079 
 1.459     15.968      0.798                                      1050200300080 
 1.476     16.320      0.816                                      1050200300081 
 1.493     16.494      0.825                                      1050200300082 
 1.510     16.983      0.849                                      1050200300083 
 1.528     16.817      0.841                                      1050200300084 
 1.545     16.739      0.837                                      1050200300085 
 1.564     17.094      0.855                                      1050200300086 
 1.582     17.482      0.874                                      1050200300087 
 1.601     17.453      0.873                                      1050200300088 
 1.620     17.383      0.869                                      1050200300089 
 1.639     17.673      0.884                                      1050200300090 
 1.659     17.683      0.884                                      1050200300091 
 1.679     17.466      0.873                                      1050200300092 
 1.700     17.529      0.876                                      1050200300093 
 1.721     17.510      0.875                                      1050200300094 
 1.742     17.750      0.887                                      1050200300095 
 1.764     17.132      0.857                                      1050200300096 
 1.786     17.203      0.860                                      1050200300097 
 1.809     16.991      0.850                                      1050200300098 
 1.832     17.295      0.865                                      1050200300099 
 1.855     16.965      0.848                                      1050200300100 
 1.879     17.238      0.862                                      1050200300101 
 1.903     17.420      0.871                                      1050200300102 
 1.928     17.204      0.860                                      1050200300103 
 1.953     16.947      0.847                                      1050200300104 
 1.979     17.429      0.871                                      1050200300105 
 2.006     17.581      0.879                                      1050200300106 
 2.032     16.813      0.841                                      1050200300107 
 2.060     17.098      0.855                                      1050200300108 
 2.088     17.471      0.874                                      1050200300109 
 2.116     17.189      0.859                                      1050200300110 
 2.146     16.652      0.833                                      1050200300111 
 2.175     17.194      0.860                                      1050200300112 
 2.206     16.761      0.838                                      1050200300113 
 2.237     16.534      0.827                                      1050200300114 
 2.268     17.042      0.852                                      1050200300115 
 2.301     15.905      0.795                                      1050200300116 
 2.334     16.931      0.847                                      1050200300117 
 2.367     16.292      0.815                                      1050200300118 
 2.402     16.686      0.834                                      1050200300119 
 2.437     16.459      0.823                                      1050200300120 
 2.473     16.906      0.845                                      1050200300121 
 2.510     17.537      0.877                                      1050200300122 
 2.538     15.853      0.793                                      1050200300123 
 2.557     16.984      0.849                                      1050200300124 
 2.576     16.785      0.839                                      1050200300125 
 2.596     16.903      0.845                                      1050200300126 
 2.616     16.306      0.815                                      1050200300127 
 2.635     16.666      0.833                                      1050200300128 
 2.656     17.308      0.865                                      1050200300129 
 2.676     17.321      0.866                                      1050200300130 
 2.697     17.628      0.881                                      1050200300131 
 2.717     17.081      0.854                                      1050200300132 
 2.739     16.965      0.848                                      1050200300133 
 2.760     16.959      0.848                                      1050200300134 
 2.782     17.807      0.890                                      1050200300135 
 2.803     16.857      0.843                                      1050200300136 
 2.826     16.956      0.848                                      1050200300137 
 2.848     16.986      0.849                                      1050200300138 
 2.871     17.369      0.868                                      1050200300139 
 2.893     17.801      0.890                                      1050200300140 
 2.917     17.325      0.866                                      1050200300141 
 2.940     17.979      0.899                                      1050200300142 
 2.964     18.606      0.930                                      1050200300143 
 2.988     17.953      0.898                                      1050200300144 
 3.012     18.307      0.915                                      1050200300145 
 3.037     18.536      0.927                                      1050200300146 
 3.062     17.618      0.881                                      1050200300147 
 3.087     18.265      0.913                                      1050200300148 
 3.113     18.747      0.937                                      1050200300149 
 3.139     18.569      0.928                                      1050200300150 
 3.165     19.148      0.957                                      1050200300151 
 3.191     18.903      0.945                                      1050200300152 
 3.218     18.716      0.936                                      1050200300153 
 3.246     18.596      0.930                                      1050200300154 
 3.273     19.326      0.966                                      1050200300155 
 3.301     19.748      0.987                                      1050200300156 
 3.329     19.940      0.997                                      1050200300157 
 3.358     19.965      0.998                                      1050200300158 
 3.387     21.027      1.051                                      1050200300159 
 3.416     21.540      1.077                                      1050200300160 
 3.446     20.599      1.030                                      1050200300161 
 3.476     21.328      1.066                                      1050200300162 
 3.507     22.118      1.106                                      1050200300163 
 3.538     21.796      1.090                                      1050200300164 
 3.569     21.988      1.099                                      1050200300165 
 3.601     23.074      1.154                                      1050200300166 
 3.633     22.381      1.119                                      1050200300167 
 3.666     23.398      1.170                                      1050200300168 
 3.699     22.918      1.146                                      1050200300169 
 3.733     23.673      1.184                                      1050200300170 
 3.767     23.621      1.181                                      1050200300171 
 3.801     22.592      1.130                                      1050200300172 
 3.836     22.952      1.148                                      1050200300173 
 3.872     24.082      1.204                                      1050200300174 
 3.908     23.770      1.188                                      1050200300175 
 3.944     23.205      1.160                                      1050200300176 
 3.981     22.399      1.120                                      1050200300177 
 4.019     23.132      1.157                                      1050200300178 
 4.057     22.298      1.115                                      1050200300179 
 4.095     22.835      1.142                                      1050200300180 
 4.135     22.471      1.124                                      1050200300181 
 4.174     22.892      1.145                                      1050200300182 
 4.214     21.862      1.093                                      1050200300183 
 4.255     20.723      1.036                                      1050200300184 
 4.297     21.789      1.089                                      1050200300185 
 4.339     21.241      1.062                                      1050200300186 
 4.382     21.051      1.053                                      1050200300187 
 4.425     19.918      0.996                                      1050200300188 
 4.469     20.199      1.010                                      1050200300189 
 4.514     20.436      1.022                                      1050200300190 
 4.559     20.202      1.010                                      1050200300191 
 4.605     19.125      0.956                                      1050200300192 
 4.652     18.790      0.939                                      1050200300193 
 4.699     18.608      0.930                                      1050200300194 
 4.747     19.603      0.980                                      1050200300195 
 4.796     18.320      0.916                                      1050200300196 
 4.846     18.411      0.921                                      1050200300197 
 4.896     19.216      0.961                                      1050200300198 
 4.947     18.829      0.941                                      1050200300199 
 5.000     19.156      0.958                                      1050200300200 
 5.052     19.154      0.958                                      1050200300201 
 5.106     18.512      0.926                                      1050200300202 
 5.162     19.373      0.969                                      1050200300203 
 5.216     18.034      0.902                                      1050200300204 
 5.273     18.527      0.926                                      1050200300205 
 5.330     17.874      0.894                                      1050200300206 
 5.388     18.058      0.903                                      1050200300207 
 5.447     16.737      0.837                                      1050200300208 
 5.507     18.080      0.904                                      1050200300209 
 5.569     18.511      0.926                                      1050200300210 
 5.631     18.161      0.908                                      1050200300211 
 5.694     17.952      0.896                                      1050200300212 
 5.758     17.416      0.871                                      1050200300213 
 5.824     17.797      0.890                                      1050200300214 
 5.890     16.654      0.833                                      1050200300215 
