ENTRY            D0512   20180522                             D117D051200000001 
SUBENT        D0512001   20180522                             D117D051200100001 
BIB                 11         32                                 D051200100002 
TITLE      Competition of coalescence and "fireball" processes    D051200100003 
            in nonequilibrium emission of light charged particles D051200100004 
            from p + Au collisions                                D051200100005 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     D051200100006 
            H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,   D051200100007 
            St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,       D051200100008 
            H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,    D051200100009 
            Z.Rudy, R.Siudak, M.Wojciechowski)                    D051200100010 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      D051200100011 
REFERENCE  (J,PR/C,78,024603,2008)                                D051200100012 
FACILITY   (SYNCY,2GERJUL) Synchrotron COSY                       D051200100013 
SAMPLE     Self-supporting Au target (300 ug/cm2 thick)           D051200100014 
DETECTOR   (TELES,SIBAR,CSICR) Telescopes consisting of Si        D051200100015 
            detectors of the following thicknesses:               D051200100016 
             50+400+6000 um (at 35 and 50 deg),                   D051200100017 
             50+400 um (at 80 deg),                               D051200100018 
             50+400+1000+2000 um (at 100 deg).                    D051200100019 
           Si telescope at 100 deg was also supplied with 7.5 cm  D051200100020 
            CsI scintillator detector standing outside the        D051200100021 
            scattering chamber.                                   D051200100022 
           At 15.6, 20, and 65 deg, the telescopes built of Si    D051200100023 
            detectors of the thickness of 90+1000+1000+90 um      D051200100024 
            each of them, with 7.5 cm CsI scintillator detectors  D051200100025 
            standing behind them are positioned outside the       D051200100026 
            chamber.                                              D051200100027 
MONITOR    (79-AU-197(P,X)4-BE-7,,SIG)                            D051200100028 
MONIT-REF  (,A.Bubak+,J,NIM/B,226,507,2004)                       D051200100029 
STATUS     (TABLE) Data were received from Dr.A.Bubak             D051200100030 
           (APRVD) Entry approved by Dr.A.Bubak                   D051200100031 
HISTORY    (20080904C) SD                                         D051200100032 
           (20090520A) SD: EN: MeV - GeV                          D051200100033 
           (20180522U) On. AUTHOR corrected.                      D051200100034 
ENDBIB              32          0                                 D051200100035 
COMMON               1          3                                 D051200100036 
ERR-1                                                             D051200100037 
PER-CENT                                                          D051200100038 
 10.0                                                             D051200100039 
ENDCOMMON            3          0                                 D051200100040 
ENDSUBENT           39          0                                 D051200199999 
SUBENT        D0512002   20090717                             D068D051200200001 
BIB                  1          1                                 D051200200002 
REACTION   (79-AU-197(P,X)1-H-1,,DA/DE)                           D051200200003 
ENDBIB               1          0                                 D051200200004 
NOCOMMON             0          0                                 D051200200005 
DATA                 5        819                                 D051200200006 
EN         ANG        E          DATA       DATA-ERR              D051200200007 
        1.2       15.6       64.5       3.42       0.13           D051200200057 
        1.2       15.6       65.5       3.32       0.12           D051200200058 
        1.2       15.6       66.5       3.31       0.12           D051200200059 
        1.2       15.6       67.5       3.41       0.13           D051200200060 
        1.2       15.6       68.5        3.4       0.13           D051200200061 
        1.2       15.6       69.5       3.26       0.12           D051200200062 
        1.2       15.6       70.5       3.53       0.13           D051200200063 
        1.2       15.6       71.5       3.09       0.12           D051200200064 
        1.2       15.6       72.5       3.39       0.13           D051200200065 
        1.2       15.6       73.5       3.19       0.12           D051200200066 
        1.2       15.6       74.5       3.43       0.13           D051200200067 
        1.2       15.6       75.5       3.23       0.12           D051200200068 
        1.2       15.6       76.5       3.16       0.12           D051200200069 
        1.2       15.6       77.5       3.15       0.12           D051200200070 
        1.2       15.6       78.5       2.99       0.12           D051200200071 
        1.2       15.6       79.5       3.07       0.12           D051200200072 
        1.2       15.6       80.5       3.09       0.12           D051200200073 
        1.2       15.6       81.5       2.78       0.11           D051200200074 
        1.2       15.6       82.5       3.01       0.12           D051200200075 
        1.2       15.6       83.5        3.1       0.12           D051200200076 
        1.2       15.6       84.5       2.91       0.12           D051200200077 
        1.2       15.6       85.5       3.02       0.12           D051200200078 
        1.2       15.6       86.5       3.02       0.12           D051200200079 
        1.2       15.6       87.5       2.93       0.12           D051200200080 
        1.2       15.6       88.5        2.9       0.12           D051200200081 
        1.2       15.6       89.5       2.69       0.11           D051200200082 
        1.2       15.6       90.5       2.76       0.11           D051200200083 
        1.2       15.6       91.5        2.7       0.11           D051200200084 
        1.2       15.6       92.5       2.79       0.11           D051200200085 
        1.2       15.6       93.5       2.68       0.11           D051200200086 
        1.2       15.6       94.5       2.71       0.11           D051200200087 
        1.2       15.6       95.5        2.6       0.11           D051200200088 
        1.2       15.6       96.5       2.75       0.11           D051200200089 
        1.2       15.6       97.5       2.65       0.11           D051200200090 
        1.2       15.6       98.5       2.67       0.11           D051200200091 
        1.2       15.6       99.5       2.59       0.11           D051200200092 
        1.2       15.6      100.5       2.72       0.11           D051200200093 
        1.2       15.6      101.5       2.76       0.11           D051200200094 
        1.2       15.6      102.5       2.86       0.12           D051200200095 
        1.2       15.6      103.5       2.66       0.11           D051200200096 
        1.2       15.6      104.5       2.47       0.11           D051200200097 
        1.2        20.        6.5       4.32       0.13           D051200200098 
        1.2        20.        7.5       6.45       0.16           D051200200099 
        1.2        20.        8.5       9.01       0.19           D051200200100 
        1.2        20.        9.5       11.3       0.21           D051200200101 
        1.2        20.       10.5      10.79       0.21           D051200200102 
        1.2        20.       11.5       9.33       0.19           D051200200103 
        1.2        20.       14.5       7.18       0.17           D051200200104 
        1.2        20.       15.5        7.6       0.18           D051200200105 
        1.2        20.       16.5       6.85       0.17           D051200200106 
        1.2        20.       17.5        6.4       0.16           D051200200107 
        1.2        20.       18.5       6.15       0.16           D051200200108 
        1.2        20.       23.5       4.65       0.14           D051200200109 
        1.2        20.       24.5       4.66       0.14           D051200200110 
        1.2        20.       25.5       4.55       0.14           D051200200111 
        1.2        20.       26.5       4.55       0.14           D051200200112 
        1.2        20.       27.5       4.22       0.13           D051200200113 
        1.2        20.       28.5       4.34       0.13           D051200200114 
        1.2        20.       29.5       4.35       0.13           D051200200115 
        1.2        20.       30.5       4.35       0.13           D051200200116 
        1.2        20.       31.5       4.39       0.13           D051200200117 
        1.2        20.       32.5       4.18       0.13           D051200200118 
        1.2        20.       33.5       4.12       0.13           D051200200119 
        1.2        20.       34.5       4.08       0.13           D051200200120 
        1.2        20.       35.5       4.05       0.13           D051200200121 
        1.2        20.       36.5       4.11       0.13           D051200200122 
        1.2        20.       37.5        4.1       0.13           D051200200123 
        1.2        20.       38.5       4.18       0.13           D051200200124 
        1.2        20.       39.5       4.29       0.13           D051200200125 
        1.2        20.       40.5       3.93       0.13           D051200200126 
        1.2        20.       41.5        3.9       0.13           D051200200127 
        1.2        20.       42.5       4.04       0.13           D051200200128 
        1.2        20.       43.5       4.19       0.13           D051200200129 
        1.2        20.       44.5       4.18       0.13           D051200200130 
        1.2        20.       45.5       4.16       0.13           D051200200131 
        1.2        20.       46.5       3.99       0.13           D051200200132 
        1.2        20.       47.5       4.24       0.13           D051200200133 
        1.2        20.       48.5       4.09       0.13           D051200200134 
        1.2        20.       49.5       3.83       0.13           D051200200135 
        1.2        20.       50.5       3.94       0.13           D051200200136 
        1.2        20.       51.5       3.96       0.13           D051200200137 
        1.2        20.       52.5       3.92       0.13           D051200200138 
        1.2        20.       53.5       3.85       0.13           D051200200139 
        1.2        20.       54.5        3.9       0.13           D051200200140 
        1.2        20.       55.5       3.87       0.13           D051200200141 
        1.2        20.       56.5       3.88       0.13           D051200200142 
        1.2        20.       57.5       3.88       0.13           D051200200143 
        1.2        20.       58.5       3.82       0.13           D051200200144 
        1.2        20.       59.5       3.83       0.13           D051200200145 
        1.2        20.       60.5       3.93       0.13           D051200200146 
        1.2        20.       61.5       3.56       0.12           D051200200147 
        1.2        20.       62.5       3.78       0.13           D051200200148 
        1.2        20.       63.5       3.87       0.13           D051200200149 
        1.2        20.       64.5        3.7       0.12           D051200200150 
        1.2        20.       65.5        3.8       0.13           D051200200151 
        1.2        20.       66.5       3.65       0.12           D051200200152 
        1.2        20.       67.5       3.74       0.12           D051200200153 
        1.2        20.       68.5        3.6       0.12           D051200200154 
        1.2        20.       69.5       3.68       0.12           D051200200155 
        1.2        20.       70.5       3.47       0.12           D051200200156 
        1.2        20.       71.5       3.47       0.12           D051200200157 
        1.2        20.       72.5        3.5       0.12           D051200200158 
        1.2        20.       73.5       3.35       0.12           D051200200159 
        1.2        20.       74.5       3.56       0.12           D051200200160 
        1.2        20.       75.5       3.16       0.11           D051200200161 
        1.2        20.       76.5       3.68       0.12           D051200200162 
        1.2        20.       77.5       3.48       0.12           D051200200163 
        1.2        20.       78.5       3.44       0.12           D051200200164 
        1.2        20.       79.5       3.13       0.11           D051200200165 
        1.2        20.       80.5       3.32       0.12           D051200200166 
        1.2        20.       81.5       3.14       0.11           D051200200167 
        1.2        20.       82.5       3.24       0.12           D051200200168 
        1.2        20.       83.5        3.1       0.11           D051200200169 
        1.2        20.       84.5       3.05       0.11           D051200200170 
        1.2        20.       85.5       3.17       0.11           D051200200171 
        1.2        20.       86.5       3.11       0.11           D051200200172 
        1.2        20.       87.5       3.13       0.11           D051200200173 
        1.2        20.       88.5       2.93       0.11           D051200200174 
        1.2        20.       89.5       3.09       0.11           D051200200175 
        1.2        20.       90.5       3.01       0.11           D051200200176 
        1.2        20.       91.5       3.17       0.11           D051200200177 
        1.2        20.       92.5       3.01       0.11           D051200200178 
        1.2        20.       93.5       2.89       0.11           D051200200179 
        1.2        20.       94.5       3.17       0.11           D051200200180 
        1.2        20.       95.5       2.96       0.11           D051200200181 
        1.2        20.       96.5       3.18       0.11           D051200200182 
        1.2        20.       97.5       2.81       0.11           D051200200183 
        1.2        20.       98.5       3.08       0.11           D051200200184 
        1.2        35.        2.5       1.42       0.11           D051200200185 
        1.2        35.        3.5       1.94       0.13           D051200200186 
        1.2        35.        4.5       2.51       0.14           D051200200187 
        1.2        35.        5.5       3.11       0.16           D051200200188 
        1.2        35.        6.5       4.06       0.18           D051200200189 
        1.2        35.        9.5       8.56       0.27           D051200200190 
        1.2        35.       10.5       9.62       0.28           D051200200191 
        1.2        35.       11.5      10.85        0.3           D051200200192 
        1.2        35.       12.5      10.15       0.29           D051200200193 
        1.2        35.       13.5       9.63       0.28           D051200200194 
        1.2        35.       14.5       9.48       0.28           D051200200195 
        1.2        35.       15.5       8.27       0.26           D051200200196 
        1.2        35.       16.5       7.15       0.24           D051200200197 
        1.2        35.       17.5       6.95       0.24           D051200200198 
        1.2        35.       18.5       5.89       0.22           D051200200199 
        1.2        35.       19.5       5.48       0.21           D051200200200 
        1.2        35.       20.5       5.37       0.21           D051200200201 
        1.2        35.       21.5       5.18       0.21           D051200200202 
        1.2        35.       22.5       5.02        0.2           D051200200203 
        1.2        50.        2.5       0.97 8.5000E-02           D051200200204 
        1.2        50.        3.5      1.203 9.5000E-02           D051200200205 
        1.2        50.        4.5        1.7       0.11           D051200200206 
        1.2        50.        5.5        2.3       0.13           D051200200207 
        1.2        50.        6.5        3.4       0.16           D051200200208 
        1.2        50.        9.5       7.29       0.23           D051200200209 
        1.2        50.       10.5       8.69       0.26           D051200200210 
        1.2        50.       11.5        9.3       0.26           D051200200211 
        1.2        50.       12.5        8.9       0.26           D051200200212 
        1.2        50.       13.5       8.78       0.26           D051200200213 
        1.2        50.       14.5       8.29       0.25           D051200200214 
        1.2        50.       15.5       8.02       0.25           D051200200215 
        1.2        50.       16.5       7.11       0.23           D051200200216 
        1.2        50.       17.5       6.46       0.22           D051200200217 
        1.2        50.       18.5       6.44       0.22           D051200200218 
        1.2        50.       19.5       5.85       0.21           D051200200219 
        1.2        50.       20.5        5.5        0.2           D051200200220 
        1.2        50.       21.5       5.39        0.2           D051200200221 
        1.2        50.       22.5       5.04       0.19           D051200200222 
        1.2        50.       23.5       4.78       0.19           D051200200223 
        1.2        65.        6.5       4.12       0.11           D051200200224 
        1.2        65.        7.5       6.11       0.13           D051200200225 
        1.2        65.        8.5       8.01       0.15           D051200200226 
        1.2        65.        9.5       9.84       0.16           D051200200227 
        1.2        65.       10.5      10.89       0.17           D051200200228 
        1.2        65.       11.5      10.46       0.17           D051200200229 
        1.2        65.       12.5       8.83       0.16           D051200200230 
        1.2        65.       14.5       7.28       0.15           D051200200231 
        1.2        65.       15.5       6.93       0.14           D051200200232 
        1.2        65.       16.5       6.42       0.14           D051200200233 
        1.2        65.       17.5       5.53       0.13           D051200200234 
        1.2        65.       18.5        5.2       0.12           D051200200235 
        1.2        65.       22.5       3.58 1.0000E-01           D051200200236 
        1.2        65.       23.5       3.44 1.0000E-01           D051200200237 
        1.2        65.       24.5      3.312 9.8000E-02           D051200200238 
        1.2        65.       25.5      3.362 9.9000E-02           D051200200239 
        1.2        65.       26.5      3.266 9.7000E-02           D051200200240 
        1.2        65.       27.5      3.179 9.6000E-02           D051200200241 
        1.2        65.       28.5      3.376 9.9000E-02           D051200200242 
        1.2        65.       29.5      3.251 9.7000E-02           D051200200243 
        1.2        65.       30.5      3.211 9.7000E-02           D051200200244 
        1.2        65.       31.5      3.028 9.4000E-02           D051200200245 
        1.2        65.       32.5      2.897 9.2000E-02           D051200200246 
        1.2        65.       33.5      2.967 9.3000E-02           D051200200247 
        1.2        65.       34.5      2.807 9.0000E-02           D051200200248 
        1.2        65.       35.5      2.938 9.2000E-02           D051200200249 
        1.2        65.       36.5      2.871 9.1000E-02           D051200200250 
        1.2        65.       37.5      2.818 9.0000E-02           D051200200251 
        1.2        65.       38.5      2.824 9.1000E-02           D051200200252 
        1.2        65.       39.5      2.609 8.7000E-02           D051200200253 
        1.2        65.       40.5      2.778 9.0000E-02           D051200200254 
        1.2        65.       41.5       2.72 8.9000E-02           D051200200255 
        1.2        65.       42.5      2.763 9.0000E-02           D051200200256 
        1.2        65.       43.5      2.781 9.0000E-02           D051200200257 
        1.2        65.       44.5      2.603 8.7000E-02           D051200200258 
        1.2        65.       45.5       2.81 9.0000E-02           D051200200259 
        1.2        65.       46.5      2.807 9.0000E-02           D051200200260 
        1.2        65.       47.5      2.661 8.8000E-02           D051200200261 
        1.2        65.       48.5      2.722 8.9000E-02           D051200200262 
        1.2        65.       49.5      2.664 8.8000E-02           D051200200263 
        1.2        65.       50.5      2.537 8.6000E-02           D051200200264 
        1.2        65.       51.5      2.481 8.5000E-02           D051200200265 
        1.2        65.       52.5      2.484 8.5000E-02           D051200200266 
        1.2        65.       53.5      2.464 8.5000E-02           D051200200267 
        1.2        65.       54.5      2.423 8.4000E-02           D051200200268 
        1.2        65.       55.5      2.432 8.4000E-02           D051200200269 
        1.2        65.       56.5      2.545 8.6000E-02           D051200200270 
        1.2        65.       57.5      2.478 8.5000E-02           D051200200271 
        1.2        65.       58.5       2.42 8.4000E-02           D051200200272 
        1.2        65.       59.5      2.537 8.6000E-02           D051200200273 
        1.2        65.       60.5       2.38 8.3000E-02           D051200200274 
        1.2        65.       61.5      2.301 8.2000E-02           D051200200275 
        1.2        65.       62.5      2.342 8.2000E-02           D051200200276 
        1.2        65.       63.5       2.29 8.2000E-02           D051200200277 
        1.2        65.       64.5      2.197 8.0000E-02           D051200200278 
        1.2        65.       65.5      2.336 8.2000E-02           D051200200279 
        1.2        65.       66.5      2.144 7.9000E-02           D051200200280 
        1.2        65.       67.5      2.269 8.1000E-02           D051200200281 
        1.2        65.       68.5      2.356 8.3000E-02           D051200200282 
        1.2        65.       69.5      2.098 7.8000E-02           D051200200283 
        1.2        65.       70.5      2.098 7.8000E-02           D051200200284 
        1.2        65.       71.5      2.182 8.0000E-02           D051200200285 
        1.2        65.       72.5      2.066 7.7000E-02           D051200200286 
        1.2        65.       73.5      2.051 7.7000E-02           D051200200287 
        1.2        65.       74.5      2.121 7.9000E-02           D051200200288 
        1.2        65.       75.5      2.191 8.0000E-02           D051200200289 
        1.2        65.       76.5       1.97 7.6000E-02           D051200200290 
        1.2        65.       77.5      1.961 7.5000E-02           D051200200291 
        1.2        65.       78.5      1.912 7.5000E-02           D051200200292 
        1.2        65.       79.5      1.918 7.5000E-02           D051200200293 
        1.2        65.       80.5      2.016 7.7000E-02           D051200200294 
        1.2        65.       81.5       1.83 7.3000E-02           D051200200295 
        1.2        65.       82.5      2.086 7.8000E-02           D051200200296 
        1.2        65.       83.5      1.923 7.5000E-02           D051200200297 
        1.2        65.       84.5      1.883 7.4000E-02           D051200200298 
        1.2        65.       85.5      1.851 7.3000E-02           D051200200299 
        1.2        65.       86.5      1.892 7.4000E-02           D051200200300 
        1.2        65.       87.5      1.746 7.1000E-02           D051200200301 
        1.2        65.       88.5      1.836 7.3000E-02           D051200200302 
        1.2        65.       89.5        1.7 7.0000E-02           D051200200303 
        1.2        65.       90.5      1.708 7.0000E-02           D051200200304 
        1.2        65.       91.5      1.778 7.2000E-02           D051200200305 
        1.2        65.       92.5      1.755 7.1000E-02           D051200200306 
        1.2        65.       93.5      1.729 7.1000E-02           D051200200307 
        1.2        65.       94.5      1.694 7.0000E-02           D051200200308 
        1.2        65.       95.5      1.758 7.1000E-02           D051200200309 
        1.2        65.       96.5      1.732 7.1000E-02           D051200200310 
        1.2        65.       97.5       1.65 6.9000E-02           D051200200311 
        1.2        65.       98.5      1.656 6.9000E-02           D051200200312 
        1.2        65.       99.5      1.653 6.9000E-02           D051200200313 
        1.2        65.      100.5       1.56 6.7000E-02           D051200200314 
        1.2       100.        8.5       6.06       0.17           D051200200315 
        1.2       100.        9.5       7.48       0.19           D051200200316 
        1.2       100.       10.5       8.38        0.2           D051200200317 
        1.2       100.       11.5       9.03       0.21           D051200200318 
        1.2       100.       12.5        8.4        0.2           D051200200319 
        1.2       100.       13.5       7.96        0.2           D051200200320 
        1.2       100.       14.5       7.36       0.19           D051200200321 
        1.2       100.       15.5       5.04       0.16           D051200200322 
        1.2       100.       16.5       4.32       0.15           D051200200323 
        1.2       100.       17.5       4.49       0.15           D051200200324 
        1.2       100.       18.5       3.83       0.14           D051200200325 
        1.2       100.       19.5       3.61       0.14           D051200200326 
        1.2       100.       33.5      1.706 9.4000E-02           D051200200327 
        1.2       100.       34.5      1.763 9.6000E-02           D051200200328 
        1.2       100.       35.5      1.752 9.5000E-02           D051200200329 
        1.2       100.       36.5      1.877 9.9000E-02           D051200200330 
        1.2       100.       37.5      1.882 9.9000E-02           D051200200331 
        1.2       100.       38.5       1.92 1.0000E-01           D051200200332 
        1.2       100.       39.5      1.716 9.4000E-02           D051200200333 
        1.2       100.       40.5      1.789 9.6000E-02           D051200200334 
        1.2       100.       41.5      1.514 8.9000E-02           D051200200335 
        1.2       100.       42.5      1.503 8.8000E-02           D051200200336 
        1.2       100.       43.5      1.633 9.2000E-02           D051200200337 
        1.2       100.       44.5      1.545 8.9000E-02           D051200200338 
        1.2       100.       45.5      1.602 9.1000E-02           D051200200339 
        1.2       100.       46.5       1.42 8.6000E-02           D051200200340 
        1.2       100.       47.5      1.664 9.3000E-02           D051200200341 
        1.2       100.       48.5      1.374 8.4000E-02           D051200200342 
        1.2       100.       49.5      1.457 8.7000E-02           D051200200343 
        1.2       100.       50.5      1.275 8.1000E-02           D051200200344 
        1.2       100.       51.5      1.612 9.1000E-02           D051200200345 
        1.2       100.       52.5       1.41 8.6000E-02           D051200200346 
        1.2       100.       53.5      1.592 9.1000E-02           D051200200347 
        1.2       100.       54.5      1.379 8.5000E-02           D051200200348 
        1.2       100.       55.5      1.296 8.2000E-02           D051200200349 
        1.2       100.       56.5      1.426 8.6000E-02           D051200200350 
        1.2       100.       57.5      1.255 8.1000E-02           D051200200351 
        1.2       100.       58.5      1.467 8.7000E-02           D051200200352 
        1.2       100.       59.5      1.255 8.1000E-02           D051200200353 
        1.2       100.       60.5      1.338 8.3000E-02           D051200200354 
        1.2       100.       61.5      1.301 8.2000E-02           D051200200355 
        1.2       100.       62.5      1.332 8.3000E-02           D051200200356 
        1.2       100.       63.5      1.151 7.7000E-02           D051200200357 
        1.2       100.       64.5      1.094 7.5000E-02           D051200200358 
        1.2       100.       65.5       1.12 7.6000E-02           D051200200359 
        1.2       100.       66.5       1.12 7.6000E-02           D051200200360 
        1.2       100.       67.5      0.944 7.0000E-02           D051200200361 
        1.2       100.       68.5      1.037 7.3000E-02           D051200200362 
        1.2       100.       69.5      1.125 7.6000E-02           D051200200363 
        1.2       100.       70.5      0.855 6.7000E-02           D051200200364 
        1.2       100.       71.5      0.923 6.9000E-02           D051200200365 
        1.2       100.       72.5      1.063 7.4000E-02           D051200200366 
        1.2       100.       73.5       0.98 7.1000E-02           D051200200367 
        1.2       100.       74.5      0.881 6.8000E-02           D051200200368 
        1.2       100.       75.5      0.918 6.9000E-02           D051200200369 
        1.2       100.       76.5      0.892 6.8000E-02           D051200200370 
        1.2       100.       77.5      0.887 6.8000E-02           D051200200371 
        1.2       100.       78.5      0.835 6.6000E-02           D051200200372 
        1.2       100.       79.5      0.866 6.7000E-02           D051200200373 
        1.2       100.       80.5      0.881 6.8000E-02           D051200200374 
        1.2       100.       81.5      0.861 6.7000E-02           D051200200375 
        1.2       100.       82.5      0.876 6.7000E-02           D051200200376 
        1.2       100.       83.5      0.804 6.5000E-02           D051200200377 
        1.2       100.       84.5      0.757 6.3000E-02           D051200200378 
        1.2       100.       85.5      0.866 6.7000E-02           D051200200379 
        1.2       100.       86.5      0.793 6.4000E-02           D051200200380 
        1.2       100.       87.5      0.679 5.9000E-02           D051200200381 
        1.2       100.       88.5      0.664 5.9000E-02           D051200200382 
        1.2       100.       89.5       0.71 6.1000E-02           D051200200383 
        1.2       100.       90.5      0.653 5.8000E-02           D051200200384 
        1.2       100.       91.5      0.653 5.8000E-02           D051200200385 
        1.2       100.       92.5      0.767 6.3000E-02           D051200200386 
        1.2       100.       93.5      0.684 6.0000E-02           D051200200387 
        1.2       100.       94.5      0.581 5.5000E-02           D051200200388 
        1.2       100.       95.5      0.669 5.9000E-02           D051200200389 
        1.2       100.       96.5      0.658 5.8000E-02           D051200200390 
        1.2       100.       97.5      0.591 5.5000E-02           D051200200391 
        1.2       100.       98.5      0.575 5.5000E-02           D051200200392 
        1.2       100.       99.5       0.55 5.3000E-02           D051200200393 
        1.2       100.      100.5      0.529 5.2000E-02           D051200200394 
        1.2       100.      101.5      0.581 5.5000E-02           D051200200395 
        1.2       100.      102.5       0.55 5.3000E-02           D051200200396 
