ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  250.0       45.0       115.00  .133752E+02.206384E+01           D018200802007 
  250.0       45.0       117.00  .859835E+01.165475E+01           D018200802008 
  250.0       45.0       119.00  .101906E+02.180147E+01           D018200802009 
  250.0       45.0       121.00  .477686E+01.123338E+01           D018200802010 
  250.0       45.0       123.00  .541378E+01.131303E+01           D018200802011 
  250.0       45.0       125.00  .445840E+01.119156E+01           D018200802012 
  250.0       45.0       127.00  .413995E+01.114821E+01           D018200802013 
  250.0       45.0       129.00  .286612E+01.955372E+00           D018200802014 
  250.0       45.0       131.00  .254766E+01.900734E+00           D018200802015 
  250.0       45.0       133.00  .286612E+01.955372E+00           D018200802016 
  250.0       45.0       135.00  .286612E+01.955372E+00           D018200802017 
  250.0       45.0       137.00  .955372E+00.551585E+00           D018200802018 
  250.0       45.0       139.00  .159229E+01.712093E+00           D018200802019 
  250.0       45.0       141.00  .191074E+01.780058E+00           D018200802020 
  250.0       45.0       143.00  .159229E+01.712093E+00           D018200802021 
  250.0       45.0       145.00  .191074E+01.780058E+00           D018200802022 
  250.0       45.0       147.00  .318457E+00.318457E+00           D018200802023 
  250.0       45.0       149.00  .636915E+00.450367E+00           D018200802024 
  250.0       45.0       151.00  .955372E+00.551585E+00           D018200802025 
  250.0       45.0       153.00  .318457E+00.318457E+00           D018200802026 
  250.0       45.0       163.00  .318457E+00.318457E+00           D018200802027 
  250.0       50.0        27.00  .167775E+01.673152E+00           D018200802028 
  250.0       50.0        29.00  .196245E+02.230242E+01           D018200802029 
  250.0       50.0        31.00  .455099E+02.350650E+01           D018200802030 
  250.0       50.0        33.00  .436686E+02.343514E+01           D018200802031 
  250.0       50.0        35.00  .652055E+02.419803E+01           D018200802032 
  250.0       50.0        37.00  .721708E+02.441703E+01           D018200802033 
  250.0       50.0        39.00  .100858E+03.522221E+01           D018200802034 
  250.0       50.0        41.00  .103836E+03.529937E+01           D018200802035 
  250.0       50.0        43.00  .111706E+03.549724E+01           D018200802036 
  250.0       50.0        45.00  .117721E+03.564409E+01           D018200802037 
  250.0       50.0        47.00  .114230E+03.556058E+01           D018200802038 
  250.0       50.0        49.00  .114102E+03.555832E+01           D018200802039 
  250.0       50.0        51.00  .104516E+03.532060E+01           D018200802040 
  250.0       50.0        53.00  .109255E+03.544083E+01           D018200802041 
  250.0       50.0        55.00  .902983E+02.494725E+01           D018200802042 
  250.0       50.0        57.00  .886662E+02.490327E+01           D018200802043 
  250.0       50.0        59.00  .749758E+02.450979E+01           D018200802044 
  250.0       50.0        61.00  .826906E+02.473714E+01           D018200802045 
  250.0       50.0        63.00  .693616E+02.433956E+01           D018200802046 
  250.0       50.0        65.00  .602914E+02.404684E+01           D018200802047 
  250.0       50.0        67.00  .581128E+02.397402E+01           D018200802048 
  250.0       50.0        69.00  .523766E+02.377378E+01           D018200802049 
  250.0       50.0        71.00  .502178E+02.369620E+01           D018200802050 
  250.0       50.0        73.00  .522001E+02.376950E+01           D018200802051 
  250.0       50.0        75.00  .444477E+02.347939E+01           D018200802052 
  250.0       50.0        77.00  .399666E+02.330036E+01           D018200802053 
  250.0       50.0        79.00  .349242E+02.308615E+01           D018200802054 
  250.0       50.0        81.00  .334028E+02.301922E+01           D018200802055 
  250.0       50.0        83.00  .243478E+02.257861E+01           D018200802056 
  250.0       50.0        85.00  .211284E+02.240299E+01           D018200802057 
  250.0       50.0        87.00  .208023E+02.238530E+01           D018200802058 
  250.0       50.0        89.00  .221982E+02.246502E+01           D018200802059 
  250.0       50.0        91.00  .198635E+02.233277E+01           D018200802060 
  250.0       50.0        93.00  .203939E+02.236476E+01           D018200802061 
  250.0       50.0        95.00  .126779E+02.186534E+01           D018200802062 
  250.0       50.0        97.00  .118055E+02.180088E+01           D018200802063 
  250.0       50.0        99.00  .109370E+02.173424E+01           D018200802064 
  250.0       50.0       101.00  .838689E+01.151945E+01           D018200802065 
  250.0       50.0       103.00  .100531E+02.166445E+01           D018200802066 
  250.0       50.0       105.00  .668084E+01.135763E+01           D018200802067 
  250.0       50.0       107.00  .806154E+01.149222E+01           D018200802068 
  250.0       50.0       109.00  .582428E+01.126914E+01           D018200802069 
  250.0       50.0       111.00  .830563E+01.151654E+01           D018200802070 
  250.0       50.0       113.00  .442297E+01.110743E+01           D018200802071 
  250.0       50.0       115.00  .386499E+01.103594E+01           D018200802072 
  250.0       50.0       117.00  .358431E+01.998341E+00           D018200802073 
  250.0       50.0       119.00  .193247E+01.733603E+00           D018200802074 
  250.0       50.0       121.00  .357327E+01.998345E+00           D018200802075 
  250.0       50.0       123.00  .110676E+01.556074E+00           D018200802076 
  250.0       50.0       125.00  .165431E+01.680435E+00           D018200802077 
  250.0       50.0       127.00  .328405E+01.959558E+00           D018200802078 
  250.0       50.0       129.00  .557451E+00.395709E+00           D018200802079 
  250.0       50.0       131.00  .281444E+00.281444E+00           D018200802080 
  250.0       50.0       133.00  .282018E+00.282018E+00           D018200802081 
  250.0       50.0       135.00  .110575E+01.559022E+00           D018200802082 
  250.0       50.0       137.00  .559594E+00.398125E+00           D018200802083 
  250.0       50.0       139.00  .283905E+00.283905E+00           D018200802084 
  250.0       50.0       143.00  .285318E+00.285318E+00           D018200802085 
  250.0       50.0       145.00  .562160E+00.401025E+00           D018200802086 
  250.0       50.0       147.00  .286872E+00.286872E+00           D018200802087 
  250.0       50.0       149.00  .287708E+00.287708E+00           D018200802088 
  250.0       50.0       153.00  .289510E+00.289510E+00           D018200802089 
  250.0       50.0       159.00  .292583E+00.292583E+00           D018200802090 
  250.0       50.0       161.00  .569024E+00.408820E+00           D018200802091 
  250.0       50.0       193.00  .325490E+00.325490E+00           D018200802092 
  400.0        4.0       201.00  .135844E+05.775301E+03           D018200802093 
  400.0        4.0       203.00  .134959E+05.772771E+03           D018200802094 
  400.0        4.0       205.00  .157526E+05.834884E+03           D018200802095 
  400.0        4.0       207.00  .167703E+05.861432E+03           D018200802096 
  400.0        4.0       209.00  .155756E+05.830180E+03           D018200802097 
  400.0        4.0       211.00  .161950E+05.846529E+03           D018200802098 
  400.0        4.0       213.00  .166375E+05.858015E+03           D018200802099 
  400.0        4.0       215.00  .187615E+05.911138E+03           D018200802100 
  400.0        4.0       217.00  .176995E+05.884975E+03           D018200802101 
  400.0        4.0       219.00  .169030E+05.864834E+03           D018200802102 
  400.0        4.0       221.00  .200889E+05.942821E+03           D018200802103 
  400.0        4.0       223.00  .232306E+05.101387E+04           D018200802104 
  400.0        4.0       225.00  .208412E+05.960310E+03           D018200802105 
  400.0        4.0       227.00  .212837E+05.970451E+03           D018200802106 
  400.0        4.0       229.00  .242041E+05.103489E+04           D018200802107 
  400.0        4.0       231.00  .240271E+05.103110E+04           D018200802108 
  400.0        4.0       233.00  .240271E+05.103110E+04           D018200802109 
  400.0        4.0       235.00  .247351E+05.104618E+04           D018200802110 
  400.0        4.0       237.00  .230094E+05.100903E+04           D018200802111 
  400.0        4.0       239.00  .266820E+05.108658E+04           D018200802112 
  400.0        4.0       241.00  .279210E+05.111152E+04           D018200802113 
  400.0        4.0       243.00  .285847E+05.112465E+04           D018200802114 
  400.0        4.0       245.00  .300449E+05.115302E+04           D018200802115 
  400.0        4.0       247.00  .293369E+05.113935E+04           D018200802116 
  400.0        4.0       249.00  .314609E+05.117987E+04           D018200802117 
  400.0        4.0       251.00  .327441E+05.120370E+04           D018200802118 
  400.0        4.0       253.00  .332308E+05.121261E+04           D018200802119 
  400.0        4.0       255.00  .342928E+05.123183E+04           D018200802120 
  400.0        4.0       257.00  .326113E+05.120125E+04           D018200802121 
  400.0        4.0       259.00  .364610E+05.127018E+04           D018200802122 
  400.0        4.0       261.00  .393372E+05.131933E+04           D018200802123 
  400.0        4.0       263.00  .388504E+05.131114E+04           D018200802124 
  400.0        4.0       265.00  .405761E+05.133994E+04           D018200802125 
  400.0        4.0       267.00  .410186E+05.134723E+04           D018200802126 
  400.0        4.0       269.00  .413283E+05.135230E+04           D018200802127 
  400.0        4.0       271.00  .447797E+05.140764E+04           D018200802128 
  400.0        4.0       273.00  .463727E+05.143246E+04           D018200802129 
  400.0        4.0       275.00  .448682E+05.140903E+04           D018200802130 
  400.0        4.0       277.00  .476117E+05.145147E+04           D018200802131 
  400.0        4.0       279.00  .483197E+05.146222E+04           D018200802132 
  400.0        4.0       281.00  .465055E+05.143451E+04           D018200802133 
  400.0        4.0       283.00  .479657E+05.145685E+04           D018200802134 
  400.0        4.0       285.00  .503551E+05.149270E+04           D018200802135 
  400.0        4.0       287.00  .514171E+05.150836E+04           D018200802136 
  400.0        4.0       289.00  .515056E+05.150965E+04           D018200802137 
  400.0        4.0       291.00  .488506E+05.147023E+04           D018200802138 
  400.0        4.0       293.00  .512401E+05.150576E+04           D018200802139 
  400.0        4.0       295.00  .498684E+05.148547E+04           D018200802140 
  400.0        4.0       297.00  .493816E+05.147820E+04           D018200802141 
  400.0        4.0       299.00  .501338E+05.148942E+04           D018200802142 
  400.0        4.0       301.00  .480099E+05.145753E+04           D018200802143 
  400.0        4.0       303.00  .483639E+05.146289E+04           D018200802144 
  400.0        4.0       305.00  .461072E+05.142835E+04           D018200802145 
  400.0        4.0       307.00  .459302E+05.142561E+04           D018200802146 
  400.0        4.0       309.00  .406204E+05.134067E+04           D018200802147 
  400.0        4.0       311.00  .380097E+05.129687E+04           D018200802148 
  400.0        4.0       313.00  .381867E+05.129989E+04           D018200802149 
  400.0        4.0       315.00  .371690E+05.128245E+04           D018200802150 
  400.0        4.0       317.00  .363282E+05.126786E+04           D018200802151 
  400.0        4.0       319.00  .324786E+05.119881E+04           D018200802152 
  400.0        4.0       321.00  .296909E+05.114621E+04           D018200802153 
  400.0        4.0       323.00  .286290E+05.112552E+04           D018200802154 
  400.0        4.0       325.00  .255315E+05.106289E+04           D018200802155 
  400.0        4.0       327.00  .233633E+05.101676E+04           D018200802156 
  400.0        4.0       329.00  .224341E+05.996334E+03           D018200802157 
  400.0        4.0       331.00  .190712E+05.918628E+03           D018200802158 
  400.0        4.0       333.00  .172128E+05.872722E+03           D018200802159 
  400.0        4.0       335.00  .157526E+05.834884E+03           D018200802160 
  400.0        4.0       337.00  .121242E+05.732447E+03           D018200802161 
  400.0        4.0       339.00  .122569E+05.736446E+03           D018200802162 
  400.0        4.0       341.00  .117259E+05.720318E+03           D018200802163 
  400.0        4.0       343.00  .995597E+04.663731E+03           D018200802164 
  400.0        4.0       345.00  .907100E+04.633546E+03           D018200802165 
  400.0        4.0       347.00  .690281E+04.552667E+03           D018200802166 
  400.0        4.0       349.00  .672581E+04.545535E+03           D018200802167 
  400.0        4.0       351.00  .606208E+04.517919E+03           D018200802168 
  400.0        4.0       353.00  .535410E+04.486736E+03           D018200802169 
  400.0        4.0       355.00  .323016E+04.378062E+03           D018200802170 
  400.0        4.0       357.00  .252218E+04.334071E+03           D018200802171 
  400.0        4.0       359.00  .269917E+04.345594E+03           D018200802172 
  400.0        4.0       361.00  .194695E+04.293513E+03           D018200802173 
  400.0        4.0       363.00  .128321E+04.238287E+03           D018200802174 
  400.0        4.0       365.00  .115047E+04.225625E+03           D018200802175 
  400.0        4.0       367.00  .110622E+04.221244E+03           D018200802176 
  400.0        4.0       369.00  .884975E+03.197886E+03           D018200802177 
  400.0        4.0       371.00  .663731E+03.171375E+03           D018200802178 
  400.0        4.0       373.00  .442488E+03.139927E+03           D018200802179 
  400.0        4.0       375.00  .221244E+03.989432E+02           D018200802180 
  400.0        4.0       377.00  .176995E+03.884975E+02           D018200802181 
  400.0        4.0       379.00  .176995E+03.884975E+02           D018200802182 
  400.0        4.0       381.00  .221244E+03.989432E+02           D018200802183 
  400.0        4.0       383.00  .442488E+02.442488E+02           D018200802184 
  400.0        6.0       201.00  .737686E+04.337763E+03           D018200802185 
  400.0        6.0       203.00  .685105E+04.325503E+03           D018200802186 
  400.0        6.0       205.00  .675826E+04.323291E+03           D018200802187 
  400.0        6.0       207.00  .836663E+04.359710E+03           D018200802188 
  400.0        6.0       209.00  .819651E+04.356034E+03           D018200802189 
  400.0        6.0       211.00  .912442E+04.375646E+03           D018200802190 
  400.0        6.0       213.00  .101915E+05.397005E+03           D018200802191 
  400.0        6.0       215.00  .102998E+05.399108E+03           D018200802192 
