ENTRY            D0816   20170327                             D109D0816  0    1 
SUBENT        D0816001   20170327                             D109D0816  1    1 
BIB                 11         25                                 D0816  1    2 
TITLE      Multinucleon transfer reactions in the 40Ar+208Pb      D0816  1    3 
            system                                                D0816  1    4 
AUTHOR     (T.Mijatovic, S.Szilner, L.Corradi, D.Montanari,       D0816  1    5 
            G.Pollarolo, E.Fioretto, A.Gadea, A.Goasduff,         D0816  1    6 
            D.Jelavic Malenica, N.Marginean, M.Milin,             D0816  1    7 
            G.Montagnoli, F.Scarlassara, N.Soic, A.M.Stefanini,   D0816  1    8 
            C.A.Ur, J.J.Valiente-Dobon)                           D0816  1    9 
INSTITUTE  (3CRORBZ,2ITYPAD,2ITYUPV,2FR STR,2ITYTUR,2SPNVAL,      D0816  1   10 
           3RUMBUC,3CROZAG)                                       D0816  1   11 
REFERENCE  (J,PR/C,94,064616,2016)                                D0816  1   12 
SAMPLE     (82-PB-208,ENR=0.999)                                  D0816  1   13 
            300 ug/cm2 (~2 mm) thick strip with isotopic purity   D0816  1   14 
            of 99.9%.                                             D0816  1   15 
METHOD     (TOF,EDE)                                              D0816  1   16 
FACILITY   (LINAC,2ITYPAD) PIAVE ALPI accelerator complex         D0816  1   17 
DETECTOR   (MCPLT,PPAC,IOCH,MAGSP) PRISMA spectrometer.           D0816  1   18 
ERR-ANALYS (DATA-ERR) Statistics and systematic errors (errors    D0816  1   19 
            induced by the response function were estimated by    D0816  1   20 
            building a set of response functions and calculating  D0816  1   21 
            their average values by using different smoothing     D0816  1   22 
            procedures and also uncertainties due to              D0816  1   23 
            normalization procedure were taken into account).     D0816  1   24 
STATUS     (APRVD) Approved by Tea Mijatovic (2017-04-03)         D0816  1   25 
HISTORY    (20170202R) Received by e-mail from Tea Mijatovic      D0816  1   26 
           (20170306C) M.Odsuren, N.Otsuka                        D0816  1   27 
ENDBIB              25          0                                 D0816  1   28 
COMMON               1          3                                 D0816  1   29 
EN                                                                D0816  1   30 
MEV/A                                                             D0816  1   31 
 6.4                                                              D0816  1   32 
ENDCOMMON            3          0                                 D0816  1   33 
ENDSUBENT           32          0                                 D0816  199999 
SUBENT        D0816002   20170327                             D109D0816  2    1 
BIB                  2          2                                 D0816  2    2 
REACTION   (82-PB-208(18-AR-40,SCT)82-PB-208,,DA,,RTH)            D0816  2    3 
STATUS     (TABLE) Plotted in Fig.5 of Phys.Rev.C94(2016)064616   D0816  2    4 
ENDBIB               2          0                                 D0816  2    5 
NOCOMMON             0          0                                 D0816  2    6 
DATA                 3         21                                 D0816  2    7 
ANG        DATA       DATA-ERR                                    D0816  2    8 
ADEG       NO-DIM     NO-DIM                                      D0816  2    9 
 42.        0.9063     0.1512                                     D0816  2   10 
 43.        0.8522     0.1417                                     D0816  2   11 
 44.        0.9859     0.1632                                     D0816  2   12 
 45.        0.9179     0.1520                                     D0816  2   13 
 46.        1.0135     0.1710                                     D0816  2   14 
 47.        1.0936     0.1816                                     D0816  2   15 
 48.        1.0236     0.1716                                     D0816  2   16 
 49.        1.0457     0.0925                                     D0816  2   17 
 50.        1.0051     0.0852                                     D0816  2   18 
 51.        0.9756     0.0824                                     D0816  2   19 
 52.        0.9683     0.0820                                     D0816  2   20 
 53.        0.9001     0.0759                                     D0816  2   21 
 54.        0.7789     0.0673                                     D0816  2   22 
 55.        0.7053     0.0601                                     D0816  2   23 
 56.        0.4522     0.0383                                     D0816  2   24 
 57.        0.2990     0.0254                                     D0816  2   25 
 58.        0.1599     0.0332                                     D0816  2   26 
 59.        0.1091     0.0230                                     D0816  2   27 
 60.        0.0597     0.0124                                     D0816  2   28 
 61.        0.0367     0.0078                                     D0816  2   29 
 62.        0.0247     0.0051                                     D0816  2   30 
ENDDATA             23          0                                 D0816  2   31 
ENDSUBENT           30          0                                 D0816  299999 
SUBENT        D0816003   20170327                             D109D0816  3    1 
BIB                  2          2                                 D0816  3    2 
REACTION   (82-PB-208(18-AR-40,X)ELEM/MASS,,DA)                   D0816  3    3 
STATUS     (TABLE) Plotted in Fig.5 of Phys.Rev.C94(2016)064616   D0816  3    4 
ENDBIB               2          0                                 D0816  3    5 
NOCOMMON             0          0                                 D0816  3    6 
DATA                 5       1202                                 D0816  3    7 
ELEMENT    MASS       ANG        DATA       DATA-ERR              D0816  3    8 
        16.        37.        48.    7.99899    1.15573           D0816  3  342 
        16.        37.        49.    8.83490    0.91867           D0816  3  343 
        16.        37.        50.    10.4421    0.76865           D0816  3  344 
        16.        37.        51.    12.0118    0.88420           D0816  3  345 
        16.        37.        52.    12.7845    0.94108           D0816  3  346 
        16.        37.        53.    10.6245    0.78208           D0816  3  347 
        16.        37.        54.    10.1336    0.74595           D0816  3  348 
        16.        37.        55.    8.84613    0.65117           D0816  3  349 
        16.        37.        56.     6.8691    0.50564           D0816  3  350 
        16.        37.        57.    5.04043    0.37103           D0816  3  351 
        16.        37.        58.    3.05294    0.64416           D0816  3  352 
        16.        37.        59.    2.58366    0.54908           D0816  3  353 
        16.        37.        60.    2.21222    0.47663           D0816  3  354 
        16.        37.        61.    1.64122    0.36185           D0816  3  355 
        16.        37.        62.    1.20174    0.27178           D0816  3  356 
        16.        39.        41.    0.55782    0.10236           D0816  3  357 
        16.        39.        42.    0.87393    0.15616           D0816  3  358 
        16.        39.        43.    1.39751    0.25436           D0816  3  359 
        16.        39.        44.    1.55390    0.27559           D0816  3  360 
        16.        39.        45.    1.73883    0.30745           D0816  3  361 
        16.        39.        46.    2.14675    0.37527           D0816  3  362 
        16.        39.        47.    2.22125    0.38247           D0816  3  363 
        16.        39.        48.    2.23612    0.38379           D0816  3  364 
        16.        39.        49.    2.74459    0.32417           D0816  3  365 
        16.        39.        50.    3.91861    0.31964           D0816  3  366 
        16.        39.        51.    4.04409    0.34622           D0816  3  367 
        16.        39.        52.    4.13892    0.34944           D0816  3  368 
        16.        39.        53.    3.68732    0.32789           D0816  3  369 
        16.        39.        54.      3.109    0.28288           D0816  3  370 
        16.        39.        55.    2.49052    0.24104           D0816  3  371 
        16.        39.        56.    1.86963    0.19413           D0816  3  372 
        16.        39.        57.    1.43544    0.16076           D0816  3  373 
        16.        39.        58.    0.84609    0.16994           D0816  3  374 
        16.        39.        59.    0.78051    0.15678           D0816  3  375 
        16.        39.        60.    0.62470    0.12562           D0816  3  376 
        16.        39.        61.    0.44851    0.09038           D0816  3  377 
        16.        39.        62.    0.33562    0.06780           D0816  3  378 
        16.        40.        41.    0.15995    0.03936           D0816  3  379 
        16.        40.        42.    0.26711    0.06383           D0816  3  380 
        16.        40.        43.    0.41612    0.10065           D0816  3  381 
        16.        40.        44.    0.46932    0.11421           D0816  3  382 
        16.        40.        45.    0.49001    0.11832           D0816  3  383 
        16.        40.        46.    0.58822    0.14435           D0816  3  384 
        16.        40.        47.    0.60134    0.14319           D0816  3  385 
        16.        40.        48.    0.52197    0.13186           D0816  3  386 
        16.        40.        49.    0.56949    0.08797           D0816  3  387 
        16.        40.        50.    0.62938    0.04727           D0816  3  388 
        16.        40.        51.    0.72532    0.05509           D0816  3  389 
        16.        40.        52.    0.66803    0.05040           D0816  3  390 
        16.        40.        53.    0.61593    0.04684           D0816  3  391 
        16.        40.        54.    0.50519    0.03858           D0816  3  392 
        16.        40.        55.    0.38188    0.02953           D0816  3  393 
        16.        40.        56.    0.31280    0.02444           D0816  3  394 
        16.        40.        57.    0.24691    0.01956           D0816  3  395 
        16.        40.        58.    0.15353    0.05063           D0816  3  396 
        16.        40.        59.    0.14533    0.04956           D0816  3  397 
        16.        40.        60.    0.11055    0.04199           D0816  3  398 
        16.        40.        61.    0.08188    0.03359           D0816  3  399 
        16.        40.        62.    0.05596    0.02551           D0816  3  400 
        17.        36.        41.    0.09737    0.01360           D0816  3  401 
        17.        36.        42.    0.14116    0.01980           D0816  3  402 
        17.        36.        43.    0.35975    0.04960           D0816  3  403 
        17.        36.        44.    0.41756    0.05639           D0816  3  404 
        17.        36.        45.    0.49102    0.06612           D0816  3  405 
        17.        36.        46.    0.61421    0.08253           D0816  3  406 
        17.        36.        47.    0.73087    0.09808           D0816  3  407 
        17.        36.        48.    0.73791    0.09921           D0816  3  408 
        17.        36.        49.    0.62656    0.06997           D0816  3  409 
        17.        36.        50.    0.78716    0.05934           D0816  3  410 
        17.        36.        51.    0.89989    0.06728           D0816  3  411 
        17.        36.        52.    1.13406    0.08440           D0816  3  412 
        17.        36.        53.    1.11750    0.08332           D0816  3  413 
        17.        36.        54.    0.99036    0.07422           D0816  3  414 
        17.        36.        55.    1.04025    0.07758           D0816  3  415 
        17.        36.        56.    0.85722    0.06405           D0816  3  416 
        17.        36.        57.    0.77527    0.05795           D0816  3  417 
        17.        36.        58.    0.40168    0.08073           D0816  3  418 
        17.        36.        59.    0.36462    0.07325           D0816  3  419 
        17.        36.        60.    0.30351    0.06106           D0816  3  420 
        17.        36.        61.    0.27581    0.05551           D0816  3  421 
        17.        36.        62.      0.195    0.03940           D0816  3  422 
        17.        37.        41.    0.88042    0.12117           D0816  3  423 
        17.        37.        42.    1.18780    0.15960           D0816  3  424 
        17.        37.        43.    2.01645    0.26957           D0816  3  425 
        17.        37.        44.    3.21005    0.42893           D0816  3  426 
        17.        37.        45.    3.35018    0.44714           D0816  3  427 
        17.        37.        46.    5.00664    0.66787           D0816  3  428 
        17.        37.        47.    5.33282    0.71119           D0816  3  429 
        17.        37.        48.    6.02818    0.80396           D0816  3  430 
        17.        37.        49.    5.28431    0.57746           D0816  3  431 
        17.        37.        50.    5.79802    0.42892           D0816  3  432 
        17.        37.        51.    7.04307    0.52123           D0816  3  433 
        17.        37.        52.    8.31201    0.61492           D0816  3  434 
        17.        37.        53.    8.10726    0.59913           D0816  3  435 
        17.        37.        54.    8.34297    0.61752           D0816  3  436 
        17.        37.        55.    7.78647    0.57507           D0816  3  437 
        17.        37.        56.    6.56733    0.48552           D0816  3  438 
        17.        37.        57.    5.37830    0.39757           D0816  3  439 
        17.        37.        58.    3.16553    0.63376           D0816  3  440 
        17.        37.        59.    3.06214    0.61307           D0816  3  441 
        17.        37.        60.    2.62033    0.52463           D0816  3  442 
        17.        37.        61.    2.10522    0.42166           D0816  3  443 
        17.        37.        62.    1.51648    0.30385           D0816  3  444 
        17.        38.        41.    1.62997    0.21872           D0816  3  445 
        17.        38.        42.    2.89211    0.38644           D0816  3  446 
        17.        38.        43.    4.17389    0.55749           D0816  3  447 
        17.        38.        44.    6.66700    0.88926           D0816  3  448 
        17.        38.        45.    7.23059    0.96442           D0816  3  449 
        17.        38.        46.    9.67578    1.28989           D0816  3  450 
        17.        38.        47.    10.7227    1.42928           D0816  3  451 
        17.        38.        48.    11.3490    1.51259           D0816  3  452 
        17.        38.        49.    10.8709    1.14872           D0816  3  453 
        17.        38.        50.    12.2500    0.90538           D0816  3  454 
        17.        38.        51.    15.1374    1.11842           D0816  3  455 
        17.        38.        52.    17.3508    1.28094           D0816  3  456 
        17.        38.        53.    16.6764    1.23127           D0816  3  457 
        17.        38.        54.    15.8088    1.16724           D0816  3  458 
        17.        38.        55.    14.6816    1.08314           D0816  3  459 
        17.        38.        56.    12.0972    0.89295           D0816  3  460 
        17.        38.        57.    9.68375    0.71490           D0816  3  461 
        17.        38.        58.    6.26297    1.25346           D0816  3  462 
        17.        38.        59.    5.50244    1.10131           D0816  3  463 
        17.        38.        60.    4.64696    0.93015           D0816  3  464 
        17.        38.        61.    3.69985    0.74063           D0816  3  465 
        17.        38.        62.    2.62251    0.52515           D0816  3  466 
        17.        40.        41.    1.77024    0.26626           D0816  3  467 
        17.        40.        42.    2.86029    0.41944           D0816  3  468 
        17.        40.        43.    3.91931    0.58666           D0816  3  469 
        17.        40.        44.    5.74036    0.83525           D0816  3  470 
        17.        40.        45.    6.31692    0.92620           D0816  3  471 
        17.        40.        46.    7.83991    1.13917           D0816  3  472 
        17.        40.        47.    8.58070    1.23827           D0816  3  473 
        17.        40.        48.    9.12908    1.31341           D0816  3  474 
        17.        40.        49.    9.58280    1.04209           D0816  3  475 
        17.        40.        50.     12.565    0.96710           D0816  3  476 
        17.        40.        51.    14.8446    1.15775           D0816  3  477 
        17.        40.        52.    15.9742    1.23706           D0816  3  478 
        17.        40.        53.    13.4365    1.06774           D0816  3  479 
        17.        40.        54.    12.7916    1.01610           D0816  3  480 
        17.        40.        55.    11.3995    0.91656           D0816  3  481 
        17.        40.        56.    9.01402    0.74094           D0816  3  482 
        17.        40.        57.    6.91227    0.58398           D0816  3  483 
        17.        40.        58.    5.11430    1.06002           D0816  3  484 
        17.        40.        59.    4.47022    0.93005           D0816  3  485 
        17.        40.        60.    3.56970    0.75042           D0816  3  486 
        17.        40.        61.    2.81018    0.59991           D0816  3  487 
        17.        40.        62.    2.02296    0.44148           D0816  3  488 
        17.        41.        41.    0.89250    0.11982           D0816  3  489 
        17.        41.        42.    1.28104    0.17139           D0816  3  490 
        17.        41.        43.    1.94531    0.26027           D0816  3  491 
        17.        41.        44.    2.50918    0.33545           D0816  3  492 
        17.        41.        45.    2.81342    0.37604           D0816  3  493 
        17.        41.        46.    3.20862    0.42881           D0816  3  494 
        17.        41.        47.    3.35984    0.44890           D0816  3  495 
        17.        41.        48.    3.33260    0.44529           D0816  3  496 
        17.        41.        49.    3.47456    0.36991           D0816  3  497 
        17.        41.        50.    4.46988    0.37058           D0816  3  498 
        17.        41.        51.    4.78743    0.41379           D0816  3  499 
        17.        41.        52.    4.84430    0.41538           D0816  3  500 
        17.        41.        53.    3.92694    0.36178           D0816  3  501 
        17.        41.        54.    3.50819    0.32739           D0816  3  502 
        17.        41.        55.    3.15066    0.30393           D0816  3  503 
        17.        41.        56.    2.39433    0.24570           D0816  3  504 
        17.        41.        57.    1.88019    0.20468           D0816  3  505 
        17.        41.        58.    1.53453    0.30762           D0816  3  506 
        17.        41.        59.    1.34003    0.26869           D0816  3  507 
        17.        41.        60.    1.08703    0.21808           D0816  3  508 
        17.        41.        61.    0.85422    0.17153           D0816  3  509 
        17.        41.        62.    0.61292    0.12324           D0816  3  510 
        17.        42.        41.    0.13417   0.018681           D0816  3  511 
        17.        42.        42.    0.26096   0.035595           D0816  3  512 
        17.        42.        43.    0.32976   0.045263           D0816  3  513 
        17.        42.        44.    0.41643   0.056720           D0816  3  514 
        17.        42.        45.    0.45354   0.061841           D0816  3  515 
        17.        42.        46.    0.46341   0.063256           D0816  3  516 
        17.        42.        47.    0.43210   0.059075           D0816  3  517 
        17.        42.        48.    0.42527   0.058243           D0816  3  518 
        17.        42.        49.    0.42493   0.043902           D0816  3  519 
        17.        42.        50.    0.57122   0.042977           D0816  3  520 
        17.        42.        51.    0.47410   0.036164           D0816  3  521 
        17.        42.        52.    0.51198   0.038835           D0816  3  522 
        17.        42.        53.    0.42345   0.032607           D0816  3  523 
        17.        42.        54.    0.36252   0.028032           D0816  3  524 
        17.        42.        55.    0.33855   0.026286           D0816  3  525 
        17.        42.        56.    0.30116   0.023559           D0816  3  526 
        17.        42.        57.     0.2355   0.018716           D0816  3  527 
        17.        42.        58.    0.20145   0.040928           D0816  3  528 
        17.        42.        59.    0.13618   0.027858           D0816  3  529 
        17.        42.        60.    0.12740   0.026136           D0816  3  530 
        17.        42.        61.    0.13522   0.027694           D0816  3  531 
        17.        42.        62.    0.07070   0.014800           D0816  3  532 
        18.        38.        41.    0.64468    0.08848           D0816  3  533 
        18.        38.        42.    0.82451    0.11133           D0816  3  534 
        18.        38.        43.    0.58767    0.08028           D0816  3  535 
        18.        38.        44.    0.79372    0.10683           D0816  3  536 
        18.        38.        45.    0.99749    0.13377           D0816  3  537 
        18.        38.        46.    1.37690    0.18423           D0816  3  538 
        18.        38.        47.    1.79697    0.24036           D0816  3  539 
        18.        38.        48.    2.21806    0.29647           D0816  3  540 
        18.        38.        49.    2.39501    0.24339           D0816  3  541 
        18.        38.        50.    2.60858    0.19391           D0816  3  542 
        18.        38.        51.    3.82581    0.28467           D0816  3  543 
        18.        38.        52.    4.44038    0.32906           D0816  3  544 
        18.        38.        53.    5.17421    0.38355           D0816  3  545 
        18.        38.        54.    5.45633    0.40340           D0816  3  546 
        18.        38.        55.    5.54905    0.41079           D0816  3  547 
        18.        38.        56.    4.96027    0.36742           D0816  3  548 
        18.        38.        57.    4.11066    0.30441           D0816  3  549 
        18.        38.        58.    1.76794    0.35424           D0816  3  550 
        18.        38.        59.    1.74066    0.34878           D0816  3  551 
        18.        38.        60.    1.57551    0.31565           D0816  3  552 
        18.        38.        61.    1.48574    0.29769           D0816  3  553 
        18.        38.        62.    1.01170    0.20285           D0816  3  554 
        18.        39.        41.    1.00251   0.135534           D0816  3  555 
        18.        39.        42.    1.84049   0.246413           D0816  3  556 
        18.        39.        43.    3.40013   0.454088           D0816  3  557 
        18.        39.        44.    5.06222   0.675249           D0816  3  558 
        18.        39.        45.    6.31417   0.841893           D0816  3  559 
        18.        39.        46.    9.45717    1.26068           D0816  3  560 
        18.        39.        47.    11.0579    1.47358           D0816  3  561 
        18.        39.        48.    14.0399    1.87073           D0816  3  562 
        18.        39.        49.    15.7027    1.64307           D0816  3  563 
        18.        39.        50.    21.2053    1.57213           D0816  3  564 
        18.        39.        51.    31.6863    2.34411           D0816  3  565 
        18.        39.        52.    40.2506    2.97807           D0816  3  566 
        18.        39.        53.    42.3695    3.13233           D0816  3  567 
        18.        39.        54.    44.1771    3.26461           D0816  3  568 
        18.        39.        55.    40.9789    3.02915           D0816  3  569 
        18.        39.        56.    33.4296    2.47946           D0816  3  570 
        18.        39.        57.    26.3456    1.94721           D0816  3  571 
        18.        39.        58.    16.5230    3.30723           D0816  3  572 
        18.        39.        59.    15.1264    3.02785           D0816  3  573 
        18.        39.        60.    12.7106    2.54368           D0816  3  574 
        18.        39.        61.    9.98111    1.99735           D0816  3  575 
        18.        39.        62.    6.99944    1.40078           D0816  3  576 
        18.        41.        41.   13.12997    1.75603           D0816  3  577 
        18.        41.        42.   19.84093    2.64412           D0816  3  578 
        18.        41.        43.   30.84322    4.11092           D0816  3  579 
        18.        41.        44.   35.32254    4.70754           D0816  3  580 
        18.        41.        45.   40.93225    5.45341           D0816  3  581 
        18.        41.        46.   54.27165    7.24302           D0816  3  582 
        18.        41.        47.   69.64205    9.27886           D0816  3  583 
        18.        41.        48.   78.42829    10.4648           D0816  3  584 
        18.        41.        49.   104.1782    10.4786           D0816  3  585 
        18.        41.        50.   153.0624    11.4587           D0816  3  586 
        18.        41.        51.   188.3212    14.0492           D0816  3  587 
        18.        41.        52.   198.4562    14.8064           D0816  3  588 
        18.        41.        53.   195.1035    14.5387           D0816  3  589 
        18.        41.        54.   192.9269    14.4761           D0816  3  590 
        18.        41.        55.   172.4128    12.8481           D0816  3  591 
        18.        41.        56.   134.5897    10.1405           D0816  3  592 
        18.        41.        57.   102.4698    7.64579           D0816  3  593 
        18.        41.        58.   59.62483    11.9317           D0816  3  594 
        18.        41.        59.   51.15329    10.2364           D0816  3  595 
        18.        41.        60.   39.17233    7.83767           D0816  3  596 
        18.        41.        61.   27.65655    5.53363           D0816  3  597 
        18.        41.        62.     19.221    3.84576           D0816  3  598 
        18.        42.        41.    1.66627    0.22307           D0816  3  599 
        18.        42.        42.    3.17119    0.42331           D0816  3  600 
        18.        42.        43.    5.36870    0.71620           D0816  3  601 
        18.        42.        44.    6.61469    0.88209           D0816  3  602 
        18.        42.        45.    7.72552    1.02999           D0816  3  603 
        18.        42.        46.    10.3409    1.37843           D0816  3  604 
        18.        42.        47.    12.4902    1.66457           D0816  3  605 
        18.        42.        48.    14.7511    1.96576           D0816  3  606 
        18.        42.        49.    18.2008    1.85621           D0816  3  607 
        18.        42.        50.    26.1548    1.93106           D0816  3  608 
        18.        42.        51.    33.6211    2.48291           D0816  3  609 
        18.        42.        52.    37.6843    2.78898           D0816  3  610 
        18.        42.        53.    34.6500    2.55623           D0816  3  611 
        18.        42.        54.    34.9375    2.58594           D0816  3  612 
        18.        42.        55.    32.8500    2.42559           D0816  3  613 
        18.        42.        56.    28.0786    2.08141           D0816  3  614 
        18.        42.        57.    21.8409    1.61428           D0816  3  615 
        18.        42.        58.    13.5476    2.71136           D0816  3  616 
        18.        42.        59.    11.8785    2.37707           D0816  3  617 
        18.        42.        60.    9.61288    1.92371           D0816  3  618 
        18.        42.        61.    7.37851    1.47662           D0816  3  619 
        18.        42.        62.    5.23525    1.04790           D0816  3  620 
        18.        43.        41.    0.42108    0.05679           D0816  3  621 
        18.        43.        42.    0.95922    0.12848           D0816  3  622 
        18.        43.        43.    1.68646    0.22574           D0816  3  623 
        18.        43.        44.    2.03818    0.27257           D0816  3  624 
        18.        43.        45.    2.20697    0.29513           D0816  3  625 
        18.        43.        46.    2.71610    0.36307           D0816  3  626 
        18.        43.        47.    2.70659    0.36180           D0816  3  627 
        18.        43.        48.    2.80961    0.37560           D0816  3  628 
        18.        43.        49.    2.60253    0.28165           D0816  3  629 
        18.        43.        50.    2.96288    0.21943           D0816  3  630 
        18.        43.        51.    3.44569    0.25549           D0816  3  631 
        18.        43.        52.    3.56140    0.26373           D0816  3  632 
        18.        43.        53.    3.29217    0.24413           D0816  3  633 
        18.        43.        54.    3.17366    0.23529           D0816  3  634 
        18.        43.        55.    2.88191    0.21384           D0816  3  635 
        18.        43.        56.    2.39025    0.17762           D0816  3  636 
        18.        43.        57.    2.05833    0.15305           D0816  3  637 
        18.        43.        58.    1.20603    0.24190           D0816  3  638 
        18.        43.        59.    1.24396    0.24947           D0816  3  639 
        18.        43.        60.    1.00533    0.20176           D0816  3  640 
        18.        43.        61.    0.96477    0.19365           D0816  3  641 
        18.        43.        62.    0.80677    0.16207           D0816  3  642 
        19.        40.        41.    0.01961    0.00310           D0816  3  643 
        19.        40.        42.    0.05587    0.00898           D0816  3  644 
        19.        40.        43.    0.12482    0.02067           D0816  3  645 
        19.        40.        44.    0.13302    0.02188           D0816  3  646 
        19.        40.        45.    0.22597    0.03748           D0816  3  647 
        19.        40.        46.    0.25136    0.04153           D0816  3  648 
        19.        40.        47.    0.30936    0.05140           D0816  3  649 
        19.        40.        48.    0.35822    0.05962           D0816  3  650 
        19.        40.        49.    0.32039    0.04843           D0816  3  651 
        19.        40.        50.    0.30465    0.02259           D0816  3  652 
        19.        40.        51.    0.37264    0.02766           D0816  3  653 
        19.        40.        52.    0.62924    0.04672           D0816  3  654 
        19.        40.        53.    0.64878    0.04818           D0816  3  655 
        19.        40.        54.    0.72659    0.05397           D0816  3  656 
        19.        40.        55.    0.66325    0.04923           D0816  3  657 
        19.        40.        56.    0.58669    0.04357           D0816  3  658 
        19.        40.        57.    0.49787    0.03695           D0816  3  659 
        19.        40.        58.    0.21574    0.04318           D0816  3  660 
        19.        40.        59.    0.18568    0.03718           D0816  3  661 
        19.        40.        60.    0.20555    0.04115           D0816  3  662 
        19.        40.        61.    0.12739    0.02550           D0816  3  663 
        19.        40.        62.    0.10601    0.02121           D0816  3  664 
        19.        42.        41.    0.92729    0.12561           D0816  3  665 
        19.        42.        42.    1.62611    0.21810           D0816  3  666 
        19.        42.        43.    2.07574    0.27723           D0816  3  667 
        19.        42.        44.    2.93872    0.39249           D0816  3  668 
        19.        42.        45.    2.97921    0.39766           D0816  3  669 
        19.        42.        46.    3.73203    0.49807           D0816  3  670 
        19.        42.        47.    3.87762    0.51734           D0816  3  671 
        19.        42.        48.    4.36543    0.58255           D0816  3  672 
        19.        42.        49.    4.29428    0.46468           D0816  3  673 
        19.        42.        50.    4.72619    0.37351           D0816  3  674 
        19.        42.        51.    6.18107    0.49766           D0816  3  675 
        19.        42.        52.    6.96113    0.55235           D0816  3  676 
        19.        42.        53.    7.13871    0.57796           D0816  3  677 
        19.        42.        54.    7.08052    0.57372           D0816  3  678 
        19.        42.        55.    7.07961    0.57730           D0816  3  679 
        19.        42.        56.    6.27236    0.52077           D0816  3  680 
        19.        42.        57.    5.26177    0.44373           D0816  3  681 
        19.        42.        58.    2.91724    0.58414           D0816  3  682 
        19.        42.        59.    2.81288    0.56322           D0816  3  683 
        19.        42.        60.    2.39974    0.48052           D0816  3  684 
        19.        42.        61.    1.99151    0.39887           D0816  3  685 
        19.        42.        62.    1.49688    0.29994           D0816  3  686 
        19.        43.        41.      1.875    0.25198           D0816  3  687 
        19.        43.        42.    2.62371    0.35081           D0816  3  688 
        19.        43.        43.    3.10018    0.41400           D0816  3  689 
        19.        43.        44.    4.39597    0.58655           D0816  3  690 
        19.        43.        45.    4.23855    0.56561           D0816  3  691 
        19.        43.        46.    4.99475    0.66626           D0816  3  692 
        19.        43.        47.    5.35223    0.71387           D0816  3  693 
        19.        43.        48.    5.36414    0.71542           D0816  3  694 
        19.        43.        49.    4.91198    0.52222           D0816  3  695 
        19.        43.        50.    5.23819    0.38743           D0816  3  696 
        19.        43.        51.    6.26905    0.46371           D0816  3  697 
        19.        43.        52.    6.88455    0.50852           D0816  3  698 
        19.        43.        53.    6.61842    0.48914           D0816  3  699 
        19.        43.        54.    6.40472    0.47329           D0816  3  700 
        19.        43.        55.    5.85938    0.43296           D0816  3  701 
        19.        43.        56.    5.18122    0.38313           D0816  3  702 
        19.        43.        57.    4.22952    0.31286           D0816  3  703 
        19.        43.        58.    2.60651    0.52194           D0816  3  704 
        19.        43.        59.    2.29188    0.45899           D0816  3  705 
        19.        43.        60.    2.09881    0.42033           D0816  3  706 
        19.        43.        61.    1.60766    0.32212           D0816  3  707 
        19.        43.        62.    1.19318    0.23919           D0816  3  708 
        19.        44.        41.    1.46236    0.19629           D0816  3  709 
        19.        44.        42.    1.86879    0.24995           D0816  3  710 
        19.        44.        43.    2.82164    0.37669           D0816  3  711 
        19.        44.        44.    2.83688    0.37878           D0816  3  712 
        19.        44.        45.    2.70184    0.36064           D0816  3  713 
        19.        44.        46.    3.18311    0.42493           D0816  3  714 
        19.        44.        47.    3.18484    0.42524           D0816  3  715 
        19.        44.        48.    2.80055    0.37407           D0816  3  716 
        19.        44.        49.    2.62921    0.28229           D0816  3  717 
        19.        44.        50.    2.72877    0.20222           D0816  3  718 
        19.        44.        51.    3.05888    0.22663           D0816  3  719 
        19.        44.        52.    3.16988    0.23453           D0816  3  720 
        19.        44.        53.    2.81173    0.20833           D0816  3  721 
        19.        44.        54.    2.67416    0.19817           D0816  3  722 
        19.        44.        55.    2.37830    0.17635           D0816  3  723 
        19.        44.        56.    1.93711    0.14384           D0816  3  724 
        19.        44.        57.    1.52627    0.11352           D0816  3  725 
        19.        44.        58.    1.07973    0.21646           D0816  3  726 
        19.        44.        59.    0.89025    0.17854           D0816  3  727 
        19.        44.        60.    0.85207    0.17092           D0816  3  728 
        19.        44.        61.    0.60270    0.12106           D0816  3  729 
        19.        44.        62.    0.50288    0.10109           D0816  3  730 
        19.        45.        41.    0.83853    0.11271           D0816  3  731 
        19.        45.        42.    1.02908    0.13780           D0816  3  732 
        19.        45.        43.    1.36106    0.18232           D0816  3  733 
        19.        45.        44.    1.42598    0.19082           D0816  3  734 
        19.        45.        45.    1.23316    0.16517           D0816  3  735 
        19.        45.        46.    1.40521    0.18825           D0816  3  736 
        19.        45.        47.    1.49552    0.20026           D0816  3  737 
        19.        45.        48.    1.26862    0.17012           D0816  3  738 
        19.        45.        49.    1.07769    0.11324           D0816  3  739 
        19.        45.        50.    1.17263    0.08739           D0816  3  740 
        19.        45.        51.    1.03949    0.07765           D0816  3  741 
        19.        45.        52.    1.14449    0.08507           D0816  3  742 
        19.        45.        53.    0.96699    0.07220           D0816  3  743 
        19.        45.        54.    0.95644    0.07150           D0816  3  744 
        19.        45.        55.    0.85886    0.06437           D0816  3  745 
        19.        45.        56.    0.69769    0.05247           D0816  3  746 
        19.        45.        57.    0.58105    0.04384           D0816  3  747 
        19.        45.        58.    0.38443    0.07733           D0816  3  748 
        19.        45.        59.    0.36477    0.07338           D0816  3  749 
