ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
ENDSUBENT          846          0                                 D027500399999 
SUBENT        D0275004   20120502                             D083D027500400001 
BIB                  6         13                                 D027500400002 
REACTION   (64-GD-160(D,T)64-GD-159,PAR,DA)                       D027500400003 
FACILITY   (VDGT,2GERMUN) unpolarized beam                        D027500400004 
SAMPLE     (64-GD-160,ENR=0.982)                                  D027500400005 
           The target consisted of a 125 ug/cm2 thick layer of    D027500400006 
            Gd2O3 (enriched in 160Gd to 98.2%) evaporated on a    D027500400007 
            14 ug/cm2 thick carbon foil.                          D027500400008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500400009 
            with the Q3D magnetic spectrograph and detected in    D027500400010 
            its light ion detector of 1.7 m active length.        D027500400011 
           In a separate run, this reaction was studied at 20 deg.D027500400012 
            with the 1.8 m long focal plane detector.             D027500400013 
MISC-COL   (MISC) Transferred angular momentum L                  D027500400014 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500400015 
ENDBIB              13          0                                 D027500400016 
COMMON               2          3                                 D027500400017 
EN         E-LVL-ERR                                              D027500400018 
MEV        KEV                                                    D027500400019 
  25.0       5.0                                                  D027500400020 
ENDCOMMON            3          0                                 D027500400021 
DATA                 5        527                                 D027500400022 
E-LVL      ANG        DATA       ERR-S      MISC                  D027500400023 
KEV        ADEG       MB/SR      MB/SR      NO-DIM                D027500400024 
    683.7    8.0         34.6      2.9         4.                 D027500400025 
    683.7   40.0        112.1      1.3         4.                 D027500400026 
    683.7   45.0        102.4      1.3         4.                 D027500400027 
    683.7   50.0         76.9      7.2         4.                 D027500400028 
   705.30    8.0         68.6      4.3         3.                 D027500400029 
   705.30   40.0         25.6      0.7         3.                 D027500400030 
   705.30   45.0         17.8      0.6         3.                 D027500400031 
   705.30   50.0         15.4      3.8         3.                 D027500400032 
    744.5    8.0       1567.7     15.5         2.                 D027500400033 
    744.5   40.0        636.2      3.1         2.                 D027500400034 
    744.5   45.0        518.9      3.1         2.                 D027500400035 
    744.5   50.0        328.2      3.8         2.                 D027500400036 
    781.7    8.0        617.8      9.9         0.                 D027500400037 
    781.7   40.0        189.2      1.7         0.                 D027500400038 
    781.7   45.0        204.6      2.0         0.                 D027500400039 
    781.7   50.0        114.0      2.3         0.                 D027500400040 
    800.5    8.0         61.7      3.5         2.                 D027500400041 
    800.5   40.0         28.1      0.7         2.                 D027500400042 
    800.5   45.0         21.1      0.8         2.                 D027500400043 
    800.5   50.0         15.0      1.0         2.                 D027500400044 
    819.2    8.0         37.2      2.5         2.                 D027500400045 
    819.2   40.0         12.8      0.5         2.                 D027500400046 
    819.2   45.0         11.0      0.5         2.                 D027500400047 
    819.2   50.0         19.1      0.9         2.                 D027500400048 
    858.7    8.0         32.6      2.3         2.                 D027500400049 
    858.7   40.0         14.1      0.5         2.                 D027500400050 
    858.7   45.0         17.8      0.6         2.                 D027500400051 
    858.7   50.0         15.3      0.8         2.                 D027500400052 
    877.7    8.0         46.9      2.8         2.                 D027500400053 
    877.7   40.0         21.1      0.6         2.                 D027500400054 
    877.7   45.0         30.7      0.8         2.                 D027500400055 
    877.7   50.0         28.5      1.1         2.                 D027500400056 
   926.59    8.0         15.6      1.8         3.                 D027500400057 
   926.59   40.0         17.4      0.5         3.                 D027500400058 
   926.59   45.0         10.0      0.5         3.                 D027500400059 
   926.59   50.0          9.0      0.4         3.                 D027500400060 
   948.12    8.0         18.8      2.0         3.                 D027500400061 
   948.12   40.0         12.6      0.4         3.                 D027500400062 
   948.12   45.0          7.1      0.5         3.                 D027500400063 
   948.12   50.0          6.9      0.4         3.                 D027500400064 
    962.4    8.0         12.0      1.9         2.                 D027500400065 
    962.4   40.0          6.4      0.4         2.                 D027500400066 
    962.4   45.0          5.2      0.5         2.                 D027500400067 
    962.4   50.0          3.9      0.5         2.                 D027500400068 
    974.6    8.0       1886.8     19.2         0.                 D027500400069 
    974.6   40.0        590.0      2.8         0.                 D027500400070 
    974.6   45.0        680.5      3.5         0.                 D027500400071 
    974.6   50.0        384.8      2.7         0.                 D027500400072 
   1000.9    8.0        249.5      7.2         2.                 D027500400073 
   1000.9   40.0        124.7      1.3         2.                 D027500400074 
   1000.9   45.0        114.1      1.5         2.                 D027500400075 
   1000.9   50.0         87.2      1.3         2.                 D027500400076 
   1015.9    8.0          2.4      1.6         2.                 D027500400077 
   1015.9   40.0          1.8      0.3         2.                 D027500400078 
   1015.9   45.0          0.8      0.4         2.                 D027500400079 
   1015.9   50.0          1.2      0.4         2.                 D027500400080 
   1058.8    8.0        127.8      5.0         2.                 D027500400081 
   1058.8   40.0         49.4      0.8         2.                 D027500400082 
   1058.8   45.0         51.3      1.0         2.                 D027500400083 
   1058.8   50.0         55.4      1.0         2.                 D027500400084 
   1080.0    8.0         79.0      4.0         1.                 D027500400085 
   1080.0   40.0         13.8      0.5         1.                 D027500400086 
   1080.0   45.0          9.3      0.5         1.                 D027500400087 
   1080.0   50.0          8.9      0.5         1.                 D027500400088 
   1110.4    8.0        495.1      9.3         1.                 D027500400089 
   1110.4   40.0         69.2      0.9         1.                 D027500400090 
   1110.4   45.0         51.9      1.0         1.                 D027500400091 
   1110.4   50.0         41.7      1.0         1.                 D027500400092 
   1119.5   40.0         10.2      0.5         4.                 D027500400093 
   1119.5   45.0         12.5      0.8         4.                 D027500400094 
   1119.5   50.0         11.8      0.8         4.                 D027500400095 
   1128.6    8.0         95.4      4.5         2.                 D027500400096 
   1128.6   40.0         35.3      0.9         2.                 D027500400097 
   1128.6   45.0         30.7      1.8         2.                 D027500400098 
   1128.6   50.0         20.9      2.3         2.                 D027500400099 
   1133.7   40.0         12.9      2.2         0.                 D027500400100 
   1133.7   45.0          8.4      1.5         0.                 D027500400101 
   1133.7   50.0          9.0      1.8         0.                 D027500400102 
   1139.8    8.0        383.3     13.2         1.                 D027500400103 
   1139.8   40.0         38.3      2.0         1.                 D027500400104 
   1139.8   45.0         45.1      1.6         1.                 D027500400105 
   1139.8   50.0         33.6      2.4         1.                 D027500400106 
   1146.0    8.0       1580.8     19.6         1.                 D027500400107 
   1146.0   40.0        216.4      2.2         1.                 D027500400108 
   1146.0   45.0        162.8      2.2         1.                 D027500400109 
   1146.0   50.0        134.2      3.4         1.                 D027500400110 
   1160.0    8.0        260.6      8.1         2.                 D027500400111 
   1160.0   40.0        108.9      1.2         2.                 D027500400112 
   1160.0   45.0         79.3      1.3         2.                 D027500400113 
   1160.0   50.0         49.7      1.0         2.                 D027500400114 
   1170.9    8.0         31.6      3.7         0.                 D027500400115 
   1170.9   40.0         11.4      0.6         0.                 D027500400116 
   1170.9   45.0         12.5      1.5         0.                 D027500400117 
   1170.9   50.0          6.7      1.0         0.                 D027500400118 
   1178.5    8.0         18.9      2.5         3.                 D027500400119 
   1178.5   40.0         10.4      0.5         3.                 D027500400120 
   1178.5   45.0          9.6      1.5         3.                 D027500400121 
   1178.5   50.0          9.3      1.0         3.                 D027500400122 
   1190.0    8.0         18.4      2.0         2.                 D027500400123 
   1190.0   40.0          7.1      0.3         2.                 D027500400124 
   1190.0   45.0          7.5      0.5         2.                 D027500400125 
   1190.0   50.0          4.2      0.4         2.                 D027500400126 
   1202.1    8.0         25.4      2.2         4.                 D027500400127 
   1202.1   40.0         41.1      0.7         4.                 D027500400128 
   1202.1   45.0         25.9      0.7         4.                 D027500400129 
   1202.1   50.0         18.9      0.6         4.                 D027500400130 
   1216.3   40.0          1.3      0.3         1.                 D027500400131 
   1216.3   50.0          0.6      0.2         1.                 D027500400132 
   1228.9   40.0          5.1      0.3         3.                 D027500400133 
   1228.9   45.0          3.3      0.4         3.                 D027500400134 
   1228.9   50.0          2.0      0.2         3.                 D027500400135 
   1239.1    8.0         83.9      3.9         2.                 D027500400136 
   1239.1   40.0         38.6      0.7         2.                 D027500400137 
   1239.1   45.0         38.4      0.9         2.                 D027500400138 
   1239.1   50.0         25.2      0.7         2.                 D027500400139 
   1252.6    8.0         21.5      2.2         3.                 D027500400140 
   1252.6   40.0         11.3      0.4         3.                 D027500400141 
   1252.6   45.0          7.3      0.5         3.                 D027500400142 
   1252.6   50.0          9.9      0.5         3.                 D027500400143 
   1283.8    8.0        247.5      4.0         1.                 D027500400144 
   1283.8   40.0         41.5      0.6         1.                 D027500400145 
   1283.8   45.0         26.5      0.7         1.                 D027500400146 
   1283.8   50.0         23.0      0.6         1.                 D027500400147 
   1296.4    8.0         22.2      1.9         1.                 D027500400148 
   1296.4   40.0          3.9      0.4         1.                 D027500400149 
   1296.4   50.0          2.0      0.5         1.                 D027500400150 
   1302.9    8.0         28.7      1.9         3.                 D027500400151 
   1302.9   40.0         19.2      0.5         3.                 D027500400152 
   1302.9   45.0         14.5      0.6         3.                 D027500400153 
   1302.9   50.0         21.2      0.7         3.                 D027500400154 
   1315.8    8.0          5.4      0.8         0.                 D027500400155 
   1315.8   40.0          1.3      0.2         0.                 D027500400156 
   1315.8   45.0          1.8      0.3         0.                 D027500400157 
   1315.8   50.0          1.3      0.2         0.                 D027500400158 
   1325.1    8.0          3.3      0.6         3.                 D027500400159 
   1325.1   40.0          0.8      0.2         3.                 D027500400160 
   1325.1   45.0          0.7      0.3         3.                 D027500400161 
   1325.1   50.0          1.5      0.2         3.                 D027500400162 
   1343.04   8.0         89.5      2.4         3.                 D027500400163 
   1343.04  40.0         50.7      0.7         3.                 D027500400164 
   1343.04  45.0         45.9      0.9         3.                 D027500400165 
   1343.04  50.0         34.9      0.8         3.                 D027500400166 
   1356.3    8.0          7.6      0.9         3.                 D027500400167 
   1356.3   40.0          2.8      0.3         3.                 D027500400168 
   1356.3   50.0          1.5      0.3         3.                 D027500400169 
   1365.9   40.0          5.7      0.3         5.                 D027500400170 
   1365.9   45.0          5.6      0.6         5.                 D027500400171 
   1365.9   50.0          4.9      0.4         5.                 D027500400172 
   1372.6   45.0          3.0      0.5         5.                 D027500400173 
   1372.6   50.0          2.2      0.4         5.                 D027500400174 
   1379.2    8.0          3.9      0.6         0.                 D027500400175 
   1379.2   40.0          2.6      0.2         0.                 D027500400176 
   1379.2   45.0          2.4      0.3         0.                 D027500400177 
   1379.2   50.0          2.1      0.4         0.                 D027500400178 
   1392.3    8.0         14.8      1.7         0.                 D027500400179 
   1392.3   40.0         12.3      0.4         0.                 D027500400180 
   1392.3   45.0         11.7      0.5         0.                 D027500400181 
   1392.3   50.0         10.8      0.5         0.                 D027500400182 
   1406.1    8.0          1.7      0.9         3.                 D027500400183 
   1406.1   40.0          0.4      0.2         3.                 D027500400184 
   1406.1   50.0          0.4      0.2         3.                 D027500400185 
   1415.7    8.0         25.6      4.6         2.                 D027500400186 
   1415.7   40.0         13.2      1.0         2.                 D027500400187 
   1415.7   45.0         13.2      0.8         2.                 D027500400188 
   1415.7   50.0          7.3      2.2         2.                 D027500400189 
   1420.2    8.0          6.9      4.2         4.                 D027500400190 
   1420.2   40.0         17.0      1.0         4.                 D027500400191 
   1420.2   45.0         11.9      0.8         4.                 D027500400192 
   1420.2   50.0         12.0      2.1         4.                 D027500400193 
   1429.4   40.0         50.6      0.8         2.                 D027500400194 
   1429.4   45.0         34.6      0.9         2.                 D027500400195 
   1429.4   50.0         25.2      0.9         2.                 D027500400196 
   1442.3    8.0          6.4      1.7         5.                 D027500400197 
   1442.3   40.0          8.9      0.4         5.                 D027500400198 
   1442.3   45.0          6.6      0.4         5.                 D027500400199 
   1442.3   50.0         11.4      0.6         5.                 D027500400200 
   1455.0    8.0          8.7      1.7         0.                 D027500400201 
   1455.0   40.0          2.9      0.2         0.                 D027500400202 
   1455.0   45.0          3.2      0.3         0.                 D027500400203 
   1455.0   50.0          2.5      0.3         0.                 D027500400204 
   1468.0    8.0          6.1      1.2         1.                 D027500400205 
   1468.0   40.0          1.5      0.2         1.                 D027500400206 
   1468.0   45.0          1.2      0.3         1.                 D027500400207 
   1468.0   50.0          1.0      0.2         1.                 D027500400208 
   1478.4    8.0          8.8      1.5         2.                 D027500400209 
   1478.4   40.0          2.3      0.2         2.                 D027500400210 
   1478.4   45.0          0.7      0.3         2.                 D027500400211 
   1478.4   50.0          1.2      0.3         2.                 D027500400212 
   1487.8    8.0          8.4      1.8         4.                 D027500400213 
   1487.8   40.0         11.0      0.4         4.                 D027500400214 
   1487.8   45.0          9.6      0.5         4.                 D027500400215 
   1487.8   50.0          7.6      1.0         4.                 D027500400216 
   1493.8    8.0          3.3      1.5         3.                 D027500400217 
   1493.8   40.0          1.3      0.3         3.                 D027500400218 
   1493.8   50.0          1.6      1.0         3.                 D027500400219 
   1508.4    8.0         36.2      2.7         2.                 D027500400220 
   1508.4   40.0         16.2      0.4         2.                 D027500400221 
   1508.4   45.0         14.1      0.5         2.                 D027500400222 
   1508.4   50.0          9.6      0.5         2.                 D027500400223 
   1520.4    8.0         14.7      1.9         2.                 D027500400224 
   1520.4   40.0          3.2      0.2         2.                 D027500400225 
   1520.4   45.0          1.5      0.3         2.                 D027500400226 
   1520.4   50.0          2.4      0.3         2.                 D027500400227 
   1532.2    8.0          4.3      1.3         4.                 D027500400228 
   1532.2   40.0          7.1      0.3         4.                 D027500400229 
   1532.2   45.0          5.7      0.4         4.                 D027500400230 
   1532.2   50.0          3.7      0.4         4.                 D027500400231 
   1541.0    8.0         35.7      2.9         2.                 D027500400232 
   1541.0   40.0         16.8      0.5         2.                 D027500400233 
   1541.0   45.0          8.9      0.5         2.                 D027500400234 
   1541.0   50.0          7.6      0.6         2.                 D027500400235 
   1549.1    8.0         11.8      1.9         2.                 D027500400236 
   1549.1   40.0          2.1      0.2         2.                 D027500400237 
   1549.1   50.0          0.6      0.4         2.                 D027500400238 
   1561.5    8.0         59.5      1.8         1.                 D027500400239 
   1561.5   40.0         15.1      0.4         1.                 D027500400240 
   1561.5   45.0         10.0      0.5         1.                 D027500400241 
   1561.5   50.0         10.0      0.4         1.                 D027500400242 
   1572.2    8.0        160.0      3.2         0.                 D027500400243 
   1572.2   40.0         55.6      0.8         0.                 D027500400244 
   1572.2   45.0         53.1      1.1         0.                 D027500400245 
   1572.2   50.0         35.3      0.8         0.                 D027500400246 
   1580.5    8.0         91.9      2.6         2.                 D027500400247 
   1580.5   40.0         33.4      0.7         2.                 D027500400248 
   1580.5   45.0         25.4      0.9         2.                 D027500400249 
   1580.5   50.0         20.0      0.7         2.                 D027500400250 
   1592.4    8.0          9.6      0.9         2.                 D027500400251 
   1592.4   40.0          3.8      0.3         2.                 D027500400252 
   1592.4   45.0          4.1      0.4         2.                 D027500400253 
   1592.4   50.0          3.8      0.3         2.                 D027500400254 
   1603.2    8.0         82.4      2.1         1.                 D027500400255 
   1603.2   40.0         11.1      0.4         1.                 D027500400256 
   1603.2   45.0          7.4      0.4         1.                 D027500400257 
   1603.2   50.0          6.4      0.4         1.                 D027500400258 
   1611.1    8.0          3.6      0.7         3.                 D027500400259 
   1611.1   40.0          2.0      0.3         3.                 D027500400260 
   1611.1   50.0          0.9      0.3         3.                 D027500400261 
   1622.2    8.0          3.4      0.6         5.                 D027500400262 
   1622.2   40.0          7.0      0.3         5.                 D027500400263 
   1622.2   45.0          7.1      0.4         5.                 D027500400264 
   1622.2   50.0          7.5      0.3         5.                 D027500400265 
   1631.4    8.0          4.4      0.7         4.                 D027500400266 
   1631.4   40.0          4.8      0.3         4.                 D027500400267 
   1631.4   45.0          5.2      0.4         4.                 D027500400268 
   1631.4   50.0          4.6      0.3         4.                 D027500400269 
   1637.9    8.0          8.3      0.9         1.                 D027500400270 
   1637.9   40.0          4.8      0.3         1.                 D027500400271 
   1637.9   45.0          6.0      0.4         1.                 D027500400272 
   1637.9   50.0          3.5      0.4         1.                 D027500400273 
   1644.0    8.0          5.6      0.8         3.                 D027500400274 
   1644.0   40.0          2.7      0.2         3.                 D027500400275 
   1644.0   50.0          1.6      0.3         3.                 D027500400276 
   1657.1    8.0         33.8      1.4         2.                 D027500400277 
   1657.1   40.0         13.6      0.4         2.                 D027500400278 
   1657.1   45.0          9.4      0.5         2.                 D027500400279 
   1657.1   50.0          8.5      0.4         2.                 D027500400280 
   1668.3    8.0         12.9      1.6         2.                 D027500400281 
   1668.3   40.0          8.0      1.6         2.                 D027500400282 
   1668.3   45.0          8.4      0.9         2.                 D027500400283 
   1668.3   50.0         10.2      1.1         2.                 D027500400284 
   1673.0    8.0          9.2      1.6         4.                 D027500400285 
   1673.0   40.0          7.1      1.6         4.                 D027500400286 
   1673.0   45.0          5.7      0.9         4.                 D027500400287 
   1673.0   50.0          3.6      1.1         4.                 D027500400288 
   1682.9    8.0          1.4      0.5         3.                 D027500400289 
   1682.9   40.0          1.5      0.2         3.                 D027500400290 
   1682.9   50.0          1.0      0.3         3.                 D027500400291 
   1690.6    8.0         18.6      1.0         2.                 D027500400292 
   1690.6   40.0          8.7      0.3         2.                 D027500400293 
   1690.6   45.0          5.0      0.8         2.                 D027500400294 
   1690.6   50.0          7.6      0.4         2.                 D027500400295 
   1702.8    8.0          9.0      0.8         3.                 D027500400296 
   1702.8   40.0          6.1      0.3         3.                 D027500400297 
   1702.8   45.0          3.1      0.4         3.                 D027500400298 
   1702.8   50.0          3.5      0.3         3.                 D027500400299 
   1713.0    8.0          1.4      0.4         2.                 D027500400300 
   1713.0   40.0          1.7      0.3         2.                 D027500400301 
   1713.0   50.0          0.7      0.2         2.                 D027500400302 
   1719.0    8.0          4.2      0.6         2.                 D027500400303 
   1719.0   40.0          1.5      0.3         2.                 D027500400304 
   1719.0   45.0          0.8      0.2         2.                 D027500400305 
   1719.0   50.0          2.1      0.2         2.                 D027500400306 
   1730.5    8.0          3.8      0.5         3.                 D027500400307 
   1730.5   40.0          2.4      0.2         3.                 D027500400308 
   1730.5   45.0          1.5      0.3         3.                 D027500400309 
   1730.5   50.0          1.5      0.2         3.                 D027500400310 
   1745.8    8.0          4.4      0.6         2.                 D027500400311 
   1745.8   40.0          1.5      0.2         2.                 D027500400312 
   1745.8   50.0          1.3      0.2         2.                 D027500400313 
   1753.0    8.0          2.5      0.6         0.                 D027500400314 
   1753.0   40.0          1.5      0.2         0.                 D027500400315 
   1753.0   45.0          1.5      0.3         0.                 D027500400316 
   1753.0   50.0          1.3      0.2         0.                 D027500400317 
   1760.0    8.0          3.9      0.6         1.                 D027500400318 
   1760.0   50.0          0.6      0.2         1.                 D027500400319 
   1773.4    8.0         20.3      2.2         1.                 D027500400320 
   1773.4   40.0          4.6      0.2         1.                 D027500400321 
   1773.4   45.0          1.3      0.3         1.                 D027500400322 
   1773.4   50.0          2.1      0.2         1.                 D027500400323 
   1783.8    8.0         10.3      3.1         3.                 D027500400324 
   1783.8   40.0          3.9      0.3         3.                 D027500400325 
   1783.8   45.0          2.2      0.3         3.                 D027500400326 
   1783.8   50.0          2.0      0.4         3.                 D027500400327 
   1792.0    8.0          3.8      3.1         4.                 D027500400328 
   1792.0   40.0          2.6      0.3         4.                 D027500400329 
   1792.0   50.0          1.3      0.4         4.                 D027500400330 
   1807.1    8.0          5.7      1.6         3.                 D027500400331 
   1807.1   40.0          2.8      0.3         3.                 D027500400332 
   1807.1   45.0          1.5      0.4         3.                 D027500400333 
   1807.1   50.0          2.1      0.3         3.                 D027500400334 
   1813.3    8.0         24.6      2.5         2.                 D027500400335 
   1813.3   40.0         10.9      0.5         2.                 D027500400336 
   1813.3   45.0          7.2      0.6         2.                 D027500400337 
   1813.3   50.0          6.6      0.3         2.                 D027500400338 
   1823.8    8.0          4.6      1.4         1.                 D027500400339 
   1823.8   40.0          1.9      0.3         1.                 D027500400340 
   1823.8   45.0          1.2      0.6         1.                 D027500400341 
   1823.8   50.0          0.8      0.2         1.                 D027500400342 
   1830.8    8.0          5.6      1.5         2.                 D027500400343 
   1830.8   40.0          2.6      0.2         2.                 D027500400344 
   1830.8   45.0          1.5      0.3         2.                 D027500400345 
   1830.8   50.0          1.4      0.2         2.                 D027500400346 
   1841.1    8.0        139.2      5.5         0.                 D027500400347 
   1841.1   40.0         50.0      0.7         0.                 D027500400348 
   1841.1   45.0         49.4      1.0         0.                 D027500400349 
   1841.1   50.0         27.3      0.6         0.                 D027500400350 
   1850.8    8.0          7.7      1.9         0.                 D027500400351 
   1850.8   40.0          3.6      0.3         0.                 D027500400352 
   1850.8   45.0          5.0      0.5         0.                 D027500400353 
   1850.8   50.0          1.8      0.3         0.                 D027500400354 
   1859.4    8.0          2.7      1.0         3.                 D027500400355 
   1859.4   40.0          2.3      0.2         3.                 D027500400356 
   1859.4   45.0          0.8      0.3         3.                 D027500400357 
   1859.4   50.0          1.4      0.2         3.                 D027500400358 
   1868.2    8.0         16.7      2.4         2.                 D027500400359 
   1868.2   40.0          8.8      0.4         2.                 D027500400360 
   1868.2   45.0          8.1      0.5         2.                 D027500400361 
   1868.2   50.0          6.2      0.4         2.                 D027500400362 
   1874.2    8.0         11.6      2.2         2.                 D027500400363 
   1874.2   40.0          6.1      0.4         2.                 D027500400364 
   1874.2   45.0          4.9      0.5         2.                 D027500400365 
   1874.2   50.0          3.5      0.4         2.                 D027500400366 
   1883.5    8.0         50.2      3.4         2.                 D027500400367 
   1883.5   40.0          9.1      0.3         2.                 D027500400368 
   1883.5   45.0         10.0      0.5         2.                 D027500400369 
   1883.5   50.0          8.3      0.4         2.                 D027500400370 
   1891.5    8.0          4.2      1.5         2.                 D027500400371 
   1891.5   40.0          3.2      0.2         2.                 D027500400372 
   1891.5   45.0          2.5      0.4         2.                 D027500400373 
   1891.5   50.0          3.1      0.3         2.                 D027500400374 
   1899.7    8.0          5.7      1.3         2.                 D027500400375 
   1899.7   40.0          4.6      0.3         2.                 D027500400376 
   1899.7   45.0          2.8      0.3         2.                 D027500400377 
   1899.7   50.0          3.0      0.2         2.                 D027500400378 
   1909.4    8.0          6.5      1.4         2.                 D027500400379 
   1909.4   40.0          2.8      0.2         2.                 D027500400380 
   1909.4   45.0          1.8      0.3         2.                 D027500400381 
   1909.4   50.0          2.3      0.2         2.                 D027500400382 
   1917.9    8.0          8.7      1.6         2.                 D027500400383 
   1917.9   40.0          4.8      0.3         2.                 D027500400384 
   1917.9   45.0          5.2      0.4         2.                 D027500400385 
   1917.9   50.0          5.2      0.4         2.                 D027500400386 
   1925.9    8.0          6.0      2.2         2.                 D027500400387 
   1925.9   40.0          2.4      0.3         2.                 D027500400388 
   1925.9   45.0          2.9      0.3         2.                 D027500400389 
   1925.9   50.0          2.2      0.4         2.                 D027500400390 
   1930.0    8.0          3.2      2.0         3.                 D027500400391 
   1930.0   40.0          2.8      0.3         3.                 D027500400392 
   1930.0   50.0          1.9      0.3         3.                 D027500400393 
   1938.4    8.0          4.5      1.3         4.                 D027500400394 
   1938.4   40.0          3.8      0.3         4.                 D027500400395 
   1938.4   45.0          6.8      0.5         4.                 D027500400396 
   1938.4   50.0          4.4      0.3         4.                 D027500400397 
   1946.2    8.0         16.6      2.0         1.                 D027500400398 
   1946.2   40.0          2.3      0.2         1.                 D027500400399 
   1946.2   45.0          1.9      0.4         1.                 D027500400400 
   1946.2   50.0          2.0      0.2         1.                 D027500400401 
   1954.6    8.0         28.7      2.5         1.                 D027500400402 
   1954.6   40.0          4.7      0.3         1.                 D027500400403 
   1954.6   45.0          3.3      0.4         1.                 D027500400404 
   1954.6   50.0          3.5      0.5         1.                 D027500400405 
   1964.6    8.0        383.7      8.2         2.                 D027500400406 
   1964.6   40.0        187.3      1.7         2.                 D027500400407 
   1964.6   45.0        149.6      2.0         2.                 D027500400408 
   1964.6   50.0        120.3      3.1         2.                 D027500400409 
   1972.5    8.0         23.1      3.9         2.                 D027500400410 
   1972.5   40.0         13.0      0.9         2.                 D027500400411 
   1972.5   45.0         15.9      1.1         2.                 D027500400412 
   1972.5   50.0         11.2      1.8         2.                 D027500400413 
   1980.3    8.0         28.2      2.8         0.                 D027500400414 
   1980.3   40.0         13.8      0.6         0.                 D027500400415 
   1980.3   45.0         12.3      0.6         0.                 D027500400416 
   1980.3   50.0          7.8      1.1         0.                 D027500400417 
   1989.0    8.0          8.5      1.8         1.                 D027500400418 
   1989.0   40.0          4.8      0.4         1.                 D027500400419 
   1989.0   45.0          3.2      0.4         1.                 D027500400420 
   1989.0   50.0          3.2      0.8         1.                 D027500400421 
   1997.1    8.0        131.2      4.6         0.                 D027500400422 
   1997.1   40.0         41.0      0.7         0.                 D027500400423 
   1997.1   45.0         41.2      1.0         0.                 D027500400424 
   1997.1   50.0         24.9      1.3         0.                 D027500400425 
   2006.4    8.0         12.4      2.2         3.                 D027500400426 
   2006.4   40.0          7.0      0.4         3.                 D027500400427 
   2006.4   45.0          4.9      0.5         3.                 D027500400428 
   2006.4   50.0          5.9      0.8         3.                 D027500400429 
   2012.9    8.0         20.6      2.4         3.                 D027500400430 
   2012.9   40.0          4.4      0.3         3.                 D027500400431 
   2012.9   45.0          2.4      0.4         3.                 D027500400432 
   2012.9   50.0          3.2      0.6         3.                 D027500400433 
   2032.7    8.0         82.2      4.2         2.                 D027500400434 
   2032.7   40.0         36.7      0.8         2.                 D027500400435 
   2032.7   45.0         29.2      1.0         2.                 D027500400436 
   2032.7   50.0         23.7      2.5         2.                 D027500400437 
