ENTRY            D0324   20050407                             D041D032400000001 
SUBENT        D0324001   20050407                             D041D032400100001 
BIB                 11         21                                 D032400100002 
TITLE      Angular distributions of the 12C(a,a)12C reaction      D032400100003 
           excitation function at the 20-24 energy range          D032400100004 
AUTHOR     (J.Aguilar,C.Fernandez Pineda,J.L.Ferrero,A.Garcia,    D032400100005 
           J.M.Chaveli,F.Senent,J.B.A.England)                    D032400100006 
INSTITUTE  (2SPNJNE,2SPNVAL,2UK BIR)                              D032400100007 
REFERENCE  (J,ARS,64,273,1968) In Spanish                         D032400100008 
FACILITY   (CYCLO,2UK BIR)                                        D032400100009 
SAMPLE     Gas target (acetylene)                                 D032400100010 
DETECTOR   (PLATE) Ilford K1 emulsions, size 5 x 2 inches,        D032400100011 
           100 mu-m thick. 2-7 plates were used.                  D032400100012 
           (SOLST) Au-Si solid state detector.                    D032400100013 
           The beam energy was monitored by measuring the energy  D032400100014 
           of the aplha - particles scattered at an angle of      D032400100015 
           45 degr. by a 0.3 mg/cm2 silver foil.                  D032400100016 
ANALYSIS   Part of the data analysis was done in Valencia and     D032400100017 
           another part was done in Madrid                        D032400100018 
MONITOR    Flux monitored by Faraday cap                          D032400100019 
ERR-ANALYS (ERR-DIG) Digitizing error                             D032400100020 
           (DATA-ERR) Experimental error                          D032400100021 
           (EN-ERR) Scale error                                   D032400100022 
HISTORY    (20050407C) SD                                         D032400100023 
ENDBIB              21          0                                 D032400100024 
COMMON               1          3                                 D032400100025 
EN-RSL                                                            D032400100026 
MEV                                                               D032400100027 
  0.15                                                            D032400100028 
ENDCOMMON            3          0                                 D032400100029 
ENDSUBENT           28          0                                 D032400199999 
SUBENT        D0324002   20050407                             D041D032400200001 
BIB                  4          5                                 D032400200002 
REACTION   (6-C-12(A,EL)6-C-12,,DA)                               D032400200003 
DETECTOR   (PLATE) Ilford K1 emulsions, size 5 x 2 inches,        D032400200004 
           100 mu-m thick. 7 plates were used.                    D032400200005 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           D032400200006 
STATUS     (CURVE)Curves from fig.1 of the article                D032400200007 
ENDBIB               5          0                                 D032400200008 
COMMON               2          3                                 D032400200009 
ANG-ERR-D  ERR-DIG                                                D032400200010 
ADEG       PER-CENT                                               D032400200011 
  1.        0.5                                                   D032400200012 
ENDCOMMON            3          0                                 D032400200013 
DATA                 5        200                                 D032400200014 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              D032400200015 
 23.950     0.18       159.38     16.060     1.9299               D032400200058 
 23.950     0.18       162.87     11.500     1.5794               D032400200059 
 23.950     0.18       164.82     26.058     1.9742               D032400200060 
 23.950     0.18       166.73     14.438     1.9821               D032400200061 
 23.950     0.18       168.18     45.274     4.2462               D032400200062 
 23.950     0.18       170.13     101.58     12.212               D032400200063 
 23.950     0.18       173.64     303.37     46.812               D032400200064 
 21.780     0.16       16.113     1760.9     179.51               D032400200065 
 21.780     0.16       18.733     710.13     72.919               D032400200066 
 21.780     0.16       22.805     140.38     9.9366               D032400200067 
 21.780     0.16       26.069     85.343     12.351               D032400200068 
 21.780     0.16       29.210     162.74     23.545               D032400200069 
 21.780     0.16       33.055     268.05     16.171               D032400200070 
 21.780     0.16       36.034     270.84     24.895               D032400200071 
 21.780     0.16       39.302     158.35     17.959               D032400200072 
 21.780     0.16       42.348     86.455     9.8093               D032400200073 
 21.780     0.16       45.567     9.4155     1.2037               D032400200074 
 21.780     0.16       48.949     16.125     3.8605               D032400200075 
 21.780     0.16       51.367     42.442     5.4258               D032400200076 
 21.780     0.16       54.743     77.076     7.8540               D032400200077 
 21.780     0.16       58.161     93.773     5.6614               D032400200078 
 21.780     0.16       60.683     94.740     8.7080               D032400200079 
 21.780     0.16       64.646     51.735     5.7256               D032400200080 
 21.780     0.16       67.421     41.345     3.4803               D032400200081 
 21.780     0.16       71.006     10.744     1.5544               D032400200082 
 21.780     0.16       73.884     3.2958    0.36475               D032400200083 
 21.780     0.16       77.172     1.6005    0.24492               D032400200084 
 21.780     0.16       80.020     5.5383    0.41640               D032400200085 
 21.780     0.16       82.548     5.2256    0.66825               D032400200086 
 21.780     0.16       85.105     3.7872    0.45159               D032400200087 
 21.780     0.16       88.386     1.9693    0.35571               D032400200088 
 21.780     0.16       93.721     1.1076    0.29740               D032400200089 
 21.780     0.16       99.562     3.4444    0.46648               D032400200090 
 21.780     0.16       104.82     4.1513    0.60076               D032400200091 
 21.780     0.16       109.05     1.5948    0.41673               D032400200092 
 21.780     0.16       114.81     1.2264    0.42855               D032400200093 
 21.780     0.16       119.94     4.5909    0.47118               D032400200094 
 21.780     0.16       123.97     10.855     1.3882               D032400200095 
 21.780     0.16       128.31     13.736     1.2785               D032400200096 
 21.780     0.16       133.39     9.7670    0.89773               D032400200097 
 21.780     0.16       136.37     9.1267     1.0890               D032400200098 
 21.780     0.16       140.54     6.3012    0.69686               D032400200099 
 21.780     0.16       145.07     10.482    0.88237               D032400200100 
 21.780     0.16       152.96     4.6659    0.63605               D032400200101 
 21.780     0.16       156.32     9.7154     2.0301               D032400200102 
 21.780     0.16       159.53     9.8169     1.9757               D032400200103 
 21.780     0.16       163.16     13.695     1.8674               D032400200104 
 21.780     0.16       165.82     32.059     3.8252               D032400200105 
 21.780     0.16       169.15     91.255     9.2988               D032400200106 
 21.780     0.16       170.02     132.30     21.341               D032400200107 
 21.780     0.16       171.30     341.41     31.364               D032400200108 
 21.780     0.16       173.34     407.22     45.051               D032400200109 
 20.560     0.23       15.616     668.88     83.111               D032400200110 
 20.560     0.23       19.222     116.72     22.408               D032400200111 
 20.560     0.23       23.263     25.995     2.6454               D032400200112 
 20.560     0.23       26.103     114.60     23.039               D032400200113 
 20.560     0.23       29.010     247.83     16.361               D032400200114 
 20.560     0.23       33.139     245.59     18.440               D032400200115 
 20.560     0.23       36.169     146.51     9.6721               D032400200116 
 20.560     0.23       39.228     64.589     7.6940               D032400200117 
 20.560     0.23       42.413     7.6282    0.57248               D032400200118 
 20.560     0.23       48.450     38.198     2.1705               D032400200119 
 20.560     0.23       51.577     91.074     8.4660               D032400200120 
 20.560     0.23       55.227     111.85     8.3985               D032400200121 
 20.560     0.23       58.219     99.547     9.2608               D032400200122 
 20.560     0.23       60.979     91.222     5.1902               D032400200123 
 20.560     0.23       63.989     66.793     2.5565               D032400200124 
 20.560     0.23       67.272     31.222     3.4474               D032400200125 
 20.560     0.23       71.251     13.370     1.5926               D032400200126 
 20.560     0.23       73.799     10.278    0.77170               D032400200127 
 20.560     0.23       76.381     5.5069    0.56021               D032400200128 
 20.560     0.23       79.320     8.5468    0.69346               D032400200129 
 20.560     0.23       82.518     9.7080    0.99449               D032400200130 
 20.560     0.23       85.486     11.135    0.78702               D032400200131 
 20.560     0.23       88.717     8.9014     1.5027               D032400200132 
 20.560     0.23       91.249     8.0775    0.65608               D032400200133 
 20.560     0.23       93.594     4.6791    0.51681               D032400200134 
 20.560     0.23       96.879     2.1241    0.21778               D032400200135 
 20.560     0.23       98.552     1.0525    0.18983               D032400200136 
 20.560     0.23       99.966    0.69881    0.11013               D032400200137 
 20.560     0.23       101.82    0.58075    0.10763               D032400200138 
 20.560     0.23       104.34    0.58100    0.88780E-01           D032400200139 
 20.560     0.23       107.22     1.7002    0.28763               D032400200140 
 20.560     0.23       110.13     3.6057    0.48744               D032400200141 
 20.560     0.23       116.50     6.1734    0.63268               D032400200142 
 20.560     0.23       121.76     7.1528    0.85206               D032400200143 
 20.560     0.23       124.50     7.5140    0.93297               D032400200144 
 20.560     0.23       127.72     7.1602     1.0483               D032400200145 
 20.560     0.23       129.08     8.7051    0.88556               D032400200146 
 20.560     0.23       130.95     5.6135    0.95004               D032400200147 
 20.560     0.23       133.25     5.2964    0.71648               D032400200148 
 20.560     0.23       135.09     4.9003    0.71699               D032400200149 
 20.560     0.23       136.78     2.1810    0.46983               D032400200150 
 20.560     0.23       139.33     1.5060    0.48662               D032400200151 
 20.560     0.23       141.33     2.9249    0.44704               D032400200152 
 20.560     0.23       143.86     2.9549    0.52392               D032400200153 
 20.560     0.23       145.70     2.5534    0.62925               D032400200154 
 20.560     0.23       148.90     2.9287    0.86753               D032400200155 
 20.560     0.23       151.25     1.6801    0.28434               D032400200156 
 20.560     0.23       153.04     2.4829    0.47962               D032400200157 
 20.560     0.23       154.47     1.4103    0.19205               D032400200158 
 20.560     0.23       156.30     1.5252    0.19473               D032400200159 
 20.560     0.23       157.87     2.2984    0.54935               D032400200160 
 20.560     0.23       159.44     3.1723    0.51104               D032400200161 
 20.560     0.23       161.24     4.3786    0.55889               D032400200162 
 20.560     0.23       162.14     5.5348    0.65912               D032400200163 
 20.560     0.23       165.06     10.963     1.3607               D032400200164 
 20.560     0.23       166.19     12.089     1.5435               D032400200165 
 20.560     0.23       169.73     46.951     7.3973               D032400200166 
 20.560     0.23       171.99     67.390     6.9005               D032400200167 
 20.560     0.23       173.59     75.045     11.470               D032400200168 
 20.080     0.17       13.131     2553.7     180.37               D032400200169 
 20.080     0.17       15.448     2123.0     127.90               D032400200170 
 20.080     0.17       19.231     892.28     63.021               D032400200171 
 20.080     0.17       22.602     263.97     29.868               D032400200172 
 20.080     0.17       26.078     35.109     2.9494               D032400200173 
 20.080     0.17       28.873     25.220     5.2616               D032400200174 
 20.080     0.17       33.744     94.163     12.811               D032400200175 
 20.080     0.17       35.769     126.22     12.925               D032400200176 
 20.080     0.17       39.272     78.343     9.3260               D032400200177 
 20.080     0.17       42.089     47.680     5.9178               D032400200178 
 20.080     0.17       46.142     14.669     1.6607               D032400200179 
 20.080     0.17       48.719     9.6517     1.1489               D032400200180 
 20.080     0.17       51.841     18.927     2.4158               D032400200181 
 20.080     0.17       54.499     38.589     2.7255               D032400200182 
 20.080     0.17       58.116     57.045     3.4365               D032400200183 
 20.080     0.17       60.836     72.837     9.8467               D032400200184 
 20.080     0.17       64.315     53.883     3.8057               D032400200185 
 20.080     0.17       70.138     27.003     2.0275               D032400200186 
 20.080     0.17       73.642     16.598     2.2429               D032400200187 
 20.080     0.17       76.276     7.1114     1.3728               D032400200188 
 20.080     0.17       82.177     11.261     1.2741               D032400200189 
 20.080     0.17       88.335     14.531     1.6450               D032400200190 
 20.080     0.17       94.125     9.3834    0.96035               D032400200191 
 20.080     0.17       96.915     7.0084     1.5089               D032400200192 
 20.080     0.17       99.613     1.8442    0.53316               D032400200193 
 20.080     0.17       102.08     2.7790    0.78398               D032400200194 
 20.080     0.17       105.04     3.3470    0.72412               D032400200195 
 20.080     0.17       109.81     4.7597    0.43623               D032400200196 
 20.080     0.17       113.61     10.093     1.2526               D032400200197 
 20.080     0.17       115.16     14.624     1.6556               D032400200198 
 20.080     0.17       119.74     15.674     1.2706               D032400200199 
 20.080     0.17       124.11     13.689     1.4018               D032400200200 
 20.080     0.17       128.25     12.551     1.0174               D032400200201 
 20.080     0.17       130.13     9.3723     1.2670               D032400200202 
 20.080     0.17       133.20     4.5586    0.58162               D032400200203 
 20.080     0.17       136.87     4.6980    0.59940               D032400200204 
 20.080     0.17       140.97     5.7710    0.52926               D032400200205 
 20.080     0.17       145.32     5.8336    0.69472               D032400200206 
 20.080     0.17       148.79     4.5755    0.54467               D032400200207 
 20.080     0.17       152.49     3.7682    0.34558               D032400200208 
 20.080     0.17       156.65     2.8989    0.49020               D032400200209 
 20.080     0.17       159.57     4.6776    0.39295               D032400200210 
 20.080     0.17       159.72     8.1544     1.5097               D032400200211 
 20.080     0.17       163.57     11.938     1.9215               D032400200212 
 20.080     0.17       166.62     40.414     3.3970               D032400200213 
 20.080     0.17       168.45     44.139     3.7080               D032400200214 
 20.080     0.17       170.67     76.239     12.271               D032400200215 
 20.080     0.17       173.51     218.66     26.040               D032400200216 
ENDDATA            202          0                                 D032400200217 
ENDSUBENT          216          0                                 D032400299999 
SUBENT        D0324003   20050407                             D041D032400300001 
BIB                  4          5                                 D032400300002 
REACTION   (6-C-12(A,EL)6-C-12,,DA)                               D032400300003 
DETECTOR   (PLATE) Ilford K1 emulsions, size 5 x 2 inches,        D032400300004 
           100 mu-m thick. 3 plates were used.                    D032400300005 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           D032400300006 
STATUS     (CURVE)Curves from fig.2 of the article                D032400300007 
ENDBIB               5          0                                 D032400300008 
COMMON               2          3                                 D032400300009 
ANG-ERR-D  ERR-DIG                                                D032400300010 
ADEG       PER-CENT                                               D032400300011 
  1.        0.5                                                   D032400300012 
ENDCOMMON            3          0                                 D032400300013 
DATA                 5        121                                 D032400300014 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              D032400300015 
MEV        MEV        ADEG       MB/SR      MB/SR                 D032400300016 
 22.960     0.13       119.21     22.898     2.9454               D032400300017 
 22.960     0.13       121.51     21.574     1.7867               D032400300018 
 22.960     0.13       123.90     31.582     1.9689               D032400300019 
 22.960     0.13       126.21     26.366     2.5966               D032400300020 
 22.960     0.13       128.23     29.018     2.6185               D032400300021 
 22.960     0.13       130.40     24.860     2.0116               D032400300022 
 22.960     0.13       132.45     19.366     1.2943               D032400300023 
 22.960     0.13       134.76     16.592     1.6348               D032400300024 
 22.960     0.13       136.96     10.782    0.89290               D032400300025 
 22.960     0.13       138.84     11.662    0.94298               D032400300026 
 22.960     0.13       140.76     9.1632    0.90285               D032400300027 
 22.960     0.13       142.90     10.085     1.0055               D032400300028 
 22.960     0.13       144.92     10.631    0.85958               D032400300029 
 22.960     0.13       146.93     12.322     1.2135               D032400300030 
 22.960     0.13       148.82     12.765     1.4543               D032400300031 
 22.960     0.13       151.11     13.457     1.2200               D032400300032 
 22.960     0.13       152.99     14.810     1.4585               D032400300033 
 22.960     0.13       154.87     16.726     1.2513               D032400300034 
 22.960     0.13       156.11     12.475     1.2286               D032400300035 
 22.960     0.13       157.87     11.853     1.2948               D032400300036 
 22.960     0.13       159.50     11.069     1.1042               D032400300037 
 22.960     0.13       161.29     7.1293    0.77880               D032400300038 
 22.960     0.13       163.30     8.6287    0.85975               D032400300039 
 22.960     0.13       165.06     7.8520     1.0729               D032400300040 
 22.960     0.13       166.78     11.101     1.7556               D032400300041 
 22.960     0.13       168.67     11.500     2.0730               D032400300042 
 22.960     0.13       169.58     15.975     3.1040               D032400300043 
 22.960     0.13       171.92     41.721     6.1822               D032400300044 
 21.990     0.14       132.39     31.028     4.8950               D032400300045 
 21.990     0.14       136.80     13.596     3.6254               D032400300046 
 21.990     0.14       142.80     7.3302     2.1364               D032400300047 
 21.990     0.14       144.99     5.1096     1.5816               D032400300048 
 21.990     0.14       148.63     5.3424     1.2166               D032400300049 
 21.990     0.14       152.61     10.298     2.2065               D032400300050 
 21.990     0.14       156.23     13.587     1.8748               D032400300051 
 21.990     0.14       159.55     5.7493     1.4964               D032400300052 
 21.990     0.14       161.62     14.715     2.6156               D032400300053 
 21.990     0.14       163.45     26.913     3.4492               D032400300054 
 21.990     0.14       166.94     32.296     3.9160               D032400300055 
 21.990     0.14       168.73     81.940     8.0466               D032400300056 
 21.990     0.14       169.91     123.96     14.082               D032400300057 
 21.990     0.14       172.67     245.08     33.384               D032400300058 
 21.320     0.13       118.70     8.9736    0.73588               D032400300059 
 21.320     0.13       121.25     12.011     1.2644               D032400300060 
 21.320     0.13       123.53     14.507     1.0752               D032400300061 
 21.320     0.13       126.36     16.647     1.4959               D032400300062 
 21.320     0.13       128.52     14.903     1.1046               D032400300063 
 21.320     0.13       130.42     13.340    0.88260               D032400300064 
 21.320     0.13       132.31     13.008     1.1620               D032400300065 
 21.320     0.13       134.21     10.689    0.75733               D032400300066 
 21.320     0.13       135.98     8.8591    0.58640               D032400300067 
 21.320     0.13       136.92     9.0916    0.95707               D032400300068 
 21.320     0.13       139.07     11.860     1.0657               D032400300069 
 21.320     0.13       140.82     11.271    0.83537               D032400300070 
 21.320     0.13       142.71     12.496    0.92613               D032400300071 
 21.320     0.13       144.87     11.477     1.1199               D032400300072 
 21.320     0.13       146.89     12.616     1.3281               D032400300073 
 21.320     0.13       149.06     9.9335    0.70342               D032400300074 
 21.320     0.13       151.11     7.3665    0.65806               D032400300075 
 21.320     0.13       152.74     5.7011    0.35190               D032400300076 
 21.320     0.13       154.66     3.2150    0.25748               D032400300077 
 21.320     0.13       156.18     1.9918    0.14112               D032400300078 
 21.320     0.13       157.76     3.7213    0.47623               D032400300079 
 21.320     0.13       159.59     9.8746     1.1897               D032400300080 
 21.320     0.13       161.30     19.756     1.3071               D032400300081 
 21.320     0.13       163.29     35.368     3.4502               D032400300082 
 21.320     0.13       165.27     69.565     5.5687               D032400300083 
 21.320     0.13       166.60     96.326     6.8211               D032400300084 
 21.320     0.13       168.47     128.91     13.571               D032400300085 
 21.320     0.13       170.35     162.49     19.572               D032400300086 
 21.320     0.13       172.20     276.33     26.964               D032400300087 
 21.320     0.13       173.50     684.64     39.803               D032400300088 
 21.210     0.14       132.40     24.528     4.8768               D032400300089 
 21.210     0.14       134.31     20.343     4.3197               D032400300090 
 21.210     0.14       136.91     10.118     1.9424               D032400300091 
 21.210     0.14       141.23     10.303     1.6157               D032400300092 
 21.210     0.14       144.72     14.878     2.9168               D032400300093 
 21.210     0.14       148.62     17.965     2.0211               D032400300094 
 21.210     0.14       152.68     15.294     1.8363               D032400300095 
 21.210     0.14       154.83     16.105     1.6895               D032400300096 
 21.210     0.14       156.43     24.258     1.5992               D032400300097 
 21.210     0.14       158.03     32.985     3.2074               D032400300098 
 21.210     0.14       159.62     50.107     4.8708               D032400300099 
 21.210     0.14       162.32     48.460     4.3376               D032400300100 
 21.210     0.14       168.87     132.73     7.6929               D032400300101 
 21.210     0.14       170.08     153.47     13.737               D032400300102 
 21.210     0.14       173.24     510.98     25.479               D032400300103 
 21.000     0.13       118.60     8.3523    0.48038               D032400300104 
 21.000     0.13       121.56     11.143    0.81741               D032400300105 
 21.000     0.13       123.58     12.030    0.88215               D032400300106 
 21.000     0.13       126.30     7.6859    0.91622               D032400300107 
 21.000     0.13       128.60     6.2232    0.30808               D032400300108 
 21.000     0.13       130.64     4.5520    0.27778               D032400300109 
 21.000     0.13       132.41     3.1646    0.22174               D032400300110 
 21.000     0.13       134.32     2.1090    0.26711               D032400300111 
 21.000     0.13       136.35     2.1098    0.17114               D032400300112 
 21.000     0.13       139.13     6.1311    0.54141               D032400300113 
 21.000     0.13       141.00     8.0407    0.46246               D032400300114 
 21.000     0.13       142.88     10.725     1.0356               D032400300115 
 21.000     0.13       145.03     12.601     1.0228               D032400300116 
 21.000     0.13       146.78     15.575     1.7401               D032400300117 
 21.000     0.13       148.95     12.295    0.90158               D032400300118 
 21.000     0.13       150.84     10.297     1.1005               D032400300119 
 21.000     0.13       152.62     7.0980    0.43315               D032400300120 
 21.000     0.13       154.66     4.3466    0.26525               D032400300121 
 21.000     0.13       157.03    0.99742    0.69861E-01           D032400300122 
 21.000     0.13       158.19     2.9721    0.39823               D032400300123 
 21.000     0.13       160.17     7.2910    0.64805               D032400300124 
 21.000     0.13       161.88     20.306     1.1679               D032400300125 
 21.000     0.13       163.60     36.730     3.5467               D032400300126 
 21.000     0.13       165.20     57.535     3.3091               D032400300127 
 21.000     0.13       166.93     87.128     7.0716               D032400300128 
 21.000     0.13       169.07     128.64     11.434               D032400300129 
 21.000     0.13       170.00     193.14     14.163               D032400300130 
 21.000     0.13       172.15     223.11     19.836               D032400300131 
 20.910     0.18       152.86     10.116     1.7601               D032400300132 
 20.910     0.18       159.71     17.667     2.2930               D032400300133 
 20.910     0.18       163.62     18.791     2.1523               D032400300134 
 20.910     0.18       166.59     20.510     2.9695               D032400300135 
 20.910     0.18       168.43     48.921     4.8427               D032400300136 
 20.910     0.18       170.03     65.759     7.5318               D032400300137 
ENDDATA            123          0                                 D032400300138 
ENDSUBENT          137          0                                 D032400399999 
SUBENT        D0324004   20050407                             D041D032400400001 
BIB                  4          5                                 D032400400002 
REACTION   (6-C-12(A,EL)6-C-12,,DA)                               D032400400003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          D032400400004 
FLAG       (1.) Data analysis was done in Valencia                D032400400005 
           Analysis data without flag was done in Madrid          D032400400006 
STATUS     (CURVE)Curves from fig.4 of the article                D032400400007 
ENDBIB               5          0                                 D032400400008 
COMMON               3          3                                 D032400400009 
ANG-CM     EN-ERR-DIG ERR-DIG                                     D032400400010 
ADEG       MEV        PER-CENT                                    D032400400011 
  173.32     0.05        0.3                                      D032400400012 
ENDCOMMON            3          0                                 D032400400013 
DATA                 5         10                                 D032400400014 
EN         EN-ERR     DATA-CM    DATA-ERR   FLAG                  D032400400015 
MEV        MEV        MB/SR      MB/SR      NO-DIM                D032400400016 
 20.103    0.15346     214.03     34.284                          D032400400017 
 20.561    0.21982     75.154     21.815     1.0000               D032400400018 
 20.906    0.17835     373.54     48.824                          D032400400019 
 21.001    0.12441     397.51     29.087     1.0000               D032400400020 
 21.215    0.15760     559.72     65.442                          D032400400021 
 21.304    0.16590     690.67     60.254     1.0000               D032400400022 
 21.781    0.16589     393.91     44.669                          D032400400023 
 22.006    0.16590     240.33     35.323                          D032400400024 
 22.949    0.13686     117.39     18.702     1.0000               D032400400025 
 23.967    0.19494     306.15     50.902                          D032400400026 
ENDDATA             12          0                                 D032400400027 
ENDSUBENT           26          0                                 D032400499999 
SUBENT        D0324005   20050407                             D041D032400500001 
BIB                  3          3                                 D032400500002 
REACTION   (6-C-12(A,EL)6-C-12,,DA)                               D032400500003 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          D032400500004 
STATUS     (CURVE)Curves from fig.5 of the article                D032400500005 
ENDBIB               3          0                                 D032400500006 
COMMON               3          3                                 D032400500007 
ANG        EN-ERR-DIG ERR-DIG                                     D032400500008 
ADEG       MEV        PER-CENT                                    D032400500009 
  172.85     0.05        0.3                                      D032400500010 
ENDCOMMON            3          0                                 D032400500011 
DATA                 4          3                                 D032400500012 
EN         EN-ERR     DATA       DATA-ERR                         D032400500013 
MEV        MEV        MB/SR      MB/SR                            D032400500014 
 20.081    0.21930     57.649     7.5024                          D032400500015 
 20.564    0.21930     19.830     5.1151                          D032400500016 
 21.782    0.14845     19.231     5.1151                          D032400500017 
ENDDATA              5          0                                 D032400500018 
ENDSUBENT           17          0                                 D032400599999 
ENDENTRY             5          0                                 D032499999999 
