ENTRY            D0891   20180223                             D115D089100000001 
SUBENT        D0891001   20180223                             D115D089100100001 
BIB                 13         24                                 D089100100002 
TITLE      A study of the Ca(p,n)Sc reactions (II).               D089100100003 
           Fluctuation analysis of the reaction 48Ca(p,n)48Sc     D089100100004 
AUTHOR     (W.R.McMurray, M.Peisach, R.Pretorius, P.van der Merwe,D089100100005 
           I.J.van Heerden)                                       D089100100006 
INSTITUTE  (3SAFSUN)                                              D089100100007 
REFERENCE  (J,NP/A,99,17,1967)                                    D089100100008 
           #doi:10.1016/0375-9474(67)90205-9                      D089100100009 
REL-REF    (M,,W.R.McMurray+,J,NP/A,99,6,1967)                    D089100100010 
           Experimental details are given.                        D089100100011 
           Values of energy levels are given.                     D089100100012 
FACILITY   (VDG,3SAFSUN) 5.5 MV accelerator.                      D089100100013 
INC-SOURCE Beam pulse length was 4 ns, beam current of protons    D089100100014 
           was 5 mu-A.                                            D089100100015 
DETECTOR   (SCIN) Detector with liquid NE-213 scintillator was    D089100100016 
           used.                                                  D089100100017 
SAMPLE     CaO (prepared from enriched CaCO(3) material) was      D089100100018 
           evaporated onto 0.025 cm tantalum discs 2.5 cm diam.   D089100100019 
METHOD     (BCINT)                                                D089100100020 
ERR-ANALYS (ERR-T) Absolute cross section error.                  D089100100021 
           (ERR-1) Uncertainty in detector efficiency.            D089100100022 
           (ERR-2) Uncertainty in target thickness.               D089100100023 
           (ERR-3,,5.) Uncertainty in counting statistics.        D089100100024 
STATUS     (CURVE) Figure 1 from Nucl.Phys.A99,17(1967).          D089100100025 
HISTORY    (20180223C) SS+On                                      D089100100026 
ENDBIB              24          0                                 D089100100027 
COMMON               5          3                                 D089100100028 
ERR-T      ERR-1      ERR-2      EN-ERR-DIG ERR-DIG               D089100100029 
      1397.                    7.         0.     4.6051     2.6969D089100200433 
      1397.                    7.         0.     4.6269     1.4837D089100200434 
      1397.                    7.         0.     4.6363     1.6928D089100200435 
      1397.                    7.         0.     4.6487     0.7307D089100200436 
      1397.                    7.         0.     4.6738     1.1905D089100200437 
      1397.                    7.         0.     4.6862     0.7721D089100200438 
      1397.                    7.         0.     4.7081     0.7301D089100200439 
      1397.                    7.         0.     4.7269     2.0266D089100200440 
      1397.                    7.         0.     4.7488     1.3990D089100200441 
      1397.                    7.         0.     4.7706     0.3949D089100200442 
      1397.                    7.         0.     4.7863     2.4443D089100200443 
      1397.                    7.         0.     4.8082     2.7788D089100200444 
      1397.                    7.        90.     4.8237     1.4803D089100200445 
      1397.                    7.        90.     4.8346     2.0448D089100200446 
      1397.                    7.        90.     4.8439     1.7838D089100200447 
      1397.                    7.        90.     4.8548     2.6090D089100200448 
      1397.                    7.        90.     4.8656     1.6526D089100200449 
      1397.                    7.        90.     4.8733     1.4351D089100200450 
      1397.                    7.        90.     4.8857     1.6954D089100200451 
      1397.                    7.        90.     4.8934     1.6951D089100200452 
      1397.                    7.        90.     4.9043     1.5209D089100200453 
      1397.                    7.        90.     4.9136     1.5640D089100200454 
      1397.                    7.        90.     4.9260     1.4332D089100200455 
      1397.                    7.        90.     4.9338     2.9103D089100200456 
      1397.                    7.        90.     4.9446     3.1272D089100200457 
      1397.                    7.        90.     4.9555     3.6048D089100200458 
      1397.                    7.        90.     4.9633     3.9521D089100200459 
      1397.                    7.        90.     4.9741     4.4732D089100200460 
      1397.                    7.        90.     4.9834     2.8217D089100200461 
      1397.                    7.        90.     4.9958     2.6909D089100200462 
      1397.                    7.        90.     5.0051     3.1685D089100200463 
      1397.                    7.        90.     5.0144     2.7771D089100200464 
      1397.                    7.        90.     5.0252     1.9946D089100200465 
      1397.                    7.        90.     5.0344     0.7776D089100200466 
      1397.                    7.        90.     5.0437     1.4291D089100200467 
      1397.                    7.        90.     5.0546     2.6019D089100200468 
      1397.                    7.        90.     5.0640     3.3837D089100200469 
      1397.                    7.        90.     5.0733     3.2965D089100200470 
      1397.                    7.        90.     5.0841     2.2967D089100200471 
      1397.                    7.        90.     5.0949     1.4272D089100200472 
      1397.                    7.        90.     5.1057     1.2096D089100200473 
      1397.                    7.        90.     5.1150     0.9051D089100200474 
      1397.                    7.        90.     5.1243     0.7310D089100200475 
      1397.                    7.        90.     5.1351     1.1216D089100200476 
      1397.                    7.        90.     5.1444     0.8606D089100200477 
      1397.                    7.        90.     5.1553     1.0340D089100200478 
      1397.                    7.        90.     5.1646     1.9896D089100200479 
      1397.                    7.        90.     5.1755     2.5976D089100200480 
      1397.                    7.        90.     5.1832     1.9455D089100200481 
      1397.                    7.        90.     5.1941     2.1624D089100200482 
      1397.                    7.        90.     5.2049     1.9448D089100200483 
      1397.                    7.        90.     5.2142     1.1188D089100200484 
      1397.                    7.        90.     5.2251     2.4220D089100200485 
      1397.                    7.        90.     5.2344     1.9872D089100200486 
      1397.                    7.        90.     5.2452     2.2475D089100200487 
      1397.                    7.        90.     5.2545     1.4650D089100200488 
      1397.                    7.        90.     5.2653     1.4646D089100200489 
      1397.                    7.        90.     5.2762     1.3774D089100200490 
      1397.                    7.        90.     5.2855     1.6812D089100200491 
      1397.                    7.        90.     5.2948     1.8547D089100200492 
      1397.                    7.        90.     5.3056     0.8983D089100200493 
      1397.                    7.        90.     5.3149     1.5063D089100200494 
      1397.                    7.        90.     5.3257     1.2452D089100200495 
      1397.                    7.        90.     5.3335     1.6795D089100200496 
      1397.                    7.        90.     5.3459     1.7660D089100200497 
      1397.                    7.        90.     5.3552     2.2436D089100200498 
      1397.                    7.        90.     5.3645     2.5909D089100200499 
      1397.                    7.        90.     5.3753     1.4173D089100200500 
      1397.                    7.        90.     5.3847     1.7646D089100200501 
      1397.                    7.        90.     5.3955     1.7207D089100200502 
      1397.                    7.        90.     5.4048     2.1549D089100200503 
      1397.                    7.        90.     5.4156     1.4593D089100200504 
      1397.                    7.        90.     5.4249     1.1983D089100200505 
      1397.                    7.        90.     5.4343     2.5450D089100200506 
      1397.                    7.        90.     5.4451     2.5880D089100200507 
      1397.                    7.        90.     5.4544     1.6318D089100200508 
      1397.                    7.        90.     5.4652     1.5445D089100200509 
      1397.                    7.        90.     5.4746     2.6739D089100200510 
      1397.                    7.        90.     5.4854     1.6741D089100200511 
      1397.                    7.        90.     5.4946     1.3696D089100200512 
      1397.                    7.        90.     5.5055     1.6734D089100200513 
      1397.                    7.        90.     5.5164     1.8468D089100200514 
      1397.                    7.        90.     5.5256     1.0209D089100200515 
      1397.                    7.        90.     5.5349     0.6295D089100200516 
      1397.                    7.        90.     5.5442     1.4982D089100200517 
      1397.                    7.        90.     5.5551     1.1068D089100200518 
      1397.                    7.        90.     5.5644     1.3237D089100200519 
      1397.                    7.        90.     5.5737     1.8448D089100200520 
      1397.                    7.        90.     5.5845     1.8444D089100200521 
      1397.                    7.        90.     5.5923     2.2786D089100200522 
      1397.                    7.        90.     5.6063     2.6692D089100200523 
      1397.                    7.        90.     5.6140     1.7999D089100200524 
      1397.                    7.        90.     5.6264     1.2780D089100200525 
      1397.                    7.        90.     5.6357     1.6253D089100200526 
      1397.                    7.        90.     5.6450     1.6250D089100200527 
      1883.                    6.         0.     4.0203     1.0133D089100200528 
      1883.                    6.         0.     4.0390     0.6900D089100200529 
      1883.                    6.         0.     4.0641     1.6798D089100200530 
      1883.                    6.         0.     4.0828     0.7706D089100200531 
      1883.                    6.         0.     4.1015     0.7099D089100200532 
      1883.                    6.         0.     4.1234     0.5482D089100200533 
      1883.                    6.         0.     4.1421     0.7905D089100200534 
      1883.                    6.         0.     4.1609     0.8107D089100200535 
      1883.                    6.         0.     4.1828     1.2146D089100200536 
      1883.                    6.         0.     4.2046     0.5276D089100200537 
      1883.                    6.         0.     4.2234     0.5679D089100200538 
      1883.                    6.         0.     4.2421     0.5477D089100200539 
      1883.                    6.         0.     4.2640     1.0930D089100200540 
      1883.                    6.         0.     4.2859     0.7091D089100200541 
      1883.                    6.         0.     4.3046     0.7090D089100200542 
      1883.                    6.         0.     4.3234     0.8907D089100200543 
      1883.                    6.         0.     4.3422     1.1735D089100200544 
      1883.                    6.         0.     4.3672     0.9107D089100200545 
      1883.                    6.         0.     4.3861     2.8703D089100200546 
      1883.                    6.         0.     4.4079     1.9207D089100200547 
      1883.                    6.         0.     4.4265     1.0519D089100200548 
      1883.                    6.         0.     4.4359     0.7892D089100200549 
      1883.                    6.         0.     4.4452     0.4457D089100200550 
      1883.                    6.         0.     4.4671     0.8497D089100200551 
      1883.                    6.         0.     4.4767     2.9305D089100200552 
      1883.                    6.         0.     4.4892     2.6476D089100200553 
      1883.                    6.         0.     4.5079     2.1020D089100200554 
      1883.                    6.         0.     4.5172     1.4151D089100200555 
      1883.                    6.         0.     4.5265     1.0312D089100200556 
      1883.                    6.         0.     4.5484     0.5867D089100200557 
      1883.                    6.         0.     4.5578     1.0715D089100200558 
      1883.                    6.         0.     4.5674     3.3543D089100200559 
      1883.                    6.         0.     4.5891     1.1319D089100200560 
      1883.                    6.         0.     4.5953     0.9097D089100200561 
      1883.                    6.         0.     4.6078     0.8288D089100200562 
      1883.                    6.         0.     4.6266     1.1722D089100200563 
      1883.                    6.         0.     4.6361     2.9297D089100200564 
      1883.                    6.         0.     4.6485     1.7984D089100200565 
      1883.                    6.         0.     4.6640     0.8690D089100200566 
      1883.                    6.         0.     4.6765     0.9901D089100200567 
      1883.                    6.         0.     4.6890     0.8083D089100200568 
      1883.                    6.         0.     4.7077     0.6466D089100200569 
      1883.                    6.         0.     4.7296     0.4646D089100200570 
      1883.                    6.         0.     4.7515     0.7474D089100200571 
      1883.                    6.         0.     4.7703     1.1917D089100200572 
      1883.                    6.         0.     4.7891     1.4745D089100200573 
      1883.                    6.         0.     4.8109     0.5451D089100200574 
      1883.                    6.        90.     4.8235     1.8743D089100200575 
      1883.                    6.        90.     4.8360     2.4341D089100200576 
      1883.                    6.        90.     4.8452     1.8940D089100200577 
      1883.                    6.        90.     4.8560     1.4938D089100200578 
      1883.                    6.        90.     4.8652     0.7936D089100200579 
      1883.                    6.        90.     4.8746     1.1135D089100200580 
      1883.                    6.        90.     4.8854     1.0333D089100200581 
      1883.                    6.        90.     4.8947     1.3131D089100200582 
      1883.                    6.        90.     4.9056     1.2530D089100200583 
      1883.                    6.        90.     4.9164     0.8728D089100200584 
      1883.                    6.        90.     4.9257     1.3326D089100200585 
      1883.                    6.        90.     4.9350     1.3525D089100200586 
      1883.                    6.        90.     4.9459     1.6923D089100200587 
      1883.                    6.        90.     4.9552     1.2921D089100200588 
      1883.                    6.        90.     4.9660     1.1920D089100200589 
      1883.                    6.        90.     4.9753     1.0918D089100200590 
      1883.                    6.        90.     4.9846     0.8917D089100200591 
      1883.                    6.        90.     4.9969     0.4515D089100200592 
      1883.                    6.        90.     5.0047     0.5913D089100200593 
      1883.                    6.        90.     5.0155     0.6312D089100200594 
      1883.                    6.        90.     5.0264     0.8310D089100200595 
      1883.                    6.        90.     5.0357     0.9508D089100200596 
      1883.                    6.        90.     5.0465     0.7906D089100200597 
      1883.                    6.        90.     5.0558     0.9705D089100200598 
      1883.                    6.        90.     5.0667     1.0903D089100200599 
      1883.                    6.        90.     5.0744     0.8502D089100200600 
      1883.                    6.        90.     5.0853     0.7900D089100200601 
      1883.                    6.        90.     5.0961     0.7298D089100200602 
      1883.                    6.        90.     5.1054     1.1697D089100200603 
      1883.                    6.        90.     5.1163     1.1895D089100200604 
      1883.                    6.        90.     5.1256     1.6093D089100200605 
      1883.                    6.        90.     5.1350     1.9492D089100200606 
      1883.                    6.        90.     5.1473     1.4890D089100200607 
      1883.                    6.        90.     5.1565     0.7288D089100200608 
      1883.                    6.        90.     5.1659     1.0887D089100200609 
      1883.                    6.        90.     5.1752     1.2885D089100200610 
      1883.                    6.        90.     5.1860     1.2683D089100200611 
      1883.                    6.        90.     5.1953     1.4482D089100200612 
      1883.                    6.        90.     5.2062     1.5480D089100200613 
      1883.                    6.        90.     5.2170     1.1878D089100200614 
      1883.                    6.        90.     5.2263     1.0277D089100200615 
      1883.                    6.        90.     5.2356     1.0475D089100200616 
      1883.                    6.        90.     5.2465     1.3273D089100200617 
      1883.                    6.        90.     5.2557     0.7672D089100200618 
      1883.                    6.        90.     5.2666     0.7670D089100200619 
      1883.                    6.        90.     5.2759     1.1668D089100200620 
      1883.                    6.        90.     5.2868     1.3867D089100200621 
      1883.                    6.        90.     5.3053     0.9664D089100200622 
      1883.                    6.        90.     5.3162     1.0062D089100200623 
      1883.                    6.        90.     5.3270     1.0860D089100200624 
      1883.                    6.        90.     5.3364     1.7658D089100200625 
      1883.                    6.        90.     5.3472     1.7257D089100200626 
      1883.                    6.        90.     5.3566     2.7855D089100200627 
      1883.                    6.        90.     5.3659     2.4654D089100200628 
      1883.                    6.        90.     5.3767     1.9852D089100200629 
      1883.                    6.        90.     5.3859     1.0450D089100200630 
      1883.                    6.        90.     5.3967     1.1048D089100200631 
      1883.                    6.        90.     5.4061     1.4247D089100200632 
      1883.                    6.        90.     5.4169     1.4445D089100200633 
      1883.                    6.        90.     5.4277     1.2043D089100200634 
      1883.                    6.        90.     5.4370     1.0842D089100200635 
      1883.                    6.        90.     5.4463     0.8840D089100200636 
      1883.                    6.        90.     5.4571     0.7039D089100200637 
      1883.                    6.        90.     5.4665     0.9037D089100200638 
      1883.                    6.        90.     5.4773     1.2835D089100200639 
      1883.                    6.        90.     5.4866     1.2834D089100200640 
      1883.                    6.        90.     5.4959     1.0832D089100200641 
      1883.                    6.        90.     5.5067     0.9430D089100200642 
      1883.                    6.        90.     5.5176     0.7429D089100200643 
      1883.                    6.        90.     5.5269     0.7227D089100200644 
      1883.                    6.        90.     5.5346     0.4826D089100200645 
      1883.                    6.        90.     5.5455     1.3424D089100200646 
      1883.                    6.        90.     5.5548     1.5222D089100200647 
      1883.                    6.        90.     5.5657     1.7020D089100200648 
      1883.                    6.        90.     5.5765     1.3819D089100200649 
      1883.                    6.        90.     5.5858     1.3617D089100200650 
      1883.                    6.        90.     5.5967     1.5415D089100200651 
      1883.                    6.        90.     5.6046     2.8814D089100200652 
      1883.                    6.        90.     5.6168     1.3812D089100200653 
      1883.                    6.        90.     5.6261     0.9211D089100200654 
      1883.                    6.        90.     5.6353     0.7009D089100200655 
      1883.                    6.        90.     5.6462     0.9007D089100200656 
      2080.                    7.         0.     4.0191     1.9893D089100200657 
      2080.                    7.         0.     4.0413     0.9917D089100200658 
      2080.                    7.         0.     4.0580     0.2550D089100200659 
      2080.                    7.         0.     4.0807     0.6060D089100200660 
      2080.                    7.         0.     4.0988     0.4209D089100200661 
      2080.                    7.         0.     4.1207     0.4808D089100200662 
      2080.                    7.         0.     4.1412     1.1692D089100200663 
      2080.                    7.         0.     4.1588     0.8002D089100200664 
      2080.                    7.         0.     4.1804     0.7375D089100200665 
      2080.                    7.         0.     4.1993     0.8436D089100200666 
      2080.                    7.         0.     4.2224     1.3479D089100200667 
      2080.                    7.         0.     4.2398     0.9023D089100200668 
      2080.                    7.         0.     4.2609     0.6557D089100200669 
      2080.                    7.         0.     4.2822     0.5011D089100200670 
      2080.                    7.         0.     4.3008     1.6340D089100200671 
      2080.                    7.         0.     4.3167     0.6062D089100200672 
      2080.                    7.         0.     4.3412     0.4820D089100200673 
      2080.                    7.         0.     4.3653     1.3693D089100200674 
      2080.                    7.         0.     4.3847     1.6593D089100200675 
      2080.                    7.         0.     4.4039     0.7079D089100200676 
      2080.                    7.         0.     4.4214     1.4730D089100200677 
      2080.                    7.         0.     4.4313     0.5069D089100200678 
      2080.                    7.         0.     4.4454     1.1496D089100200679 
      2080.                    7.         0.     4.4635     0.9339D089100200680 
      2080.                    7.         0.     4.4759     2.1132D089100200681 
      2080.                    7.         0.     4.4878     1.8979D089100200682 
      2080.                    7.         0.     4.5080     1.3142D089100200683 
      2080.                    7.         0.     4.5128     0.8081D089100200684 
      2080.                    7.         0.     4.5224     0.9148D089100200685 
      2080.                    7.         0.     4.5401     0.5612D089100200686 
      2080.                    7.         0.     4.5500     0.7904D089100200687 
      2080.                    7.         0.     4.5640     1.3566D089100200688 
      2080.                    7.         0.     4.5812     0.8344D089100200689 
      2080.                    7.         0.     4.5915     1.2015D089100200690 
      2080.                    7.         0.     4.6052     1.6758D089100200691 
      2080.                    7.         0.     4.6225     1.1996D089100200692 
      2080.                    7.         0.     4.6356     1.4286D089100200693 
      2080.                    7.         0.     4.6445     1.2748D089100200694 
      2080.                    7.         0.     4.6616     0.7066D089100200695 
      2080.                    7.         0.     4.6702     0.4149D089100200696 
      2080.                    7.         0.     4.6821     0.2302D089100200697 
      2080.                    7.         0.     4.7008     0.2597D089100200698 
      2080.                    7.         0.     4.7219     1.2085D089100200699 
      2080.                    7.         0.     4.7452     0.6093D089100200700 
      2080.                    7.         0.     4.7663     1.5581D089100200701 
      2080.                    7.         0.     4.7840     1.1892D089100200702 
      2080.                    7.         0.     4.8041     0.5902D089100200703 
      2080.                    7.        90.     4.8281     1.0863D089100200704 
      2080.                    7.        90.     4.8384     0.5614D089100200705 
      2080.                    7.        90.     4.8491     0.3539D089100200706 
      2080.                    7.        90.     4.8584     0.4005D089100200707 
      2080.                    7.        90.     4.8680     0.6057D089100200708 
      2080.                    7.        90.     4.8774     0.6999D089100200709 
      2080.                    7.        90.     4.8898     0.6827D089100200710 
      2080.                    7.        90.     4.8994     0.9514D089100200711 
      2080.                    7.        90.     4.9087     0.9662D089100200712 
      2080.                    7.        90.     4.9191     0.5365D089100200713 
      2080.                    7.        90.     4.9285     0.5990D089100200714 
      2080.                    7.        90.     4.9376     0.4234D089100200715 
      2080.                    7.        90.     4.9491     0.9458D089100200716 
      2080.                    7.        90.     4.9602     1.2303D089100200717 
      2080.                    7.        90.     4.9696     1.3086D089100200718 
      2080.                    7.        90.     4.9786     0.9743D089100200719 
      2080.                    7.        90.     4.9890     0.5922D089100200720 
      2080.                    7.        90.     4.9997     0.4164D089100200721 
      2080.                    7.        90.     5.0092     0.5265D089100200722 
      2080.                    7.        90.     5.0197     0.2555D089100200723 
      2080.                    7.        90.     5.0292     0.4290D089100200724 
      2080.                    7.        90.     5.0401     0.3961D089100200725 
      2080.                    7.        90.     5.0495     0.4744D089100200726 
      2080.                    7.        90.     5.0587     0.4416D089100200727 
      2080.                    7.        90.     5.0698     0.6149D089100200728 
      2080.                    7.        90.     5.0791     0.5822D089100200729 
      2080.                    7.        90.     5.0902     0.8190D089100200730 
      2080.                    7.        90.     5.0996     0.9132D089100200731 
      2080.                    7.        90.     5.1104     0.8643D089100200732 
      2080.                    7.        90.     5.1197     0.7839D089100200733 
      2080.                    7.        90.     5.1304     0.7034D089100200734 
      2080.                    7.        90.     5.1405     1.4165D089100200735 
      2080.                    7.        90.     5.1509     0.9868D089100200736 
      2080.                    7.        90.     5.1612     0.4777D089100200737 
      2080.                    7.        90.     5.1693     0.7308D089100200738 
      2080.                    7.        90.     5.1803     0.8883D089100200739 
      2080.                    7.        90.     5.1911     0.8394D089100200740 
      2080.                    7.        90.     5.2007     1.0923D089100200741 
      2080.                    7.        90.     5.2101     1.1389D089100200742 
      2080.                    7.        90.     5.2208     1.0424D089100200743 
      2080.                    7.        90.     5.2316     0.9778D089100200744 
      2080.                    7.        90.     5.2391     0.6754D089100200745 
      2080.                    7.        90.     5.2498     0.5155D089100200746 
      2080.                    7.        90.     5.2593     0.7525D089100200747 
      2080.                    7.        90.     5.2705     1.0686D089100200748 
      2080.                    7.        90.     5.2813     0.9405D089100200749 
      2080.                    7.        90.     5.2901     0.5268D089100200750 
      2080.                    7.        90.     5.2995     0.5893D089100200751 
      2080.                    7.        90.     5.3118     0.4292D089100200752 
      2080.                    7.        90.     5.3197     0.5553D089100200753 
      2080.                    7.        90.     5.3308     0.7762D089100200754 
      2080.                    7.        90.     5.3402     0.8387D089100200755 
      2080.                    7.        90.     5.3508     0.6311D089100200756 
      2080.                    7.        90.     5.3608     1.2966D089100200757 
      2080.                    7.        90.     5.3703     1.4066D089100200758 
      2080.                    7.        90.     5.3824     1.1196D089100200759 
      2080.                    7.        90.     5.3898     0.7696D089100200760 
      2080.                    7.        90.     5.4026     1.1967D089100200761 
      2080.                    7.        90.     5.4113     0.6085D089100200762 
      2080.                    7.        90.     5.4207     0.6868D089100200763 
      2080.                    7.        90.     5.4314     0.4952D089100200764 
      2080.                    7.        90.     5.4428     0.9859D089100200765 
      2080.                    7.        90.     5.4521     0.9690D089100200766 
      2080.                    7.        90.     5.4608     0.4125D089100200767 
      2080.                    7.        90.     5.4720     0.7604D089100200768 
      2080.                    7.        90.     5.4813     0.6959D089100200769 
      2080.                    7.        90.     5.4920     0.5995D089100200770 
      2080.                    7.        90.     5.5011     0.3922D089100200771 
      2080.                    7.        90.     5.5103     0.2959D089100200772 
      2080.                    7.        90.     5.5214     0.5010D089100200773 
      2080.                    7.        90.     5.5323     0.4839D089100200774 
      2080.                    7.        90.     5.5404     0.8004D089100200775 
      2080.                    7.        90.     5.5513     0.8468D089100200776 
      2080.                    7.        90.     5.5618     0.4806D089100200777 
      2175.                    5.         0.     4.0154     2.9290D089100200778 
      2175.                    5.         0.     4.0372     2.9694D089100200779 
      2175.                    5.         0.     4.0564     3.1767D089100200780 
      2175.                    5.         0.     4.0781     3.1477D089100200781 
      2175.                    5.         0.     4.0969     3.2161D089100200782 
      2175.                    5.         0.     4.1181     3.0343D089100200783 
      2175.                    5.         0.     4.1368     3.0610D089100200784 
      2175.                    5.         0.     4.1585     3.0320D089100200785 
      2175.                    5.         0.     4.1779     4.4061D089100200786 
      2175.                    5.         0.     4.2021     4.1686D089100200787 
      2175.                    5.         0.     4.2180     3.2092D089100200788 
      2175.                    5.         0.     4.2397     3.1801D089100200789 
      2175.                    5.         0.     4.2604     3.9291D089100200790 
      2175.                    5.         0.     4.2783     3.6641D089100200791 
      2175.                    5.         0.     4.2986     3.1490D089100200792 
      2175.                    5.         0.     4.3176     3.2868D089100200793 
      2175.                    5.         0.     4.3387     3.0772D089100200794 
      2175.                    5.         0.     4.3578     3.2290D089100200795 
      2175.                    5.         0.     4.3795     3.2277D089100200796 
      2175.                    5.         0.     4.3978     3.1017D089100200797 
      2175.                    5.         0.     4.4177     3.5589D089100200798 
      2175.                    5.         0.     4.4287     3.0443D089100200799 
      2175.                    5.         0.     4.4409     2.9603D089100200800 
      2175.                    5.         0.     4.4609     3.4453D089100200801 
      2175.                    5.         0.     4.4823     3.3469D089100200802 
      2175.                    5.         0.     4.5010     3.3458D089100200803 
      2175.                    5.         0.     4.5217     3.0112D089100200804 
      2175.                    5.         0.     4.5382     3.3298D089100200805 
      2175.                    5.         0.     4.5493     2.8707D089100200806 
      2175.                    5.         0.     4.5619     2.9395D089100200807 
      2175.                    5.         0.     4.5803     2.8690D089100200808 
      2175.                    5.         0.     4.5900     2.9934D089100200809 
      2175.                    5.         0.     4.5991     2.9096D089100200810 
      2175.                    5.         0.     4.6180     3.0057D089100200811 
      2175.                    5.         0.     4.6263     3.7554D089100200812 
      2175.                    5.         0.     4.6390     3.8519D089100200813 
      2175.                    5.         0.     4.6571     3.6564D089100200814 
      2175.                    5.         0.     4.6720     3.4472D089100200815 
      2175.                    5.         0.     4.6805     3.1550D089100200816 
      2175.                    5.         0.     4.6997     3.3622D089100200817 
      2175.                    5.         0.     4.7201     3.9584D089100200818 
      2175.                    5.         0.     4.7399     3.3044D089100200819 
      2175.                    5.         0.     4.7609     5.2202D089100200820 
      2175.                    5.         0.     4.7812     3.6076D089100200821 
      2175.                    5.         0.     4.8026     3.5092D089100200822 
      2175.                    5.        90.     4.8280     3.6450D089100200823 
      2175.                    5.        90.     4.8372     3.4887D089100200824 
      2175.                    5.        90.     4.8473     1.7946D089100200825 
      2175.                    5.        90.     4.8567     1.8305D089100200826 
      2175.                    5.        90.     4.8675     5.3257D089100200827 
      2175.                    5.        90.     4.8771     5.8228D089100200828 
      2175.                    5.        90.     4.8894     5.5889D089100200829 
      2175.                    5.        90.     4.8972     5.7789D089100200830 
      2175.                    5.        90.     4.9071     3.4698D089100200831 
      2175.                    5.        90.     4.9187     1.7752D089100200832 
      2175.                    5.        90.     4.9265     1.8115D089100200833 
      2175.                    5.        90.     4.9377     2.5004D089100200834 
      2175.                    5.        90.     4.9484     2.1515D089100200835 
      2175.                    5.        90.     4.9577     2.1874D089100200836 
      2175.                    5.        90.     4.9686     2.1460D089100200837 
      2175.                    5.        90.     4.9775     4.7961D089100200838 
      2175.                    5.        90.     4.9892     3.1784D089100200839 
      2175.                    5.        90.     4.9968     2.7150D089100200840 
      2175.                    5.        90.     5.0074     2.0971D089100200841 
      2175.                    5.        90.     5.0186     3.0166D089100200842 
      2175.                    5.        90.     5.0291     2.1296D089100200843 
      2175.                    5.        90.     5.0386     2.5114D089100200844 
      2175.                    5.        90.     5.0469     3.6240D089100200845 
      2175.                    5.        90.     5.0588     2.4675D089100200846 
      2175.                    5.        90.     5.0691     1.3883D089100200847 
      2175.                    5.        90.     5.0788     2.1545D089100200848 
      2175.                    5.        90.     5.0897     2.2669D089100200849 
      2175.                    5.        90.     5.0989     1.8800D089100200850 
      2175.                    5.        90.     5.1082     1.9543D089100200851 
      2175.                    5.        90.     5.1205     1.6435D089100200852 
      2175.                    5.        90.     5.1285     2.1026D089100200853 
      2175.                    5.        90.     5.1393     2.1381D089100200854 
      2175.                    5.        90.     5.1487     2.2509D089100200855 
      2175.                    5.        90.     5.1577     1.5949D089100200856 
      2175.                    5.        90.     5.1691     2.7451D089100200857 
      2175.                    5.        90.     5.1795     1.6659D089100200858 
      2175.                    5.        90.     5.1892     2.6243D089100200859 
      2175.                    5.        90.     5.1982     1.8146D089100200860 
      2175.                    5.        90.     5.2105     1.5806D089100200861 
      2175.                    5.        90.     5.2197     1.4243D089100200862 
      2175.                    5.        90.     5.2295     2.3058D089100200863 
      2175.                    5.        90.     5.2400     1.6494D089100200864 
      2175.                    5.        90.     5.2484     3.0311D089100200865 
      2175.                    5.        90.     5.2580     3.6435D089100200866 
      2175.                    5.        90.     5.2705     3.8708D089100200867 
      2175.                    5.        90.     5.2814     3.9447D089100200868 
      2175.                    5.        90.     5.2892     4.0579D089100200869 
      2175.                    5.        90.     5.2999     3.5553D089100200870 
      2175.                    5.        90.     5.3097     1.2461D089100200871 
      2175.                    5.        90.     5.3207     1.4353D089100200872 
      2175.                    5.        90.     5.3303     2.1631D089100200873 
      2175.                    5.        90.     5.3385     3.1988D089100200874 
      2175.                    5.        90.     5.3489     2.1580D089100200875 
      2175.                    5.        90.     5.3604     3.5388D089100200876 
      2175.                    5.        90.     5.3711     3.1515D089100200877 
      2175.                    5.        90.     5.3795     1.1118D089100200878 
      2175.                    5.        90.     5.3889     1.1862D089100200879 
      2175.                    5.        90.     5.4003     2.4132D089100200880 
      2175.                    5.        90.     5.4106     1.1803D089100200881 
      2175.                    5.        90.     5.4214     1.1389D089100200882 
      2175.                    5.        90.     5.4320     3.9422D089100200883 
      2175.                    5.        90.     5.4397     3.9017D089100200884 
      2175.                    5.        90.     5.4504     3.4375D089100200885 
      2175.                    5.        90.     5.4587     1.0903D089100200886 
      2175.                    5.        90.     5.4805     1.3535D089100200887 
      2175.                    5.        90.     5.4905     2.9653D089100200888 
      2175.                    5.        90.     5.5000     3.3855D089100200889 
      2175.                    5.        90.     5.5104     2.2679D089100200890 
      2175.                    5.        90.     5.5191     0.9201D089100200891 
      2175.                    5.        90.     5.5302     1.3015D089100200892 
      2175.                    5.        90.     5.5396     1.4912D089100200893 
      2175.                    5.        90.     5.5506     1.8726D089100200894 
      2267.                    6.         0.     4.0139     4.3502D089100200895 
      2267.                    6.         0.     4.0372     1.4855D089100200896 
      2267.                    6.         0.     4.0585     0.6936D089100200897 
      2267.                    6.         0.     4.0755     3.4755D089100200898 
      2267.                    6.         0.     4.0971     3.1837D089100200899 
      2267.                    6.         0.     4.1183     2.2489D089100200900 
