ENTRY            D1003   20210716                             D135D100300000001 
SUBENT        D1003001   20210716                             D135D100300100001 
BIB                  8         22                                 D100300100002 
TITLE      Isoscalar monopole and dipole transitions in 24Mg,     D100300100003 
            26Mg, and 28Si                                        D100300100004 
AUTHOR     (P.Adsley, V.O.Nesterenko, M.Kimura, L.M.Donaldson,    D100300100005 
            R.Neveling, J.W.Bruemmer, D.G.Jenkins, N.Y.Kheswa,    D100300100006 
            J.Kvasil, K.C.W.Li, D.J.Marin-Lambarri, Z.Mabika,     D100300100007 
            P.Papka, L.Pellegri, V.Pesudo, B.Rebeiro,             D100300100008 
            P.-G.Reinhard, F.D.Smit, W.Yahia-Cherif)              D100300100009 
REFERENCE  (J,PR/C,103,044315,2021)                               D100300100010 
REL-REF    (I,D0903001,P.Adsley+,J,PR/C,96,055802,2017)           D100300100011 
            Experimental details                                  D100300100012 
INSTITUTE  (3SAFWIT,3SAFSTL,3SAFITH,2FR PAR,4ZZZDUB,4RUSMFT,      D100300100013 
            2JPNHOK,2UK YRK,3CZRCHU,3SAFUWC,3MEXUMX,2SPNPCM,      D100300100014 
            2GERUEN,3ALGUHB)                                      D100300100015 
           (4RUSRUS) State University "Dubna", Dubna              D100300100016 
FACILITY   (CYCLO,3SAFITH)                                        D100300100017 
DETECTOR   (MAGSP) K600 Q2D magnetic spectrometer                 D100300100018 
           (SCIN) Plastic scintillator at the focal plane to      D100300100019 
            trigger data acquisition and to measure the energy    D100300100020 
            deposited by the particle hitting the focal plane     D100300100021 
           (DRFTC) To measure particle positions and trajectories D100300100022 
            at the focal plane                                    D100300100023 
HISTORY    (20210716C) On                                         D100300100024 
ENDBIB              22          0                                 D100300100025 
COMMON               1          3                                 D100300100026 
EN                                                                D100300100027 
MEV                                                               D100300100028 
 200.                                                             D100300100029 
ENDCOMMON            3          0                                 D100300100030 
ENDSUBENT           29          0                                 D100300199999 
SUBENT        D1003002   20210716                             D135D100300200001 
BIB                  4          6                                 D100300200002 
REACTION   (12-MG-24(A,INL)12-MG-24,ICL,DA/DE,A/RSD)              D100300200003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        D100300200004 
           (ERR-1) Target thickness (10%)                         D100300200005 
STATUS     (TABLE) Data (not shown in the article) received from  D100300200006 
                   Philip Adsley.                                 D100300200007 
HISTORY    (20210715R) On. Data received from Philip Adsley       D100300200008 
ENDBIB               6          0                                 D100300200009 
COMMON               1          3                                 D100300200010 
ERR-1                                                             D100300200011 
PER-CENT                                                          D100300200012 
 10.                                                              D100300200013 
ENDCOMMON            3          0                                 D100300200014 
DATA                 5       4300                                 D100300200015 
ANG-MIN    ANG-MAX    E-EXC      DATA       ERR-S                 D100300200016 
 5.         6.          8.725       0.513625 0.2297               D100300203590 
 5.         6.          8.735       1.12998  0.340701             D100300203591 
 5.         6.          8.745       0.924526 0.308175             D100300203592 
 5.         6.          8.755       1.74633  0.423546             D100300203593 
 5.         6.          8.765       1.54088  0.397853             D100300203594 
 5.         6.          8.775       1.43815  0.384362             D100300203595 
 5.         6.          8.785       0.719076 0.271785             D100300203596 
 5.         6.          8.795       0.20545  0.145275             D100300203597 
 5.         6.          8.805       1.12998  0.340701             D100300203598 
 5.         6.          8.815       1.2327   0.35585              D100300203599 
 5.         6.          8.825       1.84905  0.435826             D100300203600 
 5.         6.          8.835       2.25995  0.481823             D100300203601 
 5.         6.          8.845       3.6981   0.616351             D100300203602 
 5.         6.          8.855       6.36896  0.808858             D100300203603 
 5.         6.          8.865       5.23898  0.733604             D100300203604 
 5.         6.          8.875       4.31445  0.665735             D100300203605 
 5.         6.          8.885       3.6981   0.616351             D100300203606 
 5.         6.          8.895       3.49265  0.598985             D100300203607 
 5.         6.          8.905       3.59538  0.60773              D100300203608 
 5.         6.          8.915       1.33543  0.370381             D100300203609 
 5.         6.          8.925       2.4654   0.503248             D100300203610 
 5.         6.          8.935       2.97903  0.553192             D100300203611 
 5.         6.          8.945       4.00628  0.641518             D100300203612 
 5.         6.          8.955       6.47168  0.815355             D100300203613 
 5.         6.          8.965      10.1698   1.0221               D100300203614 
 5.         6.          8.975      18.1823   1.36667              D100300203615 
 5.         6.          8.985      31.5366   1.79989              D100300203616 
 5.         6.          8.995      38.5219   1.98926              D100300203617 
 5.         6.          9.005      42.6309   2.09267              D100300203618 
 5.         6.          9.015      38.111    1.97863              D100300203619 
 5.         6.          9.025      29.3794   1.73724              D100300203620 
 5.         6.          9.035      17.2578   1.33147              D100300203621 
 5.         6.          9.045      10.0671   1.01693              D100300203622 
 5.         6.          9.055       4.82808  0.704248             D100300203623 
 5.         6.          9.065       4.00628  0.641518             D100300203624 
 5.         6.          9.075       2.15723  0.470746             D100300203625 
 5.         6.          9.085       3.38993  0.590111             D100300203626 
 5.         6.          9.095       2.97903  0.553192             D100300203627 
 5.         6.          9.105       4.31445  0.665735             D100300203628 
 5.         6.          9.115       5.23898  0.733604             D100300203629 
 5.         6.          9.125      11.0943   1.06755              D100300203630 
 5.         6.          9.135      15.1006   1.24548              D100300203631 
 5.         6.          9.145      14.1761   1.20675              D100300203632 
 5.         6.          9.155      14.0733   1.20237              D100300203633 
 5.         6.          9.165      10.3752   1.03237              D100300203634 
 5.         6.          9.175       6.88258  0.840841             D100300203635 
 5.         6.          9.185       3.49265  0.598985             D100300203636 
 5.         6.          9.195       2.97903  0.553192             D100300203637 
 5.         6.          9.205       3.6981   0.616351             D100300203638 
 5.         6.          9.215       2.0545   0.459401             D100300203639 
 5.         6.          9.225       3.80083  0.624852             D100300203640 
 5.         6.          9.235       4.00628  0.641518             D100300203641 
 5.         6.          9.245       6.67713  0.828196             D100300203642 
 5.         6.          9.255      12.327    1.1253               D100300203643 
 5.         6.          9.265      21.2641   1.47796              D100300203644 
 5.         6.          9.275      35.9538   1.92181              D100300203645 
 5.         6.          9.285      55.7797   2.39374              D100300203646 
 5.         6.          9.295      70.4694   2.69053              D100300203647 
 5.         6.          9.305      69.4422   2.67085              D100300203648 
 5.         6.          9.315      65.4359   2.59266              D100300203649 
 5.         6.          9.325      44.3772   2.1351               D100300203650 
 5.         6.          9.335      32.5639   1.82897              D100300203651 
 5.         6.          9.345      16.9496   1.31953              D100300203652 
 5.         6.          9.355       9.34798  0.979935             D100300203653 
 5.         6.          9.365       4.9308   0.7117               D100300203654 
 5.         6.          9.375       3.2872   0.581101             D100300203655 
 5.         6.          9.385       2.4654   0.503248             D100300203656 
 5.         6.          9.395       1.74633  0.423546             D100300203657 
 5.         6.          9.405       0.821801 0.29055              D100300203658 
 5.         6.          9.415       1.54088  0.397853             D100300203659 
 5.         6.          9.425       2.4654   0.503248             D100300203660 
 5.         6.          9.435       2.56813  0.513625             D100300203661 
 5.         6.          9.445       3.90355  0.63324              D100300203662 
 5.         6.          9.455       3.6981   0.616351             D100300203663 
 5.         6.          9.465       2.77358  0.533775             D100300203664 
 5.         6.          9.475       2.8763   0.54357              D100300203665 
 5.         6.          9.485       4.109    0.649691             D100300203666 
 5.         6.          9.495       4.72535  0.696715             D100300203667 
 5.         6.          9.505       7.19076  0.85946              D100300203668 
 5.         6.          9.515       6.88258  0.840841             D100300203669 
 5.         6.          9.525      11.0943   1.06755              D100300203670 
 5.         6.          9.535       9.03981  0.963647             D100300203671 
 5.         6.          9.545       9.03981  0.963647             D100300203672 
 5.         6.          9.555       5.03353  0.719076             D100300203673 
 5.         6.          9.565       2.8763   0.54357              D100300203674 
 5.         6.          9.575       2.4654   0.503248             D100300203675 
 5.         6.          9.585       1.02725  0.324845             D100300203676 
 5.         6.          9.595       0.616351 0.251624             D100300203677 
 5.         6.          9.605       0.924526 0.308175             D100300203678 
 5.         6.          9.615       0.719076 0.271785             D100300203679 
 5.         6.          9.625       0.20545  0.145275             D100300203680 
 5.         6.          9.635       0.308175 0.177925             D100300203681 
 5.         6.          9.645       0.4109   0.20545              D100300203682 
 5.         6.          9.655       0.513625 0.2297               D100300203683 
 5.         6.          9.665       0.719076 0.271785             D100300203684 
 5.         6.          9.675       0.4109   0.20545              D100300203685 
 5.         6.          9.685       0.616351 0.251624             D100300203686 
 5.         6.          9.695       0.513625 0.2297               D100300203687 
 5.         6.          9.705       0.513625 0.2297               D100300203688 
 5.         6.          9.715       0.20545  0.145275             D100300203689 
 5.         6.          9.725       0.308175 0.177925             D100300203690 
 5.         6.          9.735       0.513625 0.2297               D100300203691 
 5.         6.          9.745       0.513625 0.2297               D100300203692 
 5.         6.          9.755       0.924526 0.308175             D100300203693 
 5.         6.          9.765       0.821801 0.29055              D100300203694 
 5.         6.          9.775       0.616351 0.251624             D100300203695 
 5.         6.          9.785       1.02725  0.324845             D100300203696 
 5.         6.          9.795       1.84905  0.435826             D100300203697 
 5.         6.          9.805       2.56813  0.513625             D100300203698 
 5.         6.          9.815       2.8763   0.54357              D100300203699 
 5.         6.          9.825       3.08175  0.562649             D100300203700 
 5.         6.          9.835       4.9308   0.7117               D100300203701 
 5.         6.          9.845       3.49265  0.598985             D100300203702 
 5.         6.          9.855       3.49265  0.598985             D100300203703 
 5.         6.          9.865       3.59538  0.60773              D100300203704 
 5.         6.          9.875       2.4654   0.503248             D100300203705 
 5.         6.          9.885       2.77358  0.533775             D100300203706 
 5.         6.          9.895       2.77358  0.533775             D100300203707 
 5.         6.          9.905       3.49265  0.598985             D100300203708 
 5.         6.          9.915       5.03353  0.719076             D100300203709 
 5.         6.          9.925       3.08175  0.562649             D100300203710 
 5.         6.          9.935       3.59538  0.60773              D100300203711 
 5.         6.          9.945       4.00628  0.641518             D100300203712 
 5.         6.          9.955       4.41718  0.673613             D100300203713 
 5.         6.          9.965       4.41718  0.673613             D100300203714 
 5.         6.          9.975       4.82808  0.704248             D100300203715 
 5.         6.          9.985       5.3417   0.740761             D100300203716 
 5.         6.          9.995       5.03353  0.719076             D100300203717 
 5.         6.         10.005       7.70438  0.889625             D100300203718 
 5.         6.         10.015      11.2998   1.07739              D100300203719 
 5.         6.         10.025      13.0461   1.15765              D100300203720 
 5.         6.         10.035      14.0733   1.20237              D100300203721 
 5.         6.         10.045      12.327    1.1253               D100300203722 
 5.         6.         10.055       7.60166  0.883675             D100300203723 
 5.         6.         10.065       5.54715  0.754872             D100300203724 
 5.         6.         10.075       2.77358  0.533775             D100300203725 
 5.         6.         10.085       3.38993  0.590111             D100300203726 
 5.         6.         10.095       2.77358  0.533775             D100300203727 
 5.         6.         10.105       3.6981   0.616351             D100300203728 
 5.         6.         10.115       3.49265  0.598985             D100300203729 
 5.         6.         10.125       4.109    0.649691             D100300203730 
 5.         6.         10.135       2.77358  0.533775             D100300203731 
 5.         6.         10.145       2.36268  0.492652             D100300203732 
 5.         6.         10.155       1.6436   0.4109               D100300203733 
 5.         6.         10.165       2.15723  0.470746             D100300203734 
 5.         6.         10.175       2.15723  0.470746             D100300203735 
 5.         6.         10.185       1.12998  0.340701             D100300203736 
 5.         6.         10.195       1.33543  0.370381             D100300203737 
 5.         6.         10.205       2.15723  0.470746             D100300203738 
 5.         6.         10.215       1.43815  0.384362             D100300203739 
 5.         6.         10.225       2.67085  0.523797             D100300203740 
 5.         6.         10.235       1.84905  0.435826             D100300203741 
 5.         6.         10.245       2.4654   0.503248             D100300203742 
 5.         6.         10.255       2.8763   0.54357              D100300203743 
 5.         6.         10.265       3.59538  0.60773              D100300203744 
 5.         6.         10.275       4.41718  0.673613             D100300203745 
 5.         6.         10.285       8.52618  0.93587              D100300203746 
 5.         6.         10.295      11.8134   1.1016               D100300203747 
 5.         6.         10.305      26.0922   1.63717              D100300203748 
 5.         6.         10.315      37.9056   1.97328              D100300203749 
 5.         6.         10.325      57.0124   2.42004              D100300203750 
 5.         6.         10.335      80.5365   2.8763               D100300203751 
 5.         6.         10.345      98.4106   3.1795               D100300203752 
 5.         6.         10.355     102.622    3.24683              D100300203753 
 5.         6.         10.365      84.0291   2.93801              D100300203754 
 5.         6.         10.375      60.916    2.50152              D100300203755 
 5.         6.         10.385      40.0628   2.02866              D100300203756 
 5.         6.         10.395      27.633    1.68482              D100300203757 
 5.         6.         10.405      11.0943   1.06755              D100300203758 
 5.         6.         10.415       5.75261  0.768724             D100300203759 
 5.         6.         10.425       4.72535  0.696715             D100300203760 
 5.         6.         10.435       1.95178  0.447768             D100300203761 
 5.         6.         10.445       1.74633  0.423546             D100300203762 
 5.         6.         10.455       1.74633  0.423546             D100300203763 
 5.         6.         10.465       1.02725  0.324845             D100300203764 
 5.         6.         10.475       0.821801 0.29055              D100300203765 
 5.         6.         10.485       0.513625 0.2297               D100300203766 
 5.         6.         10.495       1.6436   0.4109               D100300203767 
 5.         6.         10.505       0.616351 0.251624             D100300203768 
 5.         6.         10.515       1.12998  0.340701             D100300203769 
 5.         6.         10.525       1.43815  0.384362             D100300203770 
 5.         6.         10.535       2.4654   0.503248             D100300203771 
 5.         6.         10.545       3.2872   0.581101             D100300203772 
 5.         6.         10.555       5.54715  0.754872             D100300203773 
 5.         6.         10.565       6.47168  0.815355             D100300203774 
 5.         6.         10.575       8.21801  0.918801             D100300203775 
 5.         6.         10.585       7.80711  0.895537             D100300203776 
 5.         6.         10.595       7.19076  0.85946              D100300203777 
 5.         6.         10.605       4.41718  0.673613             D100300203778 
 5.         6.         10.615       3.2872   0.581101             D100300203779 
 5.         6.         10.625       3.2872   0.581101             D100300203780 
 5.         6.         10.635       2.77358  0.533775             D100300203781 
 5.         6.         10.645       3.80083  0.624852             D100300203782 
 5.         6.         10.655       3.90355  0.63324              D100300203783 
 5.         6.         10.665       7.19076  0.85946              D100300203784 
 5.         6.         10.675       5.54715  0.754872             D100300203785 
 5.         6.         10.685       7.08803  0.853299             D100300203786 
 5.         6.         10.695       5.23898  0.733604             D100300203787 
 5.         6.         10.705       4.82808  0.704248             D100300203788 
 5.         6.         10.715       3.08175  0.562649             D100300203789 
 5.         6.         10.725       2.25995  0.481823             D100300203790 
 5.         6.         10.735       1.95178  0.447768             D100300203791 
 5.         6.         10.745       1.33543  0.370381             D100300203792 
 5.         6.         10.755       1.02725  0.324845             D100300203793 
 5.         6.         10.765       0.821801 0.29055              D100300203794 
 5.         6.         10.775       1.12998  0.340701             D100300203795 
 5.         6.         10.785       1.95178  0.447768             D100300203796 
 5.         6.         10.795       1.43815  0.384362             D100300203797 
 5.         6.         10.805       1.12998  0.340701             D100300203798 
 5.         6.         10.815       1.54088  0.397853             D100300203799 
 5.         6.         10.825       2.0545   0.459401             D100300203800 
 5.         6.         10.835       1.6436   0.4109               D100300203801 
 5.         6.         10.845       2.8763   0.54357              D100300203802 
 5.         6.         10.855       4.00628  0.641518             D100300203803 
 5.         6.         10.865       5.13625  0.726376             D100300203804 
 5.         6.         10.875      11.4025   1.08228              D100300203805 
 5.         6.         10.885      18.2851   1.37052              D100300203806 
 5.         6.         10.895      24.5513   1.58809              D100300203807 
 5.         6.         10.905      38.9328   1.99984              D100300203808 
 5.         6.         10.915      38.2137   1.98129              D100300203809 
 5.         6.         10.925      42.1173   2.08002              D100300203810 
 5.         6.         10.935      29.1739   1.73115              D100300203811 
 5.         6.         10.945      19.9287   1.43079              D100300203812 
 5.         6.         10.955      10.6834   1.04759              D100300203813 
 5.         6.         10.965       7.49893  0.877684             D100300203814 
 5.         6.         10.975       6.88258  0.840841             D100300203815 
 5.         6.         10.985       6.88258  0.840841             D100300203816 
 5.         6.         10.995       9.75888  1.00124              D100300203817 
 5.         6.         11.005       7.70438  0.889625             D100300203818 
 5.         6.         11.015      11.2998   1.07739              D100300203819 
 5.         6.         11.025       8.21801  0.918801             D100300203820 
 5.         6.         11.035       6.06078  0.789046             D100300203821 
 5.         6.         11.045       5.85533  0.775557             D100300203822 
 5.         6.         11.055       3.18448  0.571949             D100300203823 
 5.         6.         11.065       2.77358  0.533775             D100300203824 
 5.         6.         11.075       3.08175  0.562649             D100300203825 
 5.         6.         11.085       4.5199   0.681401             D100300203826 
 5.         6.         11.095       4.72535  0.696715             D100300203827 
 5.         6.         11.105       8.73163  0.947079             D100300203828 
 5.         6.         11.115      18.4905   1.3782               D100300203829 
 5.         6.         11.125      31.8448   1.80866              D100300203830 
 5.         6.         11.135      48.1781   2.22466              D100300203831 
 5.         6.         11.145      69.8531   2.67874              D100300203832 
 5.         6.         11.155      74.2702   2.76214              D100300203833 
 5.         6.         11.165      66.6686   2.61697              D100300203834 
 5.         6.         11.175      56.9097   2.41786              D100300203835 
 5.         6.         11.185      44.7881   2.14496              D100300203836 
 5.         6.         11.195      33.0775   1.84334              D100300203837 
 5.         6.         11.205      24.1404   1.57475              D100300203838 
 5.         6.         11.215      22.0859   1.50625              D100300203839 
 5.         6.         11.225      17.6687   1.34723              D100300203840 
 5.         6.         11.235      13.0461   1.15765              D100300203841 
 5.         6.         11.245       7.90983  0.901409             D100300203842 
 5.         6.         11.255       4.82808  0.704248             D100300203843 
 5.         6.         11.265       3.90355  0.63324              D100300203844 
 5.         6.         11.275       3.49265  0.598985             D100300203845 
 5.         6.         11.285       4.21173  0.657762             D100300203846 
 5.         6.         11.295       3.6981   0.616351             D100300203847 
 5.         6.         11.305       4.00628  0.641518             D100300203848 
 5.         6.         11.315       4.41718  0.673613             D100300203849 
 5.         6.         11.325       3.6981   0.616351             D100300203850 
 5.         6.         11.335       4.31445  0.665735             D100300203851 
 5.         6.         11.345       4.82808  0.704248             D100300203852 
 5.         6.         11.355       4.9308   0.7117               D100300203853 
 5.         6.         11.365       6.98531  0.847093             D100300203854 
 5.         6.         11.375      11.8134   1.1016               D100300203855 
 5.         6.         11.385      10.6834   1.04759              D100300203856 
 5.         6.         11.395      10.5807   1.04255              D100300203857 
 5.         6.         11.405      12.0188   1.11114              D100300203858 
 5.         6.         11.415      11.5052   1.08714              D100300203859 
 5.         6.         11.425      14.8951   1.23697              D100300203860 
 5.         6.         11.435      20.4423   1.44912              D100300203861 
 5.         6.         11.445      29.9957   1.75537              D100300203862 
 5.         6.         11.455      33.2829   1.84905              D100300203863 
 5.         6.         11.465      32.872    1.8376               D100300203864 
 5.         6.         11.475      35.6456   1.91356              D100300203865 
 5.         6.         11.485      35.8511   1.91906              D100300203866 
 5.         6.         11.495      51.8762   2.30846              D100300203867 
 5.         6.         11.505      68.9285   2.66096              D100300203868 
 5.         6.         11.515      85.4673   2.96304              D100300203869 
 5.         6.         11.525      77.1465   2.81512              D100300203870 
 5.         6.         11.535      63.6896   2.55783              D100300203871 
 5.         6.         11.545      43.0418   2.10273              D100300203872 
 5.         6.         11.555      27.4276   1.67854              D100300203873 
 5.         6.         11.565      16.7442   1.31151              D100300203874 
 5.         6.         11.575      10.7861   1.05262              D100300203875 
 5.         6.         11.585       8.21801  0.918801             D100300203876 
 5.         6.         11.595       8.52618  0.93587              D100300203877 
 5.         6.         11.605       4.82808  0.704248             D100300203878 
 5.         6.         11.615       6.98531  0.847093             D100300203879 
 5.         6.         11.625       6.88258  0.840841             D100300203880 
 5.         6.         11.635       7.49893  0.877684             D100300203881 
 5.         6.         11.645       6.67713  0.828196             D100300203882 
 5.         6.         11.655       9.34798  0.979935             D100300203883 
 5.         6.         11.665      10.5807   1.04255              D100300203884 
 5.         6.         11.675      13.0461   1.15765              D100300203885 
 5.         6.         11.685      16.1278   1.28714              D100300203886 
 5.         6.         11.695      18.2851   1.37052              D100300203887 
 5.         6.         11.705      22.9077   1.53401              D100300203888 
 5.         6.         11.715      26.1949   1.64039              D100300203889 
 5.         6.         11.725      25.784    1.62747              D100300203890 
 5.         6.         11.735      26.8112   1.65957              D100300203891 
 5.         6.         11.745      23.4213   1.55111              D100300203892 
 5.         6.         11.755      14.6897   1.22841              D100300203893 
 5.         6.         11.765      11.0943   1.06755              D100300203894 
 5.         6.         11.775       6.98531  0.847093             D100300203895 
 5.         6.         11.785       4.00628  0.641518             D100300203896 
 5.         6.         11.795       3.80083  0.624852             D100300203897 
 5.         6.         11.805       4.31445  0.665735             D100300203898 
 5.         6.         11.815       4.82808  0.704248             D100300203899 
 5.         6.         11.825       6.16351  0.795705             D100300203900 
 5.         6.         11.835      12.1216   1.11588              D100300203901 
 5.         6.         11.845      12.6352   1.13928              D100300203902 
 5.         6.         11.855      21.0586   1.4708               D100300203903 
 5.         6.         11.865      20.3396   1.44547              D100300203904 
 5.         6.         11.875      18.3878   1.37437              D100300203905 
 5.         6.         11.885      10.9916   1.0626               D100300203906 
 5.         6.         11.895       8.01256  0.907243             D100300203907 
 5.         6.         11.905       5.44443  0.74785              D100300203908 
 5.         6.         11.915       5.54715  0.754872             D100300203909 
 5.         6.         11.925       4.9308   0.7117               D100300203910 
 5.         6.         11.935       6.67713  0.828196             D100300203911 
 5.         6.         11.945       8.62891  0.941491             D100300203912 
 5.         6.         11.955       9.65616  0.995957             D100300203913 
 5.         6.         11.965      16.7442   1.31151              D100300203914 
 5.         6.         11.975      18.4905   1.3782               D100300203915 
 5.         6.         11.985      19.9287   1.43079              D100300203916 
 5.         6.         11.995      21.4695   1.48508              D100300203917 
 5.         6.         12.005      27.9412   1.69419              D100300203918 
 5.         6.         12.015      32.5639   1.82897              D100300203919 
 5.         6.         12.025      29.5848   1.7433               D100300203920 
 5.         6.         12.035      26.8112   1.65957              D100300203921 
 5.         6.         12.045      15.5115   1.26231              D100300203922 
 5.         6.         12.055       8.83436  0.952633             D100300203923 
 5.         6.         12.065       6.67713  0.828196             D100300203924 
 5.         6.         12.075       4.41718  0.673613             D100300203925 
 5.         6.         12.085       3.18448  0.571949             D100300203926 
 5.         6.         12.095       3.49265  0.598985             D100300203927 
 5.         6.         12.105       5.95806  0.782331             D100300203928 
 5.         6.         12.115       6.26623  0.802309             D100300203929 
 5.         6.         12.125       7.60166  0.883675             D100300203930 
 5.         6.         12.135       6.47168  0.815355             D100300203931 
 5.         6.         12.145       6.06078  0.789046             D100300203932 
 5.         6.         12.155       5.44443  0.74785              D100300203933 
 5.         6.         12.165       4.5199   0.681401             D100300203934 
 5.         6.         12.175       4.9308   0.7117               D100300203935 
 5.         6.         12.185       3.38993  0.590111             D100300203936 
 5.         6.         12.195       3.59538  0.60773              D100300203937 
 5.         6.         12.205       2.0545   0.459401             D100300203938 
 5.         6.         12.215       3.38993  0.590111             D100300203939 
 5.         6.         12.225       2.67085  0.523797             D100300203940 
 5.         6.         12.235       3.38993  0.590111             D100300203941 
 5.         6.         12.245       6.57441  0.821801             D100300203942 
 5.         6.         12.255       6.98531  0.847093             D100300203943 
 5.         6.         12.265       7.90983  0.901409             D100300203944 
 5.         6.         12.275       5.95806  0.782331             D100300203945 
 5.         6.         12.285       3.59538  0.60773              D100300203946 
 5.         6.         12.295       2.97903  0.553192             D100300203947 
 5.         6.         12.305       2.56813  0.513625             D100300203948 
 5.         6.         12.315       1.33543  0.370381             D100300203949 
 5.         6.         12.325       0.821801 0.29055              D100300203950 
 5.         6.         12.335       1.84905  0.435826             D100300203951 
 5.         6.         12.345       1.02725  0.324845             D100300203952 
 5.         6.         12.355       1.84905  0.435826             D100300203953 
 5.         6.         12.365       0.821801 0.29055              D100300203954 
 5.         6.         12.375       2.25995  0.481823             D100300203955 
 5.         6.         12.385       2.0545   0.459401             D100300203956 
 5.         6.         12.395       3.38993  0.590111             D100300203957 
 5.         6.         12.405       3.49265  0.598985             D100300203958 
 5.         6.         12.415       5.23898  0.733604             D100300203959 
 5.         6.         12.425       4.21173  0.657762             D100300203960 
 5.         6.         12.435       4.5199   0.681401             D100300203961 
 5.         6.         12.445       6.06078  0.789046             D100300203962 
 5.         6.         12.455       8.11528  0.913041             D100300203963 
 5.         6.         12.465       7.49893  0.877684             D100300203964 
 5.         6.         12.475      11.197    1.07248              D100300203965 
 5.         6.         12.485       7.80711  0.895537             D100300203966 
 5.         6.         12.495      10.1698   1.0221               D100300203967 
 5.         6.         12.505       9.65616  0.995957             D100300203968 
 5.         6.         12.515      10.8889   1.05762              D100300203969 
 5.         6.         12.525       9.65616  0.995957             D100300203970 
 5.         6.         12.535      11.2998   1.07739              D100300203971 
 5.         6.         12.545      14.4842   1.21979              D100300203972 
 5.         6.         12.555      22.0859   1.50625              D100300203973 
 5.         6.         12.565      31.6393   1.80282              D100300203974 
 5.         6.         12.575      36.6729   1.94093              D100300203975 
 5.         6.         12.585      37.8028   1.97061              D100300203976 
 5.         6.         12.595      29.3794   1.73724              D100300203977 
 5.         6.         12.605      21.7777   1.4957               D100300203978 
 5.         6.         12.615      17.566    1.3433               D100300203979 
 5.         6.         12.625      13.1488   1.1622               D100300203980 
 5.         6.         12.635      10.478    1.03747              D100300203981 
 5.         6.         12.645      11.9161   1.10638              D100300203982 
 5.         6.         12.655      11.197    1.07248              D100300203983 
 5.         6.         12.665      16.0251   1.28304              D100300203984 
 5.         6.         12.675      16.1278   1.28714              D100300203985 
 5.         6.         12.685      12.2243   1.1206               D100300203986 
 5.         6.         12.695      12.0188   1.11114              D100300203987 
 5.         6.         12.705      13.3543   1.17125              D100300203988 
 5.         6.         12.715      10.3752   1.03237              D100300203989 
 5.         6.         12.725      14.7924   1.2327               D100300203990 
 5.         6.         12.735      17.6687   1.34723              D100300203991 
 5.         6.         12.745      19.9287   1.43079              D100300203992 
 5.         6.         12.755      21.7777   1.4957               D100300203993 
 5.         6.         12.765      32.6666   1.83185              D100300203994 
 5.         6.         12.775      53.9307   2.35373              D100300203995 
 5.         6.         12.785      89.2681   3.02821              D100300203996 
 5.         6.         12.795     139.09     3.77995              D100300203997 
 5.         6.         12.805     181.515    4.31812              D100300203998 
 5.         6.         12.815     192.61     4.44813              D100300203999 
 5.         6.         12.825     168.983    4.16639              D100300204000 
 5.         6.         12.835     118.853    3.49416              D100300204001 
 5.         6.         12.845      65.3332   2.59063              D100300204002 
 5.         6.         12.855      39.3437   2.01037              D100300204003 
 5.         6.         12.865      23.1131   1.54088              D100300204004 
 5.         6.         12.875      17.4633   1.33937              D100300204005 
 5.         6.         12.885      10.478    1.03747              D100300204006 
 5.         6.         12.895       9.03981  0.963647             D100300204007 
 5.         6.         12.905       9.45071  0.985304             D100300204008 
 5.         6.         12.915       9.55343  0.990645             D100300204009 
 5.         6.         12.925       9.45071  0.985304             D100300204010 
 5.         6.         12.935      11.7107   1.0968               D100300204011 
 5.         6.         12.945      11.7107   1.0968               D100300204012 
 5.         6.         12.955      16.2306   1.29123              D100300204013 
 5.         6.         12.965      19.415    1.41224              D100300204014 
 5.         6.         12.975      20.9559   1.46721              D100300204015 
 5.         6.         12.985      22.805    1.53057              D100300204016 
 5.         6.         12.995      18.7987   1.38964              D100300204017 
 5.         6.         13.005      17.4633   1.33937              D100300204018 
 5.         6.         13.015      13.3543   1.17125              D100300204019 
 5.         6.         13.025      13.6624   1.18468              D100300204020 
 5.         6.         13.035      15.5115   1.26231              D100300204021 
 5.         6.         13.045      22.3941   1.51672              D100300204022 
 5.         6.         13.055      35.6456   1.91356              D100300204023 
 5.         6.         13.065      52.5952   2.3244               D100300204024 
 5.         6.         13.075      71.2912   2.70618              D100300204025 
 5.         6.         13.085      82.1801   2.9055               D100300204026 
 5.         6.         13.095      82.3855   2.90913              D100300204027 
 5.         6.         13.105      73.4484   2.74682              D100300204028 
 5.         6.         13.115      57.1152   2.42222              D100300204029 
 5.         6.         13.125      41.6037   2.0673               D100300204030 
 5.         6.         13.135      32.7693   1.83473              D100300204031 
 5.         6.         13.145      24.5513   1.58809              D100300204032 
 5.         6.         13.155      18.7987   1.38964              D100300204033 
 5.         6.         13.165      16.6415   1.30748              D100300204034 
 5.         6.         13.175      15.6142   1.26648              D100300204035 
 5.         6.         13.185      17.7714   1.35114              D100300204036 
 5.         6.         13.195      15.9224   1.27892              D100300204037 
 5.         6.         13.205      12.327    1.1253               D100300204038 
 5.         6.         13.215       9.55343  0.990645             D100300204039 
 5.         6.         13.225       7.90983  0.901409             D100300204040 
 5.         6.         13.235       4.9308   0.7117               D100300204041 
