ENTRY            D1046   20230503                             D139D104600000001 
SUBENT        D1046001   20230503                             D139D104600100001 
BIB                 11         25                                 D104600100002 
TITLE      Determination and benchmarking of 27Al(d,alpha) and    D104600100003 
            27Al(d,p) reaction cross sections for energies and    D104600100004 
            angles relevant to NRA                                D104600100005 
AUTHOR     (M.Salimi, O.Kakuee, S.F.Masoudi, H.Rafi-Kheiri,       D104600100006 
            E.Briand, J.-J.Ganem, I.Vickridge)                    D104600100007 
INSTITUTE  (3IRNNRT)                                              D104600100008 
           (3IRNIRN) K.N. Toosi University of Technology, Tehran  D104600100009 
           (2FR FR) Sorbonne Universite, Institut des NanoSciencesD104600100010 
           de Paris, Paris                                        D104600100011 
REFERENCE  (J,SCR,11,18036,2021)                                  D104600100012 
           #doi:10.1038/s41598-021-97372-7                        D104600100013 
FACILITY   (VDGT,3IRNNRT)                                         D104600100014 
DETECTOR   (SIBAR) Three 25 mm2 x 300 um thick surface barrier    D104600100015 
           detectors.                                             D104600100016 
SAMPLE     A thin Al target. A 10 +- 0.5 nm Ag film was           D104600100017 
           deposited onto the thin self-supporting vacuum         D104600100018 
           evaporated Al target as an internal reference.         D104600100019 
           The thickness and stoichiometry of the Al/Au target    D104600100020 
           were measured by alpha particle beams of 1.8 MeV.      D104600100021 
MONITOR    (47-AG-0(D,EL)47-AG-0,,DA,,RTH)                        D104600100022 
ANALYSIS   (NTRTH) Ag+d elastic scattering                        D104600100023 
ERR-ANALYS (ERR-S) Estimated uncertainties from counting          D104600100024 
           statistics.                                            D104600100025 
HISTORY    (20210630R) Data received from M.Salimi for IBANDL     D104600100026 
           (20230503C) VS                                         D104600100027 
ENDBIB              25          0                                 D104600100028 
NOCOMMON             0          0                                 D104600100029 
ENDSUBENT           28          0                                 D104600199999 
SUBENT        D1046002   20230503                             D139D104600200001 
BIB                  3          5                                 D104600200002 
REACTION   (13-AL-27(D,A)12-MG-25,PAR,DA)                         D104600200003 
REL-REF    (O,O2572002,M.Salimi+,J,SCR,11,18036,2021)             D104600200004 
STATUS     (TABLE) Figs. 4, 6a), and 7a) of                       D104600200005 
           Scient.Rep.11(2012)18036                               D104600200006 
           Converted by R33toX4 from R33 files.                   D104600200007 
ENDBIB               5          0                                 D104600200008 
NOCOMMON             0          0                                 D104600200009 
DATA                 5        647                                 D104600200010 
Q-VAL      ANG        EN         DATA       ERR-S                 D104600200011 
     4127.6                  150.  1668.4124     0.0978     0.0036D104600300485 
     4127.6                  150.   1658.277      0.079     0.0032D104600300486 
     4127.6                  150.    1648.14     0.0713     0.0031D104600300487 
     4127.6                  150.  1638.0054     0.0591     0.0028D104600300488 
     4127.6                  150.  1627.8664      0.053     0.0027D104600300489 
     4127.6                  150.  1617.7289     0.0439     0.0023D104600300490 
     4127.6                  150.  1607.5908     0.0377     0.0022D104600300491 
     4127.6                  150.  1597.4528     0.0346     0.0021D104600300492 
     4127.6                  150.  1587.3143     0.0265     0.0019D104600300493 
     4127.6                  150.  1577.1453     0.0197     0.0011D104600300494 
     4127.6                  150.  1567.0047     0.0183     0.0011D104600300495 
     4127.6                  150.  1556.8942     0.0291     0.0014D104600300496 
     4127.6                  150.  1546.7532     0.0287     0.0013D104600300497 
     4127.6                  150.  1536.6121     0.0266     0.0013D104600300498 
     4127.6                  150.  1526.4696     0.0331     0.0015D104600300499 
     4127.6                  150.  1516.3281     0.0399     0.0016D104600300500 
     4127.6                  150.  1506.1845     0.0337     0.0015D104600300501 
     4127.6                  150.   1496.041     0.0315     0.0014D104600300502 
     4127.6                  150.   1485.897     0.0337     0.0015D104600300503 
     4127.6                  150.   1475.807     0.0293      0.002D104600300504 
     4127.6                  150.  1465.6069     0.0315     0.0021D104600300505 
     4127.6                  150.  1455.4614     0.0297      0.002D104600300506 
     4127.6                  150.  1445.2809     0.0244     0.0018D104600300507 
     4127.6                  150.  1435.1328     0.0305      0.002D104600300508 
     4127.6                  150.  1424.9848     0.0338     0.0021D104600300509 
     4127.6                  150.  1414.8363     0.0305      0.002D104600300510 
     4127.6                  150.  1404.6877      0.032     0.0021D104600300511 
     4127.6                  150.  1394.5377     0.0301      0.002D104600300512 
     4127.6                  150.  1384.3872     0.0269     0.0019D104600300513 
     4127.6                  150.   1352.945     0.0198           D104600300514 
     4127.6                  150.  1302.8614     0.0109           D104600300515 
     4127.6                  150.  1202.7778     0.0094           D104600300516 
     4127.6                  150.  1102.6942     0.0071           D104600300517 
     4127.6                  150.  1002.6106      0.006           D104600300518 
     4127.6                  150.    902.527     0.0038           D104600300519 
     4127.6                  150.   802.4434     0.0013           D104600300520 
     4127.6                  150.   702.3598     0.0011           D104600300521 
     4127.6                  150.   602.2762     0.0009           D104600300522 
     4127.6                  150.   502.1926     0.0007           D104600300523 
     4127.6                  135.  1921.8298     0.0836     0.0031D104600300524 
     4127.6                  135.  1911.7032     0.0774     0.0031D104600300525 
     4127.6                  135.  1901.5777     0.0727     0.0029D104600300526 
     4127.6                  135.  1891.4507     0.0737     0.0031D104600300527 
     4127.6                  135.  1881.3237     0.0709      0.003D104600300528 
     4127.6                  135.  1871.1961     0.0574     0.0027D104600300529 
     4127.6                  135.  1861.0686     0.0534     0.0026D104600300530 
     4127.6                  135.  1850.9406     0.0468     0.0024D104600300531 
     4127.6                  135.   1840.813      0.045     0.0024D104600300532 
     4127.6                  135.   1830.684     0.0481     0.0024D104600300533 
     4127.6                  135.   1820.555     0.0613     0.0028D104600300534 
     4127.6                  135.  1810.4254     0.0695     0.0029D104600300535 
     4127.6                  135.  1800.2269     0.0715      0.004D104600300536 
     4127.6                  135.  1790.0969      0.083     0.0043D104600300537 
     4127.6                  135.  1779.9664     0.0913     0.0044D104600300538 
     4127.6                  135.  1769.8353     0.0934      0.004D104600300539 
     4127.6                  135.  1759.7038     0.0974      0.004D104600300540 
     4127.6                  135.  1749.5723     0.1024     0.0041D104600300541 
     4127.6                  135.  1739.4402     0.1045     0.0042D104600300542 
     4127.6                  135.  1729.3082     0.1139     0.0043D104600300543 
     4127.6                  135.  1719.1757     0.1155     0.0044D104600300544 
     4127.6                  135.  1709.0416     0.1098     0.0043D104600300545 
     4127.6                  135.  1698.9081      0.105     0.0042D104600300546 
     4127.6                  135.  1688.7741     0.1023     0.0037D104600300547 
     4127.6                  135.  1678.6391     0.0942     0.0035D104600300548 
     4127.6                  135.  1668.5045     0.0882     0.0034D104600300549 
     4127.6                  135.    1658.37     0.0762     0.0032D104600300550 
     4127.6                  135.  1648.2335     0.0669      0.003D104600300551 
     4127.6                  135.  1638.0969     0.0605     0.0028D104600300552 
     4127.6                  135.  1628.0609     0.0509     0.0026D104600300553 
     4127.6                  135.  1617.8234     0.0466     0.0025D104600300554 
     4127.6                  135.  1607.6853      0.039     0.0023D104600300555 
     4127.6                  135.  1597.5483     0.0354     0.0022D104600300556 
     4127.6                  135.  1587.4098     0.0327     0.0021D104600300557 
     4127.6                  135.  1577.3378     0.0249     0.0013D104600300558 
     4127.6                  135.  1567.1982     0.0227     0.0012D104600300559 
     4127.6                  135.  1556.9907     0.0294     0.0014D104600300560 
     4127.6                  135.  1546.8507     0.0282     0.0014D104600300561 
     4127.6                  135.  1536.7086      0.029     0.0014D104600300562 
     4127.6                  135.  1526.5671     0.0313     0.0014D104600300563 
     4127.6                  135.  1516.4256     0.0343     0.0015D104600300564 
     4127.6                  135.   1506.282     0.0384     0.0016D104600300565 
     4127.6                  135.  1496.1395     0.0341     0.0015D104600300566 
     4127.6                  135.  1485.9955     0.0369     0.0016D104600300567 
     4127.6                  135.  1475.8515      0.034     0.0022D104600300568 
     4127.6                  135.  1465.7064     0.0302     0.0021D104600300569 
     4127.6                  135.  1455.5609      0.032     0.0021D104600300570 
     4127.6                  135.  1445.4824     0.0261     0.0019D104600300571 
     4127.6                  135.  1435.3363     0.0287      0.002D104600300572 
     4127.6                  135.  1425.1888     0.0264     0.0019D104600300573 
     4127.6                  135.  1415.0418     0.0289      0.002D104600300574 
     4127.6                  135.  1404.8927     0.0301      0.002D104600300575 
     4127.6                  135.  1394.7437     0.0253     0.0019D104600300576 
     4127.6                  135.  1384.5937     0.0273     0.0019D104600300577 
     4127.6                  135.   1352.945      0.009           D104600300578 
     4127.6                  135.  1302.8614      0.007           D104600300579 
     4127.6                  135.  1202.7778      0.006           D104600300580 
     4127.6                  135.  1102.6942      0.005           D104600300581 
     4127.6                  135.  1002.6106      0.004           D104600300582 
     4127.6                  135.    902.527      0.003           D104600300583 
     4127.6                  135.   802.4434      0.002           D104600300584 
     4127.6                  135.   702.3598      0.001           D104600300585 
     4127.6                  135.   602.2762     0.0001           D104600300586 
     3880.2     3877.6       165.  1921.2813      0.188     0.0044D104600300587 
     3880.2     3877.6       165.  1911.1542     0.1899     0.0046D104600300588 
     3880.2     3877.6       165.  1901.0262     0.1999      0.005D104600300589 
     3880.2     3877.6       165.  1890.8977     0.2026     0.0048D104600300590 
     3880.2     3877.6       165.  1880.7692      0.209     0.0049D104600300591 
     3880.2     3877.6       165.  1870.6401     0.2117     0.0049D104600300592 
     3880.2     3877.6       165.  1860.5106     0.2103     0.0049D104600300593 
     3880.2     3877.6       165.  1850.3811     0.2158     0.0049D104600300594 
     3880.2     3877.6       165.  1840.2495     0.2131     0.0049D104600300595 
     3880.2     3877.6       165.  1830.1195     0.2085     0.0048D104600300596 
     3880.2     3877.6       165.  1819.9885     0.1976     0.0046D104600300597 
     3880.2     3877.6       165.  1809.8574     0.1835     0.0045D104600300598 
     3880.2     3877.6       165.  1799.9594     0.1633     0.0057D104600300599 
     3880.2     3877.6       165.  1789.8284     0.1354     0.0051D104600300600 
     3880.2     3877.6       165.  1779.6974     0.1185     0.0047D104600300601 
     3880.2     3877.6       165.  1769.5648     0.1058      0.004D104600300602 
     3880.2     3877.6       165.  1759.4333      0.099     0.0038D104600300603 
     3880.2     3877.6       165.  1749.3013     0.0959     0.0037D104600300604 
     3880.2     3877.6       165.  1739.1677     0.0999     0.0038D104600300605 
     3880.2     3877.6       165.  1729.0352     0.1018     0.0039D104600300606 
     3880.2     3877.6       165.  1718.9012     0.0952     0.0037D104600300607 
     3880.2     3877.6       165.  1708.7666     0.0879     0.0036D104600300608 
     3880.2     3877.6       165.  1698.6326      0.084     0.0035D104600300609 
     3880.2     3877.6       165.  1688.4976     0.0831     0.0031D104600300610 
     3880.2     3877.6       165.  1678.3621     0.0817     0.0031D104600300611 
     3880.2     3877.6       165.   1668.226      0.081     0.0031D104600300612 
     3880.2     3877.6       165.  1658.0895      0.088     0.0032D104600300613 
     3880.2     3877.6       165.   1647.953     0.0943     0.0034D104600300614 
     3880.2     3877.6       165.  1637.8154     0.1077     0.0036D104600300615 
     3880.2     3877.6       165.  1627.6779     0.1082     0.0036D104600300616 
     3880.2     3877.6       165.  1617.5399     0.1017     0.0034D104600300617 
     3880.2     3877.6       165.  1607.4008     0.0988     0.0034D104600300618 
     3880.2     3877.6       165.  1597.2618     0.0949     0.0033D104600300619 
     3880.2     3877.6       165.  1587.1228     0.0874     0.0032D104600300620 
     3880.2     3877.6       165.  1576.7223     0.0727      0.002D104600300621 
     3880.2     3877.6       165.  1566.5807     0.0753     0.0021D104600300622 
     3880.2     3877.6       165.  1556.7007     0.0789     0.0021D104600300623 
     3880.2     3877.6       165.  1546.5597      0.073     0.0021D104600300624 
     3880.2     3877.6       165.  1536.4171     0.0637      0.002D104600300625 
     3880.2     3877.6       165.  1526.2746     0.0632     0.0019D104600300626 
     3880.2     3877.6       165.  1516.1311     0.0583     0.0018D104600300627 
     3880.2     3877.6       165.  1505.9875     0.0592     0.0019D104600300628 
     3880.2     3877.6       165.   1495.843     0.0595     0.0019D104600300629 
     3880.2     3877.6       165.  1485.6985     0.0636      0.002D104600300630 
     3880.2     3877.6       165.   1475.553     0.0598     0.0027D104600300631 
     3880.2     3877.6       165.  1465.4074     0.0627     0.0028D104600300632 
     3880.2     3877.6       165.  1455.2609     0.0612     0.0027D104600300633 
     3880.2     3877.6       165.  1444.9014     0.0562     0.0026D104600300634 
     3880.2     3877.6       165.  1434.6868      0.058     0.0026D104600300635 
     3880.2     3877.6       165.  1424.5368     0.0523     0.0025D104600300636 
     3880.2     3877.6       165.  1414.3863     0.0489     0.0024D104600300637 
     3880.2     3877.6       165.  1404.2352      0.044     0.0022D104600300638 
     3880.2     3877.6       165.  1394.0832     0.0408     0.0022D104600300639 
     3880.2     3877.6       165.  1383.9312     0.0379     0.0021D104600300640 
     3880.2     3877.6       165.   1352.945     0.0298           D104600300641 
     3880.2     3877.6       165.  1302.8614     0.0199           D104600300642 
     3880.2     3877.6       165.  1202.7778     0.0104           D104600300643 
     3880.2     3877.6       165.  1102.6942     0.0091           D104600300644 
     3880.2     3877.6       165.  1002.6106     0.0071           D104600300645 
     3880.2     3877.6       165.    902.527      0.005           D104600300646 
     3880.2     3877.6       165.   802.4434     0.0039           D104600300647 
     3880.2     3877.6       165.   702.3598     0.0025           D104600300648 
     3880.2     3877.6       165.   602.2762     0.0012           D104600300649 
     3880.2     3877.6       165.   502.1926     0.0001           D104600300650 
     3880.2     3877.6       150.  1921.6528     0.1876     0.0047D104600300651 
     3880.2     3877.6       150.  1911.5312     0.1939      0.005D104600300652 
     3880.2     3877.6       150.  1901.4042     0.2056     0.0049D104600300653 
     3880.2     3877.6       150.  1891.2772     0.1982     0.0051D104600300654 
     3880.2     3877.6       150.  1881.1497     0.1989     0.0051D104600300655 
     3880.2     3877.6       150.  1871.0216     0.1949      0.005D104600300656 
     3880.2     3877.6       150.  1860.8931     0.1939      0.005D104600300657 
     3880.2     3877.6       150.  1850.7651     0.2015     0.0051D104600300658 
     3880.2     3877.6       150.   1840.636     0.2013     0.0051D104600300659 
     3880.2     3877.6       150.   1830.507      0.191     0.0049D104600300660 
     3880.2     3877.6       150.  1820.3775     0.1912     0.0049D104600300661 
     3880.2     3877.6       150.  1810.2474      0.174     0.0047D104600300662 
     3880.2     3877.6       150.  1800.1379     0.1454     0.0057D104600300663 
     3880.2     3877.6       150.  1790.0074     0.1388     0.0055D104600300664 
     3880.2     3877.6       150.  1779.8759     0.1205      0.005D104600300665 
     3880.2     3877.6       150.  1769.7448     0.1026     0.0042D104600300666 
     3880.2     3877.6       150.  1759.6138      0.102     0.0041D104600300667 
     3880.2     3877.6       150.  1749.4818     0.0991      0.004D104600300668 
     3880.2     3877.6       150.  1739.3489     0.1045     0.0041D104600300669 
     3880.2     3877.6       150.  1729.2167     0.1034     0.0041D104600300670 
     3880.2     3877.6       150.  1719.0831     0.0974      0.004D104600300671 
     3880.2     3877.6       150.  1708.9501     0.1051     0.0041D104600300672 
     3880.2     3877.6       150.  1698.8166     0.0889     0.0038D104600300673 
     3880.2     3877.6       150.  1688.6818      0.083     0.0033D104600300674 
     3880.2     3877.6       150.  1678.5469     0.1052      0.004D104600300675 
     3880.2     3877.6       150.  1668.4124     0.0898     0.0034D104600300676 
     3880.2     3877.6       150.   1658.277     0.0985     0.0036D104600300677 
     3880.2     3877.6       150.    1648.14     0.1039     0.0038D104600300678 
     3880.2     3877.6       150.  1638.0054     0.0822     0.0033D104600300679 
     3880.2     3877.6       150.  1627.8664     0.1015     0.0037D104600300680 
     3880.2     3877.6       150.  1617.7289     0.1089     0.0037D104600300681 
     3880.2     3877.6       150.  1607.5908     0.1013     0.0036D104600300682 
     3880.2     3877.6       150.  1597.4528      0.095     0.0035D104600300683 
     3880.2     3877.6       150.  1587.3143     0.0892     0.0035D104600300684 
     3880.2     3877.6       150.  1577.1453     0.0792     0.0023D104600300685 
     3880.2     3877.6       150.  1567.0047     0.0761     0.0022D104600300686 
     3880.2     3877.6       150.  1556.8942     0.0817     0.0023D104600300687 
     3880.2     3877.6       150.  1546.7532      0.072     0.0022D104600300688 
     3880.2     3877.6       150.  1536.6121     0.0671     0.0021D104600300689 
     3880.2     3877.6       150.  1526.4696     0.0632      0.002D104600300690 
     3880.2     3877.6       150.  1516.3281      0.065     0.0021D104600300691 
     3880.2     3877.6       150.  1506.1845     0.0635     0.0021D104600300692 
     3880.2     3877.6       150.   1496.041     0.0588      0.002D104600300693 
     3880.2     3877.6       150.   1485.897     0.0601      0.002D104600300694 
     3880.2     3877.6       150.   1475.807      0.056     0.0028D104600300695 
     3880.2     3877.6       150.  1465.6069     0.0616     0.0029D104600300696 
     3880.2     3877.6       150.  1455.4614     0.0603     0.0029D104600300697 
     3880.2     3877.6       150.  1445.2809     0.0557     0.0027D104600300698 
     3880.2     3877.6       150.  1435.1328     0.0452     0.0024D104600300699 
     3880.2     3877.6       150.  1424.9848     0.0558     0.0027D104600300700 
     3880.2     3877.6       150.  1414.8363     0.0463     0.0025D104600300701 
     3880.2     3877.6       150.  1404.6877     0.0478     0.0025D104600300702 
     3880.2     3877.6       150.  1394.5377     0.0374     0.0022D104600300703 
     3880.2     3877.6       150.  1384.3872     0.0381     0.0023D104600300704 
     3880.2     3877.6       150.   1352.945     0.0298           D104600300705 
     3880.2     3877.6       150.  1302.8614     0.0199           D104600300706 
     3880.2     3877.6       150.  1202.7778     0.0104           D104600300707 
     3880.2     3877.6       150.  1102.6942     0.0091           D104600300708 
     3880.2     3877.6       150.  1002.6106     0.0071           D104600300709 
     3880.2     3877.6       150.    902.527      0.005           D104600300710 
     3880.2     3877.6       150.   802.4434     0.0039           D104600300711 
     3880.2     3877.6       150.   702.3598     0.0025           D104600300712 
     3880.2     3877.6       150.   602.2762     0.0012           D104600300713 
     3880.2     3877.6       150.   502.1926     0.0001           D104600300714 
     3880.2     3877.6       135.  1921.8298     0.1815     0.0047D104600300715 
     3880.2     3877.6       135.  1911.7032      0.211     0.0052D104600300716 
     3880.2     3877.6       135.  1901.5777     0.1948     0.0048D104600300717 
     3880.2     3877.6       135.  1891.4507     0.1875      0.005D104600300718 
     3880.2     3877.6       135.  1881.3237     0.1823     0.0049D104600300719 
     3880.2     3877.6       135.  1871.1961     0.1831     0.0049D104600300720 
     3880.2     3877.6       135.  1861.0686       0.19      0.005D104600300721 
     3880.2     3877.6       135.  1850.9406     0.1962      0.005D104600300722 
     3880.2     3877.6       135.   1840.813     0.2003     0.0051D104600300723 
     3880.2     3877.6       135.   1830.684     0.1921     0.0049D104600300724 
     3880.2     3877.6       135.   1820.555     0.1832     0.0048D104600300725 
     3880.2     3877.6       135.  1810.4254     0.1718     0.0047D104600300726 
     3880.2     3877.6       135.  1800.2269     0.1531     0.0059D104600300727 
     3880.2     3877.6       135.  1790.0969     0.1514     0.0058D104600300728 
     3880.2     3877.6       135.  1779.9664     0.1358     0.0054D104600300729 
     3880.2     3877.6       135.  1769.8353     0.1196     0.0045D104600300730 
     3880.2     3877.6       135.  1759.7038     0.1141     0.0043D104600300731 
     3880.2     3877.6       135.  1749.5723     0.1169     0.0044D104600300732 
     3880.2     3877.6       135.  1739.4402     0.1107     0.0043D104600300733 
     3880.2     3877.6       135.  1729.3082      0.106     0.0042D104600300734 
     3880.2     3877.6       135.  1719.1757     0.0965      0.004D104600300735 
     3880.2     3877.6       135.  1709.0416     0.0937     0.0039D104600300736 
     3880.2     3877.6       135.  1698.9081     0.0893     0.0038D104600300737 
     3880.2     3877.6       135.  1688.7741     0.0995     0.0036D104600300738 
     3880.2     3877.6       135.  1678.6391     0.0948     0.0035D104600300739 
     3880.2     3877.6       135.  1668.5045     0.1048     0.0037D104600300740 
     3880.2     3877.6       135.    1658.37     0.1108     0.0039D104600300741 
     3880.2     3877.6       135.  1648.2335     0.1158      0.004D104600300742 
     3880.2     3877.6       135.  1638.0969     0.1128     0.0039D104600300743 
     3880.2     3877.6       135.  1628.0609     0.1047     0.0038D104600300744 
     3880.2     3877.6       135.  1617.8234     0.1072     0.0038D104600300745 
     3880.2     3877.6       135.  1607.6853     0.1071     0.0038D104600300746 
     3880.2     3877.6       135.  1597.5483     0.0999     0.0037D104600300747 
     3880.2     3877.6       135.  1587.4098     0.1031     0.0038D104600300748 
     3880.2     3877.6       135.  1577.3378     0.0981     0.0026D104600300749 
     3880.2     3877.6       135.  1567.1982     0.0934     0.0025D104600300750 
     3880.2     3877.6       135.  1556.9907     0.0845     0.0024D104600300751 
     3880.2     3877.6       135.  1546.8507     0.0882     0.0024D104600300752 
     3880.2     3877.6       135.  1536.7086     0.0848     0.0024D104600300753 
     3880.2     3877.6       135.  1526.5671     0.0792     0.0023D104600300754 
     3880.2     3877.6       135.  1516.4256      0.075     0.0023D104600300755 
     3880.2     3877.6       135.   1506.282     0.0699     0.0022D104600300756 
     3880.2     3877.6       135.  1496.1395     0.0675     0.0022D104600300757 
     3880.2     3877.6       135.  1485.9955     0.0675     0.0022D104600300758 
     3880.2     3877.6       135.  1475.8515     0.0718     0.0032D104600300759 
     3880.2     3877.6       135.  1465.7064      0.068     0.0031D104600300760 
     3880.2     3877.6       135.  1455.5609     0.0674     0.0031D104600300761 
     3880.2     3877.6       135.  1445.4824     0.0644      0.003D104600300762 
     3880.2     3877.6       135.  1435.3363     0.0697     0.0031D104600300763 
     3880.2     3877.6       135.  1425.1888     0.0747     0.0032D104600300764 
     3880.2     3877.6       135.  1415.0418     0.0695     0.0031D104600300765 
     3880.2     3877.6       135.  1404.8927     0.0721     0.0032D104600300766 
     3880.2     3877.6       135.  1394.7437     0.0619     0.0029D104600300767 
     3880.2     3877.6       135.  1384.5937     0.0598     0.0029D104600300768 
     3880.2     3877.6       135.   1352.945     0.0298           D104600300769 
     3880.2     3877.6       135.  1302.8614     0.0199           D104600300770 
     3880.2     3877.6       135.  1202.7778     0.0084           D104600300771 
     3880.2     3877.6       135.  1102.6942     0.0071           D104600300772 
     3880.2     3877.6       135.  1002.6106     0.0051           D104600300773 
     3880.2     3877.6       135.    902.527      0.003           D104600300774 
     3880.2     3877.6       135.   802.4434     0.0019           D104600300775 
     3880.2     3877.6       135.   702.3598     0.0015           D104600300776 
     3880.2     3877.6       135.   602.2762     0.0012           D104600300777 
     3880.2     3877.6       135.   502.1926     0.0001           D104600300778 
      3234.                  150.  1921.6528     0.1623     0.0043D104600300779 
      3234.                  150.  1911.5312     0.1569     0.0044D104600300780 
      3234.                  150.  1901.4042     0.1353      0.004D104600300781 
      3234.                  150.  1891.2772     0.1309     0.0041D104600300782 
      3234.                  150.  1881.1497     0.1317     0.0041D104600300783 
      3234.                  150.  1871.0216     0.1413     0.0042D104600300784 
      3234.                  150.  1860.8931     0.1279      0.004D104600300785 
      3234.                  150.  1850.7651     0.1268      0.004D104600300786 
      3234.                  150.   1840.636     0.1177     0.0039D104600300787 
      3234.                  150.   1830.507     0.1127     0.0037D104600300788 
      3234.                  150.  1820.3775     0.1125     0.0037D104600300789 
      3234.                  150.  1810.2474     0.1248     0.0039D104600300790 
      3234.                  150.  1800.1379     0.1359     0.0055D104600300791 
      3234.                  150.  1790.0074     0.1377     0.0055D104600300792 
      3234.                  150.  1779.8759     0.1403     0.0055D104600300793 
      3234.                  150.  1769.7448      0.129     0.0047D104600300794 
      3234.                  150.  1759.6138     0.1219     0.0045D104600300795 
      3234.                  150.  1749.4818      0.118     0.0044D104600300796 
      3234.                  150.  1739.3489     0.1199     0.0044D104600300797 
      3234.                  150.  1729.2167     0.1103     0.0043D104600300798 
      3234.                  150.  1719.0831      0.105     0.0042D104600300799 
      3234.                  150.  1708.9501     0.1195     0.0044D104600300800 
      3234.                  150.  1698.8166     0.1266     0.0046D104600300801 
      3234.                  150.  1688.6818     0.1252     0.0041D104600300802 
      3234.                  150.  1678.5469     0.1322     0.0044D104600300803 
      3234.                  150.  1668.4124     0.1419     0.0043D104600300804 
      3234.                  150.   1658.277     0.1329     0.0042D104600300805 
      3234.                  150.    1648.14     0.1287     0.0042D104600300806 
      3234.                  150.  1638.0054     0.1239     0.0041D104600300807 
      3234.                  150.  1627.8664     0.1296     0.0042D104600300808 
      3234.                  150.  1617.7289     0.1456     0.0043D104600300809 
      3234.                  150.  1607.5908     0.1422     0.0043D104600300810 
      3234.                  150.  1597.4528     0.1442     0.0044D104600300811 
      3234.                  150.  1587.3143     0.1369     0.0043D104600300812 
      3234.                  150.  1577.1453     0.1348      0.003D104600300813 
      3234.                  150.  1567.0047     0.1366      0.003D104600300814 
      3234.                  150.  1556.8942     0.1474     0.0032D104600300815 
      3234.                  150.  1546.7532     0.1371      0.003D104600300816 
      3234.                  150.  1536.6121     0.1229     0.0029D104600300817 
      3234.                  150.  1526.4696      0.125     0.0029D104600300818 
      3234.                  150.  1516.3281     0.1133     0.0028D104600300819 
      3234.                  150.  1506.1845     0.1107     0.0028D104600300820 
      3234.                  150.   1496.041     0.1016     0.0026D104600300821 
      3234.                  150.   1485.897     0.0974     0.0026D104600300822 
      3234.                  150.   1475.807     0.1071     0.0038D104600300823 
      3234.                  150.  1465.6069     0.1057     0.0038D104600300824 
      3234.                  150.  1455.4614     0.0988     0.0037D104600300825 
      3234.                  150.  1445.2809     0.1052     0.0037D104600300826 
      3234.                  150.  1435.1328     0.0947     0.0036D104600300827 
      3234.                  150.  1424.9848     0.0769     0.0032D104600300828 
      3234.                  150.  1414.8363     0.0737     0.0032D104600300829 
      3234.                  150.  1404.6877     0.0762     0.0032D104600300830 
      3234.                  150.  1394.5377     0.0634     0.0029D104600300831 
      3234.                  150.  1384.3872      0.038     0.0023D104600300832 
      3021.                  150.  1921.6528     0.1151     0.0036D104600300833 
      3021.                  150.  1911.5312     0.1122     0.0037D104600300834 
      3021.                  150.  1901.4042     0.1087     0.0036D104600300835 
      3021.                  150.  1891.2772     0.1045     0.0037D104600300836 
      3021.                  150.  1881.1497     0.1026     0.0036D104600300837 
      3021.                  150.  1871.0216     0.0935     0.0034D104600300838 
      3021.                  150.  1860.8931     0.0887     0.0033D104600300839 
      3021.                  150.  1850.7651     0.0903     0.0033D104600300840 
      3021.                  150.   1840.636     0.0854     0.0033D104600300841 
      3021.                  150.   1830.507     0.0721     0.0029D104600300842 
      3021.                  150.  1820.3775     0.0644     0.0028D104600300843 
      3021.                  150.  1810.2474     0.0497     0.0025D104600300844 
      3021.                  150.  1800.1379     0.0395      0.003D104600300845 
      3021.                  150.  1790.0074      0.038     0.0029D104600300846 
      3021.                  150.  1779.8759     0.0357     0.0027D104600300847 
      3021.                  150.  1769.7448     0.0455     0.0028D104600300848 
      3021.                  150.  1759.6138     0.0363     0.0024D104600300849 
      3021.                  150.  1749.4818     0.0352     0.0024D104600300850 
      3021.                  150.  1739.3489     0.0318     0.0023D104600300851 
      3021.                  150.  1729.2167     0.0355     0.0024D104600300852 
      3021.                  150.  1719.0831     0.0354     0.0024D104600300853 
      3021.                  150.  1708.9501     0.0394     0.0025D104600300854 
      3021.                  150.  1698.8166     0.0323     0.0023D104600300855 
      3021.                  150.  1688.6818     0.0326      0.002D104600300856 
      3021.                  150.  1678.5469     0.0384     0.0024D104600300857 
      3021.                  150.  1668.4124     0.0323      0.002D104600300858 
      3021.                  150.   1658.277     0.0334     0.0021D104600300859 
      3021.                  150.    1648.14     0.0385     0.0023D104600300860 
      3021.                  150.  1638.0054     0.0478     0.0025D104600300861 
      3021.                  150.  1627.8664     0.0513     0.0026D104600300862 
      3021.                  150.  1617.7289     0.0645     0.0029D104600300863 
      3021.                  150.  1607.5908      0.072     0.0031D104600300864 
      3021.                  150.  1597.4528       0.07      0.003D104600300865 
      3021.                  150.  1587.3143     0.0687      0.003D104600300866 
      3021.                  150.  1577.1453      0.069     0.0021D104600300867 
      3021.                  150.  1567.0047     0.0699     0.0021D104600300868 
      3021.                  150.  1556.8942     0.0754     0.0022D104600300869 
      3021.                  150.  1546.7532     0.0876     0.0024D104600300870 
      3021.                  150.  1536.6121     0.0905     0.0025D104600300871 
      3021.                  150.  1526.4696     0.0952     0.0025D104600300872 
      3021.                  150.  1516.3281     0.1053     0.0027D104600300873 
      3021.                  150.  1506.1845     0.1081     0.0027D104600300874 
