ENTRY            D0443   20141125                             D096D044300000001 
SUBENT        D0443001   20141125                             D096D044300100001 
BIB                 11         28                                 D044300100002 
TITLE      Multistep direct mechanism in the (p,3He) inclusive    D044300100003 
            reaction on 59Co and 93Nb at incident energies        D044300100004 
            between 100 and 160 MeV                               D044300100005 
AUTHOR     (A.A.Cowley, J.Bezuidenhout, S.S.Dimitrova,            D044300100006 
            P.E.Hodgson, S.V.Fortsch, G.C.Hillhouse, N.M.Jacobs,  D044300100007 
            R.Neveling, F.D.Smit, J.A.Stander, G.F.Steyn,         D044300100008 
            J.J.Van Zyl)                                          D044300100009 
INSTITUTE  (3SAFSTL,3SAFITH,3BULBLA,2UK OXF)                      D044300100010 
REFERENCE  (J,PR/C,75,054617,2007)                                D044300100011 
           (J,PR/C,62,064605,2000) Data for 100 MeV               D044300100012 
           (C,2007TOKYO,2,473,2008) analysis                      D044300100013 
FACILITY   (CYCLO,3SAFITH)                                        D044300100014 
SAMPLE     Self-supporting metals of natural elements with        D044300100015 
            thicknesses in the range of 1 to 5 mg/cm2.            D044300100016 
DETECTOR   (TELES,SIBAR,SIBAR) Two detector telescopes, each      D044300100017 
            consisting of a 500 um Si surface barrier detector    D044300100018 
            followed by a NaI(Tl) crystal.                        D044300100019 
METHOD     (EDE)                                                  D044300100020 
ERR-ANALYS (ERR-SYS,,8.) Uncertainty in the thicknesses (<8%)     D044300100021 
           (ERR-S) Statistical error                              D044300100022 
STATUS     (TABLE) Data were received from Prof. A.A.Cowley       D044300100023 
           (APRVD) Entry was approved by Prof. A.A.Cowley         D044300100024 
HISTORY    (20070620C) SD                                         D044300100025 
           (20080407A) Second reference was added.                D044300100026 
           (20090306A) SD. Reference on publication in Conf.      D044300100027 
                       Proceedings was added.                     D044300100028 
           (20091021A) SD: correction in author's name was made.  D044300100029 
           (20141125A) On. REACTION corrected in 002-005          D044300100030 
ENDBIB              28          0                                 D044300100031 
NOCOMMON             0          0                                 D044300100032 
ENDSUBENT           31          0                                 D044300199999 
SUBENT        D0443002   20141125                             D096D044300200001 
BIB                  2          2                                 D044300200002 
REACTION   (27-CO-59(P,X)2-HE-3,,DA/DE)                           D044300200003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300200004 
ENDBIB               2          0                                 D044300200005 
NOCOMMON             0          0                                 D044300200006 
DATA                 5        521                                 D044300200007 
EN         ANG        E          DATA       ERR-S                 D044300200008 
       130.        35.       102.   2.920E-3   4.170E-4           D044300400270 
       130.        35.       106.   2.290E-3   3.690E-4           D044300400271 
       130.        35.       110.   1.590E-3   3.070E-4           D044300400272 
       130.        35.       114.   1.160E-3   2.620E-4           D044300400273 
       130.        40.        34.     0.0276   8.540E-4           D044300400274 
       130.        40.        38.     0.0436   1.050E-3           D044300400275 
       130.        40.        42.     0.0348   9.420E-4           D044300400276 
       130.        40.        46.     0.0295   8.720E-4           D044300400277 
       130.        40.        50.     0.0251   8.060E-4           D044300400278 
       130.        40.        54.     0.0215   7.490E-4           D044300400279 
       130.        40.        58.     0.0187   6.980E-4           D044300400280 
       130.        40.        62.     0.0161   6.480E-4           D044300400281 
       130.        40.        66.     0.0137   6.000E-4           D044300400282 
       130.        40.        70.     0.0119   5.580E-4           D044300400283 
       130.        40.        74.   9.820E-3   5.080E-4           D044300400284 
       130.        40.        78.   8.410E-3   4.700E-4           D044300400285 
       130.        40.        82.   6.790E-3   4.220E-4           D044300400286 
       130.        40.        86.   5.810E-3   3.910E-4           D044300400287 
       130.        40.        90.   4.320E-3   3.370E-4           D044300400288 
       130.        40.        94.   3.660E-3   3.110E-4           D044300400289 
       130.        40.        98.   2.810E-3   2.720E-4           D044300400290 
       130.        40.       102.   2.240E-3   2.430E-4           D044300400291 
       130.        40.       106.   1.450E-3   1.960E-4           D044300400292 
       130.        40.       110.   9.940E-4   1.620E-4           D044300400293 
       130.        40.       114.   7.000E-4   1.360E-4           D044300400294 
       130.        40.       118.   2.480E-4   8.070E-5           D044300400295 
       130.        50.        34.     0.0309   5.180E-4           D044300400296 
       130.        50.        38.     0.0407   6.520E-4           D044300400297 
       130.        50.        42.     0.0312   5.720E-4           D044300400298 
       130.        50.        46.     0.0247   5.080E-4           D044300400299 
       130.        50.        50.     0.0189   4.430E-4           D044300400300 
       130.        50.        54.     0.0152   3.970E-4           D044300400301 
       130.        50.        58.     0.0121   3.520E-4           D044300400302 
       130.        50.        62.   9.310E-3   3.080E-4           D044300400303 
       130.        50.        66.   7.210E-3   2.680E-4           D044300400304 
       130.        50.        70.   6.010E-3   2.450E-4           D044300400305 
       130.        50.        74.   4.810E-3   2.180E-4           D044300400306 
       130.        50.        78.   3.840E-3   1.940E-4           D044300400307 
       130.        50.        82.   2.930E-3   1.680E-4           D044300400308 
       130.        50.        86.   2.250E-3   1.480E-4           D044300400309 
       130.        50.        90.   1.670E-3   1.270E-4           D044300400310 
       130.        50.        94.   1.200E-3   1.070E-4           D044300400311 
       130.        50.        98.   8.490E-4   9.020E-5           D044300400312 
       130.        50.       102.   5.800E-4   7.450E-5           D044300400313 
       130.        50.       106.   3.960E-4   6.160E-5           D044300400314 
       130.        50.       110.   2.470E-4   5.030E-5           D044300400315 
       130.        50.       114.   1.470E-4   3.810E-5           D044300400316 
       130.        60.        34.     0.0207   5.170E-4           D044300400317 
       130.        60.        38.     0.0164   4.620E-4           D044300400318 
       130.        60.        42.     0.0135   4.210E-4           D044300400319 
       130.        60.        46.     0.0113   3.840E-4           D044300400320 
       130.        60.        50.   9.240E-3   3.480E-4           D044300400321 
       130.        60.        54.   7.410E-3   3.120E-4           D044300400322 
       130.        60.        58.   6.300E-3   2.880E-4           D044300400323 
       130.        60.        62.   5.060E-3   2.580E-4           D044300400324 
       130.        60.        66.   4.190E-3   2.350E-4           D044300400325 
       130.        60.        70.   3.270E-3   2.080E-4           D044300400326 
       130.        60.        74.   2.660E-3   1.870E-4           D044300400327 
       130.        60.        78.   1.980E-3   1.610E-4           D044300400328 
       130.        60.        82.   1.690E-3   1.490E-4           D044300400329 
       130.        60.        86.   1.220E-3   1.270E-4           D044300400330 
       130.        60.        90.   8.660E-4   1.070E-4           D044300400331 
       130.        60.        94.   5.630E-4   8.610E-5           D044300400332 
       130.        60.        98.   3.740E-4   7.020E-5           D044300400333 
       130.        60.       102.   2.310E-4   5.490E-5           D044300400334 
       130.        60.       106.   1.580E-4   4.550E-5           D044300400335 
       130.        80.        34.     0.0109   2.250E-4           D044300400336 
       130.        80.        38.   7.960E-3   1.940E-4           D044300400337 
       130.        80.        42.   5.930E-3   1.680E-4           D044300400338 
       130.        80.        46.   4.560E-3   1.470E-4           D044300400339 
       130.        80.        50.   3.520E-3   1.290E-4           D044300400340 
       130.        80.        54.   2.620E-3   1.120E-4           D044300400341 
       130.        80.        58.   1.950E-3   9.640E-5           D044300400342 
       130.        80.        62.   1.490E-3   8.430E-5           D044300400343 
       130.        80.        66.   1.090E-3   7.220E-5           D044300400344 
       130.        80.        70.   7.980E-4   6.180E-5           D044300400345 
       130.        80.        74.   5.920E-4   5.320E-5           D044300400346 
       130.        80.        78.   4.090E-4   4.420E-5           D044300400347 
       130.        80.        82.   2.860E-4   3.700E-5           D044300400348 
       130.        80.        86.   1.910E-4   3.020E-5           D044300400349 
       130.        80.        90.   1.120E-4   2.300E-5           D044300400350 
       130.       100.        34.   5.060E-3   9.190E-5           D044300400351 
       130.       100.        38.   3.290E-3   7.480E-5           D044300400352 
       130.       100.        42.   2.270E-3   6.230E-5           D044300400353 
       130.       100.        46.   1.600E-3   5.240E-5           D044300400354 
       130.       100.        50.   1.110E-3   4.380E-5           D044300400355 
       130.       100.        54.   8.060E-4   3.730E-5           D044300400356 
       130.       100.        58.   5.540E-4   3.100E-5           D044300400357 
       130.       100.        62.   3.900E-4   2.600E-5           D044300400358 
       130.       100.        66.   2.690E-4   2.160E-5           D044300400359 
       130.       100.        70.   1.830E-4   1.780E-5           D044300400360 
       130.       100.        74.   1.180E-4   1.430E-5           D044300400361 
       130.       100.        78.   8.690E-5   1.230E-5           D044300400362 
       130.       100.        82.   5.660E-5   9.900E-6           D044300400363 
       130.       100.        86.   3.080E-5   7.300E-6           D044300400364 
       130.       100.        90.   1.910E-5   5.750E-6           D044300400365 
       130.       120.        34.   2.570E-3   1.550E-4           D044300400366 
       130.       120.        38.   1.640E-3   1.240E-4           D044300400367 
       130.       120.        42.   1.060E-3   1.000E-4           D044300400368 
       130.       120.        46.   6.420E-4   7.820E-5           D044300400369 
       130.       120.        50.   4.310E-4   6.400E-5           D044300400370 
       130.       120.        54.   3.090E-4   5.450E-5           D044300400371 
       130.       120.        58.   1.960E-4   4.340E-5           D044300400372 
       130.       120.        62.   1.220E-4   3.430E-5           D044300400373 
       130.       120.        66.   9.540E-5   3.020E-5           D044300400374 
ENDDATA            367          0                                 D044300400375 
ENDSUBENT          374          0                                 D044300499999 
SUBENT        D0443005   20141125                             D096D044300500001 
BIB                  2          2                                 D044300500002 
REACTION   (41-NB-93(P,X)2-HE-3,,POL/DA/DE,,ANA)                  D044300500003 
HISTORY    (20141125A) On. REACTION (SF3,SF4) corrected           D044300500004 
ENDBIB               2          0                                 D044300500005 
NOCOMMON             0          0                                 D044300500006 
DATA                 5        365                                 D044300500007 
EN         ANG        E          DATA       ERR-S                 D044300500008 
MEV        ADEG       MEV        NO-DIM     NO-DIM                D044300500009 
       100.        15.        34.    -0.0111     0.0179           D044300500010 
       100.        15.        38.     0.0329     0.0185           D044300500011 
       100.        15.        42.     0.0435     0.0186           D044300500012 
       100.        15.        46.    -0.0102     0.0188           D044300500013 
       100.        15.        50.     0.0171      0.019           D044300500014 
       100.        15.        54.     0.0158     0.0196           D044300500015 
       100.        15.        58.     0.0183     0.0201           D044300500016 
       100.        15.        62.     0.0501     0.0202           D044300500017 
       100.        15.        66.     0.0584     0.0204           D044300500018 
       100.        15.        70.     0.0291     0.0206           D044300500019 
       100.        15.        74.   1.740E-3     0.0205           D044300500020 
       100.        15.        78.    -0.0191     0.0202           D044300500021 
       100.        15.        82.    -0.0376     0.0203           D044300500022 
       100.        15.        86.     -0.116       0.02           D044300500023 
       100.        15.        90.     0.0339     0.0185           D044300500024 
       100.        20.        34.     0.0154   8.240E-3           D044300500025 
       100.        20.        38.     0.0112   8.410E-3           D044300500026 
       100.        20.        42.      0.031   8.570E-3           D044300500027 
       100.        20.        46.     0.0405   8.830E-3           D044300500028 
       100.        20.        50.     0.0263   9.010E-3           D044300500029 
       100.        20.        54.      0.022   9.220E-3           D044300500030 
       100.        20.        58.     0.0481   9.470E-3           D044300500031 
       100.        20.        62.     0.0699   9.640E-3           D044300500032 
       100.        20.        66.     0.0608   1.000E-2           D044300500033 
       100.        20.        70.     0.0456     0.0103           D044300500034 
       100.        20.        74.     0.0302     0.0104           D044300500035 
       100.        20.        78.     0.0368     0.0107           D044300500036 
       100.        20.        82.  -4.950E-3     0.0107           D044300500037 
       100.        20.        86.    -0.0468     0.0107           D044300500038 
       100.        20.        90.      0.106     0.0105           D044300500039 
       100.        25.        34.     0.0186   7.760E-3           D044300500040 
       100.        25.        38.     0.0332   8.010E-3           D044300500041 
       100.        25.        42.     0.0508   8.250E-3           D044300500042 
       100.        25.        46.     0.0367   8.520E-3           D044300500043 
       100.        25.        50.     0.0415   8.790E-3           D044300500044 
       100.        25.        54.      0.031   9.060E-3           D044300500045 
       100.        25.        58.     0.0711   9.420E-3           D044300500046 
       100.        25.        62.     0.0535   9.810E-3           D044300500047 
       100.        25.        66.     0.0731     0.0102           D044300500048 
       100.        25.        70.     0.0866     0.0107           D044300500049 
       100.        25.        74.     0.0841      0.011           D044300500050 
       100.        25.        78.     0.0907     0.0116           D044300500051 
       100.        25.        82.     0.0716     0.0121           D044300500052 
       100.        25.        86.     0.0113     0.0121           D044300500053 
       100.        25.        90.      0.258     0.0125           D044300500054 
       100.        30.        34.     0.0184   7.760E-3           D044300500055 
       100.        30.        38.     0.0352   8.130E-3           D044300500056 
       100.        30.        42.     0.0428   8.390E-3           D044300500057 
       100.        30.        46.     0.0391   8.790E-3           D044300500058 
       100.        30.        50.     0.0535   9.040E-3           D044300500059 
       100.        30.        54.     0.0578   9.480E-3           D044300500060 
       100.        30.        58.       0.07   9.940E-3           D044300500061 
       100.        30.        62.     0.0938     0.0104           D044300500062 
       100.        30.        66.      0.117      0.011           D044300500063 
       100.        30.        70.      0.128     0.0118           D044300500064 
       100.        30.        74.      0.139     0.0125           D044300500065 
       100.        30.        78.      0.161     0.0134           D044300500066 
       100.        30.        82.      0.198     0.0142           D044300500067 
       100.        30.        86.       0.13      0.015           D044300500068 
       100.        30.        90.      0.346     0.0154           D044300500069 
       100.        35.        34.     0.0194   7.440E-3           D044300500070 
       100.        35.        38.     0.0257   7.740E-3           D044300500071 
       100.        35.        42.     0.0407   8.140E-3           D044300500072 
       100.        35.        46.     0.0563   8.430E-3           D044300500073 
       100.        35.        50.     0.0488   8.890E-3           D044300500074 
       100.        35.        54.     0.0587   9.440E-3           D044300500075 
       100.        35.        58.      0.068   9.980E-3           D044300500076 
       100.        35.        62.     0.0972     0.0106           D044300500077 
       100.        35.        66.     0.0839     0.0114           D044300500078 
       100.        35.        70.      0.139     0.0122           D044300500079 
       100.        35.        74.      0.146     0.0132           D044300500080 
       100.        35.        78.      0.185     0.0145           D044300500081 
       100.        35.        82.      0.225     0.0157           D044300500082 
       100.        35.        86.      0.308     0.0171           D044300500083 
       100.        35.        90.       0.46     0.0173           D044300500084 
       100.        40.        34.     0.0176   8.590E-3           D044300500085 
       100.        40.        38.     0.0383   9.030E-3           D044300500086 
       100.        40.        42.     0.0337   9.590E-3           D044300500087 
       100.        40.        46.      0.057     0.0101           D044300500088 
       100.        40.        50.     0.0535     0.0108           D044300500089 
       100.        40.        54.      0.083     0.0115           D044300500090 
       100.        40.        58.     0.0569     0.0123           D044300500091 
       100.        40.        62.     0.0793     0.0133           D044300500092 
       100.        40.        66.     0.0813     0.0145           D044300500093 
       100.        40.        70.      0.124     0.0158           D044300500094 
       100.        40.        74.      0.141     0.0174           D044300500095 
       100.        40.        78.      0.181     0.0194           D044300500096 
       100.        40.        82.      0.182     0.0214           D044300500097 
       100.        40.        86.      0.284     0.0241           D044300500098 
       100.        40.        90.      0.491     0.0245           D044300500099 
       100.        50.        34.     0.0172   5.470E-3           D044300500100 
       100.        50.        38.     0.0264   5.870E-3           D044300500101 
       100.        50.        42.     0.0328   6.320E-3           D044300500102 
       100.        50.        46.     0.0313   6.760E-3           D044300500103 
       100.        50.        50.     0.0619   7.350E-3           D044300500104 
       100.        50.        54.     0.0534   8.010E-3           D044300500105 
       100.        50.        58.     0.0735   8.720E-3           D044300500106 
       100.        50.        62.     0.0688   9.490E-3           D044300500107 
       100.        50.        66.     0.0795     0.0105           D044300500108 
       100.        50.        70.      0.121     0.0116           D044300500109 
       100.        50.        74.      0.131      0.013           D044300500110 
       100.        50.        78.      0.161     0.0149           D044300500111 
       100.        50.        82.      0.203     0.0169           D044300500112 
       100.        50.        86.      0.255     0.0199           D044300500113 
       100.        50.        90.      0.437     0.0206           D044300500114 
       100.        60.        34.     0.0162   4.810E-3           D044300500115 
       100.        60.        38.     0.0191   5.270E-3           D044300500116 
       100.        60.        42.     0.0165   5.760E-3           D044300500117 
       100.        60.        46.     0.0465   6.340E-3           D044300500118 
       100.        60.        50.     0.0355   6.950E-3           D044300500119 
       100.        60.        54.     0.0375   7.680E-3           D044300500120 
       100.        60.        58.     0.0405   8.590E-3           D044300500121 
       100.        60.        62.     0.0433   9.580E-3           D044300500122 
       100.        60.        66.     0.0719     0.0109           D044300500123 
       100.        60.        70.      0.058     0.0122           D044300500124 
       100.        60.        74.     0.0757     0.0141           D044300500125 
       100.        60.        78.     0.0829     0.0165           D044300500126 
       100.        60.        82.     0.0899     0.0192           D044300500127 
       100.        60.        86.      0.183      0.023           D044300500128 
       100.        60.        90.      0.343     0.0258           D044300500129 
       100.        80.        34.   9.780E-3   4.580E-3           D044300500130 
       100.        80.        38.     0.0155   5.230E-3           D044300500131 
       100.        80.        42.     0.0117   5.970E-3           D044300500132 
       100.        80.        46.     0.0126   6.810E-3           D044300500133 
       100.        80.        50.   8.430E-3   7.820E-3           D044300500134 
       100.        80.        54.   6.920E-3   9.040E-3           D044300500135 
       100.        80.        58.     0.0156     0.0105           D044300500136 
       100.        80.        62.     0.0202     0.0123           D044300500137 
       100.        80.        66.   4.740E-3     0.0144           D044300500138 
       100.        80.        70.     0.0144     0.0169           D044300500139 
       100.        80.        74.     0.0201       0.02           D044300500140 
       100.        80.        78.    -0.0177      0.024           D044300500141 
       100.        80.        82.     0.0639      0.029           D044300500142 
       100.        80.        86.     0.0982     0.0334           D044300500143 
       100.        80.        90.      0.204     0.0426           D044300500144 
       100.       100.        34.     0.0143   4.770E-3           D044300500145 
       100.       100.        38.     0.0226   5.640E-3           D044300500146 
       100.       100.        42.     0.0287   6.670E-3           D044300500147 
       100.       100.        46.     0.0313   7.860E-3           D044300500148 
       100.       100.        50.     0.0363   9.260E-3           D044300500149 
       100.       100.        54.     0.0397      0.011           D044300500150 
       100.       100.        58.     0.0317     0.0131           D044300500151 
       100.       100.        62.      0.055      0.016           D044300500152 
       100.       100.        66.     0.0535     0.0189           D044300500153 
       100.       100.        70.     0.0851     0.0229           D044300500154 
       100.       100.        74.       0.11     0.0274           D044300500155 
       100.       100.        78.      0.178      0.033           D044300500156 
       100.       100.        82.      0.087     0.0399           D044300500157 
       100.       100.        86.      0.185     0.0471           D044300500158 
       100.       100.        90.      0.154     0.0577           D044300500159 
       100.       120.        34.     0.0462   7.110E-3           D044300500160 
       100.       120.        38.     0.0443   8.720E-3           D044300500161 
       100.       120.        42.     0.0792     0.0107           D044300500162 
       100.       120.        46.     0.0708      0.013           D044300500163 
       100.       120.        50.      0.106      0.016           D044300500164 
       100.       120.        54.     0.0923     0.0195           D044300500165 
       100.       120.        58.     0.0912     0.0246           D044300500166 
       100.       120.        62.      0.106       0.03           D044300500167 
       100.       120.        66.     0.0976     0.0385           D044300500168 
       100.       120.        70.      0.113     0.0456           D044300500169 
       100.       120.        74.      0.166     0.0571           D044300500170 
       100.       120.        78.       0.05     0.0712           D044300500171 
       100.       120.        82.     0.0414      0.083           D044300500172 
       100.       120.        86.      0.359      0.102           D044300500173 
       100.       120.        90.       0.21       0.13           D044300500174 
       100.       140.        34.     0.0507   8.280E-3           D044300500175 
       100.       140.        38.     0.0483     0.0105           D044300500176 
       100.       140.        42.     0.0883     0.0131           D044300500177 
       100.       140.        46.     0.0853     0.0163           D044300500178 
       100.       140.        50.     0.0713     0.0203           D044300500179 
       100.       140.        54.     0.0621     0.0249           D044300500180 
       100.       140.        58.     0.0932     0.0305           D044300500181 
       100.       140.        62.      0.132     0.0371           D044300500182 
       100.       140.        66.      0.112     0.0449           D044300500183 
       100.       140.        70.      0.184     0.0542           D044300500184 
       100.       140.        74.      0.189     0.0618           D044300500185 
       100.       140.        78.      0.125     0.0752           D044300500186 
       100.       140.        82.      0.243      0.077           D044300500187 
       100.       140.        86.      0.371     0.0888           D044300500188 
       130.        15.        34.     0.0442     0.0145           D044300500189 
       130.        15.        38.  -1.230E-3     0.0154           D044300500190 
       130.        15.        42.     0.0112     0.0156           D044300500191 
       130.        15.        46.     0.0455     0.0162           D044300500192 
       130.        15.        50.   1.840E-3     0.0169           D044300500193 
       130.        15.        54.     -0.018     0.0173           D044300500194 
       130.        15.        58.     0.0184     0.0179           D044300500195 
       130.        15.        62.     0.0119     0.0182           D044300500196 
       130.        15.        66.     0.0257     0.0187           D044300500197 
       130.        15.        70.     0.0197     0.0191           D044300500198 
       130.        15.        74.     0.0255     0.0196           D044300500199 
       130.        15.        78.     0.0371     0.0199           D044300500200 
       130.        15.        82.     0.0205     0.0208           D044300500201 
       130.        15.        86.     0.0295     0.0211           D044300500202 
       130.        15.        90.    -0.0307     0.0213           D044300500203 
       130.        15.        94.    -0.0177     0.0215           D044300500204 
       130.        15.        98.    -0.0434     0.0219           D044300500205 
       130.        15.       102.    -0.0785     0.0216           D044300500206 
       130.        15.       106.     -0.113     0.0225           D044300500207 
       130.        15.       110.     -0.113     0.0228           D044300500208 
       130.        15.       114.     0.0379     0.0246           D044300500209 
       130.        20.        34.     0.0311     0.0185           D044300500210 
       130.        20.        38.     0.0694     0.0197           D044300500211 
       130.        20.        42.     0.0222     0.0203           D044300500212 
       130.        20.        46.     0.0202     0.0209           D044300500213 
       130.        20.        50.     0.0159     0.0215           D044300500214 
       130.        20.        54.     0.0803      0.023           D044300500215 
       130.        20.        58.      0.032      0.023           D044300500216 
       130.        20.        62.     0.0365     0.0234           D044300500217 
       130.        20.        66.    -0.0309     0.0243           D044300500218 
       130.        20.        70.     0.0523     0.0254           D044300500219 
       130.        20.        74.     0.0859     0.0265           D044300500220 
       130.        20.        78.     0.0544     0.0271           D044300500221 
       130.        20.        82.     0.0551      0.028           D044300500222 
       130.        20.        86.     0.0366     0.0294           D044300500223 
       130.        20.        90.      0.134       0.03           D044300500224 
       130.        20.        94.     0.0403     0.0323           D044300500225 
       130.        20.        98.       0.03     0.0315           D044300500226 
       130.        20.       102.    -0.0358     0.0347           D044300500227 
       130.        20.       106.      0.032     0.0343           D044300500228 
       130.        20.       110.    -0.0648     0.0367           D044300500229 
       130.        20.       114.     0.0544       0.04           D044300500230 
       130.        25.        34.   8.130E-4     0.0105           D044300500231 
       130.        25.        38.   7.970E-3   8.870E-3           D044300500232 
       130.        25.        42.     0.0207   9.540E-3           D044300500233 
       130.        25.        46.     0.0128   9.990E-3           D044300500234 
       130.        25.        50.     0.0241     0.0106           D044300500235 
       130.        25.        54.     0.0256     0.0111           D044300500236 
       130.        25.        58.     0.0509     0.0114           D044300500237 
       130.        25.        62.     0.0291      0.012           D044300500238 
       130.        25.        66.      0.066     0.0126           D044300500239 
       130.        25.        70.     0.0315     0.0133           D044300500240 
       130.        25.        74.     0.0569     0.0137           D044300500241 
       130.        25.        78.      0.064     0.0145           D044300500242 
       130.        25.        82.     0.0977     0.0152           D044300500243 
       130.        25.        86.     0.0723     0.0165           D044300500244 
       130.        25.        90.      0.114     0.0174           D044300500245 
       130.        25.        94.     0.0666     0.0186           D044300500246 
       130.        25.        98.      0.174     0.0198           D044300500247 
       130.        25.       102.      0.152     0.0214           D044300500248 
       130.        25.       106.      0.116     0.0232           D044300500249 
       130.        25.       110.     0.0428     0.0253           D044300500250 
       130.        25.       114.      0.253      0.029           D044300500251 
       130.        25.       118.      0.374     0.0369           D044300500252 
       130.        35.        34.  -3.980E-3     0.0143           D044300500253 
       130.        35.        38.     0.0198     0.0153           D044300500254 
       130.        35.        42.     0.0289     0.0162           D044300500255 
       130.        35.        46.     0.0615     0.0173           D044300500256 
       130.        35.        50.     0.0453      0.018           D044300500257 
       130.        35.        54.     0.0596      0.019           D044300500258 
       130.        35.        58.     0.0872     0.0198           D044300500259 
       130.        35.        62.     0.0232     0.0214           D044300500260 
       130.        35.        66.     0.0547     0.0227           D044300500261 
       130.        35.        70.   1.710E-3     0.0242           D044300500262 
       130.        35.        74.    -0.0122     0.0267           D044300500263 
       130.        35.        78.      0.048     0.0281           D044300500264 
       130.        35.        82.     0.0426     0.0305           D044300500265 
       130.        35.        86.   5.170E-3     0.0322           D044300500266 
       130.        35.        90.     0.0989     0.0372           D044300500267 
       130.        35.        94.     0.0744     0.0391           D044300500268 
       130.        35.        98.     0.0988     0.0444           D044300500269 
       130.        35.       102.     0.0652     0.0503           D044300500270 
       130.        35.       106.      0.189     0.0566           D044300500271 
       130.        35.       110.     0.0632     0.0683           D044300500272 
       130.        35.       114.      0.531     0.0747           D044300500273 
       130.        40.        34.  -8.390E-3     0.0109           D044300500274 
       130.        40.        38.  -8.880E-3   9.700E-3           D044300500275 
       130.        40.        42.     0.0376     0.0105           D044300500276 
       130.        40.        46.     0.0291     0.0111           D044300500277 
       130.        40.        50.     0.0149      0.012           D044300500278 
       130.        40.        54.   5.570E-3     0.0127           D044300500279 
       130.        40.        58.  -6.640E-3     0.0136           D044300500280 
       130.        40.        62.     0.0138     0.0146           D044300500281 
       130.        40.        66.      0.016     0.0158           D044300500282 
       130.        40.        70.     0.0392     0.0171           D044300500283 
       130.        40.        74.     0.0353     0.0186           D044300500284 
       130.        40.        78.     0.0478     0.0201           D044300500285 
       130.        40.        82.     0.0394     0.0223           D044300500286 
       130.        40.        86.        0.1     0.0241           D044300500287 
       130.        40.        90.       0.12     0.0278           D044300500288 
       130.        40.        94.     0.0985     0.0301           D044300500289 
       130.        40.        98.      0.123     0.0342           D044300500290 
       130.        40.       102.      0.198     0.0381           D044300500291 
       130.        40.       106.     0.0942     0.0474           D044300500292 
       130.        40.       110.      0.177     0.0566           D044300500293 
       130.        40.       114.      0.575     0.0623           D044300500294 
       130.        40.       118.      0.448      0.111           D044300500295 
       130.        50.        34.  -7.820E-3   8.460E-3           D044300500296 
       130.        50.        38.   6.430E-3   7.910E-3           D044300500297 
       130.        50.        42.   5.400E-3   8.390E-3           D044300500298 
       130.        50.        46.   2.430E-3   8.860E-3           D044300500299 
       130.        50.        50.     0.0176   9.380E-3           D044300500300 
       130.        50.        54.     0.0141   9.910E-3           D044300500301 
       130.        50.        58.     0.0177     0.0104           D044300500302 
       130.        50.        62.     0.0403     0.0112           D044300500303 
       130.        50.        66.   8.470E-3     0.0119           D044300500304 
       130.        50.        70.     0.0219     0.0128           D044300500305 
       130.        50.        74.     0.0498     0.0138           D044300500306 
       130.        50.        78.  -1.880E-3     0.0148           D044300500307 
       130.        50.        82.      0.015     0.0162           D044300500308 
       130.        50.        86.     0.0123      0.018           D044300500309 
       130.        50.        90.     0.0138       0.02           D044300500310 
       130.        50.        94.    -0.0235     0.0228           D044300500311 
       130.        50.        98.   3.650E-4     0.0258           D044300500312 
       130.        50.       102.     0.0328     0.0312           D044300500313 
       130.        50.       106.    -0.0498     0.0364           D044300500314 
       130.        50.       110.      0.068     0.0492           D044300500315 
       130.        50.       114.     0.0439     0.0598           D044300500316 
       130.        60.        34.     0.0205   9.260E-3           D044300500317 
       130.        60.        38.   7.650E-3     0.0102           D044300500318 
       130.        60.        42.     0.0279     0.0112           D044300500319 
       130.        60.        46.   9.400E-3     0.0122           D044300500320 
       130.        60.        50.  -6.020E-3     0.0134           D044300500321 
       130.        60.        54.   7.320E-3      0.015           D044300500322 
       130.        60.        58.     0.0403     0.0162           D044300500323 
       130.        60.        62.     0.0291     0.0181           D044300500324 
       130.        60.        66.     0.0436     0.0198           D044300500325 
       130.        60.        70.  -7.500E-3     0.0225           D044300500326 
       130.        60.        74.     0.0918     0.0249           D044300500327 
       130.        60.        78.    -0.0124     0.0289           D044300500328 
       130.        60.        82.    -0.0367     0.0312           D044300500329 
       130.        60.        86.     -0.113     0.0367           D044300500330 
       130.        60.        90.    -0.0436     0.0438           D044300500331 
       130.        60.        94.     -0.258     0.0533           D044300500332 
       130.        60.        98.     -0.205     0.0658           D044300500333 
       130.        60.       102.       0.13     0.0864           D044300500334 
       130.        60.       106.     -0.045      0.104           D044300500335 
       130.        80.        34.     0.0235   7.830E-3           D044300500336 
       130.        80.        38.     0.0272   8.910E-3           D044300500337 
       130.        80.        42.     0.0258     0.0102           D044300500338 
       130.        80.        46.      0.021     0.0116           D044300500339 
       130.        80.        50.    -0.0287     0.0132           D044300500340 
       130.        80.        54.     0.0398     0.0152           D044300500341 
       130.        80.        58.    -0.0232     0.0176           D044300500342 
       130.        80.        62.    -0.0304     0.0201           D044300500343 
       130.        80.        66.     0.0303     0.0235           D044300500344 
       130.        80.        70.    -0.0599     0.0274           D044300500345 
       130.        80.        74.  -1.140E-3     0.0319           D044300500346 
       130.        80.        78.   2.370E-3     0.0383           D044300500347 
