ENTRY            D0733   20141209                             D096D073300000001 
SUBENT        D0733001   20141209                             D096D073300100001 
BIB                 14         30                                 D073300100002 
TITLE      Sequential and simultaneous emission of particles from D073300100003 
            p+Al collisions at GeV energies                       D073300100004 
AUTHOR     (M.Fidelus, D.Filges, F.Goldenbaum, H.Hodde, A.Jany,   D073300100005 
            L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,            D073300100006 
            St.Kliczewski, E.Kozik, P.Kulessa, H.Machner,         D073300100007 
            A.Magiera, B.Piskor-Ignatowicz, K.Pysz, Z.Rudy,       D073300100008 
            Sushil K.Sharma, R.Siudak, M.Wojciechowski)           D073300100009 
INSTITUTE  (3POLUJK,2GERJUL,2GERBON,3POLIFJ,2GERUDE)              D073300100010 
REFERENCE  (J,PR/C,89,054617,2014)                                D073300100011 
FACILITY   (SYNCH,2GERJUL) COSY                                   D073300100012 
EXP-YEAR   (2005)                                                 D073300100013 
SAMPLE     Self-supporting Al of 170 ug/cm2                       D073300100014 
DETECTOR   (TELES,SI,SI) Telescopes at 15.6, 20 and 65 deg were   D073300100015 
            installed in air behind 50 um stainless steel foils   D073300100016 
           (CSICR) Telescopes at 15.6, 20, 65 and 100 deg were    D073300100017 
            backed by a 7 cm thick CSI detector to detect high-   D073300100018 
            energy light charged-particles passing through the Si D073300100019 
            detectors.                                            D073300100020 
METHOD     (EDE) Mass and charge identification                   D073300100021 
MONITOR    (13-AL-27(P,X)4-BE-7,,SIG)                             D073300100022 
            8.023 mb at 1.2 GeV, 9.515 mb at 1.9 GeV, and         D073300100023 
            10.099 mb at 2.5 GeV                                  D073300100024 
MONIT-REF  (,A.Bubak+,J,NIM/B,226,507,2004)                       D073300100025 
ERR-ANALYS (ERR-S) Only statistical                               D073300100026 
           (ERR-1) Normalization at 3 proton energies (~9%)       D073300100027 
STATUS     (TABLE) Data received from Boguslaw Kamys              D073300100028 
           (APRVD) Approved by Boguslaw Kamys (2014-06-04)        D073300100029 
HISTORY    (20140603R) On. Received from Boguslaw Kamys.          D073300100030 
           (20140604C) On                                         D073300100031 
           (20141209A) On. Important corrections in 002-017.      D073300100032 
ENDBIB              30          0                                 D073300100033 
COMMON               1          3                                 D073300100034 
ERR-1                                                             D073300100035 
PER-CENT                                                          D073300100036 
 9.                                                               D073300100037 
ENDCOMMON            3          0                                 D073300100038 
ENDSUBENT           37          0                                 D073300199999 
SUBENT        D0733002   20141209                             D096D073300200001 
BIB                  2          2                                 D073300200002 
REACTION   (13-AL-27(P,X)1-H-1,,DA/DE)                            D073300200003 
HISTORY    (20141209A) On. Unit of EN corrected (MeV -> GeV)      D073300200004 
ENDBIB               2          0                                 D073300200005 
NOCOMMON             0          0                                 D073300200006 
DATA                 5        653                                 D073300200007 
EN         ANG        E          DATA       ERR-S                 D073300200008 
 1.2         15.6      153.5      0.7750     0.0480               D073300200055 
 1.2         15.6      156.5      0.7710     0.0480               D073300200056 
 1.2         15.6      159.5      0.7150     0.0460               D073300200057 
 1.2         15.6      162.0      0.6510     0.0360               D073300200058 
 1.2         20.         7.5      4.4800     0.1100               D073300200059 
 1.2         20.        10.5      2.9600     0.0870               D073300200060 
 1.2         20.        15.5      1.8340     0.0700               D073300200061 
 1.2         20.        17.5      1.7830     0.0400               D073300200062 
 1.2         20.        22.5      1.4390     0.0620               D073300200063 
 1.2         20.        25.5      1.5560     0.0650               D073300200064 
 1.2         20.        28.5      1.5390     0.0640               D073300200065 
 1.2         20.        31.5      1.5460     0.0640               D073300200066 
 1.2         20.        34.5      1.5620     0.0650               D073300200067 
 1.2         20.        37.5      1.4540     0.0620               D073300200068 
 1.2         20.        40.5      1.4130     0.0610               D073300200069 
 1.2         20.        43.5      1.4560     0.0620               D073300200070 
 1.2         20.        46.5      1.4420     0.0620               D073300200071 
 1.2         20.        49.5      1.4250     0.0620               D073300200072 
 1.2         20.        52.5      1.3850     0.0610               D073300200073 
 1.2         20.        55.5      1.3840     0.0610               D073300200074 
 1.2         20.        58.5      1.4060     0.0610               D073300200075 
 1.2         20.        61.5      1.3880     0.0610               D073300200076 
 1.2         20.        64.5      1.3390     0.0600               D073300200077 
 1.2         20.        67.5      1.3230     0.0590               D073300200078 
 1.2         20.        70.5      1.3130     0.0590               D073300200079 
 1.2         20.        73.5      1.2640     0.0580               D073300200080 
 1.2         20.        76.5      1.2610     0.0580               D073300200081 
 1.2         20.        79.5      1.1850     0.0560               D073300200082 
 1.2         20.        82.5      1.2230     0.0570               D073300200083 
 1.2         20.        85.5      1.1370     0.0550               D073300200084 
 1.2         20.        88.5      1.1280     0.0550               D073300200085 
 1.2         20.        91.5      1.1330     0.0550               D073300200086 
 1.2         20.        94.5      1.0850     0.0540               D073300200087 
 1.2         20.        97.5      1.0430     0.0530               D073300200088 
 1.2         20.       100.5      1.0460     0.0530               D073300200089 
 1.2         20.       103.5      0.9930     0.0520               D073300200090 
 1.2         20.       106.5      0.9790     0.0510               D073300200091 
 1.2         20.       109.5      0.9440     0.0500               D073300200092 
 1.2         20.       112.5      0.9250     0.0500               D073300200093 
 1.2         20.       115.5      0.9060     0.0490               D073300200094 
 1.2         20.       118.5      0.9120     0.0490               D073300200095 
 1.2         20.       121.5      0.8700     0.0480               D073300200096 
 1.2         20.       124.5      0.8390     0.0470               D073300200097 
 1.2         20.       127.5      0.8070     0.0460               D073300200098 
 1.2         20.       130.5      0.7860     0.0460               D073300200099 
 1.2         20.       133.5      0.7770     0.0460               D073300200100 
 1.2         20.       136.5      0.7310     0.0440               D073300200101 
 1.2         20.       139.5      0.7300     0.0440               D073300200102 
 1.2         20.       142.5      0.7120     0.0440               D073300200103 
 1.2         20.       145.5      0.6970     0.0430               D073300200104 
 1.2         20.       148.5      0.6760     0.0430               D073300200105 
 1.2         20.       151.5      0.6620     0.0420               D073300200106 
 1.2         20.       154.5      0.6140     0.0410               D073300200107 
 1.2         20.       157.5      0.6050     0.0400               D073300200108 
 1.2         20.       160.5      0.5900     0.0400               D073300200109 
 1.2         20.       162.5      0.5140     0.0210               D073300200110 
 1.2         35.         3.5      6.2480     0.0920               D073300200111 
 1.2         35.         5.5      5.0720     0.0480               D073300200112 
 1.2         35.         9.5      2.7620     0.0610               D073300200113 
 1.2         35.        12.5      2.4010     0.0570               D073300200114 
 1.2         35.        15.5      1.9180     0.0510               D073300200115 
 1.2         35.        18.0      1.7090     0.0390               D073300200116 
 1.2         35.        22.0      1.4710     0.0360               D073300200117 
 1.2         50.         3.5      4.3690     0.0730               D073300200118 
 1.2         50.         6.0      3.4340     0.0530               D073300200119 
 1.2         50.         9.5      2.3830     0.0520               D073300200120 
 1.2         50.        12.5      2.1030     0.0500               D073300200121 
 1.2         50.        15.5      1.7710     0.0460               D073300200122 
 1.2         50.        18.5      1.6000     0.0440               D073300200123 
 1.2         50.        21.5      1.4600     0.0420               D073300200124 
 1.2         50.        23.5      1.4840     0.0240               D073300200125 
 1.2         65.         7.5      3.8260     0.0410               D073300200126 
 1.2         65.        10.5      2.6950     0.0350               D073300200127 
 1.2         65.        14.5      1.5640     0.0270               D073300200128 
 1.2         65.        17.5      1.4840     0.0260               D073300200129 
 1.2         65.        23.5      1.0990     0.0230               D073300200130 
 1.2         65.        26.5      1.0600     0.0220               D073300200131 
 1.2         65.        29.5      1.0260     0.0220               D073300200132 
 1.2         65.        32.5      1.0090     0.0220               D073300200133 
 1.2         65.        35.5      0.9570     0.0210               D073300200134 
 1.2         65.        38.5      0.9050     0.0210               D073300200135 
 1.2         65.        41.5      0.9150     0.0210               D073300200136 
 1.2         65.        44.5      0.8940     0.0200               D073300200137 
 1.2         65.        47.5      0.8960     0.0200               D073300200138 
 1.2         65.        50.5      0.8830     0.0200               D073300200139 
 1.2         65.        53.5      0.8760     0.0200               D073300200140 
 1.2         65.        56.5      0.8590     0.0200               D073300200141 
 1.2         65.        59.5      0.8410     0.0200               D073300200142 
 1.2         65.        62.5      0.8260     0.0200               D073300200143 
 1.2         65.        65.5      0.8150     0.0200               D073300200144 
 1.2         65.        68.5      0.7960     0.0190               D073300200145 
 1.2         65.        71.5      0.7910     0.0190               D073300200146 
 1.2         65.        74.5      0.7700     0.0190               D073300200147 
 1.2         65.        77.5      0.7730     0.0190               D073300200148 
 1.2         65.        80.5      0.7370     0.0190               D073300200149 
 1.2         65.        83.5      0.7290     0.0180               D073300200150 
 1.2         65.        86.5      0.7110     0.0180               D073300200151 
 1.2         65.        89.5      0.6820     0.0180               D073300200152 
 1.2         65.        92.5      0.6810     0.0180               D073300200153 
 1.2         65.        95.5      0.6530     0.0170               D073300200154 
 1.2         65.        98.5      0.6380     0.0170               D073300200155 
 1.2         65.       101.5      0.6190     0.0170               D073300200156 
 1.2         65.       104.5      0.6150     0.0170               D073300200157 
 1.2         65.       107.5      0.5880     0.0170               D073300200158 
 1.2         65.       110.5      0.5770     0.0160               D073300200159 
 1.2         65.       113.5      0.5700     0.0160               D073300200160 
 1.2         65.       116.5      0.5610     0.0160               D073300200161 
 1.2         65.       119.5      0.5390     0.0160               D073300200162 
 1.2         65.       122.5      0.5280     0.0160               D073300200163 
 1.2         65.       125.5      0.5100     0.0150               D073300200164 
 1.2         65.       128.5      0.4990     0.0150               D073300200165 
 1.2         65.       131.5      0.4910     0.0150               D073300200166 
 1.2         65.       134.5      0.4810     0.0150               D073300200167 
 1.2         65.       137.5      0.4590     0.0150               D073300200168 
 1.2         65.       140.5      0.4420     0.0140               D073300200169 
 1.2         65.       143.5      0.4320     0.0140               D073300200170 
 1.2         65.       146.5      0.4130     0.0140               D073300200171 
 1.2         65.       149.5      0.3910     0.0140               D073300200172 
 1.2         65.       152.5      0.3810     0.0130               D073300200173 
 1.2         65.       155.5      0.3600     0.0130               D073300200174 
 1.2         65.       158.5      0.3360     0.0130               D073300200175 
 1.2         65.       161.5      0.3040     0.0120               D073300200176 
 1.2         80.         3.5      4.1590     0.0360               D073300200177 
 1.2         80.         6.5      1.3530     0.0210               D073300200178 
 1.2        100.         9.5      1.8770     0.0270               D073300200179 
 1.2        100.        12.5      1.4750     0.0240               D073300200180 
 1.2        100.        15.5      1.0430     0.0210               D073300200181 
 1.2        100.        18.5      0.8340     0.0190               D073300200182 
 1.2        100.        30.5      0.4460     0.0140               D073300200183 
 1.2        100.        33.5      0.4580     0.0140               D073300200184 
 1.2        100.        36.5      0.4560     0.0140               D073300200185 
 1.2        100.        39.5      0.4540     0.0140               D073300200186 
 1.2        100.        42.5      0.4380     0.0140               D073300200187 
 1.2        100.        45.5      0.4210     0.0130               D073300200188 
 1.2        100.        48.5      0.4030     0.0130               D073300200189 
 1.2        100.        51.5      0.3820     0.0130               D073300200190 
 1.2        100.        54.5      0.3650     0.0120               D073300200191 
 1.2        100.        57.5      0.3420     0.0120               D073300200192 
 1.2        100.        60.5      0.3290     0.0120               D073300200193 
 1.2        100.        63.5      0.3100     0.0110               D073300200194 
 1.2        100.        66.5      0.2910     0.0110               D073300200195 
 1.2        100.        69.5      0.2780     0.0110               D073300200196 
 1.2        100.        72.5      0.2640     0.0100               D073300200197 
 1.2        100.        75.5      0.2480     0.0100               D073300200198 
 1.2        100.        78.5      0.2364     0.0099               D073300200199 
 1.2        100.        81.5      0.2250     0.0097               D073300200200 
 1.2        100.        84.5      0.2088     0.0093               D073300200201 
 1.2        100.        87.5      0.1963     0.0091               D073300200202 
 1.2        100.        90.5      0.1848     0.0088               D073300200203 
 1.2        100.        93.5      0.1792     0.0086               D073300200204 
 1.2        100.        96.5      0.1686     0.0084               D073300200205 
 1.2        100.        99.5      0.1511     0.0079               D073300200206 
 1.2        100.       102.5      0.1504     0.0079               D073300200207 
 1.2        100.       105.5      0.1406     0.0077               D073300200208 
 1.2        100.       108.5      0.1303     0.0074               D073300200209 
 1.2        100.       111.5      0.1237     0.0072               D073300200210 
 1.2        100.       114.5      0.1183     0.0070               D073300200211 
 1.2        100.       117.5      0.1109     0.0068               D073300200212 
 1.2        100.       120.5      0.1010     0.0065               D073300200213 
 1.2        100.       123.5      0.0969     0.0064               D073300200214 
 1.2        100.       126.5      0.0850     0.0060               D073300200215 
 1.2        100.       129.5      0.0844     0.0059               D073300200216 
 1.2        100.       132.5      0.0786     0.0057               D073300200217 
 1.2        100.       135.5      0.0753     0.0056               D073300200218 
 1.2        100.       138.5      0.0703     0.0054               D073300200219 
 1.2        100.       141.5      0.0663     0.0053               D073300200220 
 1.2        100.       144.5      0.0640     0.0052               D073300200221 
 1.2        100.       147.5      0.0608     0.0050               D073300200222 
 1.2        100.       150.5      0.0568     0.0049               D073300200223 
 1.2        100.       153.5      0.0508     0.0046               D073300200224 
 1.2        100.       156.5      0.0457     0.0044               D073300200225 
 1.2        100.       159.5      0.0415     0.0042               D073300200226 
 1.2        100.       161.5      0.0356     0.0022               D073300200227 
 1.9         15.6        7.5      4.2600     0.1600               D073300200228 
 1.9         15.6       10.5      3.3200     0.1400               D073300200229 
 1.9         15.6       12.5      2.2100     0.0650               D073300200230 
 1.9         15.6       15.5      1.8900     0.1100               D073300200231 
 1.9         15.6       18.0      1.9590     0.0880               D073300200232 
 1.9         15.6       33.5      1.4010     0.0910               D073300200233 
 1.9         15.6       36.5      1.4240     0.0920               D073300200234 
 1.9         15.6       39.5      1.4240     0.0920               D073300200235 
 1.9         15.6       42.5      1.5400     0.0960               D073300200236 
 1.9         15.6       45.5      1.4540     0.0930               D073300200237 
 1.9         15.6       48.5      1.5180     0.0950               D073300200238 
 1.9         15.6       51.5      1.4860     0.0940               D073300200239 
 1.9         15.6       54.5      1.5120     0.0950               D073300200240 
 1.9         15.6       57.5      1.5090     0.0950               D073300200241 
 1.9         15.6       60.5      1.5000     0.0940               D073300200242 
 1.9         15.6       63.5      1.4790     0.0940               D073300200243 
 1.9         15.6       66.5      1.5200     0.0950               D073300200244 
 1.9         15.6       69.5      1.4800     0.0940               D073300200245 
 1.9         15.6       72.5      1.4010     0.0910               D073300200246 
 1.9         15.6       75.5      1.4510     0.0930               D073300200247 
 1.9         15.6       78.5      1.4440     0.0930               D073300200248 
 1.9         15.6       81.5      1.3920     0.0910               D073300200249 
 1.9         15.6       84.5      1.4300     0.0920               D073300200250 
 1.9         15.6       87.5      1.3260     0.0890               D073300200251 
 1.9         15.6       90.5      1.3780     0.0900               D073300200252 
 1.9         15.6       93.5      1.3370     0.0890               D073300200253 
 1.9         15.6       96.5      1.2460     0.0860               D073300200254 
 1.9         15.6       99.5      1.2820     0.0870               D073300200255 
 1.9         15.6      102.5      1.2520     0.0860               D073300200256 
 1.9         15.6      105.5      1.2790     0.0870               D073300200257 
 1.9         15.6      108.5      1.2430     0.0860               D073300200258 
 1.9         15.6      111.5      1.2560     0.0860               D073300200259 
 1.9         15.6      114.5      1.2310     0.0850               D073300200260 
 1.9         15.6      117.5      1.1700     0.0830               D073300200261 
 1.9         15.6      120.5      1.1440     0.0820               D073300200262 
 1.9         15.6      123.5      1.0950     0.0810               D073300200263 
 1.9         15.6      126.5      1.1320     0.0820               D073300200264 
 1.9         15.6      129.5      1.0860     0.0800               D073300200265 
 1.9         15.6      132.5      1.0470     0.0790               D073300200266 
 1.9         15.6      135.5      1.0470     0.0790               D073300200267 
 1.9         15.6      138.5      1.0080     0.0770               D073300200268 
 1.9         15.6      141.5      0.9260     0.0740               D073300200269 
 1.9         15.6      144.5      0.9110     0.0740               D073300200270 
 1.9         15.6      147.5      0.8830     0.0720               D073300200271 
 1.9         15.6      150.5      0.8550     0.0710               D073300200272 
 1.9         15.6      153.5      0.8160     0.0700               D073300200273 
 1.9         15.6      156.5      0.8060     0.0690               D073300200274 
 1.9         15.6      159.5      0.7760     0.0680               D073300200275 
 1.9         15.6      162.0      0.6890     0.0520               D073300200276 
 1.9         20.         7.5      4.6900     0.1500               D073300200277 
 1.9         20.        10.5      3.1400     0.1300               D073300200278 
 1.9         20.        15.5      1.8970     0.1000               D073300200279 
 1.9         20.        18.0      2.0030     0.0840               D073300200280 
 1.9         20.        22.5      1.5560     0.0900               D073300200281 
 1.9         20.        25.5      1.6250     0.0920               D073300200282 
 1.9         20.        28.5      1.6990     0.0940               D073300200283 
 1.9         20.        31.5      1.6860     0.0940               D073300200284 
 1.9         20.        34.5      1.6340     0.0930               D073300200285 
 1.9         20.        37.5      1.6130     0.0920               D073300200286 
 1.9         20.        40.5      1.6290     0.0930               D073300200287 
 1.9         20.        43.5      1.6290     0.0930               D073300200288 
 1.9         20.        46.5      1.6470     0.0930               D073300200289 
 1.9         20.        49.5      1.6490     0.0930               D073300200290 
 1.9         20.        52.5      1.6590     0.0930               D073300200291 
 1.9         20.        55.5      1.5880     0.0910               D073300200292 
 1.9         20.        58.5      1.4940     0.0890               D073300200293 
 1.9         20.        61.5      1.4870     0.0880               D073300200294 
 1.9         20.        64.5      1.5220     0.0890               D073300200295 
 1.9         20.        67.5      1.4930     0.0890               D073300200296 
 1.9         20.        70.5      1.4490     0.0870               D073300200297 
 1.9         20.        73.5      1.4320     0.0870               D073300200298 
 1.9         20.        76.5      1.4030     0.0860               D073300200299 
 1.9         20.        79.5      1.3010     0.0830               D073300200300 
 1.9         20.        82.5      1.2610     0.0810               D073300200301 
 1.9         20.        85.5      1.2570     0.0810               D073300200302 
 1.9         20.        88.5      1.1750     0.0790               D073300200303 
 1.9         20.        91.5      1.1970     0.0790               D073300200304 
 1.9         20.        94.5      1.1900     0.0790               D073300200305 
 1.9         20.        97.5      1.1380     0.0770               D073300200306 
 1.9         20.       100.5      1.1030     0.0760               D073300200307 
 1.9         20.       103.5      1.0780     0.0750               D073300200308 
 1.9         20.       106.5      1.0850     0.0750               D073300200309 
 1.9         20.       109.5      1.0070     0.0730               D073300200310 
 1.9         20.       112.5      0.9750     0.0720               D073300200311 
 1.9         20.       115.5      0.9920     0.0720               D073300200312 
 1.9         20.       118.5      0.9740     0.0720               D073300200313 
 1.9         20.       121.5      0.9330     0.0700               D073300200314 
 1.9         20.       124.5      0.9290     0.0700               D073300200315 
 1.9         20.       127.5      0.9160     0.0690               D073300200316 
 1.9         20.       130.5      0.8520     0.0670               D073300200317 
 1.9         20.       133.5      0.8290     0.0660               D073300200318 
 1.9         20.       136.5      0.8370     0.0660               D073300200319 
 1.9         20.       139.5      0.8580     0.0670               D073300200320 
 1.9         20.       142.5      0.7860     0.0640               D073300200321 
 1.9         20.       145.5      0.7490     0.0630               D073300200322 
 1.9         20.       148.5      0.7330     0.0620               D073300200323 
 1.9         20.       151.5      0.6980     0.0610               D073300200324 
 1.9         20.       154.5      0.6740     0.0590               D073300200325 
 1.9         20.       157.5      0.6660     0.0590               D073300200326 
 1.9         20.       160.5      0.5980     0.0560               D073300200327 
 1.9         20.       162.5      0.5670     0.0320               D073300200328 
 1.9         35.         3.5      6.4000     0.1300               D073300200329 
 1.9         35.         6.0      4.5560     0.0900               D073300200330 
 1.9         35.        10.5      2.8920     0.0870               D073300200331 
 1.9         35.        13.5      2.2920     0.0780               D073300200332 
 1.9         35.        16.5      1.9340     0.0710               D073300200333 
 1.9         35.        19.5      1.7210     0.0670               D073300200334 
 1.9         35.        22.0      1.5800     0.0530               D073300200335 
 1.9         50.         3.5      4.5700     0.1000               D073300200336 
 1.9         50.         6.0      3.5020     0.0740               D073300200337 
 1.9         50.         9.5      2.5450     0.0750               D073300200338 
 1.9         50.        12.5      2.1870     0.0720               D073300200339 
 1.9         50.        15.5      1.9390     0.0680               D073300200340 
 1.9         50.        18.5      1.7340     0.0640               D073300200341 
 1.9         50.        21.5      1.6160     0.0620               D073300200342 
 1.9         50.        23.5      1.6400     0.0360               D073300200343 
 1.9         65.         7.5      3.9920     0.0590               D073300200344 
 1.9         65.        10.5      2.8670     0.0500               D073300200345 
 1.9         65.        13.5      1.8080     0.0400               D073300200346 
 1.9         65.        16.5      1.6610     0.0390               D073300200347 
 1.9         65.        18.5      1.5320     0.0220               D073300200348 
 1.9         65.        23.5      1.2120     0.0330               D073300200349 
 1.9         65.        26.5      1.1550     0.0330               D073300200350 
 1.9         65.        29.5      1.1210     0.0320               D073300200351 
 1.9         65.        32.5      1.0860     0.0320               D073300200352 
 1.9         65.        35.5      1.0160     0.0310               D073300200353 
 1.9         65.        38.5      1.0180     0.0310               D073300200354 
 1.9         65.        41.5      0.9740     0.0300               D073300200355 
 1.9         65.        44.5      0.9770     0.0300               D073300200356 
 1.9         65.        47.5      0.9520     0.0300               D073300200357 
 1.9         65.        50.5      0.9620     0.0300               D073300200358 
 1.9         65.        53.5      0.9540     0.0300               D073300200359 
 1.9         65.        56.5      0.9310     0.0290               D073300200360 
 1.9         65.        59.5      0.8900     0.0290               D073300200361 
 1.9         65.        62.5      0.8920     0.0290               D073300200362 
 1.9         65.        65.5      0.8880     0.0290               D073300200363 
 1.9         65.        68.5      0.8780     0.0280               D073300200364 
 1.9         65.        71.5      0.8740     0.0280               D073300200365 
 1.9         65.        74.5      0.8310     0.0280               D073300200366 
 1.9         65.        77.5      0.8300     0.0280               D073300200367 
 1.9         65.        80.5      0.8110     0.0270               D073300200368 
 1.9         65.        83.5      0.7850     0.0270               D073300200369 
 1.9         65.        86.5      0.7590     0.0260               D073300200370 
 1.9         65.        89.5      0.7480     0.0260               D073300200371 
 1.9         65.        92.5      0.7290     0.0260               D073300200372 
 1.9         65.        95.5      0.7140     0.0260               D073300200373 
 1.9         65.        98.5      0.6950     0.0250               D073300200374 
 1.9         65.       101.5      0.6800     0.0250               D073300200375 
 1.9         65.       104.5      0.6590     0.0250               D073300200376 
 1.9         65.       107.5      0.6440     0.0240               D073300200377 
 1.9         65.       110.5      0.6180     0.0240               D073300200378 
 1.9         65.       113.5      0.6130     0.0240               D073300200379 
 1.9         65.       116.5      0.5950     0.0230               D073300200380 
 1.9         65.       119.5      0.5840     0.0230               D073300200381 
 1.9         65.       122.5      0.5670     0.0230               D073300200382 
 1.9         65.       125.5      0.5660     0.0230               D073300200383 
 1.9         65.       128.5      0.5330     0.0220               D073300200384 
 1.9         65.       131.5      0.5230     0.0220               D073300200385 
 1.9         65.       134.5      0.5060     0.0220               D073300200386 
 1.9         65.       137.5      0.4950     0.0210               D073300200387 
 1.9         65.       140.5      0.4750     0.0210               D073300200388 
 1.9         65.       143.5      0.4550     0.0200               D073300200389 
