ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
  5302.69   123.00     1336.410   78.370     0.032      0.006     D097700202598 
  5302.69   123.00     1397.270   76.790     0.032      0.006     D097700202599 
  5302.69   123.00     1458.130   75.270     0.034      0.005     D097700202600 
  5302.69   123.00     1518.990   73.800     0.041      0.007     D097700202601 
  5302.69   123.00     1579.850   72.390     0.079      0.010     D097700202602 
  5302.69   123.00     1640.710   71.030     0.099      0.012     D097700202603 
  5302.69   123.00     1701.570   69.730     0.126      0.017     D097700202604 
  5302.69   123.00     1762.430   68.470     0.138      0.018     D097700202605 
  5302.69   123.00     1823.290   67.260     0.134      0.017     D097700202606 
  5302.69   123.00     1843.580   66.860     0.118      0.017     D097700202607 
  5302.69   123.00     1884.150   66.090     0.175      0.022     D097700202608 
  5302.69   123.00     1945.010   64.970     0.174      0.019     D097700202609 
  5302.69   123.00     2005.870   63.890     0.202      0.023     D097700202610 
  5302.69   125.00     1275.550   80.010     0.035      0.006     D097700202611 
  5302.69   125.00     1336.410   78.370     0.040      0.008     D097700202612 
  5302.69   125.00     1397.270   76.790     0.047      0.008     D097700202613 
  5302.69   125.00     1458.130   75.270     0.048      0.007     D097700202614 
  5302.69   125.00     1518.990   73.800     0.044      0.008     D097700202615 
  5302.69   125.00     1579.850   72.390     0.098      0.012     D097700202616 
  5302.69   125.00     1640.710   71.030     0.133      0.016     D097700202617 
  5302.69   125.00     1701.570   69.730     0.124      0.018     D097700202618 
  5302.69   125.00     1762.430   68.470     0.156      0.021     D097700202619 
  5302.69   125.00     1823.290   67.260     0.192      0.024     D097700202620 
  5302.69   125.00     1843.580   66.860     0.132      0.021     D097700202621 
  5302.69   125.00     1884.150   66.090     0.185      0.025     D097700202622 
  5302.69   125.00     1945.010   64.970     0.190      0.022     D097700202623 
  5302.69   125.00     2005.870   63.890     0.183      0.023     D097700202624 
  5302.69   125.00     2066.730   62.850     0.197      0.026     D097700202625 
  5302.69   125.00     2127.590   61.850     0.234      0.030     D097700202626 
  5302.69   125.00     2188.450   60.880     0.255      0.031     D097700202627 
  5302.69   125.00     2249.310   59.950     0.270      0.036     D097700202628 
  5302.69   125.00     2310.170   59.050     0.293      0.037     D097700202629 
  5302.69   125.00     2371.030   58.190     0.329      0.039     D097700202630 
  5302.69   125.00     2431.890   57.350     0.372      0.040     D097700202631 
  5302.69   125.00     2614.470   54.980     0.405      0.045     D097700202632 
  5302.69   125.00     2675.330   54.240     0.417      0.051     D097700202633 
  5302.69   125.00     2797.050   52.810     0.602      0.061     D097700202634 
  5302.69   125.00     2857.910   52.120     0.617      0.061     D097700202635 
  5302.69   126.00     1275.550   80.010     0.033      0.006     D097700202636 
  5302.69   126.00     1336.410   78.370     0.032      0.007     D097700202637 
  5302.69   126.00     1397.270   76.790     0.036      0.007     D097700202638 
  5302.69   126.00     1458.130   75.270     0.049      0.007     D097700202639 
  5302.69   126.00     1518.990   73.800     0.058      0.008     D097700202640 
  5302.69   126.00     1579.850   72.390     0.093      0.011     D097700202641 
  5302.69   126.00     1640.710   71.030     0.120      0.014     D097700202642 
  5302.69   126.00     1701.570   69.730     0.149      0.019     D097700202643 
  5302.69   126.00     1762.430   68.470     0.151      0.020     D097700202644 
  5302.69   126.00     1823.290   67.260     0.194      0.023     D097700202645 
  5302.69   126.00     1843.580   66.860     0.131      0.021     D097700202646 
  5302.69   126.00     1884.150   66.090     0.180      0.023     D097700202647 
  5302.69   126.00     1945.010   64.970     0.219      0.024     D097700202648 
  5302.69   126.00     2005.870   63.890     0.175      0.021     D097700202649 
  5302.69   126.00     2066.730   62.850     0.222      0.027     D097700202650 
  5302.69   126.00     2127.590   61.850     0.212      0.027     D097700202651 
  5302.69   126.00     2188.450   60.880     0.241      0.028     D097700202652 
  5302.69   126.00     2249.310   59.950     0.311      0.037     D097700202653 
  5302.69   126.00     2310.170   59.050     0.286      0.035     D097700202654 
  5302.69   126.00     2371.030   58.190     0.344      0.040     D097700202655 
  5302.69   126.00     2431.890   57.350     0.359      0.038     D097700202656 
  5302.69   126.00     2614.470   54.980     0.408      0.043     D097700202657 
  5302.69   126.00     2675.330   54.240     0.495      0.056     D097700202658 
  5302.69   126.00     2736.190   53.520     0.554      0.056     D097700202659 
  5302.69   126.00     2797.050   52.810     0.664      0.063     D097700202660 
  5302.69   126.00     2857.910   52.120     0.670      0.063     D097700202661 
  5302.69   128.00     1275.550   80.010     0.037      0.006     D097700202662 
  5302.69   128.00     1336.410   78.370     0.049      0.008     D097700202663 
  5302.69   128.00     1397.270   76.790     0.038      0.007     D097700202664 
  5302.69   128.00     1458.130   75.270     0.044      0.006     D097700202665 
  5302.69   128.00     1518.990   73.800     0.050      0.007     D097700202666 
  5302.69   128.00     1579.850   72.390     0.096      0.012     D097700202667 
  5302.69   128.00     1640.710   71.030     0.126      0.015     D097700202668 
  5302.69   128.00     1701.570   69.730     0.148      0.018     D097700202669 
  5302.69   128.00     1762.430   68.470     0.158      0.020     D097700202670 
  5302.69   128.00     1823.290   67.260     0.174      0.021     D097700202671 
  5302.69   128.00     1843.580   66.860     0.140      0.021     D097700202672 
  5302.69   128.00     1884.150   66.090     0.231      0.028     D097700202673 
  5302.69   128.00     1945.010   64.970     0.214      0.023     D097700202674 
  5302.69   128.00     2005.870   63.890     0.209      0.023     D097700202675 
  5302.69   128.00     2066.730   62.850     0.221      0.026     D097700202676 
  5302.69   128.00     2127.590   61.850     0.246      0.030     D097700202677 
  5302.69   128.00     2188.450   60.880     0.247      0.032     D097700202678 
  5302.69   128.00     2249.310   59.950     0.315      0.036     D097700202679 
  5302.69   128.00     2310.170   59.050     0.333      0.039     D097700202680 
  5302.69   128.00     2371.030   58.190     0.375      0.040     D097700202681 
  5302.69   128.00     2431.890   57.350     0.336      0.036     D097700202682 
  5302.69   128.00     2492.750   56.530     0.402      0.041     D097700202683 
  5302.69   128.00     2614.470   54.980     0.421      0.045     D097700202684 
  5302.69   128.00     2675.330   54.240     0.516      0.058     D097700202685 
  5302.69   128.00     2736.190   53.520     0.645      0.063     D097700202686 
  5302.69   128.00     2797.050   52.810     0.716      0.065     D097700202687 
  5302.69   128.00     2857.910   52.120     0.692      0.063     D097700202688 
  5302.69   130.00     1275.550   80.010     0.041      0.007     D097700202689 
  5302.69   130.00     1336.410   78.370     0.039      0.007     D097700202690 
  5302.69   130.00     1397.270   76.790     0.041      0.007     D097700202691 
  5302.69   130.00     1458.130   75.270     0.041      0.006     D097700202692 
  5302.69   130.00     1518.990   73.800     0.041      0.007     D097700202693 
  5302.69   130.00     1579.850   72.390     0.078      0.010     D097700202694 
  5302.69   130.00     1640.710   71.030     0.121      0.014     D097700202695 
  5302.69   130.00     1701.570   69.730     0.134      0.018     D097700202696 
  5302.69   130.00     1762.430   68.470     0.154      0.019     D097700202697 
  5302.69   130.00     1823.290   67.260     0.196      0.023     D097700202698 
  5302.69   130.00     1843.580   66.860     0.172      0.024     D097700202699 
  5302.69   130.00     1884.150   66.090     0.183      0.025     D097700202700 
  5302.69   130.00     1945.010   64.970     0.250      0.026     D097700202701 
  5302.69   130.00     2005.870   63.890     0.226      0.025     D097700202702 
  5302.69   130.00     2066.730   62.850     0.227      0.027     D097700202703 
  5302.69   130.00     2127.590   61.850     0.241      0.030     D097700202704 
  5302.69   130.00     2188.450   60.880     0.242      0.029     D097700202705 
  5302.69   130.00     2249.310   59.950     0.276      0.036     D097700202706 
  5302.69   130.00     2310.170   59.050     0.369      0.041     D097700202707 
  5302.69   130.00     2371.030   58.190     0.368      0.040     D097700202708 
  5302.69   130.00     2431.890   57.350     0.387      0.040     D097700202709 
  5302.69   130.00     2492.750   56.530     0.396      0.044     D097700202710 
  5302.69   130.00     2614.470   54.980     0.438      0.046     D097700202711 
  5302.69   130.00     2675.330   54.240     0.497      0.056     D097700202712 
  5302.69   130.00     2736.190   53.520     0.641      0.062     D097700202713 
  5302.69   130.00     2797.050   52.810     0.760      0.068     D097700202714 
  5302.69   130.00     2857.910   52.120     0.742      0.068     D097700202715 
  5302.69   132.00     1275.550   80.010     0.043      0.007     D097700202716 
  5302.69   132.00     1336.410   78.370     0.043      0.008     D097700202717 
  5302.69   132.00     1397.270   76.790     0.039      0.007     D097700202718 
  5302.69   132.00     1458.130   75.270     0.044      0.006     D097700202719 
  5302.69   132.00     1518.990   73.800     0.054      0.008     D097700202720 
  5302.69   132.00     1579.850   72.390     0.089      0.011     D097700202721 
  5302.69   132.00     1640.710   71.030     0.126      0.015     D097700202722 
  5302.69   132.00     1701.570   69.730     0.154      0.019     D097700202723 
  5302.69   132.00     1762.430   68.470     0.164      0.020     D097700202724 
  5302.69   132.00     1823.290   67.260     0.177      0.021     D097700202725 
  5302.69   132.00     1843.580   66.860     0.169      0.025     D097700202726 
  5302.69   132.00     1884.150   66.090     0.210      0.025     D097700202727 
  5302.69   132.00     1945.010   64.970     0.216      0.023     D097700202728 
  5302.69   132.00     2005.870   63.890     0.231      0.026     D097700202729 
  5302.69   132.00     2066.730   62.850     0.197      0.025     D097700202730 
  5302.69   132.00     2127.590   61.850     0.208      0.026     D097700202731 
  5302.69   132.00     2188.450   60.880     0.291      0.032     D097700202732 
  5302.69   132.00     2249.310   59.950     0.297      0.035     D097700202733 
  5302.69   132.00     2310.170   59.050     0.361      0.040     D097700202734 
  5302.69   132.00     2371.030   58.190     0.336      0.038     D097700202735 
  5302.69   132.00     2431.890   57.350     0.427      0.043     D097700202736 
  5302.69   132.00     2492.750   56.530     0.430      0.048     D097700202737 
  5302.69   132.00     2614.470   54.980     0.493      0.051     D097700202738 
  5302.69   132.00     2675.330   54.240     0.483      0.056     D097700202739 
  5302.69   132.00     2736.190   53.520     0.569      0.058     D097700202740 
  5302.69   132.00     2797.050   52.810     0.780      0.068     D097700202741 
  5302.69   132.00     2857.910   52.120     0.726      0.066     D097700202742 
  5302.69   134.00     1275.550   80.010     0.028      0.006     D097700202743 
  5302.69   134.00     1336.410   78.370     0.033      0.007     D097700202744 
  5302.69   134.00     1397.270   76.790     0.043      0.008     D097700202745 
  5302.69   134.00     1458.130   75.270     0.054      0.008     D097700202746 
  5302.69   134.00     1518.990   73.800     0.065      0.010     D097700202747 
  5302.69   134.00     1579.850   72.390     0.094      0.012     D097700202748 
  5302.69   134.00     1640.710   71.030     0.132      0.016     D097700202749 
  5302.69   134.00     1701.570   69.730     0.153      0.020     D097700202750 
  5302.69   134.00     1762.430   68.470     0.150      0.020     D097700202751 
  5302.69   134.00     1823.290   67.260     0.219      0.026     D097700202752 
  5302.69   134.00     1843.580   66.860     0.173      0.028     D097700202753 
  5302.69   134.00     1884.150   66.090     0.209      0.025     D097700202754 
  5302.69   134.00     1945.010   64.970     0.261      0.028     D097700202755 
  5302.69   134.00     2005.870   63.890     0.250      0.028     D097700202756 
  5302.69   134.00     2066.730   62.850     0.236      0.029     D097700202757 
  5302.69   134.00     2188.450   60.880     0.269      0.031     D097700202758 
  5302.69   134.00     2249.310   59.950     0.315      0.038     D097700202759 
  5302.69   134.00     2310.170   59.050     0.382      0.044     D097700202760 
  5302.69   134.00     2371.030   58.190     0.387      0.044     D097700202761 
  5302.69   134.00     2492.750   56.530     0.372      0.041     D097700202762 
  5302.69   134.00     2614.470   54.980     0.500      0.052     D097700202763 
  5302.69   134.00     2675.330   54.240     0.608      0.068     D097700202764 
  5302.69   134.00     2736.190   53.520     0.646      0.064     D097700202765 
  5302.69   134.00     2797.050   52.810     0.753      0.069     D097700202766 
  5302.69   134.00     2857.910   52.120     0.757      0.072     D097700202767 
  5302.69   139.00     1275.550   80.010     0.029      0.006     D097700202768 
  5302.69   139.00     1397.270   76.790     0.026      0.046     D097700202769 
  5302.69   139.00     1458.130   75.270     0.055      0.007     D097700202770 
  5302.69   139.00     1518.990   73.800     0.045      0.007     D097700202771 
  5302.69   139.00     1579.850   72.390     0.094      0.011     D097700202772 
  5302.69   139.00     1640.710   71.030     0.131      0.015     D097700202773 
  5302.69   139.00     1701.570   69.730     0.122      0.016     D097700202774 
  5302.69   139.00     1762.430   68.470     0.115      0.016     D097700202775 
  5302.69   139.00     1823.290   67.260     0.199      0.023     D097700202776 
  5302.69   139.00     1884.150   66.090     0.212      0.025     D097700202777 
  5302.69   139.00     1945.010   64.970     0.217      0.023     D097700202778 
  5302.69   139.00     2005.870   63.890     0.208      0.023     D097700202779 
  5302.69   139.00     2066.730   62.850     0.214      0.026     D097700202780 
  5302.69   139.00     2127.590   61.850     0.209      0.026     D097700202781 
  5302.69   139.00     2188.450   60.880     0.285      0.032     D097700202782 
