ENTRY            S0210   20181011                             S025S021000000001 
SUBENT        S0210001   20181011                             S025S021000100001 
BIB                  9         20                                 S021000100002 
TITLE      Optical model potentials for 6He+64Zn from             S021000100003 
           63Cu(7Li,6He)64Zn reactions                            S021000100004 
AUTHOR     (L.Yang, C.J.Lin, H.M.Jia, D.X.Wang, L.J.Sun, N.R.Ma,  S021000100005 
           F.Yang, Z.D.Wu, X.X.Xu, H.Q.Zhang, Z.H.Liu, P.F.Bao)   S021000100006 
INSTITUTE  (3CPRAEP,2JPNTOK)                                      S021000100007 
           (3CPRCPR) Guangxi Normal University, Guilin            S021000100008 
REFERENCE  (J,PR/C,95,034616,2017)                                S021000100009 
           #doi:10.1103/PhysRevC.95.034616                        S021000100010 
FACILITY   (VDGT,3CPRAEP) The 7Li beam accelerated by the HI-13   S021000100011 
           tandem accelerator                                     S021000100012 
SAMPLE     A self-supported 63Cu target with thickness of about   S021000100013 
           80 ug/cm2 for measurements at above-barrier energies,  S021000100014 
           and another thicker self-supported 63Cu target with    S021000100015 
           the thickness of 140 ug/cm2 for measurements at near-  S021000100016 
           and below-barrier energies.                            S021000100017 
DETECTOR   (SIBAR) Two Si(Au) detectors were placed at +-10       S021000100018 
           degree to monitor the current quality.                 S021000100019 
STATUS     (TABLE) Data were presented by the first author        S021000100020 
HISTORY    (20181009R) Data were received from L.Yang             S021000100021 
           (20181011C) Compiled by WANG Jimin (CNDC)              S021000100022 
ENDBIB              20          0                                 S021000100023 
NOCOMMON             0          0                                 S021000100024 
ENDSUBENT           23          0                                 S021000199999 
SUBENT        S0210002   20181011                             S025S021000200001 
BIB                  3         12                                 S021000200002 
REACTION   (29-CU-63(3-LI-7,EL)29-CU-63,,DA,,RTH)                 S021000200003 
DETECTOR   (SIBAR) A detector array including 7 Si(Au)            S021000200004 
           surface-barrier detectors with an interval of 10       S021000200005 
           degree for measurements at above-barrier energies      S021000200006 
           was mounted on a rotatable arm in the reaction chamber S021000200007 
           to detect scattering particles.                        S021000200008 
           (SI) 8 silicon-PIN detectors were fixed with an angle  S021000200009 
           coverage from 20 to 68 degree and with an interval of  S021000200010 
           7 degree for measurements at near- and below-barrier   S021000200011 
           energies, to measure the elastic scattering.           S021000200012 
ERR-ANALYS (DATA-ERR) Errors include statistical errors and       S021000200013 
           fitting uncertainties                                  S021000200014 
ENDBIB              12          0                                 S021000200015 
NOCOMMON             0          0                                 S021000200016 
DATA                 4        234                                 S021000200017 
      16.33   70.67480   0.857096   0.003464                      S021000200097 
      16.33   74.32972   0.872847   0.003643                      S021000200098 
      16.33   84.64855   0.621674   0.003422                      S021000200099 
      16.33   86.28206   0.610642   0.014841                      S021000200100 
      16.33   91.35499   0.586501   0.011581                      S021000200101 
      16.33   96.57933   0.478790   0.012157                      S021000200102 
      16.33   99.37059   0.433348   0.010808                      S021000200103 
      16.33  101.55301   0.392784   0.008627                      S021000200104 
      16.33  105.20225   0.388030   0.006378                      S021000200105 
      16.33  109.41015   0.308921   0.008116                      S021000200106 
      16.33  110.09182   0.339751   0.004620                      S021000200107 
      16.33  114.45198   0.309024   0.004697                      S021000200108 
      16.33  117.81730   0.258837   0.004205                      S021000200109 
      16.33  119.25278   0.245977   0.003208                      S021000200110 
      16.33  126.84205   0.211869   0.003053                      S021000200111 
      16.33  128.72246   0.189943   0.002767                      S021000200112 
      16.33  136.18090   0.146038   0.002449                      S021000200113 
      23.30   13.32372   1.050113   0.010339                      S021000200114 
      23.30   15.54031   1.028999   0.010561                      S021000200115 
      23.30   17.75504   1.032736   0.011786                      S021000200116 
      23.30   19.96765   1.040706   0.015337                      S021000200117 
      23.30   22.17789   1.088282   0.017945                      S021000200118 
      23.30   24.38551   1.136787   0.025097                      S021000200119 
      23.30   25.48825   1.058297   0.027932                      S021000200120 
      23.30   26.59025   1.192862   0.025864                      S021000200121 
      23.30   27.69146   1.127811   0.030901                      S021000200122 
      23.30   29.01184   1.081101   0.021195                      S021000200123 
      23.30   29.89142   1.125311   0.039069                      S021000200124 
      23.30   31.20974   1.100894   0.026670                      S021000200125 
      23.30   32.08789   1.107223   0.044491                      S021000200126 
      23.30   33.40399   1.096549   0.029045                      S021000200127 
      23.30   34.17108   1.005768   0.047643                      S021000200128 
      23.30   34.28063   1.056169   0.048373                      S021000200129 
      23.30   35.59438   1.034099   0.036815                      S021000200130 
      23.30   36.36006   0.910364   0.056546                      S021000200131 
      23.30   36.68805   0.900792   0.038871                      S021000200132 
      23.30   37.78066   0.953383   0.034019                      S021000200133 
      23.30   38.54485   0.859747   0.016747                      S021000200134 
      23.30   38.87220   0.824488   0.038146                      S021000200135 
      23.30   40.72523   0.791213   0.019286                      S021000200136 
      23.30   41.05190   0.746973   0.024271                      S021000200137 
      23.30   42.90099   0.733059   0.019609                      S021000200138 
      23.30   43.22694   0.655052   0.025995                      S021000200139 
      23.30   44.52963   0.604072   0.035650                      S021000200140 
      23.30   45.07189   0.645873   0.043340                      S021000200141 
      23.30   45.39710   0.579434   0.026701                      S021000200142 
      23.30   46.15547   0.545919   0.023956                      S021000200143 
      23.30   46.69677   0.510280   0.023976                      S021000200144 
      23.30   47.23775   0.573557   0.020635                      S021000200145 
      23.30   48.31871   0.469651   0.022238                      S021000200146 
      23.30   48.85869   0.468715   0.020437                      S021000200147 
      23.30   50.47660   0.404059   0.005460                      S021000200148 
      23.30   51.01521   0.414129   0.005525                      S021000200149 
      23.30   52.62893   0.350823   0.005493                      S021000200150 
      23.30   53.16613   0.364817   0.008487                      S021000200151 
      23.30   54.77552   0.302737   0.006454                      S021000200152 
      23.30   55.31125   0.279355   0.012838                      S021000200153 
      23.30   56.38159   0.250227   0.007067                      S021000200154 
      23.30   57.45041   0.232753   0.007083                      S021000200155 
      23.30   58.51770   0.222716   0.007885                      S021000200156 
      23.30   59.58343   0.176987   0.005070                      S021000200157 
      23.30   60.64758   0.187739   0.005714                      S021000200158 
      23.30   61.71014   0.156750   0.006176                      S021000200159 
      23.30   62.77108   0.165510   0.006727                      S021000200160 
      23.30   63.83039   0.138827   0.006136                      S021000200161 
      23.30   64.88804   0.137552   0.006646                      S021000200162 
      23.30   65.94402   0.111878   0.007259                      S021000200163 
      23.30   66.99832   0.088459   0.006235                      S021000200164 
      23.30   68.05090   0.096918   0.007070                      S021000200165 
      23.30   69.10177   0.079453   0.006142                      S021000200166 
      23.30   71.19827   0.070226   0.006248                      S021000200167 
      23.30   73.28770   0.058205   0.005205                      S021000200168 
      23.30   75.36994   0.048346   0.004137                      S021000200169 
      27.30   13.43459   0.883154   0.011415                      S021000200170 
      27.30   15.42952   0.879083   0.015513                      S021000200171 
      27.30   17.75504   0.951378   0.019448                      S021000200172 
      27.30   19.85707   1.002403   0.020949                      S021000200173 
      27.30   19.96765   0.980405   0.023456                      S021000200174 
      27.30   22.17789   1.114927   0.025657                      S021000200175 
      27.30   24.38551   1.193674   0.044085                      S021000200176 
      27.30   24.71641   0.985749   0.022669                      S021000200177 
      27.30   25.48825   1.013291   0.031919                      S021000200178 
      27.30   26.70041   0.939373   0.029713                      S021000200179 
      27.30   29.01184   0.892086   0.033209                      S021000200180 
      27.30   29.89142   0.865774   0.070180                      S021000200181 
      27.30   31.09993   0.781235   0.015107                      S021000200182 
      27.30   31.20974   0.740922   0.016422                      S021000200183 
      27.30   32.08789   0.743688   0.014372                      S021000200184 
      27.30   33.40399   0.716212   0.016270                      S021000200185 
      27.30   34.28063   0.650606   0.018188                      S021000200186 
      27.30   34.28063   0.624499   0.017693                      S021000200187 
      27.30   35.59438   0.604762   0.017760                      S021000200188 
      27.30   36.25071   0.543411   0.016046                      S021000200189 
      27.30   36.68805   0.514833   0.015511                      S021000200190 
      27.30   38.54485   0.462702   0.016084                      S021000200191 
      27.30   40.61632   0.386799   0.014850                      S021000200192 
      27.30   40.72523   0.366787   0.012035                      S021000200193 
      27.30   41.05190   0.376420   0.013692                      S021000200194 
      27.30   42.90099   0.342124   0.014855                      S021000200195 
      27.30   43.22694   0.314289   0.013834                      S021000200196 
      27.30   44.63811   0.275694   0.013303                      S021000200197 
      27.30   45.07189   0.263756   0.014511                      S021000200198 
      27.30   46.15547   0.244549   0.013857                      S021000200199 
      27.30   46.58853   0.228224   0.013515                      S021000200200 
      27.30   48.85869   0.193672   0.013515                      S021000200201 
      27.30   50.47660   0.179121   0.012923                      S021000200202 
      27.30   50.90752   0.157553   0.013305                      S021000200203 
      27.30   52.62893   0.134017   0.003853                      S021000200204 
      27.30   53.16613   0.144923   0.004310                      S021000200205 
      27.30   54.77552   0.107957   0.005009                      S021000200206 
      27.30   55.31125   0.114892   0.004770                      S021000200207 
      27.30   55.41835   0.088653   0.005975                      S021000200208 
      27.30   57.34360   0.080811   0.006175                      S021000200209 
      27.30   59.58343   0.069844   0.005167                      S021000200210 
      27.30   60.64758   0.048324   0.004024                      S021000200211 
      27.30   61.60396   0.047630   0.000908                      S021000200212 
      27.30   61.71014   0.043851   0.000983                      S021000200213 
      27.30   62.55902   0.039860   0.003418                      S021000200214 
      27.30   62.77108   0.039545   0.001017                      S021000200215 
      27.30   63.83039   0.036295   0.002217                      S021000200216 
      27.30   64.88804   0.032687   0.001102                      S021000200217 
      27.30   65.94402   0.022096   0.001254                      S021000200218 
      27.30   71.19827   0.010548   0.001570                      S021000200219 
      27.30   71.72129   0.018255   0.001111                      S021000200220 
      27.30   73.28770   0.009890   0.000600                      S021000200221 
      30.96   12.21482   0.713495   0.021653                      S021000200222 
      30.96   14.43223   0.934117   0.072491                      S021000200223 
      30.96   16.64792   1.020920   0.064844                      S021000200224 
      30.96   18.86162   1.085833   0.058943                      S021000200225 
      30.96   19.96765   1.052878   0.052137                      S021000200226 
      30.96   22.17789   0.988403   0.051572                      S021000200227 
      30.96   23.50279   0.754049   0.043382                      S021000200228 
      30.96   24.38551   0.884412   0.010508                      S021000200229 
      30.96   25.70871   0.801119   0.052225                      S021000200230 
      30.96   26.59025   0.826949   0.070174                      S021000200231 
      30.96   27.91161   0.691393   0.041326                      S021000200232 
      30.96   30.11123   0.573673   0.042173                      S021000200233 
      30.96   31.20974   0.511343   0.030588                      S021000200234 
      30.96   33.07510   0.361151   0.011855                      S021000200235 
      30.96   33.40399   0.415346   0.011936                      S021000200236 
      30.96   35.26608   0.342206   0.014288                      S021000200237 
      30.96   35.59438   0.290700   0.011354                      S021000200238 
      30.96   37.45299   0.285349   0.013297                      S021000200239 
      30.96   37.78066   0.258407   0.014431                      S021000200240 
      30.96   39.63561   0.227596   0.011875                      S021000200241 
      30.96   40.72523   0.191220   0.005469                      S021000200242 
      30.96   42.90099   0.161180   0.006109                      S021000200243 
      30.96   43.44418   0.118827   0.001952                      S021000200244 
      30.96   45.07189   0.099702   0.003914                      S021000200245 
      30.96   45.61384   0.118386   0.005001                      S021000200246 
      30.96   47.23775   0.100548   0.008619                      S021000200247 
      30.96   47.77840   0.101416   0.003614                      S021000200248 
      30.96   49.93764   0.068506   0.002385                      S021000200249 
      30.96   51.01521   0.058446   0.003361                      S021000200250 
      30.96   53.16613   0.053178   0.003826                      S021000200251 
      30.96   55.31125   0.041189   0.002696                      S021000200252 
      30.96   57.45041   0.034980   0.002246                      S021000200253 
ENDDATA            236          0                                 S021000200254 
ENDSUBENT          253          0                                 S021000299999 
SUBENT        S0210003   20181011                             S025S021000300001 
BIB                  3         15                                 S021000300002 
REACTION   (29-CU-63(3-LI-7,2-HE-6)30-ZN-64,PAR,DA)               S021000300003 
DETECTOR   (MAGSP) The Q3D magnetic spectrometer coupled with a   S021000300004 
           multilayer position-sensitive focal plane gas          S021000300005 
           detector was employed to select and detect the exited  S021000300006 
           transfer products at above-barrier energies.           S021000300007 
           (TELES,SISD,SISD) In order to detect the transfer      S021000300008 
           products in the near- and below-barrier energie range, S021000300009 
           two silicon telescopes were fixed at the backward      S021000300010 
           angle region in the chamber, with angle coverage of    S021000300011 
           99-127 and 144-171 degree, respectively. Each          S021000300012 
           telescope contained two layers of silicon detectors,   S021000300013 
           a 20 um single-side strip detector (16 channels),      S021000300014 
           and a 60 um double-side strip detector (16 X 16 pixels)S021000300015 
ERR-ANALYS (ERR-S) Only the statistic errors are considered for   S021000300016 
           the transfer-reaction cross sections.                  S021000300017 
ENDBIB              15          0                                 S021000300018 
NOCOMMON             0          0                                 S021000300019 
DATA                 5        129                                 S021000300020 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 S021000300021 
MEV        MEV        ADEG       MB/SR      MB/SR                 S021000300022 
         0.      12.67  145.56880   0.016123   0.000533           S021000300023 
         0.      12.67  147.20587   0.016552   0.000319           S021000300024 
         0.      12.67  149.08377   0.016884   0.000366           S021000300025 
         0.      12.67  150.86648   0.016961   0.000323           S021000300026 
         0.      12.67  152.63603   0.018679   0.000385           S021000300027 
         0.      12.67  154.24872   0.018074   0.000398           S021000300028 
         0.      12.67  155.84038   0.018418   0.000381           S021000300029 
         0.      12.67  157.55478   0.016024   0.000334           S021000300030 
         0.      12.67  159.33773   0.014731   0.000395           S021000300031 
         0.      12.67  160.88523   0.014589   0.000533           S021000300032 
         0.      12.67  162.87681   0.015199   0.000610           S021000300033 
         0.      12.67  164.01848   0.017484   0.000507           S021000300034 
         0.      12.67  165.80037   0.015423   0.000494           S021000300035 
         0.      12.67  167.63345   0.016604   0.000546           S021000300036 
         0.      12.67  169.90869   0.017634   0.001208           S021000300037 
         0.      16.33   27.72753   0.002299   0.001626           S021000300038 
         0.      16.33   38.70298   0.015724   0.003814           S021000300039 
         0.      16.33   38.70298   0.017198   0.004770           S021000300040 
         0.      16.33   38.70298   0.016331   0.002982           S021000300041 
         0.      16.33   44.15055   0.024200   0.007297           S021000300042 
         0.      16.33   44.15055   0.030723   0.007933           S021000300043 
         0.      16.33   44.15055   0.027578   0.005408           S021000300044 
         0.      16.33   49.56670   0.034354   0.006170           S021000300045 
         0.      16.33   54.94825   0.042054   0.007678           S021000300046 
         0.      16.33   60.29225   0.044486   0.016814           S021000300047 
         0.      16.33   60.29225   0.038482   0.006803           S021000300048 
         0.      16.33   60.29225   0.040931   0.012341           S021000300049 
         0.      16.33   60.29225   0.039757   0.005623           S021000300050 
         0.      16.33   65.59602   0.033735   0.006616           S021000300051 
         0.      16.33   65.59602   0.031563   0.007241           S021000300052 
         0.      16.33   65.59602   0.032783   0.004887           S021000300053 
         0.      16.33   70.85720   0.030320   0.006616           S021000300054 
         0.      16.33   70.85720   0.035547   0.005421           S021000300055 
         0.      16.33   70.85720   0.033644   0.004206           S021000300056 
         0.      16.33   81.24398   0.012579   0.003489           S021000300057 
         0.      16.33   91.44046   0.009251   0.002670           S021000300058 
         0.      23.30    6.65349   0.067930   0.006598           S021000300059 
         0.      23.30    8.81469   0.088939   0.008764           S021000300060 
         0.      23.30   11.11887   0.062722   0.006336           S021000300061 
         0.      23.30   13.29989   0.070308   0.006962           S021000300062 
         0.      23.30   15.51258   0.055988   0.005685           S021000300063 
         0.      23.30   17.72344   0.069821   0.006719           S021000300064 
         0.      23.30   19.93222   0.082813   0.008160           S021000300065 
         0.      23.30   22.13867   0.092798   0.009234           S021000300066 
         0.      23.30   24.34255   0.126138   0.011283           S021000300067 
         0.      23.30   26.57659   0.115125   0.010977           S021000300068 
         0.      23.30   28.69764   0.120795   0.011168           S021000300069 
         0.      23.30   30.93624   0.108206   0.009602           S021000300070 
         0.      23.30   33.12736   0.106918   0.010435           S021000300071 
         0.      23.30   35.31470   0.097028   0.009469           S021000300072 
         0.      23.30   37.49803   0.086278   0.009146           S021000300073 
         0.      23.30   44.02176   0.051498   0.007677           S021000300074 
         0.      27.30    6.64675   0.185149   0.017575           S021000300075 
         0.      27.30    8.86112   0.198515   0.018513           S021000300076 
         0.      27.30   11.07445   0.187900   0.018607           S021000300077 
         0.      27.30   13.28649   0.148706   0.011757           S021000300078 
         0.      27.30   15.60746   0.131197   0.011464           S021000300079 
         0.      27.30   17.70567   0.152352   0.013967           S021000300080 
         0.      27.30   20.02257   0.192320   0.015810           S021000300081 
         0.      27.30   22.00646   0.161766   0.012264           S021000300082 
         0.      27.30   24.31839   0.144944   0.014214           S021000300083 
         0.      27.30   26.51736   0.125996   0.011853           S021000300084 
         0.      27.30   28.76815   0.155196   0.012801           S021000300085 
         0.      27.30   33.09509   0.105870   0.010382           S021000300086 
         0.      27.30   38.55109   0.081118   0.010302           S021000300087 
         0.      30.96    4.42858   0.413604   0.021957           S021000300088 
         0.      30.96    6.64223   0.363302   0.021121           S021000300089 
         0.      30.96    8.85510   0.339297   0.020887           S021000300090 
         0.      30.96   11.06695   0.283379   0.016615           S021000300091 
         0.      30.96   13.26093   0.262944   0.018062           S021000300092 
         0.      30.96   15.92812   0.281197   0.019225           S021000300093 
         0.      30.96   17.80406   0.288005   0.018711           S021000300094 
         0.      30.96   20.00913   0.246617   0.020072           S021000300095 
         0.      30.96   22.21190   0.206692   0.018715           S021000300096 
         0.      30.96   24.41213   0.200543   0.015662           S021000300097 
         0.      30.96   26.60956   0.173756   0.013528           S021000300098 
         0.      30.96   29.24246   0.146563   0.012432           S021000300099 
         0.      30.96   31.43291   0.103164   0.011190           S021000300100 
         0.      30.96   33.61983   0.121265   0.011260           S021000300101 
         0.      30.96   35.80296   0.088998   0.009711           S021000300102 
         0.      30.96   37.98211   0.062496   0.008002           S021000300103 
         0.      30.96   40.15704   0.043238   0.006594           S021000300104 
         0.      30.96   42.32754   0.018277   0.004087           S021000300105 
       0.99      15.21  107.20683   0.048944   0.001060           S021000300106 
       0.99      15.21  108.94593   0.047063   0.001031           S021000300107 
       0.99      15.21  110.69598   0.049038   0.001047           S021000300108 
       0.99      15.21  112.45684   0.044929   0.001003           S021000300109 
       0.99      15.21  114.22600   0.043230   0.000984           S021000300110 
       0.99      15.21  115.99613   0.036451   0.000906           S021000300111 
       0.99      15.21  117.76244   0.036280   0.000909           S021000300112 
       0.99      15.21  119.52977   0.034495   0.000892           S021000300113 
       0.99      15.21  121.28861   0.037594   0.000938           S021000300114 
       0.99      15.21  123.03669   0.033760   0.000895           S021000300115 
       0.99      15.21  124.76473   0.035229   0.000921           S021000300116 
       0.99      15.21  126.48001   0.028291   0.000835           S021000300117 
       0.99      15.21  128.17099   0.031972   0.000895           S021000300118 
       0.99      15.21  129.83793   0.030439   0.000886           S021000300119 
       0.99      15.21  147.12755   0.020925   0.000682           S021000300120 
       0.99      15.21  149.00931   0.022007   0.000784           S021000300121 
       0.99      15.21  150.79578   0.021520   0.000692           S021000300122 
       0.99      15.21  152.56916   0.022204   0.000786           S021000300123 
       0.99      15.21  154.18541   0.020455   0.000753           S021000300124 
       0.99      15.21  155.78065   0.017831   0.000704           S021000300125 
       0.99      15.21  157.49898   0.018825   0.000649           S021000300126 
       0.99      15.21  159.28609   0.019720   0.000748           S021000300127 
       0.99      15.21  160.83724   0.017229   0.000705           S021000300128 
       0.99      15.21  162.83361   0.015169   0.000662           S021000300129 
       0.99      15.21  163.97805   0.017519   0.000640           S021000300130 
       0.99      15.21  165.76431   0.015771   0.000623           S021000300131 
       0.99      15.21  167.60194   0.016336   0.000718           S021000300132 
       0.99      15.21  169.88289   0.015375   0.000846           S021000300133 
       0.99      30.96    4.42858   0.754974   0.029672           S021000300134 
       0.99      30.96    6.64223   0.719239   0.029724           S021000300135 
       0.99      30.96    8.85510   0.791693   0.031914           S021000300136 
       0.99      30.96   11.06695   0.855980   0.028886           S021000300137 
       0.99      30.96   13.26093   0.602787   0.027353           S021000300138 
       0.99      30.96   15.92812   0.659630   0.029452           S021000300139 
       0.99      30.96   17.80406   0.743708   0.030076           S021000300140 
       0.99      30.96   20.00913   0.672888   0.033164           S021000300141 
       0.99      30.96   22.21190   0.537061   0.030174           S021000300142 
       0.99      30.96   24.41213   0.498912   0.024707           S021000300143 
       0.99      30.96   26.60956   0.527588   0.023578           S021000300144 
       0.99      30.96   29.24246   0.376425   0.019927           S021000300145 
       0.99      30.96   31.43291   0.299781   0.019078           S021000300146 
       0.99      30.96   33.61983   0.268665   0.016761           S021000300147 
       0.99      30.96   35.80296   0.237327   0.015859           S021000300148 
       0.99      30.96   37.98211   0.160851   0.012838           S021000300149 
       0.99      30.96   40.15704   0.125691   0.011243           S021000300150 
       0.99      30.96   42.32754   0.119714   0.010460           S021000300151 
ENDDATA            131          0                                 S021000300152 
ENDSUBENT          151          0                                 S021000399999 
ENDENTRY             3          0                                 S021099999999 
