EN         EN-RSL     E          DATA       ERR-T                 4115500200015 
MEV        MEV        MEV        MB/MEV     MB/MEV                4115500200016 
  8.09       0.05      1.6         728.       44.                 4115500900093 
  8.09       0.05      1.8         641.       39.                 4115500900094 
  8.09       0.05      2.0         649.       39.                 4115500900095 
  8.09       0.05      2.2         610.       37.                 4115500900096 
  8.09       0.05      2.4         527.       32.                 4115500900097 
  8.09       0.05      2.6         458.       28.                 4115500900098 
  8.09       0.05      2.8         398.       25.                 4115500900099 
  8.09       0.05      3.0         349.       22.                 4115500900100 
  8.09       0.05      3.2         277.       17.                 4115500900101 
  8.09       0.05      3.4         246.       16.                 4115500900102 
  8.09       0.05      3.6         252.       17.                 4115500900103 
  8.09       0.05      3.8         227.       15.                 4115500900104 
  8.09       0.05      4.0         171.       12.                 4115500900105 
  8.09       0.05      4.2         114.        9.                 4115500900106 
  8.09       0.05      4.4          82.        7.                 4115500900107 
  8.09       0.05      4.6          76.        6.                 4115500900108 
  8.09       0.05      4.8          76.        6.                 4115500900109 
  8.09       0.05      5.0          84.        7.                 4115500900110 
  8.09       0.05      5.2         102.        7.                 4115500900111 
  8.09       0.05      5.4         105.        7.                 4115500900112 
  8.09       0.05      5.6          66.        6.                 4115500900113 
  8.09       0.05      5.8          38.        4.                 4115500900114 
  8.09       0.05      6.0          33.        4.                 4115500900115 
  8.09       0.05      6.2          43.        5.                 4115500900116 
  8.09       0.05      6.4          48.        5.                 4115500900117 
  8.09       0.05      6.6          50.        5.                 4115500900118 
  8.09       0.05      6.8          59.        6.                 4115500900119 
  8.09       0.05      7.0          61.        6.                 4115500900120 
ENDDATA            106          0                                 4115500900121 
ENDSUBENT          120          0                                 4115500999999 
SUBENT        41155010   19940910                             00004115501000001 
BIB                  2          4                                 4115501000002 
REACTION   (27-CO-59(N,INL)27-CO-59,,SIG)                         4115501000003 
SAMPLE       HOLLOW CYLINDER 4 CM OUTER DIAMETER, 3.01 CM INNER   4115501000004 
             DIAMETER, HEIGHT 5.14 CM, MASS 244.4 GRAM,           4115501000005 
             CO-59 CONTENT 99.8 PC                                4115501000006 
ENDBIB               4          0                                 4115501000007 
NOCOMMON             0          0                                 4115501000008 
DATA                 4          4                                 4115501000009 
EN         EN-RSL     DATA       ERR-T                            4115501000010 
MEV        MEV        MB         MB                               4115501000011 
  4.99      0.07       1500.      120.                            4115501000012 
  5.97      0.06       1530.      120.                            4115501000013 
  7.00      0.05       1530.      120.                            4115501000014 
  8.09      0.05       1420.      110.                            4115501000015 
ENDDATA              6          0                                 4115501000016 
ENDSUBENT           15          0                                 4115501099999 
SUBENT        41155011   19940910                             00004115501100001 
BIB                  2          4                                 4115501100002 
REACTION   (39-Y-89(N,INL)39-Y-89,,SIG)                           4115501100003 
SAMPLE       HOLLOW CYLINDER 4.49 CM OUTER DIAMETER, 3.02 MM      4115501100004 
             INNER DIAMETER, HEIGHT 4.40 CM, MASS 172.8 GRAM,     4115501100005 
             Y-89 CONTENT IS 99.8 PC                              4115501100006 
ENDBIB               4          0                                 4115501100007 
NOCOMMON             0          0                                 4115501100008 
DATA                 4          4                                 4115501100009 
EN         EN-RSL     DATA       ERR-T                            4115501100010 
MEV        MEV        MB         MB                               4115501100011 
  4.86      0.07       1730.      140.                            4115501100012 
  6.08      0.06       1890.      150.                            4115501100013 
  7.02      0.05       1970.      160.                            4115501100014 
  7.94      0.05       1870.      150.                            4115501100015 
ENDDATA              6          0                                 4115501100016 
ENDSUBENT           15          0                                 4115501199999 
SUBENT        41155012   19940910                             00004115501200001 
BIB                  2          4                                 4115501200002 
REACTION   (41-NB-93(N,INL)41-NB-93,,SIG)                         4115501200003 
SAMPLE       HOLLOW CYLINDER 4.50 CM OUTER DIAMETER, 3.00 MM      4115501200004 
             INNER DIAMETER, HEIGHT 4.52 CM, MASS 298.3 GRAM,     4115501200005 
             NB-93 CONTENT IS 99.8 PC                             4115501200006 
ENDBIB               4          0                                 4115501200007 
NOCOMMON             0          0                                 4115501200008 
DATA                 4          4                                 4115501200009 
EN         EN-RSL     DATA       ERR-T                            4115501200010 
MEV        MEV        MB         MB                               4115501200011 
  5.23      0.07       2170.      170.                            4115501200012 
  6.22      0.06       2130.      170.                            4115501200013 
  7.23      0.05       2010.      160.                            4115501200014 
  8.01      0.05       1890.      130.                            4115501200015 
ENDDATA              6          0                                 4115501200016 
ENDSUBENT           15          0                                 4115501299999 
SUBENT        41155013   19940910                             00004115501300001 
BIB                  3          5                                 4115501300002 
REACTION   (42-MO-0(N,INL)42-MO-0,,SIG)                           4115501300003 
SAMPLE       HOLLOW CYLINDER 3.10 CM OUTER DIAMETER,              4115501300004 
             1.60 CM INNER DIAMETER, HEIGHT 5.00 CM,              4115501300005 
             MASS 282.1 GRAM, MO CONTENT IS 99.7 PC               4115501300006 
HISTORY    (950208A) QUANTITY CHANGED FROM 'DE' TO 'SIG'          4115501300007 
ENDBIB               5          0                                 4115501300008 
NOCOMMON             0          0                                 4115501300009 
DATA                 4          4                                 4115501300010 
EN         EN-RSL     DATA       ERR-T                            4115501300011 
MEV        MEV        MB         MB                               4115501300012 
  4.91       0.07      1940.      140.                            4115501300013 
  5.98       0.06      2050.      140.                            4115501300014 
  6.98       0.05      2100.      150.                            4115501300015 
  8.01       0.05      1950.      130.                            4115501300016 
ENDDATA              6          0                                 4115501300017 
ENDSUBENT           16          0                                 4115501399999 
SUBENT        41155014   19950208                             00004115501400001 
BIB                  3          5                                 4115501400002 
REACTION   (49-IN-113(N,INL)49-IN-113,,SIG)                       4115501400003 
SAMPLE       HOLLOW CYLINDER 3.10 CM OUTER DIAMETER,              4115501400004 
             1.60 CM INNER DIAMETER, HEIGHT 5.00 CM,              4115501400005 
             MASS 282.1 GRAM, MO CONTENT IS 99.7 PC               4115501400006 
HISTORY    (950208A) QUANTITY CHANGED FROM 'DE' TO 'SIG'          4115501400007 
ENDBIB               5          0                                 4115501400008 
NOCOMMON             0          0                                 4115501400009 
DATA                 4          4                                 4115501400010 
EN         EN-RSL     DATA       ERR-T                            4115501400011 
MEV        MEV        MB         MB                               4115501400012 
  5.34      0.07       2420.      190.                            4115501400013 
  6.47      0.06       2250.      180.                            4115501400014 
  7.49      0.05       2270.      180.                            4115501400015 
  8.53      0.05       2250.      180.                            4115501400016 
ENDDATA              6          0                                 4115501400017 
ENDSUBENT           16          0                                 4115501499999 
SUBENT        41155015   19950208                             00004115501500001 
BIB                  3          5                                 4115501500002 
REACTION   (49-IN-115(N,INL)49-IN-115,,SIG)                       4115501500003 
SAMPLE       HOLLOW CYLINDER 3.10 CM OUTER DIAMETER,              4115501500004 
             1.60 CM INNER DIAMETER, HEIGHT 5.00 CM,              4115501500005 
             MASS 282.1 GRAM, MO CONTENT IS 99.7 PC               4115501500006 
HISTORY    (950208A) QUANTITY CHANGED FROM 'DE' TO 'SIG'          4115501500007 
ENDBIB               5          0                                 4115501500008 
NOCOMMON             0          0                                 4115501500009 
DATA                 4          4                                 4115501500010 
EN         EN-RSL     DATA       ERR-T                            4115501500011 
MEV        MEV        MB         MB                               4115501500012 
  5.19      0.07       2440.      200.                            4115501500013 
  6.47      0.06       2510.      200.                            4115501500014 
  7.49      0.05       2090.      160.                            4115501500015 
  8.53      0.05       2130.      170.                            4115501500016 
ENDDATA              6          0                                 4115501500017 
ENDSUBENT           16          0                                 4115501599999 
SUBENT        41155016   19940910                             00004115501600001 
BIB                  2          4                                 4115501600002 
REACTION   (73-TA-181(N,INL)73-TA-181,,SIG)                       4115501600003 
SAMPLE       HOLLOW CYLINDER 3.40 CM OUTER DIAMETER,              4115501600004 
             2.40 CM INNER DIAMETER, HEIGHT 5.00 CM,              4115501600005 
             MASS 373.2 GRAM, TA-181 CONTENT IS 99.5 PC           4115501600006 
ENDBIB               4          0                                 4115501600007 
NOCOMMON             0          0                                 4115501600008 
DATA                 4          4                                 4115501600009 
EN         EN-RSL     DATA       ERR-T                            4115501600010 
MEV        MEV        MB         MB                               4115501600011 
  5.19      0.07       3010.      240.                            4115501600012 
  6.47      0.06       2640.      210.                            4115501600013 
  7.49      0.05       2890.      230.                            4115501600014 
  7.94      0.05       2640.      210.                            4115501600015 
ENDDATA              6          0                                 4115501600016 
ENDSUBENT           15          0                                 4115501699999 
SUBENT        41155017   19940910                             00004115501700001 
BIB                  2          4                                 4115501700002 
REACTION   (83-BI-209(N,INL)83-BI-209,,SIG)                       4115501700003 
SAMPLE       HOLLOW CYLINDER 4.49 CM OUTER DIAMETER,              4115501700004 
             3.01 CM INNER DIAMETER, HEIGHT 5.00 CM,              4115501700005 
             MASS 429.1 GRAM, TA-181 CONTENT IS 99.8 PC           4115501700006 
ENDBIB               4          0                                 4115501700007 
NOCOMMON             0          0                                 4115501700008 
DATA                 4          4                                 4115501700009 
EN         EN-RSL     DATA       ERR-T                            4115501700010 
MEV        MEV        MB         MB                               4115501700011 
  4.99      0.07       3110.      250.                            4115501700012 
  5.97      0.06       2650.      210.                            4115501700013 
  7.00      0.05       2510.      200.                            4115501700014 
  8.09      0.05       2450.      200.                            4115501700015 
ENDDATA              6          0                                 4115501700016 
ENDSUBENT           15          0                                 4115501799999 
ENDENTRY            17          0                                 4115599999999 
