ENTRY            22352   20090218                             22082235200000001 
SUBENT        22352001   20090218                             22082235200100001 
BIB                 14         31                                 2235200100002 
INSTITUTE  (2JPNTOH)   Dept. of Nuclear Engeneering               2235200100003 
REFERENCE  ((S,JAERI-M-93-046,345,199211)=                        2235200100004 
           (S,INDC(JPN)-163/L,345,199211))  Main reference,       2235200100005 
               Graphs are given                                   2235200100006 
           (J,NST,27,(7),601,199007)  Experimental details        2235200100007 
           (J,NST,31,(8),757,199408)                              2235200100008 
AUTHOR     (S.Matsuyama,T.Okubo,M.Baba,T.Ito,T.Akiyama,N.Ito,     2235200100009 
            N.Hirakawa)                                           2235200100010 
TITLE      .Measurement of double-differential neutron emission   2235200100011 
            cross sections of Mo, Ta and W                        2235200100012 
FACILITY   (DYNAM,2JPNTOH) 4.5 mV dynamitron facility of Tohoku   2235200100013 
              Univ.                                               2235200100014 
INC-SOURCE (D-T)                                                  2235200100015 
INC-SPECT  .Pulsed neutron beam less than 2 nsec duration 1 MHz   2235200100016 
            repetition bombarded tritium loaded metallic Ti       2235200100017 
            target                                                2235200100018 
METHOD     (TOF)    .Single-TOF method was used                   2235200100019 
DETECTOR   (SCIN )  .Liquid NE123 scin detector 14 cm diameter    2235200100020 
                    and 10 cm thickness coupled to fast-timing    2235200100021 
                    photomultiplier tube                          2235200100022 
MONITOR    (98-CF-252(0,F),PR,DE,N)  For low energy region        2235200100023 
CORRECTION .Corrections were made on detectors efficiency and     2235200100024 
            sample-out background, on finite sample and back-     2235200100025 
            grounds caused by parasitic and target-scattered      2235200100026 
            neutrons                                              2235200100027 
ERR-ANALYS (ERR-S)     Standard deviation                         2235200100028 
STATUS     .Data obtained from M. Baba via internet, 1997/06.     2235200100029 
HISTORY    (19971020C)  + +  Compiled by S.M.     + +             2235200100030 
           (20030529A) Reactions corrected. Convertewd to new     2235200100031 
                       date formats, lower case.                  2235200100032 
           (20090218U) Date of REFERENCE NST,27 corrected         2235200100033 
ENDBIB              31          0                                 2235200100034 
COMMON               1          3                                 2235200100035 
EN                                                                2235200100036 
MEV                                                               2235200100037 
   14.10000                                                       2235200100038 
ENDCOMMON            3          0                                 2235200100039 
ENDSUBENT           38          0                                 2235200199999 
SUBENT        22352002   20030529                             00002235200200001 
BIB                  5          5                                 2235200200002 
REACTION   (24-CR-0(N,X)0-NN-1,,DA/DE)                            2235200200003 
SAMPLE     .No information                                        2235200200004 
COMMENT     Data corrected by authors in 1992                     2235200200005 
STATUS     (COREL,22025014)                                       2235200200006 
HISTORY    (20030529A) Reaction corrected.                        2235200200007 
ENDBIB               5          0                                 2235200200008 
NOCOMMON             0          0                                 2235200200009 
DATA                 5        668                                 2235200200010 
ANG        E-MIN      E-MAX      DATA       ERR-S                 2235200200011 
  150.00000    4.50000    4.70000 6.2730E-03 6.3005E-04           2235200200630 
  150.00000    4.70000    4.90000 6.0160E-03 5.9941E-04           2235200200631 
  150.00000    4.90000    5.10000 5.2129E-03 5.4736E-04           2235200200632 
  150.00000    5.10000    5.30000 4.9236E-03 5.3941E-04           2235200200633 
  150.00000    5.30000    5.50000 4.3033E-03 5.1811E-04           2235200200634 
  150.00000    5.50000    5.70000 4.4761E-03 4.8704E-04           2235200200635 
  150.00000    5.70000    5.90000 3.6427E-03 4.7710E-04           2235200200636 
  150.00000    5.90000    6.10000 3.3271E-03 4.7233E-04           2235200200637 
  150.00000    6.10000    6.30000 2.8412E-03 4.5871E-04           2235200200638 
  150.00000    6.30000    6.50000 3.4937E-03 4.5945E-04           2235200200639 
  150.00000    6.50000    6.70000 2.9377E-03 4.2200E-04           2235200200640 
  150.00000    6.70000    6.90000 3.0846E-03 4.4175E-04           2235200200641 
  150.00000    6.90000    7.10000 2.7137E-03 4.3385E-04           2235200200642 
  150.00000    7.10000    7.30000 1.9834E-03 4.0699E-04           2235200200643 
  150.00000    7.30000    7.50000 1.7123E-03 3.9386E-04           2235200200644 
  150.00000    7.50000    7.70000 1.6671E-03 3.9798E-04           2235200200645 
  150.00000    7.70000    7.90000 1.9873E-03 4.1426E-04           2235200200646 
  150.00000    7.90000    8.10000 1.1519E-03 3.8856E-04           2235200200647 
  150.00000    8.10000    8.30000 1.7379E-03 3.6173E-04           2235200200648 
  150.00000    8.30000    8.50000 1.8890E-03 3.4248E-04           2235200200649 
  150.00000    8.50000    8.70000 1.8032E-03 3.5592E-04           2235200200650 
  150.00000    8.70000    8.90000 1.6291E-03 3.2619E-04           2235200200651 
  150.00000    8.90000    9.10000 1.5254E-03 3.1103E-04           2235200200652 
  150.00000    9.10000    9.30000 1.2255E-03 3.4146E-04           2235200200653 
  150.00000    9.30000    9.50000 1.0245E-03 3.4535E-04           2235200200654 
  150.00000    9.50000    9.70000 7.9523E-04 3.8953E-04           2235200200655 
  150.00000    9.70000    9.90000 1.0245E-03 3.7311E-04           2235200200656 
  150.00000    9.90000   10.10000 1.3834E-03 3.2266E-04           2235200200657 
  150.00000   10.10000   10.30000 1.3185E-03 3.4693E-04           2235200200658 
  150.00000   10.30000   10.50000 7.3407E-04 2.9243E-04           2235200200659 
  150.00000   10.50000   10.70000 7.4772E-04 2.9911E-04           2235200200660 
  150.00000   10.70000   10.90000 1.1098E-03 2.8900E-04           2235200200661 
  150.00000   10.90000   11.10000 3.6988E-04 3.0276E-04           2235200200662 
  150.00000   11.10000   11.30000 5.3473E-04 3.2661E-04           2235200200663 
  150.00000   11.30000   11.50000 9.0788E-04 3.4277E-04           2235200200664 
  150.00000   11.50000   11.70000 2.7937E-03 4.3487E-04           2235200200665 
  150.00000   11.70000   11.90000 3.4326E-03 4.8389E-04           2235200200666 
  150.00000   11.90000   12.10000 3.7349E-03 4.6386E-04           2235200200667 
  150.00000   12.10000   12.30000 2.4286E-03 4.0272E-04           2235200200668 
  150.00000   12.30000   12.50000 2.6254E-03 3.9674E-04           2235200200669 
  150.00000   12.50000   12.70000 3.7370E-03 4.6944E-04           2235200200670 
  150.00000   12.70000   12.90000 7.3444E-03 6.5124E-04           2235200200671 
  150.00000   12.90000   13.10000 1.1719E-02 8.9992E-04           2235200200672 
  150.00000   13.10000   13.30000 1.4134E-02 1.0833E-03           2235200200673 
  150.00000   13.30000   13.50000 1.2286E-02 9.7702E-04           2235200200674 
  150.00000   13.50000   13.70000 8.1260E-03 7.3233E-04           2235200200675 
  150.00000   13.70000   13.90000 3.7281E-03 4.7173E-04           2235200200676 
  150.00000   13.90000   14.10000 1.2299E-03 3.6705E-04           2235200200677 
  150.00000   14.10000   14.50000 4.8107E-04 3.3167E-04           2235200200678 
  150.00000   14.50000   14.70000 2.4773E-04 3.5826E-04           2235200200679 
  150.00000   14.70000   14.90000 4.6978E-04 3.9996E-04           2235200200680 
ENDDATA            670          0                                 2235200200681 
ENDSUBENT          680          0                                 2235200299999 
SUBENT        22352003   20081230                             22072235200300001 
BIB                  3          4                                 2235200300002 
REACTION   (24-CR-0(N,X)0-NN-1,,DE)                               2235200300003 
ANALYSIS   (INTAD)                                                2235200300004 
STATUS     (COREL,22025025)                                       2235200300005 
           (DEP,22352002)                                         2235200300006 
ENDBIB               4          0                                 2235200300007 
NOCOMMON             0          0                                 2235200300008 
DATA                 4         74                                 2235200300009 
E-CM-MIN   E-CM-MAX   DATA-CM    ERR-S                            2235200300010 
MEV        MEV        B/MEV      B/MEV                            2235200300011 
     .70000     .90000 3.8658E-01 2.6370E-02                      2235200300012 
     .90000    1.10000 4.1209E-01 2.2453E-02                      2235200300013 
    1.10000    1.30000 3.9213E-01 1.9987E-02                      2235200300014 
    1.30000    1.50000 3.6105E-01 2.0069E-02                      2235200300015 
    1.50000    1.70000 3.3412E-01 1.7874E-02                      2235200300016 
    1.70000    1.90000 3.0655E-01 1.5747E-02                      2235200300017 
    1.90000    2.10000 2.8228E-01 1.4465E-02                      2235200300018 
    2.10000    2.30000 2.6004E-01 1.3335E-02                      2235200300019 
    2.30000    2.50000 2.3958E-01 1.2291E-02                      2235200300020 
    2.50000    2.70000 2.1913E-01 1.1180E-02                      2235200300021 
    2.70000    2.90000 2.0104E-01 1.0312E-02                      2235200300022 
    2.90000    3.10000 1.8321E-01 9.5781E-03                      2235200300023 
    3.10000    3.30000 1.7171E-01 9.5030E-03                      2235200300024 
    3.30000    3.50000 1.5924E-01 9.2499E-03                      2235200300025 
    3.50000    3.70000 1.4584E-01 8.2145E-03                      2235200300026 
    3.70000    3.90000 1.2952E-01 7.0449E-03                      2235200300027 
    3.90000    4.10000 1.1618E-01 6.2250E-03                      2235200300028 
    4.10000    4.30000 1.0415E-01 5.5835E-03                      2235200300029 
    4.30000    4.50000 9.7454E-02 5.2550E-03                      2235200300030 
    4.50000    4.70000 9.5612E-02 5.5595E-03                      2235200300031 
    4.70000    4.90000 8.8034E-02 4.8232E-03                      2235200300032 
    4.90000    5.10000 7.7539E-02 4.4194E-03                      2235200300033 
    5.10000    5.30000 7.2319E-02 4.5273E-03                      2235200300034 
    5.30000    5.50000 6.2124E-02 3.5699E-03                      2235200300035 
    5.50000    5.70000 5.7407E-02 3.5918E-03                      2235200300036 
    5.70000    5.90000 5.5691E-02 3.4507E-03                      2235200300037 
    5.90000    6.10000 5.1338E-02 2.8806E-03                      2235200300038 
    6.10000    6.30000 5.2944E-02 4.1196E-03                      2235200300039 
    6.30000    6.50000 5.1522E-02 3.2068E-03                      2235200300040 
    6.50000    6.70000 4.7095E-02 3.6138E-03                      2235200300041 
    6.70000    6.90000 4.7653E-02 3.0705E-03                      2235200300042 
    6.90000    7.10000 4.2051E-02 2.7578E-03                      2235200300043 
    7.10000    7.30000 3.6816E-02 2.4816E-03                      2235200300044 
    7.30000    7.50000 3.1510E-02 2.2125E-03                      2235200300045 
    7.50000    7.70000 3.0752E-02 2.0563E-03                      2235200300046 
    7.70000    7.90000 3.1349E-02 2.7445E-03                      2235200300047 
    7.90000    8.10000 2.7545E-02 2.9303E-03                      2235200300048 
    8.10000    8.30000 2.3928E-02 1.4816E-03                      2235200300049 
    8.30000    8.50000 2.1241E-02 1.6470E-03                      2235200300050 
    8.50000    8.70000 2.5742E-02 1.7835E-03                      2235200300051 
    8.70000    8.90000 3.0746E-02 3.0577E-03                      2235200300052 
    8.90000    9.10000 3.6115E-02 4.2395E-03                      2235200300053 
    9.10000    9.30000 2.9914E-02 2.3460E-03                      2235200300054 
    9.30000    9.50000 2.2548E-02 2.3662E-03                      2235200300055 
    9.50000    9.70000 1.7904E-02 2.6805E-03                      2235200300056 
    9.70000    9.90000 1.9334E-02 2.6339E-03                      2235200300057 
    9.90000   10.10000 1.2913E-02 1.8232E-03                      2235200300058 
   10.10000   10.30000 1.3792E-02 2.5020E-03                      2235200300059 
   10.30000   10.50000 1.4861E-02 2.4433E-03                      2235200300060 
   10.50000   10.70000 1.8198E-02 1.8676E-03                      2235200300061 
   10.70000   10.90000 1.6598E-02 1.4162E-03                      2235200300062 
   10.90000   11.10000 1.7734E-02 1.3164E-03                      2235200300063 
   11.10000   11.30000 1.6118E-02 1.8478E-03                      2235200300064 
   11.30000   11.50000 1.6248E-02 2.3021E-03                      2235200300065 
   11.50000   11.70000 1.7721E-02 2.5304E-03                      2235200300066 
   11.70000   11.90000 2.8992E-02 2.9463E-03                      2235200300067 
   11.90000   12.10000 4.7817E-02 3.2366E-03                      2235200300068 
   12.10000   12.30000 5.8750E-02 4.0240E-03                      2235200300069 
   12.30000   12.50000 5.7987E-02 5.5977E-03                      2235200300070 
   12.50000   12.70000 5.7597E-02 1.0245E-02                      2235200300071 
   12.70000   12.90000 7.1096E-02 1.8782E-02                      2235200300072 
   12.90000   13.10000 1.1259E-01 3.2507E-02                      2235200300073 
   13.10000   13.30000 1.7565E-01 5.0189E-02                      2235200300074 
   13.30000   13.50000 2.5140E-01 6.4228E-02                      2235200300075 
   13.50000   13.70000 2.8004E-01 6.8062E-02                      2235200300076 
   13.70000   13.90000 2.4276E-01 5.9929E-02                      2235200300077 
   13.90000   14.10000 1.7102E-01 4.5331E-02                      2235200300078 
   14.10000   14.30000 9.5405E-02 2.9253E-02                      2235200300079 
   14.30000   14.50000 4.3653E-02 1.6360E-02                      2235200300080 
   14.50000   14.70000 1.7377E-02 1.0140E-02                      2235200300081 
   14.70000   14.90000 3.7602E-03 6.2300E-03                      2235200300082 
   14.90000   15.10000 1.2469E-03 3.9804E-03                      2235200300083 
   15.10000   15.30000 7.1249E-04 2.0085E-03                      2235200300084 
   15.30000   15.50000 5.1947E-04 5.0291E-04                      2235200300085 
ENDDATA             76          0                                 2235200300086 
ENDSUBENT           85          0                                 2235200399999 
SUBENT        22352004   20081230                             22072235200400001 
BIB                  4          6                                 2235200400002 
REACTION   (42-MO-0(N,X)0-NN-1,,DA/DE)                            2235200400003 
SAMPLE     .Metallic cylinder of natural molybdenum  3 cm diameter2235200400004 
            and 5 cm long suspended vertically at a distance of   2235200400005 
            12 cm from the neutron source .                       2235200400006 
COMMENT          File DAT-MO.DDX                                  2235200400007 
HISTORY    (20030529A) Reaction corrected.                        2235200400008 
ENDBIB               6          0                                 2235200400009 
NOCOMMON             0          0                                 2235200400010 
DATA                 5        601                                 2235200400011 
ANG        E-MIN      E-MAX      DATA       ERR-S                 2235200400012 
ADEG       MEV        MEV        B/SR/MEV   B/SR/MEV              2235200400013 
   30.00000     .70000     .90000 1.1137E-01 6.4599E-03           2235200400014 
   30.00000     .90000    1.10000 1.0267E-01 5.5379E-03           2235200400015 
   30.00000    1.10000    1.30000 8.5636E-02 4.5869E-03           2235200400016 
   30.00000    1.30000    1.50000 7.5015E-02 4.0376E-03           2235200400017 
   30.00000    1.50000    1.70000 6.4471E-02 3.5209E-03           2235200400018 
   30.00000    1.70000    1.90000 5.5383E-02 3.0562E-03           2235200400019 
   30.00000    1.90000    2.10000 4.9212E-02 2.7737E-03           2235200400020 
   30.00000    2.10000    2.30000 4.3416E-02 2.4055E-03           2235200400021 
   30.00000    2.30000    2.50000 4.4794E-02 2.4147E-03           2235200400022 
   30.00000    2.50000    2.70000 3.8024E-02 2.1005E-03           2235200400023 
   30.00000    2.70000    2.90000 2.9792E-02 1.8108E-03           2235200400024 
   30.00000    2.90000    3.10000 2.5049E-02 1.6448E-03           2235200400025 
   30.00000    3.10000    3.30000 2.3545E-02 1.5738E-03           2235200400026 
   30.00000    3.30000    3.50000 2.0492E-02 1.3734E-03           2235200400027 
   30.00000    3.50000    3.70000 1.5711E-02 1.0739E-03           2235200400028 
   30.00000    3.70000    3.90000 1.4879E-02 1.0430E-03           2235200400029 
   30.00000    3.90000    4.10000 1.3909E-02 9.9492E-04           2235200400030 
   30.00000    4.10000    4.30000 1.2924E-02 9.9672E-04           2235200400031 
   30.00000    4.30000    4.50000 1.1227E-02 9.0422E-04           2235200400032 
   30.00000    4.50000    4.70000 1.0112E-02 8.2662E-04           2235200400033 
   30.00000    4.70000    4.90000 9.5656E-03 8.0023E-04           2235200400034 
   30.00000    4.90000    5.10000 9.4555E-03 8.4857E-04           2235200400035 
   30.00000    5.10000    5.30000 8.6938E-03 8.3870E-04           2235200400036 
   30.00000    5.30000    5.50000 8.0866E-03 8.1227E-04           2235200400037 
   30.00000    5.50000    5.70000 7.6100E-03 7.7905E-04           2235200400038 
   30.00000    5.70000    5.90000 6.5362E-03 6.6233E-04           2235200400039 
   30.00000    5.90000    6.10000 6.0939E-03 6.0957E-04           2235200400040 
   30.00000    6.10000    6.30000 5.0469E-03 5.9763E-04           2235200400041 
   30.00000    6.30000    6.50000 4.9118E-03 5.6499E-04           2235200400042 
   30.00000    6.50000    6.70000 5.0748E-03 5.8018E-04           2235200400043 
   30.00000    6.70000    6.90000 5.2481E-03 5.9260E-04           2235200400044 
   30.00000    6.90000    7.10000 4.3532E-03 5.3926E-04           2235200400045 
   30.00000    7.10000    7.30000 4.6472E-03 5.8156E-04           2235200400046 
   30.00000    7.30000    7.50000 4.3563E-03 5.4780E-04           2235200400047 
   30.00000    7.50000    7.70000 3.8084E-03 5.2948E-04           2235200400048 
   30.00000    7.70000    7.90000 4.2050E-03 5.2989E-04           2235200400049 
   30.00000    7.90000    8.10000 4.3004E-03 5.2971E-04           2235200400050 
   30.00000    8.10000    8.30000 4.9554E-03 5.6720E-04           2235200400051 
   30.00000    8.30000    8.50000 4.2860E-03 5.3515E-04           2235200400052 
   30.00000    8.50000    8.70000 3.9252E-03 5.1870E-04           2235200400053 
   30.00000    8.70000    8.90000 4.5989E-03 5.5370E-04           2235200400054 
   30.00000    8.90000    9.10000 4.3916E-03 5.2114E-04           2235200400055 
   30.00000    9.10000    9.30000 3.1750E-03 4.5957E-04           2235200400056 
   30.00000    9.30000    9.50000 3.2247E-03 4.2605E-04           2235200400057 
   30.00000    9.50000    9.70000 3.2803E-03 4.4717E-04           2235200400058 
   30.00000    9.70000    9.90000 3.1826E-03 4.2323E-04           2235200400059 
   30.00000    9.90000   10.10000 3.5159E-03 4.5680E-04           2235200400060 
   30.00000   10.10000   10.30000 2.4331E-03 3.7526E-04           2235200400061 
   30.00000   10.30000   10.50000 3.6586E-03 4.6875E-04           2235200400062 
   30.00000   10.50000   10.70000 3.3444E-03 4.4253E-04           2235200400063 
   30.00000   10.70000   10.90000 4.4642E-03 4.8676E-04           2235200400064 
   30.00000   10.90000   11.10000 4.9706E-03 5.1705E-04           2235200400065 
   30.00000   11.10000   11.30000 6.3197E-03 6.1844E-04           2235200400066 
   30.00000   11.30000   11.50000 7.0385E-03 7.0882E-04           2235200400067 
   30.00000   11.50000   11.70000 8.7996E-03 8.3250E-04           2235200400068 
   30.00000   11.70000   11.90000 9.1469E-03 8.6597E-04           2235200400069 
   30.00000   11.90000   12.10000 9.8533E-03 9.5798E-04           2235200400070 
   30.00000   12.10000   12.30000 8.8049E-03 9.3450E-04           2235200400071 
   30.00000   12.30000   12.50000 1.2546E-02 1.2353E-03           2235200400072 
   30.00000   12.50000   12.70000 1.4580E-02 1.4389E-03           2235200400073 
   30.00000   12.70000   12.90000 2.2731E-02 2.0601E-03           2235200400074 
   30.00000   12.90000   13.10000 3.1994E-02 2.7846E-03           2235200400075 
   30.00000   13.10000   13.30000 4.6190E-02 3.8821E-03           2235200400076 
   30.00000   13.30000   13.50000 6.8314E-02 5.5944E-03           2235200400077 
   30.00000   13.50000   13.70000 1.4579E-01 1.1486E-02           2235200400078 
   30.00000   13.70000   13.90000 2.4364E-01 1.8959E-02           2235200400079 
   30.00000   13.90000   14.10000 2.9302E-01 2.2811E-02           2235200400080 
   30.00000   14.10000   14.30000 2.3497E-01 1.8498E-02           2235200400081 
   30.00000   14.30000   14.50000 1.3622E-01 1.0919E-02           2235200400082 
   30.00000   14.50000   14.70000 6.6451E-02 5.5195E-03           2235200400083 
   30.00000   14.70000   14.90000 3.3354E-02 2.9385E-03           2235200400084 
   30.00000   14.90000   15.10000 1.7121E-02 1.6511E-03           2235200400085 
   30.00000   15.10000   15.30000 9.9432E-03 1.0695E-03           2235200400086 
   30.00000   15.30000   15.50000 5.6361E-03 7.0683E-04           2235200400087 
   30.00000   15.50000   15.70000 3.6587E-03 5.3728E-04           2235200400088 
   30.00000   15.70000   15.90000 1.8519E-03 3.6302E-04           2235200400089 
   37.50000     .70000     .90000 1.0101E-01 5.9828E-03           2235200400090 
   37.50000     .90000    1.10000 9.8369E-02 5.3155E-03           2235200400091 
   37.50000    1.10000    1.30000 8.1858E-02 4.3775E-03           2235200400092 
   37.50000    1.30000    1.50000 7.1334E-02 3.8472E-03           2235200400093 
   37.50000    1.50000    1.70000 6.1979E-02 3.4098E-03           2235200400094 
   37.50000    1.70000    1.90000 5.2234E-02 2.8816E-03           2235200400095 
   37.50000    1.90000    2.10000 4.7122E-02 2.6366E-03           2235200400096 
   37.50000    2.10000    2.30000 4.0845E-02 2.2685E-03           2235200400097 
   37.50000    2.30000    2.50000 4.0540E-02 2.1920E-03           2235200400098 
   37.50000    2.50000    2.70000 3.3857E-02 1.8569E-03           2235200400099 
   37.50000    2.70000    2.90000 3.0737E-02 1.9278E-03           2235200400100 
   37.50000    2.90000    3.10000 2.4404E-02 1.6503E-03           2235200400101 
   37.50000    3.10000    3.30000 2.1345E-02 1.4750E-03           2235200400102 
   37.50000    3.30000    3.50000 1.7599E-02 1.2295E-03           2235200400103 
   37.50000    3.50000    3.70000 1.4480E-02 1.0159E-03           2235200400104 
   37.50000    3.70000    3.90000 1.3465E-02 9.6388E-04           2235200400105 
   37.50000    3.90000    4.10000 1.3502E-02 9.7529E-04           2235200400106 
   37.50000    4.10000    4.30000 1.1840E-02 9.2446E-04           2235200400107 
   37.50000    4.30000    4.50000 1.0249E-02 8.6763E-04           2235200400108 
   37.50000    4.50000    4.70000 9.2992E-03 8.1337E-04           2235200400109 
   37.50000    4.70000    4.90000 8.8586E-03 7.9317E-04           2235200400110 
   37.50000    4.90000    5.10000 7.8166E-03 7.4724E-04           2235200400111 
   37.50000    5.10000    5.30000 7.7194E-03 7.5213E-04           2235200400112 
   37.50000    5.30000    5.50000 7.4438E-03 7.3973E-04           2235200400113 
   37.50000    5.50000    5.70000 6.8865E-03 7.0020E-04           2235200400114 
   37.50000    5.70000    5.90000 6.2277E-03 6.5404E-04           2235200400115 
   37.50000    5.90000    6.10000 5.5349E-03 6.0871E-04           2235200400116 
   37.50000    6.10000    6.30000 5.0337E-03 6.2575E-04           2235200400117 
   37.50000    6.30000    6.50000 6.3985E-03 7.1386E-04           2235200400118 
   37.50000    6.50000    6.70000 5.2789E-03 6.5551E-04           2235200400119 
   37.50000    6.70000    6.90000 5.8940E-03 6.6623E-04           2235200400120 
   37.50000    6.90000    7.10000 4.9566E-03 5.8809E-04           2235200400121 
   37.50000    7.10000    7.30000 4.6857E-03 5.9828E-04           2235200400122 
   37.50000    7.30000    7.50000 5.5340E-03 6.0318E-04           2235200400123 
   37.50000    7.50000    7.70000 3.9720E-03 5.3527E-04           2235200400124 
   37.50000    7.70000    7.90000 4.3501E-03 5.4924E-04           2235200400125 
   37.50000    7.90000    8.10000 3.6705E-03 5.1082E-04           2235200400126 
   37.50000    8.10000    8.30000 4.8252E-03 5.6629E-04           2235200400127 
   37.50000    8.30000    8.50000 3.8524E-03 4.9513E-04           2235200400128 
   37.50000    8.50000    8.70000 3.9570E-03 4.8376E-04           2235200400129 
   37.50000    8.70000    8.90000 3.6275E-03 4.7390E-04           2235200400130 
   37.50000    8.90000    9.10000 4.1409E-03 5.0891E-04           2235200400131 
   37.50000    9.10000    9.30000 3.2115E-03 4.8191E-04           2235200400132 
   37.50000    9.30000    9.50000 3.7566E-03 4.9320E-04           2235200400133 
   37.50000    9.50000    9.70000 3.6424E-03 5.0108E-04           2235200400134 
   37.50000    9.70000    9.90000 3.0415E-03 4.7068E-04           2235200400135 
   37.50000    9.90000   10.10000 3.9612E-03 4.9959E-04           2235200400136 
   37.50000   10.10000   10.30000 3.7045E-03 4.6386E-04           2235200400137 
   37.50000   10.30000   10.50000 3.3947E-03 4.5691E-04           2235200400138 
   37.50000   10.50000   10.70000 3.3933E-03 4.2969E-04           2235200400139 
   37.50000   10.70000   10.90000 3.5846E-03 4.5205E-04           2235200400140 
   37.50000   10.90000   11.10000 4.5260E-03 5.4140E-04           2235200400141 
   37.50000   11.10000   11.30000 6.5952E-03 6.6691E-04           2235200400142 
   37.50000   11.30000   11.50000 8.0035E-03 7.5942E-04           2235200400143 
   37.50000   11.50000   11.70000 7.2877E-03 7.5329E-04           2235200400144 
   37.50000   11.70000   11.90000 8.5610E-03 8.4348E-04           2235200400145 
   37.50000   11.90000   12.10000 8.4192E-03 8.4396E-04           2235200400146 
   37.50000   12.10000   12.30000 7.5386E-03 7.9269E-04           2235200400147 
   37.50000   12.30000   12.50000 6.6101E-03 7.5383E-04           2235200400148 
   37.50000   12.50000   12.70000 6.6355E-03 7.6032E-04           2235200400149 
   37.50000   12.70000   12.90000 6.4309E-03 7.9054E-04           2235200400150 
   37.50000   12.90000   13.10000 8.7675E-03 9.6509E-04           2235200400151 
   37.50000   13.10000   13.30000 1.2486E-02 1.2391E-03           2235200400152 
   37.50000   13.30000   13.50000 1.9191E-02 1.6709E-03           2235200400153 
   37.50000   13.50000   13.70000 3.2386E-02 2.4269E-03           2235200400154 
   37.50000   13.70000   13.90000 4.7159E-02 3.2428E-03           2235200400155 
   37.50000   13.90000   14.10000 5.0518E-02 3.3925E-03           2235200400156 
   37.50000   14.10000   14.30000 4.1200E-02 2.8112E-03           2235200400157 
   37.50000   14.30000   14.50000 2.5582E-02 1.8636E-03           2235200400158 
   37.50000   14.50000   14.70000 1.2596E-02 1.0726E-03           2235200400159 
   37.50000   14.70000   14.90000 7.0469E-03 7.2238E-04           2235200400160 
   37.50000   14.90000   15.10000 4.4036E-03 5.3706E-04           2235200400161 
   37.50000   15.10000   15.30000 3.1143E-03 4.4692E-04           2235200400162 
   37.50000   15.30000   15.50000 1.8396E-03 3.2345E-04           2235200400163 
   37.50000   15.50000   15.70000 1.4452E-03 2.7294E-04           2235200400164 
   37.50000   15.70000   15.90000 9.5872E-04 2.1620E-04           2235200400165 
   45.00000     .70000     .90000 1.0418E-01 5.7136E-03           2235200400166 
   45.00000     .90000    1.10000 9.4521E-02 4.9302E-03           2235200400167 
   45.00000    1.10000    1.30000 8.1547E-02 4.2277E-03           2235200400168 
   45.00000    1.30000    1.50000 7.1756E-02 3.7481E-03           2235200400169 
   45.00000    1.50000    1.70000 6.2278E-02 3.3022E-03           2235200400170 
   45.00000    1.70000    1.90000 5.2720E-02 2.8124E-03           2235200400171 
   45.00000    1.90000    2.10000 4.6536E-02 2.5139E-03           2235200400172 
   45.00000    2.10000    2.30000 3.9601E-02 2.1140E-03           2235200400173 
   45.00000    2.30000    2.50000 3.8431E-02 1.9995E-03           2235200400174 
   45.00000    2.50000    2.70000 3.3876E-02 1.7797E-03           2235200400175 
   45.00000    2.70000    2.90000 2.8340E-02 1.7231E-03           2235200400176 
   45.00000    2.90000    3.10000 2.4898E-02 1.5445E-03           2235200400177 
   45.00000    3.10000    3.30000 2.1980E-02 1.3703E-03           2235200400178 
   45.00000    3.30000    3.50000 1.7630E-02 1.1109E-03           2235200400179 
   45.00000    3.50000    3.70000 1.5221E-02 9.6489E-04           2235200400180 
   45.00000    3.70000    3.90000 1.4162E-02 9.2924E-04           2235200400181 
   45.00000    3.90000    4.10000 1.2408E-02 8.5402E-04           2235200400182 
   45.00000    4.10000    4.30000 1.1660E-02 8.1695E-04           2235200400183 
   45.00000    4.30000    4.50000 1.1023E-02 7.9381E-04           2235200400184 
   45.00000    4.50000    4.70000 1.0043E-02 7.5599E-04           2235200400185 
   45.00000    4.70000    4.90000 9.4721E-03 7.3606E-04           2235200400186 
   45.00000    4.90000    5.10000 8.3155E-03 6.7194E-04           2235200400187 
   45.00000    5.10000    5.30000 7.1050E-03 5.6927E-04           2235200400188 
   45.00000    5.30000    5.50000 6.4168E-03 5.2474E-04           2235200400189 
   45.00000    5.50000    5.70000 6.0923E-03 5.0334E-04           2235200400190 
   45.00000    5.70000    5.90000 6.4973E-03 5.4631E-04           2235200400191 
   45.00000    5.90000    6.10000 6.0162E-03 5.3043E-04           2235200400192 
   45.00000    6.10000    6.30000 5.7048E-03 5.3026E-04           2235200400193 
   45.00000    6.30000    6.50000 5.0159E-03 5.1627E-04           2235200400194 
   45.00000    6.50000    6.70000 4.9724E-03 4.9630E-04           2235200400195 
   45.00000    6.70000    6.90000 4.7428E-03 4.6560E-04           2235200400196 
   45.00000    6.90000    7.10000 4.4692E-03 4.4517E-04           2235200400197 
   45.00000    7.10000    7.30000 4.6551E-03 4.6279E-04           2235200400198 
   45.00000    7.30000    7.50000 3.4928E-03 4.0116E-04           2235200400199 
   45.00000    7.50000    7.70000 3.7951E-03 4.1660E-04           2235200400200 
   45.00000    7.70000    7.90000 4.0275E-03 4.4187E-04           2235200400201 
