ENTRY            22352   20090218                             22082235200000001 
SUBENT        22352001   20090218                             22082235200100001 
BIB                 14         31                                 2235200100002 
INSTITUTE  (2JPNTOH)   Dept. of Nuclear Engeneering               2235200100003 
REFERENCE  ((S,JAERI-M-93-046,345,199211)=                        2235200100004 
           (S,INDC(JPN)-163/L,345,199211))  Main reference,       2235200100005 
               Graphs are given                                   2235200100006 
           (J,NST,27,(7),601,199007)  Experimental details        2235200100007 
           (J,NST,31,(8),757,199408)                              2235200100008 
AUTHOR     (S.Matsuyama,T.Okubo,M.Baba,T.Ito,T.Akiyama,N.Ito,     2235200100009 
            N.Hirakawa)                                           2235200100010 
TITLE      .Measurement of double-differential neutron emission   2235200100011 
            cross sections of Mo, Ta and W                        2235200100012 
FACILITY   (DYNAM,2JPNTOH) 4.5 mV dynamitron facility of Tohoku   2235200100013 
              Univ.                                               2235200100014 
INC-SOURCE (D-T)                                                  2235200100015 
INC-SPECT  .Pulsed neutron beam less than 2 nsec duration 1 MHz   2235200100016 
            repetition bombarded tritium loaded metallic Ti       2235200100017 
            target                                                2235200100018 
METHOD     (TOF)    .Single-TOF method was used                   2235200100019 
DETECTOR   (SCIN )  .Liquid NE123 scin detector 14 cm diameter    2235200100020 
                    and 10 cm thickness coupled to fast-timing    2235200100021 
                    photomultiplier tube                          2235200100022 
MONITOR    (98-CF-252(0,F),PR,DE,N)  For low energy region        2235200100023 
CORRECTION .Corrections were made on detectors efficiency and     2235200100024 
            sample-out background, on finite sample and back-     2235200100025 
            grounds caused by parasitic and target-scattered      2235200100026 
            neutrons                                              2235200100027 
ERR-ANALYS (ERR-S)     Standard deviation                         2235200100028 
STATUS     .Data obtained from M. Baba via internet, 1997/06.     2235200100029 
HISTORY    (19971020C)  + +  Compiled by S.M.     + +             2235200100030 
           (20030529A) Reactions corrected. Convertewd to new     2235200100031 
                       date formats, lower case.                  2235200100032 
           (20090218U) Date of REFERENCE NST,27 corrected         2235200100033 
ENDBIB              31          0                                 2235200100034 
COMMON               1          3                                 2235200100035 
EN                                                                2235200100036 
MEV                                                               2235200100037 
   14.10000                                                       2235200100038 
ENDCOMMON            3          0                                 2235200100039 
ENDSUBENT           38          0                                 2235200199999 
SUBENT        22352002   20030529                             00002235200200001 
BIB                  5          5                                 2235200200002 
REACTION   (24-CR-0(N,X)0-NN-1,,DA/DE)                            2235200200003 
SAMPLE     .No information                                        2235200200004 
COMMENT     Data corrected by authors in 1992                     2235200200005 
STATUS     (COREL,22025014)                                       2235200200006 
HISTORY    (20030529A) Reaction corrected.                        2235200200007 
ENDBIB               5          0                                 2235200200008 
NOCOMMON             0          0                                 2235200200009 
DATA                 5        668                                 2235200200010 
ANG        E-MIN      E-MAX      DATA       ERR-S                 2235200200011 
   20.00000   10.30000   10.50000 2.2575E-03 3.2589E-04           2235201000063 
   20.00000   10.50000   10.70000 2.7363E-03 3.5966E-04           2235201000064 
   20.00000   10.70000   10.90000 2.8411E-03 3.3531E-04           2235201000065 
   20.00000   10.90000   11.10000 2.1229E-03 2.8801E-04           2235201000066 
   20.00000   11.10000   11.30000 2.2455E-03 2.8456E-04           2235201000067 
   20.00000   11.30000   11.50000 3.0901E-03 3.5813E-04           2235201000068 
   20.00000   11.50000   11.70000 3.3819E-03 4.4828E-04           2235201000069 
   20.00000   11.70000   11.90000 3.9454E-03 4.9859E-04           2235201000070 
   20.00000   11.90000   12.10000 4.0592E-03 4.9613E-04           2235201000071 
   20.00000   12.10000   12.30000 6.9774E-03 7.1596E-04           2235201000072 
   20.00000   12.30000   12.50000 1.1854E-02 1.0716E-03           2235201000073 
   20.00000   12.50000   12.70000 1.7443E-02 1.5930E-03           2235201000074 
   20.00000   12.70000   12.90000 2.3739E-02 2.2099E-03           2235201000075 
   20.00000   12.90000   13.10000 3.5970E-02 3.3450E-03           2235201000076 
   20.00000   13.10000   13.30000 7.9189E-02 7.1610E-03           2235201000077 
   20.00000   13.30000   13.50000 1.9423E-01 1.7517E-02           2235201000078 
   20.00000   13.50000   13.70000 5.0327E-01 4.5318E-02           2235201000079 
   20.00000   13.70000   13.90000 8.9371E-01 8.1701E-02           2235201000080 
   20.00000   13.90000   14.10000 1.1648E+00 1.0761E-01           2235201000081 
   20.00000   14.10000   14.30000 1.0860E+00 1.0055E-01           2235201000082 
   20.00000   14.30000   14.50000 7.4664E-01 6.9096E-02           2235201000083 
   20.00000   14.50000   14.70000 3.7377E-01 3.4631E-02           2235201000084 
   20.00000   14.70000   14.90000 1.3646E-01 1.2729E-02           2235201000085 
   20.00000   14.90000   15.10000 4.1144E-02 3.9676E-03           2235201000086 
   20.00000   15.10000   15.30000 1.2368E-02 1.3493E-03           2235201000087 
   20.00000   15.30000   15.50000 3.3599E-03 4.9440E-04           2235201000088 
   20.00000   15.50000   15.70000 1.7284E-03 3.2200E-04           2235201000089 
   20.00000   15.70000   15.90000 3.7594E-04 1.1852E-04           2235201000090 
   20.00000   15.90000   16.10000 2.5071E-04 9.6283E-05           2235201000091 
   30.00000     .70000     .90000 3.6750E-02 2.3359E-03           2235201000092 
   30.00000     .90000    1.10000 3.6056E-02 1.9907E-03           2235201000093 
   30.00000    1.10000    1.30000 3.3500E-02 1.8537E-03           2235201000094 
   30.00000    1.30000    1.50000 2.9481E-02 1.6224E-03           2235201000095 
   30.00000    1.50000    1.70000 2.4236E-02 1.3399E-03           2235201000096 
   30.00000    1.70000    1.90000 2.4322E-02 1.3733E-03           2235201000097 
   30.00000    1.90000    2.10000 2.1872E-02 2.5249E-03           2235201000098 
   30.00000    2.10000    2.30000 1.9668E-02 2.2376E-03           2235201000099 
   30.00000    2.30000    2.50000 1.7687E-02 2.0018E-03           2235201000100 
   30.00000    2.50000    2.70000 1.5905E-02 1.8416E-03           2235201000101 
   30.00000    2.70000    2.90000 1.4303E-02 1.6918E-03           2235201000102 
   30.00000    2.90000    3.10000 1.2862E-02 1.5603E-03           2235201000103 
   30.00000    3.10000    3.30000 1.1566E-02 8.0577E-04           2235201000104 
   30.00000    3.30000    3.50000 1.0085E-02 7.4509E-04           2235201000105 
   30.00000    3.50000    3.70000 9.0855E-03 6.4276E-04           2235201000106 
   30.00000    3.70000    3.90000 8.4610E-03 6.1673E-04           2235201000107 
   30.00000    3.90000    4.10000 7.4814E-03 5.6332E-04           2235201000108 
   30.00000    4.10000    4.30000 6.9093E-03 5.1824E-04           2235201000109 
   30.00000    4.30000    4.50000 5.4817E-03 4.5845E-04           2235201000110 
   30.00000    4.50000    4.70000 5.8981E-03 4.6346E-04           2235201000111 
   30.00000    4.70000    4.90000 7.1278E-03 6.1530E-04           2235201000112 
   30.00000    4.90000    5.10000 6.1315E-03 5.6882E-04           2235201000113 
   30.00000    5.10000    5.30000 5.3596E-03 4.8735E-04           2235201000114 
   30.00000    5.30000    5.50000 6.2617E-03 5.7047E-04           2235201000115 
   30.00000    5.50000    5.70000 4.6533E-03 4.7009E-04           2235201000116 
   30.00000    5.70000    5.90000 4.0041E-03 4.7283E-04           2235201000117 
   30.00000    5.90000    6.10000 5.1177E-03 5.2492E-04           2235201000118 
   30.00000    6.10000    6.30000 4.5637E-03 4.7621E-04           2235201000119 
   30.00000    6.30000    6.50000 3.5442E-03 3.9057E-04           2235201000120 
   30.00000    6.50000    6.70000 5.3183E-03 5.2981E-04           2235201000121 
   30.00000    6.70000    6.90000 4.6582E-03 5.0510E-04           2235201000122 
   30.00000    6.90000    7.10000 4.5306E-03 4.9278E-04           2235201000123 
   30.00000    7.10000    7.30000 4.4612E-03 4.7123E-04           2235201000124 
   30.00000    7.30000    7.50000 3.3271E-03 4.3354E-04           2235201000125 
   30.00000    7.50000    7.70000 2.0741E-03 3.8268E-04           2235201000126 
   30.00000    7.70000    7.90000 2.8398E-03 3.7728E-04           2235201000127 
   30.00000    7.90000    8.10000 2.8798E-03 4.0284E-04           2235201000128 
   30.00000    8.10000    8.30000 2.9627E-03 3.7388E-04           2235201000129 
   30.00000    8.30000    8.50000 2.8587E-03 3.9212E-04           2235201000130 
   30.00000    8.50000    8.70000 2.5281E-03 3.5913E-04           2235201000131 
   30.00000    8.70000    8.90000 3.0237E-03 3.6670E-04           2235201000132 
   30.00000    8.90000    9.10000 2.8365E-03 3.4869E-04           2235201000133 
   30.00000    9.10000    9.30000 2.8798E-03 3.3123E-04           2235201000134 
   30.00000    9.30000    9.50000 3.3638E-03 3.6171E-04           2235201000135 
   30.00000    9.50000    9.70000 3.2250E-03 3.9360E-04           2235201000136 
   30.00000    9.70000    9.90000 3.3340E-03 3.9808E-04           2235201000137 
   30.00000    9.90000   10.10000 2.4871E-03 3.7187E-04           2235201000138 
   30.00000   10.10000   10.30000 2.7005E-03 3.6987E-04           2235201000139 
   30.00000   10.30000   10.50000 2.5758E-03 3.8289E-04           2235201000140 
   30.00000   10.50000   10.70000 2.9263E-03 3.7877E-04           2235201000141 
   30.00000   10.70000   10.90000 2.7362E-03 3.1777E-04           2235201000142 
   30.00000   10.90000   11.10000 1.9235E-03 2.5551E-04           2235201000143 
   30.00000   11.10000   11.30000 1.7725E-03 2.4020E-04           2235201000144 
   30.00000   11.30000   11.50000 2.2669E-03 2.9927E-04           2235201000145 
   30.00000   11.50000   11.70000 2.3572E-03 3.3643E-04           2235201000146 
   30.00000   11.70000   11.90000 2.8511E-03 3.7926E-04           2235201000147 
   30.00000   11.90000   12.10000 3.7184E-03 4.6365E-04           2235201000148 
   30.00000   12.10000   12.30000 7.6034E-03 7.2620E-04           2235201000149 
   30.00000   12.30000   12.50000 1.3602E-02 1.1559E-03           2235201000150 
   30.00000   12.50000   12.70000 1.6087E-02 1.3832E-03           2235201000151 
   30.00000   12.70000   12.90000 1.4479E-02 1.3629E-03           2235201000152 
   30.00000   12.90000   13.10000 1.6201E-02 1.5406E-03           2235201000153 
   30.00000   13.10000   13.30000 3.4061E-02 2.8842E-03           2235201000154 
   30.00000   13.30000   13.50000 8.7501E-02 6.9674E-03           2235201000155 
   30.00000   13.50000   13.70000 1.8586E-01 1.4587E-02           2235201000156 
   30.00000   13.70000   13.90000 2.9876E-01 2.3979E-02           2235201000157 
   30.00000   13.90000   14.10000 3.2712E-01 2.6776E-02           2235201000158 
   30.00000   14.10000   14.30000 2.5584E-01 2.1113E-02           2235201000159 
   30.00000   14.30000   14.50000 1.4185E-01 1.1833E-02           2235201000160 
   30.00000   14.50000   14.70000 5.7214E-02 4.9205E-03           2235201000161 
   30.00000   14.70000   14.90000 1.8290E-02 1.7209E-03           2235201000162 
   30.00000   14.90000   15.10000 4.4554E-03 5.6574E-04           2235201000163 
   30.00000   15.10000   15.30000 1.4550E-03 2.6900E-04           2235201000164 
   30.00000   15.30000   15.50000 6.9030E-04 1.7620E-04           2235201000165 
   30.00000   15.50000   15.70000 1.6365E-04 8.2425E-05           2235201000166 
   30.00000   15.70000   15.90000 1.0741E-04 6.0731E-05           2235201000167 
   30.00000   15.90000   16.10000 5.3135E-05 4.2697E-05           2235201000168 
   37.50000     .70000     .90000 3.1297E-02 2.0536E-03           2235201000169 
   37.50000     .90000    1.10000 3.5812E-02 1.9651E-03           2235201000170 
   37.50000    1.10000    1.30000 3.1970E-02 1.7554E-03           2235201000171 
   37.50000    1.30000    1.50000 2.7529E-02 1.5062E-03           2235201000172 
   37.50000    1.50000    1.70000 2.4910E-02 1.3613E-03           2235201000173 
   37.50000    1.70000    1.90000 2.3710E-02 1.3363E-03           2235201000174 
   37.50000    1.90000    2.10000 2.1240E-02 2.4450E-03           2235201000175 
   37.50000    2.10000    2.30000 1.9028E-02 2.1777E-03           2235201000176 
   37.50000    2.30000    2.50000 1.7046E-02 1.9279E-03           2235201000177 
   37.50000    2.50000    2.70000 1.5270E-02 1.7610E-03           2235201000178 
   37.50000    2.70000    2.90000 1.3679E-02 1.6076E-03           2235201000179 
   37.50000    2.90000    3.10000 1.2255E-02 1.4618E-03           2235201000180 
   37.50000    3.10000    3.30000 1.0978E-02 7.5221E-04           2235201000181 
   37.50000    3.30000    3.50000 9.8066E-03 7.0648E-04           2235201000182 
   37.50000    3.50000    3.70000 8.5542E-03 6.0407E-04           2235201000183 
   37.50000    3.70000    3.90000 8.6419E-03 6.1074E-04           2235201000184 
   37.50000    3.90000    4.10000 8.5121E-03 6.0883E-04           2235201000185 
   37.50000    4.10000    4.30000 7.1714E-03 5.2902E-04           2235201000186 
   37.50000    4.30000    4.50000 6.6274E-03 4.9840E-04           2235201000187 
   37.50000    4.50000    4.70000 6.7054E-03 5.0156E-04           2235201000188 
   37.50000    4.70000    4.90000 6.3511E-03 5.9831E-04           2235201000189 
   37.50000    4.90000    5.10000 7.1491E-03 6.2877E-04           2235201000190 
   37.50000    5.10000    5.30000 5.5555E-03 7.0478E-04           2235201000191 
   37.50000    5.30000    5.50000 5.0028E-03 6.9632E-04           2235201000192 
   37.50000    5.50000    5.70000 4.3678E-03 5.9763E-04           2235201000193 
   37.50000    5.70000    5.90000 5.4154E-03 6.4297E-04           2235201000194 
   37.50000    5.90000    6.10000 5.4122E-03 6.7383E-04           2235201000195 
   37.50000    6.10000    6.30000 3.2947E-03 6.4740E-04           2235201000196 
   37.50000    6.30000    6.50000 3.3551E-03 6.1853E-04           2235201000197 
   37.50000    6.50000    6.70000 4.4439E-03 6.8701E-04           2235201000198 
   37.50000    6.70000    6.90000 3.9992E-03 6.9534E-04           2235201000199 
   37.50000    6.90000    7.10000 4.3717E-03 6.7334E-04           2235201000200 
   37.50000    7.10000    7.30000 4.3741E-03 6.1616E-04           2235201000201 
   37.50000    7.30000    7.50000 3.5709E-03 6.4429E-04           2235201000202 
   37.50000    7.50000    7.70000 3.3579E-03 6.6452E-04           2235201000203 
   37.50000    7.70000    7.90000 3.3133E-03 6.0357E-04           2235201000204 
   37.50000    7.90000    8.10000 2.1846E-03 5.3090E-04           2235201000205 
   37.50000    8.10000    8.30000 3.0414E-03 5.7952E-04           2235201000206 
   37.50000    8.30000    8.50000 2.8544E-03 5.0050E-04           2235201000207 
   37.50000    8.50000    8.70000 2.1024E-03 5.3409E-04           2235201000208 
   37.50000    8.70000    8.90000 3.5020E-03 5.9252E-04           2235201000209 
   37.50000    8.90000    9.10000 4.1681E-03 5.9627E-04           2235201000210 
   37.50000    9.10000    9.30000 2.6960E-03 5.2402E-04           2235201000211 
   37.50000    9.30000    9.50000 3.4523E-03 5.9593E-04           2235201000212 
   37.50000    9.50000    9.70000 3.2465E-03 5.7437E-04           2235201000213 
   37.50000    9.70000    9.90000 3.1501E-03 5.9873E-04           2235201000214 
   37.50000    9.90000   10.10000 3.1705E-03 5.5709E-04           2235201000215 
   37.50000   10.10000   10.30000 2.7460E-03 5.3337E-04           2235201000216 
   37.50000   10.30000   10.50000 3.6489E-03 5.9746E-04           2235201000217 
   37.50000   10.50000   10.70000 3.0498E-03 5.8300E-04           2235201000218 
   37.50000   10.70000   10.90000 2.3543E-03 4.8174E-04           2235201000219 
   37.50000   10.90000   11.10000 2.5485E-03 4.6055E-04           2235201000220 
   37.50000   11.10000   11.30000 1.8179E-03 3.9650E-04           2235201000221 
   37.50000   11.30000   11.50000 2.0092E-03 4.1640E-04           2235201000222 
   37.50000   11.50000   11.70000 1.7324E-03 4.7522E-04           2235201000223 
   37.50000   11.70000   11.90000 2.0787E-03 4.9344E-04           2235201000224 
   37.50000   11.90000   12.10000 4.1276E-03 6.5635E-04           2235201000225 
   37.50000   12.10000   12.30000 7.2330E-03 9.5708E-04           2235201000226 
   37.50000   12.30000   12.50000 1.2041E-02 1.3083E-03           2235201000227 
   37.50000   12.50000   12.70000 1.3155E-02 1.4458E-03           2235201000228 
   37.50000   12.70000   12.90000 1.0475E-02 1.3567E-03           2235201000229 
   37.50000   12.90000   13.10000 1.0697E-02 1.3711E-03           2235201000230 
   37.50000   13.10000   13.30000 1.2471E-02 1.5709E-03           2235201000231 
   37.50000   13.30000   13.50000 2.9305E-02 2.6276E-03           2235201000232 
   37.50000   13.50000   13.70000 5.8195E-02 4.4286E-03           2235201000233 
   37.50000   13.70000   13.90000 8.3853E-02 6.2203E-03           2235201000234 
   37.50000   13.90000   14.10000 8.8713E-02 6.6788E-03           2235201000235 
   37.50000   14.10000   14.30000 7.2009E-02 5.5413E-03           2235201000236 
   37.50000   14.30000   14.50000 4.3166E-02 3.5363E-03           2235201000237 
   37.50000   14.50000   14.70000 1.9678E-02 1.8738E-03           2235201000238 
   37.50000   14.70000   14.90000 6.1289E-03 8.3279E-04           2235201000239 
   37.50000   14.90000   15.10000 1.9442E-03 4.1463E-04           2235201000240 
   37.50000   15.10000   15.30000 7.2715E-04 2.4599E-04           2235201000241 
   37.50000   15.30000   15.50000 1.0891E-04 9.3857E-05           2235201000242 
   37.50000   15.50000   15.90000 1.6127E-04 1.1459E-04           2235201000243 
   37.50000   15.90000   16.30000 5.4870E-05 5.8566E-05           2235201000244 
   45.00000     .70000     .90000 2.9200E-02 2.0190E-03           2235201000245 
   45.00000     .90000    1.10000 3.5343E-02 1.9528E-03           2235201000246 
   45.00000    1.10000    1.30000 3.0526E-02 1.6973E-03           2235201000247 
   45.00000    1.30000    1.50000 2.7175E-02 1.5137E-03           2235201000248 
   45.00000    1.50000    1.70000 2.3544E-02 1.3069E-03           2235201000249 
   45.00000    1.70000    1.90000 2.2446E-02 1.2731E-03           2235201000250 
   45.00000    1.90000    2.10000 1.9874E-02 2.2954E-03           2235201000251 
   45.00000    2.10000    2.30000 1.7596E-02 2.0203E-03           2235201000252 
   45.00000    2.30000    2.50000 1.5579E-02 1.7667E-03           2235201000253 
   45.00000    2.50000    2.70000 1.3794E-02 1.5994E-03           2235201000254 
   45.00000    2.70000    2.90000 1.2213E-02 7.5644E-04           2235201000255 
   45.00000    2.90000    3.10000 1.2581E-02 8.3002E-04           2235201000256 
   45.00000    3.10000    3.30000 1.0352E-02 7.3051E-04           2235201000257 
   45.00000    3.30000    3.50000 9.6003E-03 7.1240E-04           2235201000258 
   45.00000    3.50000    3.70000 9.5823E-03 6.6478E-04           2235201000259 
   45.00000    3.70000    3.90000 8.2691E-03 6.0546E-04           2235201000260 
   45.00000    3.90000    4.10000 6.6068E-03 5.1953E-04           2235201000261 
   45.00000    4.10000    4.30000 6.4630E-03 4.9340E-04           2235201000262 
   45.00000    4.30000    4.50000 6.3320E-03 4.9947E-04           2235201000263 
   45.00000    4.50000    4.70000 6.0006E-03 4.8511E-04           2235201000264 
   45.00000    4.70000    4.90000 6.1811E-03 5.9890E-04           2235201000265 
   45.00000    4.90000    5.10000 6.1422E-03 5.9072E-04           2235201000266 
   45.00000    5.10000    5.30000 5.3769E-03 5.4191E-04           2235201000267 
   45.00000    5.30000    5.50000 5.3023E-03 5.1649E-04           2235201000268 
   45.00000    5.50000    5.70000 4.6106E-03 5.1203E-04           2235201000269 
   45.00000    5.70000    5.90000 4.9876E-03 5.0640E-04           2235201000270 
   45.00000    5.90000    6.10000 4.0417E-03 4.6803E-04           2235201000271 
   45.00000    6.10000    6.30000 3.8887E-03 4.9768E-04           2235201000272 
   45.00000    6.30000    6.50000 3.9895E-03 5.1693E-04           2235201000273 
   45.00000    6.50000    6.70000 4.3782E-03 5.5476E-04           2235201000274 
   45.00000    6.70000    6.90000 3.5854E-03 4.9698E-04           2235201000275 
   45.00000    6.90000    7.10000 4.0426E-03 4.8769E-04           2235201000276 
   45.00000    7.10000    7.30000 3.5480E-03 4.8512E-04           2235201000277 
   45.00000    7.30000    7.50000 2.9464E-03 4.5581E-04           2235201000278 
   45.00000    7.50000    7.70000 2.6294E-03 4.2294E-04           2235201000279 
   45.00000    7.70000    7.90000 2.5890E-03 4.2567E-04           2235201000280 
   45.00000    7.90000    8.10000 2.9737E-03 3.8524E-04           2235201000281 
   45.00000    8.10000    8.30000 2.6281E-03 3.7129E-04           2235201000282 
   45.00000    8.30000    8.50000 2.5386E-03 3.6300E-04           2235201000283 
   45.00000    8.50000    8.70000 2.4941E-03 3.8279E-04           2235201000284 
   45.00000    8.70000    8.90000 2.5825E-03 4.0175E-04           2235201000285 
   45.00000    8.90000    9.10000 2.8222E-03 3.8122E-04           2235201000286 
   45.00000    9.10000    9.30000 3.5328E-03 4.2601E-04           2235201000287 
   45.00000    9.30000    9.50000 3.7400E-03 4.6928E-04           2235201000288 
   45.00000    9.50000    9.70000 4.0463E-03 4.8833E-04           2235201000289 
   45.00000    9.70000    9.90000 3.3809E-03 4.4277E-04           2235201000290 
   45.00000    9.90000   10.10000 2.6210E-03 4.2788E-04           2235201000291 
   45.00000   10.10000   10.30000 2.6702E-03 4.5712E-04           2235201000292 
   45.00000   10.30000   10.50000 2.4668E-03 4.2121E-04           2235201000293 
   45.00000   10.50000   10.70000 2.6945E-03 4.1863E-04           2235201000294 
   45.00000   10.70000   10.90000 2.3029E-03 3.6275E-04           2235201000295 
   45.00000   10.90000   11.10000 1.8467E-03 3.2185E-04           2235201000296 
   45.00000   11.10000   11.30000 1.7208E-03 3.0194E-04           2235201000297 
   45.00000   11.30000   11.50000 1.9882E-03 3.2301E-04           2235201000298 
   45.00000   11.50000   11.70000 1.6175E-03 3.7490E-04           2235201000299 
   45.00000   11.70000   11.90000 1.0979E-03 3.2028E-04           2235201000300 
   45.00000   11.90000   12.10000 2.8978E-03 4.7845E-04           2235201000301 
   45.00000   12.10000   12.30000 5.3521E-03 6.4795E-04           2235201000302 
   45.00000   12.30000   12.50000 8.5556E-03 8.6723E-04           2235201000303 
   45.00000   12.50000   12.70000 8.8039E-03 9.0364E-04           2235201000304 
   45.00000   12.70000   12.90000 7.6126E-03 8.2261E-04           2235201000305 
   45.00000   12.90000   13.10000 5.6514E-03 7.0110E-04           2235201000306 
   45.00000   13.10000   13.30000 5.5074E-03 7.5383E-04           2235201000307 
   45.00000   13.30000   13.50000 9.4343E-03 9.3140E-04           2235201000308 
   45.00000   13.50000   13.70000 1.6710E-02 1.2935E-03           2235201000309 
   45.00000   13.70000   13.90000 2.8952E-02 1.9432E-03           2235201000310 
   45.00000   13.90000   14.10000 3.5228E-02 2.3018E-03           2235201000311 
   45.00000   14.10000   14.30000 3.0711E-02 2.0374E-03           2235201000312 
   45.00000   14.30000   14.50000 2.0484E-02 1.4374E-03           2235201000313 
   45.00000   14.50000   14.70000 1.0392E-02 8.3132E-04           2235201000314 
   45.00000   14.70000   14.90000 3.5621E-03 3.9933E-04           2235201000315 
   45.00000   14.90000   15.10000 1.1223E-03 2.1706E-04           2235201000316 
   45.00000   15.10000   15.30000 2.6856E-04 9.4418E-05           2235201000317 
   45.00000   15.30000   15.50000 1.5717E-04 7.0557E-05           2235201000318 
   45.00000   15.50000   15.70000 3.0192E-05 3.0738E-05           2235201000319 
   45.00000   15.70000   15.90000 2.0434E-05 2.1728E-05           2235201000320 
   52.50000     .70000     .90000 2.6163E-02 1.8407E-03           2235201000321 
   52.50000     .90000    1.10000 3.1938E-02 1.7794E-03           2235201000322 
   52.50000    1.10000    1.30000 3.0304E-02 1.6580E-03           2235201000323 
   52.50000    1.30000    1.50000 2.4509E-02 1.3564E-03           2235201000324 
   52.50000    1.50000    1.70000 2.2823E-02 1.2648E-03           2235201000325 
   52.50000    1.70000    1.90000 2.1348E-02 1.2136E-03           2235201000326 
   52.50000    1.90000    2.10000 1.8593E-02 1.0663E-03           2235201000327 
   52.50000    2.10000    2.30000 1.8216E-02 1.0298E-03           2235201000328 
   52.50000    2.30000    2.50000 1.6105E-02 8.7948E-04           2235201000329 
   52.50000    2.50000    2.70000 1.4607E-02 1.6960E-03           2235201000330 
   52.50000    2.70000    2.90000 1.3249E-02 1.5506E-03           2235201000331 
   52.50000    2.90000    3.10000 1.2017E-02 1.4374E-03           2235201000332 
   52.50000    3.10000    3.30000 1.0899E-02 1.3240E-03           2235201000333 
   52.50000    3.30000    3.50000 9.8859E-03 1.2032E-03           2235201000334 
   52.50000    3.50000    3.70000 8.9666E-03 6.3400E-04           2235201000335 
   52.50000    3.70000    3.90000 8.6994E-03 6.2934E-04           2235201000336 
   52.50000    3.90000    4.10000 7.2357E-03 5.6264E-04           2235201000337 
   52.50000    4.10000    4.30000 6.7232E-03 5.1743E-04           2235201000338 
   52.50000    4.30000    4.50000 6.9958E-03 5.3876E-04           2235201000339 
   52.50000    4.50000    4.70000 5.8806E-03 4.7710E-04           2235201000340 
   52.50000    4.70000    4.90000 6.8936E-03 6.2672E-04           2235201000341 
   52.50000    4.90000    5.10000 6.2359E-03 5.9530E-04           2235201000342 
   52.50000    5.10000    5.30000 4.8974E-03 5.2969E-04           2235201000343 
   52.50000    5.30000    5.50000 3.7360E-03 4.7621E-04           2235201000344 
   52.50000    5.50000    5.70000 4.7360E-03 4.9154E-04           2235201000345 
   52.50000    5.70000    5.90000 3.4708E-03 4.3391E-04           2235201000346 
   52.50000    5.90000    6.10000 3.4433E-03 4.2031E-04           2235201000347 
   52.50000    6.10000    6.30000 3.9016E-03 4.6083E-04           2235201000348 
   52.50000    6.30000    6.50000 4.7921E-03 4.9297E-04           2235201000349 
   52.50000    6.50000    6.70000 4.1728E-03 4.6480E-04           2235201000350 
   52.50000    6.70000    6.90000 4.4737E-03 4.8103E-04           2235201000351 
   52.50000    6.90000    7.10000 3.5524E-03 4.4944E-04           2235201000352 
   52.50000    7.10000    7.30000 2.8267E-03 3.9917E-04           2235201000353 
   52.50000    7.30000    7.50000 3.0748E-03 4.2121E-04           2235201000354 
   52.50000    7.50000    7.70000 1.9778E-03 3.5597E-04           2235201000355 
   52.50000    7.70000    7.90000 2.2441E-03 3.7456E-04           2235201000356 
   52.50000    7.90000    8.10000 2.3857E-03 3.8510E-04           2235201000357 
   52.50000    8.10000    8.30000 2.3030E-03 3.6355E-04           2235201000358 
   52.50000    8.30000    8.50000 2.5407E-03 3.7041E-04           2235201000359 
   52.50000    8.50000    8.70000 2.2289E-03 3.4867E-04           2235201000360 
   52.50000    8.70000    8.90000 2.9955E-03 4.0177E-04           2235201000361 
   52.50000    8.90000    9.10000 2.2044E-03 4.1481E-04           2235201000362 
   52.50000    9.10000    9.30000 3.2122E-03 4.7296E-04           2235201000363 
   52.50000    9.30000    9.50000 3.4946E-03 4.8126E-04           2235201000364 
   52.50000    9.50000    9.70000 3.4792E-03 5.0236E-04           2235201000365 
   52.50000    9.70000    9.90000 2.7460E-03 4.8625E-04           2235201000366 
   52.50000    9.90000   10.10000 1.6291E-03 4.4161E-04           2235201000367 
   52.50000   10.10000   10.30000 1.6910E-03 4.4473E-04           2235201000368 
   52.50000   10.30000   10.50000 1.7324E-03 4.3266E-04           2235201000369 
   52.50000   10.50000   10.70000 1.2514E-03 4.0170E-04           2235201000370 
   52.50000   10.70000   10.90000 1.3190E-03 3.8512E-04           2235201000371 
   52.50000   10.90000   11.10000 1.1627E-03 3.4485E-04           2235201000372 
   52.50000   11.10000   11.30000 1.4031E-03 3.5408E-04           2235201000373 
   52.50000   11.30000   11.50000 8.9149E-04 3.3450E-04           2235201000374 
   52.50000   11.50000   11.70000 1.8402E-03 3.4406E-04           2235201000375 
   52.50000   11.70000   11.90000 1.9887E-03 3.2004E-04           2235201000376 
   52.50000   11.90000   12.10000 2.5834E-03 3.6700E-04           2235201000377 
   52.50000   12.10000   12.30000 4.7361E-03 4.8164E-04           2235201000378 
   52.50000   12.30000   12.50000 6.5188E-03 5.9334E-04           2235201000379 
   52.50000   12.50000   12.70000 6.2009E-03 5.6524E-04           2235201000380 
   52.50000   12.70000   12.90000 4.9528E-03 4.8714E-04           2235201000381 
   52.50000   12.90000   13.10000 4.4370E-03 4.2744E-04           2235201000382 
   52.50000   13.10000   13.30000 6.3732E-03 5.1838E-04           2235201000383 
   52.50000   13.30000   13.50000 9.0979E-03 6.6207E-04           2235201000384 
   52.50000   13.50000   13.70000 1.4640E-02 9.5483E-04           2235201000385 
