ENTRY            C1739   20130426                             C130C173900000001 
SUBENT        C1739001   20130426                             C130C173900100001 
BIB                  8         29                                 C173900100002 
TITLE      Systematic study of the alpha-optical potential via    C173900100003 
            elastic scattering near the Z = 50 region for         C173900100004 
            p-process nuclei                                      C173900100005 
AUTHOR     (A.Palumbo, W.P.Tan, J.Gorres, A.Best, M.Couder,       C173900100006 
            R.Crowter, R.J.Deboer, S.Falahat, P.J.Leblanc,        C173900100007 
            H.Y.Lee, S.O'Brien, E.Strandberg, M.Wiescher,         C173900100008 
            J.P.Greene, Zs.Fulop, G.G.Kiss,  E.Somorjai,          C173900100009 
            N.Ozkan, G.Efe, R.T.Guray)                            C173900100010 
INSTITUTE  (1USANOT,1USAANL,3HUNDEB,2TUKKOC)                      C173900100011 
REFERENCE  (J,PR/C,85,035808,2012) Main reference                 C173900100012 
           (C,2008MACKIN,,(046),2008) preliminary data on 120Te   C173900100013 
FACILITY   (VDGT,1USANOT) FN tandem accelerator                   C173900100014 
DETECTOR   (SI) Thirty Si pin diode detectors were mounted on a   C173900100015 
            rotatable table which spanned an angular range from   C173900100016 
            22.5deg to 167.5deg in 2.5deg increments.             C173900100017 
           Two monitor detectors were placed at 15deg on either   C173900100018 
            side of the beam axis to correct for deviations in    C173900100019 
            the beam spot.                                        C173900100020 
ERR-ANALYS (ERR-T) Quadrature sum of the uncertainties due to     C173900100021 
                    - counting statistics                         C173900100022 
                    - angular position                            C173900100023 
                    - beam energy,                                C173900100024 
           (ERR-1)  - solid angle (1%)                            C173900100025 
HISTORY    (20090918C) Compiled by S.H.                           C173900100026 
           (20120331A) Main reference compiled by S.H.            C173900100027 
                       All data replaced by data from author.     C173900100028 
                       Subentry 2 updated - differential cross    C173900100029 
                       section added, subentries 3,4 deleted      C173900100030 
                       and subentries 5-10 added                  C173900100031 
ENDBIB              29          0                                 C173900100032 
COMMON               2          3                                 C173900100033 
ANG-ERR    ERR-1                                                  C173900100034 
ADEG       PER-CENT                                               C173900100035 
 0.01       1.                                                    C173900100036 
ENDCOMMON            3          0                                 C173900100037 
ENDSUBENT           36          0                                 C173900199999 
SUBENT        C1739002   20130426                             C130C173900200001 
BIB                  4         11                                 C173900200002 
REACTION  1(52-TE-120(A,EL)52-TE-120,,DA)                         C173900200003 
          2(52-TE-120(A,EL)52-TE-120,,DA,,RTH)                    C173900200004 
SAMPLE     (52-TE-120,ENR=0.994) Target in oxide form TeO2 with   C173900200005 
                                 thickness of 130 - 210 mu-g/cm2  C173900200006 
STATUS     (TABLE) Data presented in fig. 4 of the main reference C173900200007 
                   sent by author (W.P.T)                         C173900200008 
HISTORY    (20120331A) S.H. Data in original subentry 2 contained C173900200009 
            only ratios to Rutherford cross sections. DifferentialC173900200010 
            cross sections from main reference were added for     C173900200011 
            several incident energies                             C173900200012 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900200013 
ENDBIB              11          0                                 C173900200014 
NOCOMMON             0          0                                 C173900200015 
DATA                 6        296                                 C173900200016 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900200017 
      17.00      125.1   1.35E+01   2.62E-01   1.93E-01   1.94    C173901000067 
      17.00      127.6   1.19E+01   2.41E-01   1.78E-01   2.03    C173901000068 
      17.00      130.1   1.14E+01   2.37E-01   1.78E-01   2.08    C173901000069 
      17.00      132.6   1.05E+01   2.28E-01   1.70E-01   2.17    C173901000070 
      17.00      135.1   9.78E+00   2.20E-01   1.64E-01   2.25    C173901000071 
      17.00      137.6   8.76E+00   2.02E-01   1.52E-01   2.30    C173901000072 
      17.00      140.1   7.99E+00   1.96E-01   1.43E-01   2.45    C173901000073 
      17.00      142.6   7.64E+00   1.87E-01   1.40E-01   2.44    C173901000074 
      17.00      145.1   6.87E+00   1.75E-01   1.29E-01   2.55    C173901000075 
      17.00      147.6   6.78E+00   1.74E-01   1.31E-01   2.57    C173901000076 
      17.00      150.1   6.50E+00   1.71E-01   1.28E-01   2.63    C173901000077 
      17.00      152.6   6.34E+00   1.69E-01   1.28E-01   2.67    C173901000078 
      17.00      155.1   5.60E+00   1.58E-01   1.15E-01   2.82    C173901000079 
      17.00      157.6   5.66E+00   1.58E-01   1.18E-01   2.79    C173901000080 
      17.00      160.1   5.34E+00   1.53E-01   1.13E-01   2.86    C173901000081 
      17.00      162.6   5.28E+00   1.53E-01   1.14E-01   2.91    C173901000082 
      17.00      165.1   5.04E+00   1.51E-01   1.10E-01   2.99    C173901000083 
      17.00      167.6   4.73E+00   1.43E-01   1.04E-01   3.02    C173901000084 
      17.65       15.1   1.19E+05   1.19E+03   1.00E+00   1.00    C173901000085 
      17.65       22.6   2.46E+04   2.57E+02   1.01E+00   1.05    C173901000086 
      17.65       25.1   1.62E+04   1.75E+02   1.01E+00   1.08    C173901000087 
      17.65       27.6   1.09E+04   1.22E+02   9.85E-01   1.12    C173901000088 
      17.65       30.1   7.65E+03   9.03E+01   9.70E-01   1.18    C173901000089 
      17.65       32.6   5.73E+03   5.70E+01   9.90E-01    .995   C173901000090 
      17.65       35.1   4.45E+03   4.45E+01   1.02E+00   1.00    C173901000091 
      17.65       37.6   3.45E+03   3.47E+01   1.03E+00   1.01    C173901000092 
      17.65       40.1   2.76E+03   2.80E+01   1.05E+00   1.02    C173901000093 
      17.65       42.6   2.27E+03   2.32E+01   1.09E+00   1.02    C173901000094 
      17.65       45.1   1.86E+03   1.92E+01   1.11E+00   1.03    C173901000095 
      17.65       47.6   1.49E+03   1.56E+01   1.08E+00   1.05    C173901000096 
      17.65       50.1   1.23E+03   1.30E+01   1.08E+00   1.06    C173901000097 
      17.65       52.6   1.00E+03   1.09E+01   1.05E+00   1.09    C173901000098 
      17.65       55.1   8.03E+02   8.87E+00   1.00E+00   1.11    C173901000099 
      17.65       57.6   6.57E+02   7.42E+00   9.63E-01   1.13    C173901000100 
      17.65       60.1   5.37E+02   6.23E+00   9.16E-01   1.16    C173901000101 
      17.65       62.6   4.41E+02   5.29E+00   8.68E-01   1.20    C173901000102 
      17.65       65.1   3.59E+02   4.47E+00   8.12E-01   1.24    C173901000103 
      17.65       67.6   2.93E+02   3.81E+00   7.53E-01   1.30    C173901000104 
      17.65       70.2   2.42E+02   3.31E+00   7.07E-01   1.37    C173901000105 
      17.65       72.6   2.00E+02   2.88E+00   6.55E-01   1.44    C173901000106 
      17.65       75.1   1.64E+02   2.46E+00   6.02E-01   1.50    C173901000107 
      17.65       77.6   1.36E+02   2.21E+00   5.58E-01   1.62    C173901000108 
      17.65       80.1   1.15E+02   1.93E+00   5.21E-01   1.68    C173901000109 
      17.65       82.6   9.65E+01   1.72E+00   4.82E-01   1.78    C173901000110 
      17.65       85.1   8.16E+01   1.55E+00   4.49E-01   1.90    C173901000111 
      17.65       87.6   6.70E+01   1.38E+00   4.02E-01   2.05    C173901000112 
      17.65       90.1   5.88E+01   1.28E+00   3.85E-01   2.17    C173901000113 
      17.65       92.6   4.87E+01   1.14E+00   3.46E-01   2.34    C173901000114 
      17.65       95.1   4.20E+01   5.27E-01   3.22E-01   1.26    C173901000115 
      17.65       97.6   3.60E+01   4.65E-01   2.98E-01   1.29    C173901000116 
      17.65      100.1   3.15E+01   4.18E-01   2.80E-01   1.33    C173901000117 
      17.65      102.6   2.67E+01   3.72E-01   2.54E-01   1.40    C173901000118 
      17.65      105.1   2.29E+01   3.27E-01   2.33E-01   1.43    C173901000119 
      17.65      107.6   2.07E+01   3.16E-01   2.24E-01   1.52    C173901000120 
      17.65      110.1   1.79E+01   2.84E-01   2.05E-01   1.59    C173901000121 
      17.65      112.6   1.60E+01   2.64E-01   1.95E-01   1.65    C173901000122 
      17.65      115.1   1.39E+01   2.43E-01   1.78E-01   1.75    C173901000123 
      17.65      117.6   1.21E+01   2.18E-01   1.63E-01   1.81    C173901000124 
      17.65      120.1   1.13E+01   2.08E-01   1.60E-01   1.85    C173901000125 
      17.65      122.6   1.00E+01   1.93E-01   1.49E-01   1.92    C173901000126 
      17.65      125.1   9.00E+00   1.81E-01   1.39E-01   2.01    C173901000127 
      17.65      127.6   8.46E+00   1.74E-01   1.37E-01   2.06    C173901000128 
      17.65      130.1   7.31E+00   1.60E-01   1.23E-01   2.19    C173901000129 
      17.65      132.6   6.57E+00   1.52E-01   1.15E-01   2.31    C173901000130 
      17.65      135.1   6.29E+00   1.49E-01   1.14E-01   2.37    C173901000131 
      17.65      137.6   5.76E+00   1.39E-01   1.07E-01   2.41    C173901000132 
      17.65      140.1   5.32E+00   1.36E-01   1.02E-01   2.55    C173901000133 
      17.65      142.6   5.04E+00   1.29E-01   9.97E-02   2.56    C173901000134 
      17.65      145.1   4.52E+00   1.21E-01   9.20E-02   2.67    C173901000135 
      17.65      147.6   4.35E+00   1.18E-01   9.06E-02   2.72    C173901000136 
      17.65      150.1   4.23E+00   1.17E-01   9.02E-02   2.77    C173901000137 
      17.65      152.6   3.98E+00   1.14E-01   8.66E-02   2.86    C173901000138 
      17.65      155.1   3.68E+00   1.09E-01   8.17E-02   2.95    C173901000139 
      17.65      157.6   3.52E+00   1.06E-01   7.93E-02   3.00    C173901000140 
      17.65      160.1   3.39E+00   1.04E-01   7.76E-02   3.05    C173901000141 
      17.65      162.6   3.45E+00   1.05E-01   7.99E-02   3.06    C173901000142 
      17.65      165.1   3.22E+00   1.02E-01   7.55E-02   3.18    C173901000143 
      17.65      167.6   3.14E+00   9.93E-02   7.45E-02   3.16    C173901000144 
      19.00       15.1   1.03E+05   1.03E+03   1.00E+00   1.00    C173901000145 
      19.00       22.6   2.08E+04   2.12E+02   9.96E-01   1.02    C173901000146 
      19.00       25.1   1.37E+04   1.42E+02   9.95E-01   1.04    C173901000147 
      19.00       27.6   9.34E+03   9.87E+01   9.78E-01   1.06    C173901000148 
      19.00       30.1   6.67E+03   7.29E+01   9.81E-01   1.09    C173901000149 
      19.00       32.6   5.17E+03   5.12E+01   1.04E+00    .989   C173901000150 
      19.00       35.1   4.11E+03   4.08E+01   1.10E+00    .992   C173901000151 
      19.00       37.6   3.19E+03   3.18E+01   1.11E+00    .996   C173901000152 
      19.00       40.1   2.50E+03   2.51E+01   1.11E+00   1.00    C173901000153 
      19.00       42.6   1.99E+03   2.00E+01   1.11E+00   1.01    C173901000154 
      19.00       45.1   1.56E+03   1.59E+01   1.08E+00   1.02    C173901000155 
      19.00       47.6   1.21E+03   1.25E+01   1.02E+00   1.03    C173901000156 
      19.00       50.1   9.57E+02   1.00E+01   9.77E-01   1.05    C173901000157 
      19.00       52.6   7.59E+02   8.09E+00   9.26E-01   1.07    C173901000158 
      19.00       55.1   5.87E+02   6.38E+00   8.49E-01   1.09    C173901000159 
      19.00       57.6   4.62E+02   5.14E+00   7.84E-01   1.11    C173901000160 
      19.00       60.1   3.62E+02   4.16E+00   7.17E-01   1.15    C173901000161 
      19.00       62.6   2.92E+02   3.47E+00   6.66E-01   1.19    C173901000162 
      19.00       65.1   2.31E+02   2.85E+00   6.05E-01   1.23    C173901000163 
      19.00       67.6   1.84E+02   2.38E+00   5.48E-01   1.30    C173901000164 
      19.00       70.2   1.48E+02   2.03E+00   5.02E-01   1.37    C173901000165 
      19.00       72.6   1.20E+02   1.74E+00   4.56E-01   1.45    C173901000166 
      19.00       75.2   9.72E+01   1.48E+00   4.14E-01   1.52    C173901000167 
      19.00       77.6   7.90E+01   1.30E+00   3.75E-01   1.65    C173901000168 
      19.00       80.1   6.37E+01   1.11E+00   3.35E-01   1.75    C173901000169 
      19.00       82.6   5.27E+01   9.81E-01   3.06E-01   1.86    C173901000170 
      19.00       85.1   4.47E+01   8.87E-01   2.85E-01   1.98    C173901000171 
      19.00       87.6   3.70E+01   7.94E-01   2.58E-01   2.15    C173901000172 
      19.00       90.1   3.00E+01   7.02E-01   2.27E-01   2.34    C173901000173 
      19.00       92.6   2.65E+01   6.54E-01   2.18E-01   2.47    C173901000174 
      19.00       95.1   2.18E+01   2.67E-01   1.94E-01   1.23    C173901000175 
      19.00       97.6   1.87E+01   2.35E-01   1.79E-01   1.26    C173901000176 
      19.00      100.1   1.56E+01   2.02E-01   1.60E-01   1.30    C173901000177 
      19.00      102.6   1.31E+01   1.80E-01   1.45E-01   1.37    C173901000178 
      19.00      105.1   1.15E+01   1.60E-01   1.36E-01   1.39    C173901000179 
      19.00      107.6   1.00E+01   1.48E-01   1.25E-01   1.48    C173901000180 
      19.00      110.1   8.36E+00   1.30E-01   1.11E-01   1.56    C173901000181 
      19.00      112.6   7.69E+00   1.23E-01   1.08E-01   1.60    C173901000182 
      19.00      115.1   6.52E+00   1.11E-01   9.68E-02   1.71    C173901000183 
      19.00      117.6   5.64E+00   9.97E-02   8.82E-02   1.77    C173901000184 
      19.00      120.1   5.18E+00   9.39E-02   8.50E-02   1.81    C173901000185 
      19.00      122.6   4.71E+00   8.83E-02   8.10E-02   1.87    C173901000186 
      19.00      125.1   4.26E+00   8.32E-02   7.65E-02   1.95    C173901000187 
      19.00      127.6   3.61E+00   7.49E-02   6.75E-02   2.08    C173901000188 
      19.00      130.1   3.33E+00   7.17E-02   6.48E-02   2.15    C173901000189 
      19.00      132.6   3.01E+00   6.81E-02   6.08E-02   2.26    C173901000190 
      19.00      135.1   2.90E+00   6.73E-02   6.06E-02   2.32    C173901000191 
      19.00      137.6   2.53E+00   6.08E-02   5.48E-02   2.40    C173901000192 
      19.00      140.1   2.35E+00   5.97E-02   5.24E-02   2.54    C173901000193 
      19.00      142.6   2.22E+00   5.65E-02   5.09E-02   2.54    C173901000194 
      19.00      145.1   1.97E+00   5.25E-02   4.63E-02   2.67    C173901000195 
      19.00      147.6   1.93E+00   5.22E-02   4.66E-02   2.70    C173901000196 
      19.00      150.1   1.82E+00   5.08E-02   4.50E-02   2.79    C173901000197 
      19.00      152.6   1.73E+00   4.95E-02   4.36E-02   2.86    C173901000198 
      19.00      155.1   1.68E+00   4.86E-02   4.31E-02   2.90    C173901000199 
      19.00      157.6   1.55E+00   4.63E-02   4.05E-02   2.99    C173901000200 
      19.00      160.1   1.47E+00   4.50E-02   3.90E-02   3.06    C173901000201 
      19.00      162.6   1.46E+00   4.52E-02   3.92E-02   3.10    C173901000202 
      19.00      165.1   1.40E+00   4.46E-02   3.80E-02   3.19    C173901000203 
      19.00      167.6   1.26E+00   4.13E-02   3.45E-02   3.29    C173901000204 
      22.00       15.1   7.68E+04   7.69E+02   1.00E+00   1.00    C173901000205 
      22.00       22.6   1.51E+04   1.51E+02   9.67E-01   1.00    C173901000206 
      22.00       25.1   1.06E+04   1.07E+02   1.03E+00   1.01    C173901000207 
      22.00       27.6   7.49E+03   7.65E+01   1.05E+00   1.02    C173901000208 
      22.00       30.1   5.50E+03   5.71E+01   1.08E+00   1.04    C173901000209 
      22.00       32.7   4.09E+03   4.01E+01   1.11E+00    .982   C173901000210 
      22.00       35.3   2.98E+03   2.93E+01   1.08E+00    .984   C173901000211 
      22.00       37.7   2.10E+03   2.07E+01   9.87E-01    .986   C173901000212 
      22.00       40.3   1.52E+03   1.51E+01   9.14E-01    .991   C173901000213 
      22.00       42.8   1.11E+03   1.11E+01   8.40E-01    .996   C173901000214 
      22.00       45.3   8.13E+02   8.17E+00   7.61E-01   1.00    C173901000215 
      22.00       47.7   5.80E+02   5.89E+00   6.63E-01   1.02    C173901000216 
      22.00       50.2   4.23E+02   4.35E+00   5.84E-01   1.03    C173901000217 
      22.00       52.7   3.12E+02   3.28E+00   5.15E-01   1.05    C173901000218 
      22.00       55.2   2.32E+02   2.48E+00   4.53E-01   1.07    C173901000219 
      22.00       57.8   1.77E+02   1.94E+00   4.06E-01   1.10    C173901000220 
      22.00       60.3   1.32E+02   1.49E+00   3.51E-01   1.13    C173901000221 
      22.00       62.7   9.80E+01   1.16E+00   3.02E-01   1.18    C173901000222 
      22.00       65.3   7.48E+01   9.26E-01   2.64E-01   1.24    C173901000223 
      22.00       67.8   5.87E+01   7.66E-01   2.36E-01   1.31    C173901000224 
      22.00       70.3   4.66E+01   6.45E-01   2.13E-01   1.38    C173901000225 
      22.00       72.8   3.65E+01   5.41E-01   1.87E-01   1.48    C173901000226 
      22.00       75.3   2.84E+01   4.47E-01   1.63E-01   1.58    C173901000227 
      22.00       77.8   2.18E+01   3.82E-01   1.40E-01   1.75    C173901000228 
      22.00       80.3   1.74E+01   3.23E-01   1.23E-01   1.86    C173901000229 
      22.00       82.8   1.40E+01   2.82E-01   1.10E-01   2.01    C173901000230 
      22.00       85.3   1.16E+01   2.53E-01   9.98E-02   2.17    C173901000231 
      22.00       87.7   1.01E+01   2.34E-01   9.49E-02   2.31    C173901000232 
      22.00       90.3   7.89E+00   2.03E-01   8.06E-02   2.57    C173901000233 
      22.00       92.7   6.37E+00   1.80E-01   7.06E-02   2.82    C173901000234 
      22.00       95.1   5.13E+00   6.62E-02   6.11E-02   1.29    C173901000235 
      22.00       97.6   4.21E+00   5.77E-02   5.41E-02   1.37    C173901000236 
      22.00      100.1   3.47E+00   4.87E-02   4.79E-02   1.40    C173901000237 
      22.00      102.6   2.88E+00   4.32E-02   4.26E-02   1.50    C173901000238 
      22.00      105.1   2.55E+00   3.89E-02   4.03E-02   1.52    C173901000239 
      22.00      107.6   2.26E+00   3.69E-02   3.80E-02   1.63    C173901000240 
      22.00      110.1   1.88E+00   3.25E-02   3.35E-02   1.73    C173901000241 
      22.00      112.6   1.68E+00   3.01E-02   3.16E-02   1.80    C173901000242 
      22.00      115.1   1.42E+00   2.75E-02   2.82E-02   1.94    C173901000243 
      22.00      117.6   1.16E+00   2.39E-02   2.43E-02   2.06    C173901000244 
      22.00      120.1   1.03E+00   2.20E-02   2.26E-02   2.15    C173901000245 
      22.00      122.6   8.73E-01   2.00E-02   2.01E-02   2.29    C173901000246 
      22.00      125.0   8.23E-01   1.94E-02   1.98E-02   2.36    C173901000247 
      22.00      127.6   7.08E-01   1.78E-02   1.78E-02   2.51    C173901000248 
      22.00      130.1   6.49E-01   1.70E-02   1.69E-02   2.62    C173901000249 
      22.00      132.6   5.97E-01   1.64E-02   1.62E-02   2.74    C173901000250 
      22.00      135.1   5.64E-01   1.60E-02   1.58E-02   2.84    C173901000251 
      22.00      137.6   5.08E-01   1.48E-02   1.47E-02   2.91    C173901000252 
      22.00      140.1   4.69E-01   1.45E-02   1.40E-02   3.10    C173901000253 
      22.00      142.6   3.92E-01   1.29E-02   1.21E-02   3.28    C173901000254 
      22.00      145.1   3.76E-01   1.25E-02   1.19E-02   3.33    C173901000255 
      22.00      147.6   3.64E-01   1.24E-02   1.18E-02   3.39    C173901000256 
      22.00      150.1   3.20E-01   1.16E-02   1.06E-02   3.62    C173901000257 
      22.00      152.6   3.09E-01   1.14E-02   1.04E-02   3.69    C173901000258 
      22.00      155.1   3.05E-01   1.13E-02   1.05E-02   3.72    C173901000259 
      22.00      157.5   2.75E-01   1.07E-02   9.63E-03   3.88    C173901000260 
      22.00      160.0   2.80E-01   1.08E-02   9.96E-03   3.85    C173901000261 
      22.00      162.6   2.84E-01   1.10E-02   1.02E-02   3.86    C173901000262 
      22.00      165.0   2.75E-01   1.09E-02   1.00E-02   3.96    C173901000263 
      22.00      167.5   2.62E-01   1.04E-02   9.64E-03   3.98    C173901000264 
      24.50       15.1   6.26E+04   6.26E+02   1.00E+00   1.00    C173901000265 
      24.50       22.6   1.42E+04   1.41E+02   1.13E+00    .994   C173901000266 
      24.50       25.1   9.87E+03   9.83E+01   1.19E+00    .996   C173901000267 
      24.50       27.6   6.78E+03   6.79E+01   1.18E+00   1.00    C173901000268 
      24.50       30.1   4.61E+03   4.67E+01   1.13E+00   1.01    C173901000269 
      24.50       32.7   3.03E+03   2.98E+01   1.02E+00    .983   C173901000270 
      24.50       35.2   2.08E+03   2.05E+01   9.29E-01    .986   C173901000271 
      24.50       37.7   1.43E+03   1.42E+01   8.32E-01    .989   C173901000272 
      24.50       40.2   9.81E+02   9.78E+00   7.29E-01    .997   C173901000273 
      24.50       42.7   6.56E+02   6.59E+00   6.12E-01   1.01    C173901000274 
      24.50       45.2   4.48E+02   4.57E+00   5.18E-01   1.02    C173901000275 
      24.50       47.7   3.14E+02   3.26E+00   4.44E-01   1.04    C173901000276 
      24.50       50.2   2.33E+02   2.47E+00   3.98E-01   1.06    C173901000277 
      24.50       52.7   1.67E+02   1.83E+00   3.42E-01   1.09    C173901000278 
      24.50       55.2   1.16E+02   1.31E+00   2.80E-01   1.13    C173901000279 
      24.50       57.7   8.24E+01   9.80E-01   2.34E-01   1.19    C173901000280 
      24.50       60.2   6.07E+01   7.63E-01   2.01E-01   1.26    C173901000281 
      24.50       62.7   4.69E+01   6.25E-01   1.79E-01   1.33    C173901000282 
      24.50       65.2   3.64E+01   5.15E-01   1.59E-01   1.41    C173901000283 
      24.50       67.7   2.72E+01   4.19E-01   1.35E-01   1.54    C173901000284 
      24.50       70.2   1.95E+01   3.36E-01   1.10E-01   1.73    C173901000285 
      24.50       72.7   1.48E+01   2.84E-01   9.42E-02   1.91    C173901000286 
      24.50       75.2   1.18E+01   2.42E-01   8.38E-02   2.05    C173901000287 
      24.50       77.7   9.21E+00   2.13E-01   7.29E-02   2.32    C173901000288 
      24.50       80.2   7.88E+00   1.91E-01   6.91E-02   2.42    C173901000289 
      24.50       82.7   5.96E+00   1.62E-01   5.76E-02   2.73    C173901000290 
      24.50       85.2   4.61E+00   1.41E-01   4.89E-02   3.06    C173901000291 
      24.50       87.7   3.29E+00   1.18E-01   3.82E-02   3.59    C173901000292 
      24.50       90.2   2.93E+00   1.12E-01   3.71E-02   3.81    C173901000293 
      24.50       92.7   2.17E+00   9.55E-02   2.98E-02   4.40    C173901000294 
      24.50       95.0   1.94E+00   3.00E-02   2.86E-02   1.55    C173901000295 
      24.50       97.5   1.63E+00   2.71E-02   2.59E-02   1.67    C173901000296 
      24.50      100.0   1.31E+00   2.29E-02   2.24E-02   1.74    C173901000297 
      24.50      102.5   1.04E+00   2.01E-02   1.91E-02   1.93    C173901000298 
      24.50      105.0   8.85E-01   1.77E-02   1.73E-02   2.00    C173901000299 
      24.50      107.5   7.74E-01   1.70E-02   1.61E-02   2.19    C173901000300 
      24.50      110.0   6.37E-01   1.51E-02   1.41E-02   2.36    C173901000301 
      24.50      112.5   5.51E-01   1.39E-02   1.29E-02   2.52    C173901000302 
      24.50      115.0   4.67E-01   1.29E-02   1.15E-02   2.76    C173901000303 
      24.50      117.5   3.56E-01   1.08E-02   9.24E-03   3.05    C173901000304 
      24.50      120.0   3.27E-01   1.03E-02   8.92E-03   3.15    C173901000305 
      24.50      122.5   2.82E-01   9.48E-03   8.05E-03   3.37    C173901000306 
      24.50      125.0   2.64E-01   9.20E-03   7.86E-03   3.49    C173901000307 
      24.50      127.5   2.51E-01   8.95E-03   7.81E-03   3.57    C173901000308 
      24.50      130.0   2.44E-01   8.89E-03   7.90E-03   3.64    C173901000309 
      24.50      132.6   2.02E-01   8.12E-03   6.78E-03   4.02    C173901000310 
      24.50      135.0   1.84E-01   7.81E-03   6.38E-03   4.25    C173901000311 
      24.50      137.6   1.53E-01   6.92E-03   5.49E-03   4.53    C173901000312 
      24.50      140.0   1.35E-01   6.68E-03   5.00E-03   4.95    C173901000313 
      24.50      142.5   1.18E-01   6.07E-03   4.50E-03   5.14    C173901000314 
      24.50      145.0   1.00E-01   5.56E-03   3.92E-03   5.54    C173901000315 
      24.50      147.5   1.03E-01   5.66E-03   4.12E-03   5.51    C173901000316 
      24.50      150.0   1.06E-01   5.78E-03   4.35E-03   5.46    C173901000317 
      24.50      152.5   1.09E-01   5.90E-03   4.58E-03   5.39    C173901000318 
      24.50      155.0   1.03E-01   5.73E-03   4.41E-03   5.55    C173901000319 
      24.50      157.5   8.89E-02   5.28E-03   3.86E-03   5.93    C173901000320 
      24.50      160.0   9.73E-02   5.53E-03   4.29E-03   5.69    C173901000321 
      24.50      162.5   7.72E-02   4.96E-03   3.45E-03   6.43    C173901000322 
      24.50      165.0   8.26E-02   5.19E-03   3.73E-03   6.29    C173901000323 
      24.50      167.5   6.32E-02   4.44E-03   2.88E-03   7.02    C173901000324 
      27.00       15.1   5.14E+04   5.14E+02   1.00E+00   1.00    C173901000325 
      27.00       22.6   1.25E+04   1.25E+02   1.21E+00    .997   C173901000326 
      27.00       25.1   8.34E+03   8.36E+01   1.22E+00   1.00    C173901000327 
      27.00       27.6   5.10E+03   5.17E+01   1.08E+00   1.01    C173901000328 
      27.00       30.1   3.15E+03   3.27E+01   9.36E-01   1.04    C173901000329 
      27.00       32.6   2.07E+03   2.03E+01   8.35E-01    .980   C173901000330 
      27.00       35.1   1.40E+03   1.38E+01   7.54E-01    .981   C173901000331 
      27.00       37.6   8.80E+02   8.66E+00   6.15E-01    .984   C173901000332 
      27.00       40.1   5.46E+02   5.40E+00   4.88E-01    .989   C173901000333 
      27.00       42.6   3.64E+02   3.62E+00   4.09E-01    .994   C173901000334 
      27.00       45.1   2.63E+02   2.64E+00   3.67E-01   1.00    C173901000335 
      27.00       47.6   1.84E+02   1.86E+00   3.13E-01   1.01    C173901000336 
      27.00       50.1   1.21E+02   1.25E+00   2.49E-01   1.03    C173901000337 
      27.00       52.6   7.89E+01   8.38E-01   1.94E-01   1.06    C173901000338 
      27.00       55.1   5.61E+01   6.12E-01   1.64E-01   1.09    C173901000339 
      27.00       57.6   4.41E+01   4.93E-01   1.51E-01   1.12    C173901000340 
      27.00       60.1   3.32E+01   3.85E-01   1.32E-01   1.16    C173901000341 
      27.00       62.6   2.30E+01   2.83E-01   1.06E-01   1.23    C173901000342 
      27.00       65.1   1.58E+01   2.10E-01   8.32E-02   1.33    C173901000343 
      27.00       67.6   1.15E+01   1.67E-01   6.93E-02   1.45    C173901000344 
      27.00       70.1   9.55E+00   1.46E-01   6.52E-02   1.53    C173901000345 
      27.00       72.6   7.60E+00   1.26E-01   5.83E-02   1.66    C173901000346 
      27.00       75.1   5.56E+00   1.01E-01   4.78E-02   1.81    C173901000347 
      27.00       77.6   3.82E+00   8.14E-02   3.65E-02   2.14    C173901000348 
      27.00       80.1   3.01E+00   6.92E-02   3.19E-02   2.30    C173901000349 
      27.00       82.6   2.30E+00   5.90E-02   2.69E-02   2.57    C173901000350 
      27.00       85.1   2.15E+00   5.71E-02   2.77E-02   2.65    C173901000351 
      27.00       87.6   1.72E+00   5.06E-02   2.41E-02   2.95    C173901000352 
      27.00       90.1   1.20E+00   4.17E-02   1.83E-02   3.48    C173901000353 
      27.00       92.6   8.13E-01   1.82E-01   1.35E-02   2.24    C173901000354 
      27.00       95.0   6.47E-01   1.06E-02   1.16E-02   1.64    C173901000355 
      27.00       97.5   5.97E-01   1.01E-02   1.16E-02   1.68    C173901000356 
      27.00      100.0   5.71E-01   9.71E-03   1.19E-02   1.70    C173901000357 
      27.00      102.5   4.93E-01   8.99E-03   1.10E-02   1.83    C173901000358 
      27.00      105.0   4.07E-01   7.78E-03   9.68E-03   1.91    C173901000359 
      27.00      107.6   2.90E-01   6.60E-03   7.33E-03   2.28    C173901000360 
      27.00      110.0   2.05E-01   5.37E-03   5.49E-03   2.62    C173901000361 
      27.00      112.5   1.56E-01   4.61E-03   4.42E-03   2.96    C173901000362 
      27.00      115.0   1.53E-01   4.65E-03   4.57E-03   3.05    C173901000363 
      27.00      117.5   1.67E-01   4.81E-03   5.27E-03   2.88    C173901000364 
      27.00      120.1   1.58E-01   4.63E-03   5.22E-03   2.93    C173901000365 
      27.00      122.6   1.38E-01   4.31E-03   4.80E-03   3.11    C173901000366 
      27.00      125.0   1.05E-01   3.73E-03   3.81E-03   3.54    C173901000367 
      27.00      127.5   7.71E-02   3.15E-03   2.91E-03   4.09    C173901000368 
      27.00      130.0   6.12E-02   2.81E-03   2.40E-03   4.60    C173901000369 
      27.00      132.6   4.83E-02   2.51E-03   1.97E-03   5.21    C173901000370 
