ENTRY            C2186   20160404                             C158C2186  0    1 
SUBENT        C2186001   20160404                             C158C2186  1    1 
BIB                 13         36                                 C2186  1    2 
TITLE      Estimation of double differential angle-dependent      C2186  1    3 
            neutron production cross sections from tritons on     C2186  1    4 
            197Au at energies from 5.97 to 19.14 MeV              C2186  1    5 
AUTHOR     (M.Drosg, B.Hoop)                                      C2186  1    6 
INSTITUTE  (2AUSVIE)                                              C2186  1    7 
           (1USAUSA) Walden University, Minneapolis               C2186  1    8 
REFERENCE  (J,NSE,182,563,2016)                                   C2186  1    9 
REL-REF    (N,,M.Drosg,R,IAEA-NDS-87,2005) Rev.9 (May, 2005)      C2186  1   10 
           Description of DROSG-2000v2.21                         C2186  1   11 
EXP-YEAR   (1982)                                                 C2186  1   12 
FACILITY   (VDGT,1USALAS) LANL Ion Beam Facility (IBF)            C2186  1   13 
SAMPLE     Gas target (0.49 mg/cm2) in a cell (3.0 cm length)     C2186  1   14 
            with a molybdenum entrance window (5.3 mg/cm2) and a  C2186  1   15 
            gold beam stop (0.076 cm thick)                       C2186  1   16 
           The effective gold target thickness is the depth in    C2186  1   17 
            gold at which the triton beam has lost the same       C2186  1   18 
            amount of energy as in the gas of the gas-filled cell.C2186  1   19 
DETECTOR   (SCIN) 2" x 2" liquid  scintillator (NE213).           C2186  1   20 
           Efficiency at two pulse-height biases (minimum between C2186  1   21 
            25 keV and 60 keV peak in 241Am gamma spectrum,       C2186  1   22 
            Compton edge of 137Cs) was determined by              C2186  1   23 
           1) measuring 2H(t,n)4He and 1H(t,n)3He neutron yields  C2186  1   24 
            at about 30 neutron energies between 2.2 and 36.9 MeV;C2186  1   25 
           2) comparing them with DROSG-2000v2.21                 C2186  1   26 
METHOD     (TOF) Flight path of 3.61 m, the total time resolution C2186  1   27 
            of 2.1 nsec (FWHM of prompt gamma-ray peak)           C2186  1   28 
CORRECTION Corrections for the neutron interaction in gold, in    C2186  1   29 
            the target structure and in the air of the flight     C2186  1   30 
            path were obtained by means of a Monte Carlo          C2186  1   31 
            technique.                                            C2186  1   32 
STATUS     (APRVD) Corrected and approved by Manfred Drosg        C2186  1   33 
            (2015-10-04)                                          C2186  1   34 
HISTORY    (20150920R) Data received from Manfred Drosg           C2186  1   35 
           (20151002C) On                                         C2186  1   36 
           (20151004A) Corrected by Manfred Drosg                 C2186  1   37 
           (20160404U) On. REFERENCE: NSE vol#, page#, year added.C2186  1   38 
ENDBIB              36          0                                 C2186  1   39 
COMMON               2          3                                 C2186  1   40 
EN-ERR     ANG-ERR                                                C2186  1   41 
MEV        ADEG                                                   C2186  1   42 
 0.02       0.1                                                   C2186  1   43 
ENDCOMMON            3          0                                 C2186  1   44 
ENDSUBENT           43          0                                 C2186  199999 
SUBENT        C2186002   20151004                             C153C2186  2    1 
BIB                  4         10                                 C2186  2    2 
REACTION   (79-AU-197(T,X)0-NN-1,,DA/DE,,,DERIV)                  C2186  2    3 
ANALYSIS   The neutron yield for Au was obtained by the ratio     C2186  2    4 
            between the spectrum of the empty cell and that of    C2186  2    5 
            a cell filled with hydrogen multiplied by the factor  C2186  2    6 
             [m(Au)*dE(Au)]/[m(H)*dE(H)],                         C2186  2    7 
            where m and dE are the molar mass and energy loss,    C2186  2    8 
             respectively.                                        C2186  2    9 
ERR-ANALYS (ERR-S) Counting statistics                            C2186  2   10 
           (ERR-SYS) Scale uncertainty                            C2186  2   11 
STATUS     (TABLE) Data received from Manfred Drosg               C2186  2   12 
ENDBIB              10          0                                 C2186  2   13 
NOCOMMON             0          0                                 C2186  2   14 
DATA                 6       2215                                 C2186  2   15 
EN         ANG        E          DATA       ERR-S      ERR-SYS    C2186  2   16 
 16.41       145.1     11.1500      0.2265   0.0343     24.0      C2186  2 1756 
 16.41       145.1     11.4500      0.1884   0.0320     24.0      C2186  2 1757 
 16.41       145.1     11.7500      0.1667   0.0305     24.0      C2186  2 1758 
 16.41       145.1     12.0500      0.1217   0.0268     24.0      C2186  2 1759 
 16.41       145.1     12.3500      0.1403   0.0279     24.0      C2186  2 1760 
 16.41       145.1     12.6500      0.1005   0.0248     24.0      C2186  2 1761 
 16.41       145.1     12.9500      0.0816   0.0235     24.0      C2186  2 1762 
 16.41       145.1     13.2500      0.0854   0.0242     24.0      C2186  2 1763 
 16.41       145.1     13.5500      0.0742   0.0234     24.0      C2186  2 1764 
 16.41       145.1     13.8500      0.0688   0.0897     24.0      C2186  2 1765 
 16.41       145.1     14.2500      0.0635   0.0168     24.0      C2186  2 1766 
 16.41       145.1     14.7500      0.0581   0.0170     24.0      C2186  2 1767 
 16.41       145.1     15.2500      0.0573   0.0168     24.0      C2186  2 1768 
 16.41       145.1     15.7500      0.0475   0.0160     24.0      C2186  2 1769 
 16.41       145.1     16.2500      0.0186   0.0135     24.0      C2186  2 1770 
 16.41       145.1     16.7500      0.0189   0.0136     24.0      C2186  2 1771 
 16.41       145.1     17.2500      0.0223   0.0139     24.0      C2186  2 1772 
 16.41       145.1     17.7500      0.0227   0.0140     24.0      C2186  2 1773 
 16.41       145.1     18.2500      0.0148   0.0133     24.0      C2186  2 1774 
 16.41       145.1     18.7500      0.0125   0.0688     24.0      C2186  2 1775 
 16.41       145.1     19.2500      0.0102   0.0130     24.0      C2186  2 1776 
 16.41       145.1     19.7500      0.0163   0.0139     24.0      C2186  2 1777 
 16.41       145.1     20.5000      0.0147   0.0098     24.0      C2186  2 1778 
 16.41       145.1     21.5000      0.0307   0.0112     24.0      C2186  2 1779 
 16.41       145.1     22.5000      0.0037   0.0092     24.0      C2186  2 1780 
 16.41       145.1     23.5000      0.0001   0.0089     24.0      C2186  2 1781 
 16.41       145.1     24.5000      0.0040   0.0094     24.0      C2186  2 1782 
 19.14         0.0      0.5750    277.3726   1.3650     29.7      C2186  2 1783 
 19.14         0.0      0.7250    294.8495   1.2550     29.7      C2186  2 1784 
 19.14         0.0      0.8750    339.5132   1.2980     29.7      C2186  2 1785 
 19.14         0.0      1.0250    354.3261   1.3040     29.7      C2186  2 1786 
 19.14         0.0      1.1750    365.3968   1.3260     29.7      C2186  2 1787 
 19.14         0.0      1.3250    341.8799   1.2800     29.7      C2186  2 1788 
 19.14         0.0      1.4750    324.1285   1.2500     29.7      C2186  2 1789 
 19.14         0.0      1.6250    299.7952   1.2120     29.7      C2186  2 1790 
 19.14         0.0      1.7750    278.3857   1.1790     29.7      C2186  2 1791 
 19.14         0.0      1.9250    260.3857   1.1510     29.7      C2186  2 1792 
 19.14         0.0      2.1000    234.3764   0.9551     29.7      C2186  2 1793 
 19.14         0.0      2.3000    205.7784   0.9028     29.7      C2186  2 1794 
 19.14         0.0      2.5000    179.9984   0.8532     29.7      C2186  2 1795 
 19.14         0.0      2.7000    159.6465   0.8136     29.7      C2186  2 1796 
 19.14         0.0      2.9000    137.3025   0.7639     29.7      C2186  2 1797 
 19.14         0.0      3.1000    122.6033   0.7301     29.7      C2186  2 1798 
 19.14         0.0      3.3000    108.8514   0.6966     29.7      C2186  2 1799 
 19.14         0.0      3.5000     96.5255   0.6652     29.7      C2186  2 1800 
 19.14         0.0      3.7000     86.9412   0.6390     29.7      C2186  2 1801 
 19.14         0.0      3.9000     79.4555   0.6175     29.7      C2186  2 1802 
 19.14         0.0      4.1250     70.6048   0.5274     29.7      C2186  2 1803 
 19.14         0.0      4.3750     65.3155   0.5152     29.7      C2186  2 1804 
 19.14         0.0      4.6250     58.5990   0.4945     29.7      C2186  2 1805 
 19.14         0.0      4.8750     53.2275   0.4768     29.7      C2186  2 1806 
 19.14         0.0      5.1250     49.3042   0.4640     29.7      C2186  2 1807 
 19.14         0.0      5.3750     45.3054   0.4494     29.7      C2186  2 1808 
 19.14         0.0      5.6250     40.9939   0.4312     29.7      C2186  2 1809 
 19.14         0.0      5.8750     39.4754   0.4281     29.7      C2186  2 1810 
 19.14         0.0      6.1250     35.9641   0.4134     29.7      C2186  2 1811 
 19.14         0.0      6.3750     33.3546   0.4011     29.7      C2186  2 1812 
 19.14         0.0      6.6250     31.6671   0.3959     29.7      C2186  2 1813 
 19.14         0.0      6.8750     30.6463   0.3963     29.7      C2186  2 1814 
 19.14         0.0      7.1250     28.9628   0.3914     29.7      C2186  2 1815 
 19.14         0.0      7.3750     26.9360   0.3800     29.7      C2186  2 1816 
 19.14         0.0      7.6250     24.3288   0.3587     29.7      C2186  2 1817 
 19.14         0.0      7.8750     21.7353   0.3363     29.7      C2186  2 1818 
 19.14         0.0      8.1500     20.4917   0.3039     29.7      C2186  2 1819 
 19.14         0.0      8.4500     19.9170   0.3099     29.7      C2186  2 1820 
 19.14         0.0      8.7500     18.6915   0.3058     29.7      C2186  2 1821 
 19.14         0.0      9.0500     17.6441   0.2968     29.7      C2186  2 1822 
 19.14         0.0      9.3500     15.3594   0.2743     29.7      C2186  2 1823 
 19.14         0.0      9.6500     14.5743   0.2693     29.7      C2186  2 1824 
 19.14         0.0      9.9500     14.1151   0.2693     29.7      C2186  2 1825 
 19.14         0.0     10.2500     12.5595   0.2568     29.7      C2186  2 1826 
 19.14         0.0     10.5500     11.4132   0.2438     29.7      C2186  2 1827 
 19.14         0.0     10.8500     10.1834   0.2275     29.7      C2186  2 1828 
 19.14         0.0     11.1500      9.1378   0.2152     29.7      C2186  2 1829 
 19.14         0.0     11.4500      8.7496   0.2121     29.7      C2186  2 1830 
 19.14         0.0     11.7500      8.1178   0.2051     29.7      C2186  2 1831 
 19.14         0.0     12.0500      7.2633   0.1929     29.7      C2186  2 1832 
 19.14         0.0     12.3500      6.5655   0.1815     29.7      C2186  2 1833 
 19.14         0.0     12.6500      6.2108   0.1765     29.7      C2186  2 1834 
 19.14         0.0     12.9500      5.9140   0.1735     29.7      C2186  2 1835 
 19.14         0.0     13.2500      5.2194   0.1637     29.7      C2186  2 1836 
 19.14         0.0     13.5500      4.9843   0.1708     29.7      C2186  2 1837 
 19.14         0.0     13.8500      4.5347   0.1575     29.7      C2186  2 1838 
 19.14         0.0     14.2500      3.9973   0.1152     29.7      C2186  2 1839 
 19.14         0.0     14.7500      3.3173   0.1051     29.7      C2186  2 1840 
 19.14         0.0     15.2500      2.7860   0.0958     29.7      C2186  2 1841 
 19.14         0.0     15.7500      2.2429   0.0862     29.7      C2186  2 1842 
 19.14         0.0     16.2500      1.8568   0.0795     29.7      C2186  2 1843 
 19.14         0.0     16.7500      1.6251   0.0750     29.7      C2186  2 1844 
 19.14         0.0     17.2500      1.2747   0.0670     29.7      C2186  2 1845 
 19.14         0.0     17.7500      0.9734   0.0593     29.7      C2186  2 1846 
 19.14         0.0     18.2500      0.7662   0.0651     29.7      C2186  2 1847 
 19.14         0.0     18.7500      0.5599   0.0467     29.7      C2186  2 1848 
 19.14         0.0     19.2500      0.4477   0.0427     29.7      C2186  2 1849 
 19.14         0.0     19.7500      0.3694   0.0396     29.7      C2186  2 1850 
 19.14         0.0     20.5000      0.3087   0.0264     29.7      C2186  2 1851 
 19.14         0.0     21.5000      0.2249   0.0235     29.7      C2186  2 1852 
 19.14         0.0     22.5000      0.1077   0.0184     29.7      C2186  2 1853 
 19.14         0.0     23.5000      0.0644   0.0162     29.7      C2186  2 1854 
 19.14         0.0     24.5000      0.0335   0.0144     29.7      C2186  2 1855 
 19.14         0.0     25.5000      0.0200   0.0136     29.7      C2186  2 1856 
 19.14         0.0     26.5000      0.0093   0.0129     29.7      C2186  2 1857 
 19.14        30.1      0.5750    255.3085   1.3020     29.7      C2186  2 1858 
 19.14        30.1      0.7250    281.0159   1.2170     29.7      C2186  2 1859 
 19.14        30.1      0.8750    329.9012   1.2810     29.7      C2186  2 1860 
 19.14        30.1      1.0250    348.0001   1.2950     29.7      C2186  2 1861 
 19.14        30.1      1.1750    350.4128   1.2990     29.7      C2186  2 1862 
 19.14        30.1      1.3250    328.8576   1.2570     29.7      C2186  2 1863 
 19.14        30.1      1.4750    310.5311   1.2290     29.7      C2186  2 1864 
 19.14        30.1      1.6250    286.0672   1.1860     29.7      C2186  2 1865 
 19.14        30.1      1.7750    263.3442   1.1440     29.7      C2186  2 1866 
 19.14        30.1      1.9250    243.8446   1.1100     29.7      C2186  2 1867 
 19.14        30.1      2.1000    218.5973   0.9195     29.7      C2186  2 1868 
 19.14        30.1      2.3000    192.6446   0.8739     29.7      C2186  2 1869 
 19.14        30.1      2.5000    167.4213   0.8243     29.7      C2186  2 1870 
 19.14        30.1      2.7000    145.3060   0.7771     29.7      C2186  2 1871 
 19.14        30.1      2.9000    123.3950   0.7247     29.7      C2186  2 1872 
 19.14        30.1      3.1000    108.0751   0.6859     29.7      C2186  2 1873 
 19.14        30.1      3.3000     95.2250   0.6506     29.7      C2186  2 1874 
 19.14        30.1      3.5000     81.6484   0.6102     29.7      C2186  2 1875 
 19.14        30.1      3.7000     73.9537   0.5903     29.7      C2186  2 1876 
 19.14        30.1      3.9000     66.3481   0.5683     29.7      C2186  2 1877 
 19.14        30.1      4.1250     58.4095   0.4833     29.7      C2186  2 1878 
 19.14        30.1      4.3750     50.6222   0.4550     29.7      C2186  2 1879 
 19.14        30.1      4.6250     44.9059   0.4339     29.7      C2186  2 1880 
 19.14        30.1      4.8750     40.3829   0.4165     29.7      C2186  2 1881 
 19.14        30.1      5.1250     35.9413   0.3974     29.7      C2186  2 1882 
 19.14        30.1      5.3750     32.4359   0.3811     29.7      C2186  2 1883 
 19.14        30.1      5.6250     28.4939   0.3601     29.7      C2186  2 1884 
 19.14        30.1      5.8750     26.3465   0.3501     29.7      C2186  2 1885 
 19.14        30.1      6.1250     24.1845   0.3393     29.7      C2186  2 1886 
 19.14        30.1      6.3750     21.5417   0.3228     29.7      C2186  2 1887 
 19.14        30.1      6.6250     20.6514   0.3204     29.7      C2186  2 1888 
 19.14        30.1      6.8750     19.4673   0.3166     29.7      C2186  2 1889 
 19.14        30.1      7.1250     18.0752   0.3101     29.7      C2186  2 1890 
 19.14        30.1      7.3750     16.6670   0.2997     29.7      C2186  2 1891 
 19.14        30.1      7.6250     14.6348   0.2787     29.7      C2186  2 1892 
 19.14        30.1      7.8750     13.0421   0.2606     29.7      C2186  2 1893 
 19.14        30.1      8.1500     12.6637   0.2388     29.7      C2186  2 1894 
 19.14        30.1      8.4500     12.2784   0.2427     29.7      C2186  2 1895 
 19.14        30.1      8.7500     11.3869   0.2377     29.7      C2186  2 1896 
 19.14        30.1      9.0500     10.4781   0.2276     29.7      C2186  2 1897 
 19.14        30.1      9.3500      9.0713   0.2098     29.7      C2186  2 1898 
 19.14        30.1      9.6500      8.7510   0.2078     29.7      C2186  2 1899 
 19.14        30.1      9.9500      8.1077   0.2037     29.7      C2186  2 1900 
 19.14        30.1     10.2500      7.7323   0.2019     29.7      C2186  2 1901 
 19.14        30.1     10.5500      6.7995   0.1892     29.7      C2186  2 1902 
 19.14        30.1     10.8500      6.5607   0.1842     29.7      C2186  2 1903 
 19.14        30.1     11.1500      5.9185   0.1746     29.7      C2186  2 1904 
 19.14        30.1     11.4500      5.1954   0.1639     29.7      C2186  2 1905 
 19.14        30.1     11.7500      4.7664   0.1568     29.7      C2186  2 1906 
 19.14        30.1     12.0500      4.3500   0.1484     29.7      C2186  2 1907 
 19.14        30.1     12.3500      3.9441   0.1399     29.7      C2186  2 1908 
 19.14        30.1     12.6500      3.5485   0.1331     29.7      C2186  2 1909 
 19.14        30.1     12.9500      3.1146   0.1266     29.7      C2186  2 1910 
 19.14        30.1     13.2500      2.9130   0.1239     29.7      C2186  2 1911 
 19.14        30.1     13.5500      3.0443   0.1378     29.7      C2186  2 1912 
 19.14        30.1     13.8500      2.6499   0.1193     29.7      C2186  2 1913 
 19.14        30.1     14.2500      2.2742   0.0850     29.7      C2186  2 1914 
 19.14        30.1     14.7500      2.0122   0.0815     29.7      C2186  2 1915 
 19.14        30.1     15.2500      1.6478   0.0734     29.7      C2186  2 1916 
 19.14        30.1     15.7500      1.2895   0.0651     29.7      C2186  2 1917 
 19.14        30.1     16.2500      1.0326   0.0590     29.7      C2186  2 1918 
 19.14        30.1     16.7500      0.8508   0.0541     29.7      C2186  2 1919 
 19.14        30.1     17.2500      0.6626   0.0481     29.7      C2186  2 1920 
 19.14        30.1     17.7500      0.4504   0.0402     29.7      C2186  2 1921 
 19.14        30.1     18.2500      0.4092   0.0558     29.7      C2186  2 1922 
 19.14        30.1     18.7500      0.2452   0.0309     29.7      C2186  2 1923 
 19.14        30.1     19.2500      0.2234   0.0299     29.7      C2186  2 1924 
 19.14        30.1     19.7500      0.2014   0.0288     29.7      C2186  2 1925 
 19.14        30.1     20.5000      0.1249   0.0169     29.7      C2186  2 1926 
 19.14        30.1     21.5000      0.0726   0.0139     29.7      C2186  2 1927 
 19.14        30.1     22.5000      0.0326   0.0110     29.7      C2186  2 1928 
 19.14        30.1     23.5000      0.0230   0.0103     29.7      C2186  2 1929 
 19.14        30.1     24.5000      0.0020   0.0082     29.7      C2186  2 1930 
 19.14        30.1     25.5000      0.0001   0.0080     29.7      C2186  2 1931 
 19.14        30.1     26.5000      0.0073   0.0090     29.7      C2186  2 1932 
 19.14        60.2      0.5750    251.2855   1.2950     29.7      C2186  2 1933 
 19.14        60.2      0.7250    273.9921   1.2050     29.7      C2186  2 1934 
 19.14        60.2      0.8750    317.5896   1.2540     29.7      C2186  2 1935 
 19.14        60.2      1.0250    329.2992   1.2570     29.7      C2186  2 1936 
 19.14        60.2      1.1750    330.1853   1.2560     29.7      C2186  2 1937 
 19.14        60.2      1.3250    315.4628   1.2300     29.7      C2186  2 1938 
 19.14        60.2      1.4750    293.5707   1.1930     29.7      C2186  2 1939 
 19.14        60.2      1.6250    268.9990   1.1480     29.7      C2186  2 1940 
 19.14        60.2      1.7750    249.7404   1.1140     29.7      C2186  2 1941 
 19.14        60.2      1.9250    229.2000   1.0780     29.7      C2186  2 1942 
 19.14        60.2      2.1000    202.4366   0.8854     29.7      C2186  2 1943 
 19.14        60.2      2.3000    174.9548   0.8298     29.7      C2186  2 1944 
 19.14        60.2      2.5000    149.9199   0.7762     29.7      C2186  2 1945 
 19.14        60.2      2.7000    127.5457   0.7252     29.7      C2186  2 1946 
 19.14        60.2      2.9000    109.1411   0.6812     29.7      C2186  2 1947 
 19.14        60.2      3.1000     94.0851   0.6416     29.7      C2186  2 1948 
 19.14        60.2      3.3000     79.9104   0.5972     29.7      C2186  2 1949 
 19.14        60.2      3.5000     67.9829   0.5561     29.7      C2186  2 1950 
 19.14        60.2      3.7000     59.1691   0.5252     29.7      C2186  2 1951 
 19.14        60.2      3.9000     51.8041   0.4983     29.7      C2186  2 1952 
 19.14        60.2      4.1250     43.7506   0.4150     29.7      C2186  2 1953 
 19.14        60.2      4.3750     37.0082   0.3868     29.7      C2186  2 1954 
 19.14        60.2      4.6250     31.9915   0.3640     29.7      C2186  2 1955 
 19.14        60.2      4.8750     26.7861   0.3371     29.7      C2186  2 1956 
 19.14        60.2      5.1250     23.3827   0.3189     29.7      C2186  2 1957 
 19.14        60.2      5.3750     20.1435   0.3000     29.7      C2186  2 1958 
 19.14        60.2      5.6250     18.4727   0.2905     29.7      C2186  2 1959 
 19.14        60.2      5.8750     16.4668   0.2777     29.7      C2186  2 1960 
 19.14        60.2      6.1250     14.0049   0.2585     29.7      C2186  2 1961 
 19.14        60.2      6.3750     11.9437   0.2387     29.7      C2186  2 1962 
 19.14        60.2      6.6250     11.1586   0.2322     29.7      C2186  2 1963 
 19.14        60.2      6.8750     10.3519   0.2265     29.7      C2186  2 1964 
 19.14        60.2      7.1250      9.4185   0.2191     29.7      C2186  2 1965 
 19.14        60.2      7.3750      8.4904   0.2100     29.7      C2186  2 1966 
 19.14        60.2      7.6250      7.1707   0.1925     29.7      C2186  2 1967 
 19.14        60.2      7.8750      6.4642   0.1820     29.7      C2186  2 1968 
 19.14        60.2      8.1500      6.2632   0.1675     29.7      C2186  2 1969 
 19.14        60.2      8.4500      6.1903   0.1727     29.7      C2186  2 1970 
 19.14        60.2      8.7500      5.7821   0.1704     29.7      C2186  2 1971 
 19.14        60.2      9.0500      4.8829   0.1565     29.7      C2186  2 1972 
 19.14        60.2      9.3500      4.6113   0.1505     29.7      C2186  2 1973 
 19.14        60.2      9.6500      4.2866   0.1458     29.7      C2186  2 1974 
 19.14        60.2      9.9500      3.7228   0.1377     29.7      C2186  2 1975 
 19.14        60.2     10.2500      3.6821   0.1380     29.7      C2186  2 1976 
 19.14        60.2     10.5500      3.2382   0.1285     29.7      C2186  2 1977 
 19.14        60.2     10.8500      2.9446   0.1208     29.7      C2186  2 1978 
 19.14        60.2     11.1500      2.5428   0.1120     29.7      C2186  2 1979 
 19.14        60.2     11.4500      2.2462   0.1062     29.7      C2186  2 1980 
 19.14        60.2     11.7500      2.0911   0.1032     29.7      C2186  2 1981 
 19.14        60.2     12.0500      1.8746   0.0974     29.7      C2186  2 1982 
 19.14        60.2     12.3500      1.7674   0.0938     29.7      C2186  2 1983 
 19.14        60.2     12.6500      1.6624   0.0912     29.7      C2186  2 1984 
 19.14        60.2     12.9500      1.4106   0.0851     29.7      C2186  2 1985 
 19.14        60.2     13.2500      1.2310   0.0803     29.7      C2186  2 1986 
 19.14        60.2     13.5500      1.2058   0.0863     29.7      C2186  2 1987 
 19.14        60.2     13.8500      1.1007   0.0777     29.7      C2186  2 1988 
 19.14        60.2     14.2500      0.9703   0.0569     29.7      C2186  2 1989 
 19.14        60.2     14.7500      0.6768   0.0477     29.7      C2186  2 1990 
 19.14        60.2     15.2500      0.5709   0.0437     29.7      C2186  2 1991 
 19.14        60.2     15.7500      0.4451   0.0388     29.7      C2186  2 1992 
 19.14        60.2     16.2500      0.4017   0.0373     29.7      C2186  2 1993 
 19.14        60.2     16.7500      0.2885   0.0323     29.7      C2186  2 1994 
 19.14        60.2     17.2500      0.2079   0.0280     29.7      C2186  2 1995 
 19.14        60.2     17.7500      0.1528   0.0246     29.7      C2186  2 1996 
 19.14        60.2     18.2500      0.1471   0.0357     29.7      C2186  2 1997 
 19.14        60.2     18.7500      0.0676   0.0181     29.7      C2186  2 1998 
 19.14        60.2     19.2500      0.0473   0.0162     29.7      C2186  2 1999 
 19.14        60.2     19.7500      0.0421   0.0158     29.7      C2186  2 2000 
 19.14        60.2     20.5000      0.0334   0.0105     29.7      C2186  2 2001 
 19.14        60.2     21.5000      0.0104   0.0084     29.7      C2186  2 2002 
 19.14        60.2     22.5000      0.0003   0.0073     29.7      C2186  2 2003 
 19.14        60.2     23.5000      0.0001   0.0073     29.7      C2186  2 2004 
 19.14        60.2     24.5000      0.0020   0.0076     29.7      C2186  2 2005 
 19.14        60.2     25.5000      0.0074   0.0084     29.7      C2186  2 2006 
 19.14        60.2     26.5000      0.0064   0.0084     29.7      C2186  2 2007 
 19.14        90.2      0.5750    257.8552   1.4050     29.7      C2186  2 2008 
 19.14        90.2      0.7250    286.4959   1.3210     29.7      C2186  2 2009 
 19.14        90.2      0.8750    322.0624   1.3470     29.7      C2186  2 2010 
 19.14        90.2      1.0250    324.1057   1.3250     29.7      C2186  2 2011 
 19.14        90.2      1.1750    324.5771   1.3310     29.7      C2186  2 2012 
 19.14        90.2      1.3250    300.9277   1.2880     29.7      C2186  2 2013 
 19.14        90.2      1.4750    275.9334   1.2240     29.7      C2186  2 2014 
 19.14        90.2      1.6250    249.5681   1.1720     29.7      C2186  2 2015 
 19.14        90.2      1.7750    229.9542   1.1400     29.7      C2186  2 2016 
 19.14        90.2      1.9250    210.5157   1.1030     29.7      C2186  2 2017 
 19.14        90.2      2.1000    184.6144   0.9044     29.7      C2186  2 2018 
 19.14        90.2      2.3000    158.6673   0.8464     29.7      C2186  2 2019 
 19.14        90.2      2.5000    134.4784   0.7884     29.7      C2186  2 2020 
 19.14        90.2      2.7000    112.8532   0.7329     29.7      C2186  2 2021 
 19.14        90.2      2.9000     94.2138   0.6791     29.7      C2186  2 2022 
 19.14        90.2      3.1000     79.7990   0.6332     29.7      C2186  2 2023 
 19.14        90.2      3.3000     69.5610   0.6023     29.7      C2186  2 2024 
 19.14        90.2      3.5000     58.6882   0.5593     29.7      C2186  2 2025 
 19.14        90.2      3.7000     45.8836   0.4851     29.7      C2186  2 2026 
 19.14        90.2      3.9000     37.1239   0.4212     29.7      C2186  2 2027 
 19.14        90.2      4.1250     28.9011   0.3287     29.7      C2186  2 2028 
 19.14        90.2      4.3750     24.4474   0.3078     29.7      C2186  2 2029 
 19.14        90.2      4.6250     20.2623   0.2844     29.7      C2186  2 2030 
 19.14        90.2      4.8750     16.7879   0.2623     29.7      C2186  2 2031 
 19.14        90.2      5.1250     14.2440   0.2445     29.7      C2186  2 2032 
 19.14        90.2      5.3750     11.9846   0.2267     29.7      C2186  2 2033 
 19.14        90.2      5.6250     10.5386   0.2145     29.7      C2186  2 2034 
 19.14        90.2      5.8750      9.4598   0.2055     29.7      C2186  2 2035 
 19.14        90.2      6.1250      7.8912   0.1898     29.7      C2186  2 2036 
 19.14        90.2      6.3750      6.8963   0.1787     29.7      C2186  2 2037 
 19.14        90.2      6.6250      6.4638   0.1750     29.7      C2186  2 2038 
 19.14        90.2      6.8750      5.4770   0.1640     29.7      C2186  2 2039 
 19.14        90.2      7.1250      4.9341   0.1582     29.7      C2186  2 2040 
 19.14        90.2      7.3750      4.5266   0.1528     29.7      C2186  2 2041 
 19.14        90.2      7.6250      3.9730   0.1424     29.7      C2186  2 2042 
 19.14        90.2      7.8750      3.3133   0.1291     29.7      C2186  2 2043 
 19.14        90.2      8.1500      3.2839   0.1195     29.7      C2186  2 2044 
 19.14        90.2      8.4500      2.8959   0.1159     29.7      C2186  2 2045 
 19.14        90.2      8.7500      2.7459   0.1149     29.7      C2186  2 2046 
 19.14        90.2      9.0500      2.5349   0.1102     29.7      C2186  2 2047 
 19.14        90.2      9.3500      2.0057   0.0972     29.7      C2186  2 2048 
 19.14        90.2      9.6500      1.8222   0.0933     29.7      C2186  2 2049 
 19.14        90.2      9.9500      1.6594   0.0907     29.7      C2186  2 2050 
 19.14        90.2     10.2500      1.4957   0.0873     29.7      C2186  2 2051 
 19.14        90.2     10.5500      1.5247   0.0879     29.7      C2186  2 2052 
 19.14        90.2     10.8500      1.2519   0.0788     29.7      C2186  2 2053 
 19.14        90.2     11.1500      1.1484   0.0753     29.7      C2186  2 2054 
 19.14        90.2     11.4500      0.9838   0.0700     29.7      C2186  2 2055 
 19.14        90.2     11.7500      0.8780   0.0662     29.7      C2186  2 2056 
 19.14        90.2     12.0500      0.7524   0.0608     29.7      C2186  2 2057 
 19.14        90.2     12.3500      0.6037   0.0541     29.7      C2186  2 2058 
 19.14        90.2     12.6500      0.5709   0.0527     29.7      C2186  2 2059 
 19.14        90.2     12.9500      0.5532   0.0526     29.7      C2186  2 2060 
 19.14        90.2     13.2500      0.4783   0.0496     29.7      C2186  2 2061 
 19.14        90.2     13.5500      0.5796   0.0987     29.7      C2186  2 2062 
 19.14        90.2     13.8500      0.2914   0.0399     29.7      C2186  2 2063 
 19.14        90.2     14.2500      0.2445   0.0286     29.7      C2186  2 2064 
 19.14        90.2     14.7500      0.2932   0.0312     29.7      C2186  2 2065 
 19.14        90.2     15.2500      0.2320   0.0277     29.7      C2186  2 2066 
 19.14        90.2     15.7500      0.1746   0.0244     29.7      C2186  2 2067 
 19.14        90.2     16.2500      0.1240   0.0211     29.7      C2186  2 2068 
 19.14        90.2     16.7500      0.1118   0.0203     29.7      C2186  2 2069 
 19.14        90.2     17.2500      0.0657   0.0162     29.7      C2186  2 2070 
 19.14        90.2     17.7500      0.0577   0.0155     29.7      C2186  2 2071 
 19.14        90.2     18.2500      0.1682   0.0678     29.7      C2186  2 2072 
 19.14        90.2     18.7500      0.0269   0.0120     29.7      C2186  2 2073 
 19.14        90.2     19.2500      0.0120   0.0099     29.7      C2186  2 2074 
