ENTRY            C2186   20160404                             C158C2186  0    1 
SUBENT        C2186001   20160404                             C158C2186  1    1 
BIB                 13         36                                 C2186  1    2 
TITLE      Estimation of double differential angle-dependent      C2186  1    3 
            neutron production cross sections from tritons on     C2186  1    4 
            197Au at energies from 5.97 to 19.14 MeV              C2186  1    5 
AUTHOR     (M.Drosg, B.Hoop)                                      C2186  1    6 
INSTITUTE  (2AUSVIE)                                              C2186  1    7 
           (1USAUSA) Walden University, Minneapolis               C2186  1    8 
REFERENCE  (J,NSE,182,563,2016)                                   C2186  1    9 
REL-REF    (N,,M.Drosg,R,IAEA-NDS-87,2005) Rev.9 (May, 2005)      C2186  1   10 
           Description of DROSG-2000v2.21                         C2186  1   11 
EXP-YEAR   (1982)                                                 C2186  1   12 
FACILITY   (VDGT,1USALAS) LANL Ion Beam Facility (IBF)            C2186  1   13 
SAMPLE     Gas target (0.49 mg/cm2) in a cell (3.0 cm length)     C2186  1   14 
            with a molybdenum entrance window (5.3 mg/cm2) and a  C2186  1   15 
            gold beam stop (0.076 cm thick)                       C2186  1   16 
           The effective gold target thickness is the depth in    C2186  1   17 
            gold at which the triton beam has lost the same       C2186  1   18 
            amount of energy as in the gas of the gas-filled cell.C2186  1   19 
DETECTOR   (SCIN) 2" x 2" liquid  scintillator (NE213).           C2186  1   20 
           Efficiency at two pulse-height biases (minimum between C2186  1   21 
            25 keV and 60 keV peak in 241Am gamma spectrum,       C2186  1   22 
            Compton edge of 137Cs) was determined by              C2186  1   23 
           1) measuring 2H(t,n)4He and 1H(t,n)3He neutron yields  C2186  1   24 
            at about 30 neutron energies between 2.2 and 36.9 MeV;C2186  1   25 
           2) comparing them with DROSG-2000v2.21                 C2186  1   26 
METHOD     (TOF) Flight path of 3.61 m, the total time resolution C2186  1   27 
            of 2.1 nsec (FWHM of prompt gamma-ray peak)           C2186  1   28 
CORRECTION Corrections for the neutron interaction in gold, in    C2186  1   29 
            the target structure and in the air of the flight     C2186  1   30 
            path were obtained by means of a Monte Carlo          C2186  1   31 
            technique.                                            C2186  1   32 
STATUS     (APRVD) Corrected and approved by Manfred Drosg        C2186  1   33 
            (2015-10-04)                                          C2186  1   34 
HISTORY    (20150920R) Data received from Manfred Drosg           C2186  1   35 
           (20151002C) On                                         C2186  1   36 
           (20151004A) Corrected by Manfred Drosg                 C2186  1   37 
           (20160404U) On. REFERENCE: NSE vol#, page#, year added.C2186  1   38 
ENDBIB              36          0                                 C2186  1   39 
COMMON               2          3                                 C2186  1   40 
EN-ERR     ANG-ERR                                                C2186  1   41 
MEV        ADEG                                                   C2186  1   42 
 0.02       0.1                                                   C2186  1   43 
ENDCOMMON            3          0                                 C2186  1   44 
ENDSUBENT           43          0                                 C2186  199999 
SUBENT        C2186002   20151004                             C153C2186  2    1 
BIB                  4         10                                 C2186  2    2 
REACTION   (79-AU-197(T,X)0-NN-1,,DA/DE,,,DERIV)                  C2186  2    3 
ANALYSIS   The neutron yield for Au was obtained by the ratio     C2186  2    4 
            between the spectrum of the empty cell and that of    C2186  2    5 
            a cell filled with hydrogen multiplied by the factor  C2186  2    6 
             [m(Au)*dE(Au)]/[m(H)*dE(H)],                         C2186  2    7 
            where m and dE are the molar mass and energy loss,    C2186  2    8 
             respectively.                                        C2186  2    9 
ERR-ANALYS (ERR-S) Counting statistics                            C2186  2   10 
           (ERR-SYS) Scale uncertainty                            C2186  2   11 
STATUS     (TABLE) Data received from Manfred Drosg               C2186  2   12 
ENDBIB              10          0                                 C2186  2   13 
NOCOMMON             0          0                                 C2186  2   14 
DATA                 6       2215                                 C2186  2   15 
EN         ANG        E          DATA       ERR-S      ERR-SYS    C2186  2   16 
  7.47        60.1      8.7500      0.3079   0.0859     38.3      C2186  2  578 
  7.47        60.1      9.0500      0.2912   0.0833     38.3      C2186  2  579 
  7.47        60.1      9.3500      0.1598   0.0639     38.3      C2186  2  580 
  7.47        60.1      9.6500      0.1681   0.0662     38.3      C2186  2  581 
  7.47        60.1      9.9500      0.1090   0.0568     38.3      C2186  2  582 
  7.47        60.1     10.2500      0.1239   0.0600     38.3      C2186  2  583 
  7.47        60.1     10.5500      0.1141   0.0570     38.3      C2186  2  584 
  7.47        60.1     10.8500      0.1613   0.0643     38.3      C2186  2  585 
  7.47        60.1     11.1500      0.1679   0.0652     38.3      C2186  2  586 
  7.47        60.1     11.4500      0.0541   0.0438     38.3      C2186  2  587 
  7.47        60.1     11.7500      0.1263   0.0583     38.3      C2186  2  588 
  7.47        60.1     12.0500      0.1094   0.0549     38.3      C2186  2  589 
  7.47        60.1     12.3500      0.0259   0.0363     38.3      C2186  2  590 
  7.47        60.1     12.6500      0.0352   0.0389     38.3      C2186  2  591 
  7.47        60.1     12.9500      0.0359   0.0397     38.3      C2186  2  592 
  7.47        60.1     13.2500      0.0113   0.0325     38.3      C2186  2  593 
  7.47        60.1     13.5500      0.0002   0.0284     38.3      C2186  2  594 
  7.47        90.2      0.5750     21.6606   0.8499     38.3      C2186  2  595 
  7.47        90.2      0.7250     22.0458   0.7631     38.3      C2186  2  596 
  7.47        90.2      0.8750     21.9874   0.7289     38.3      C2186  2  597 
  7.47        90.2      1.0250     22.8488   0.7319     38.3      C2186  2  598 
  7.47        90.2      1.1750     22.6508   0.7285     38.3      C2186  2  599 
  7.47        90.2      1.3250     19.6828   0.6826     38.3      C2186  2  600 
  7.47        90.2      1.4750     18.8055   0.6661     38.3      C2186  2  601 
  7.47        90.2      1.6250     15.2385   0.6033     38.3      C2186  2  602 
  7.47        90.2      1.7750     15.0913   0.6059     38.3      C2186  2  603 
  7.47        90.2      1.9250     13.6870   0.5836     38.3      C2186  2  604 
  7.47        90.2      2.1000     12.5387   0.4892     38.3      C2186  2  605 
  7.47        90.2      2.3000     11.3699   0.4692     38.3      C2186  2  606 
  7.47        90.2      2.5000      9.2143   0.4279     38.3      C2186  2  607 
  7.47        90.2      2.7000      7.9998   0.4048     38.3      C2186  2  608 
  7.47        90.2      2.9000      7.2049   0.3901     38.3      C2186  2  609 
  7.47        90.2      3.1000      5.6851   0.3506     38.3      C2186  2  610 
  7.47        90.2      3.3000      5.2993   0.3412     38.3      C2186  2  611 
  7.47        90.2      3.5000      4.8500   0.3294     38.3      C2186  2  612 
  7.47        90.2      3.7000      4.3561   0.3190     38.3      C2186  2  613 
  7.47        90.2      3.9000      3.7545   0.3012     38.3      C2186  2  614 
  7.47        90.2      4.1250      3.5233   0.2561     38.3      C2186  2  615 
  7.47        90.2      4.3750      2.3092   0.1982     38.3      C2186  2  616 
  7.47        90.2      4.6250      1.8003   0.1741     38.3      C2186  2  617 
  7.47        90.2      4.8750      1.6943   0.1716     38.3      C2186  2  618 
  7.47        90.2      5.1250      1.4029   0.1600     38.3      C2186  2  619 
  7.47        90.2      5.3750      1.0366   0.1397     38.3      C2186  2  620 
  7.47        90.2      5.6250      0.9735   0.1365     38.3      C2186  2  621 
  7.47        90.2      5.8750      0.7798   0.1241     38.3      C2186  2  622 
  7.47        90.2      6.1250      0.8327   0.1293     38.3      C2186  2  623 
  7.47        90.2      6.3750      0.6298   0.1137     38.3      C2186  2  624 
  7.47        90.2      6.6250      0.5892   0.1115     38.3      C2186  2  625 
  7.47        90.2      6.8750      0.5845   0.1128     38.3      C2186  2  626 
  7.47        90.2      7.1250      0.4503   0.1010     38.3      C2186  2  627 
  7.47        90.2      7.3750      0.2967   0.0838     38.3      C2186  2  628 
  7.47        90.2      7.6250      0.3815   0.0938     38.3      C2186  2  629 
  7.47        90.2      7.8750      0.1572   0.0620     38.3      C2186  2  630 
  7.47        90.2      8.1500      0.2248   0.0673     38.3      C2186  2  631 
  7.47        90.2      8.4500      0.1481   0.0577     38.3      C2186  2  632 
  7.47        90.2      8.7500      0.1220   0.0540     38.3      C2186  2  633 
  7.47        90.2      9.0500      0.1508   0.0592     38.3      C2186  2  634 
  7.47        90.2      9.3500      0.0220   0.0299     38.3      C2186  2  635 
  7.47        90.2      9.6500      0.0996   0.0496     38.3      C2186  2  636 
  7.47        90.2      9.9500      0.0385   0.0355     38.3      C2186  2  637 
  7.47        90.2     10.2500      0.1162   0.0543     38.3      C2186  2  638 
  7.47        90.2     10.5500      0.0652   0.0431     38.3      C2186  2  639 
  7.47        90.2     10.8500      0.0519   0.0393     38.3      C2186  2  640 
  7.47        90.2     11.1500      0.0722   0.0440     38.3      C2186  2  641 
  7.47        90.2     11.4500      0.0353   0.0346     38.3      C2186  2  642 
  7.47        90.2     11.7500      0.0203   0.0293     38.3      C2186  2  643 
  7.47        90.2     12.0500      0.0026   0.0222     38.3      C2186  2  644 
  7.47        90.2     12.3500      0.0023   0.0100     38.3      C2186  2  645 
  7.47        90.2     12.6500      0.0019   0.0218     38.3      C2186  2  646 
  7.47        90.2     12.9500      0.0008   0.0237     38.3      C2186  2  647 
  7.47        90.2     13.2500      0.0008   0.0271     38.3      C2186  2  648 
  7.47        90.2     13.5500      0.0276   0.0380     38.3      C2186  2  649 
  7.47       120.1      0.5750     19.1920   0.7428     38.3      C2186  2  650 
  7.47       120.1      0.7250     18.8816   0.6567     38.3      C2186  2  651 
  7.47       120.1      0.8750     18.8393   0.6337     38.3      C2186  2  652 
  7.47       120.1      1.0250     19.7169   0.6368     38.3      C2186  2  653 
  7.47       120.1      1.1750     17.9361   0.6050     38.3      C2186  2  654 
  7.47       120.1      1.3250     16.6694   0.5845     38.3      C2186  2  655 
  7.47       120.1      1.4750     16.6117   0.5856     38.3      C2186  2  656 
  7.47       120.1      1.6250     13.2339   0.5272     38.3      C2186  2  657 
  7.47       120.1      1.7750     12.9624   0.5260     38.3      C2186  2  658 
  7.47       120.1      1.9250     10.6118   0.4800     38.3      C2186  2  659 
  7.47       120.1      2.1000     10.5981   0.4189     38.3      C2186  2  660 
  7.47       120.1      2.3000      9.0210   0.3901     38.3      C2186  2  661 
  7.47       120.1      2.5000      7.9268   0.3707     38.3      C2186  2  662 
  7.47       120.1      2.7000      6.2102   0.3329     38.3      C2186  2  663 
  7.47       120.1      2.9000      6.4510   0.3431     38.3      C2186  2  664 
  7.47       120.1      3.1000      5.3732   0.3164     38.3      C2186  2  665 
  7.47       120.1      3.3000      4.2323   0.2833     38.3      C2186  2  666 
  7.47       120.1      3.5000      3.7827   0.2709     38.3      C2186  2  667 
  7.47       120.1      3.7000      3.0311   0.2465     38.3      C2186  2  668 
  7.47       120.1      3.9000      2.4337   0.2243     38.3      C2186  2  669 
  7.47       120.1      4.1250      2.2474   0.1953     38.3      C2186  2  670 
  7.47       120.1      4.3750      1.9048   0.1819     38.3      C2186  2  671 
  7.47       120.1      4.6250      1.4907   0.1634     38.3      C2186  2  672 
  7.47       120.1      4.8750      1.4265   0.1619     38.3      C2186  2  673 
  7.47       120.1      5.1250      1.2337   0.1523     38.3      C2186  2  674 
  7.47       120.1      5.3750      0.8687   0.1293     38.3      C2186  2  675 
  7.47       120.1      5.6250      0.8135   0.1258     38.3      C2186  2  676 
  7.47       120.1      5.8750      0.5354   0.1024     38.3      C2186  2  677 
  7.47       120.1      6.1250      0.5324   0.1022     38.3      C2186  2  678 
  7.47       120.1      6.3750      0.6362   0.1142     38.3      C2186  2  679 
  7.47       120.1      6.6250      0.3420   0.0849     38.3      C2186  2  680 
  7.47       120.1      6.8750      0.2483   0.0737     38.3      C2186  2  681 
  7.47       120.1      7.1250      0.4762   0.1034     38.3      C2186  2  682 
  7.47       120.1      7.3750      0.3303   0.0868     38.3      C2186  2  683 
  7.47       120.1      7.6250      0.2010   0.0673     38.3      C2186  2  684 
  7.47       120.1      7.8750      0.1923   0.0654     38.3      C2186  2  685 
  7.47       120.1      8.1500      0.1795   0.0590     38.3      C2186  2  686 
  7.47       120.1      8.4500      0.1820   0.0610     38.3      C2186  2  687 
  7.47       120.1      8.7500      0.2040   0.0663     38.3      C2186  2  688 
  7.47       120.1      9.0500      0.1136   0.0488     38.3      C2186  2  689 
  7.47       120.1      9.3500      0.1386   0.0542     38.3      C2186  2  690 
  7.47       120.1      9.6500      0.0331   0.0273     38.3      C2186  2  691 
  7.47       120.1      9.9500      0.0838   0.0439     38.3      C2186  2  692 
  7.47       120.1     10.2500      0.0132   0.0205     38.3      C2186  2  693 
  7.47       120.1     10.5500      0.0303   0.0293     38.3      C2186  2  694 
  7.47       120.1     10.8500      0.0137   0.0229     38.3      C2186  2  695 
  7.47       120.1     11.1500      0.0002   0.0117     38.3      C2186  2  696 
  7.47       120.1     11.4500      0.0002   0.0278     38.3      C2186  2  697 
  7.47       120.1     11.7500      0.0002   0.0307     38.3      C2186  2  698 
  7.47       120.1     12.0500      0.0002   0.0434     38.3      C2186  2  699 
  7.47       120.1     12.3500      0.0002   0.0337     38.3      C2186  2  700 
  7.47       120.1     12.6500      0.0002   0.0234     38.3      C2186  2  701 
  7.47       120.1     12.9500      0.0002   0.0200     38.3      C2186  2  702 
  7.47       120.1     13.2500      0.0239   0.0298     38.3      C2186  2  703 
  7.47       120.1     13.5500      0.0444   0.0434     38.3      C2186  2  704 
  7.47       145.0      0.5750     17.8688   0.7155     38.3      C2186  2  705 
  7.47       145.0      0.7250     16.3419   0.6104     38.3      C2186  2  706 
  7.47       145.0      0.8750     17.5173   0.6102     38.3      C2186  2  707 
  7.47       145.0      1.0250     16.8459   0.5884     38.3      C2186  2  708 
  7.47       145.0      1.1750     17.3682   0.5965     38.3      C2186  2  709 
  7.47       145.0      1.3250     15.0345   0.5542     38.3      C2186  2  710 
  7.47       145.0      1.4750     13.0993   0.5209     38.3      C2186  2  711 
  7.47       145.0      1.6250     12.8927   0.5196     38.3      C2186  2  712 
  7.47       145.0      1.7750     11.4526   0.4933     38.3      C2186  2  713 
  7.47       145.0      1.9250     10.1552   0.4679     38.3      C2186  2  714 
  7.47       145.0      2.1000      9.1755   0.3890     38.3      C2186  2  715 
  7.47       145.0      2.3000      8.1771   0.3707     38.3      C2186  2  716 
  7.47       145.0      2.5000      6.8195   0.3429     38.3      C2186  2  717 
  7.47       145.0      2.7000      5.6665   0.3173     38.3      C2186  2  718 
  7.47       145.0      2.9000      4.9929   0.3016     38.3      C2186  2  719 
  7.47       145.0      3.1000      4.3283   0.2831     38.3      C2186  2  720 
  7.47       145.0      3.3000      3.9867   0.2752     38.3      C2186  2  721 
  7.47       145.0      3.5000      3.1219   0.2467     38.3      C2186  2  722 
  7.47       145.0      3.7000      2.5816   0.2277     38.3      C2186  2  723 
  7.47       145.0      3.9000      2.3842   0.2218     38.3      C2186  2  724 
  7.47       145.0      4.1250      2.0001   0.1842     38.3      C2186  2  725 
  7.47       145.0      4.3750      1.7270   0.1738     38.3      C2186  2  726 
  7.47       145.0      4.6250      1.3034   0.1528     38.3      C2186  2  727 
  7.47       145.0      4.8750      1.1752   0.1461     38.3      C2186  2  728 
  7.47       145.0      5.1250      0.6228   0.1079     38.3      C2186  2  729 
  7.47       145.0      5.3750      0.8746   0.1293     38.3      C2186  2  730 
  7.47       145.0      5.6250      0.9114   0.1333     38.3      C2186  2  731 
  7.47       145.0      5.8750      0.6601   0.1150     38.3      C2186  2  732 
  7.47       145.0      6.1250      0.4817   0.0993     38.3      C2186  2  733 
  7.47       145.0      6.3750      0.4644   0.0980     38.3      C2186  2  734 
  7.47       145.0      6.6250      0.2957   0.0791     38.3      C2186  2  735 
  7.47       145.0      6.8750      0.3982   0.0932     38.3      C2186  2  736 
  7.47       145.0      7.1250      0.2482   0.0750     38.3      C2186  2  737 
  7.47       145.0      7.3750      0.1769   0.0641     38.3      C2186  2  738 
  7.47       145.0      7.6250      0.1950   0.0668     38.3      C2186  2  739 
  7.47       145.0      7.8750      0.1709   0.0624     38.3      C2186  2  740 
  7.47       145.0      8.1500      0.1508   0.0544     38.3      C2186  2  741 
  7.47       145.0      8.4500      0.2002   0.0647     38.3      C2186  2  742 
  7.47       145.0      8.7500      0.1252   0.0521     38.3      C2186  2  743 
  7.47       145.0      9.0500      0.0816   0.0433     38.3      C2186  2  744 
  7.47       145.0      9.3500      0.0869   0.0457     38.3      C2186  2  745 
  7.47       145.0      9.6500      0.0889   0.0501     38.3      C2186  2  746 
  7.47       145.0      9.9500      0.0244   0.0487     38.3      C2186  2  747 
  7.47       145.0     10.2500      0.0002   0.0607     38.3      C2186  2  748 
  7.47       145.0     10.5500      0.0002   0.0475     38.3      C2186  2  749 
  7.47       145.0     10.8500      0.0002   0.0492     38.3      C2186  2  750 
  7.47       145.0     11.1500      0.0002   0.0293     38.3      C2186  2  751 
  7.47       145.0     11.4500      0.0278   0.0284     38.3      C2186  2  752 
  7.47       145.0     11.7500      0.0274   0.0350     38.3      C2186  2  753 
  7.47       145.0     12.0500      0.0271   0.0242     38.3      C2186  2  754 
  7.47       145.0     12.3500      0.0254   0.0251     38.3      C2186  2  755 
  7.47       145.0     12.6500      0.0237   0.0223     38.3      C2186  2  756 
  7.47       145.0     12.9500      0.0265   0.0237     38.3      C2186  2  757 
  7.47       145.0     13.2500      0.0352   0.0275     38.3      C2186  2  758 
  7.47       145.0     13.5500      0.0370   0.0285     38.3      C2186  2  759 
 10.45         0.1      0.5750     28.5913   0.6813     24.7      C2186  2  760 
 10.45         0.1      0.7250     32.3383   0.6470     24.7      C2186  2  761 
 10.45         0.1      0.8750     38.8835   0.6857     24.7      C2186  2  762 
 10.45         0.1      1.0250     38.4433   0.6696     24.7      C2186  2  763 
 10.45         0.1      1.1750     41.3084   0.6947     24.7      C2186  2  764 
 10.45         0.1      1.3250     38.2130   0.6688     24.7      C2186  2  765 
 10.45         0.1      1.4750     36.9565   0.6602     24.7      C2186  2  766 
 10.45         0.1      1.6250     34.4850   0.6418     24.7      C2186  2  767 
 10.45         0.1      1.7750     30.9714   0.6135     24.7      C2186  2  768 
 10.45         0.1      1.9250     31.0376   0.6202     24.7      C2186  2  769 
 10.45         0.1      2.1000     26.9418   0.5052     24.7      C2186  2  770 
 10.45         0.1      2.3000     25.2222   0.4933     24.7      C2186  2  771 
 10.45         0.1      2.5000     22.8533   0.4745     24.7      C2186  2  772 
 10.45         0.1      2.7000     19.5099   0.4439     24.7      C2186  2  773 
 10.45         0.1      2.9000     17.8337   0.4301     24.7      C2186  2  774 
 10.45         0.1      3.1000     15.9001   0.4113     24.7      C2186  2  775 
 10.45         0.1      3.3000     13.8778   0.3883     24.7      C2186  2  776 
 10.45         0.1      3.5000     12.3665   0.3709     24.7      C2186  2  777 
 10.45         0.1      3.7000     10.5339   0.3463     24.7      C2186  2  778 
 10.45         0.1      3.9000      9.8670   0.3397     24.7      C2186  2  779 
 10.45         0.1      4.1250      8.7628   0.2907     24.7      C2186  2  780 
 10.45         0.1      4.3750      8.0698   0.2831     24.7      C2186  2  781 
 10.45         0.1      4.6250      6.7295   0.2620     24.7      C2186  2  782 
 10.45         0.1      4.8750      6.2759   0.2561     24.7      C2186  2  783 
 10.45         0.1      5.1250      5.2335   0.2366     24.7      C2186  2  784 
 10.45         0.1      5.3750      5.1060   0.2359     24.7      C2186  2  785 
 10.45         0.1      5.6250      4.1658   0.2146     24.7      C2186  2  786 
 10.45         0.1      5.8750      3.8840   0.2096     24.7      C2186  2  787 
 10.45         0.1      6.1250      3.5023   0.2123     24.7      C2186  2  788 
 10.45         0.1      6.3750      3.1785   0.1932     24.7      C2186  2  789 
 10.45         0.1      6.6250      2.8962   0.2245     24.7      C2186  2  790 
 10.45         0.1      6.8750      2.6494   0.2610     24.7      C2186  2  791 
 10.45         0.1      7.1250      2.4320   0.2186     24.7      C2186  2  792 
 10.45         0.1      7.3750      2.2395   0.1843     24.7      C2186  2  793 
 10.45         0.1      7.6250      2.0685   0.1686     24.7      C2186  2  794 
 10.45         0.1      7.8750      2.1045   0.1636     24.7      C2186  2  795 
 10.45         0.1      8.1500      1.6518   0.1352     24.7      C2186  2  796 
 10.45         0.1      8.4500      1.5910   0.1371     24.7      C2186  2  797 
 10.45         0.1      8.7500      1.7540   0.1463     24.7      C2186  2  798 
 10.45         0.1      9.0500      1.4715   0.1340     24.7      C2186  2  799 
 10.45         0.1      9.3500      1.2332   0.1216     24.7      C2186  2  800 
 10.45         0.1      9.6500      1.0828   0.1148     24.7      C2186  2  801 
 10.45         0.1      9.9500      1.2246   0.1244     24.7      C2186  2  802 
 10.45         0.1     10.2500      1.2459   0.1265     24.7      C2186  2  803 
 10.45         0.1     10.5500      1.0203   0.1141     24.7      C2186  2  804 
 10.45         0.1     10.8500      0.7297   0.0956     24.7      C2186  2  805 
 10.45         0.1     11.1500      0.7463   0.0963     24.7      C2186  2  806 
 10.45         0.1     11.4500      0.7147   0.0948     24.7      C2186  2  807 
 10.45         0.1     11.7500      0.7067   0.0942     24.7      C2186  2  808 
 10.45         0.1     12.0500      0.4588   0.0754     24.7      C2186  2  809 
 10.45         0.1     12.3500      0.3414   0.0641     24.7      C2186  2  810 
 10.45         0.1     12.6500      0.2869   0.0591     24.7      C2186  2  811 
 10.45         0.1     12.9500      0.3440   0.0653     24.7      C2186  2  812 
 10.45         0.1     13.2500      0.3346   0.0655     24.7      C2186  2  813 
 10.45         0.1     13.5500      0.2333   0.0556     24.7      C2186  2  814 
 10.45         0.1     13.8500      0.1345   0.0650     24.7      C2186  2  815 
 10.45         0.1     14.2500      0.1888   0.0395     24.7      C2186  2  816 
 10.45         0.1     14.7500      0.1369   0.0334     24.7      C2186  2  817 
 10.45         0.1     15.2500      0.0855   0.0265     24.7      C2186  2  818 
 10.45         0.1     15.7500      0.0455   0.0200     24.7      C2186  2  819 
 10.45         0.1     16.2500      0.0279   0.0165     24.7      C2186  2  820 
 10.45         0.1     16.7500      0.0118   0.0124     24.7      C2186  2  821 
 10.45         0.1     17.2500      0.0002   0.0078     24.7      C2186  2  822 
 10.45        15.0      0.5750     28.6343   0.6846     24.7      C2186  2  823 
 10.45        15.0      0.7250     30.7527   0.6301     24.7      C2186  2  824 
 10.45        15.0      0.8750     37.0229   0.6708     24.7      C2186  2  825 
 10.45        15.0      1.0250     38.4547   0.6729     24.7      C2186  2  826 
 10.45        15.0      1.1750     39.9376   0.6815     24.7      C2186  2  827 
 10.45        15.0      1.3250     38.0439   0.6679     24.7      C2186  2  828 
 10.45        15.0      1.4750     36.1491   0.6564     24.7      C2186  2  829 
 10.45        15.0      1.6250     34.2462   0.6421     24.7      C2186  2  830 
 10.45        15.0      1.7750     31.1050   0.6154     24.7      C2186  2  831 
 10.45        15.0      1.9250     28.9691   0.5980     24.7      C2186  2  832 
 10.45        15.0      2.1000     26.6533   0.5017     24.7      C2186  2  833 
 10.45        15.0      2.3000     24.0657   0.4831     24.7      C2186  2  834 
 10.45        15.0      2.5000     21.6111   0.4630     24.7      C2186  2  835 
 10.45        15.0      2.7000     19.1381   0.4411     24.7      C2186  2  836 
 10.45        15.0      2.9000     16.8248   0.4184     24.7      C2186  2  837 
 10.45        15.0      3.1000     14.9397   0.3989     24.7      C2186  2  838 
 10.45        15.0      3.3000     13.2770   0.3806     24.7      C2186  2  839 
 10.45        15.0      3.5000     11.3972   0.3573     24.7      C2186  2  840 
 10.45        15.0      3.7000     10.5799   0.3494     24.7      C2186  2  841 
 10.45        15.0      3.9000      9.2845   0.3313     24.7      C2186  2  842 
 10.45        15.0      4.1250      8.4706   0.2867     24.7      C2186  2  843 
 10.45        15.0      4.3750      7.2950   0.2690     24.7      C2186  2  844 
 10.45        15.0      4.6250      6.1723   0.2515     24.7      C2186  2  845 
 10.45        15.0      4.8750      5.7378   0.2461     24.7      C2186  2  846 
 10.45        15.0      5.1250      4.7889   0.2268     24.7      C2186  2  847 
 10.45        15.0      5.3750      4.3776   0.2188     24.7      C2186  2  848 
 10.45        15.0      5.6250      3.9911   0.2110     24.7      C2186  2  849 
 10.45        15.0      5.8750      3.6336   0.2195     24.7      C2186  2  850 
 10.45        15.0      6.1250      3.3279   0.2381     24.7      C2186  2  851 
 10.45        15.0      6.3750      3.0307   0.2308     24.7      C2186  2  852 
 10.45        15.0      6.6250      2.7764   0.1890     24.7      C2186  2  853 
 10.45        15.0      6.8750      2.5787   0.1810     24.7      C2186  2  854 
 10.45        15.0      7.1250      2.4416   0.1784     24.7      C2186  2  855 
 10.45        15.0      7.3750      2.2481   0.1718     24.7      C2186  2  856 
 10.45        15.0      7.6250      2.0728   0.1618     24.7      C2186  2  857 
 10.45        15.0      7.8750      1.8460   0.1512     24.7      C2186  2  858 
 10.45        15.0      8.1500      1.7680   0.1395     24.7      C2186  2  859 
 10.45        15.0      8.4500      1.6734   0.1415     24.7      C2186  2  860 
 10.45        15.0      8.7500      1.4945   0.1350     24.7      C2186  2  861 
 10.45        15.0      9.0500      1.1210   0.1160     24.7      C2186  2  862 
 10.45        15.0      9.3500      1.1018   0.1146     24.7      C2186  2  863 
 10.45        15.0      9.6500      0.9778   0.1094     24.7      C2186  2  864 
 10.45        15.0      9.9500      0.8440   0.1036     24.7      C2186  2  865 
 10.45        15.0     10.2500      0.7640   0.0998     24.7      C2186  2  866 
 10.45        15.0     10.5500      0.7376   0.0979     24.7      C2186  2  867 
 10.45        15.0     10.8500      0.6468   0.0906     24.7      C2186  2  868 
 10.45        15.0     11.1500      0.5984   0.0866     24.7      C2186  2  869 
 10.45        15.0     11.4500      0.4421   0.0746     24.7      C2186  2  870 
 10.45        15.0     11.7500      0.4102   0.0719     24.7      C2186  2  871 
 10.45        15.0     12.0500      0.3472   0.0660     24.7      C2186  2  872 
 10.45        15.0     12.3500      0.3865   0.0686     24.7      C2186  2  873 
 10.45        15.0     12.6500      0.2975   0.0608     24.7      C2186  2  874 
 10.45        15.0     12.9500      0.2493   0.0559     24.7      C2186  2  875 
 10.45        15.0     13.2500      0.1890   0.0491     24.7      C2186  2  876 
 10.45        15.0     13.5500      0.1277   0.0416     24.7      C2186  2  877 
 10.45        15.0     13.8500      0.1423   0.0444     24.7      C2186  2  878 
 10.45        15.0     14.2500      0.1212   0.0317     24.7      C2186  2  879 
 10.45        15.0     14.7500      0.0739   0.0253     24.7      C2186  2  880 
 10.45        15.0     15.2500      0.0507   0.0211     24.7      C2186  2  881 
 10.45        15.0     15.7500      0.0404   0.0193     24.7      C2186  2  882 
 10.45        15.0     16.2500      0.0228   0.0159     24.7      C2186  2  883 
 10.45        15.0     16.7500      0.0028   0.0098     24.7      C2186  2  884 
 10.45        15.0     17.2500      0.0014   0.0092     24.7      C2186  2  885 
 10.45        30.0      0.5750     29.5147   0.6900     24.7      C2186  2  886 
 10.45        30.0      0.7250     31.1844   0.6325     24.7      C2186  2  887 
 10.45        30.0      0.8750     36.1949   0.6607     24.7      C2186  2  888 
 10.45        30.0      1.0250     38.5571   0.6717     24.7      C2186  2  889 
 10.45        30.0      1.1750     39.5385   0.6808     24.7      C2186  2  890 
 10.45        30.0      1.3250     37.9639   0.6667     24.7      C2186  2  891 
 10.45        30.0      1.4750     35.6535   0.6496     24.7      C2186  2  892 
 10.45        30.0      1.6250     34.1429   0.6388     24.7      C2186  2  893 
 10.45        30.0      1.7750     31.8009   0.6203     24.7      C2186  2  894 
 10.45        30.0      1.9250     29.0991   0.5982     24.7      C2186  2  895 
 10.45        30.0      2.1000     26.8862   0.5034     24.7      C2186  2  896 
 10.45        30.0      2.3000     23.2397   0.4742     24.7      C2186  2  897 
 10.45        30.0      2.5000     20.7725   0.4533     24.7      C2186  2  898 
 10.45        30.0      2.7000     18.3481   0.4306     24.7      C2186  2  899 
 10.45        30.0      2.9000     15.2260   0.3974     24.7      C2186  2  900 
 10.45        30.0      3.1000     13.7775   0.3824     24.7      C2186  2  901 
 10.45        30.0      3.3000     11.5954   0.3547     24.7      C2186  2  902 
 10.45        30.0      3.5000     10.5858   0.3432     24.7      C2186  2  903 
 10.45        30.0      3.7000      9.4692   0.3299     24.7      C2186  2  904 
 10.45        30.0      3.9000      8.6311   0.3202     24.7      C2186  2  905 
