ENTRY            C0838   20120123                             C114C083800000001 
SUBENT        C0838001   20120123                             C114C083800100001 
BIB                 12         23                                 C083800100002 
INSTITUTE  (1USAMIT,1USAOHO)                                      C083800100003 
REFERENCE  (J,NSE,138,145,200106)                                 C083800100004 
           (C,97TRIEST,2,1655,1997) prelim.results                C083800100005 
AUTHOR     (W.B.Howard,S.M.Grimes,T.N.Massey,S.I.Al-Quraishi,     C083800100006 
           D.K.Jacobs,C.E.Brient,J.C.Yanch)                       C083800100007 
TITLE      Measurement of the Thick-Target 9Be(p,n) Neutron EnergyC083800100008 
            Spectra                                               C083800100009 
FACILITY   (VDGT,1USAOHO) Beam swinger facility at tandem Van de  C083800100010 
            Graaff.                                               C083800100011 
SAMPLE     Beryllium targets, 99.9% pure, 0.25 or 0.5 mm thick    C083800100012 
            (thick enough to stop 4-MeV protons).                 C083800100013 
METHOD     (TOF,PSD) Neutron time-of-flight; 10-m flight path.    C083800100014 
DETECTOR   (GLASD) Four Li-loaded (95% 6Li) glass scintillators   C083800100015 
            used to detect neutrons.                              C083800100016 
CORRECTION Corrected for background.                              C083800100017 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       C083800100018 
STATUS     (APRVD) Approved by T. Massey, 16 August 2002.         C083800100019 
           (TABLE) Data received by email from T. Massey,         C083800100020 
            2 August 2001.                                        C083800100021 
HISTORY    (20020814C) VM                                         C083800100022 
           (20100610A) VM: subentry 003 updated.                  C083800100023 
           (20110121A) OS. Reaction in Sub.3 modified             C083800100024 
           (20120123U) SD: ref. added.                            C083800100025 
ENDBIB              23          0                                 C083800100026 
NOCOMMON             0          0                                 C083800100027 
ENDSUBENT           26          0                                 C083800199999 
SUBENT        C0838003   20110123                             C104C083800300001 
BIB                  2          5                                 C083800300002 
REACTION   (4-BE-9(P,X)0-NN-1,,TTY/PY/DA/DE,,AV)                  C083800300003 
HISTORY    (20030127A) Comment added.                             C083800300004 
           (20040504A) Reaction updated.                          C083800300005 
           (20100610A) Reaction updated.                          C083800300006 
           (20110121A) OS. REACTION SF6 corrected                 C083800300007 
ENDBIB               5          0                                 C083800300008 
NOCOMMON             0          0                                 C083800300009 
DATA                 6       1734                                 C083800300010 
EN         ANG        E-MEAN     E-RSL      DATA       ERR-S      C083800300011 
MEV        ADEG       MEV        MEV        P/MEVMUCSR P/MEVMUCSR C083800300012 
  4.0       20.         0.190      0.010     3.7630E+07 2.5431E+06C083800300992 
  4.0       20.         0.210      0.010     3.9477E+07 2.6210E+06C083800300993 
  4.0       20.         0.230      0.010     3.9463E+07 2.0670E+06C083800300994 
  4.0       20.         0.250      0.010     4.8004E+07 2.1267E+06C083800300995 
  4.0       20.         0.270      0.010     4.1530E+07 2.0548E+06C083800300996 
  4.0       20.         0.290      0.010     4.2220E+07 2.0569E+06C083800300997 
  4.0       20.         0.310      0.010     6.4959E+07 2.5116E+06C083800300998 
  4.0       20.         0.330      0.010     6.3479E+07 2.5136E+06C083800300999 
  4.0       20.         0.350      0.010     8.2047E+07 3.1420E+06C083800301000 
  4.0       20.         0.370      0.010     5.6628E+07 2.4024E+06C083800301001 
  4.0       20.         0.390      0.010     6.2135E+07 2.4197E+06C083800301002 
  4.0       20.         0.410      0.010     6.7569E+07 2.5785E+06C083800301003 
  4.0       20.         0.430      0.010     8.3214E+07 3.2715E+06C083800301004 
  4.0       20.         0.450      0.010     7.0299E+07 2.8754E+06C083800301005 
  4.0       20.         0.470      0.010     8.2385E+07 3.8217E+06C083800301006 
  4.0       20.         0.490      0.010     7.3172E+07 3.6415E+06C083800301007 
  4.0       20.         0.510      0.010     9.3002E+07 4.9095E+06C083800301008 
  4.0       20.         0.530      0.010     9.5836E+07 5.0093E+06C083800301009 
  4.0       20.         0.550      0.010     1.0313E+08 5.3381E+06C083800301010 
  4.0       20.         0.570      0.010     1.0192E+08 5.6053E+06C083800301011 
  4.0       20.         0.590      0.010     1.0451E+08 5.7592E+06C083800301012 
  4.0       20.         0.610      0.010     1.0358E+08 6.3498E+06C083800301013 
  4.0       20.         0.630      0.010     1.0296E+08 6.4160E+06C083800301014 
  4.0       20.         0.650      0.010     6.9639E+07 4.1915E+06C083800301015 
  4.0       20.         0.670      0.010     8.1402E+07 5.4857E+06C083800301016 
  4.0       20.         0.690      0.010     7.5077E+07 5.0281E+06C083800301017 
  4.0       20.         0.725      0.025     6.7222E+07 2.7898E+06C083800301018 
  4.0       20.         0.775      0.025     5.4769E+07 2.2266E+06C083800301019 
  4.0       20.         0.825      0.025     5.8350E+07 2.4522E+06C083800301020 
  4.0       20.         0.875      0.025     5.2559E+07 2.1243E+06C083800301021 
  4.0       20.         0.925      0.025     5.5774E+07 2.2081E+06C083800301022 
  4.0       20.         0.975      0.025     5.3176E+07 2.0605E+06C083800301023 
  4.0       20.         1.025      0.025     4.9051E+07 2.0504E+06C083800301024 
  4.0       20.         1.075      0.025     4.7338E+07 2.0261E+06C083800301025 
  4.0       20.         1.125      0.025     4.9045E+07 2.0815E+06C083800301026 
  4.0       20.         1.175      0.025     5.1017E+07 2.1842E+06C083800301027 
  4.0       20.         1.225      0.025     4.8983E+07 2.0914E+06C083800301028 
  4.0       20.         1.275      0.025     3.9050E+07 1.6402E+06C083800301029 
  4.0       20.         1.325      0.025     4.2103E+07 1.7515E+06C083800301030 
  4.0       20.         1.375      0.025     4.4551E+07 1.9968E+06C083800301031 
  4.0       20.         1.425      0.025     4.1500E+07 1.8545E+06C083800301032 
  4.0       20.         1.475      0.025     4.1712E+07 1.8599E+06C083800301033 
  4.0       20.         1.525      0.025     4.0779E+07 1.7190E+06C083800301034 
  4.0       20.         1.575      0.025     4.3558E+07 1.8867E+06C083800301035 
  4.0       20.         1.625      0.025     4.8308E+07 2.0534E+06C083800301036 
  4.0       20.         1.675      0.025     4.9676E+07 2.0977E+06C083800301037 
  4.0       20.         1.725      0.025     4.6006E+07 1.8807E+06C083800301038 
  4.0       20.         1.775      0.025     5.9153E+07 2.5417E+06C083800301039 
  4.0       20.         1.825      0.025     5.4168E+07 2.1852E+06C083800301040 
  4.0       20.         1.875      0.025     4.8400E+07 1.9727E+06C083800301041 
  4.0       20.         1.925      0.025     4.7119E+07 1.8671E+06C083800301042 
  4.0       20.         1.975      0.025     4.9856E+07 2.0410E+06C083800301043 
  4.0       20.         2.025      0.025     3.7945E+07 1.5590E+06C083800301044 
  4.0       20.         2.075      0.025     1.7464E+07 9.2334E+05C083800301045 
  4.0       40.         0.090      0.010     1.9706E+07 4.1824E+06C083800301046 
  4.0       40.         0.110      0.010     2.4685E+07 4.3731E+06C083800301047 
  4.0       40.         0.130      0.010     3.5367E+07 5.6930E+06C083800301048 
  4.0       40.         0.150      0.010     3.2439E+07 4.6782E+06C083800301049 
  4.0       40.         0.170      0.010     3.2993E+07 3.6107E+06C083800301050 
  4.0       40.         0.190      0.010     3.7499E+07 3.4429E+06C083800301051 
  4.0       40.         0.210      0.010     3.8344E+07 2.9475E+06C083800301052 
  4.0       40.         0.230      0.010     3.8141E+07 1.8587E+06C083800301053 
  4.0       40.         0.250      0.010     4.5049E+07 1.8392E+06C083800301054 
  4.0       40.         0.270      0.010     3.9155E+07 1.8161E+06C083800301055 
  4.0       40.         0.290      0.010     3.8457E+07 1.7291E+06C083800301056 
  4.0       40.         0.310      0.010     5.7777E+07 1.8631E+06C083800301057 
  4.0       40.         0.330      0.010     5.8813E+07 1.8988E+06C083800301058 
  4.0       40.         0.350      0.010     6.8806E+07 2.0297E+06C083800301059 
  4.0       40.         0.370      0.010     5.4592E+07 1.8665E+06C083800301060 
  4.0       40.         0.390      0.010     6.0371E+07 1.9088E+06C083800301061 
  4.0       40.         0.410      0.010     6.3985E+07 1.9761E+06C083800301062 
  4.0       40.         0.430      0.010     7.9365E+07 2.3454E+06C083800301063 
  4.0       40.         0.450      0.010     6.6005E+07 2.0810E+06C083800301064 
  4.0       40.         0.470      0.010     7.2904E+07 2.3664E+06C083800301065 
  4.0       40.         0.490      0.010     6.6977E+07 2.3478E+06C083800301066 
  4.0       40.         0.510      0.010     7.8258E+07 2.7345E+06C083800301067 
  4.0       40.         0.530      0.010     7.9693E+07 2.7123E+06C083800301068 
  4.0       40.         0.550      0.010     9.7878E+07 3.4267E+06C083800301069 
  4.0       40.         0.570      0.010     8.4014E+07 3.0019E+06C083800301070 
  4.0       40.         0.590      0.010     8.8933E+07 3.2626E+06C083800301071 
  4.0       40.         0.610      0.010     8.6084E+07 3.2477E+06C083800301072 
  4.0       40.         0.630      0.010     8.4484E+07 3.2526E+06C083800301073 
  4.0       40.         0.650      0.010     6.2114E+07 2.4953E+06C083800301074 
  4.0       40.         0.670      0.010     6.6057E+07 2.6047E+06C083800301075 
  4.0       40.         0.690      0.010     5.6389E+07 2.3349E+06C083800301076 
  4.0       40.         0.725      0.025     6.3585E+07 1.7698E+06C083800301077 
  4.0       40.         0.775      0.025     5.7001E+07 1.6669E+06C083800301078 
  4.0       40.         0.825      0.025     5.3015E+07 1.5529E+06C083800301079 
  4.0       40.         0.875      0.025     5.2229E+07 1.5493E+06C083800301080 
  4.0       40.         0.925      0.025     5.5860E+07 1.6246E+06C083800301081 
  4.0       40.         0.975      0.025     5.2934E+07 1.5427E+06C083800301082 
  4.0       40.         1.025      0.025     5.2639E+07 1.5775E+06C083800301083 
  4.0       40.         1.075      0.025     4.3240E+07 1.3340E+06C083800301084 
  4.0       40.         1.125      0.025     4.3807E+07 1.3732E+06C083800301085 
  4.0       40.         1.175      0.025     5.2293E+07 1.6274E+06C083800301086 
  4.0       40.         1.225      0.025     4.2898E+07 1.3275E+06C083800301087 
  4.0       40.         1.275      0.025     3.7164E+07 1.1670E+06C083800301088 
  4.0       40.         1.325      0.025     4.1647E+07 1.3402E+06C083800301089 
  4.0       40.         1.375      0.025     3.8015E+07 1.2463E+06C083800301090 
  4.0       40.         1.425      0.025     4.2037E+07 1.3606E+06C083800301091 
  4.0       40.         1.475      0.025     3.7522E+07 1.2332E+06C083800301092 
  4.0       40.         1.525      0.025     4.0579E+07 1.2965E+06C083800301093 
  4.0       40.         1.575      0.025     4.1492E+07 1.3009E+06C083800301094 
  4.0       40.         1.625      0.025     4.4026E+07 1.3892E+06C083800301095 
  4.0       40.         1.675      0.025     4.2138E+07 1.3168E+06C083800301096 
  4.0       40.         1.725      0.025     4.2773E+07 1.3660E+06C083800301097 
  4.0       40.         1.775      0.025     4.7791E+07 1.4820E+06C083800301098 
  4.0       40.         1.825      0.025     4.6372E+07 1.3820E+06C083800301099 
  4.0       40.         1.875      0.025     3.9778E+07 1.1509E+06C083800301100 
  4.0       40.         1.925      0.025     4.3286E+07 1.2629E+06C083800301101 
  4.0       40.         1.975      0.025     4.4932E+07 1.3181E+06C083800301102 
  4.0       40.         2.025      0.025     3.3872E+07 1.0560E+06C083800301103 
  4.0       40.         2.075      0.025     1.1786E+07 5.8501E+05C083800301104 
  4.0       60.         0.090      0.010     2.1768E+07 3.0072E+06C083800301105 
  4.0       60.         0.110      0.010     2.8480E+07 2.9547E+06C083800301106 
  4.0       60.         0.130      0.010     3.4916E+07 3.0252E+06C083800301107 
  4.0       60.         0.150      0.010     3.5967E+07 2.8227E+06C083800301108 
  4.0       60.         0.170      0.010     3.7869E+07 2.7052E+06C083800301109 
  4.0       60.         0.190      0.010     4.0954E+07 2.7890E+06C083800301110 
  4.0       60.         0.210      0.010     4.1006E+07 2.7439E+06C083800301111 
  4.0       60.         0.230      0.010     3.9740E+07 2.1017E+06C083800301112 
  4.0       60.         0.250      0.010     4.9460E+07 2.2143E+06C083800301113 
  4.0       60.         0.270      0.010     4.0172E+07 2.0104E+06C083800301114 
  4.0       60.         0.290      0.010     3.8839E+07 1.9221E+06C083800301115 
  4.0       60.         0.310      0.010     5.9428E+07 2.3685E+06C083800301116 
  4.0       60.         0.330      0.010     6.0240E+07 2.4556E+06C083800301117 
  4.0       60.         0.350      0.010     7.0991E+07 2.8371E+06C083800301118 
  4.0       60.         0.370      0.010     5.0530E+07 2.2268E+06C083800301119 
  4.0       60.         0.390      0.010     5.5057E+07 2.2437E+06C083800301120 
  4.0       60.         0.410      0.010     5.8577E+07 2.3538E+06C083800301121 
  4.0       60.         0.430      0.010     7.5898E+07 3.1244E+06C083800301122 
  4.0       60.         0.450      0.010     6.5958E+07 2.8187E+06C083800301123 
  4.0       60.         0.470      0.010     7.4669E+07 3.6333E+06C083800301124 
  4.0       60.         0.490      0.010     6.6954E+07 3.4650E+06C083800301125 
  4.0       60.         0.510      0.010     7.6990E+07 4.2847E+06C083800301126 
  4.0       60.         0.530      0.010     7.3918E+07 4.1433E+06C083800301127 
  4.0       60.         0.550      0.010     7.2117E+07 4.1104E+06C083800301128 
  4.0       60.         0.570      0.010     6.5508E+07 4.0123E+06C083800301129 
  4.0       60.         0.590      0.010     6.4300E+07 3.9867E+06C083800301130 
  4.0       60.         0.610      0.010     6.3161E+07 4.3724E+06C083800301131 
  4.0       60.         0.630      0.010     6.9780E+07 4.8019E+06C083800301132 
  4.0       60.         0.650      0.010     5.0889E+07 3.4150E+06C083800301133 
  4.0       60.         0.670      0.010     6.4290E+07 4.7067E+06C083800301134 
  4.0       60.         0.690      0.010     5.8186E+07 4.2603E+06C083800301135 
  4.0       60.         0.725      0.025     6.2637E+07 2.7596E+06C083800301136 
  4.0       60.         0.775      0.025     5.5384E+07 2.3687E+06C083800301137 
  4.0       60.         0.825      0.025     5.9865E+07 2.6303E+06C083800301138 
  4.0       60.         0.875      0.025     5.6941E+07 2.3821E+06C083800301139 
  4.0       60.         0.925      0.025     6.2062E+07 2.5330E+06C083800301140 
  4.0       60.         0.975      0.025     5.8998E+07 2.3612E+06C083800301141 
  4.0       60.         1.025      0.025     6.1774E+07 2.5861E+06C083800301142 
  4.0       60.         1.075      0.025     5.5878E+07 2.4273E+06C083800301143 
  4.0       60.         1.125      0.025     5.8229E+07 2.5122E+06C083800301144 
  4.0       60.         1.175      0.025     6.4758E+07 2.7757E+06C083800301145 
  4.0       60.         1.225      0.025     6.5212E+07 2.7644E+06C083800301146 
  4.0       60.         1.275      0.025     5.1375E+07 2.1525E+06C083800301147 
  4.0       60.         1.325      0.025     5.5970E+07 2.3088E+06C083800301148 
  4.0       60.         1.375      0.025     5.2535E+07 2.4150E+06C083800301149 
  4.0       60.         1.425      0.025     5.0486E+07 2.2814E+06C083800301150 
  4.0       60.         1.475      0.025     4.7834E+07 2.1978E+06C083800301151 
  4.0       60.         1.525      0.025     4.4188E+07 1.9615E+06C083800301152 
  4.0       60.         1.575      0.025     4.0640E+07 1.9262E+06C083800301153 
  4.0       60.         1.625      0.025     4.1540E+07 1.9654E+06C083800301154 
  4.0       60.         1.675      0.025     3.8096E+07 1.8417E+06C083800301155 
  4.0       60.         1.725      0.025     3.0681E+07 1.5320E+06C083800301156 
  4.0       60.         1.775      0.025     2.2235E+07 1.4287E+06C083800301157 
  4.0       60.         1.825      0.025     2.9998E+06 7.2057E+05C083800301158 
  4.0       80.         0.090      0.010     1.9113E+07 4.0824E+06C083800301159 
  4.0       80.         0.110      0.010     2.4088E+07 4.2773E+06C083800301160 
  4.0       80.         0.130      0.010     3.6211E+07 5.8472E+06C083800301161 
  4.0       80.         0.150      0.010     3.0306E+07 4.4165E+06C083800301162 
  4.0       80.         0.170      0.010     3.2792E+07 3.6107E+06C083800301163 
  4.0       80.         0.190      0.010     3.8833E+07 3.5830E+06C083800301164 
  4.0       80.         0.210      0.010     3.7396E+07 2.8943E+06C083800301165 
  4.0       80.         0.230      0.010     3.6837E+07 1.8204E+06C083800301166 
  4.0       80.         0.250      0.010     4.3277E+07 1.7989E+06C083800301167 
  4.0       80.         0.270      0.010     3.5996E+07 1.6958E+06C083800301168 
  4.0       80.         0.290      0.010     3.3702E+07 1.5462E+06C083800301169 
  4.0       80.         0.310      0.010     5.0228E+07 1.6904E+06C083800301170 
  4.0       80.         0.330      0.010     5.2391E+07 1.7676E+06C083800301171 
  4.0       80.         0.350      0.010     6.3591E+07 1.9752E+06C083800301172 
  4.0       80.         0.370      0.010     5.0148E+07 1.7857E+06C083800301173 
  4.0       80.         0.390      0.010     5.6730E+07 1.8792E+06C083800301174 
  4.0       80.         0.410      0.010     6.0530E+07 1.9639E+06C083800301175 
  4.0       80.         0.430      0.010     6.8300E+07 2.1752E+06C083800301176 
  4.0       80.         0.450      0.010     5.2889E+07 1.8206E+06C083800301177 
  4.0       80.         0.470      0.010     5.7763E+07 2.0699E+06C083800301178 
  4.0       80.         0.490      0.010     4.9091E+07 1.9278E+06C083800301179 
  4.0       80.         0.510      0.010     5.3509E+07 2.1541E+06C083800301180 
  4.0       80.         0.530      0.010     5.2498E+07 2.1070E+06C083800301181 
  4.0       80.         0.550      0.010     6.2738E+07 2.5886E+06C083800301182 
  4.0       80.         0.570      0.010     5.6598E+07 2.3783E+06C083800301183 
  4.0       80.         0.590      0.010     6.0732E+07 2.6025E+06C083800301184 
  4.0       80.         0.610      0.010     5.5605E+07 2.5048E+06C083800301185 
  4.0       80.         0.630      0.010     6.1170E+07 2.7325E+06C083800301186 
  4.0       80.         0.650      0.010     5.0279E+07 2.2770E+06C083800301187 
  4.0       80.         0.670      0.010     6.4216E+07 2.7194E+06C083800301188 
  4.0       80.         0.690      0.010     5.6146E+07 2.4816E+06C083800301189 
  4.0       80.         0.725      0.025     6.6773E+07 1.9634E+06C083800301190 
  4.0       80.         0.775      0.025     6.5883E+07 1.9774E+06C083800301191 
  4.0       80.         0.825      0.025     6.3229E+07 1.8839E+06C083800301192 
  4.0       80.         0.875      0.025     6.7028E+07 1.9813E+06C083800301193 
  4.0       80.         0.925      0.025     7.2827E+07 2.1068E+06C083800301194 
  4.0       80.         0.975      0.025     7.0677E+07 2.0337E+06C083800301195 
  4.0       80.         1.025      0.025     7.1027E+07 2.0961E+06C083800301196 
  4.0       80.         1.075      0.025     6.4796E+07 1.9032E+06C083800301197 
  4.0       80.         1.125      0.025     6.3830E+07 1.9162E+06C083800301198 
  4.0       80.         1.175      0.025     7.5796E+07 2.2683E+06C083800301199 
  4.0       80.         1.225      0.025     6.6661E+07 1.9350E+06C083800301200 
  4.0       80.         1.275      0.025     5.6803E+07 1.6802E+06C083800301201 
  4.0       80.         1.325      0.025     6.4973E+07 1.9537E+06C083800301202 
  4.0       80.         1.375      0.025     6.0313E+07 1.8395E+06C083800301203 
  4.0       80.         1.425      0.025     5.8067E+07 1.8242E+06C083800301204 
  4.0       80.         1.475      0.025     5.1029E+07 1.6377E+06C083800301205 
  4.0       80.         1.525      0.025     4.8352E+07 1.5724E+06C083800301206 
  4.0       80.         1.575      0.025     3.9550E+07 1.3631E+06C083800301207 
  4.0       80.         1.625      0.025     1.1149E+07 7.7037E+05C083800301208 
  4.0       80.         1.675      0.025     9.8319E+05 4.9419E+05C083800301209 
  4.0      110.         0.090      0.010     1.8316E+07 2.6777E+06C083800301210 
  4.0      110.         0.110      0.010     3.1840E+07 2.9449E+06C083800301211 
  4.0      110.         0.130      0.010     3.4189E+07 2.8634E+06C083800301212 
  4.0      110.         0.150      0.010     3.1855E+07 2.5120E+06C083800301213 
  4.0      110.         0.170      0.010     3.1506E+07 2.2753E+06C083800301214 
  4.0      110.         0.190      0.010     3.2877E+07 2.2568E+06C083800301215 
  4.0      110.         0.210      0.010     3.1420E+07 2.1174E+06C083800301216 
  4.0      110.         0.230      0.010     3.2539E+07 1.7261E+06C083800301217 
  4.0      110.         0.250      0.010     4.0316E+07 1.8106E+06C083800301218 
  4.0      110.         0.270      0.010     3.4598E+07 1.7310E+06C083800301219 
  4.0      110.         0.290      0.010     3.6570E+07 1.8014E+06C083800301220 
  4.0      110.         0.310      0.010     5.5110E+07 2.1781E+06C083800301221 
  4.0      110.         0.330      0.010     4.9715E+07 2.0345E+06C083800301222 
  4.0      110.         0.350      0.010     5.6418E+07 2.2850E+06C083800301223 
  4.0      110.         0.370      0.010     3.9168E+07 1.7504E+06C083800301224 
  4.0      110.         0.390      0.010     4.2310E+07 1.7576E+06C083800301225 
  4.0      110.         0.410      0.010     4.5722E+07 1.8673E+06C083800301226 
  4.0      110.         0.430      0.010     5.7699E+07 2.4235E+06C083800301227 
  4.0      110.         0.450      0.010     4.5190E+07 2.0088E+06C083800301228 
  4.0      110.         0.470      0.010     5.3721E+07 2.6895E+06C083800301229 
  4.0      110.         0.490      0.010     4.8280E+07 2.5805E+06C083800301230 
  4.0      110.         0.510      0.010     6.0499E+07 3.4260E+06C083800301231 
  4.0      110.         0.530      0.010     6.3725E+07 3.5744E+06C083800301232 
  4.0      110.         0.550      0.010     6.6974E+07 3.7471E+06C083800301233 
  4.0      110.         0.570      0.010     7.0580E+07 4.1347E+06C083800301234 
  4.0      110.         0.590      0.010     7.3530E+07 4.3067E+06C083800301235 
  4.0      110.         0.610      0.010     8.0996E+07 5.1803E+06C083800301236 
  4.0      110.         0.630      0.010     8.6704E+07 5.5956E+06C083800301237 
  4.0      110.         0.650      0.010     6.3499E+07 3.9419E+06C083800301238 
  4.0      110.         0.670      0.010     8.4421E+07 5.7045E+06C083800301239 
  4.0      110.         0.690      0.010     7.8358E+07 5.3027E+06C083800301240 
  4.0      110.         0.725      0.025     8.0039E+07 3.2735E+06C083800301241 
  4.0      110.         0.775      0.025     7.2176E+07 2.8398E+06C083800301242 
  4.0      110.         0.825      0.025     7.5294E+07 3.0791E+06C083800301243 
  4.0      110.         0.875      0.025     6.9960E+07 2.7246E+06C083800301244 
  4.0      110.         0.925      0.025     8.2171E+07 3.0767E+06C083800301245 
  4.0      110.         0.975      0.025     7.5198E+07 2.7739E+06C083800301246 
  4.0      110.         1.025      0.025     7.8863E+07 3.0544E+06C083800301247 
  4.0      110.         1.075      0.025     7.1810E+07 2.8958E+06C083800301248 
  4.0      110.         1.125      0.025     7.5511E+07 3.0147E+06C083800301249 
  4.0      110.         1.175      0.025     8.5365E+07 3.3594E+06C083800301250 
  4.0      110.         1.225      0.025     7.9923E+07 3.1706E+06C083800301251 
  4.0      110.         1.275      0.025     6.2948E+07 2.4400E+06C083800301252 
  4.0      110.         1.325      0.025     6.0389E+07 2.3616E+06C083800301253 
  4.0      110.         1.375      0.025     2.0848E+07 1.2554E+06C083800301254 
  4.0      110.         1.425      0.025     2.5461E+06 7.3773E+05C083800301255 
  4.0      115.         0.090      0.010     1.8653E+07 2.6859E+06C083800301256 
  4.0      115.         0.110      0.010     2.3419E+07 2.5677E+06C083800301257 
  4.0      115.         0.130      0.010     2.5934E+07 2.4756E+06C083800301258 
  4.0      115.         0.150      0.010     3.0245E+07 2.4310E+06C083800301259 
  4.0      115.         0.170      0.010     2.8850E+07 2.1271E+06C083800301260 
  4.0      115.         0.190      0.010     3.1793E+07 2.1959E+06C083800301261 
  4.0      115.         0.210      0.010     3.1782E+07 2.1463E+06C083800301262 
  4.0      115.         0.230      0.010     3.1842E+07 1.6966E+06C083800301263 
  4.0      115.         0.250      0.010     4.0705E+07 1.8344E+06C083800301264 
  4.0      115.         0.270      0.010     3.5892E+07 1.7990E+06C083800301265 
  4.0      115.         0.290      0.010     3.6419E+07 1.8016E+06C083800301266 
  4.0      115.         0.310      0.010     5.1237E+07 2.0565E+06C083800301267 
  4.0      115.         0.330      0.010     4.6601E+07 1.9416E+06C083800301268 
  4.0      115.         0.350      0.010     5.4798E+07 2.2493E+06C083800301269 
  4.0      115.         0.370      0.010     4.0176E+07 1.8059E+06C083800301270 
  4.0      115.         0.390      0.010     4.2310E+07 1.7750E+06C083800301271 
  4.0      115.         0.410      0.010     4.5230E+07 1.8741E+06C083800301272 
  4.0      115.         0.430      0.010     5.6388E+07 2.4113E+06C083800301273 
  4.0      115.         0.450      0.010     4.7681E+07 2.1274E+06C083800301274 
  4.0      115.         0.470      0.010     5.4909E+07 2.7755E+06C083800301275 
  4.0      115.         0.490      0.010     4.9598E+07 2.6680E+06C083800301276 
  4.0      115.         0.510      0.010     5.9845E+07 3.4182E+06C083800301277 
  4.0      115.         0.530      0.010     6.3893E+07 3.6234E+06C083800301278 
  4.0      115.         0.550      0.010     7.1321E+07 3.9990E+06C083800301279 
  4.0      115.         0.570      0.010     6.9231E+07 4.1200E+06C083800301280 
  4.0      115.         0.590      0.010     7.4916E+07 4.4254E+06C083800301281 
  4.0      115.         0.610      0.010     7.5451E+07 4.9484E+06C083800301282 
  4.0      115.         0.630      0.010     8.1478E+07 5.3671E+06C083800301283 
  4.0      115.         0.650      0.010     6.1981E+07 3.9262E+06C083800301284 
  4.0      115.         0.670      0.010     7.6764E+07 5.3420E+06C083800301285 
  4.0      115.         0.690      0.010     6.7366E+07 4.7428E+06C083800301286 
  4.0      115.         0.725      0.025     8.0539E+07 3.3242E+06C083800301287 
  4.0      115.         0.775      0.025     7.1440E+07 2.8495E+06C083800301288 
  4.0      115.         0.825      0.025     7.2563E+07 3.0254E+06C083800301289 
  4.0      115.         0.875      0.025     7.3072E+07 2.8613E+06C083800301290 
  4.0      115.         0.925      0.025     8.1035E+07 3.0870E+06C083800301291 
  4.0      115.         0.975      0.025     7.6438E+07 2.8512E+06C083800301292 
  4.0      115.         1.025      0.025     8.0745E+07 3.1575E+06C083800301293 
  4.0      115.         1.075      0.025     7.3888E+07 3.0019E+06C083800301294 
  4.0      115.         1.125      0.025     7.6133E+07 3.0748E+06C083800301295 
  4.0      115.         1.175      0.025     8.6823E+07 3.4622E+06C083800301296 
  4.0      115.         1.225      0.025     7.8972E+07 3.1925E+06C083800301297 
  4.0      115.         1.275      0.025     6.0226E+07 2.4007E+06C083800301298 
  4.0      115.         1.325      0.025     3.7030E+07 1.6915E+06C083800301299 
  4.0      115.         1.375      0.025     2.9118E+06 7.5080E+05C083800301300 
  4.0      115.         1.425      0.025     7.0327E+05 6.8447E+05C083800301301 
  4.0      115.         1.475      0.025     1.2780E+06 6.5826E+05C083800301302 
  4.0      115.         1.525      0.025     6.5329E+05 6.1164E+05C083800301303 
  4.0      120.         0.090      0.010     2.1316E+07 2.7809E+06C083800301304 
  4.0      120.         0.110      0.010     2.8666E+07 2.8016E+06C083800301305 
  4.0      120.         0.130      0.010     3.0515E+07 2.6813E+06C083800301306 
  4.0      120.         0.150      0.010     3.0923E+07 2.4647E+06C083800301307 
  4.0      120.         0.170      0.010     3.0825E+07 2.2409E+06C083800301308 
  4.0      120.         0.190      0.010     3.3819E+07 2.3211E+06C083800301309 
  4.0      120.         0.210      0.010     3.1285E+07 2.1128E+06C083800301310 
  4.0      120.         0.230      0.010     3.2066E+07 1.7060E+06C083800301311 
  4.0      120.         0.250      0.010     4.0897E+07 1.8403E+06C083800301312 
  4.0      120.         0.270      0.010     3.5692E+07 1.7877E+06C083800301313 
  4.0      120.         0.290      0.010     3.4131E+07 1.6919E+06C083800301314 
  4.0      120.         0.310      0.010     4.7495E+07 1.9171E+06C083800301315 
  4.0      120.         0.330      0.010     4.3533E+07 1.8254E+06C083800301316 
  4.0      120.         0.350      0.010     5.3482E+07 2.1968E+06C083800301317 
  4.0      120.         0.370      0.010     3.9318E+07 1.7688E+06C083800301318 
  4.0      120.         0.390      0.010     4.3626E+07 1.8132E+06C083800301319 
  4.0      120.         0.410      0.010     4.6574E+07 1.9128E+06C083800301320 
  4.0      120.         0.430      0.010     5.6780E+07 2.4141E+06C083800301321 
  4.0      120.         0.450      0.010     4.7511E+07 2.1087E+06C083800301322 
  4.0      120.         0.470      0.010     5.8111E+07 2.8882E+06C083800301323 
  4.0      120.         0.490      0.010     5.0767E+07 2.7083E+06C083800301324 
  4.0      120.         0.510      0.010     6.0485E+07 3.4442E+06C083800301325 
  4.0      120.         0.530      0.010     6.5433E+07 3.6815E+06C083800301326 
  4.0      120.         0.550      0.010     7.1017E+07 3.9652E+06C083800301327 
  4.0      120.         0.570      0.010     7.2056E+07 4.2367E+06C083800301328 
