EN         ANG        E          DATA       DATA-ERR              C0897  2   11 
MEV/A      ADEG       MEV        P/IN/MEVSR P/IN/MEVSR            C0897  2   12 
 56.        165.         1.20E-07   2.19E-08                      C0897  3  359 
 56.        175.         6.95E-08   1.65E-08                      C0897  3  360 
 56.        185.         7.60E-08   1.73E-08                      C0897  3  361 
 56.        195.         7.18E-08   1.68E-08                      C0897  3  362 
 56.        210.         6.37E-08   1.14E-08                      C0897  3  363 
 56.        230.         2.28E-08   6.71E-09                      C0897  3  364 
 56.        250.         2.20E-08   6.61E-09                      C0897  3  365 
 56.        270.         6.43E-09   3.51E-09                      C0897  3  366 
 56.        290.         7.75E-09   3.88E-09                      C0897  3  367 
 72.         25.         7.60E-07   5.74E-08                      C0897  3  368 
 72.         35.         5.66E-07   4.67E-08                      C0897  3  369 
 72.         45.         5.20E-07   4.05E-08                      C0897  3  370 
 72.         55.         3.69E-07   3.18E-08                      C0897  3  371 
 72.         65.         2.77E-07   2.68E-08                      C0897  3  372 
 72.         75.         2.33E-07   2.45E-08                      C0897  3  373 
 72.         85.         1.82E-07   2.17E-08                      C0897  3  374 
 72.         95.         1.39E-07   1.89E-08                      C0897  3  375 
 72.        105.         1.42E-07   1.93E-08                      C0897  3  376 
 72.        115.         1.29E-07   1.85E-08                      C0897  3  377 
 72.        125.         5.51E-08   1.20E-08                      C0897  3  378 
 72.        135.         4.38E-08   1.07E-08                      C0897  3  379 
 72.        145.         3.85E-08   9.93E-09                      C0897  3  380 
 72.        155.         5.06E-08   1.15E-08                      C0897  3  381 
 72.        165.         3.79E-08   1.00E-08                      C0897  3  382 
 72.        175.         1.63E-08   6.53E-09                      C0897  3  383 
 72.        185.         2.11E-08   7.42E-09                      C0897  3  384 
 72.        195.         5.82E-09   3.85E-09                      C0897  3  385 
 72.        210.         7.40E-09   3.11E-09                      C0897  3  386 
 72.        230.         3.48E-09   2.12E-09                      C0897  3  387 
 72.        250.         1.70E-09   1.44E-09                      C0897  3  388 
 72.        270.         8.41E-10   9.62E-10                      C0897  3  389 
 72.        290.         3.39E-09   2.10E-09                      C0897  3  390 
 80.         25.         4.06E-07   4.06E-08                      C0897  3  391 
 80.         35.         3.72E-07   3.73E-08                      C0897  3  392 
 80.         45.         3.17E-07   3.12E-08                      C0897  3  393 
 80.         55.         2.26E-07   2.44E-08                      C0897  3  394 
 80.         65.         1.89E-07   2.18E-08                      C0897  3  395 
 80.         75.         1.38E-07   1.83E-08                      C0897  3  396 
 80.         85.         1.08E-07   1.62E-08                      C0897  3  397 
 80.         95.         1.06E-07   1.61E-08                      C0897  3  398 
 80.        105.         5.75E-08   1.18E-08                      C0897  3  399 
 80.        115.         4.44E-08   1.04E-08                      C0897  3  400 
 80.        125.         3.00E-08   8.58E-09                      C0897  3  401 
 80.        135.         3.53E-08   9.31E-09                      C0897  3  402 
 80.        145.         1.62E-08   6.19E-09                      C0897  3  403 
 80.        155.         9.28E-09   4.68E-09                      C0897  3  404 
 80.        165.         1.02E-08   4.97E-09                      C0897  3  405 
 80.        175.         1.73E-08   6.52E-09                      C0897  3  406 
 80.        185.         5.05E-09   3.46E-09                      C0897  3  407 
 80.        195.         6.80E-09   4.06E-09                      C0897  3  408 
 80.        210.         3.34E-09   1.99E-09                      C0897  3  409 
 80.        230.         9.87E-09   3.52E-09                      C0897  3  410 
 80.        250.         3.39E-09   2.04E-09                      C0897  3  411 
 80.        270.         1.90E-09   1.50E-09                      C0897  3  412 
ENDDATA            399          0                                 C0897  3  413 
ENDSUBENT          412          0                                 C0897  399999 
SUBENT        C0897004   20170615                             C167C0897  4    1 
BIB                  3          6                                 C0897  4    2 
REACTION   (41-NB-93(41-NB-93,X)0-NN-1,PAR,PY/IPA,,TT)            C0897  4    3 
ERR-ANALYS (ERR-T) Total uncertainty propagated form              C0897  4    4 
           (ERR-S,,2.) Statistical uncertainty (<2%)              C0897  4    5 
           (ERR-1)     Scale uncertainty (11%)                    C0897  4    6 
STATUS     (TABLE) Table IV of Phys.Rev.C58(1998)3451             C0897  4    7 
           (DEP,C0897002) Double differential yield               C0897  4    8 
ENDBIB               6          0                                 C0897  4    9 
COMMON               2          3                                 C0897  4   10 
E-MIN      ERR-1                                                  C0897  4   11 
MEV        PER-CENT                                               C0897  4   12 
 20.        11.                                                   C0897  4   13 
ENDCOMMON            3          0                                 C0897  4   14 
DATA                 5          6                                 C0897  4   15 
EN         ANG-MIN    ANG-MAX    DATA       ERR-T                 C0897  4   16 
MEV/A      ADEG       ADEG       PRD/INC    PRD/INC               C0897  4   17 
 435.       0.         90.        4.5        0.5                  C0897  4   18 
 435.       0.         45.        3.5        0.4                  C0897  4   19 
 435.       0.         10.        1.3        0.2                  C0897  4   20 
 272.       0.         90.        1.7        0.2                  C0897  4   21 
 272.       0.         45.        1.4        0.2                  C0897  4   22 
 272.       0.         10.        0.54       0.06                 C0897  4   23 
ENDDATA              8          0                                 C0897  4   24 
ENDSUBENT           23          0                                 C0897  499999 
SUBENT        C0897005   20170615                             C167C0897  5    1 
BIB                  3          6                                 C0897  5    2 
REACTION   (13-AL-27(41-NB-93,X)0-NN-1,PAR,PY/IPA,,TT)            C0897  5    3 
ERR-ANALYS (ERR-T) Total uncertainty propagated form              C0897  5    4 
           (ERR-S,,2.) Statistical uncertainty (<2%)              C0897  5    5 
           (ERR-1)     Scale uncertainty (11%)                    C0897  5    6 
STATUS     (TABLE) Table IV of Phys.Rev.C58(1998)3451             C0897  5    7 
           (DEP,C0897003) Double differential yield               C0897  5    8 
ENDBIB               6          0                                 C0897  5    9 
COMMON               3          3                                 C0897  5   10 
EN         E-MIN      ERR-1                                       C0897  5   11 
MEV/A      MEV        PER-CENT                                    C0897  5   12 
 272.       20.        11.                                        C0897  5   13 
ENDCOMMON            3          0                                 C0897  5   14 
DATA                 4          3                                 C0897  5   15 
ANG-MIN    ANG-MAX    DATA       ERR-T                            C0897  5   16 
ADEG       ADEG       PRD/INC    PRD/INC                          C0897  5   17 
 0.         90.        2.1        0.3                             C0897  5   18 
 0.         45.        1.9        0.2                             C0897  5   19 
 0.         10.        0.8        0.1                             C0897  5   20 
ENDDATA              5          0                                 C0897  5   21 
ENDSUBENT           20          0                                 C0897  599999 
ENDENTRY             5          0                                 C089799999999 
