ENTRY            C0624   20120621                             C119C062400000001 
SUBENT        C0624001   20120621                             C119C062400100001 
BIB                 12         39                                 C062400100002 
INSTITUTE  (1CANMNA,1USARDL,1USAOSU,1CANTMF,1USAFSU)              C062400100003 
           (1USAUSA) + IBM, Yorktown Heights, NY                  C062400100004 
REFERENCE  (J,PR/C,33,1624,198605)                                C062400100005 
AUTHOR     (R.H.McCamis,T.N.Nasr,J.Birchall,N.E.Davison,          C062400100006 
           W.T.H.Van Oers,P.J.T.Verheijen,R.F.Carlson,A.J.Cox,    C062400100007 
           B.C.Clark,E.D.Cooper,S.Hama,R.L.Mercer)                C062400100008 
TITLE      Elastic scattering of protons from 40,42,44,48Ca from  C062400100009 
            20 to 50 MeV and nuclear matter radii                 C062400100010 
FACILITY   (CYCLO,1CANMNA)                                        C062400100011 
INC-SPECT  Incident energy spread <200 keV at 45.0 MeV.           C062400100012 
METHOD     (BCINT)                                                C062400100013 
DETECTOR   (NAICR) NaI(Tl) detector assemblies.                   C062400100014 
CORRECTION Corrected for:                                         C062400100015 
           . any oxygen contamination in targets,                 C062400100016 
           . computer deadtime,                                   C062400100017 
           . contributions from other Ca isotopes in target,      C062400100018 
           . proton reaction losses in detectors,                 C062400100019 
           . finite geometry.                                     C062400100020 
ERR-ANALYS (DATA-ERR) Relative uncertainty.                       C062400100021 
           (ERR-S,,1.) Statistical uncertainty <1%.               C062400100022 
            Systematic uncertainties:                             C062400100023 
           (ERR-1,,1.) Dead time correction                 <1.0% C062400100024 
           (ERR-2,,0.1)  Correction for reaction losses           C062400100025 
                                                 in NaI(Tl) <0.1% C062400100026 
           (ERR-3,,0.3)  Finite geometry correction         <0.3% C062400100027 
           (ERR-4,,1.)  Detector angle                      <1.0% C062400100028 
           (ERR-5,,1.5)  Incident proton energy             <1.5% C062400100029 
           (ERR-6,,2.)  Impurity subtraction - worst case    2.0% C062400100030 
           (ERR-SYS) Uncertainty in the absolute scale includes:  C062400100031 
           (ERR-7) Uncertainty in the detector solid angle        C062400100032 
           (ERR-8,,1.) Uncertainty in the target rotation angle   C062400100033 
           (ERR-9) Uncertainty in the beam current integration    C062400100034 
            * Uncertainty in the target thickness                 C062400100035 
STATUS     (APRVD) Approved by W.T.H. van Oers, 28 June 2000.     C062400100036 
           (TABLE) Tabulated data received from W.T.H.van Oers,   C062400100037 
                                                    5 April 2000. C062400100038 
HISTORY    (20000417C) VM                                         C062400100039 
           (20120621U) SD: Author's name corrected. BIB update.   C062400100040 
            Coded information was added to SAMPLE in Subents 2-5. C062400100041 
ENDBIB              39          0                                 C062400100042 
COMMON               4          3                                 C062400100043 
EN-ERR     ERR-SYS    ERR-7      ERR-9                            C062400100044 
KEV        PER-CENT   PER-CENT   PER-CENT                         C062400100045 
200.         3.0         1.0        1.0                           C062400100046 
ENDCOMMON            3          0                                 C062400100047 
ENDSUBENT           46          0                                 C062400199999 
SUBENT        C0624002   20120621                             C119C062400200001 
BIB                  2          3                                 C062400200002 
REACTION   (20-CA-40(P,EL)20-CA-40,,DA)                           C062400200003 
SAMPLE     (20-CA-40,ENR=0.9997) Target enriched to 99.97% 40Ca.  C062400200004 
             Areal density 6.57+-0.13 mg/cm2.                     C062400200005 
ENDBIB               3          0                                 C062400200006 
NOCOMMON             0          0                                 C062400200007 
DATA                 5        511                                 C062400200008 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              C062400200009 
 45.0        0.20      78.81         2.363    4.3                 C062400300273 
 45.0        0.20      81.32         1.653    4.2                 C062400300274 
 45.0        0.20      86.34         0.872    5.2                 C062400300275 
 45.0        0.20      91.34         0.897    4.2                 C062400300276 
 45.0        0.20      96.34         0.864    4.5                 C062400300277 
 45.0        0.20     101.32         0.623    3.8                 C062400300278 
 45.0        0.20     106.29         0.431    4.4                 C062400300279 
 45.0        0.20     111.26         0.233    3.9                 C062400300280 
 45.0        0.20     116.21         0.143    4.2                 C062400300281 
 45.0        0.20     121.16         0.120    3.8                 C062400300282 
 45.0        0.20     126.10         0.128    4.1                 C062400300283 
 45.0        0.20     131.03         0.123    3.8                 C062400300284 
 45.0        0.20     135.95         0.101    4.4                 C062400300285 
 45.0        0.20     140.86         0.067    4.1                 C062400300286 
 45.0        0.20     145.77         0.045    5.1                 C062400300287 
 45.0        0.20     150.67         0.036    4.6                 C062400300288 
 45.0        0.20     155.57         0.042    5.4                 C062400300289 
 45.0        0.20     160.46         0.045    4.7                 C062400300290 
 45.0        0.20     165.35         0.041    6.3                 C062400300291 
 45.0        0.20     170.23         0.025    6.9                 C062400300292 
 48.4        0.20      10.23      3446.       5.5                 C062400300293 
 48.4        0.20      12.79      2614.       5.6                 C062400300294 
 48.4        0.20      15.35      1874.       4.9                 C062400300295 
 48.4        0.20      17.90      1223.       5.8                 C062400300296 
 48.4        0.20      20.46       688.0      4.1                 C062400300297 
 48.4        0.20      23.02       304.0      4.7                 C062400300298 
 48.4        0.20      25.57       100.0      4.2                 C062400300299 
 48.4        0.20      28.12        44.47     4.6                 C062400300300 
 48.4        0.20      30.67        34.04     4.0                 C062400300301 
 48.4        0.20      33.22        46.44     4.6                 C062400300302 
 48.4        0.20      35.77        59.87     4.3                 C062400300303 
 48.4        0.20      38.32        75.67     4.6                 C062400300304 
 48.4        0.20      40.87        75.76     3.8                 C062400300305 
 48.4        0.20      43.41        69.59     3.6                 C062400300306 
 48.4        0.20      45.95        42.93     3.6                 C062400300307 
 48.4        0.20      48.49        29.99     3.8                 C062400300308 
 48.4        0.20      51.03        15.98     3.7                 C062400300309 
 48.4        0.20      53.57         8.663    5.2                 C062400300310 
 48.4        0.20      56.10         7.531    3.8                 C062400300311 
 48.4        0.20      58.63         6.638    3.8                 C062400300312 
 48.4        0.20      61.17         6.668    3.7                 C062400300313 
 48.4        0.20      63.69         6.521    3.7                 C062400300314 
 48.4        0.20      66.22         6.078    3.8                 C062400300315 
 48.4        0.20      68.74         5.209    3.9                 C062400300316 
 48.4        0.20      71.26         4.073    3.7                 C062400300317 
 48.4        0.20      73.78         3.103    4.2                 C062400300318 
 48.4        0.20      76.30         2.108    4.1                 C062400300319 
 48.4        0.20      78.81         1.474    4.3                 C062400300320 
 48.4        0.20      81.32         0.914    4.6                 C062400300321 
 48.4        0.20      86.34         0.808    4.1                 C062400300322 
 48.4        0.20      91.34         0.743    4.3                 C062400300323 
 48.4        0.20      96.34         0.546    4.5                 C062400300324 
 48.4        0.20     101.32         0.394    3.9                 C062400300325 
 48.4        0.20     106.30         0.213    5.4                 C062400300326 
 48.4        0.20     111.26         0.126    4.7                 C062400300327 
 48.4        0.20     116.22         0.090    4.3                 C062400300328 
 48.4        0.20     121.16         0.089    3.8                 C062400300329 
 48.4        0.20     126.10         0.089    4.2                 C062400300330 
 48.4        0.20     131.03         0.076    4.1                 C062400300331 
 48.4        0.20     135.95         0.054    4.9                 C062400300332 
 48.4        0.20     140.86         0.033    4.9                 C062400300333 
 48.4        0.20     145.77         0.016    7.4                 C062400300334 
 48.4        0.20     150.67         0.013    6.7                 C062400300335 
 48.4        0.20     155.57         0.015    6.8                 C062400300336 
 48.4        0.20     160.46         0.021    5.6                 C062400300337 
 48.4        0.20     165.35         0.020    6.4                 C062400300338 
 48.4        0.20     170.23         0.015    5.3                 C062400300339 
ENDDATA            331          0                                 C062400300340 
ENDSUBENT          339          0                                 C062400399999 
SUBENT        C0624004   20120621                             C119C062400400001 
BIB                  2          3                                 C062400400002 
REACTION   (20-CA-44(P,EL)20-CA-44,,DA)                           C062400400003 
SAMPLE     (20-CA-44,ENR=0.9855) Target enriched to 98.55% 44Ca.  C062400400004 
           Areal density 6.71+-0.10 mg/cm2.                       C062400400005 
ENDBIB               3          0                                 C062400400006 
NOCOMMON             0          0                                 C062400400007 
DATA                 5        328                                 C062400400008 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              C062400400009 
MEV        MEV        ADEG       MB/SR      PER-CENT              C062400400010 
 21.0        0.20      10.22     14790.       3.6                 C062400400011 
 21.0        0.20      12.77      6046.       3.2                 C062400400012 
 21.0        0.20      15.32      3139.       2.8                 C062400400013 
 21.0        0.20      17.88      1881.       2.9                 C062400400014 
 21.0        0.20      20.43      1112.       2.8                 C062400400015 
 21.0        0.20      22.98       651.2      2.9                 C062400400016 
 21.0        0.20      25.53       375.9      2.9                 C062400400017 
 21.0        0.20      28.08       212.7      3.1                 C062400400018 
 21.0        0.20      30.63       114.8      3.1                 C062400400019 
 21.0        0.20      33.17        64.45     4.0                 C062400400020 
 21.0        0.20      35.72        43.49     3.0                 C062400400021 
 21.0        0.20      38.26        47.60     2.9                 C062400400022 
 21.0        0.20      40.80        60.25     2.9                 C062400400023 
 21.0        0.20      43.34        75.67     3.1                 C062400400024 
 21.0        0.20      45.88        86.84     2.9                 C062400400025 
 21.0        0.20      48.42        93.76     2.9                 C062400400026 
 21.0        0.20      50.96        90.68     2.8                 C062400400027 
 21.0        0.20      53.49        80.58     2.9                 C062400400028 
 21.0        0.20      56.02        67.90     2.8                 C062400400029 
 21.0        0.20      58.55        54.63     3.0                 C062400400030 
 21.0        0.20      61.08        40.84     2.9                 C062400400031 
 21.0        0.20      63.61        28.38     3.2                 C062400400032 
 21.0        0.20      66.13        18.62     3.2                 C062400400033 
 21.0        0.20      68.65        11.16     3.3                 C062400400034 
 21.0        0.20      71.17         7.270    3.0                 C062400400035 
 21.0        0.20      73.69         5.463    4.4                 C062400400036 
 21.0        0.20      76.21         5.699    5.3                 C062400400037 
 21.0        0.20      78.72         6.892    4.9                 C062400400038 
 21.0        0.20      81.23         7.772    3.5                 C062400400039 
 21.0        0.20      86.24        11.13     3.1                 C062400400040 
 21.0        0.20      91.25        12.03     3.0                 C062400400041 
 21.0        0.20      96.24        10.33     3.4                 C062400400042 
 21.0        0.20     101.23         8.230    3.4                 C062400400043 
 21.0        0.20     106.21         5.141    3.4                 C062400400044 
 21.0        0.20     111.17         2.838    3.2                 C062400400045 
 21.0        0.20     116.13         1.734    3.0                 C062400400046 
 21.0        0.20     121.08         1.233    3.0                 C062400400047 
 21.0        0.20     126.02         1.186    3.2                 C062400400048 
 21.0        0.20     130.96         1.479    2.9                 C062400400049 
 21.0        0.20     135.88         1.924    3.2                 C062400400050 
 21.0        0.20     140.80         2.148    3.1                 C062400400051 
 21.0        0.20     145.72         2.218    3.2                 C062400400052 
 21.0        0.20     150.62         2.169    3.1                 C062400400053 
 21.0        0.20     155.53         2.026    3.2                 C062400400054 
 21.0        0.20     160.43         1.706    3.0                 C062400400055 
 21.0        0.20     165.32         1.499    3.1                 C062400400056 
 21.0        0.20     170.22         0.960    4.0                 C062400400057 
 25.0        0.20      10.22     10660.       3.5                 C062400400058 
 25.0        0.20      12.77      4880.       3.0                 C062400400059 
 25.0        0.20      15.32      2765.       2.8                 C062400400060 
 25.0        0.20      17.88      1732.       2.9                 C062400400061 
 25.0        0.20      20.43      1010.       2.8                 C062400400062 
 25.0        0.20      22.98       615.0      2.9                 C062400400063 
 25.0        0.20      25.53       319.2      3.0                 C062400400064 
 25.0        0.20      28.08       147.8      3.8                 C062400400065 
 25.0        0.20      30.63        53.20     3.4                 C062400400066 
 25.0        0.20      33.17        24.59     4.2                 C062400400067 
 25.0        0.20      35.72        30.81     2.8                 C062400400068 
 25.0        0.20      38.26        51.16     3.1                 C062400400069 
 25.0        0.20      40.81        79.32     2.9                 C062400400070 
 25.0        0.20      43.35        99.98     2.9                 C062400400071 
 25.0        0.20      45.89       107.4      2.8                 C062400400072 
 25.0        0.20      48.43       108.1      2.9                 C062400400073 
 25.0        0.20      50.96        94.50     2.8                 C062400400074 
 25.0        0.20      53.50        77.32     2.9                 C062400400075 
 25.0        0.20      56.03        58.05     2.9                 C062400400076 
 25.0        0.20      58.56        42.34     3.1                 C062400400077 
 25.0        0.20      61.09        28.54     3.0                 C062400400078 
 25.0        0.20      63.61        17.56     3.5                 C062400400079 
 25.0        0.20      66.14        11.24     3.2                 C062400400080 
 25.0        0.20      71.18         7.007    3.0                 C062400400081 
 25.0        0.20      73.70         8.332    3.6                 C062400400082 
 25.0        0.20      76.21         9.646    3.6                 C062400400083 
 25.0        0.20      78.73        11.12     3.5                 C062400400084 
 25.0        0.20      81.24        12.26     3.0                 C062400400085 
 25.0        0.20      86.25        11.97     3.0                 C062400400086 
 25.0        0.20      91.25        10.25     3.7                 C062400400087 
 25.0        0.20      96.25         6.281    3.3                 C062400400088 
 25.0        0.20     101.24         3.657    4.0                 C062400400089 
 25.0        0.20     106.21         2.246    4.3                 C062400400090 
 25.0        0.20     111.18         1.515    3.3                 C062400400091 
 25.0        0.20     116.14         1.475    3.1                 C062400400092 
 25.0        0.20     121.09         1.563    3.0                 C062400400093 
 25.0        0.20     126.03         1.540    3.1                 C062400400094 
 25.0        0.20     130.96         1.424    2.9                 C062400400095 
 25.0        0.20     135.89         1.235    3.3                 C062400400096 
 25.0        0.20     140.81         1.113    3.4                 C062400400097 
 25.0        0.20     145.72         1.102    3.6                 C062400400098 
 25.0        0.20     150.63         1.094    3.1                 C062400400099 
 25.0        0.20     155.53         1.125    3.1                 C062400400100 
 25.0        0.20     160.43         1.212    3.0                 C062400400101 
 25.0        0.20     165.32         1.263    3.2                 C062400400102 
 25.0        0.20     170.22         1.425    3.2                 C062400400103 
 30.0        0.20      10.22      7591.       3.0                 C062400400104 
 30.0        0.20      12.77      4184.       3.0                 C062400400105 
 30.0        0.20      15.33      2542.       2.8                 C062400400106 
 30.0        0.20      17.88      1623.       2.9                 C062400400107 
 30.0        0.20      20.43       936.0      2.8                 C062400400108 
 30.0        0.20      22.98       524.9      2.9                 C062400400109 
 30.0        0.20      25.53       229.9      2.9                 C062400400110 
 30.0        0.20      28.08        82.58     3.2                 C062400400111 
 30.0        0.20      30.63        29.72     2.8                 C062400400112 
 30.0        0.20      33.18        29.18     3.5                 C062400400113 
 30.0        0.20      35.72        51.54     3.1                 C062400400114 
 30.0        0.20      38.27        83.56     3.1                 C062400400115 
 30.0        0.20      40.81       107.0      2.8                 C062400400116 
 30.0        0.20      43.35       116.5      2.8                 C062400400117 
 30.0        0.20      45.89       114.7      2.9                 C062400400118 
 30.0        0.20      48.43       102.1      3.0                 C062400400119 
 30.0        0.20      50.96        79.06     2.8                 C062400400120 
 30.0        0.20      53.50        58.52     3.1                 C062400400121 
 30.0        0.20      56.03        39.02     3.0                 C062400400122 
 30.0        0.20      58.56        24.99     3.4                 C062400400123 
 30.0        0.20      61.09        15.56     3.1                 C062400400124 
 30.0        0.20      63.62        10.21     3.1                 C062400400125 
 30.0        0.20      66.14         8.434    2.9                 C062400400126 
 30.0        0.20      68.67         8.322    3.0                 C062400400127 
 30.0        0.20      71.19         9.398    3.0                 C062400400128 
 30.0        0.20      73.70        10.65     3.1                 C062400400129 
 30.0        0.20      76.22        11.28     3.3                 C062400400130 
 30.0        0.20      78.73        11.55     3.2                 C062400400131 
 30.0        0.20      81.24         9.998    3.1                 C062400400132 
 30.0        0.20      86.26         7.049    3.4                 C062400400133 
 30.0        0.20      91.26         4.383    4.5                 C062400400134 
 30.0        0.20      96.26         2.562    4.1                 C062400400135 
 30.0        0.20     101.24         1.585    3.1                 C062400400136 
 30.0        0.20     106.22         1.446    2.9                 C062400400137 
 30.0        0.20     111.18         1.538    2.9                 C062400400138 
 30.0        0.20     116.14         1.566    2.9                 C062400400139 
 30.0        0.20     121.09         1.421    2.9                 C062400400140 
 30.0        0.20     126.03         1.002    3.4                 C062400400141 
 30.0        0.20     130.97         0.624    3.4                 C062400400142 
 30.0        0.20     135.89         0.353    4.6                 C062400400143 
 30.0        0.20     140.81         0.303    3.6                 C062400400144 
 30.0        0.20     145.72         0.430    3.3                 C062400400145 
 30.0        0.20     150.63         0.601    3.0                 C062400400146 
 30.0        0.20     155.53         0.743    3.0                 C062400400147 
 30.0        0.20     160.43         0.806    3.0                 C062400400148 
 30.0        0.20     165.33         0.751    3.7                 C062400400149 
 30.0        0.20     170.22         0.600    6.5                 C062400400150 
 35.0        0.20      10.22      6638.       3.0                 C062400400151 
 35.0        0.20      12.77      4022.       2.9                 C062400400152 
 35.0        0.20      15.33      2616.       2.9                 C062400400153 
 35.0        0.20      17.88      1637.       2.9                 C062400400154 
 35.0        0.20      20.43       938.2      2.8                 C062400400155 
 35.0        0.20      22.99       485.7      2.9                 C062400400156 
 35.0        0.20      25.54       202.0      2.9                 C062400400157 
 35.0        0.20      28.09        73.27     3.0                 C062400400158 
 35.0        0.20      30.63        35.38     2.9                 C062400400159 
 35.0        0.20      33.18        48.67     3.2                 C062400400160 
 35.0        0.20      35.73        77.28     2.9                 C062400400161 
 35.0        0.20      38.27       105.2      2.9                 C062400400162 
 35.0        0.20      40.81       117.2      2.8                 C062400400163 
 35.0        0.20      43.36       115.3      2.9                 C062400400164 
 35.0        0.20      45.90        98.96     2.8                 C062400400165 
 35.0        0.20      48.43        79.37     3.0                 C062400400166 
 35.0        0.20      50.97        55.22     2.9                 C062400400167 
 35.0        0.20      53.51        37.11     3.2                 C062400400168 
 35.0        0.20      56.04        22.57     3.1                 C062400400169 
 35.0        0.20      58.57        13.57     3.3                 C062400400170 
 35.0        0.20      61.10         9.484    3.0                 C062400400171 
 35.0        0.20      63.62         8.546    3.0                 C062400400172 
 35.0        0.20      66.15         8.777    3.1                 C062400400173 
 35.0        0.20      68.67         9.561    3.1                 C062400400174 
 35.0        0.20      71.19        10.08     3.0                 C062400400175 
 35.0        0.20      73.71        10.21     3.2                 C062400400176 
 35.0        0.20      76.22         9.619    3.3                 C062400400177 
 35.0        0.20      78.74         8.143    4.0                 C062400400178 
 35.0        0.20      81.25         6.592    3.9                 C062400400179 
 35.0        0.20      86.26         3.766    4.2                 C062400400180 
 35.0        0.20      91.27         1.765    3.4                 C062400400181 
 35.0        0.20      96.26         1.331    3.1                 C062400400182 
 35.0        0.20     101.25         1.384    2.8                 C062400400183 
 35.0        0.20     106.22         1.335    3.0                 C062400400184 
 35.0        0.20     111.19         1.124    3.1                 C062400400185 
 35.0        0.20     116.15         0.819    4.0                 C062400400186 
 35.0        0.20     121.10         0.602    3.7                 C062400400187 
 35.0        0.20     126.04         0.411    4.0                 C062400400188 
 35.0        0.20     130.97         0.277    3.0                 C062400400189 
 35.0        0.20     135.90         0.226    3.0                 C062400400190 
 35.0        0.20     140.81         0.224    2.9                 C062400400191 
 35.0        0.20     145.73         0.274    3.0                 C062400400192 
 35.0        0.20     150.63         0.332    3.1                 C062400400193 
 35.0        0.20     155.54         0.364    3.7                 C062400400194 
 35.0        0.20     160.43         0.353    3.4                 C062400400195 
 35.0        0.20     165.33         0.279    5.9                 C062400400196 
 35.0        0.20     170.22         0.182    5.8                 C062400400197 
 40.0        0.20      10.22      5966.       3.0                 C062400400198 
 40.0        0.20      12.78      3875.       3.0                 C062400400199 
 40.0        0.20      15.33      2586.       2.9                 C062400400200 
 40.0        0.20      17.88      1603.       2.9                 C062400400201 
 40.0        0.20      20.44       888.0      2.8                 C062400400202 
 40.0        0.20      22.99       433.9      2.9                 C062400400203 
 40.0        0.20      25.54       171.6      2.9                 C062400400204 
 40.0        0.20      28.09        66.28     3.0                 C062400400205 
 40.0        0.20      30.64        45.69     2.8                 C062400400206 
 40.0        0.20      33.18        67.24     2.9                 C062400400207 
 40.0        0.20      35.73        92.83     2.8                 C062400400208 
 40.0        0.20      38.28       109.6      2.9                 C062400400209 
 40.0        0.20      40.82       110.6      2.8                 C062400400210 
 40.0        0.20      43.36        99.34     2.9                 C062400400211 
 40.0        0.20      45.90        77.68     2.9                 C062400400212 
 40.0        0.20      48.44        54.87     3.1                 C062400400213 
 40.0        0.20      50.98        34.96     2.9                 C062400400214 
 40.0        0.20      53.51        21.33     3.4                 C062400400215 
 40.0        0.20      56.04        12.44     3.1                 C062400400216 
 40.0        0.20      58.57         9.212    3.1                 C062400400217 
 40.0        0.20      61.10         8.318    2.9                 C062400400218 
 40.0        0.20      63.63         8.616    3.0                 C062400400219 
 40.0        0.20      66.15         8.987    2.9                 C062400400220 
 40.0        0.20      68.68         9.000    3.0                 C062400400221 
 40.0        0.20      71.20         8.755    3.0                 C062400400222 
 40.0        0.20      73.71         7.833    3.6                 C062400400223 
 40.0        0.20      76.23         6.267    4.1                 C062400400224 
 40.0        0.20      78.74         4.467    4.4                 C062400400225 
 40.0        0.20      81.25         3.259    4.3                 C062400400226 
 40.0        0.20      86.27         1.832    5.1                 C062400400227 
 40.0        0.20      91.27         1.320    3.5                 C062400400228 
 40.0        0.20      96.27         1.143    3.1                 C062400400229 
 40.0        0.20     101.25         1.116    2.9                 C062400400230 
 40.0        0.20     106.23         0.832    3.3                 C062400400231 
 40.0        0.20     111.20         0.562    3.3                 C062400400232 
 40.0        0.20     116.15         0.341    3.9                 C062400400233 
 40.0        0.20     121.10         0.231    3.2                 C062400400234 
 40.0        0.20     126.04         0.211    3.1                 C062400400235 
 40.0        0.20     130.97         0.201    2.9                 C062400400236 
 40.0        0.20     135.90         0.185    3.1                 C062400400237 
 40.0        0.20     140.82         0.150    3.1                 C062400400238 
 40.0        0.20     145.73         0.123    3.7                 C062400400239 
 40.0        0.20     150.64         0.117    3.6                 C062400400240 
 40.0        0.20     155.54         0.126    4.1                 C062400400241 
 40.0        0.20     160.44         0.125    3.6                 C062400400242 
 40.0        0.20     165.33         0.106    4.1                 C062400400243 
 40.0        0.20     170.22         0.068    5.4                 C062400400244 
 45.0        0.20      10.22      4721.       4.1                 C062400400245 
 45.0        0.20      12.78      3340.       8.4                 C062400400246 
 45.0        0.20      15.33      2370.       2.9                 C062400400247 
 45.0        0.20      17.89      1427.       3.1                 C062400400248 
 45.0        0.20      20.44       772.0      2.8                 C062400400249 
 45.0        0.20      22.99       391.0      3.2                 C062400400250 
 45.0        0.20      25.54       136.6      2.9                 C062400400251 
 45.0        0.20      28.09        57.53     2.9                 C062400400252 
 45.0        0.20      30.64        53.75     2.8                 C062400400253 
 45.0        0.20      33.19        77.13     2.9                 C062400400254 
 45.0        0.20      35.73        96.17     2.8                 C062400400255 
 45.0        0.20      38.28       105.3      2.9                 C062400400256 
 45.0        0.20      40.82        94.29     2.8                 C062400400257 
 45.0        0.20      43.37        76.40     3.0                 C062400400258 
 45.0        0.20      45.91        52.53     2.9                 C062400400259 
 45.0        0.20      48.44        34.26     3.2                 C062400400260 
 45.0        0.20      50.98        19.88     3.0                 C062400400261 
 45.0        0.20      53.52        12.07     3.2                 C062400400262 
 45.0        0.20      56.05         8.123    2.9                 C062400400263 
 45.0        0.20      58.58         7.404    2.9                 C062400400264 
 45.0        0.20      61.11         7.842    2.9                 C062400400265 
 45.0        0.20      63.64         7.886    2.9                 C062400400266 
 45.0        0.20      66.16         7.808    3.0                 C062400400267 
 45.0        0.20      68.68         6.883    3.0                 C062400400268 
 45.0        0.20      71.20         5.771    3.3                 C062400400269 
 45.0        0.20      73.72         4.423    4.0                 C062400400270 
 45.0        0.20      76.24         3.237    3.4                 C062400400271 
 45.0        0.20      78.75         2.383    3.5                 C062400400272 
 45.0        0.20      81.26         1.447    3.3                 C062400400273 
 45.0        0.20      86.27         0.974    3.6                 C062400400274 
 45.0        0.20      91.28         0.818    3.3                 C062400400275 
 45.0        0.20      96.27         0.802    3.9                 C062400400276 
 45.0        0.20     101.26         0.657    3.2                 C062400400277 
 45.0        0.20     106.24         0.409    3.5                 C062400400278 
 45.0        0.20     111.20         0.222    3.4                 C062400400279 
 45.0        0.20     116.16         0.144    3.5                 C062400400280 
 45.0        0.20     121.11         0.131    3.0                 C062400400281 
 45.0        0.20     126.05         0.134    3.4                 C062400400282 
 45.0        0.20     130.98         0.134    3.4                 C062400400283 
 45.0        0.20     135.90         0.098    3.6                 C062400400284 
 45.0        0.20     140.82         0.070    3.4                 C062400400285 
 45.0        0.20     145.73         0.041    4.1                 C062400400286 
 45.0        0.20     150.64         0.031    3.9                 C062400400287 
 45.0        0.20     155.54         0.038    4.2                 C062400400288 
 45.0        0.20     160.44         0.046    3.8                 C062400400289 
 45.0        0.20     165.33         0.048    5.2                 C062400400290 
 45.0        0.20     170.22         0.032    4.6                 C062400400291 
 48.4        0.20      10.22      4467.       2.9                 C062400400292 
 48.4        0.20      12.78      3057.       4.3                 C062400400293 
 48.4        0.20      15.33      2120.       2.9                 C062400400294 
 48.4        0.20      17.89      1246.       3.0                 C062400400295 
 48.4        0.20      20.44       688.5      2.8                 C062400400296 
 48.4        0.20      22.99       311.8      3.2                 C062400400297 
 48.4        0.20      25.54       111.9      2.9                 C062400400298 
 48.4        0.20      28.09        52.54     2.9                 C062400400299 
 48.4        0.20      30.64        56.48     2.8                 C062400400300 
 48.4        0.20      33.19        81.02     2.9                 C062400400301 
 48.4        0.20      35.74        94.26     2.8                 C062400400302 
 48.4        0.20      38.28        94.25     2.9                 C062400400303 
 48.4        0.20      40.83        82.08     2.8                 C062400400304 
 48.4        0.20      43.37        61.58     3.0                 C062400400305 
 48.4        0.20      45.91        40.93     3.0                 C062400400306 
 48.4        0.20      48.45        24.35     3.3                 C062400400307 
 48.4        0.20      50.98        13.90     3.0                 C062400400308 
 48.4        0.20      53.52         9.046    3.4                 C062400400309 
 48.4        0.20      56.05         6.995    2.9                 C062400400310 
 48.4        0.20      58.58         6.951    3.0                 C062400400311 
 48.4        0.20      61.11         7.063    2.9                 C062400400312 
 48.4        0.20      63.64         7.096    2.9                 C062400400313 
 48.4        0.20      66.16         6.310    3.1                 C062400400314 
 48.4        0.20      68.69         5.334    3.1                 C062400400315 
 48.4        0.20      71.21         4.207    3.2                 C062400400316 
 48.4        0.20      73.72         3.043    3.4                 C062400400317 
 48.4        0.20      76.24         2.144    3.8                 C062400400318 
 48.4        0.20      78.75         1.558    4.6                 C062400400319 
 48.4        0.20      81.26         1.126    3.9                 C062400400320 
 48.4        0.20      86.28         0.640    5.4                 C062400400321 
 48.4        0.20      91.28         0.494    4.9                 C062400400322 
 48.4        0.20      96.28         0.429    6.4                 C062400400323 
 48.4        0.20     101.26         0.390    3.5                 C062400400324 
 48.4        0.20     106.24         0.219    4.5                 C062400400325 
 48.4        0.20     111.21         0.130    3.3                 C062400400326 
 48.4        0.20     116.16         0.108    3.0                 C062400400327 
 48.4        0.20     121.11         0.102    3.0                 C062400400328 
 48.4        0.20     126.05         0.093    3.3                 C062400400329 
 48.4        0.20     130.98         0.078    3.3                 C062400400330 
 48.4        0.20     135.91         0.052    3.7                 C062400400331 
 48.4        0.20     140.82         0.033    4.0                 C062400400332 
 48.4        0.20     145.74         0.018    5.6                 C062400400333 
 48.4        0.20     150.64         0.015    4.3                 C062400400334 
 48.4        0.20     155.54         0.019    4.6                 C062400400335 
 48.4        0.20     160.44         0.024    3.9                 C062400400336 
 48.4        0.20     165.33         0.024    7.2                 C062400400337 
 48.4        0.20     170.22         0.021    4.4                 C062400400338 
ENDDATA            330          0                                 C062400400339 
ENDSUBENT          338          0                                 C062400499999 
SUBENT        C0624005   20120621                             C119C062400500001 
BIB                  2          3                                 C062400500002 
REACTION   (20-CA-48(P,EL)20-CA-48,,DA)                           C062400500003 
SAMPLE     (20-CA-48,ENR=0.9769) Target enriched to 97.69% 48Ca.  C062400500004 
           Areal density  7.12+-0.12 mg/cm2.                      C062400500005 
ENDBIB               3          0                                 C062400500006 
NOCOMMON             0          0                                 C062400500007 
DATA                 5        340                                 C062400500008 
EN         EN-ERR     ANG-CM     DATA-CM    DATA-ERR              C062400500009 
MEV        MEV        ADEG       MB/SR      PER-CENT              C062400500010 
 21.0        0.20      10.21     14810.       3.0                 C062400500011 
 21.0        0.20      12.77      5810.       3.2                 C062400500012 
 21.0        0.20      15.32      3036.       1.9                 C062400500013 
 21.0        0.20      17.87      1788.       1.4                 C062400500014 
 21.0        0.20      20.42      1089.       1.3                 C062400500015 
