ENTRY            C0728   20140418                             C141C072800000001 
SUBENT        C0728001   20140418                             C141C072800100001 
BIB                 12         36                                 C072800100002 
INSTITUTE  (1USAMIN,1USAINU,2GERKFK,1USAKNT,1USAMRY)              C072800100003 
REFERENCE  (J,PR/C,58,645,199808)                                 C072800100004 
           (J,PL/B,368,39,199601) - Some of the 4He results       C072800100005 
           published with emphasis on the astrophysical aspects   C072800100006 
           of the reaction                                        C072800100007 
           (J,PL/B,380,493,1996) Erratum.                         C072800100008 
AUTHOR     (M.Palarczyk,C.M.Riedel,D.Dehnhard,M.A.Espy,M.A.Franey,C072800100009 
           J.L.Langenbrunner,L.C.Bland,D.S.Carman,B.Brinkmoeller, C072800100010 
           R.Madey,Y.Wang,J.W.Watson,N.S.Chant,L.Bildsten)        C072800100011 
TITLE      Cross sections and analyzing powers for the (p(pol),n) C072800100012 
            reaction on 3He and 4He at 200 MeV.                   C072800100013 
FACILITY   (CYCLO,1USAINU)                                        C072800100014 
METHOD     (TOF)                                                  C072800100015 
DETECTOR   (SCIN) NE102 plastic scintillators.                    C072800100016 
MONITOR    (6-C-12(P,N)7-N-12,,DA)                                C072800100017 
           (6-C-13(P,N)7-N-13,,DA)                                C072800100018 
           Relative detector efficiency determined by by          C072800100019 
            normalized measured yields at 100, 147, and 200 MeV   C072800100020 
            to published cross sections at similar energies.      C072800100021 
           Neutron energy calibrated using well-known states in   C072800100022 
            12N and 13N.                                          C072800100023 
CORRECTION Corrected for background due to reactions in Havar     C072800100024 
            windows of target cells.                              C072800100025 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C072800100026 
           Systematic uncertainty about 8%, primarily due to      C072800100027 
            uncertainties in neutron detector efficiency and arealC072800100028 
            density.                                              C072800100029 
           At 0 degrees there is an additional estimated          C072800100030 
            systematic uncertainty of 5-10% due to background     C072800100031 
            subtraction difficulties.                             C072800100032 
STATUS     (TABLE) Data received by email from C.Riedel,13/10/2000C072800100033 
           (APRVD) Approved by C. Riedel, 18 June 2001.           C072800100034 
HISTORY    (20001016C) VM                                         C072800100035 
           (20010619A) Updated as per C. Riedel comments.         C072800100036 
           (20140418A) SD: Titles of columns in DATA section      C072800100037 
            corrected in Subents 2,3.                             C072800100038 
ENDBIB              36          0                                 C072800100039 
NOCOMMON             0          0                                 C072800100040 
ENDSUBENT           39          0                                 C072800199999 
SUBENT        C0728002   20140418                             C141C072800200001 
BIB                  4          7                                 C072800200002 
REACTION   (2-HE-3(P,X)0-NN-1,,DA/DE)                             C072800200003 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800200004 
            typically about 12 mg/cm2 (but only 5.8 mg/cm2 at 0   C072800200005 
            degrees)                                              C072800200006 
EN-SEC     (E-RL,P+P+P)                                           C072800200007 
HISTORY    (20140418A) SD: E-EXC -> E-RL in DATA section and      C072800200008 
            (E-RL,P+P+P) under EN-SEC added.                      C072800200009 
ENDBIB               7          0                                 C072800200010 
NOCOMMON             0          0                                 C072800200011 
DATA                 5        692                                 C072800200012 
EN         ANG        E-RL       DATA       ERR-S                 C072800200013 
200.        24.        -3.0        2.153E-02    5.3E-03           C072800400339 
200.        24.        -2.0        1.396E-02    5.8E-03           C072800400340 
200.        24.        -1.0        1.165E-02    5.8E-03           C072800400341 
200.        24.         0.0        1.423E-02    6.0E-03           C072800400342 
200.        24.         1.0        5.943E-02    6.4E-03           C072800400343 
200.        24.         2.0        1.858E-01    7.4E-03           C072800400344 
200.        24.         3.0        3.503E-01    8.6E-03           C072800400345 
200.        24.         4.0        4.857E-01    9.5E-03           C072800400346 
200.        24.         5.0        5.474E-01    1.0E-02           C072800400347 
200.        24.         6.0        5.685E-01    1.0E-02           C072800400348 
200.        24.         7.0        5.442E-01    1.0E-02           C072800400349 
200.        24.         8.0        5.682E-01    1.0E-02           C072800400350 
200.        24.         9.0        5.544E-01    1.1E-02           C072800400351 
200.        24.        10.0        5.618E-01    1.1E-02           C072800400352 
200.        24.        11.0        5.288E-01    1.1E-02           C072800400353 
200.        24.        12.0        5.315E-01    1.1E-02           C072800400354 
200.        24.        13.0        5.225E-01    1.1E-02           C072800400355 
200.        24.        14.0        5.444E-01    1.1E-02           C072800400356 
200.        24.        15.0        5.144E-01    1.1E-02           C072800400357 
200.        24.        16.0        5.188E-01    1.1E-02           C072800400358 
200.        24.        17.0        5.151E-01    1.1E-02           C072800400359 
200.        24.        18.0        5.050E-01    1.1E-02           C072800400360 
200.        24.        19.0        4.810E-01    1.1E-02           C072800400361 
200.        24.        20.0        4.755E-01    1.1E-02           C072800400362 
200.        24.        21.0        4.665E-01    1.1E-02           C072800400363 
200.        24.        22.0        4.667E-01    1.1E-02           C072800400364 
200.        24.        23.0        4.716E-01    1.1E-02           C072800400365 
200.        24.        24.0        4.634E-01    1.2E-02           C072800400366 
200.        24.        25.0        4.466E-01    1.2E-02           C072800400367 
200.        24.        26.0        4.424E-01    1.2E-02           C072800400368 
200.        24.        27.0        4.488E-01    1.2E-02           C072800400369 
200.        24.        28.0        4.019E-01    1.2E-02           C072800400370 
200.        24.        29.0        4.295E-01    1.2E-02           C072800400371 
200.        24.        30.0        4.325E-01    1.2E-02           C072800400372 
200.        24.        31.0        4.100E-01    1.2E-02           C072800400373 
200.        24.        32.0        4.199E-01    1.2E-02           C072800400374 
200.        24.        33.0        3.897E-01    1.2E-02           C072800400375 
200.        24.        34.0        3.661E-01    1.2E-02           C072800400376 
200.        24.        35.0        3.732E-01    1.2E-02           C072800400377 
200.        24.        36.0        3.586E-01    1.2E-02           C072800400378 
200.        24.        37.0        3.657E-01    1.3E-02           C072800400379 
200.        24.        38.0        3.596E-01    1.3E-02           C072800400380 
200.        24.        39.0        3.322E-01    1.3E-02           C072800400381 
200.        24.        40.0        3.359E-01    1.3E-02           C072800400382 
200.        24.        41.0        3.168E-01    1.3E-02           C072800400383 
200.        24.        42.0        3.278E-01    1.3E-02           C072800400384 
200.        24.        43.0        3.019E-01    1.3E-02           C072800400385 
200.        24.        44.0        3.022E-01    1.3E-02           C072800400386 
200.        24.        45.0        2.908E-01    1.3E-02           C072800400387 
200.        24.        46.0        2.811E-01    1.3E-02           C072800400388 
200.        24.        47.0        2.894E-01    1.3E-02           C072800400389 
200.        24.        48.0        2.672E-01    1.3E-02           C072800400390 
200.        24.        49.0        2.530E-01    1.3E-02           C072800400391 
200.        24.        50.0        2.640E-01    1.4E-02           C072800400392 
200.        24.        51.0        2.739E-01    1.3E-02           C072800400393 
200.        24.        52.0        2.498E-01    1.4E-02           C072800400394 
200.        24.        53.0        2.472E-01    1.4E-02           C072800400395 
200.        24.        54.0        2.390E-01    1.4E-02           C072800400396 
200.        24.        55.0        2.199E-01    1.4E-02           C072800400397 
200.        24.        56.0        2.313E-01    1.4E-02           C072800400398 
200.        24.        57.0        2.108E-01    1.4E-02           C072800400399 
200.        24.        58.0        1.965E-01    1.4E-02           C072800400400 
200.        24.        59.0        1.907E-01    1.5E-02           C072800400401 
200.        24.        60.0        2.129E-01    1.5E-02           C072800400402 
200.        24.        61.0        1.726E-01    1.5E-02           C072800400403 
200.        24.        62.0        1.808E-01    1.5E-02           C072800400404 
200.        24.        63.0        1.849E-01    1.6E-02           C072800400405 
200.        24.        64.0        1.763E-01    1.6E-02           C072800400406 
200.        24.        65.0        1.574E-01    1.6E-02           C072800400407 
200.        24.        66.0        1.712E-01    1.7E-02           C072800400408 
200.        24.        67.0        1.689E-01    1.6E-02           C072800400409 
200.        24.        68.0        1.622E-01    1.6E-02           C072800400410 
200.        24.        69.0        9.904E-02    1.5E-02           C072800400411 
200.        24.        70.0        7.105E-02    1.2E-02           C072800400412 
200.        29.       -10.0        2.047E-03    3.9E-03           C072800400413 
200.        29.        -9.0        4.571E-03    4.2E-03           C072800400414 
200.        29.        -8.0        5.118E-03    4.3E-03           C072800400415 
200.        29.        -7.0        3.905E-03    4.3E-03           C072800400416 
200.        29.        -6.0       -5.136E-03    4.4E-03           C072800400417 
200.        29.        -5.0        3.011E-03    4.4E-03           C072800400418 
200.        29.        -4.0        6.066E-03    4.6E-03           C072800400419 
200.        29.        -3.0        1.154E-02    4.7E-03           C072800400420 
200.        29.        -2.0        6.338E-03    4.9E-03           C072800400421 
200.        29.        -1.0        5.719E-03    4.9E-03           C072800400422 
200.        29.         0.0        1.625E-02    5.1E-03           C072800400423 
200.        29.         1.0        5.880E-02    5.6E-03           C072800400424 
200.        29.         2.0        1.306E-01    6.3E-03           C072800400425 
200.        29.         3.0        2.028E-01    7.0E-03           C072800400426 
200.        29.         4.0        2.420E-01    7.3E-03           C072800400427 
200.        29.         5.0        2.567E-01    7.5E-03           C072800400428 
200.        29.         6.0        2.608E-01    7.7E-03           C072800400429 
200.        29.         7.0        2.836E-01    7.9E-03           C072800400430 
200.        29.         8.0        2.655E-01    8.0E-03           C072800400431 
200.        29.         9.0        2.700E-01    8.1E-03           C072800400432 
200.        29.        10.0        2.714E-01    8.2E-03           C072800400433 
200.        29.        11.0        2.662E-01    8.3E-03           C072800400434 
200.        29.        12.0        2.831E-01    8.5E-03           C072800400435 
200.        29.        13.0        2.747E-01    8.5E-03           C072800400436 
200.        29.        14.0        2.820E-01    8.6E-03           C072800400437 
200.        29.        15.0        2.926E-01    8.8E-03           C072800400438 
200.        29.        16.0        2.904E-01    8.8E-03           C072800400439 
200.        29.        17.0        2.812E-01    8.9E-03           C072800400440 
200.        29.        18.0        2.823E-01    9.0E-03           C072800400441 
200.        29.        19.0        2.938E-01    9.3E-03           C072800400442 
200.        29.        20.0        2.934E-01    9.3E-03           C072800400443 
200.        29.        21.0        2.841E-01    9.2E-03           C072800400444 
200.        29.        22.0        2.964E-01    9.5E-03           C072800400445 
200.        29.        23.0        2.913E-01    9.5E-03           C072800400446 
200.        29.        24.0        2.911E-01    9.7E-03           C072800400447 
200.        29.        25.0        3.017E-01    9.9E-03           C072800400448 
200.        29.        26.0        2.951E-01    9.9E-03           C072800400449 
200.        29.        27.0        2.884E-01    1.0E-02           C072800400450 
200.        29.        28.0        3.005E-01    1.0E-02           C072800400451 
200.        29.        29.0        2.940E-01    1.0E-02           C072800400452 
200.        29.        30.0        3.038E-01    1.0E-02           C072800400453 
200.        29.        31.0        2.854E-01    1.0E-02           C072800400454 
200.        29.        32.0        2.912E-01    1.1E-02           C072800400455 
200.        29.        33.0        3.045E-01    1.1E-02           C072800400456 
200.        29.        34.0        2.951E-01    1.1E-02           C072800400457 
200.        29.        35.0        2.918E-01    1.1E-02           C072800400458 
200.        29.        36.0        2.868E-01    1.1E-02           C072800400459 
200.        29.        37.0        2.646E-01    1.1E-02           C072800400460 
200.        29.        38.0        2.543E-01    1.1E-02           C072800400461 
200.        29.        39.0        2.757E-01    1.1E-02           C072800400462 
200.        29.        40.0        2.833E-01    1.1E-02           C072800400463 
200.        29.        41.0        2.731E-01    1.2E-02           C072800400464 
200.        29.        42.0        2.743E-01    1.1E-02           C072800400465 
200.        29.        43.0        2.505E-01    1.2E-02           C072800400466 
200.        29.        44.0        2.655E-01    1.1E-02           C072800400467 
200.        29.        45.0        2.355E-01    1.2E-02           C072800400468 
200.        29.        46.0        2.495E-01    1.2E-02           C072800400469 
200.        29.        47.0        2.261E-01    1.2E-02           C072800400470 
200.        29.        48.0        2.404E-01    1.2E-02           C072800400471 
200.        29.        49.0        2.419E-01    1.2E-02           C072800400472 
200.        29.        50.0        2.169E-01    1.2E-02           C072800400473 
200.        29.        51.0        2.250E-01    1.2E-02           C072800400474 
200.        29.        52.0        2.178E-01    1.3E-02           C072800400475 
200.        29.        53.0        2.193E-01    1.3E-02           C072800400476 
200.        29.        54.0        2.281E-01    1.3E-02           C072800400477 
200.        29.        55.0        1.927E-01    1.3E-02           C072800400478 
200.        29.        56.0        1.933E-01    1.3E-02           C072800400479 
200.        29.        57.0        1.873E-01    1.3E-02           C072800400480 
200.        29.        58.0        1.639E-01    1.3E-02           C072800400481 
200.        29.        59.0        1.971E-01    1.4E-02           C072800400482 
200.        29.        60.0        1.894E-01    1.4E-02           C072800400483 
200.        29.        61.0        1.743E-01    1.4E-02           C072800400484 
200.        29.        62.0        1.724E-01    1.4E-02           C072800400485 
200.        29.        63.0        1.660E-01    1.5E-02           C072800400486 
200.        29.        64.0        1.608E-01    1.5E-02           C072800400487 
200.        29.        65.0        1.459E-01    1.4E-02           C072800400488 
200.        29.        66.0        1.028E-01    1.3E-02           C072800400489 
200.        31.       -10.0        1.188E-02    4.0E-03           C072800400490 
200.        31.        -9.0        5.680E-03    4.1E-03           C072800400491 
200.        31.        -8.0        3.919E-03    4.2E-03           C072800400492 
200.        31.        -7.0        8.612E-03    4.1E-03           C072800400493 
200.        31.        -6.0        7.147E-03    4.3E-03           C072800400494 
200.        31.        -5.0        8.597E-03    4.3E-03           C072800400495 
200.        31.        -4.0        8.675E-03    4.4E-03           C072800400496 
200.        31.        -3.0        1.264E-02    4.6E-03           C072800400497 
200.        31.        -2.0        1.566E-02    4.7E-03           C072800400498 
200.        31.        -1.0        1.210E-02    4.9E-03           C072800400499 
200.        31.         0.0        2.083E-02    4.9E-03           C072800400500 
200.        31.         1.0        3.634E-02    5.3E-03           C072800400501 
200.        31.         2.0        8.708E-02    5.7E-03           C072800400502 
200.        31.         3.0        1.380E-01    6.3E-03           C072800400503 
200.        31.         4.0        1.736E-01    6.6E-03           C072800400504 
200.        31.         5.0        1.752E-01    6.9E-03           C072800400505 
200.        31.         6.0        1.936E-01    7.0E-03           C072800400506 
200.        31.         7.0        2.034E-01    7.1E-03           C072800400507 
200.        31.         8.0        1.936E-01    7.3E-03           C072800400508 
200.        31.         9.0        2.060E-01    7.5E-03           C072800400509 
200.        31.        10.0        2.110E-01    7.5E-03           C072800400510 
200.        31.        11.0        2.060E-01    7.7E-03           C072800400511 
200.        31.        12.0        2.227E-01    7.8E-03           C072800400512 
200.        31.        13.0        2.197E-01    7.9E-03           C072800400513 
200.        31.        14.0        2.286E-01    8.0E-03           C072800400514 
200.        31.        15.0        2.085E-01    8.1E-03           C072800400515 
200.        31.        16.0        2.280E-01    8.2E-03           C072800400516 
200.        31.        17.0        2.393E-01    8.3E-03           C072800400517 
200.        31.        18.0        2.233E-01    8.4E-03           C072800400518 
200.        31.        19.0        2.124E-01    8.5E-03           C072800400519 
200.        31.        20.0        2.283E-01    8.6E-03           C072800400520 
200.        31.        21.0        2.315E-01    8.9E-03           C072800400521 
200.        31.        22.0        2.233E-01    9.0E-03           C072800400522 
200.        31.        23.0        2.313E-01    9.0E-03           C072800400523 
200.        31.        24.0        2.521E-01    9.1E-03           C072800400524 
200.        31.        25.0        2.380E-01    9.3E-03           C072800400525 
200.        31.        26.0        2.547E-01    9.4E-03           C072800400526 
200.        31.        27.0        2.493E-01    9.5E-03           C072800400527 
200.        31.        28.0        2.503E-01    9.8E-03           C072800400528 
200.        31.        29.0        2.674E-01    1.0E-02           C072800400529 
200.        31.        30.0        2.404E-01    9.8E-03           C072800400530 
200.        31.        31.0        2.548E-01    1.0E-02           C072800400531 
200.        31.        32.0        2.582E-01    1.0E-02           C072800400532 
200.        31.        33.0        2.407E-01    1.0E-02           C072800400533 
200.        31.        34.0        2.597E-01    1.0E-02           C072800400534 
200.        31.        35.0        2.508E-01    1.0E-02           C072800400535 
200.        31.        36.0        2.328E-01    1.0E-02           C072800400536 
200.        31.        37.0        2.463E-01    1.1E-02           C072800400537 
200.        31.        38.0        2.560E-01    1.1E-02           C072800400538 
200.        31.        39.0        2.464E-01    1.1E-02           C072800400539 
200.        31.        40.0        2.341E-01    1.1E-02           C072800400540 
200.        31.        41.0        2.385E-01    1.1E-02           C072800400541 
200.        31.        42.0        2.293E-01    1.1E-02           C072800400542 
200.        31.        43.0        2.603E-01    1.2E-02           C072800400543 
200.        31.        44.0        2.178E-01    1.1E-02           C072800400544 
200.        31.        45.0        2.357E-01    1.2E-02           C072800400545 
200.        31.        46.0        2.362E-01    1.2E-02           C072800400546 
200.        31.        47.0        2.435E-01    1.2E-02           C072800400547 
200.        31.        48.0        2.150E-01    1.2E-02           C072800400548 
200.        31.        49.0        2.169E-01    1.2E-02           C072800400549 
200.        31.        50.0        1.968E-01    1.2E-02           C072800400550 
200.        31.        51.0        2.058E-01    1.2E-02           C072800400551 
200.        31.        52.0        2.232E-01    1.3E-02           C072800400552 
200.        31.        53.0        2.048E-01    1.3E-02           C072800400553 
200.        31.        54.0        1.939E-01    1.3E-02           C072800400554 
200.        31.        55.0        1.963E-01    1.3E-02           C072800400555 
200.        31.        56.0        1.778E-01    1.3E-02           C072800400556 
200.        31.        57.0        1.888E-01    1.4E-02           C072800400557 
200.        31.        58.0        1.946E-01    1.4E-02           C072800400558 
200.        31.        59.0        1.825E-01    1.4E-02           C072800400559 
200.        31.        60.0        1.856E-01    1.5E-02           C072800400560 
200.        31.        61.0        1.821E-01    1.5E-02           C072800400561 
200.        31.        62.0        1.652E-01    1.5E-02           C072800400562 
200.        31.        63.0        1.654E-01    1.5E-02           C072800400563 
200.        31.        64.0        1.542E-01    1.4E-02           C072800400564 
200.        31.        65.0        1.051E-01    1.3E-02           C072800400565 
200.        34.       -10.0        6.047E-03    4.0E-03           C072800400566 
200.        34.        -9.0        4.309E-03    4.1E-03           C072800400567 
200.        34.        -8.0        6.039E-03    4.2E-03           C072800400568 
200.        34.        -7.0       -4.282E-03    4.3E-03           C072800400569 
200.        34.        -6.0        5.449E-03    4.3E-03           C072800400570 
200.        34.        -5.0       -9.424E-04    4.5E-03           C072800400571 
200.        34.        -4.0        4.319E-03    4.7E-03           C072800400572 
200.        34.        -3.0        1.330E-02    4.6E-03           C072800400573 
200.        34.        -2.0        6.269E-03    4.9E-03           C072800400574 
200.        34.        -1.0        5.607E-03    4.8E-03           C072800400575 
200.        34.         0.0        3.922E-03    5.1E-03           C072800400576 
200.        34.         1.0        1.422E-02    5.1E-03           C072800400577 
200.        34.         2.0        3.587E-02    5.5E-03           C072800400578 
200.        34.         3.0        6.979E-02    5.8E-03           C072800400579 
200.        34.         4.0        1.129E-01    6.1E-03           C072800400580 
200.        34.         5.0        1.189E-01    6.3E-03           C072800400581 
200.        34.         6.0        1.221E-01    6.5E-03           C072800400582 
200.        34.         7.0        1.266E-01    6.3E-03           C072800400583 
200.        34.         8.0        1.224E-01    6.8E-03           C072800400584 
200.        34.         9.0        1.355E-01    6.8E-03           C072800400585 
200.        34.        10.0        1.329E-01    6.9E-03           C072800400586 
200.        34.        11.0        1.282E-01    7.1E-03           C072800400587 
200.        34.        12.0        1.460E-01    7.1E-03           C072800400588 
200.        34.        13.0        1.209E-01    7.4E-03           C072800400589 
200.        34.        14.0        1.385E-01    7.4E-03           C072800400590 
200.        34.        15.0        1.441E-01    7.6E-03           C072800400591 
200.        34.        16.0        1.500E-01    7.4E-03           C072800400592 
200.        34.        17.0        1.427E-01    7.8E-03           C072800400593 
200.        34.        18.0        1.472E-01    8.0E-03           C072800400594 
200.        34.        19.0        1.666E-01    8.2E-03           C072800400595 
200.        34.        20.0        1.675E-01    8.1E-03           C072800400596 
200.        34.        21.0        1.649E-01    8.2E-03           C072800400597 
200.        34.        22.0        1.632E-01    8.3E-03           C072800400598 
200.        34.        23.0        1.787E-01    8.5E-03           C072800400599 
200.        34.        24.0        1.611E-01    8.8E-03           C072800400600 
200.        34.        25.0        1.781E-01    9.0E-03           C072800400601 
200.        34.        26.0        1.797E-01    8.9E-03           C072800400602 
200.        34.        27.0        1.667E-01    9.0E-03           C072800400603 
200.        34.        28.0        1.664E-01    9.4E-03           C072800400604 
200.        34.        29.0        1.849E-01    9.3E-03           C072800400605 
200.        34.        30.0        1.944E-01    9.5E-03           C072800400606 
200.        34.        31.0        1.890E-01    9.6E-03           C072800400607 
200.        34.        32.0        1.929E-01    9.8E-03           C072800400608 
200.        34.        33.0        1.912E-01    9.9E-03           C072800400609 
200.        34.        34.0        1.895E-01    1.0E-02           C072800400610 
200.        34.        35.0        2.052E-01    1.0E-02           C072800400611 
200.        34.        36.0        1.938E-01    1.1E-02           C072800400612 
200.        34.        37.0        1.808E-01    1.0E-02           C072800400613 
200.        34.        38.0        2.111E-01    1.1E-02           C072800400614 
200.        34.        39.0        1.947E-01    1.1E-02           C072800400615 
200.        34.        40.0        2.110E-01    1.1E-02           C072800400616 
200.        34.        41.0        2.116E-01    1.1E-02           C072800400617 
200.        34.        42.0        1.733E-01    1.1E-02           C072800400618 
200.        34.        43.0        1.868E-01    1.1E-02           C072800400619 
200.        34.        44.0        1.979E-01    1.2E-02           C072800400620 
200.        34.        45.0        1.916E-01    1.2E-02           C072800400621 
200.        34.        46.0        1.957E-01    1.2E-02           C072800400622 
200.        34.        47.0        2.060E-01    1.2E-02           C072800400623 
200.        34.        48.0        1.872E-01    1.2E-02           C072800400624 
200.        34.        49.0        1.868E-01    1.2E-02           C072800400625 
200.        34.        50.0        1.902E-01    1.3E-02           C072800400626 
200.        34.        51.0        1.926E-01    1.3E-02           C072800400627 
200.        34.        52.0        1.617E-01    1.3E-02           C072800400628 
200.        34.        53.0        1.918E-01    1.3E-02           C072800400629 
200.        34.        54.0        1.574E-01    1.3E-02           C072800400630 
200.        34.        55.0        1.810E-01    1.4E-02           C072800400631 
200.        34.        56.0        1.631E-01    1.4E-02           C072800400632 
200.        34.        57.0        1.819E-01    1.4E-02           C072800400633 
200.        34.        58.0        1.690E-01    1.4E-02           C072800400634 
200.        34.        59.0        1.893E-01    1.4E-02           C072800400635 
200.        34.        60.0        1.621E-01    1.5E-02           C072800400636 
200.        34.        61.0        1.368E-01    1.5E-02           C072800400637 
200.        34.        62.0        1.227E-01    1.4E-02           C072800400638 
200.        34.        63.0        9.841E-02    1.1E-02           C072800400639 
200.        40.       -10.0       -2.413E-03    3.1E-03           C072800400640 
200.        40.        -9.0        1.675E-03    3.1E-03           C072800400641 
200.        40.        -8.0        1.711E-03    3.3E-03           C072800400642 
200.        40.        -7.0        8.260E-03    3.2E-03           C072800400643 
200.        40.        -6.0        4.917E-03    3.4E-03           C072800400644 
200.        40.        -5.0       -9.014E-04    3.6E-03           C072800400645 
200.        40.        -4.0        5.756E-04    3.5E-03           C072800400646 
200.        40.        -3.0        2.468E-03    3.5E-03           C072800400647 
200.        40.        -2.0        1.193E-02    3.6E-03           C072800400648 
200.        40.        -1.0        5.551E-03    3.6E-03           C072800400649 
200.        40.         0.0       -5.100E-03    3.9E-03           C072800400650 
200.        40.         1.0        1.447E-02    3.9E-03           C072800400651 
200.        40.         2.0        1.232E-02    4.3E-03           C072800400652 
200.        40.         3.0        3.359E-02    4.4E-03           C072800400653 
200.        40.         4.0        4.487E-02    4.8E-03           C072800400654 
200.        40.         5.0        4.123E-02    5.0E-03           C072800400655 
200.        40.         6.0        4.557E-02    5.0E-03           C072800400656 
200.        40.         7.0        5.498E-02    5.0E-03           C072800400657 
200.        40.         8.0        5.375E-02    5.1E-03           C072800400658 
200.        40.         9.0        4.504E-02    5.3E-03           C072800400659 
200.        40.        10.0        6.054E-02    5.5E-03           C072800400660 
200.        40.        11.0        4.867E-02    5.5E-03           C072800400661 
200.        40.        12.0        6.524E-02    5.8E-03           C072800400662 
200.        40.        13.0        5.667E-02    5.7E-03           C072800400663 
200.        40.        14.0        6.253E-02    5.9E-03           C072800400664 
200.        40.        15.0        6.003E-02    5.9E-03           C072800400665 
200.        40.        16.0        6.947E-02    6.1E-03           C072800400666 
200.        40.        17.0        6.643E-02    6.2E-03           C072800400667 
200.        40.        18.0        5.730E-02    6.2E-03           C072800400668 
200.        40.        19.0        6.514E-02    6.5E-03           C072800400669 
200.        40.        20.0        7.818E-02    6.5E-03           C072800400670 
200.        40.        21.0        7.343E-02    6.8E-03           C072800400671 
200.        40.        22.0        7.131E-02    6.9E-03           C072800400672 
200.        40.        23.0        7.628E-02    6.9E-03           C072800400673 
200.        40.        24.0        7.737E-02    7.0E-03           C072800400674 
200.        40.        25.0        7.161E-02    7.2E-03           C072800400675 
200.        40.        26.0        8.391E-02    7.4E-03           C072800400676 
200.        40.        27.0        6.975E-02    7.5E-03           C072800400677 
200.        40.        28.0        7.308E-02    7.7E-03           C072800400678 
200.        40.        29.0        8.234E-02    7.8E-03           C072800400679 
200.        40.        30.0        9.939E-02    8.1E-03           C072800400680 
200.        40.        31.0        9.866E-02    8.2E-03           C072800400681 
200.        40.        32.0        1.048E-01    8.3E-03           C072800400682 
200.        40.        33.0        1.030E-01    8.3E-03           C072800400683 
200.        40.        34.0        1.008E-01    8.6E-03           C072800400684 
200.        40.        35.0        9.937E-02    8.6E-03           C072800400685 
200.        40.        36.0        1.000E-01    8.9E-03           C072800400686 
200.        40.        37.0        1.183E-01    8.9E-03           C072800400687 
200.        40.        38.0        1.151E-01    9.2E-03           C072800400688 
200.        40.        39.0        1.017E-01    9.4E-03           C072800400689 
200.        40.        40.0        1.121E-01    9.7E-03           C072800400690 
200.        40.        41.0        9.654E-02    9.7E-03           C072800400691 
200.        40.        42.0        1.086E-01    9.9E-03           C072800400692 
200.        40.        43.0        1.026E-01    9.9E-03           C072800400693 
200.        40.        44.0        1.141E-01    1.0E-02           C072800400694 
200.        40.        45.0        1.277E-01    1.0E-02           C072800400695 
200.        40.        46.0        1.123E-01    1.1E-02           C072800400696 
200.        40.        47.0        1.176E-01    1.1E-02           C072800400697 
200.        40.        48.0        9.989E-02    1.1E-02           C072800400698 
200.        40.        49.0        1.304E-01    1.1E-02           C072800400699 
200.        40.        50.0        9.393E-02    1.2E-02           C072800400700 
200.        40.        51.0        1.116E-01    1.2E-02           C072800400701 
200.        40.        52.0        1.268E-01    1.2E-02           C072800400702 
200.        40.        53.0        1.312E-01    1.2E-02           C072800400703 
200.        40.        54.0        1.100E-01    1.3E-02           C072800400704 
200.        40.        55.0        1.199E-01    1.3E-02           C072800400705 
200.        40.        56.0        1.104E-01    1.3E-02           C072800400706 
200.        40.        57.0        8.735E-02    1.2E-02           C072800400707 
200.        40.        58.0        7.144E-02    1.1E-02           C072800400708 
200.        44.       -10.0        4.679E-04    1.6E-03           C072800400709 
200.        44.        -9.0        2.867E-03    1.6E-03           C072800400710 
200.        44.        -8.0        5.165E-03    1.7E-03           C072800400711 
200.        44.        -7.0        6.375E-03    1.7E-03           C072800400712 
200.        44.        -6.0        5.047E-03    1.7E-03           C072800400713 
200.        44.        -5.0        6.755E-03    1.8E-03           C072800400714 
200.        44.        -4.0        4.112E-03    1.8E-03           C072800400715 
200.        44.        -3.0        3.235E-03    1.8E-03           C072800400716 
200.        44.        -2.0        4.226E-04    1.8E-03           C072800400717 
200.        44.        -1.0        2.905E-03    1.9E-03           C072800400718 
200.        44.         0.0        4.417E-03    2.0E-03           C072800400719 
200.        44.         1.0        6.237E-03    2.1E-03           C072800400720 
200.        44.         2.0        1.178E-02    2.2E-03           C072800400721 
200.        44.         3.0        1.666E-02    2.3E-03           C072800400722 
200.        44.         4.0        1.865E-02    2.5E-03           C072800400723 
200.        44.         5.0        2.413E-02    2.6E-03           C072800400724 
200.        44.         6.0        2.337E-02    2.7E-03           C072800400725 
200.        44.         7.0        2.564E-02    2.7E-03           C072800400726 
200.        44.         8.0        3.115E-02    2.8E-03           C072800400727 
200.        44.         9.0        2.981E-02    2.8E-03           C072800400728 
200.        44.        10.0        2.613E-02    2.9E-03           C072800400729 
200.        44.        11.0        3.200E-02    2.9E-03           C072800400730 
200.        44.        12.0        2.921E-02    3.0E-03           C072800400731 
200.        44.        13.0        3.549E-02    3.1E-03           C072800400732 
200.        44.        14.0        3.404E-02    3.2E-03           C072800400733 
200.        44.        15.0        3.576E-02    3.2E-03           C072800400734 
200.        44.        16.0        3.281E-02    3.3E-03           C072800400735 
200.        44.        17.0        3.459E-02    3.3E-03           C072800400736 
200.        44.        18.0        3.689E-02    3.5E-03           C072800400737 
