ENTRY            E2661   20210604                             E131E266100000001 
SUBENT        E2661001   20210604                             E131E266100100001 
BIB                 12         35                                 E266100100002 
TITLE      Role of Multichance Fission in the Description of      E266100100003 
           Fission-Fragment Mass Distributions at High Energies   E266100100004 
AUTHOR     (K.Hirose, K.Nishio, S.Tanaka, R.Leguillon, H.Makii,   E266100100005 
            I.Nishinaka, R.Orlandi, K.Tsukada, J.Smallcombe,      E266100100006 
            M.J.Vermeulen, S.Chiba, Y.Aritomo, T.Ohtsuki,         E266100100007 
            K.Nakano, S.Araki, Y.Watanabe, R.Tatsuzawa, N.Takaki, E266100100008 
            N.Tamura, S.Goto, I.Tsekhanovich, A.N.Andreyev)       E266100100009 
INSTITUTE  (2JPNJAE) Advanced Science Research Center             E266100100010 
           (2JPNKNK) Faculty of Science and Engineering           E266100100011 
           (1CANTMF)                                              E266100100012 
           (2JPNTIT) Laboratory for Advanced Nuclear Energy,      E266100100013 
                     Institute for Innovative Research            E266100100014 
           (2JPNKTO) Research Reactor Institute                   E266100100015 
           (2JPNKYU) Interdisciplinary Graduate School of         E266100100016 
                     Engineering Sciences                         E266100100017 
           (2JPNJPN) Graduate School of Engineering, Tokyo City   E266100100018 
                     University                                   E266100100019 
           (2JPNNII) Graduate School of Science and Technology    E266100100020 
           (2FR BOR)                                              E266100100021 
           (2UK YRK) Department of Physics                        E266100100022 
REFERENCE  (J,PRL,119,222501,2017)                                E266100100023 
PART-DET   (FF)                                                   E266100100024 
INC-SOURCE Beam intensity is 0.5 particle-nA.                     E266100100025 
SAMPLE     - Chemical-form of target is element.                  E266100100026 
           - Physical-form of target is solid.                    E266100100027 
           - Target-thickness is 0.08 mg/cm2.                     E266100100028 
           - Backing is nickel.                                   E266100100029 
           - Backing-thickness is 0.09 mg/cm2.                    E266100100030 
FACILITY   (VDGT,2JPNJAE)                                         E266100100031 
DETECTOR   (SI)                                                   E266100100032 
           (MWPC)                                                 E266100100033 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E266100100034 
STATUS     (TABLE) Plotted in Fig.3 of Physics Review L 119,      E266100100035 
                   222501 (2017)                                  E266100100036 
HISTORY    (20200831C) Qing Zhao                                  E266100100037 
ENDBIB              35          0                                 E266100100038 
COMMON               1          3                                 E266100100039 
EN                                                                E266100100040 
MEV                                                               E266100100041 
 157.5                                                            E266100100042 
ENDCOMMON            3          0                                 E266100100043 
ENDSUBENT           42          0                                 E266100199999 
SUBENT        E2661002   20210604                             E131E266100200001 
BIB                  2          2                                 E266100200002 
REACTION   (92-U-238(8-O-18,8-O-19+F)MASS,ISP/PRE,FY)             E266100200003 
EN-SEC     (E-EXC,92-U-237)                                       E266100200004 
ENDBIB               2          0                                 E266100200005 
NOCOMMON             0          0                                 E266100200006 
DATA                 5        200                                 E266100200007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266100200008 
        50.        60.       58.5  0.0492126  0.0347986           E266101000174 
        50.        60.       62.5  0.0492126  0.0347986           E266101000175 
        50.        60.       66.5  0.1968504  0.0695971           E266101000176 
        50.        60.       70.5  0.1968504  0.0695971           E266101000177 
        50.        60.       74.5  0.2460630  0.0778119           E266101000178 
        50.        60.       78.5  0.6397637  0.1254680           E266101000179 
        50.        60.       82.5  0.8858268  0.1476378           E266101000180 
        50.        60.       86.5  1.2303150  0.1739928           E266101000181 
        50.        60.       90.5  1.5748031  0.1968504           E266101000182 
        50.        60.       94.5  1.6240157  0.1999025           E266101000183 
        50.        60.       98.5  2.8051181  0.2627234           E266101000184 
        50.        60.      102.5  2.7559054  0.2604086           E266101000185 
        50.        60.      106.5  2.9035432  0.2672928           E266101000186 
        50.        60.      110.5  3.6909449  0.3013644           E266101000187 
        50.        60.      114.5  2.8543305  0.2650180           E266101000188 
        50.        60.      118.5  3.1988189  0.2805550           E266101000189 
        50.        60.      122.5  3.1988189  0.2805550           E266101000190 
        50.        60.      126.5  2.8543305  0.2650180           E266101000191 
        50.        60.      130.5  3.6909449  0.3013644           E266101000192 
        50.        60.      134.5  2.9035432  0.2672928           E266101000193 
        50.        60.      138.5  2.7559054  0.2604086           E266101000194 
        50.        60.      142.5  2.8051181  0.2627234           E266101000195 
        50.        60.      146.5  1.6240157  0.1999025           E266101000196 
        50.        60.      150.5  1.5748031  0.1968504           E266101000197 
        50.        60.      154.5  1.2303150  0.1739928           E266101000198 
        50.        60.      158.5  0.8858268  0.1476378           E266101000199 
        50.        60.      162.5  0.6397637  0.1254680           E266101000200 
        50.        60.      166.5  0.2460630  0.0778119           E266101000201 
        50.        60.      170.5  0.1968504  0.0695971           E266101000202 
        50.        60.      174.5  0.1968504  0.0695971           E266101000203 
        50.        60.      178.5  0.0492126  0.0347986           E266101000204 
        50.        60.      182.5  0.0492126  0.0347986           E266101000205 
        50.        60.      186.5  0.0984252  0.0492126           E266101000206 
        50.        60.      190.5  0.0000000  0.0000000           E266101000207 
        50.        60.      194.5  0.0000000  0.0000000           E266101000208 
        50.        60.      198.5  0.0000000  0.0000000           E266101000209 
ENDDATA            202          0                                 E266101000210 
ENDSUBENT          209          0                                 E266101099999 
SUBENT        E2661011   20210604                             E131E266101100001 
BIB                  2          2                                 E266101100002 
REACTION   (92-U-238(8-O-18,6-C-14+F)MASS,ISP/PRE,FY)             E266101100003 
EN-SEC     (E-EXC,94-PU-242)                                      E266101100004 
ENDBIB               2          0                                 E266101100005 
NOCOMMON             0          0                                 E266101100006 
DATA                 5        200                                 E266101100007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266101100008 
MEV        MEV        NO-DIM     PC/FIS     PC/FIS                E266101100009 
        10.        20.       43.0  0.0000000  0.0000000           E266101100010 
        10.        20.       47.0  0.0000000  0.0000000           E266101100011 
        10.        20.       51.0  0.0000000  0.0000000           E266101100012 
        10.        20.       55.0  0.0000000  0.0000000           E266101100013 
        10.        20.       59.0  0.0512295  0.0362247           E266101100014 
        10.        20.       63.0  0.0512295  0.0362247           E266101100015 
        10.        20.       67.0  0.0000000  0.0000000           E266101100016 
        10.        20.       71.0  0.1024590  0.0512295           E266101100017 
        10.        20.       75.0  0.1024590  0.0512295           E266101100018 
        10.        20.       79.0  0.5635246  0.1201439           E266101100019 
        10.        20.       83.0  0.9733607  0.1579000           E266101100020 
        10.        20.       87.0  1.2807376  0.1811237           E266101100021 
        10.        20.       91.0  2.3053279  0.2430029           E266101100022 
        10.        20.       95.0  2.1004097  0.2319514           E266101100023 
        10.        20.       99.0  3.8934426  0.3157999           E266101100024 
        10.        20.      103.0  3.9959016  0.3199281           E266101100025 
        10.        20.      107.0  4.2008195  0.3280289           E266101100026 
        10.        20.      111.0  2.9713113  0.2758794           E266101100027 
        10.        20.      115.0  1.6905737  0.2080952           E266101100028 
        10.        20.      119.0  0.7172131  0.1355405           E266101100029 
        10.        20.      123.0  0.7172131  0.1355405           E266101100030 
        10.        20.      127.0  1.6905737  0.2080952           E266101100031 
        10.        20.      131.0  2.9713113  0.2758794           E266101100032 
        10.        20.      135.0  4.2008195  0.3280289           E266101100033 
        10.        20.      139.0  3.9959016  0.3199281           E266101100034 
        10.        20.      143.0  3.8934426  0.3157999           E266101100035 
        10.        20.      147.0  2.1004097  0.2319514           E266101100036 
        10.        20.      151.0  2.3053279  0.2430029           E266101100037 
        10.        20.      155.0  1.2807376  0.1811237           E266101100038 
        10.        20.      159.0  0.9733607  0.1579000           E266101100039 
        10.        20.      163.0  0.5635246  0.1201439           E266101100040 
        10.        20.      167.0  0.1024590  0.0512295           E266101100041 
        10.        20.      171.0  0.1024590  0.0512295           E266101100042 
        10.        20.      175.0  0.0000000  0.0000000           E266101100043 
        10.        20.      179.0  0.0512295  0.0362247           E266101100044 
        10.        20.      183.0  0.0512295  0.0362247           E266101100045 
        10.        20.      187.0  0.0000000  0.0000000           E266101100046 
        10.        20.      191.0  0.0000000  0.0000000           E266101100047 
        10.        20.      195.0  0.0000000  0.0000000           E266101100048 
        10.        20.      199.0  0.0000000  0.0000000           E266101100049 
        20.        30.       43.0  0.0000000  0.0000000           E266101100050 
        20.        30.       47.0  0.0098309  0.0069515           E266101100051 
        20.        30.       51.0  0.0000000  0.0000000           E266101100052 
        20.        30.       55.0  0.0294927  0.0120404           E266101100053 
        20.        30.       59.0  0.0393236  0.0139030           E266101100054 
        20.        30.       63.0  0.0589854  0.0170276           E266101100055 
        20.        30.       67.0  0.1278018  0.0250640           E266101100056 
        20.        30.       71.0  0.2064491  0.0318558           E266101100057 
        20.        30.       75.0  0.2261109  0.0333382           E266101100058 
        20.        30.       79.0  0.3834054  0.0434121           E266101100059 
        20.        30.       83.0  0.8257963  0.0637116           E266101100060 
        20.        30.       87.0  1.1993707  0.0767818           E266101100061 
        20.        30.       91.0  1.8973653  0.0965733           E266101100062 
        20.        30.       95.0  2.3200943  0.1067910           E266101100063 
        20.        30.       99.0  3.2147069  0.1257050           E266101100064 
        20.        30.      103.0  3.9913490  0.1400689           E266101100065 
        20.        30.      107.0  3.7357450  0.1355097           E266101100066 
        20.        30.      111.0  2.9689343  0.1208042           E266101100067 
        20.        30.      115.0  2.0743215  0.1009764           E266101100068 
        20.        30.      119.0  1.6909162  0.0911681           E266101100069 
        20.        30.      123.0  1.6909162  0.0911681           E266101100070 
        20.        30.      127.0  2.0743215  0.1009764           E266101100071 
        20.        30.      131.0  2.9689343  0.1208042           E266101100072 
        20.        30.      135.0  3.7357450  0.1355097           E266101100073 
        20.        30.      139.0  3.9913490  0.1400689           E266101100074 
        20.        30.      143.0  3.2147069  0.1257050           E266101100075 
        20.        30.      147.0  2.3200943  0.1067910           E266101100076 
        20.        30.      151.0  1.8973653  0.0965733           E266101100077 
        20.        30.      155.0  1.1993707  0.0767818           E266101100078 
        20.        30.      159.0  0.8257963  0.0637116           E266101100079 
        20.        30.      163.0  0.3834054  0.0434121           E266101100080 
        20.        30.      167.0  0.2261109  0.0333382           E266101100081 
        20.        30.      171.0  0.2064491  0.0318558           E266101100082 
        20.        30.      175.0  0.1278018  0.0250640           E266101100083 
        20.        30.      179.0  0.0589854  0.0170276           E266101100084 
        20.        30.      183.0  0.0393236  0.0139030           E266101100085 
        20.        30.      187.0  0.0294927  0.0120404           E266101100086 
        20.        30.      191.0  0.0000000  0.0000000           E266101100087 
        20.        30.      195.0  0.0098309  0.0069515           E266101100088 
        20.        30.      199.0  0.0000000  0.0000000           E266101100089 
        30.        40.       43.0  0.0060650  0.0042886           E266101100090 
        30.        40.       47.0  0.0060650  0.0042886           E266101100091 
        30.        40.       51.0  0.0424551  0.0113466           E266101100092 
        30.        40.       55.0  0.0242601  0.0085772           E266101100093 
        30.        40.       59.0  0.0667152  0.0142237           E266101100094 
        30.        40.       63.0  0.0788452  0.0154628           E266101100095 
        30.        40.       67.0  0.1394954  0.0205675           E266101100096 
        30.        40.       71.0  0.1455604  0.0210098           E266101100097 
        30.        40.       75.0  0.3275109  0.0315148           E266101100098 
        30.        40.       79.0  0.4488113  0.0368921           E266101100099 
        30.        40.       83.0  0.6974770  0.0459903           E266101100100 
        30.        40.       87.0  1.1159631  0.0581736           E266101100101 
        30.        40.       91.0  1.6496847  0.0707296           E266101100102 
        30.        40.       95.0  2.5533719  0.0879950           E266101100103 
        30.        40.       99.0  3.1052887  0.0970403           E266101100104 
        30.        40.      103.0  3.3964095  0.1014872           E266101100105 
        30.        40.      107.0  3.5298400  0.1034614           E266101100106 
        30.        40.      111.0  3.1052887  0.0970403           E266101100107 
        30.        40.      115.0  2.4199419  0.0856650           E266101100108 
        30.        40.      119.0  2.1409512  0.0805757           E266101100109 
        30.        40.      123.0  2.1409512  0.0805757           E266101100110 
        30.        40.      127.0  2.4199419  0.0856650           E266101100111 
        30.        40.      131.0  3.1052887  0.0970403           E266101100112 
        30.        40.      135.0  3.5298400  0.1034614           E266101100113 
        30.        40.      139.0  3.3964095  0.1014872           E266101100114 
        30.        40.      143.0  3.1052887  0.0970403           E266101100115 
        30.        40.      147.0  2.5533719  0.0879950           E266101100116 
        30.        40.      151.0  1.6496847  0.0707296           E266101100117 
        30.        40.      155.0  1.1159631  0.0581736           E266101100118 
        30.        40.      159.0  0.6974770  0.0459903           E266101100119 
        30.        40.      163.0  0.4488113  0.0368921           E266101100120 
        30.        40.      167.0  0.3275109  0.0315148           E266101100121 
        30.        40.      171.0  0.1455604  0.0210098           E266101100122 
        30.        40.      175.0  0.1394954  0.0205675           E266101100123 
        30.        40.      179.0  0.0788452  0.0154628           E266101100124 
        30.        40.      183.0  0.0667152  0.0142237           E266101100125 
        30.        40.      187.0  0.0242601  0.0085772           E266101100126 
        30.        40.      191.0  0.0424551  0.0113466           E266101100127 
        30.        40.      195.0  0.0060650  0.0042886           E266101100128 
        30.        40.      199.0  0.0060650  0.0042886           E266101100129 
        40.        50.       43.0  0.0000000  0.0000000           E266101100130 
        40.        50.       47.0  0.0257798  0.0091145           E266101100131 
        40.        50.       51.0  0.0257798  0.0091145           E266101100132 
        40.        50.       55.0  0.0322248  0.0101904           E266101100133 
        40.        50.       59.0  0.0515597  0.0128899           E266101100134 
        40.        50.       63.0  0.0451147  0.0120574           E266101100135 
        40.        50.       67.0  0.1095643  0.0187901           E266101100136 
        40.        50.       71.0  0.1740139  0.0236803           E266101100137 
        40.        50.       75.0  0.3866976  0.0353005           E266101100138 
        40.        50.       79.0  0.5349317  0.0415187           E266101100139 
        40.        50.       83.0  0.8894045  0.0535359           E266101100140 
        40.        50.       87.0  1.2245424  0.0628177           E266101100141 
        40.        50.       91.0  1.6756896  0.0734838           E266101100142 
        40.        50.       95.0  2.3781903  0.0875424           E266101100143 
        40.        50.       99.0  2.7455530  0.0940611           E266101100144 
        40.        50.      103.0  3.1386955  0.1005703           E266101100145 
        40.        50.      107.0  3.5705078  0.1072655           E266101100146 
        40.        50.      111.0  2.9646819  0.0977427           E266101100147 
        40.        50.      115.0  2.6424336  0.0922778           E266101100148 
        40.        50.      119.0  2.3846352  0.0876609           E266101100149 
        40.        50.      123.0  2.3846352  0.0876609           E266101100150 
        40.        50.      127.0  2.6424336  0.0922778           E266101100151 
        40.        50.      131.0  2.9646819  0.0977427           E266101100152 
        40.        50.      135.0  3.5705078  0.1072655           E266101100153 
        40.        50.      139.0  3.1386955  0.1005703           E266101100154 
        40.        50.      143.0  2.7455530  0.0940611           E266101100155 
        40.        50.      147.0  2.3781903  0.0875424           E266101100156 
        40.        50.      151.0  1.6756896  0.0734838           E266101100157 
        40.        50.      155.0  1.2245424  0.0628177           E266101100158 
        40.        50.      159.0  0.8894045  0.0535359           E266101100159 
        40.        50.      163.0  0.5349317  0.0415187           E266101100160 
        40.        50.      167.0  0.3866976  0.0353005           E266101100161 
        40.        50.      171.0  0.1740139  0.0236803           E266101100162 
        40.        50.      175.0  0.1095643  0.0187901           E266101100163 
        40.        50.      179.0  0.0451147  0.0120574           E266101100164 
        40.        50.      183.0  0.0515597  0.0128899           E266101100165 
        40.        50.      187.0  0.0322248  0.0101904           E266101100166 
        40.        50.      191.0  0.0257798  0.0091145           E266101100167 
        40.        50.      195.0  0.0257798  0.0091145           E266101100168 
        40.        50.      199.0  0.0000000  0.0000000           E266101100169 
        50.        60.       43.0  0.0181422  0.0090711           E266101100170 
        50.        60.       47.0  0.0181422  0.0090711           E266101100171 
        50.        60.       51.0  0.0272134  0.0111098           E266101100172 
        50.        60.       55.0  0.0362845  0.0128285           E266101100173 
        50.        60.       59.0  0.0634979  0.0169705           E266101100174 
        50.        60.       63.0  0.1632802  0.0272134           E266101100175 
        50.        60.       67.0  0.1360669  0.0248423           E266101100176 
        50.        60.       71.0  0.2449203  0.0333294           E266101100177 
        50.        60.       75.0  0.3900583  0.0420611           E266101100178 
        50.        60.       79.0  0.5805519  0.0513140           E266101100179 
        50.        60.       83.0  0.8617567  0.0625184           E266101100180 
        50.        60.       87.0  1.3243841  0.0775037           E266101100181 
        50.        60.       91.0  2.0228605  0.0957852           E266101100182 
        50.        60.       95.0  2.1725247  0.0992654           E266101100183 
        50.        60.       99.0  2.8800745  0.1142924           E266101100184 
        50.        60.      103.0  2.6850526  0.1103550           E266101100185 
        50.        60.      107.0  3.3291028  0.1228794           E266101100186 
        50.        60.      111.0  2.8211195  0.1131166           E266101100187 
        50.        60.      115.0  2.6669104  0.1099815           E266101100188 
        50.        60.      119.0  2.5580568  0.1077136           E266101100189 
        50.        60.      123.0  2.5580568  0.1077136           E266101100190 
        50.        60.      127.0  2.6669104  0.1099815           E266101100191 
        50.        60.      131.0  2.8211195  0.1131166           E266101100192 
        50.        60.      135.0  3.3291028  0.1228794           E266101100193 
        50.        60.      139.0  2.6850526  0.1103550           E266101100194 
        50.        60.      143.0  2.8800745  0.1142924           E266101100195 
        50.        60.      147.0  2.1725247  0.0992654           E266101100196 
        50.        60.      151.0  2.0228605  0.0957852           E266101100197 
        50.        60.      155.0  1.3243841  0.0775037           E266101100198 
        50.        60.      159.0  0.8617567  0.0625184           E266101100199 
        50.        60.      163.0  0.5805519  0.0513140           E266101100200 
        50.        60.      167.0  0.3900583  0.0420611           E266101100201 
        50.        60.      171.0  0.2449203  0.0333294           E266101100202 
        50.        60.      175.0  0.1360669  0.0248423           E266101100203 
        50.        60.      179.0  0.1632802  0.0272134           E266101100204 
        50.        60.      183.0  0.0634979  0.0169705           E266101100205 
        50.        60.      187.0  0.0362845  0.0128285           E266101100206 
        50.        60.      191.0  0.0272134  0.0111098           E266101100207 
        50.        60.      195.0  0.0181422  0.0090711           E266101100208 
        50.        60.      199.0  0.0181422  0.0090711           E266101100209 
ENDDATA            202          0                                 E266101100210 
ENDSUBENT          209          0                                 E266101199999 
SUBENT        E2661012   20210604                             E131E266101200001 
BIB                  2          2                                 E266101200002 
REACTION   (92-U-238(8-O-18,6-C-13+F)MASS,ISP/PRE,FY)             E266101200003 
EN-SEC     (E-EXC,94-PU-243)                                      E266101200004 
ENDBIB               2          0                                 E266101200005 
NOCOMMON             0          0                                 E266101200006 
DATA                 5        200                                 E266101200007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266101200008 
MEV        MEV        NO-DIM     PC/FIS     PC/FIS                E266101200009 
        10.        20.       43.5  0.0000000  0.0000000           E266101200010 
        10.        20.       47.5  0.2212389  0.1564396           E266101200011 
        10.        20.       51.5  0.0000000  0.0000000           E266101200012 
        10.        20.       55.5  0.0000000  0.0000000           E266101200013 
        10.        20.       59.5  0.2212389  0.1564396           E266101200014 
        10.        20.       63.5  0.0000000  0.0000000           E266101200015 
        10.        20.       67.5  0.2212389  0.1564396           E266101200016 
        10.        20.       71.5  0.2212389  0.1564396           E266101200017 
        10.        20.       75.5  0.2212389  0.1564396           E266101200018 
        10.        20.       79.5  0.4424779  0.2212389           E266101200019 
        10.        20.       83.5  1.3274336  0.3831971           E266101200020 
        10.        20.       87.5  1.7699115  0.4424779           E266101200021 
        10.        20.       91.5  1.1061947  0.3498095           E266101200022 
        10.        20.       95.5  3.3185842  0.6058878           E266101200023 
        10.        20.       99.5  3.9823010  0.6637169           E266101200024 
        10.        20.      103.5  3.9823010  0.6637169           E266101200025 
        10.        20.      107.5  3.9823010  0.6637169           E266101200026 
        10.        20.      111.5  1.7699115  0.4424779           E266101200027 
        10.        20.      115.5  1.7699115  0.4424779           E266101200028 
        10.        20.      119.5  0.4424779  0.2212389           E266101200029 
        10.        20.      123.5  0.4424779  0.2212389           E266101200030 
        10.        20.      127.5  1.7699115  0.4424779           E266101200031 
        10.        20.      131.5  1.7699115  0.4424779           E266101200032 
        10.        20.      135.5  3.9823010  0.6637169           E266101200033 
        10.        20.      139.5  3.9823010  0.6637169           E266101200034 
        10.        20.      143.5  3.9823010  0.6637169           E266101200035 
        10.        20.      147.5  3.3185842  0.6058878           E266101200036 
        10.        20.      151.5  1.1061947  0.3498095           E266101200037 
        10.        20.      155.5  1.7699115  0.4424779           E266101200038 
        10.        20.      159.5  1.3274336  0.3831971           E266101200039 
        10.        20.      163.5  0.4424779  0.2212389           E266101200040 
        10.        20.      167.5  0.2212389  0.1564396           E266101200041 
        10.        20.      171.5  0.2212389  0.1564396           E266101200042 
        10.        20.      175.5  0.2212389  0.1564396           E266101200043 
        10.        20.      179.5  0.0000000  0.0000000           E266101200044 
        10.        20.      183.5  0.2212389  0.1564396           E266101200045 
        10.        20.      187.5  0.0000000  0.0000000           E266101200046 
        10.        20.      191.5  0.0000000  0.0000000           E266101200047 
        10.        20.      195.5  0.2212389  0.1564396           E266101200048 
        10.        20.      199.5  0.0000000  0.0000000           E266101200049 
        20.        30.       43.5  0.0000000  0.0000000           E266101200050 
        20.        30.       47.5  0.0000000  0.0000000           E266101200051 
        20.        30.       51.5  0.0285388  0.0201800           E266101200052 
        20.        30.       55.5  0.0570776  0.0285388           E266101200053 
        20.        30.       59.5  0.0570776  0.0285388           E266101200054 
        20.        30.       63.5  0.0285388  0.0201800           E266101200055 
        20.        30.       67.5  0.1141553  0.0403600           E266101200056 
        20.        30.       71.5  0.1997717  0.0533912           E266101200057 
        20.        30.       75.5  0.2568493  0.0605400           E266101200058 
        20.        30.       79.5  0.4566210  0.0807199           E266101200059 
        20.        30.       83.5  0.9132420  0.1141553           E266101200060 
        20.        30.       87.5  1.1415524  0.1276294           E266101200061 
        20.        30.       91.5  1.6837898  0.1550054           E266101200062 
        20.        30.       95.5  2.2545662  0.1793636           E266101200063 
        20.        30.       99.5  3.1107304  0.2106853           E266101200064 
        20.        30.      103.5  3.9383562  0.2370612           E266101200065 
        20.        30.      107.5  3.3675797  0.2192108           E266101200066 
        20.        30.      111.5  3.2534246  0.2154633           E266101200067 
        20.        30.      115.5  2.3116438  0.1816199           E266101200068 
        20.        30.      119.5  1.8264840  0.1614399           E266101200069 
        20.        30.      123.5  1.8264840  0.1614399           E266101200070 
        20.        30.      127.5  2.3116438  0.1816199           E266101200071 
        20.        30.      131.5  3.2534246  0.2154633           E266101200072 
        20.        30.      135.5  3.3675797  0.2192108           E266101200073 
        20.        30.      139.5  3.9383562  0.2370612           E266101200074 
        20.        30.      143.5  3.1107304  0.2106853           E266101200075 
        20.        30.      147.5  2.2545662  0.1793636           E266101200076 
        20.        30.      151.5  1.6837898  0.1550054           E266101200077 
        20.        30.      155.5  1.1415524  0.1276294           E266101200078 
        20.        30.      159.5  0.9132420  0.1141553           E266101200079 
        20.        30.      163.5  0.4566210  0.0807199           E266101200080 
        20.        30.      167.5  0.2568493  0.0605400           E266101200081 
        20.        30.      171.5  0.1997717  0.0533912           E266101200082 
        20.        30.      175.5  0.1141553  0.0403600           E266101200083 
        20.        30.      179.5  0.0285388  0.0201800           E266101200084 
        20.        30.      183.5  0.0570776  0.0285388           E266101200085 
        20.        30.      187.5  0.0570776  0.0285388           E266101200086 
        20.        30.      191.5  0.0285388  0.0201800           E266101200087 
        20.        30.      195.5  0.0000000  0.0000000           E266101200088 
        20.        30.      199.5  0.0000000  0.0000000           E266101200089 
        30.        40.       43.5  0.0115580  0.0081728           E266101200090 
        30.        40.       47.5  0.0115580  0.0081728           E266101200091 
        30.        40.       51.5  0.0115580  0.0081728           E266101200092 
        30.        40.       55.5  0.0462321  0.0163455           E266101200093 
        30.        40.       59.5  0.0924642  0.0231160           E266101200094 
        30.        40.       63.5  0.0693481  0.0200191           E266101200095 
        30.        40.       67.5  0.1040222  0.0245183           E266101200096 
        30.        40.       71.5  0.1618123  0.0305797           E266101200097 
        30.        40.       75.5  0.4045308  0.0483507           E266101200098 
        30.        40.       79.5  0.4738789  0.0523312           E266101200099 
        30.        40.       83.5  0.8668516  0.0707781           E266101200100 
        30.        40.       87.5  1.1095700  0.0800763           E266101200101 
        30.        40.       91.5  1.7683773  0.1010914           E266101200102 
        30.        40.       95.5  2.5427649  0.1212215           E266101200103 
        30.        40.       99.5  2.9010634  0.1294808           E266101200104 
        30.        40.      103.5  3.4789643  0.1417920           E266101200105 
        30.        40.      107.5  3.6985669  0.1461987           E266101200106 
        30.        40.      111.5  2.5080907  0.1203922           E266101200107 
        30.        40.      115.5  2.6467869  0.1236762           E266101200108 
        30.        40.      119.5  2.0920019  0.1099532           E266101200109 
        30.        40.      123.5  2.0920019  0.1099532           E266101200110 
        30.        40.      127.5  2.6467869  0.1236762           E266101200111 
        30.        40.      131.5  2.5080907  0.1203922           E266101200112 
        30.        40.      135.5  3.6985669  0.1461987           E266101200113 
        30.        40.      139.5  3.4789643  0.1417920           E266101200114 
        30.        40.      143.5  2.9010634  0.1294808           E266101200115 
        30.        40.      147.5  2.5427649  0.1212215           E266101200116 
        30.        40.      151.5  1.7683773  0.1010914           E266101200117 
        30.        40.      155.5  1.1095700  0.0800763           E266101200118 
        30.        40.      159.5  0.8668516  0.0707781           E266101200119 
        30.        40.      163.5  0.4738789  0.0523312           E266101200120 
        30.        40.      167.5  0.4045308  0.0483507           E266101200121 
        30.        40.      171.5  0.1618123  0.0305797           E266101200122 
        30.        40.      175.5  0.1040222  0.0245183           E266101200123 
        30.        40.      179.5  0.0693481  0.0200191           E266101200124 
        30.        40.      183.5  0.0924642  0.0231160           E266101200125 
        30.        40.      187.5  0.0462321  0.0163455           E266101200126 
        30.        40.      191.5  0.0115580  0.0081728           E266101200127 
        30.        40.      195.5  0.0115580  0.0081728           E266101200128 
        30.        40.      199.5  0.0115580  0.0081728           E266101200129 
        40.        50.       43.5  0.0092868  0.0065667           E266101200130 
        40.        50.       47.5  0.0092868  0.0065667           E266101200131 
        40.        50.       51.5  0.0464339  0.0146837           E266101200132 
        40.        50.       55.5  0.0371471  0.0131335           E266101200133 
        40.        50.       59.5  0.0557207  0.0160852           E266101200134 
        40.        50.       63.5  0.0928678  0.0207659           E266101200135 
        40.        50.       67.5  0.1114413  0.0227479           E266101200136 
        40.        50.       71.5  0.2878901  0.0365621           E266101200137 
        40.        50.       75.5  0.3528975  0.0404801           E266101200138 
        40.        50.       79.5  0.5479198  0.0504401           E266101200139 
        40.        50.       83.5  0.8079494  0.0612505           E266101200140 
        40.        50.       87.5  1.0308321  0.0691849           E266101200141 
        40.        50.       91.5  1.7737740  0.0907542           E266101200142 
        40.        50.       95.5  2.2752600  0.1027858           E266101200143 
        40.        50.       99.5  2.8696136  0.1154328           E266101200144 
        40.        50.      103.5  3.4082468  0.1258007           E266101200145 
        40.        50.      107.5  3.2503717  0.1228525           E266101200146 
        40.        50.      111.5  3.0182021  0.1183836           E266101200147 
        40.        50.      115.5  2.5724366  0.1092924           E266101200148 
        40.        50.      119.5  2.4424219  0.1064947           E266101200149 
        40.        50.      123.5  2.4424219  0.1064947           E266101200150 
        40.        50.      127.5  2.5724366  0.1092924           E266101200151 
        40.        50.      131.5  3.0182021  0.1183836           E266101200152 
        40.        50.      135.5  3.2503717  0.1228525           E266101200153 
        40.        50.      139.5  3.4082468  0.1258007           E266101200154 
        40.        50.      143.5  2.8696136  0.1154328           E266101200155 
        40.        50.      147.5  2.2752600  0.1027858           E266101200156 
        40.        50.      151.5  1.7737740  0.0907542           E266101200157 
        40.        50.      155.5  1.0308321  0.0691849           E266101200158 
        40.        50.      159.5  0.8079494  0.0612505           E266101200159 
        40.        50.      163.5  0.5479198  0.0504401           E266101200160 
        40.        50.      167.5  0.3528975  0.0404801           E266101200161 
        40.        50.      171.5  0.2878901  0.0365621           E266101200162 
        40.        50.      175.5  0.1114413  0.0227479           E266101200163 
        40.        50.      179.5  0.0928678  0.0207659           E266101200164 
        40.        50.      183.5  0.0557207  0.0160852           E266101200165 
        40.        50.      187.5  0.0371471  0.0131335           E266101200166 
        40.        50.      191.5  0.0464339  0.0146837           E266101200167 
        40.        50.      195.5  0.0092868  0.0065667           E266101200168 
        40.        50.      199.5  0.0092868  0.0065667           E266101200169 
        50.        60.       43.5  0.0247280  0.0123640           E266101200170 
