EN-MAX     MASS       DATA       ERR-S                            G002500200010 
MEV        NO-DIM     PC/FIS     PC/FIS                           G002500200011 
 7.0        135.       175.48      0.32      10.25       0.23     G002500800073 
 7.0        136.       174.91      0.29       9.64       0.20     G002500800074 
 7.0        137.       173.03      0.29       9.83       0.21     G002500800075 
 7.0        138.       172.08      0.28       9.60       0.20     G002500800076 
 7.0        139.       170.81      0.29       9.53       0.20     G002500800077 
 7.0        140.       169.33      0.29       9.20       0.21     G002500800078 
 7.0        141.       167.99      0.30       9.28       0.21     G002500800079 
 7.0        142.       166.79      0.30       8.85       0.21     G002500800080 
 7.0        143.       165.35      0.30       8.66       0.21     G002500800081 
 7.0        144.       164.39      0.31       8.51       0.22     G002500800082 
 7.0        145.       163.47      0.30       7.89       0.21     G002500800083 
 7.0        146.       163.36      0.32       7.69       0.22     G002500800084 
 7.0        147.       162.15      0.33       7.65       0.23     G002500800085 
 7.0        148.       161.49      0.37       7.68       0.26     G002500800086 
 7.0        149.       160.81      0.40       7.88       0.28     G002500800087 
 7.0        150.       159.84      0.44       7.57       0.31     G002500800088 
 7.0        151.       158.03      0.46       7.26       0.32     G002500800089 
 7.0        152.       158.49      0.59       7.68       0.42     G002500800090 
 7.0        153.       156.09      0.53       6.57       0.38     G002500800091 
 7.0        154.       156.30      0.64       6.59       0.45     G002500800092 
 7.0        155.       154.85      0.96       7.33       0.69     G002500800093 
 7.0        156.       153.91      1.09       7.16       0.78     G002500800094 
 7.0        157.       151.92      1.36       6.93       0.98     G002500800095 
 7.0        158.       155.75      1.68       6.72       1.23     G002500800096 
 7.0        159.       153.43      2.53       6.68       1.93     G002500800097 
 7.0        160.       151.64      1.65       5.48       1.22     G002500800098 
 7.0        161.       144.00      3.50       6.99       2.85     G002500800099 
 7.0        163.       146.50      4.95       7.00       4.95     G002500800100 
 8.5        119.       162.60      1.21       3.82       0.90     G002500800101 
 8.5        120.       145.00     15.30      30.59      12.49     G002500800102 
 8.5        121.       160.00      3.76      10.63       2.84     G002500800103 
 8.5        122.       157.00      2.46       8.86       1.81     G002500800104 
 8.5        123.       166.94      2.21       9.12       1.61     G002500800105 
 8.5        124.       166.31      2.17      11.07       1.56     G002500800106 
 8.5        125.       172.83      1.28       8.90       0.92     G002500800107 
 8.5        126.       175.91      1.03       9.03       0.73     G002500800108 
 8.5        127.       176.22      0.73       8.96       0.52     G002500800109 
 8.5        128.       177.81      0.60       9.51       0.42     G002500800110 
 8.5        129.       179.19      0.40       8.87       0.28     G002500800111 
 8.5        130.       178.24      0.34       9.18       0.24     G002500800112 
 8.5        131.       177.95      0.27       9.09       0.19     G002500800113 
 8.5        132.       177.69      0.23       8.84       0.16     G002500800114 
 8.5        133.       176.92      0.21       8.73       0.15     G002500800115 
 8.5        134.       176.33      0.19       8.95       0.13     G002500800116 
 8.5        135.       175.79      0.18       9.19       0.13     G002500800117 
 8.5        136.       174.82      0.18       8.81       0.12     G002500800118 
 8.5        137.       173.22      0.17       8.82       0.12     G002500800119 
 8.5        138.       172.29      0.17       8.73       0.12     G002500800120 
 8.5        139.       171.02      0.16       8.54       0.12     G002500800121 
 8.5        140.       169.82      0.17       8.09       0.12     G002500800122 
 8.5        141.       168.60      0.17       7.95       0.12     G002500800123 
 8.5        142.       166.84      0.16       7.89       0.11     G002500800124 
 8.5        143.       165.98      0.16       7.45       0.11     G002500800125 
 8.5        144.       165.10      0.17       7.47       0.12     G002500800126 
 8.5        145.       164.12      0.18       7.36       0.12     G002500800127 
 8.5        146.       163.29      0.18       7.21       0.13     G002500800128 
 8.5        147.       162.19      0.19       6.92       0.14     G002500800129 
 8.5        148.       161.84      0.22       7.16       0.15     G002500800130 
 8.5        149.       160.56      0.24       7.12       0.17     G002500800131 
 8.5        150.       159.43      0.27       7.13       0.19     G002500800132 
 8.5        151.       158.88      0.30       6.84       0.21     G002500800133 
 8.5        152.       158.69      0.34       7.02       0.24     G002500800134 
 8.5        153.       157.50      0.40       6.91       0.29     G002500800135 
 8.5        154.       156.95      0.43       6.53       0.30     G002500800136 
 8.5        155.       157.01      0.48       6.44       0.34     G002500800137 
 8.5        156.       156.59      0.61       6.53       0.44     G002500800138 
 8.5        157.       153.56      0.95       7.56       0.67     G002500800139 
 8.5        158.       153.44      1.15       7.57       0.83     G002500800140 
 8.5        159.       151.59      1.25       5.87       0.91     G002500800141 
 8.5        160.       154.81      1.66       6.64       1.21     G002500800142 
 8.5        161.       150.09      2.27       7.53       1.68     G002500800143 
 8.5        162.       149.00      2.65       6.50       2.06     G002500800144 
 8.5        163.       150.00      2.83       4.00       2.83     G002500800145 
ENDDATA            135          0                                 G002500800146 
ENDSUBENT          145          0                                 G002500899999 
SUBENT        G0025009   20180925                             G042G002500900001 
BIB                  5          5                                 G002500900002 
REACTION   (92-U-234(G,F)MASS,PRE,KE,LF+HF,BRA)                   G002500900003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500900004 
MISC-COL   (MISC) Standard deviation of total kinetic energy      G002500900005 
STATUS     (TABLE) Plotted in Fig.6 of Nucl.Phys.A851(2011)1      G002500900006 
HISTORY    (20180925A) So. EN-MAX corrected to bremstrahlung E0.  G002500900007 
ENDBIB               5          0                                 G002500900008 
NOCOMMON             0          0                                 G002500900009 
DATA                 6        130                                 G002500900010 
EN-MAX     MASS       DATA       ERR-S      MISC       MISC-ERR   G002500900011 
MEV        NO-DIM     MEV        MEV        MEV        MEV        G002500900012 
 6.8        117.       168.50     5.78       11.56       4.72     G002500900013 
 6.8        119.       189.50     5.02        7.11       5.02     G002500900014 
 6.8        120.       172.25     9.52       19.04       7.77     G002500900015 
 6.8        121.       173.50     5.51       12.32       4.36     G002500900016 
 6.8        122.       173.90     4.47       10.01       3.54     G002500900017 
 6.8        123.       177.29     4.52       16.92       3.32     G002500900018 
 6.8        124.       172.24     2.55       11.13       1.86     G002500900019 
 6.8        125.       175.44     1.79       10.77       1.29     G002500900020 
 6.8        126.       178.45     1.66       10.10       1.19     G002500900021 
 6.8        127.       175.63     1.45       11.51       1.03     G002500900022 
 6.8        128.       173.95     1.28       11.68       0.91     G002500900023 
 6.8        129.       175.84     0.99       10.16       0.70     G002500900024 
 6.8        130.       173.99     1.10       12.39       0.78     G002500900025 
 6.8        131.       177.53     0.85       10.39       0.60     G002500900026 
 6.8        132.       176.58     0.96       12.04       0.68     G002500900027 
 6.8        133.       177.19     0.80       11.51       0.57     G002500900028 
 6.8        134.       174.36     0.77       10.83       0.55     G002500900029 
 6.8        135.       174.74     0.87       12.33       0.61     G002500900030 
 6.8        136.       171.41     0.78       12.09       0.55     G002500900031 
 6.8        137.       170.80     0.73       11.79       0.52     G002500900032 
 6.8        138.       171.28     0.70       10.89       0.49     G002500900033 
 6.8        139.       172.02     0.74       10.84       0.53     G002500900034 
 6.8        140.       169.21     0.75       11.07       0.53     G002500900035 
 6.8        141.       167.62     0.77       11.33       0.55     G002500900036 
 6.8        142.       168.46     0.80       10.97       0.57     G002500900037 
 6.8        143.       167.14     0.81       11.00       0.58     G002500900038 
 6.8        144.       166.51     0.81       10.72       0.57     G002500900039 
 6.8        145.       165.04     0.96       11.20       0.68     G002500900040 
 6.8        146.       166.01     1.00       10.26       0.71     G002500900041 
 6.8        147.       165.38     1.51       12.92       1.08     G002500900042 
 6.8        148.       162.73     1.35       11.49       0.96     G002500900043 
 6.8        149.       161.14     1.55       11.90       1.10     G002500900044 
 6.8        150.       162.96     2.22       11.77       1.60     G002500900045 
 6.8        151.       160.33     2.03       10.93       1.46     G002500900046 
 6.8        152.       160.80     1.98        8.87       1.44     G002500900047 
 6.8        153.       156.50     2.73        9.85       2.01     G002500900048 
 6.8        154.       157.88     5.73       16.21       4.33     G002500900049 
 6.8        155.       163.00     3.42        6.83       2.79     G002500900050 
 6.8        156.       160.17     4.99        8.64       4.32     G002500900051 
 6.8        159.       159.00     1.58        2.24       1.58     G002500900052 
 7.5        118.       166.75     4.51        9.01       3.68     G002500900053 
 7.5        119.       164.83    14.12       24.45      12.22     G002500900054 
 7.5        120.       168.00    13.51       19.11      13.51     G002500900055 
 7.5        121.       169.50     6.66       21.05       4.96     G002500900056 
 7.5        122.       171.15     3.23       13.31       2.35     G002500900057 
 7.5        123.       168.77     2.88       11.16       2.11     G002500900058 
 7.5        124.       175.57     2.01       11.21       1.45     G002500900059 
 7.5        125.       175.55     1.86       11.93       1.33     G002500900060 
 7.5        126.       171.93     1.41       10.76       1.01     G002500900061 
 7.5        127.       175.75     1.11       10.86       0.79     G002500900062 
 7.5        128.       174.71     0.85        9.66       0.60     G002500900063 
 7.5        129.       173.53     0.90       11.56       0.64     G002500900064 
 7.5        130.       177.08     0.81       11.33       0.58     G002500900065 
 7.5        131.       176.84     0.63       10.00       0.45     G002500900066 
 7.5        132.       175.29     0.63       10.40       0.45     G002500900067 
 7.5        133.       175.62     0.67       11.89       0.48     G002500900068 
 7.5        134.       175.12     0.55       11.02       0.39     G002500900069 
 7.5        135.       174.73     0.57       10.93       0.40     G002500900070 
 7.5        136.       174.23     0.56       10.99       0.40     G002500900071 
 7.5        137.       173.23     0.56       11.32       0.40     G002500900072 
 7.5        138.       172.97     0.56       10.79       0.39     G002500900073 
 7.5        139.       172.11     0.53       10.62       0.37     G002500900074 
 7.5        140.       170.68     0.54       10.72       0.38     G002500900075 
 7.5        141.       169.74     0.56       10.86       0.40     G002500900076 
 7.5        142.       168.64     0.56       10.34       0.40     G002500900077 
 7.5        143.       168.27     0.58        9.98       0.41     G002500900078 
 7.5        144.       167.90     0.61        9.94       0.43     G002500900079 
 7.5        145.       165.30     0.66        9.90       0.47     G002500900080 
 7.5        146.       166.88     0.72       10.21       0.51     G002500900081 
 7.5        147.       166.52     0.81        9.68       0.57     G002500900082 
 7.5        148.       165.87     1.08       12.15       0.77     G002500900083 
 7.5        149.       163.38     1.18       11.24       0.84     G002500900084 
 7.5        150.       161.87     1.06       10.50       0.75     G002500900085 
 7.5        151.       162.30     1.51       10.70       1.08     G002500900086 
 7.5        152.       161.11     1.97       12.91       1.41     G002500900087 
 7.5        153.       163.69     1.48        7.57       1.07     G002500900088 
 7.5        154.       158.21     4.46       11.80       3.41     G002500900089 
 7.5        155.       155.86     2.39        8.95       1.75     G002500900090 
 7.5        156.       159.39     3.50       10.51       2.63     G002500900091 
 7.5        157.       170.50     4.03        5.70       4.03     G002500900092 
 7.5        158.       146.00    10.51       14.87      10.51     G002500900093 
 7.5        159.       151.83     4.09       10.01       3.16     G002500900094 
 7.5        160.       164.00     2.55        3.61       2.55     G002500900095 
 9.0        117.       165.44     1.81       10.54       1.30     G002500900096 
 9.0        118.       166.03     1.47       12.52       1.04     G002500900097 
 9.0        119.       166.94     2.12       17.21       1.51     G002500900098 
 9.0        120.       170.36     1.64       15.02       1.17     G002500900099 
 9.0        121.       174.02     1.37       13.38       0.98     G002500900100 
 9.0        122.       173.52     0.95       13.23       0.67     G002500900101 
 9.0        123.       173.47     0.81       12.47       0.57     G002500900102 
 9.0        124.       174.58     0.72       13.00       0.51     G002500900103 
 9.0        125.       175.67     0.50       11.48       0.35     G002500900104 
 9.0        126.       175.68     0.44       11.87       0.31     G002500900105 
 9.0        127.       175.55     0.34       10.95       0.24     G002500900106 
 9.0        128.       175.30     0.29       11.18       0.21     G002500900107 
 9.0        129.       175.66     0.26       10.89       0.18     G002500900108 
 9.0        130.       175.47     0.24       10.85       0.17     G002500900109 
 9.0        131.       175.13     0.22       11.10       0.16     G002500900110 
 9.0        132.       174.70     0.20       11.05       0.14     G002500900111 
 9.0        133.       174.88     0.20       11.20       0.14     G002500900112 
 9.0        134.       174.28     0.19       11.40       0.13     G002500900113 
 9.0        135.       173.64     0.19       11.41       0.13     G002500900114 
 9.0        136.       173.19     0.17       11.08       0.12     G002500900115 
 9.0        137.       172.64     0.18       11.12       0.12     G002500900116 
 9.0        138.       171.49     0.17       11.16       0.12     G002500900117 
 9.0        139.       170.96     0.18       10.94       0.12     G002500900118 
 9.0        140.       170.08     0.18       10.81       0.12     G002500900119 
 9.0        141.       169.29     0.18       10.63       0.13     G002500900120 
 9.0        142.       168.65     0.18       10.78       0.13     G002500900121 
 9.0        143.       167.79     0.19       10.62       0.13     G002500900122 
 9.0        144.       166.68     0.20       10.46       0.14     G002500900123 
 9.0        145.       166.10     0.22       10.50       0.15     G002500900124 
 9.0        146.       165.19     0.24       10.40       0.17     G002500900125 
 9.0        147.       164.69     0.26       10.60       0.19     G002500900126 
 9.0        148.       163.76     0.28       10.17       0.20     G002500900127 
 9.0        149.       162.73     0.32       10.38       0.23     G002500900128 
 9.0        150.       162.11     0.37       10.32       0.26     G002500900129 
 9.0        151.       161.06     0.45       10.48       0.31     G002500900130 
 9.0        152.       161.10     0.48        9.99       0.34     G002500900131 
 9.0        153.       159.29     0.57        9.59       0.40     G002500900132 
 9.0        154.       159.36     0.73       10.17       0.52     G002500900133 
 9.0        155.       157.25     0.87       10.23       0.62     G002500900134 
 9.0        156.       156.16     1.16       10.84       0.83     G002500900135 
 9.0        157.       154.20     1.07        8.48       0.76     G002500900136 
 9.0        158.       156.59     1.49        8.41       1.07     G002500900137 
 9.0        159.       150.00     2.25        9.55       1.64     G002500900138 
 9.0        160.       149.86     2.42        9.04       1.77     G002500900139 
 9.0        161.       150.83     2.43        7.30       1.82     G002500900140 
 9.0        162.       147.90     3.32        7.42       2.62     G002500900141 
 9.0        163.       142.50     3.08        5.33       2.66     G002500900142 
ENDDATA            132          0                                 G002500900143 
ENDSUBENT          142          0                                 G002500999999 
ENDENTRY             9          0                                 G002599999999 
