ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
    10.0000   81.00000    0.51321    7.39730    0.33669           O198300400371 
    10.0000   82.00000    0.51416    7.10577    0.53980           O198300400372 
    10.0000   83.00000    0.51446    7.14002    0.41144           O198300400373 
    10.0000   84.00000    0.51505    7.07116    0.35418           O198300400374 
    10.0000   85.00000    0.51614    6.75598    0.30925           O198300400375 
    10.0000   86.00000    0.51666    6.72009    0.31213           O198300400376 
    10.0000   87.00000    0.51668    6.91069    0.32432           O198300400377 
    10.0000   88.00000    0.51828    6.44900    0.26963           O198300400378 
    10.0000   89.00000    0.51871    6.44232    0.25311           O198300400379 
    10.0000   90.00000    0.51983    6.26877    0.34266           O198300400380 
    10.0000   91.00000    0.52044    6.20906    0.29967           O198300400381 
    10.0000   92.00000    0.52116    6.14124    0.31662           O198300400382 
    10.0000   93.00000    0.52158    6.14313    0.28270           O198300400383 
    10.0000   94.00000    0.52397    5.67131    0.24717           O198300400384 
    10.0000   95.00000    0.52453    5.66780    0.26798           O198300400385 
    10.0000   96.00000    0.52486    5.71701    0.28767           O198300400386 
    10.0000   97.00000    0.52544    5.70872    0.25671           O198300400387 
    10.0000   98.00000    0.52765    5.34072    0.23113           O198300400388 
    10.0000   99.00000    0.52931    5.16224    0.23474           O198300400389 
    10.0000  100.00000    0.53130    4.93093    0.20824           O198300400390 
    10.0000  101.00000    0.53424    4.57444    0.24235           O198300400391 
    10.0000  102.00000    0.53545    4.52086    0.23533           O198300400392 
    10.0000  103.00000    0.53762    4.23643    0.18479           O198300400393 
    10.0000  104.00000    0.54373    3.53656    0.18046           O198300400394 
    10.0000  105.00000    0.54730    3.10852    0.14916           O198300400395 
    10.0000  106.00000    0.54972    2.72830    0.11865           O198300400396 
    10.0000  107.00000    0.56115    1.95032    0.10639           O198300400397 
    10.0000  108.00000    0.57543    1.34875    0.09329           O198300400398 
    10.0000  109.00000    0.59037    0.94618    0.06451           O198300400399 
    10.0000  110.00000    0.61185    0.61363    0.03748           O198300400400 
    10.0000  111.00000    0.64507    0.39179    0.02627           O198300400401 
    10.0000  112.00000    0.67374    0.25814    0.01742           O198300400402 
    10.0000  113.00000    0.75857    0.13627    0.01176           O198300400403 
    10.0000  114.00000    0.83333    0.08373    0.00722           O198300400404 
    10.0000  115.00000    0.99720    0.04648    0.00533           O198300400405 
    10.0000  116.00000    1.19014    0.02360    0.00316           O198300400406 
    10.0000  117.00000    1.51759    0.01357    0.00237           O198300400407 
    10.0000  118.00000    1.88480    0.00805    0.00176           O198300400408 
    10.0000  119.00000    2.90899    0.00433    0.00148           O198300400409 
    10.0000  120.00000    4.07166    0.00169    0.00081           O198300400410 
    10.0000  121.00000    6.46375    0.00130    0.00098           O198300400411 
    10.0000  122.00000    5.60720    0.00055    0.00036           O198300400412 
    10.0000  124.00000    7.21556    0.00028    0.00023           O198300400413 
    15.0000    1.00000    0.50000    1.38441    0.05661           O198300400414 
    15.0000    2.00000    0.50001    3.03445    0.20139           O198300400415 
    15.0000    3.00000    0.50002    3.77371    0.19447           O198300400416 
    15.0000    4.00000    0.50003    4.04117    0.17206           O198300400417 
    15.0000    5.00000    0.50004    4.81109    0.26711           O198300400418 
    15.0000    6.00000    0.50006    4.85042    0.20836           O198300400419 
    15.0000    7.00000    0.50007    5.53857    0.17484           O198300400420 
    15.0000    8.00000    0.50011    5.74884    0.57391           O198300400421 
    15.0000    9.00000    0.50011    6.68260    0.32801           O198300400422 
    15.0000   10.00000    0.50014    6.67115    0.39908           O198300400423 
    15.0000   11.00000    0.50016    7.15702    0.39642           O198300400424 
    15.0000   12.00000    0.50019    7.56502    0.25166           O198300400425 
    15.0000   13.00000    0.50021    8.25051    0.50310           O198300400426 
    15.0000   14.00000    0.50025    8.16633    0.38349           O198300400427 
    15.0000   15.00000    0.50027    8.61082    0.33321           O198300400428 
    15.0000   16.00000    0.50030    9.14342    0.38467           O198300400429 
    15.0000   17.00000    0.50035    9.24724    0.29649           O198300400430 
    15.0000   18.00000    0.50040    9.44243    0.75419           O198300400431 
    15.0000   19.00000    0.50045    9.53384    0.35861           O198300400432 
    15.0000   20.00000    0.50047   10.33170    0.42835           O198300400433 
    15.0000   21.00000    0.50051   10.78310    0.66223           O198300400434 
    15.0000   22.00000    0.50058   10.48420    0.38785           O198300400435 
    15.0000   23.00000    0.50060   11.28680    0.60156           O198300400436 
    15.0000   24.00000    0.50066   11.43430    0.44374           O198300400437 
    15.0000   25.00000    0.50073   11.63210    0.58192           O198300400438 
    15.0000   26.00000    0.50078   12.06700    0.83424           O198300400439 
    15.0000   27.00000    0.50085   12.06660    0.65976           O198300400440 
    15.0000   28.00000    0.50092   12.09790    0.44426           O198300400441 
    15.0000   29.00000    0.50098   12.34480    0.45875           O198300400442 
    15.0000   30.00000    0.50103   12.77250    0.77318           O198300400443 
    15.0000   31.00000    0.50111   12.86800    0.53397           O198300400444 
    15.0000   32.00000    0.50121   12.79340    0.47116           O198300400445 
    15.0000   33.00000    0.50131   12.83030    0.54749           O198300400446 
    15.0000   34.00000    0.50139   13.04190    0.68810           O198300400447 
    15.0000   35.00000    0.50157   12.41020    0.58863           O198300400448 
    15.0000   36.00000    0.50165   12.60690    0.57338           O198300400449 
    15.0000   37.00000    0.50184   12.00840    0.57491           O198300400450 
    15.0000   38.00000    0.50194   12.06340    0.46889           O198300400451 
    15.0000   39.00000    0.50207   12.04390    0.43785           O198300400452 
    15.0000   40.00000    0.50212   12.54470    0.54980           O198300400453 
    15.0000   41.00000    0.50230   12.24900    0.45572           O198300400454 
    15.0000   42.00000    0.50246   12.26010    0.63083           O198300400455 
    15.0000   43.00000    0.50256   12.47310    0.70563           O198300400456 
    15.000    44.00000    0.50273   12.41410    0.51869           O198300400457 
    15.0000   45.00000    0.50296   12.09240    0.50680           O198300400458 
    15.0000   46.00000    0.50306   12.35650    0.49594           O198300400459 
    15.0000   47.00000    0.50327   12.16450    0.45239           O198300400460 
    15.0000   48.00000    0.50359   11.70870    0.50055           O198300400461 
    15.0000   49.00000    0.50357   12.37420    0.43881           O198300400462 
    15.0000   50.00000    0.50377   12.32330    0.48472           O198300400463 
    15.0000   51.00000    0.50409   11.97370    0.43787           O198300400464 
    15.0000   52.00000    0.50419   12.29280    0.40709           O198300400465 
    15.0000   53.00000    0.50451   12.00550    0.42541           O198300400466 
    15.0000   54.00000    0.50454   12.56400    0.68408           O198300400467 
    15.0000   55.00000    0.50477   12.50820    0.85291           O198300400468 
    15.0000   56.00000    0.50506   12.35650    0.82038           O198300400469 
    15.0000   57.00000    0.50548   11.90020    0.59046           O198300400470 
    15.0000   58.00000    0.50597   11.34200    0.56991           O198300400471 
    15.0000   59.00000    0.50651   10.86550    0.51729           O198300400472 
    15.0000   60.00000    0.50657   11.19400    0.48401           O198300400473 
    15.0000   61.00000    0.50703   10.86160    0.42620           O198300400474 
    15.0000   62.00000    0.50703   11.33360    0.46663           O198300400475 
    15.0000   63.00000    0.50738   11.21670    0.44091           O198300400476 
    15.0000   64.00000    0.50728   11.80420    0.41254           O198300400477 
    15.0000   65.00000    0.50794   11.32100    0.59655           O198300400478 
    15.0000   66.00000    0.50839   11.11800    0.51136           O198300400479 
    15.0000   67.00000    0.50843   11.46200    0.59023           O198300400480 
    15.0000   68.00000    0.50931   10.80810    0.48074           O198300400481 
    15.0000   69.00000    0.50948   10.98220    0.41221           O198300400482 
    15.0000   70.00000    0.50970   11.16230    0.58316           O198300400483 
    15.0000   71.00000    0.51028   10.88310    0.43180           O198300400484 
    15.0000   72.00000    0.51061   10.92300    0.38589           O198300400485 
    15.0000   73.00000    0.51102   10.91160    0.76456           O198300400486 
    15.0000   74.00000    0.51181   10.49420    0.71067           O198300400487 
    15.0000   75.00000    0.51193   10.73500    0.68100           O198300400488 
    15.0000   76.00000    0.51250   10.54110    0.54593           O198300400489 
    15.0000   77.00000    0.51312   10.41960    0.48174           O198300400490 
    15.0000   78.00000    0.51322   10.60790    0.45086           O198300400491 
    15.0000   79.00000    0.51434   10.10630    0.48369           O198300400492 
    15.0000   80.00000    0.51460   10.19950    0.41695           O198300400493 
    15.0000   81.00000    0.51520   10.11410    0.46517           O198300400494 
    15.0000   82.00000    0.51571   10.07340    0.77933           O198300400495 
    15.0000   83.00000    0.51657    9.79758    0.57691           O198300400496 
    15.0000   84.00000    0.51722    9.72010    0.49445           O198300400497 
    15.0000   85.00000    0.51723    9.95580    0.46567           O198300400498 
    15.0000   86.00000    0.51878    9.37528    0.44528           O198300400499 
    15.0000   87.00000    0.51992    9.09961    0.44011           O198300400500 
    15.0000   88.00000    0.52112    8.77276    0.37634           O198300400501 
    15.0000   89.00000    0.52239    8.48124    0.34484           O198300400502 
    15.0000   90.00000    0.52342    8.30940    0.46775           O198300400503 
    15.0000   91.00000    0.52385    8.35760    0.41740           O198300400504 
    15.0000   92.00000    0.52510    8.09628    0.42973           O198300400505 
    15.0000   93.00000    0.52726    7.68085    0.36971           O198300400506 
    15.0000   94.00000    0.52757    7.70345    0.34925           O198300400507 
    15.0000   95.00000    0.52918    7.45927    0.36612           O198300400508 
    15.0000   96.00000    0.53265    6.79050    0.35760           O198300400509 
    15.0000   97.00000    0.53499    6.44535    0.30944           O198300400510 
    15.0000   98.00000    0.53605    6.35862    0.29097           O198300400511 
    15.0000   99.00000    0.53991    5.79020    0.27676           O198300400512 
    15.0000  100.00000    0.54862    4.78959    0.22496           O198300400513 
    15.0000  101.00000    0.55295    4.48907    0.24876           O198300400514 
    15.0000  102.00000    0.55973    3.94128    0.22240           O198300400515 
    15.0000  103.00000    0.57270    3.16891    0.16071           O198300400516 
    15.0000  104.00000    0.59321    2.35923    0.13808           O198300400517 
    15.0000  105.00000    0.60227    1.97481    0.11096           O198300400518 
    15.0000  106.00000    0.64242    1.27710    0.07857           O198300400519 
    15.0000  107.00000    0.69662    0.76871    0.05351           O198300400520 
    15.0000  108.00000    0.73353    0.54018    0.04122           O198300400521 
    15.0000  109.00000    0.82766    0.31476    0.02973           O198300400522 
    15.0000  110.00000    0.93100    0.17283    0.02074           O198300400523 
    15.0000  111.00000    1.19076    0.08965    0.01751           O198300400524 
    15.0000  112.00000    1.37665    0.05476    0.01057           O198300400525 
    15.0000  113.00000    1.71598    0.02493    0.00980           O198300400526 
    15.0000  114.00000    4.91406    0.00606    0.00479           O198300400527 
    15.0000  115.00000    3.03590    0.00663    0.00246           O198300400528 
    15.0000  116.00000   15.76850    0.00118    0.00228           O198300400529 
    15.0000  117.00000    6.35017    0.00179    0.00138           O198300400530 
    15.0000  118.00000    6.45718    0.00161    0.00125           O198300400531 
    15.0000  120.00000   16.40270    0.00004    0.00008           O198300400532 
    15.0000  126.00000    8.52720    0.00001    0.00001           O198300400533 
    15.0000  127.00000   27.07080    0.00024    0.00071           O198300400534 
    15.0000  133.00000   12.83770    0.00002   0.000002           O198300400535 
    15.0000  135.00000   29.08650    0.00020    0.00061           O198300400536 
    15.0000  136.00000   11.84010    0.00050    0.00060           O198300400537 
    15.0000  141.00000   13.75330    0.00002    0.00002           O198300400538 
