ENTRY            O2570   20230430                             O097O2570000    1 
SUBENT        O2570001   20230430                             O097O2570001    1 
BIB                 11         30                                 O2570001    2 
TITLE      Differential cross-section measurements of the         O2570001    3 
            6Li(d,n'gamma)7Be, 6Li(d,p'gamma)7Li,                 O2570001    4 
            7Li(d,d'gamma)7Li and 19F(d,p'gamma)20F reactions     O2570001    5 
            suitable for PIGE applications                        O2570001    6 
AUTHOR     (E.Taimpiri, M.Axiotis, K.Bosmpotinis, M.Kokkoris,     O2570001    7 
            A.Lagoyannis, A.Ziagkova)                             O2570001    8 
INSTITUTE  (2GRCATH,2GRCTUA)                                      O2570001    9 
REFERENCE  (J,NIM/B,539,162,2023)                                 O2570001   10 
           #doi:10.1016/j.nimb.2023.03.033                        O2570001   11 
FACILITY   (VDGT,2GRCATH)                                         O2570001   12 
DETECTOR   (HPGE)                                                 O2570001   13 
METHOD     (BCINT)                                                O2570001   14 
           (GSPEC)                                                O2570001   15 
SAMPLE     Two different LiF targets were used.                   O2570001   16 
            - A thin layer of natLiF (92.5% 7Li and 7.5% 6Li)     O2570001   17 
           evaporated on top of a thick natTa substrate.          O2570001   18 
            - A thin 6LiF (5% 7Li and  95% 6Li) layer, which was  O2570001   19 
           evaporated on top of a natC substrate, with an         O2570001   20 
           ultra-thin top layer of Au for wear protection and     O2570001   21 
           normalization purposes.                                O2570001   22 
ERR-ANALYS (ERR-SYS) Total systematic uncertainty - 9.5%          O2570001   23 
           Systematic uncertainty of:                             O2570001   24 
           (ERR-1) integrated beam current         - 3.5%         O2570001   25 
           (ERR-2) target thickness                - 7%           O2570001   26 
           (ERR-3) detectors' absolute efficiency  - 5.4%         O2570001   27 
           (ERR-S) Statistical uncertainties due to the           O2570001   28 
           integration of each peak of interest.                  O2570001   29 
STATUS     (APRVD) Approved by E.Taimpiri 02.05.2023              O2570001   30 
HISTORY    (20230430R) Data received from E.Taimpiri for IBANDL.  O2570001   31 
           (20230430C) VS                                         O2570001   32 
ENDBIB              30          0                                 O2570001   33 
COMMON               4          3                                 O2570001   34 
ERR-1      ERR-2      ERR-3      ERR-SYS                          O2570001   35 
PER-CENT   PER-CENT   PER-CENT   PER-CENT                         O2570001   36 
        3.5         7.        5.4        9.5                      O2570001   37 
ENDCOMMON            3          0                                 O2570001   38 
ENDSUBENT           37          0                                 O257000199999 
SUBENT        O2570002   20230430                             O097O2570002    1 
BIB                  2          4                                 O2570002    2 
REACTION   (3-LI-6(D,N)4-BE-7,PAR,DA,G)                           O2570002    3 
STATUS     (TABLE) Fig. 3 a) of                                   O2570002    4 
           Nucl.Instrum.Method Phys.Res.B 539(2023)162            O2570002    5 
           Converted by R33toX4 from R33 files.                   O2570002    6 
ENDBIB               4          0                                 O2570002    7 
COMMON               1          3                                 O2570002    8 
E                                                                 O2570002    9 
KEV                                                               O2570002   10 
   429.                                                           O2570002   11 
ENDCOMMON            3          0                                 O2570002   12 
DATA                 5        183                                 O2570002   13 
ANG        EN         EN-ERR     DATA       ERR-S                 O2570002   14 
  0.00      1971.480   4.520      3.544      0.107                O2570002   65 
  0.00      1991.540   4.520      3.809      0.118                O2570002   66 
  0.00      2011.590   4.510      3.591      0.118                O2570002   67 
  0.00      2031.640   4.510      3.393      0.111                O2570002   68 
  0.00      2051.700   4.510      3.370      0.110                O2570002   69 
  0.00      2071.750   4.510      3.286      0.106                O2570002   70 
  0.00      2091.800   4.510      3.306      0.116                O2570002   71 
  0.00      2111.850   4.510      3.330      0.113                O2570002   72 
  0.00      2131.900   4.510      3.442      0.117                O2570002   73 
  0.00      2151.950   4.500      3.571      0.118                O2570002   74 
  0.00      2171.990   4.500      3.674      0.119                O2570002   75 
  0.00      2192.040   4.500      3.459      0.121                O2570002   76 
 55.00       987.170   4.520      3.553      0.088                O2570002   77 
 55.00      1007.320   4.520      3.641      0.104                O2570002   78 
 55.00      1027.450   4.520      3.651      0.104                O2570002   79 
 55.00      1047.590   4.520      3.867      0.108                O2570002   80 
 55.00      1067.710   4.520      3.625      0.099                O2570002   81 
 55.00      1087.840   4.520      3.622      0.103                O2570002   82 
 55.00      1107.970   4.520      3.893      0.101                O2570002   83 
 55.00      1128.090   4.520      3.869      0.101                O2570002   84 
 55.00      1148.200   4.520      3.673      0.103                O2570002   85 
 55.00      1168.320   4.520      3.990      0.105                O2570002   86 
 55.00      1188.430   4.520      3.846      0.103                O2570002   87 
 55.00      1208.540   4.520      3.892      0.105                O2570002   88 
 55.00      1228.650   4.520      3.789      0.109                O2570002   89 
 55.00      1248.760   4.520      3.852      0.111                O2570002   90 
 55.00      1268.860   4.520      3.999      0.107                O2570002   91 
 55.00      1288.960   4.520      3.920      0.110                O2570002   92 
 55.00      1309.060   4.520      3.946      0.101                O2570002   93 
 55.00      1329.160   4.520      3.859      0.100                O2570002   94 
 55.00      1349.250   4.520      4.038      0.114                O2570002   95 
 55.00      1369.350   4.530      3.960      0.118                O2570002   96 
 55.00      1389.440   4.530      4.170      0.114                O2570002   97 
 55.00      1409.530   4.530      4.175      0.120                O2570002   98 
 55.00      1429.620   4.530      3.998      0.116                O2570002   99 
 55.00      1449.700   4.530      3.813      0.114                O2570002  100 
 55.00      1469.790   4.530      4.023      0.116                O2570002  101 
 55.00      1489.870   4.530      3.827      0.114                O2570002  102 
 55.00      1509.950   4.530      3.882      0.096                O2570002  103 
 55.00      1530.030   4.530      3.740      0.098                O2570002  104 
 55.00      1550.110   4.530      3.873      0.100                O2570002  105 
 55.00      1570.190   4.530      3.832      0.111                O2570002  106 
 55.00      1590.260   4.530      3.829      0.115                O2570002  107 
 55.00      1610.340   4.530      4.001      0.104                O2570002  108 
 55.00      1630.410   4.520      3.927      0.121                O2570002  109 
 55.00      1650.480   4.520      3.768      0.101                O2570002  110 
 55.00      1670.550   4.520      3.942      0.110                O2570002  111 
 55.00      1690.620   4.520      3.669      0.108                O2570002  112 
 55.00      1710.690   4.520      3.612      0.106                O2570002  113 
 55.00      1730.760   4.520      3.598      0.109                O2570002  114 
 55.00      1750.820   4.520      3.752      0.108                O2570002  115 
 55.00      1770.890   4.520      3.676      0.116                O2570002  116 
 55.00      1790.950   4.520      3.789      0.109                O2570002  117 
 55.00      1811.010   4.520      3.800      0.113                O2570002  118 
 55.00      1831.080   4.520      3.868      0.113                O2570002  119 
 55.00      1851.140   4.520      3.943      0.113                O2570002  120 
 55.00      1871.200   4.520      3.931      0.110                O2570002  121 
 55.00      1891.260   4.520      3.832      0.109                O2570002  122 
 55.00      1911.310   4.520      3.844      0.109                O2570002  123 
 55.00      1931.370   4.520      3.880      0.114                O2570002  124 
 55.00      1951.430   4.520      3.705      0.113                O2570002  125 
 55.00      1971.480   4.520      4.035      0.120                O2570002  126 
 55.00      1991.540   4.520      3.768      0.109                O2570002  127 
 55.00      2011.590   4.510      4.001      0.118                O2570002  128 
 55.00      2031.640   4.510      3.609      0.116                O2570002  129 
 55.00      2051.700   4.510      3.706      0.119                O2570002  130 
 55.00      2071.750   4.510      3.789      0.119                O2570002  131 
 55.00      2091.800   4.510      3.783      0.117                O2570002  132 
 55.00      2111.850   4.510      3.654      0.115                O2570002  133 
 55.00      2131.900   4.510      3.620      0.117                O2570002  134 
 55.00      2151.950   4.500      3.596      0.119                O2570002  135 
 55.00      2171.990   4.500      3.726      0.120                O2570002  136 
 55.00      2192.040   4.500      3.808      0.124                O2570002  137 
 90.00       987.170   4.520      3.058      0.081                O2570002  138 
 90.00      1007.320   4.520      3.217      0.093                O2570002  139 
 90.00      1027.450   4.520      3.205      0.092                O2570002  140 
 90.00      1047.590   4.520      3.188      0.096                O2570002  141 
 90.00      1067.710   4.520      3.195      0.093                O2570002  142 
 90.00      1087.840   4.520      3.238      0.094                O2570002  143 
 90.00      1107.970   4.520      3.365      0.091                O2570002  144 
 90.00      1128.090   4.520      3.337      0.093                O2570002  145 
 90.00      1148.200   4.520      3.261      0.096                O2570002  146 
 90.00      1168.320   4.520      3.107      0.095                O2570002  147 
 90.00      1188.430   4.520      3.280      0.093                O2570002  148 
 90.00      1208.540   4.520      3.235      0.095                O2570002  149 
 90.00      1228.650   4.520      3.424      0.098                O2570002  150 
 90.00      1248.760   4.520      3.265      0.098                O2570002  151 
 90.00      1268.860   4.520      3.363      0.096                O2570002  152 
 90.00      1288.960   4.520      3.369      0.100                O2570002  153 
 90.00      1309.060   4.520      3.283      0.089                O2570002  154 
 90.00      1329.160   4.520      3.435      0.091                O2570002  155 
 90.00      1349.250   4.520      3.437      0.102                O2570002  156 
 90.00      1369.350   4.530      3.148      0.102                O2570002  157 
 90.00      1389.440   4.530      3.293      0.108                O2570002  158 
 90.00      1409.530   4.530      3.255      0.104                O2570002  159 
 90.00      1429.620   4.530      3.452      0.109                O2570002  160 
 90.00      1449.700   4.530      3.337      0.109                O2570002  161 
 90.00      1469.790   4.530      3.456      0.110                O2570002  162 
 90.00      1489.870   4.530      3.155      0.105                O2570002  163 
 90.00      1509.950   4.530      3.260      0.087                O2570002  164 
 90.00      1530.030   4.530      3.280      0.093                O2570002  165 
 90.00      1550.110   4.530      3.477      0.093                O2570002  166 
 90.00      1570.190   4.530      3.244      0.102                O2570002  167 
 90.00      1590.260   4.530      3.480      0.109                O2570002  168 
 90.00      1610.340   4.530      3.175      0.095                O2570002  169 
 90.00      1630.410   4.520      3.405      0.111                O2570002  170 
 90.00      1650.480   4.520      3.486      0.096                O2570002  171 
 90.00      1670.550   4.520      3.376      0.100                O2570002  172 
 90.00      1690.620   4.520      3.344      0.097                O2570002  173 
 90.00      1710.690   4.520      3.258      0.099                O2570002  174 
 90.00      1730.760   4.520      3.132      0.099                O2570002  175 
 90.00      1750.820   4.520      3.369      0.101                O2570002  176 
 90.00      1770.890   4.520      3.297      0.106                O2570002  177 
 90.00      1790.950   4.520      3.263      0.101                O2570002  178 
 90.00      1811.010   4.520      3.072      0.096                O2570002  179 
 90.00      1831.080   4.520      3.257      0.097                O2570002  180 
 90.00      1851.140   4.520      3.368      0.100                O2570002  181 
 90.00      1871.200   4.520      3.278      0.093                O2570002  182 
 90.00      1891.260   4.520      3.305      0.099                O2570002  183 
 90.00      1911.310   4.520      3.337      0.101                O2570002  184 
 90.00      1931.370   4.520      3.159      0.099                O2570002  185 
 90.00      1951.430   4.520      3.185      0.098                O2570002  186 
 90.00      1971.480   4.520      3.360      0.100                O2570002  187 
 90.00      1991.540   4.520      3.279      0.107                O2570002  188 
 90.00      2011.590   4.510      3.097      0.105                O2570002  189 
 90.00      2031.640   4.510      3.136      0.105                O2570002  190 
 90.00      2051.700   4.510      3.287      0.105                O2570002  191 
 90.00      2071.750   4.510      3.275      0.110                O2570002  192 
 90.00      2091.800   4.510      3.030      0.108                O2570002  193 
 90.00      2111.850   4.510      3.113      0.107                O2570002  194 
 90.00      2131.900   4.510      3.304      0.108                O2570002  195 
 90.00      2151.950   4.500      2.939      0.109                O2570002  196 
 90.00      2171.990   4.500      3.218      0.112                O2570002  197 
 90.00      2192.040   4.500      3.189      0.117                O2570002  198 
ENDDATA            185          0                                 O2570002  199 
ENDSUBENT          198          0                                 O257000299999 
SUBENT        O2570003   20230501                             O097O2570003    1 
BIB                  2          4                                 O2570003    2 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA,G)                           O2570003    3 
STATUS     (TABLE) Fig. 3 d) of                                   O2570003    4 
           Nucl.Instrum.Method Phys.Res.B 539(2023)162            O2570003    5 
           Converted by R33toX4 from R33 files.                   O2570003    6 
ENDBIB               4          0                                 O2570003    7 
COMMON               1          3                                 O2570003    8 
E                                                                 O2570003    9 
KEV                                                               O2570003   10 
   478.                                                           O2570003   11 
ENDCOMMON            3          0                                 O2570003   12 
DATA                 5        183                                 O2570003   13 
ANG        EN         EN-ERR     DATA       ERR-S                 O2570003   14 
ADEG       KEV        KEV        MB/SR      MB/SR                 O2570003   15 
  0.00       987.170   4.520      2.986      0.087                O2570003   16 
  0.00      1007.320   4.520      3.123      0.098                O2570003   17 
  0.00      1027.450   4.520      3.194      0.099                O2570003   18 
  0.00      1047.590   4.520      3.271      0.103                O2570003   19 
  0.00      1067.710   4.520      3.233      0.099                O2570003   20 
  0.00      1087.840   4.520      3.170      0.099                O2570003   21 
  0.00      1107.970   4.520      3.392      0.100                O2570003   22 
  0.00      1128.090   4.520      3.156      0.102                O2570003   23 
  0.00      1148.200   4.520      3.097      0.100                O2570003   24 
  0.00      1168.320   4.520      3.090      0.102                O2570003   25 
  0.00      1188.430   4.520      3.127      0.100                O2570003   26 
  0.00      1208.540   4.520      3.317      0.106                O2570003   27 
  0.00      1228.650   4.520      3.066      0.102                O2570003   28 
  0.00      1248.760   4.520      3.120      0.104                O2570003   29 
  0.00      1268.860   4.520      3.474      0.107                O2570003   30 
  0.00      1288.960   4.520      3.555      0.113                O2570003   31 
  0.00      1309.060   4.520      3.126      0.095                O2570003   32 
  0.00      1329.160   4.520      3.081      0.103                O2570003   33 
  0.00      1349.250   4.520      3.016      0.111                O2570003   34 
  0.00      1369.350   4.530      3.171      0.109                O2570003   35 
  0.00      1389.440   4.530      3.333      0.113                O2570003   36 
  0.00      1409.530   4.530      3.354      0.115                O2570003   37 
  0.00      1429.620   4.530      3.033      0.113                O2570003   38 
  0.00      1449.700   4.530      3.086      0.117                O2570003   39 
  0.00      1469.790   4.530      3.300      0.115                O2570003   40 
  0.00      1489.870   4.530      3.219      0.115                O2570003   41 
  0.00      1509.950   4.530      3.283      0.098                O2570003   42 
  0.00      1530.030   4.530      3.135      0.098                O2570003   43 
  0.00      1550.110   4.530      3.343      0.088                O2570003   44 
  0.00      1570.190   4.530      3.055      0.114                O2570003   45 
  0.00      1590.260   4.530      3.072      0.114                O2570003   46 
  0.00      1610.340   4.530      3.060      0.103                O2570003   47 
  0.00      1630.410   4.520      3.240      0.122                O2570003   48 
  0.00      1650.480   4.520      3.379      0.107                O2570003   49 
  0.00      1670.550   4.520      3.002      0.103                O2570003   50 
  0.00      1690.620   4.520      3.135      0.106                O2570003   51 
  0.00      1710.690   4.520      2.922      0.107                O2570003   52 
  0.00      1730.760   4.520      3.077      0.113                O2570003   53 
  0.00      1750.820   4.520      2.910      0.111                O2570003   54 
  0.00      1770.890   4.520      2.939      0.116                O2570003   55 
  0.00      1790.950   4.520      3.172      0.113                O2570003   56 
  0.00      1811.010   4.520      2.904      0.114                O2570003   57 
  0.00      1831.080   4.520      3.408      0.111                O2570003   58 
  0.00      1851.140   4.520      3.176      0.110                O2570003   59 
  0.00      1871.200   4.520      3.253      0.112                O2570003   60 
  0.00      1891.260   4.520      2.939      0.110                O2570003   61 
  0.00      1911.310   4.520      3.067      0.112                O2570003   62 
  0.00      1931.370   4.520      3.149      0.115                O2570003   63 
  0.00      1951.430   4.520      3.079      0.113                O2570003   64 
  0.00      1971.480   4.520      2.899      0.120                O2570003   65 
  0.00      1991.540   4.520      3.127      0.121                O2570003   66 
  0.00      2011.590   4.510      3.036      0.115                O2570003   67 
  0.00      2031.640   4.510      2.942      0.119                O2570003   68 
  0.00      2051.700   4.510      2.813      0.116                O2570003   69 
  0.00      2071.750   4.510      2.829      0.122                O2570003   70 
  0.00      2091.800   4.510      3.162      0.118                O2570003   71 
  0.00      2111.850   4.510      2.846      0.118                O2570003   72 
  0.00      2131.900   4.510      3.091      0.122                O2570003   73 
  0.00      2151.950   4.500      2.957      0.119                O2570003   74 
  0.00      2171.990   4.500      2.677      0.123                O2570003   75 
  0.00      2192.040   4.500      2.716      0.125                O2570003   76 
 55.00       987.170   4.520      3.239      0.096                O2570003   77 
 55.00      1007.320   4.520      3.490      0.111                O2570003   78 
 55.00      1027.450   4.520      3.303      0.105                O2570003   79 
 55.00      1047.590   4.520      3.430      0.111                O2570003   80 
 55.00      1067.710   4.520      3.312      0.107                O2570003   81 
 55.00      1087.840   4.520      3.549      0.109                O2570003   82 
 55.00      1107.970   4.520      3.639      0.107                O2570003   83 
 55.00      1128.090   4.520      3.589      0.108                O2570003   84 
 55.00      1148.200   4.520      3.493      0.112                O2570003   85 
 55.00      1168.320   4.520      3.749      0.114                O2570003   86 
 55.00      1188.430   4.520      3.334      0.110                O2570003   87 
 55.00      1208.540   4.520      3.342      0.110                O2570003   88 
 55.00      1228.650   4.520      3.540      0.114                O2570003   89 
 55.00      1248.760   4.520      3.582      0.118                O2570003   90 
 55.00      1268.860   4.520      3.701      0.114                O2570003   91 
 55.00      1288.960   4.520      3.599      0.118                O2570003   92 
 55.00      1309.060   4.520      3.580      0.110                O2570003   93 
 55.00      1329.160   4.520      3.678      0.108                O2570003   94 
 55.00      1349.250   4.520      3.822      0.120                O2570003   95 
 55.00      1369.350   4.530      3.745      0.127                O2570003   96 
 55.00      1389.440   4.530      3.994      0.131                O2570003   97 
 55.00      1409.530   4.530      3.709      0.124                O2570003   98 
 55.00      1429.620   4.530      3.921      0.133                O2570003   99 
 55.00      1449.700   4.530      3.551      0.128                O2570003  100 
 55.00      1469.790   4.530      3.773      0.129                O2570003  101 
 55.00      1489.870   4.530      3.855      0.133                O2570003  102 
 55.00      1509.950   4.530      3.435      0.105                O2570003  103 
 55.00      1530.030   4.530      3.769      0.111                O2570003  104 
 55.00      1550.110   4.530      3.809      0.111                O2570003  105 
 55.00      1570.190   4.530      3.687      0.129                O2570003  106 
 55.00      1590.260   4.530      3.871      0.132                O2570003  107 
 55.00      1610.340   4.530      3.634      0.116                O2570003  108 
 55.00      1630.410   4.520      3.845      0.136                O2570003  109 
 55.00      1650.480   4.520      4.043      0.125                O2570003  110 
 55.00      1670.550   4.520      3.771      0.125                O2570003  111 
 55.00      1690.620   4.520      3.730      0.127                O2570003  112 
 55.00      1710.690   4.520      3.950      0.128                O2570003  113 
 55.00      1730.760   4.520      4.086      0.127                O2570003  114 
 55.00      1750.820   4.520      3.592      0.122                O2570003  115 
 55.00      1770.890   4.520      3.641      0.128                O2570003  116 
 55.00      1790.950   4.520      3.897      0.127                O2570003  117 
 55.00      1811.010   4.520      3.752      0.127                O2570003  118 
 55.00      1831.080   4.520      3.808      0.127                O2570003  119 
 55.00      1851.140   4.520      3.606      0.122                O2570003  120 
 55.00      1871.200   4.520      3.592      0.124                O2570003  121 
 55.00      1891.260   4.520      3.619      0.121                O2570003  122 
 55.00      1911.310   4.520      3.993      0.131                O2570003  123 
 55.00      1931.370   4.520      3.839      0.128                O2570003  124 
 55.00      1951.430   4.520      3.592      0.134                O2570003  125 
 55.00      1971.480   4.520      3.978      0.136                O2570003  126 
 55.00      1991.540   4.520      4.195      0.133                O2570003  127 
 55.00      2011.590   4.510      3.626      0.135                O2570003  128 
 55.00      2031.640   4.510      3.765      0.139                O2570003  129 
 55.00      2051.700   4.510      4.081      0.135                O2570003  130 
 55.00      2071.750   4.510      3.746      0.133                O2570003  131 
 55.00      2091.800   4.510      3.724      0.147                O2570003  132 
 55.00      2111.850   4.510      3.467      0.136                O2570003  133 
 55.00      2131.900   4.510      3.767      0.141                O2570003  134 
 55.00      2151.950   4.500      3.907      0.147                O2570003  135 
 55.00      2171.990   4.500      3.957      0.150                O2570003  136 
 55.00      2192.040   4.500      3.784      0.145                O2570003  137 
 90.00       987.170   4.520      2.878      0.088                O2570003  138 
 90.00      1007.320   4.520      3.005      0.099                O2570003  139 
 90.00      1027.450   4.520      2.897      0.099                O2570003  140 
 90.00      1047.590   4.520      2.832      0.097                O2570003  141 
 90.00      1067.710   4.520      2.897      0.097                O2570003  142 
 90.00      1087.840   4.520      2.906      0.099                O2570003  143 
 90.00      1107.970   4.520      2.831      0.094                O2570003  144 
 90.00      1128.090   4.520      2.866      0.096                O2570003  145 
 90.00      1148.200   4.520      3.070      0.099                O2570003  146 
 90.00      1168.320   4.520      2.920      0.098                O2570003  147 
 90.00      1188.430   4.520      2.941      0.099                O2570003  148 
 90.00      1208.540   4.520      3.214      0.105                O2570003  149 
 90.00      1228.650   4.520      3.004      0.103                O2570003  150 
 90.00      1248.760   4.520      2.849      0.105                O2570003  151 
 90.00      1268.860   4.520      2.933      0.101                O2570003  152 
 90.00      1288.960   4.520      3.160      0.109                O2570003  153 
 90.00      1309.060   4.520      3.085      0.098                O2570003  154 
 90.00      1329.160   4.520      2.980      0.096                O2570003  155 
 90.00      1349.250   4.520      3.250      0.109                O2570003  156 
 90.00      1369.350   4.530      3.139      0.114                O2570003  157 
 90.00      1389.440   4.530      3.110      0.112                O2570003  158 
 90.00      1409.530   4.530      3.339      0.114                O2570003  159 
 90.00      1429.620   4.530      2.991      0.120                O2570003  160 
 90.00      1449.700   4.530      3.180      0.116                O2570003  161 
 90.00      1469.790   4.530      3.236      0.120                O2570003  162 
 90.00      1489.870   4.530      3.171      0.118                O2570003  163 
 90.00      1509.950   4.530      3.070      0.095                O2570003  164 
 90.00      1530.030   4.530      3.147      0.097                O2570003  165 
 90.00      1550.110   4.530      3.273      0.101                O2570003  166 
 90.00      1570.190   4.530      3.000      0.111                O2570003  167 
 90.00      1590.260   4.530      3.142      0.115                O2570003  168 
 90.00      1610.340   4.530      3.058      0.103                O2570003  169 
 90.00      1630.410   4.520      3.270      0.120                O2570003  170 
 90.00      1650.480   4.520      3.140      0.103                O2570003  171 
 90.00      1670.550   4.520      3.151      0.110                O2570003  172 
 90.00      1690.620   4.520      3.181      0.109                O2570003  173 
 90.00      1710.690   4.520      3.038      0.115                O2570003  174 
 90.00      1730.760   4.520      3.192      0.113                O2570003  175 
 90.00      1750.820   4.520      3.366      0.111                O2570003  176 
 90.00      1770.890   4.520      3.144      0.112                O2570003  177 
 90.00      1790.950   4.520      3.138      0.111                O2570003  178 
 90.00      1811.010   4.520      3.134      0.111                O2570003  179 
 90.00      1831.080   4.520      3.332      0.111                O2570003  180 
 90.00      1851.140   4.520      3.283      0.108                O2570003  181 
 90.00      1871.200   4.520      3.338      0.111                O2570003  182 
