ENTRY            O0513   19991117                             0000O051300000001 
SUBENT        O0513001   19991117                             0000O051300100001 
BIB                 13         37                                 O051300100002 
TITLE      Inclusive (P,P') Reactions on Nuclei in the Mass Range O051300100003 
            155 to 181 at Incident Energies from 120 to 200 MeV.  O051300100004 
AUTHOR     (W.A.RICHTER,S.W.STEYN,A.A.COWLEY,J.A.STANDER,J.W.KOEN,O051300100005 
           R.LINDSAY,G.C.HILLHOUSE,R.E.JULIES,J.J.LAWRIE,         O051300100006 
           J.V.PILCHER,P.E.HODGSON)                               O051300100007 
INSTITUTE  (3SAFSTL)                                              O051300100008 
           (3SAFSAF).University of the Western Cape,Bellville.    O051300100009 
           (3SAFNAC)                                              O051300100010 
           (2UK OXF)                                              O051300100011 
REFERENCE  (J,PR/C,54,1756,1996)                                  O051300100012 
HISTORY    (19990331C)                                            O051300100013 
           (19990608U) Last checking has been done.               O051300100014 
           (19991117A) DATE is corrected                          O051300100015 
REL-REF    (R,,J.V.PILCHER+,J,PR/C,40,1937,1989).Details of       O051300100016 
           Experiments.                                           O051300100017 
           (R,O0511001,A.A.COWLEY+,J,ZP/A,336,189,1990).Details   O051300100018 
           Of Experiments.                                        O051300100019 
ADD-RES    (COMP).A Statistical Multistep Direct Calculations     O051300100020 
           Based on the Feshbach,Kerman and Koonin Theory.        O051300100021 
DETECTOR   (TELES) A Detector Telescope Consisting of a 150 Mum   O051300100022 
           Silicon Surface Barrier Detector Followed by Three     O051300100023 
           Si(LI) Detectors of 5 mm Nominal Thickness Each,and a  O051300100024 
           2 mm Silicon Surface Barrier Veto Detector was Used.   O051300100025 
           Particle Identification was Achieved with a Standard   O051300100026 
           Del'Ta E-E Technique in Which Various Combinations of  O051300100027 
           The Detector in the Telescope were Used to Measure     O051300100028 
           Energy Loss and Total Energy of the Ejectiles.         O051300100029 
PART-DET   (P)                                                    O051300100030 
FACILITY   (ISOCY,3SAFNAC)                                        O051300100031 
METHOD     (SITA)                                                 O051300100032 
           (EXTB)                                                 O051300100033 
ERR-ANALYS (ERR-1).The Uncertainty in the Thicknesses of the      O051300100034 
           Targets Up to 8%.                                      O051300100035 
           (ERR-2).Relative Errors are Less Than 3%.              O051300100036 
           (ERR-3).The Overall Systematic Error in the Cross-SectiO051300100037 
           Section Data to be Less Than 10%.                      O051300100038 
STATUS     (TABLE)                                                O051300100039 
ENDBIB              37          0                                 O051300100040 
COMMON               3          3                                 O051300100041 
ERR-1      ERR-2      ERR-3                                       O051300100042 
PER-CENT   PER-CENT   PER-CENT                                    O051300100043 
         8.         3.        10.                                 O051300100044 
ENDCOMMON            3          0                                 O051300100045 
ENDSUBENT           44          0                                 O051300199999 
SUBENT        O0513002   19991117                             0000O051300200001 
BIB                  4          4                                 O051300200002 
REACTION   (49-IN-115(P,X)1-H-1,EM,DA/DE)                         O051300200003 
SAMPLE     Indium-115,Thickness 3.44 mg/cm**2,was Used As Target. O051300200004 
EN-SEC     (E,P)                                                  O051300200005 
ERR-ANALYS (ERR-T).The Uncertainty is Reported by Authors.        O051300200006 
ENDBIB               4          0                                 O051300200007 
NOCOMMON             0          0                                 O051300200008 
DATA                 5        571                                 O051300200009 
EN         ANG        E          DATA       ERR-T                 O051300200010 
       120.        70.        80.    0.25536    0.00484           O051300200070 
       120.        70.       100.    0.05501    0.00225           O051300200071 
       120.        75.        20.    1.53198    0.01152           O051300200072 
       120.        75.        40.    1.02108    0.00941           O051300200073 
       120.        75.        60.    0.49603    0.00656           O051300200074 
       120.        75.        80.    0.15844    0.00371           O051300200075 
       120.        75.       100.    0.02876    0.00158           O051300200076 
       120.        80.        20.    1.41951    0.00936           O051300200077 
       120.        80.        40.    0.86389     0.0073           O051300200078 
       120.        80.        60.     0.3704    0.00478           O051300200079 
       120.        80.        80.    0.10398    0.00253           O051300200080 
       120.        80.       100.    0.01597    0.00099           O051300200081 
       120.        90.        20.    1.23655    0.00739           O051300200082 
       120.        90.        40.    0.60621    0.00517           O051300200083 
       120.        90.        60.    0.21804     0.0031           O051300200084 
       120.        90.        80.    0.05009    0.00149           O051300200085 
       120.        90.       100.    0.00685    0.00055           O051300200086 
       120.       100.        20.    1.07244    0.00667           O051300200087 
       120.       100.        40.    0.42741    0.00421           O051300200088 
       120.       100.        60.    0.12139    0.00224           O051300200089 
       120.       100.        80.    0.02612    0.00104           O051300200090 
       120.       100.       100.     0.0025    0.00032           O051300200091 
       120.       110.        20.    0.93059    0.00533           O051300200092 
       120.       110.        40.    0.31465     0.0031           O051300200093 
       120.       110.        60.    0.07764    0.00154           O051300200094 
       120.       110.        80.    0.01488    0.00067           O051300200095 
       120.       110.       100.    0.00116    0.00019           O051300200096 
       120.       120.        20.    0.83003      0.005           O051300200097 
       120.       120.        40.    0.23778    0.00268           O051300200098 
       120.       120.        60.    0.05317    0.00127           O051300200099 
       120.       120.        80.    0.00917    0.00053           O051300200100 
       120.       120.       100.    0.00068    0.00014           O051300200101 
       120.       130.        20.    0.74123    0.00462           O051300200102 
       120.       130.        40.     0.1912    0.00234           O051300200103 
       120.       130.        60.    0.03533    0.00101           O051300200104 
       120.       130.        80.    0.00549     0.0004           O051300200105 
       120.       130.       100.    0.00038     0.0001           O051300200106 
       120.       140.        20.    0.68577    0.00401           O051300200107 
       120.       140.        40.    0.15674    0.00192           O051300200108 
       120.       140.        60.    0.02805    0.00081           O051300200109 
       120.       140.        80.    0.00439    0.00032           O051300200110 
       120.       140.       100.    0.00007    0.00004           O051300200111 
       120.       150.        20.    0.73281    0.00374           O051300200112 
       120.       150.        40.     0.1499    0.00169           O051300200113 
       120.       150.        60.    0.02512    0.00069           O051300200114 
       120.       150.        80.    0.00315    0.00025           O051300200115 
       120.       150.       100.    0.00011    0.00005           O051300200116 
       120.       160.        20.    0.61752    0.00329           O051300200117 
       120.       160.        40.    0.11855    0.00144           O051300200118 
       120.       160.        60.    0.01922    0.00058           O051300200119 
       120.       160.        80.    0.00224     0.0002           O051300200120 
       120.       160.       100.    0.00014    0.00005           O051300200121 
       150.        15.        20.    2.30064    0.04118           O051300200122 
       150.        15.        40.     2.6362    0.04407           O051300200123 
       150.        15.        60.     2.6374    0.04424           O051300200124 
       150.        15.        80.    2.45591    0.04254           O051300200125 
       150.        15.       100.    2.63891    0.04405           O051300200126 
       150.        15.       120.     2.9966    0.04694           O051300200127 
       150.        20.        20.     2.3616    0.04707           O051300200128 
       150.        20.        40.    2.63562    0.04973           O051300200129 
       150.        20.        60.    2.65451    0.04991           O051300200130 
       150.        20.        80.    2.59997    0.04939           O051300200131 
       150.        20.       100.     2.7342    0.05065           O051300200132 
       150.        20.       120.    2.70408    0.05037           O051300200133 
       150.        25.        20.     2.2448      0.033           O051300200134 
       150.        25.        40.    2.55442     0.0352           O051300200135 
       150.        25.        60.    2.49087    0.03476           O051300200136 
       150.        25.        80.    2.38176    0.03399           O051300200137 
       150.        25.       100.    2.39195    0.03407           O051300200138 
       150.        25.       120.    2.54486    0.03514           O051300200139 
       150.        30.        20.    2.10508    0.03096           O051300200140 
       150.        30.        40.    2.36485    0.03282           O051300200141 
       150.        30.        60.    2.34056    0.03265           O051300200142 
       150.        30.        80.     2.2446    0.03197           O051300200143 
       150.        30.       100.    2.15142     0.0313           O051300200144 
       150.        30.       120.     1.7503    0.02823           O051300200145 
       150.        35.        20.    2.13744    0.02719           O051300200146 
       150.        35.        40.    2.33038    0.02839           O051300200147 
       150.        35.        60.    2.23691    0.02782           O051300200148 
       150.        35.        80.    2.11049    0.02702           O051300200149 
       150.        35.       100.    1.88849    0.02556           O051300200150 
       150.        35.       120.    1.37215    0.02179           O051300200151 
       150.        40.        20.    2.08828    0.02249           O051300200152 
       150.        40.        40.    2.18235    0.02299           O051300200153 
       150.        40.        60.    2.08992     0.0225           O051300200154 
       150.        40.        80.    1.83827     0.0211           O051300200155 
       150.        40.       100.    1.51876    0.01918           O051300200156 
       150.        40.       120.    1.01979    0.01572           O051300200157 
       150.        45.        20.    2.04173     0.0152           O051300200158 
       150.        45.        40.    2.11375    0.01546           O051300200159 
       150.        45.        60.    1.98025    0.01497           O051300200160 
       150.        45.        80.    1.71884    0.01394           O051300200161 
       150.        45.       100.    1.34342    0.01233           O051300200162 
       150.        45.       120.    0.88028    0.00998           O051300200163 
       150.        50.        20.    1.89313    0.01813           O051300200164 
       150.        50.        40.    1.85553    0.01795           O051300200165 
       150.        50.        60.    1.90154    0.01817           O051300200166 
       150.        50.        80.    1.27481    0.01488           O051300200167 
       150.        50.       100.    0.83932    0.01207           O051300200168 
       150.        50.       120.     0.4773     0.0091           O051300200169 
       150.        55.        20.    1.84992     0.0176           O051300200170 
       150.        55.        40.    1.74955    0.01712           O051300200171 
       150.        55.        60.    1.46096    0.01564           O051300200172 
       150.        55.        80.    1.02943    0.01313           O051300200173 
       150.        55.       100.     0.6008    0.01003           O051300200174 
       150.        55.       120.    0.27921    0.00684           O051300200175 
       150.        60.        20.    1.73332    0.01883           O051300200176 
       150.        60.        40.     1.5622    0.01788           O051300200177 
       150.        60.        60.    1.20301    0.01569           O051300200178 
       150.        60.        80.    0.75841    0.01246           O051300200179 
       150.        60.       100.    0.39968    0.00904           O051300200180 
       150.        60.       120.    0.13738     0.0053           O051300200181 
       150.        65.        20.     1.6387    0.01495           O051300200182 
       150.        65.        40.    1.36726    0.01366           O051300200183 
       150.        65.        60.    0.97601    0.01154           O051300200184 
       150.        65.        80.    0.55837    0.00873           O051300200185 
       150.        65.       100.    0.24262    0.00575           O051300200186 
       150.        65.       120.    0.06232    0.00292           O051300200187 
       150.        70.        20.    1.53097     0.0122           O051300200188 
       150.        70.        40.    1.21035    0.01085           O051300200189 
       150.        70.        60.    0.80131    0.00883           O051300200190 
       150.        70.        80.    0.38872    0.00615           O051300200191 
       150.        70.       100.    0.14706    0.00378           O051300200192 
       150.        70.       120.    0.02723    0.00163           O051300200193 
       150.        75.        20.    1.43802    0.00954           O051300200194 
       150.        75.        40.    1.05215    0.00816           O051300200195 
       150.        75.        60.    0.61803    0.00625           O051300200196 
       150.        75.        80.    0.27526    0.00417           O051300200197 
       150.        75.       100.    0.08698    0.00235           O051300200198 
       150.        75.       120.    0.02007    0.00113           O051300200199 
       150.        80.        20.    1.34391    0.01068           O051300200200 
       150.        80.        40.    0.92307    0.00885           O051300200201 
       150.        80.        60.    0.48754    0.00644           O051300200202 
       150.        80.        80.    0.18963    0.00401           O051300200203 
       150.        80.       100.    0.05412    0.00214           O051300200204 
       150.        80.       120.     0.0141    0.00109           O051300200205 
       150.        90.        20.    1.18572    0.00967           O051300200206 
       150.        90.        40.    0.65673     0.0072           O051300200207 
       150.        90.        60.     0.2901    0.00478           O051300200208 
       150.        90.        80.    0.10345    0.00286           O051300200209 
       150.        90.       100.    0.02598    0.00143           O051300200210 
       150.        90.       120.    0.00579    0.00068           O051300200211 
       150.       100.        20.    1.02898    0.00835           O051300200212 
       150.       100.        40.    0.47633    0.00568           O051300200213 
       150.       100.        60.    0.17077     0.0034           O051300200214 
       150.       100.        80.    0.05482    0.00193           O051300200215 
       150.       100.       100.    0.01251    0.00092           O051300200216 
       150.       100.       120.    0.00242    0.00041           O051300200217 
       150.       110.        20.    0.95474     0.0054           O051300200218 
       150.       110.        40.    0.41084    0.00354           O051300200219 
       150.       110.        60.    0.14062    0.00207           O051300200220 
       150.       110.        80.    0.04335    0.00115           O051300200221 
       150.       110.       100.    0.00885    0.00052           O051300200222 
       150.       110.       120.    0.00143    0.00021           O051300200223 
       150.       120.        20.    0.78842    0.00624           O051300200224 
       150.       120.        40.     0.2708    0.00366           O051300200225 
       150.       120.        60.    0.07811    0.00197           O051300200226 
       150.       120.        80.    0.02066    0.00101           O051300200227 
       150.       120.       100.    0.00351    0.00042           O051300200228 
       150.       120.       120.    0.00047    0.00015           O051300200229 
       150.       130.        20.    0.71476    0.00594           O051300200230 
       150.       130.        40.     0.2138    0.00325           O051300200231 
       150.       130.        60.    0.05583    0.00166           O051300200232 
       150.       130.        80.    0.01491    0.00086           O051300200233 
       150.       130.       100.    0.00264    0.00036           O051300200234 
       150.       140.        20.    0.57617     0.0037           O051300200235 
       150.       140.        40.    0.16398    0.00197           O051300200236 
       150.       140.        60.    0.04167    0.00099           O051300200237 
       150.       140.        80.    0.00932    0.00047           O051300200238 
       150.       140.       100.    0.00152    0.00019           O051300200239 
       150.       140.       120.    0.00014    0.00006           O051300200240 
       150.       150.        20.    0.61591      0.004           O051300200241 
       150.       150.        40.    0.20405     0.0023           O051300200242 
       150.       150.        60.    0.04029    0.00102           O051300200243 
       150.       150.        80.    0.00913    0.00049           O051300200244 
       150.       150.       100.    0.00165    0.00021           O051300200245 
       150.       150.       120.    0.00018    0.00007           O051300200246 
       150.       160.        20.    0.55746    0.00346           O051300200247 
       150.       160.        40.    0.12968    0.00167           O051300200248 
       150.       160.        60.    0.02813    0.00078           O051300200249 
       150.       160.        80.    0.00536    0.00034           O051300200250 
       150.       160.       100.    0.00058    0.00011           O051300200251 
       150.       160.       120.    0.00004    0.00003           O051300200252 
       175.        15.        20.    2.25635     0.0536           O051300200253 
       175.        15.        40.    2.49052    0.05632           O051300200254 
       175.        15.        60.    2.45342    0.05599           O051300200255 
       175.        15.        80.     2.3224    0.05438           O051300200256 
       175.        15.       100.    2.05627    0.05117           O051300200257 
       175.        15.       120.    2.28507    0.05394           O051300200258 
       175.        15.       140.    2.77966    0.05949           O051300200259 
       175.        20.        20.    2.12101    0.03836           O051300200260 
       175.        20.        40.    2.24556    0.03947           O051300200261 
       175.        20.        60.    2.22383    0.03928           O051300200262 
       175.        20.        80.    2.04511    0.03767           O051300200263 
       175.        20.       100.    2.01923    0.03743           O051300200264 
       175.        20.       120.    2.24969    0.03951           O051300200265 
       175.        20.       140.    2.40992    0.04089           O051300200266 
       175.        25.        20.    2.10444    0.04107           O051300200267 
       175.        25.        40.    2.13325    0.04136           O051300200268 
       175.        25.        60.    2.20389    0.04203           O051300200269 
       175.        25.        80.     2.1111    0.04114           O051300200270 
       175.        25.       100.       2.08    0.04084           O051300200271 
       175.        25.       120.    2.25879    0.04255           O051300200272 
       175.        25.       140.    2.31299    0.04306           O051300200273 
       175.        30.        20.    2.07518     0.0407           O051300200274 
       175.        30.        40.    2.15034    0.04143           O051300200275 
       175.        30.        60.    2.27184    0.04259           O051300200276 
       175.        30.        80.    1.95364    0.03949           O051300200277 
       175.        30.       100.    2.07261    0.04068           O051300200278 
       175.        30.       120.    1.97544    0.03971           O051300200279 
       175.        30.       140.    1.68765    0.03671           O051300200280 
       175.        35.        20.    2.02703    0.04026           O051300200281 
       175.        35.        40.    2.16388     0.0416           O051300200282 
       175.        35.        60.    2.09028    0.04088           O051300200283 
       175.        35.        80.     2.0937    0.04092           O051300200284 
       175.        35.       100.    1.97197    0.03971           O051300200285 
       175.        35.       120.    1.73849    0.03728           O051300200286 
       175.        35.       140.    1.35073    0.03286           O051300200287 
       175.        40.        20.     1.9873      0.032           O051300200288 
       175.        40.        40.    2.01682    0.03224           O051300200289 
       175.        40.        60.    2.00727    0.03216           O051300200290 
       175.        40.        80.     1.8778    0.03111           O051300200291 
       175.        40.       100.    2.01703    0.03224           O051300200292 
       175.        40.       120.    1.38069    0.02667           O051300200293 
       175.        40.       140.    0.95173    0.02214           O051300200294 
       175.        45.        20.    1.92702    0.02126           O051300200295 
       175.        45.        40.    1.97916    0.02155           O051300200296 
       175.        45.        60.    1.93721    0.02132           O051300200297 
       175.        45.        80.    1.77013    0.02038           O051300200298 
       175.        45.       100.    1.66638    0.01977           O051300200299 
       175.        45.       120.    1.19901    0.01677           O051300200300 
       175.        45.       140.    0.76214    0.01337           O051300200301 
       175.        50.        20.    1.84236    0.01967           O051300200302 
       175.        50.        40.    1.80005    0.01944           O051300200303 
       175.        50.        60.    1.68127    0.01879           O051300200304 
       175.        50.        80.    1.39523    0.01712           O051300200305 
       175.        50.       100.    1.06273    0.01494           O051300200306 
       175.        50.       120.    0.67221    0.01188           O051300200307 
       175.        50.       140.    0.35865    0.00868           O051300200308 
       175.        55.        20.    1.73878    0.02059           O051300200309 
       175.        55.        40.    1.66511    0.02015           O051300200310 
       175.        55.        60.    1.46857    0.01892           O051300200311 
       175.        55.        80.     1.2018    0.01712           O051300200312 
       175.        55.       100.    0.77355    0.01373           O051300200313 
       175.        55.       120.    0.42885    0.01023           O051300200314 
       175.        55.       140.    0.18148    0.00665           O051300200315 
       175.        60.        20.    1.66513     0.0182           O051300200316 
       175.        60.        40.    1.55798     0.0176           O051300200317 
       175.        60.        60.    1.29188    0.01603           O051300200318 
       175.        60.        80.    0.93278    0.01362           O051300200319 
       175.        60.       100.    0.57326    0.01068           O051300200320 
       175.        60.       120.    0.28153    0.00748           O051300200321 
       175.        60.       140.    0.08505    0.00411           O051300200322 
       175.        65.        20.    1.60365    0.01469           O051300200323 
       175.        65.        40.    1.41358    0.01379           O051300200324 
       175.        65.        60.    1.10781    0.01221           O051300200325 
       175.        65.        80.    0.70068    0.00971           O051300200326 
       175.        65.       100.    0.37404    0.00709           O051300200327 
       175.        65.       120.    0.15153    0.00451           O051300200328 
       175.        65.       140.    0.04431    0.00244           O051300200329 
       175.        70.        20.       1.66    0.01381           O051300200330 
       175.        70.        40.    1.25604    0.01201           O051300200331 
       175.        70.        60.    0.91578    0.01026           O051300200332 
       175.        70.        80.    0.53328    0.00783           O051300200333 
       175.        70.       100.    0.24913    0.00535           O051300200334 
       175.        70.       120.    0.08782    0.00318           O051300200335 
       175.        70.       140.    0.02316    0.00163           O051300200336 
       175.        75.        20.    1.43091    0.01201           O051300200337 
       175.        75.        40.    1.11673    0.01061           O051300200338 
       175.        75.        60.    0.75656    0.00873           O051300200339 
       175.        75.        80.    0.39222    0.00629           O051300200340 
       175.        75.       100.    0.16666     0.0041           O051300200341 
       175.        75.       120.    0.05368    0.00233           O051300200342 
       175.        75.       140.    0.01383    0.00118           O051300200343 
       175.        80.        20.    1.37614    0.01251           O051300200344 
       175.        80.        40.    0.98735     0.0106           O051300200345 
       175.        80.        60.    0.60063    0.00826           O051300200346 
       175.        80.        80.    0.28871    0.00573           O051300200347 
       175.        80.       100.    0.10558    0.00347           O051300200348 
       175.        80.       120.     0.0389     0.0021           O051300200349 
       175.        80.       140.    0.00909    0.00102           O051300200350 
       175.        90.        20.    1.17295    0.00962           O051300200351 
       175.        90.        40.    0.70667    0.00747           O051300200352 
       175.        90.        60.    0.36149    0.00534           O051300200353 
       175.        90.        80.     0.1482    0.00342           O051300200354 
       175.        90.       100.    0.05492    0.00208           O051300200355 
       175.        90.       120.    0.01619    0.00113           O051300200356 
       175.        90.       140.    0.00259    0.00045           O051300200357 
       175.       100.        20.    1.04237    0.00778           O051300200358 
       175.       100.        40.    0.53046    0.00555           O051300200359 
       175.       100.        60.     0.2363     0.0037           O051300200360 
       175.       100.        80.    0.08988    0.00228           O051300200361 
       175.       100.       100.    0.02779    0.00127           O051300200362 
       175.       100.       120.    0.00968    0.00075           O051300200363 
       175.       100.       140.    0.00114    0.00026           O051300200364 
       175.       110.        20.    0.92298    0.00693           O051300200365 
       175.       110.        40.    0.40831    0.00461           O051300200366 
       175.       110.        60.    0.15853    0.00287           O051300200367 
       175.       110.        80.    0.05602    0.00171           O051300200368 
       175.       110.       100.    0.01465    0.00087           O051300200369 
       175.       110.       120.    0.00264    0.00037           O051300200370 
       175.       110.       140.    0.00036    0.00014           O051300200371 
       175.       120.        20.    0.81151    0.00584           O051300200372 
       175.       120.        40.    0.31017    0.00361           O051300200373 
       175.       120.        60.    0.10861    0.00213           O051300200374 
       175.       120.        80.    0.03478    0.00121           O051300200375 
       175.       120.       100.    0.00922    0.00062           O051300200376 
       175.       120.       120.    0.00166    0.00026           O051300200377 
       175.       120.       140.    0.00013                      O051300200378 
       175.       130.        20.    0.73705    0.00504           O051300200379 
       175.       130.        40.    0.24521    0.00291           O051300200380 
       175.       130.        60.    0.07875    0.00165           O051300200381 
       175.       130.        80.     0.0233     0.0009           O051300200382 
       175.       130.       100.    0.00607    0.00046           O051300200383 
       175.       130.       120.    0.00075    0.00016           O051300200384 
       175.       140.        20.     0.6958    0.00563           O051300200385 
       175.       140.        40.    0.21456    0.00312           O051300200386 
       175.       140.        60.    0.06338     0.0017           O051300200387 
       175.       140.        80.    0.01715    0.00088           O051300200388 
       175.       140.       100.     0.0038    0.00042           O051300200389 
       175.       140.       120.    0.00049    0.00015           O051300200390 
       175.       140.       140.    0.00005                      O051300200391 
       175.       150.        20.    0.72385    0.00573           O051300200392 
       175.       150.        40.    0.20609    0.00306           O051300200393 
       175.       150.        60.    0.05732    0.00161           O051300200394 
       175.       150.        80.    0.01455    0.00081           O051300200395 
       175.       150.       100.    0.00257    0.00034           O051300200396 
       175.       150.       120.    0.00027    0.00011           O051300200397 
       200.        15.        20.    2.48503    0.04766           O051300200398 
       200.        15.        40.    2.45428    0.04792           O051300200399 
       200.        15.        60.    2.37268    0.04716           O051300200400 
       200.        15.        80.    2.22483    0.04536           O051300200401 
       200.        15.       100.    1.88466    0.04153           O051300200402 
       200.        15.       120.    1.74638    0.03989           O051300200403 
       200.        15.       140.     2.0217    0.04274           O051300200404 
       200.        15.       160.    2.40908     0.0465           O051300200405 
       200.        15.       180.    2.31484    0.04553           O051300200406 
       200.        20.        20.    2.28285    0.04749           O051300200407 
       200.        20.        40.    2.34631    0.04815           O051300200408 
