ENTRY            O2562   20230221                             O094O2562  0    1 
SUBENT        O2562001   20230221                             O094O2562  1    1 
BIB                 12         28                                 O2562  1    2 
TITLE      Differential cross-section measurements and R-Matrix   O2562  1    3 
            calculations for proton elastic scattering on natMg   O2562  1    4 
            in the energy range Ep,lab = 2.70-4.25 MeV, suitable  O2562  1    5 
            for EBS                                               O2562  1    6 
AUTHOR     (F.Maragkos, E.Alvanou, M.Axiotis, N.Bligoura,         O2562  1    7 
            V.Foteinou, S.Harissopulos, M.Kokkoris, A.Lagoyannis, O2562  1    8 
            E.Ntemou, N.Patronis, K.Preketes-Sigalas)             O2562  1    9 
INSTITUTE  (2GRCTUA,2GRCATH,2SWDUPP,2GRCIOA)                      O2562  1   10 
           (2GERGER)Central Unit for Ion Beams and Radionuclides, O2562  1   11 
                    N-Suedstrasse, Bochum                         O2562  1   12 
REFERENCE  (J,NIM/B,536,45,2023)                                  O2562  1   13 
           #doi:10.1016/j.nimb.2022.12.027                        O2562  1   14 
FACILITY   (VDGT,2GRCATH)                                         O2562  1   15 
DETECTOR   (SIBAR) Scattering chamber with six silicon surface    O2562  1   16 
           barrier (SSB) detectors of 500 um in thickness.        O2562  1   17 
SAMPLE     A self-supporting thin foil of natural Mg. Ultra-thin  O2562  1   18 
           layer of 197Au was evaporated on the surface of the    O2562  1   19 
           target for normalization.                              O2562  1   20 
MONITOR    (79-AU-197(P,EL)79-AU-197,,DA,,,CALC)                  O2562  1   21 
ANALYSIS   (NTRTH)                                                O2562  1   22 
ERR-ANALYS (ERR-S) Statistical uncertainties from the integration O2562  1   23 
           of the elastic peaks of natMg and 197Au as well as 5 % O2562  1   24 
           relative error of the areal atomic densities ratio.    O2562  1   25 
STATUS     (TABLE) Data received from F.Maragkos                  O2562  1   26 
           (APRVD) Proof-read by F.Maragkos (2023-02-21)          O2562  1   27 
HISTORY    (20230221R) Data received from F.Maragkos for INANDL   O2562  1   28 
                      and EXFOR                                   O2562  1   29 
           (20230221C) VS                                         O2562  1   30 
ENDBIB              28          0                                 O2562  1   31 
NOCOMMON             0          0                                 O2562  1   32 
ENDSUBENT           31          0                                 O2562  199999 
SUBENT        O2562002   20230221                             O094O2562  2    1 
BIB                  2          3                                 O2562  2    2 
REACTION   (12-MG-0(P,EL)12-MG-0,,DA)                             O2562  2    3 
STATUS     (TABLE) Fig. 5. a-f.                                   O2562  2    4 
           Nucl.Instrum.Method Phys.Res.B536(2023)45              O2562  2    5 
ENDBIB               3          0                                 O2562  2    6 
NOCOMMON             0          0                                 O2562  2    7 
DATA                 5        750                                 O2562  2    8 
ANG        EN         EN-ERR     DATA       ERR-S                 O2562  2    9 
 120.00     3580.400   7.200       70.800    4.330                O2562  2   79 
 120.00     3590.500   7.200       72.300    4.500                O2562  2   80 
 120.00     3600.500   7.200       65.590    4.020                O2562  2   81 
 120.00     3610.500   7.200       68.780    4.220                O2562  2   82 
 120.00     3620.500   7.200       67.120    4.100                O2562  2   83 
 120.00     3630.500   7.200       72.600    4.400                O2562  2   84 
 120.00     3640.600   7.200       67.510    4.140                O2562  2   85 
 120.00     3650.600   7.100       65.660    4.020                O2562  2   86 
 120.00     3660.600   7.200       65.230    3.990                O2562  2   87 
 120.00     3670.600   7.200       71.600    4.400                O2562  2   88 
 120.00     3680.600   7.200       65.300    3.900                O2562  2   89 
 120.00     3690.700   7.200       71.700    4.400                O2562  2   90 
 120.00     3700.700   7.200       77.600    4.700                O2562  2   91 
 120.00     3710.700   7.200       78.600    4.700                O2562  2   92 
 120.00     3720.700   7.200       79.300    4.800                O2562  2   93 
 120.00     3730.700   7.200       77.000    4.600                O2562  2   94 
 120.00     3740.800   7.200       72.800    4.400                O2562  2   95 
 120.00     3750.800   7.200       74.700    4.500                O2562  2   96 
 120.00     3760.800   7.200       72.200    4.400                O2562  2   97 
 120.00     3770.800   7.200       77.800    4.800                O2562  2   98 
 120.00     3780.800   7.200       72.200    4.400                O2562  2   99 
 120.00     3790.800   7.200       69.900    4.250                O2562  2  100 
 120.00     3805.900   7.200       73.100    4.500                O2562  2  101 
 120.00     3820.900   7.200       72.000    4.400                O2562  2  102 
 120.00     3835.900   7.200       69.300    4.240                O2562  2  103 
 120.00     3850.900   7.200       63.800    3.900                O2562  2  104 
 120.00     3866.000   7.200       71.900    4.400                O2562  2  105 
 120.00     3881.000   7.200       70.700    4.300                O2562  2  106 
 120.00     3891.000   7.200       68.180    4.150                O2562  2  107 
 120.00     3901.000   7.200       70.150    4.270                O2562  2  108 
 120.00     3911.000   7.200       64.100    3.900                O2562  2  109 
 120.00     3921.100   7.200       63.800    3.900                O2562  2  110 
 120.00     3931.100   7.200       58.200    3.500                O2562  2  111 
 120.00     3941.100   7.200       61.200    3.700                O2562  2  112 
 120.00     3951.100   7.200       64.890    3.980                O2562  2  113 
 120.00     3961.100   7.200       59.600    3.600                O2562  2  114 
 120.00     3971.100   7.200       63.700    3.900                O2562  2  115 
 120.00     3981.100   7.200       71.220    4.350                O2562  2  116 
 120.00     3991.200   7.200       76.900    4.600                O2562  2  117 
 120.00     4001.200   7.200       77.500    4.600                O2562  2  118 
 120.00     4011.200   7.200       83.780    5.020                O2562  2  119 
 120.00     4021.200   7.200       88.000    5.290                O2562  2  120 
 120.00     4031.200   7.200       90.100    5.400                O2562  2  121 
 120.00     4041.200   7.200       90.300    5.400                O2562  2  122 
 120.00     4051.200   7.200       87.700    5.700                O2562  2  123 
 120.00     4061.300   7.200       80.900    4.800                O2562  2  124 
 120.00     4071.300   7.200       83.560    5.070                O2562  2  125 
 120.00     4081.300   7.200       79.200    4.800                O2562  2  126 
 120.00     4091.300   7.200       68.120    4.150                O2562  2  127 
 120.00     4111.300   7.200       70.690    4.290                O2562  2  128 
 120.00     4151.400   7.100       65.840    3.970                O2562  2  129 
 120.00     4171.400   7.100       58.100    3.500                O2562  2  130 
 120.00     4191.500   7.100       60.500    3.700                O2562  2  131 
 120.00     4201.500   7.100       63.500    3.800                O2562  2  132 
 120.00     4211.500   7.100       61.800    3.700                O2562  2  133 
 120.00     4226.500   7.100       63.100    3.800                O2562  2  134 
 120.00     4241.500   7.100       61.500    3.700                O2562  2  135 
 130.00     2688.100   7.200       48.900    2.900                O2562  2  136 
 130.00     2708.100   7.200       46.700    2.700                O2562  2  137 
 130.00     2728.300   7.200       46.600    2.700                O2562  2  138 
 130.00     2748.300   7.200       48.400    2.800                O2562  2  139 
 130.00     2768.400   7.200       46.300    2.800                O2562  2  140 
 130.00     2788.400   7.200       43.100    2.500                O2562  2  141 
 130.00     2798.500   7.200       44.100    2.600                O2562  2  142 
 130.00     2808.500   7.200       41.300    2.400                O2562  2  143 
 130.00     2818.200   7.200       39.230    2.310                O2562  2  144 
 130.00     2828.600   7.200       37.530    2.220                O2562  2  145 
 130.00     2838.600   7.200       37.000    2.190                O2562  2  146 
 130.00     2848.600   7.200       35.440    2.100                O2562  2  147 
 130.00     2858.700   7.200       34.680    2.050                O2562  2  148 
 130.00     2868.700   7.200       32.890    1.960                O2562  2  149 
 130.00     2878.700   7.200       31.400    1.900                O2562  2  150 
 130.00     2888.800   7.200       30.800    1.800                O2562  2  151 
 130.00     2898.800   7.200       30.600    1.800                O2562  2  152 
 130.00     2908.800   7.200       30.000    1.800                O2562  2  153 
 130.00     2918.900   7.200       27.300    1.600                O2562  2  154 
 130.00     2928.900   7.200       27.900    1.700                O2562  2  155 
 130.00     2938.900   7.200       24.300    1.500                O2562  2  156 
 130.00     2948.900   7.200       23.100    1.400                O2562  2  157 
 130.00     2959.000   7.200       22.110    1.330                O2562  2  158 
 130.00     2969.000   7.200       20.170    1.220                O2562  2  159 
 130.00     2979.000   7.200       18.610    1.110                O2562  2  160 
 130.00     2989.100   7.200       16.860    1.000                O2562  2  161 
 130.00     2999.100   7.200       13.200    0.800                O2562  2  162 
 130.00     3019.100   7.200        9.800    0.600                O2562  2  163 
 130.00     3029.200   7.200       15.310    0.970                O2562  2  164 
 130.00     3039.200   7.200       18.300    1.160                O2562  2  165 
 130.00     3049.200   7.200       16.640    1.040                O2562  2  166 
 130.00     3059.200   7.200       16.440    1.040                O2562  2  167 
 130.00     3069.300   7.200       19.410    1.230                O2562  2  168 
 130.00     3079.300   7.200       24.400    1.600                O2562  2  169 
 130.00     3089.300   7.200       27.000    1.700                O2562  2  170 
 130.00     3104.400   7.200       30.500    1.900                O2562  2  171 
 130.00     3119.400   7.200       38.500    2.500                O2562  2  172 
 130.00     3134.400   7.200       45.540    2.990                O2562  2  173 
 130.00     3149.500   7.200       62.700    3.800                O2562  2  174 
 130.00     3164.500   7.200       68.640    4.160                O2562  2  175 
 130.00     3179.600   7.200       81.900    4.900                O2562  2  176 
 130.00     3204.600   7.200       95.900    5.700                O2562  2  177 
 130.00     3219.700   7.200       92.000    5.500                O2562  2  178 
 130.00     3234.700   7.200       94.700    5.700                O2562  2  179 
 130.00     3249.700   7.200      105.140    6.290                O2562  2  180 
 130.00     3264.800   7.200      100.400    5.900                O2562  2  181 
 130.00     3279.800   7.200      105.570    6.190                O2562  2  182 
 130.00     3304.900   7.200       98.500    5.800                O2562  2  183 
 130.00     3319.900   7.200       99.200    6.040                O2562  2  184 
 130.00     3334.900   7.200       93.100    5.600                O2562  2  185 
 130.00     3350.000   7.200       89.300    5.500                O2562  2  186 
 130.00     3365.000   7.200       90.900    5.500                O2562  2  187 
 130.00     3380.000   7.200       93.300    5.700                O2562  2  188 
 130.00     3405.100   7.200       83.780    5.130                O2562  2  189 
 130.00     3420.100   7.200       83.640    5.130                O2562  2  190 
 130.00     3435.100   7.200       80.000    4.900                O2562  2  191 
 130.00     3450.200   7.200       77.000    4.600                O2562  2  192 
 130.00     3465.200   7.200       78.600    4.700                O2562  2  193 
 130.00     3480.200   7.200       78.400    4.800                O2562  2  194 
 130.00     3490.300   7.200       76.500    4.600                O2562  2  195 
 130.00     3500.300   7.200       77.000    4.700                O2562  2  196 
 130.00     3510.300   7.200       71.200    4.400                O2562  2  197 
 130.00     3520.300   7.200       68.740    4.190                O2562  2  198 
 130.00     3530.300   7.200       66.890    4.090                O2562  2  199 
 130.00     3540.400   7.200       74.400    4.600                O2562  2  200 
 130.00     3550.400   7.200       71.400    4.400                O2562  2  201 
 130.00     3560.400   7.200       65.520    4.010                O2562  2  202 
 130.00     3570.400   7.200       74.000    4.500                O2562  2  203 
 130.00     3580.400   7.200       68.260    4.180                O2562  2  204 
 130.00     3590.500   7.200       63.400    3.900                O2562  2  205 
 130.00     3600.500   7.200       65.000    3.980                O2562  2  206 
 130.00     3610.500   7.200       64.200    3.900                O2562  2  207 
 130.00     3620.500   7.200       64.600    3.950                O2562  2  208 
 130.00     3630.500   7.200       68.680    4.180                O2562  2  209 
 130.00     3640.600   7.200       64.400    3.900                O2562  2  210 
 130.00     3650.600   7.100       65.010    3.960                O2562  2  211 
 130.00     3660.600   7.200       65.710    4.030                O2562  2  212 
 130.00     3670.600   7.200       65.560    4.000                O2562  2  213 
 130.00     3680.600   7.200       67.550    4.060                O2562  2  214 
 130.00     3690.700   7.200       73.000    4.500                O2562  2  215 
 130.00     3700.700   7.200       75.500    4.600                O2562  2  216 
 130.00     3710.700   7.200       77.500    4.700                O2562  2  217 
 130.00     3720.700   7.200       73.000    4.400                O2562  2  218 
 130.00     3730.700   7.200       72.200    4.400                O2562  2  219 
 130.00     3740.800   7.200       73.100    4.400                O2562  2  220 
 130.00     3750.800   7.200       70.570    4.280                O2562  2  221 
 130.00     3760.800   7.200       70.260    4.340                O2562  2  222 
 130.00     3770.800   7.200       75.000    4.600                O2562  2  223 
 130.00     3780.800   7.200       75.100    4.600                O2562  2  224 
 130.00     3790.800   7.200       71.280    4.320                O2562  2  225 
 130.00     3805.900   7.200       75.400    4.600                O2562  2  226 
 130.00     3820.900   7.200       74.800    4.500                O2562  2  227 
 130.00     3835.900   7.200       69.690    4.260                O2562  2  228 
 130.00     3850.900   7.200       67.620    4.140                O2562  2  229 
 130.00     3866.000   7.200       69.040    4.210                O2562  2  230 
 130.00     3881.000   7.200       67.650    4.110                O2562  2  231 
 130.00     3891.000   7.200       63.400    3.900                O2562  2  232 
 130.00     3901.000   7.200       68.240    4.150                O2562  2  233 
 130.00     3911.000   7.200       67.420    4.090                O2562  2  234 
 130.00     3921.100   7.200       63.500    3.900                O2562  2  235 
 130.00     3931.100   7.200       66.620    4.060                O2562  2  236 
 130.00     3941.100   7.200       63.700    3.900                O2562  2  237 
 130.00     3951.100   7.200       70.720    4.320                O2562  2  238 
 130.00     3961.100   7.200       70.810    4.280                O2562  2  239 
 130.00     3971.100   7.200       77.300    4.700                O2562  2  240 
 130.00     3981.100   7.200       81.400    4.900                O2562  2  241 
 130.00     3991.200   7.200       99.600    6.000                O2562  2  242 
 130.00     4001.200   7.200       99.900    6.000                O2562  2  243 
 130.00     4011.200   7.200      103.100    6.200                O2562  2  244 
 130.00     4021.200   7.200       97.500    5.900                O2562  2  245 
 130.00     4031.200   7.200       95.800    5.800                O2562  2  246 
 130.00     4041.200   7.200       83.640    5.060                O2562  2  247 
 130.00     4051.200   7.200       73.400    4.800                O2562  2  248 
 130.00     4061.300   7.200       68.460    4.040                O2562  2  249 
 130.00     4071.300   7.200       66.350    4.030                O2562  2  250 
 130.00     4081.300   7.200       62.900    3.800                O2562  2  251 
 130.00     4091.300   7.200       58.800    3.600                O2562  2  252 
 130.00     4111.300   7.200       57.300    3.500                O2562  2  253 
 130.00     4151.400   7.100       56.500    3.400                O2562  2  254 
 130.00     4171.400   7.100       53.890    3.230                O2562  2  255 
 130.00     4191.500   7.100       51.260    3.130                O2562  2  256 
 130.00     4201.500   7.100       54.870    3.300                O2562  2  257 
 130.00     4211.500   7.100       59.000    3.500                O2562  2  258 
 130.00     4226.500   7.100       57.300    3.500                O2562  2  259 
 130.00     4241.500   7.100       58.200    3.500                O2562  2  260 
 140.00     2688.100   7.200       44.400    2.500                O2562  2  261 
 140.00     2708.100   7.200       43.000    2.400                O2562  2  262 
 140.00     2728.300   7.200       41.080    2.330                O2562  2  263 
 140.00     2748.300   7.200       40.700    2.310                O2562  2  264 
 140.00     2768.400   7.200       40.120    2.300                O2562  2  265 
 140.00     2788.400   7.200       38.860    2.210                O2562  2  266 
 140.00     2798.500   7.200       37.910    2.140                O2562  2  267 
 140.00     2808.500   7.200       37.340    2.120                O2562  2  268 
 140.00     2818.200   7.200       32.800    1.900                O2562  2  269 
 140.00     2828.600   7.200       33.200    1.900                O2562  2  270 
 140.00     2838.600   7.200       33.900    1.900                O2562  2  271 
 140.00     2848.600   7.200       32.100    1.800                O2562  2  272 
 140.00     2858.700   7.200       31.000    1.800                O2562  2  273 
 140.00     2868.700   7.200       32.300    1.900                O2562  2  274 
 140.00     2878.700   7.200       28.900    1.700                O2562  2  275 
 140.00     2888.800   7.200       30.000    1.700                O2562  2  276 
 140.00     2898.800   7.200       28.500    1.600                O2562  2  277 
 140.00     2908.800   7.200       26.300    1.500                O2562  2  278 
 140.00     2918.900   7.200       26.400    1.500                O2562  2  279 
 140.00     2928.900   7.200       28.000    1.600                O2562  2  280 
 140.00     2938.900   7.200       25.600    1.500                O2562  2  281 
 140.00     2948.900   7.200       22.150    1.270                O2562  2  282 
 140.00     2959.000   7.200       21.450    1.240                O2562  2  283 
 140.00     2969.000   7.200       18.290    1.060                O2562  2  284 
 140.00     2979.000   7.200       16.400    0.900                O2562  2  285 
 140.00     2989.100   7.200       14.900    0.900                O2562  2  286 
 140.00     2999.100   7.200       12.900    0.800                O2562  2  287 
 140.00     3019.100   7.200       10.100    0.600                O2562  2  288 
 140.00     3029.200   7.200       17.030    1.000                O2562  2  289 
 140.00     3039.200   7.200       19.000    1.130                O2562  2  290 
 140.00     3049.200   7.200       17.520    1.030                O2562  2  291 
 140.00     3059.200   7.200       18.460    1.080                O2562  2  292 
 140.00     3069.300   7.200       22.410    1.330                O2562  2  293 
 140.00     3079.300   7.200       29.100    1.700                O2562  2  294 
 140.00     3089.300   7.200       30.800    1.800                O2562  2  295 
 140.00     3104.400   7.200       34.040    2.010                O2562  2  296 
 140.00     3119.400   7.200       41.900    2.500                O2562  2  297 
 140.00     3134.400   7.200       50.920    3.110                O2562  2  298 
 140.00     3149.500   7.200       69.960    4.050                O2562  2  299 
 140.00     3164.500   7.200       76.900    4.400                O2562  2  300 
 140.00     3179.600   7.200       85.900    4.900                O2562  2  301 
 140.00     3204.600   7.200       92.340    5.290                O2562  2  302 
 140.00     3219.700   7.200       94.600    5.500                O2562  2  303 
 140.00     3234.700   7.200       94.300    5.400                O2562  2  304 
 140.00     3249.700   7.200      102.800    5.900                O2562  2  305 
 140.00     3264.800   7.200      106.070    6.060                O2562  2  306 
 140.00     3279.800   7.200      103.000    5.900                O2562  2  307 
 140.00     3304.900   7.200      101.200    5.800                O2562  2  308 
 140.00     3319.900   7.200      100.000    5.800                O2562  2  309 
 140.00     3334.900   7.200       98.000    5.700                O2562  2  310 
 140.00     3350.000   7.200       91.230    5.330                O2562  2  311 
 140.00     3365.000   7.200       92.800    5.400                O2562  2  312 
 140.00     3380.000   7.200       89.260    5.210                O2562  2  313 
 140.00     3405.100   7.200       84.910    4.970                O2562  2  314 
 140.00     3420.100   7.200       83.300    4.900                O2562  2  315 
 140.00     3435.100   7.200       77.700    4.500                O2562  2  316 
 140.00     3450.200   7.200       80.600    4.700                O2562  2  317 
 140.00     3465.200   7.200       80.700    4.700                O2562  2  318 
 140.00     3480.200   7.200       78.500    4.600                O2562  2  319 
 140.00     3490.300   7.200       76.000    4.400                O2562  2  320 
 140.00     3500.300   7.200       71.200    4.160                O2562  2  321 
 140.00     3510.300   7.200       71.740    4.180                O2562  2  322 
 140.00     3520.300   7.200       71.560    4.170                O2562  2  323 
 140.00     3530.300   7.200       71.120    4.170                O2562  2  324 
 140.00     3540.400   7.200       74.700    4.400                O2562  2  325 
 140.00     3550.400   7.200       73.600    4.300                O2562  2  326 
 140.00     3560.400   7.200       66.300    3.900                O2562  2  327 
 140.00     3570.400   7.200       66.000    3.900                O2562  2  328 
 140.00     3580.400   7.200       66.800    3.900                O2562  2  329 
 140.00     3590.500   7.200       59.500    3.500                O2562  2  330 
 140.00     3600.500   7.200       61.700    3.600                O2562  2  331 
 140.00     3610.500   7.200       63.000    3.700                O2562  2  332 
 140.00     3620.500   7.200       67.830    3.980                O2562  2  333 
 140.00     3630.500   7.200       68.710    4.010                O2562  2  334 
 140.00     3640.600   7.200       64.900    3.800                O2562  2  335 
 140.00     3650.600   7.100       62.500    3.700                O2562  2  336 
 140.00     3660.600   7.200       66.100    3.900                O2562  2  337 
 140.00     3670.600   7.200       63.600    3.700                O2562  2  338 
 140.00     3680.600   7.200       69.420    4.020                O2562  2  339 
 140.00     3690.700   7.200       75.400    4.400                O2562  2  340 
 140.00     3700.700   7.200       75.600    4.400                O2562  2  341 
 140.00     3710.700   7.200       76.700    4.500                O2562  2  342 
 140.00     3720.700   7.200       74.180    4.330                O2562  2  343 
 140.00     3730.700   7.200       72.260    4.170                O2562  2  344 
 140.00     3740.800   7.200       73.670    4.240                O2562  2  345 
 140.00     3750.800   7.200       71.720    4.180                O2562  2  346 
 140.00     3760.800   7.200       67.610    3.970                O2562  2  347 
 140.00     3770.800   7.200       75.000    4.400                O2562  2  348 
 140.00     3780.800   7.200       77.400    4.500                O2562  2  349 
 140.00     3790.800   7.200       74.600    4.340                O2562  2  350 
 140.00     3805.900   7.200       74.900    4.400                O2562  2  351 
 140.00     3820.900   7.200       72.250    4.220                O2562  2  352 
 140.00     3835.900   7.200       68.940    4.030                O2562  2  353 
 140.00     3850.900   7.200       68.210    3.980                O2562  2  354 
 140.00     3866.000   7.200       78.100    4.500                O2562  2  355 
 140.00     3881.000   7.200       73.800    4.300                O2562  2  356 
 140.00     3891.000   7.200       67.100    3.900                O2562  2  357 
 140.00     3901.000   7.200       72.300    4.210                O2562  2  358 
 140.00     3911.000   7.200       68.630    3.990                O2562  2  359 
 140.00     3921.100   7.200       70.790    4.130                O2562  2  360 
 140.00     3931.100   7.200       71.230    4.150                O2562  2  361 
 140.00     3941.100   7.200       72.810    4.240                O2562  2  362 
 140.00     3951.100   7.200       77.300    4.500                O2562  2  363 
 140.00     3961.100   7.200       81.600    4.700                O2562  2  364 
 140.00     3971.100   7.200       90.440    5.250                O2562  2  365 
 140.00     3981.100   7.200       98.500    5.700                O2562  2  366 
 140.00     3991.200   7.200      117.900    6.800                O2562  2  367 
 140.00     4001.200   7.200      121.560    7.030                O2562  2  368 
 140.00     4011.200   7.200      116.000    6.700                O2562  2  369 
 140.00     4021.200   7.200      104.960    6.080                O2562  2  370 
 140.00     4031.200   7.200       94.200    5.500                O2562  2  371 
 140.00     4041.200   7.200       76.700    4.500                O2562  2  372 
 140.00     4051.200   7.200       67.030    4.120                O2562  2  373 
