ENTRY            O1865   20140205                             O052O186500000001 
SUBENT        O1865001   20140205                             O052O186500100001 
BIB                 12         38                                 O186500100002 
TITLE      Comparison of nonequilibrium processes in p + Ni and   O186500100003 
           p + Au collisions at GeV energies.                     O186500100004 
AUTHOR     (A.Budzanowski, M.Fidelus, D.Filges, F.Goldenbaum,     O186500100005 
           H.Hodde, L.Jarczyk, B.Kamys, M.Kistryn, St.Kistryn,    O186500100006 
           St.Kliczewski, A.Kowalczyk, E.Kozik, P.Kulessa,        O186500100007 
           H.Machner, A.Magiera, B.Piskor-Ignatowicz, K.Pysz,     O186500100008 
           Z.Rudy, R.Siudak, M.Wojciechowski) - PISA collaborationO186500100009 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      O186500100010 
REFERENCE  (J,PR/C,82,034605,2010)                                O186500100011 
REL-REF    (I,D0512001,A.Budzanowski+,J,PR/C,78,024603,2008)      O186500100012 
           (I,,A.Bubak+,J,NIM/B,204,507,2004)                     O186500100013 
FACILITY   (SYNCY,2GERJUL) Cooler Synchrotron COSY in the         O186500100014 
           Research Center in Julich                              O186500100015 
SAMPLE     Self-supporting Ni target of thickness 150 mu-g/cm**2. O186500100016 
DETECTOR   (TELES,SIBAR,CSICR) The PISA apparatus consists of     O186500100017 
           nine independent detection arms comprising various     O186500100018 
           kinds of detectors. Two of these arms (placed at 15.   O186500100019 
           and 120. angles in respect to the beam direction) are  O186500100020 
           equipped with the Bragg curve detectors (BCD), which   O186500100021 
           permit the Z- identification of the reaction products  O186500100022 
           and determination of their kinetic energies with low   O186500100023 
           detection energy threshold (of about 1MeV/nucleon).    O186500100024 
           The active volume of BCD's has thickness of 22 cm of   O186500100025 
           isobutane at a pressure of 206 mbar.                   O186500100026 
COMMENT    *By authors*.The absolute normalization of the cross   O186500100027 
           sections was achieved by comparing the total productionO186500100028 
           cross sections of Be-7 particles, obtained by angle andO186500100029 
           energy integration of measured differential cross      O186500100030 
           sections, with values of Be-7 total production cross   O186500100031 
           sections published in the compilation of Bubak et al.  O186500100032 
            (see REL-REF)                                         O186500100033 
ERR-ANALYS (DATA-ERR).The uncertainty is reported by authors.     O186500100034 
STATUS     (TABLE) Data were received from Dr.B.Kamys             O186500100035 
           (APRVD) Entry approved by Dr.B.Kamys                   O186500100036 
HISTORY    (20101101C) SB                                         O186500100037 
           (20140205A) Corrections made according to Dr.A.KonobeevO186500100038 
           remarks: SF9=DERIV added to REACTION code in Subents   O186500100039 
           18-30; URL deleted from STATUS - no longer valid.      O186500100040 
ENDBIB              38          0                                 O186500100041 
NOCOMMON             0          0                                 O186500100042 
ENDSUBENT           41          0                                 O186500199999 
SUBENT        O1865002   20101111                             O044O186500200001 
BIB                  1          1                                 O186500200002 
REACTION   (28-NI-0(P,X)1-H-1,,DA/DE)                             O186500200003 
ENDBIB               1          0                                 O186500200004 
NOCOMMON             0          0                                 O186500200005 
DATA                 5        621                                 O186500200006 
EN         ANG        E          DATA       DATA-ERR              O186500200007 
2.5        80.0       22.5       0.00061    0.00030               O186501100065 
2.5        80.0       25.5       0.00046    0.00030               O186501100066 
2.5        80.0       28.5       0.00061    0.00034               O186501100067 
2.5        80.0       31.5       0.0009     0.0011                O186501100068 
2.5        100.0      21.5       0.00052    0.00029               O186501100069 
2.5        100.0      24.5       0.00052    0.00029               O186501100070 
2.5        100.0      27.5       0.00026    0.00026               O186501100071 
2.5        100.0      30.5       0.00116    0.00048               O186501100072 
ENDDATA             66          0                                 O186501100073 
ENDSUBENT           72          0                                 O186501199999 
SUBENT        O1865012   20101111                             O044O186501200001 
BIB                  1          1                                 O186501200002 
REACTION   (28-NI-0(P,X)4-BE-7,,DA/DE)                            O186501200003 
ENDBIB               1          0                                 O186501200004 
NOCOMMON             0          0                                 O186501200005 
DATA                 5        384                                 O186501200006 
EN         ANG        E          DATA       DATA-ERR              O186501200007 
GEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O186501200008 
1.2        15.6       68.5       0.00238    0.00044               O186501200009 
1.2        15.6       71.5       0.00143    0.00034               O186501200010 
1.2        15.6       74.5       0.00159    0.00036               O186501200011 
1.2        15.6       77.5       0.00167    0.00036               O186501200012 
1.2        15.6       80.5       0.00151    0.00035               O186501200013 
1.2        15.6       83.5       0.00215    0.00041               O186501200014 
1.2        15.6       86.5       0.00127    0.00032               O186501200015 
1.2        15.6       89.5       0.00119    0.00031               O186501200016 
1.2        15.6       92.5       0.00127    0.00032               O186501200017 
1.2        15.6       95.5       0.00135    0.00033               O186501200018 
1.2        15.6       98.5       0.00048    0.00019               O186501200019 
1.2        15.6       101.5      0.00119    0.00031               O186501200020 
1.2        15.6       104.5      0.00095    0.00028               O186501200021 
1.2        15.6       107.5      0.00048    0.00019               O186501200022 
1.2        15.6       110.5      0.00056    0.00022               O186501200023 
1.2        20.0       68.5       0.00225    0.00040               O186501200024 
1.2        20.0       71.5       0.00281    0.00044               O186501200025 
1.2        20.0       74.5       0.00140    0.00031               O186501200026 
1.2        20.0       77.5       0.00140    0.00031               O186501200027 
1.2        20.0       80.5       0.00119    0.00029               O186501200028 
1.2        20.0       83.5       0.00133    0.00031               O186501200029 
1.2        20.0       86.5       0.00133    0.00031               O186501200030 
1.2        20.0       89.5       0.00077    0.00023               O186501200031 
1.2        20.0       92.5       0.00105    0.00027               O186501200032 
1.2        20.0       95.5       0.00035    0.00016               O186501200033 
1.2        20.0       98.5       0.00070    0.00022               O186501200034 
1.2        20.0       101.5      0.00049    0.00019               O186501200035 
1.2        20.0       104.5      0.00021    0.00012               O186501200036 
1.2        20.0       107.5      0.00028    0.00016               O186501200037 
1.2        20.0       110.5      0.00049    0.00019               O186501200038 
1.2        20.0       113.5      0.00028    0.00016               O186501200039 
1.2        20.0       116.5      0.00007    0.00012               O186501200040 
1.2        20.0       119.5      0.00021    0.00016               O186501200041 
1.2        35.0       25.5       0.0184     0.0017                O186501200042 
1.2        35.0       28.5       0.0187     0.0017                O186501200043 
1.2        35.0       31.5       0.0122     0.0013                O186501200044 
1.2        35.0       34.5       0.0129     0.0014                O186501200045 
1.2        35.0       37.5       0.0126     0.0014                O186501200046 
1.2        35.0       40.5       0.0085     0.0011                O186501200047 
1.2        35.0       43.5       0.0083     0.0011                O186501200048 
1.2        35.0       46.5       0.00534    0.00089               O186501200049 
1.2        35.0       49.5       0.00386    0.00076               O186501200050 
1.2        35.0       52.5       0.00549    0.00090               O186501200051 
1.2        35.0       55.5       0.00326    0.00070               O186501200052 
1.2        35.0       58.5       0.00386    0.00076               O186501200053 
1.2        35.0       61.5       0.00297    0.00066               O186501200054 
1.2        35.0       64.5       0.00297    0.00066               O186501200055 
1.2        35.0       67.5       0.00148    0.00047               O186501200056 
1.2        35.0       70.5       0.00163    0.00049               O186501200057 
1.2        35.0       73.5       0.00148    0.00047               O186501200058 
1.2        35.0       76.5       0.00193    0.00053               O186501200059 
1.2        35.0       79.5       0.00104    0.00039               O186501200060 
1.2        50.0       21.5       0.0171     0.0015                O186501200061 
1.2        50.0       24.5       0.0160     0.0015                O186501200062 
1.2        50.0       27.5       0.0147     0.0014                O186501200063 
1.2        50.0       30.5       0.0126     0.0013                O186501200064 
1.2        50.0       33.5       0.0086     0.0011                O186501200065 
1.2        50.0       36.5       0.0080     0.0010                O186501200066 
1.2        50.0       39.5       0.00722    0.00098               O186501200067 
1.2        50.0       42.5       0.00655    0.00094               O186501200068 
1.2        50.0       45.5       0.00535    0.00085               O186501200069 
1.2        50.0       48.5       0.00468    0.00079               O186501200070 
1.2        50.0       51.5       0.00361    0.00069               O186501200071 
1.2        50.0       54.5       0.00481    0.00080               O186501200072 
1.2        50.0       57.5       0.00254    0.00058               O186501200073 
1.2        50.0       60.5       0.00254    0.00058               O186501200074 
1.2        50.0       63.5       0.00267    0.00060               O186501200075 
1.2        50.0       66.5       0.00214    0.00053               O186501200076 
1.2        50.0       69.5       0.00200    0.00052               O186501200077 
1.2        50.0       72.5       0.00281    0.00061               O186501200078 
1.2        50.0       75.5       0.00134    0.00042               O186501200079 
1.2        50.0       78.5       0.00094    0.00035               O186501200080 
1.2        50.0       81.5       0.00174    0.00048               O186501200081 
1.2        50.0       84.5       0.00094    0.00035               O186501200082 
1.2        65.0       61.5       0.00152    0.00027               O186501200083 
1.2        65.0       64.5       0.00215    0.00032               O186501200084 
1.2        65.0       67.5       0.00147    0.00027               O186501200085 
1.2        65.0       70.5       0.00108    0.00023               O186501200086 
1.2        65.0       73.5       0.00117    0.00024               O186501200087 
1.2        65.0       76.5       0.00108    0.00023               O186501200088 
1.2        65.0       79.5       0.00113    0.00023               O186501200089 
1.2        65.0       82.5       0.00059    0.00017               O186501200090 
1.2        65.0       85.5       0.00083    0.00020               O186501200091 
1.2        65.0       88.5       0.00034    0.00013               O186501200092 
1.2        65.0       91.5       0.00034    0.00014               O186501200093 
1.2        65.0       94.5       0.00039    0.00015               O186501200094 
1.2        65.0       97.5       0.00039    0.00015               O186501200095 
1.2        65.0       100.5      0.00034    0.00013               O186501200096 
1.2        65.0       103.5      0.00029    0.00012               O186501200097 
1.2        80.0       27.5       0.00859    0.00091               O186501200098 
1.2        80.0       30.5       0.00879    0.00092               O186501200099 
1.2        80.0       33.5       0.00917    0.00094               O186501200100 
1.2        80.0       36.5       0.00621    0.00077               O186501200101 
1.2        80.0       39.5       0.00554    0.00073               O186501200102 
1.2        80.0       42.5       0.00353    0.00058               O186501200103 
1.2        80.0       45.5       0.00229    0.00047               O186501200104 
1.2        80.0       48.5       0.00315    0.00055               O186501200105 
1.2        80.0       51.5       0.00239    0.00048               O186501200106 
1.2        80.0       54.5       0.00239    0.00048               O186501200107 
1.2        80.0       57.5       0.00210    0.00045               O186501200108 
1.2        80.0       60.5       0.00105    0.00032               O186501200109 
1.2        80.0       63.5       0.00124    0.00034               O186501200110 
1.2        80.0       66.5       0.00105    0.00032               O186501200111 
1.2        80.0       69.5       0.00124    0.00034               O186501200112 
1.2        100.0      25.5       0.01121    0.00095               O186501200113 
1.2        100.0      28.5       0.00983    0.00089               O186501200114 
1.2        100.0      31.5       0.00601    0.00070               O186501200115 
1.2        100.0      34.5       0.00495    0.00063               O186501200116 
1.2        100.0      37.5       0.00374    0.00055               O186501200117 
1.2        100.0      40.5       0.00382    0.00056               O186501200118 
1.2        100.0      43.5       0.00341    0.00053               O186501200119 
1.2        100.0      46.5       0.00227    0.00043               O186501200120 
1.2        100.0      49.5       0.00211    0.00041               O186501200121 
1.2        100.0      52.5       0.00130    0.00032               O186501200122 
1.2        100.0      55.5       0.00049    0.00020               O186501200123 
1.2        100.0      58.5       0.00122    0.00031               O186501200124 
1.2        100.0      61.5       0.00081    0.00026               O186501200125 
1.2        100.0      64.5       0.00073    0.00024               O186501200126 
1.2        100.0      67.5       0.00049    0.00021               O186501200127 
1.2        100.0      70.5       0.00024    0.00016               O186501200128 
1.2        100.0      73.5       0.00049    0.00020               O186501200129 
1.9        15.6       68.5       0.00444    0.00068               O186501200130 
1.9        15.6       71.5       0.00201    0.00046               O186501200131 
1.9        15.6       74.5       0.00275    0.00054               O186501200132 
1.9        15.6       77.5       0.00243    0.00051               O186501200133 
1.9        15.6       80.5       0.00211    0.00047               O186501200134 
1.9        15.6       83.5       0.00211    0.00047               O186501200135 
1.9        15.6       86.5       0.00201    0.00046               O186501200136 
1.9        15.6       89.5       0.00116    0.00035               O186501200137 
1.9        15.6       92.5       0.00085    0.00032               O186501200138 
1.9        15.6       95.5       0.00127    0.00037               O186501200139 
1.9        15.6       98.5       0.00127    0.00037               O186501200140 
1.9        15.6       101.5      0.00085    0.00032               O186501200141 
1.9        15.6       104.5      0.00085    0.00030               O186501200142 
1.9        15.6       107.5      0.00095    0.00032               O186501200143 
1.9        15.6       110.5      0.00095    0.00032               O186501200144 
1.9        20.0       68.5       0.00317    0.00054               O186501200145 
1.9        20.0       71.5       0.00299    0.00053               O186501200146 
1.9        20.0       74.5       0.00289    0.00052               O186501200147 
1.9        20.0       77.5       0.00177    0.00041               O186501200148 
1.9        20.0       80.5       0.00215    0.00045               O186501200149 
1.9        20.0       83.5       0.00233    0.00047               O186501200150 
1.9        20.0       86.5       0.00084    0.00028               O186501200151 
1.9        20.0       89.5       0.00159    0.00038               O186501200152 
1.9        20.0       92.5       0.00131    0.00035               O186501200153 
1.9        20.0       95.5       0.00103    0.00031               O186501200154 
1.9        20.0       98.5       0.00112    0.00032               O186501200155 
1.9        20.0       101.5      0.00093    0.00030               O186501200156 
1.9        20.0       104.5      0.00056    0.00023               O186501200157 
1.9        20.0       107.5      0.00093    0.00030               O186501200158 
1.9        20.0       110.5      0.00009    0.00016               O186501200159 
1.9        20.0       113.5      0.00140    0.00036               O186501200160 
1.9        20.0       116.5      0.00037    0.00021               O186501200161 
1.9        20.0       119.5      0.00065    0.00025               O186501200162 
1.9        20.0       122.5      0.00065    0.00025               O186501200163 
1.9        20.0       125.5      0.00028    0.00048               O186501200164 
1.9        35.0       25.5       0.0258     0.0023                O186501200165 
1.9        35.0       28.5       0.0209     0.0020                O186501200166 
1.9        35.0       31.5       0.0170     0.0018                O186501200167 
1.9        35.0       34.5       0.0162     0.0018                O186501200168 
1.9        35.0       37.5       0.0114     0.0015                O186501200169 
1.9        35.0       40.5       0.0114     0.0015                O186501200170 
1.9        35.0       43.5       0.0085     0.0013                O186501200171 
1.9        35.0       46.5       0.0081     0.0013                O186501200172 
1.9        35.0       49.5       0.0110     0.0015                O186501200173 
1.9        35.0       52.5       0.0059     0.0011                O186501200174 
1.9        35.0       55.5       0.00454    0.00095               O186501200175 
1.9        35.0       58.5       0.0053     0.0010                O186501200176 
1.9        35.0       61.5       0.00434    0.00093               O186501200177 
1.9        35.0       64.5       0.00473    0.00097               O186501200178 
1.9        35.0       67.5       0.00256    0.00071               O186501200179 
1.9        35.0       70.5       0.00296    0.00076               O186501200180 
1.9        35.0       73.5       0.00296    0.00076               O186501200181 
1.9        35.0       76.5       0.00177    0.00059               O186501200182 
1.9        35.0       79.5       0.00138    0.00052               O186501200183 
1.9        50.0       21.5       0.0238     0.0021                O186501200184 
1.9        50.0       24.5       0.0219     0.0020                O186501200185 
1.9        50.0       27.5       0.0220     0.0020                O186501200186 
1.9        50.0       30.5       0.0169     0.0017                O186501200187 
1.9        50.0       33.5       0.0128     0.0015                O186501200188 
1.9        50.0       36.5       0.0135     0.0015                O186501200189 
1.9        50.0       39.5       0.0085     0.0012                O186501200190 
1.9        50.0       42.5       0.0078     0.0012                O186501200191 
1.9        50.0       45.5       0.0080     0.0012                O186501200192 
1.9        50.0       48.5       0.0057     0.0010                O186501200193 
1.9        50.0       51.5       0.00426    0.00087               O186501200194 
1.9        50.0       54.5       0.00497    0.00094               O186501200195 
1.9        50.0       57.5       0.00267    0.00069               O186501200196 
1.9        50.0       60.5       0.00391    0.00083               O186501200197 
1.9        50.0       63.5       0.00373    0.00081               O186501200198 
1.9        50.0       66.5       0.00213    0.00062               O186501200199 
1.9        50.0       69.5       0.00178    0.00056               O186501200200 
1.9        50.0       72.5       0.00249    0.00066               O186501200201 
1.9        50.0       75.5       0.00213    0.00062               O186501200202 
1.9        50.0       78.5       0.00178    0.00056               O186501200203 
1.9        50.0       81.5       0.00160    0.00053               O186501200204 
1.9        50.0       84.5       0.00142    0.00050               O186501200205 
1.9        50.0       87.5       0.00071    0.00040               O186501200206 
1.9        50.0       90.5       0.00089    0.00044               O186501200207 
1.9        50.0       93.5       0.00080    0.00046               O186501200208 
1.9        65.0       61.5       0.00247    0.00040               O186501200209 
1.9        65.0       64.5       0.00228    0.00039               O186501200210 
1.9        65.0       67.5       0.00247    0.00040               O186501200211 
1.9        65.0       70.5       0.00143    0.00031               O186501200212 
1.9        65.0       73.5       0.00169    0.00033               O186501200213 
1.9        65.0       76.5       0.00117    0.00028               O186501200214 
1.9        65.0       79.5       0.00130    0.00029               O186501200215 
1.9        65.0       82.5       0.00176    0.00034               O186501200216 
1.9        65.0       85.5       0.00098    0.00025               O186501200217 
1.9        65.0       88.5       0.00046    0.00018               O186501200218 
1.9        65.0       91.5       0.00091    0.00024               O186501200219 
1.9        65.0       94.5       0.00065    0.00021               O186501200220 
1.9        65.0       97.5       0.00065    0.00021               O186501200221 
1.9        65.0       100.5      0.00052    0.00018               O186501200222 
1.9        65.0       103.5      0.00046    0.00017               O186501200223 
1.9        65.0       106.5      0.00033    0.00016               O186501200224 
1.9        65.0       109.5      0.00033    0.00016               O186501200225 
1.9        65.0       112.5      0.00039    0.00016               O186501200226 
1.9        65.0       115.5      0.00013    0.00011               O186501200227 
1.9        65.0       118.5      0.00052    0.00018               O186501200228 
1.9        65.0       121.5      0.00020    0.00014               O186501200229 
1.9        80.0       27.5       0.0138     0.0013                O186501200230 
1.9        80.0       30.5       0.0135     0.0013                O186501200231 
1.9        80.0       33.5       0.0136     0.0013                O186501200232 
1.9        80.0       36.5       0.0088     0.0011                O186501200233 
1.9        80.0       39.5       0.0080     0.0010                O186501200234 
1.9        80.0       42.5       0.00698    0.00094               O186501200235 
1.9        80.0       45.5       0.00495    0.00079               O186501200236 
1.9        80.0       48.5       0.00470    0.00077               O186501200237 
1.9        80.0       51.5       0.00571    0.00085               O186501200238 
1.9        80.0       54.5       0.00279    0.00060               O186501200239 
1.9        80.0       57.5       0.00343    0.00066               O186501200240 
1.9        80.0       60.5       0.00267    0.00058               O186501200241 
1.9        80.0       63.5       0.00241    0.00055               O186501200242 
1.9        80.0       66.5       0.00190    0.00049               O186501200243 
1.9        80.0       69.5       0.00178    0.00048               O186501200244 
1.9        100.0      25.5       0.0153     0.0013                O186501200245 
1.9        100.0      28.5       0.0136     0.0012                O186501200246 
1.9        100.0      31.5       0.0100     0.0010                O186501200247 
1.9        100.0      34.5       0.00756    0.00090               O186501200248 
1.9        100.0      37.5       0.00702    0.00087               O186501200249 
1.9        100.0      40.5       0.00594    0.00080               O186501200250 
1.9        100.0      43.5       0.00410    0.00067               O186501200251 
1.9        100.0      46.5       0.00270    0.00054               O186501200252 
1.9        100.0      49.5       0.00248    0.00052               O186501200253 
1.9        100.0      52.5       0.00194    0.00046               O186501200254 
1.9        100.0      55.5       0.00151    0.00040               O186501200255 
1.9        100.0      58.5       0.00097    0.00032               O186501200256 
1.9        100.0      61.5       0.00119    0.00036               O186501200257 
1.9        100.0      64.5       0.00108    0.00034               O186501200258 
1.9        100.0      67.5       0.00119    0.00036               O186501200259 
1.9        100.0      70.5       0.00043    0.00022               O186501200260 
1.9        100.0      73.5       0.00086    0.00031               O186501200261 
1.9        100.0      76.5       0.00032    0.00056               O186501200262 
2.5        15.6       68.5       0.00431    0.00074               O186501200263 
2.5        15.6       71.5       0.00291    0.00061               O186501200264 
2.5        15.6       74.5       0.00253    0.00057               O186501200265 
2.5        15.6       77.5       0.00241    0.00055               O186501200266 
2.5        15.6       80.5       0.00279    0.00059               O186501200267 
2.5        15.6       83.5       0.00203    0.00051               O186501200268 
2.5        15.6       86.5       0.00165    0.00046               O186501200269 
2.5        15.6       89.5       0.00177    0.00047               O186501200270 
2.5        15.6       92.5       0.00127    0.00040               O186501200271 
2.5        15.6       95.5       0.00152    0.00044               O186501200272 
2.5        15.6       98.5       0.00089    0.00034               O186501200273 
2.5        15.6       101.5      0.00152    0.00044               O186501200274 
2.5        15.6       104.5      0.00076    0.00031               O186501200275 
2.5        15.6       107.5      0.00101    0.00036               O186501200276 
2.5        15.6       110.5      0.00089    0.00034               O186501200277 
2.5        20.0       68.5       0.00257    0.00054               O186501200278 
2.5        20.0       71.5       0.00336    0.00061               O186501200279 
2.5        20.0       74.5       0.00213    0.00049               O186501200280 
2.5        20.0       77.5       0.00324    0.00060               O186501200281 
2.5        20.0       80.5       0.00190    0.00046               O186501200282 
2.5        20.0       83.5       0.00224    0.00050               O186501200283 
2.5        20.0       86.5       0.00157    0.00042               O186501200284 
2.5        20.0       89.5       0.00145    0.00040               O186501200285 
2.5        20.0       92.5       0.00157    0.00042               O186501200286 
2.5        20.0       95.5       0.00145    0.00040               O186501200287 
2.5        20.0       98.5       0.00145    0.00040               O186501200288 
2.5        20.0       101.5      0.00112    0.00035               O186501200289 
2.5        20.0       104.5      0.00056    0.00025               O186501200290 
2.5        20.0       107.5      0.00078    0.00030               O186501200291 
2.5        20.0       110.5      0.00101    0.00034               O186501200292 
2.5        20.0       113.5      0.00045    0.00025               O186501200293 
2.5        20.0       116.5      0.00090    0.00032               O186501200294 
2.5        20.0       119.5      0.00045    0.00025               O186501200295 
2.5        20.0       122.5      0.00067    0.00027               O186501200296 
2.5        20.0       125.5      0.00067    0.00027               O186501200297 
2.5        35.0       25.5       0.0272     0.0025                O186501200298 
2.5        35.0       28.5       0.0229     0.0023                O186501200299 
2.5        35.0       31.5       0.0194     0.0021                O186501200300 
2.5        35.0       34.5       0.0208     0.0022                O186501200301 
2.5        35.0       37.5       0.0177     0.0020                O186501200302 
2.5        35.0       40.5       0.0154     0.0019                O186501200303 
2.5        35.0       43.5       0.0102     0.0016                O186501200304 
2.5        35.0       46.5       0.0066     0.0013                O186501200305 
2.5        35.0       49.5       0.0080     0.0014                O186501200306 
2.5        35.0       52.5       0.0078     0.0014                O186501200307 
2.5        35.0       55.5       0.0066     0.0013                O186501200308 
2.5        35.0       58.5       0.0050     0.0011                O186501200309 
2.5        35.0       61.5       0.0045     0.0010                O186501200310 
2.5        35.0       64.5       0.00213    0.00071               O186501200311 
2.5        35.0       67.5       0.0043     0.0010                O186501200312 
2.5        35.0       70.5       0.00260    0.00078               O186501200313 
2.5        35.0       73.5       0.00402    0.00097               O186501200314 
2.5        35.0       76.5       0.00284    0.00082               O186501200315 
2.5        35.0       79.5       0.00189    0.00067               O186501200316 
2.5        50.0       21.5       0.0247     0.0023                O186501200317 
2.5        50.0       24.5       0.0224     0.0022                O186501200318 
2.5        50.0       27.5       0.0209     0.0021                O186501200319 
2.5        50.0       30.5       0.0215     0.0021                O186501200320 
2.5        50.0       33.5       0.0168     0.0019                O186501200321 
2.5        50.0       36.5       0.0111     0.0015                O186501200322 
2.5        50.0       39.5       0.0107     0.0015                O186501200323 
2.5        50.0       42.5       0.0107     0.0015                O186501200324 
2.5        50.0       45.5       0.0066     0.0012                O186501200325 
2.5        50.0       48.5       0.0085     0.0013                O186501200326 
2.5        50.0       51.5       0.0064     0.0012                O186501200327 
2.5        50.0       54.5       0.00405    0.00093               O186501200328 
2.5        50.0       57.5       0.00341    0.00085               O186501200329 
2.5        50.0       60.5       0.00426    0.00095               O186501200330 
2.5        50.0       63.5       0.00405    0.00093               O186501200331 
2.5        50.0       66.5       0.00170    0.00060               O186501200332 
2.5        50.0       69.5       0.00170    0.00060               O186501200333 
2.5        50.0       72.5       0.00298    0.00082               O186501200334 
2.5        50.0       75.5       0.00149    0.00056               O186501200335 
2.5        50.0       78.5       0.00192    0.00064               O186501200336 
2.5        50.0       81.5       0.00107    0.00052               O186501200337 
2.5        50.0       84.5       0.00128    0.00052               O186501200338 
2.5        50.0       87.5       0.00064    0.00048               O186501200339 
2.5        50.0       90.5       0.00128    0.00052               O186501200340 
2.5        65.0       61.5       0.00351    0.00052               O186501200341 
2.5        65.0       64.5       0.00343    0.00052               O186501200342 
2.5        65.0       67.5       0.00234    0.00043               O186501200343 
2.5        65.0       70.5       0.00211    0.00041               O186501200344 
2.5        65.0       73.5       0.00172    0.00037               O186501200345 
2.5        65.0       76.5       0.00125    0.00031               O186501200346 
2.5        65.0       79.5       0.00086    0.00026               O186501200347 
2.5        65.0       82.5       0.00140    0.00033               O186501200348 
2.5        65.0       85.5       0.00070    0.00023               O186501200349 
2.5        65.0       88.5       0.00062    0.00022               O186501200350 
2.5        65.0       91.5       0.00140    0.00033               O186501200351 
2.5        65.0       94.5       0.00062    0.00022               O186501200352 
2.5        65.0       97.5       0.00047    0.00019               O186501200353 
2.5        65.0       100.5      0.00047    0.00019               O186501200354 
2.5        65.0       103.5      0.00055    0.00021               O186501200355 
2.5        65.0       106.5      0.00016    0.00014               O186501200356 
2.5        65.0       109.5      0.00039    0.00017               O186501200357 
2.5        65.0       112.5      0.00047    0.00023               O186501200358 
2.5        80.0       27.5       0.0187     0.0017                O186501200359 
2.5        80.0       30.5       0.0170     0.0016                O186501200360 
2.5        80.0       33.5       0.0132     0.0014                O186501200361 
2.5        80.0       36.5       0.0123     0.0014                O186501200362 
2.5        80.0       39.5       0.0102     0.0012                O186501200363 
2.5        80.0       42.5       0.0073     0.0011                O186501200364 
2.5        80.0       45.5       0.00548    0.00091               O186501200365 
2.5        80.0       48.5       0.00320    0.00070               O186501200366 
2.5        80.0       51.5       0.00472    0.00085               O186501200367 
2.5        80.0       54.5       0.00487    0.00086               O186501200368 
2.5        80.0       57.5       0.00304    0.00068               O186501200369 
2.5        80.0       60.5       0.00304    0.00068               O186501200370 
2.5        80.0       63.5       0.00320    0.00070               O186501200371 
2.5        80.0       66.5       0.00107    0.00040               O186501200372 
2.5        80.0       69.5       0.00167    0.00050               O186501200373 
2.5        100.0      25.5       0.0173     0.0015                O186501200374 
2.5        100.0      28.5       0.0148     0.0014                O186501200375 
2.5        100.0      31.5       0.0136     0.0013                O186501200376 
2.5        100.0      34.5       0.0100     0.0011                O186501200377 
2.5        100.0      37.5       0.0088     0.0011                O186501200378 
2.5        100.0      40.5       0.00608    0.00089               O186501200379 
2.5        100.0      43.5       0.00375    0.00070               O186501200380 
2.5        100.0      46.5       0.00401    0.00072               O186501200381 
2.5        100.0      49.5       0.00466    0.00078               O186501200382 
2.5        100.0      52.5       0.00272    0.00059               O186501200383 
2.5        100.0      55.5       0.00272    0.00059               O186501200384 
2.5        100.0      58.5       0.00129    0.00041               O186501200385 
2.5        100.0      61.5       0.00259    0.00058               O186501200386 
2.5        100.0      64.5       0.00142    0.00043               O186501200387 
2.5        100.0      67.5       0.00142    0.00043               O186501200388 
2.5        100.0      70.5       0.00142    0.00043               O186501200389 
2.5        100.0      73.5       0.00065    0.00029               O186501200390 
2.5        100.0      76.5       0.00104    0.00037               O186501200391 
2.5        100.0      79.5       0.00078    0.00039               O186501200392 
ENDDATA            386          0                                 O186501200393 
ENDSUBENT          392          0                                 O186501299999 
SUBENT        O1865013   20101111                             O044O186501300001 
BIB                  1          1                                 O186501300002 
REACTION   (28-NI-0(P,X)4-BE-9,,DA/DE)                            O186501300003 
ENDBIB               1          0                                 O186501300004 
NOCOMMON             0          0                                 O186501300005 
DATA                 5        152                                 O186501300006 
EN         ANG        E          DATA       DATA-ERR              O186501300007 
GEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             O186501300008 
1.2        15.6       73.5       0.00048    0.00021               O186501300009 
1.2        15.6       76.5       0.00016    0.00014               O186501300010 
1.2        15.6       79.5       0.00024    0.00016               O186501300011 
1.2        20.0       69.5       0.00112    0.00028               O186501300012 
1.2        20.0       72.5       0.00049    0.00019               O186501300013 
1.2        20.0       75.5       0.00035    0.00016               O186501300014 
1.2        35.0       26.5       0.0086     0.0011                O186501300015 
1.2        35.0       29.5       0.00578    0.00093               O186501300016 
1.2        35.0       32.5       0.00430    0.00080               O186501300017 
1.2        35.0       35.5       0.00445    0.00081               O186501300018 
1.2        35.0       38.5       0.00445    0.00081               O186501300019 
1.2        35.0       41.5       0.00267    0.00063               O186501300020 
1.2        35.0       44.5       0.00267    0.00063               O186501300021 
1.2        35.0       47.5       0.00148    0.00047               O186501300022 
1.2        35.0       50.5       0.00148    0.00047               O186501300023 
1.2        35.0       53.5       0.00111    0.00050               O186501300024 
1.2        50.0       24.5       0.00735    0.00099               O186501300025 
1.2        50.0       27.5       0.0076     0.0010                O186501300026 
1.2        50.0       30.5       0.00414    0.00074               O186501300027 
1.2        50.0       33.5       0.00374    0.00071               O186501300028 
1.2        50.0       36.5       0.0041     0.0012                O186501300029 
