ENTRY            O2061   20120613                             O050O206100000001 
SUBENT        O2061001   20120613                             O050O206100100001 
BIB                 11         32                                 O206100100002 
TITLE      Differential cross sections measurements for the       O206100100003 
           Li-7(p,p0)Li-7, Li-7(p,p1)Li-7, Li-7(p,a0)He-4,        O206100100004 
           F-19(p,p0)F-19, F-19(p,a0)O-16 and F-19(p,a1,2)O-16    O206100100005 
           reactions.                                             O206100100006 
AUTHOR     (V.Paneta, A.Kafkarkou, M.Kokkoris, A.Lagoyannis)      O206100100007 
INSTITUTE  (2GRCATH)                                              O206100100008 
           (2GRCTUA)                                              O206100100009 
REFERENCE  (J,NIM/B,288,53,2012)                                  O206100100010 
FACILITY   (VDGT,2GRCATH) 5.5 MV TN11 Tandem Accelerator of       O206100100011 
           N.C.S.R. 'Demokritos', Athens, Greece                  O206100100012 
SAMPLE     The target consisted of a thin carbon foil of          O206100100013 
           52+-2 mug/cm**2 thickness, with a LiF layer of         O206100100014 
            (960+-38)+E+15 at/cm**2 that was evaporated onto the  O206100100015 
           carbon foil and additionally with a thin gold layer of O206100100016 
           4.4+-0.3 mug/cm**2 that was evaporated onto the LiF    O206100100017 
           layer for protection against wear and humidity         O206100100018 
           absorption.                                            O206100100019 
           For the validation of the obtained differential cross  O206100100020 
           sections, benchmarking experiments were performed,     O206100100021 
           using thick, commercial and mirror-polished BaF(2) and O206100100022 
           LiF targets. For beam normalization purposes Au was    O206100100023 
           evaporated onto the LiF thick target                   O206100100024 
DETECTOR   (SIBAR) The detection system consisted of four Si      O206100100025 
           surface barrier detectors, thickness of 1000 mum,      O206100100026 
           (HPGE) a HPGe detector of 80% relative efficiency      O206100100027 
MONITOR    (13-AL-27(P,G)14-SI-28,,SIG) for the energy of the     O206100100028 
           protons entering the scattering chamber                O206100100029 
ERR-ANALYS (ERR-1).The error in target thickness.                 O206100100030 
STATUS     (TABLE).Table data plus E-LVL values were received fromO206100100031 
           Dr.V.Paneta 16.10.2012                                 O206100100032 
           (APRVD).By Dr.V.Paneta                                 O206100100033 
HISTORY    (20121016C) SB                                         O206100100034 
ENDBIB              32          0                                 O206100100035 
COMMON               1          3                                 O206100100036 
ERR-1                                                             O206100100037 
PER-CENT                                                          O206100100038 
4.                                                                O206100100039 
ENDCOMMON            3          0                                 O206100100040 
ENDSUBENT           39          0                                 O206100199999 
SUBENT        O2061002   20121021                             O050O206100200001 
BIB                  2          6                                 O206100200002 
REACTION   (3-LI-7(P,EL)3-LI-7,,DA)                               O206100200003 
ERR-ANALYS (ERR-S,1.0,4.0).Statistical errors for the differentialO206100200004 
           cross sections, varying between 1-4% for elastic       O206100200005 
           scattering, included the uncertainties in peak         O206100200006 
           integration (including counting statistics and         O206100200007 
           background subtraction)                                O206100200008 
ENDBIB               6          0                                 O206100200009 
NOCOMMON             0          0                                 O206100200010 
DATA                 5        237                                 O206100200011 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100200012 
140.       5699.000   9.000      34.340     0.280                 O206100200065 
140.       5799.000   9.000      32.650     0.270                 O206100200066 
140.       6399.000   10.000     29.070     0.170                 O206100200067 
140.       6499.000   10.000     27.610     0.160                 O206100200068 
140.       6599.000   10.000     27.350     0.310                 O206100200069 
140.       6699.000   11.000     26.000     0.310                 O206100200070 
140.       6799.000   11.000     24.950     0.240                 O206100200071 
140.       6899.000   11.000     24.360     0.230                 O206100200072 
140.       6999.000   11.000     22.840     0.220                 O206100200073 
150.       1498.000   3.000      27.640     0.720                 O206100200074 
150.       1598.000   3.000      27.000     0.620                 O206100200075 
150.       1698.000   3.000      25.630     0.590                 O206100200076 
150.       1798.000   3.000      25.190     0.490                 O206100200077 
150.       1848.000   3.000      32.300     0.650                 O206100200078 
150.       1873.000   3.000      31.700     0.440                 O206100200079 
150.       1898.000   3.000      36.320     0.510                 O206100200080 
150.       1923.000   3.000      51.530     0.540                 O206100200081 
150.       1948.000   3.000      66.500     0.610                 O206100200082 
150.       1973.000   3.000      80.930     0.670                 O206100200083 
150.       1998.000   3.000      90.880     0.720                 O206100200084 
150.       2023.000   3.000      93.900     0.730                 O206100200085 
150.       2048.000   3.000      93.160     0.720                 O206100200086 
150.       2073.000   3.000      90.470     0.710                 O206100200087 
150.       2098.000   3.000      81.770     0.670                 O206100200088 
150.       2123.000   3.000      67.640     0.600                 O206100200089 
150.       2148.000   3.000      53.730     0.530                 O206100200090 
150.       2173.000   3.000      38.700     0.460                 O206100200091 
150.       2198.000   4.000      25.890     0.380                 O206100200092 
150.       2298.000   4.000      53.770     0.550                 O206100200093 
150.       2398.000   4.000      71.770     0.670                 O206100200094 
150.       2499.000   4.000      76.750     0.670                 O206100200095 
150.       2599.000   4.000      75.530     0.670                 O206100200096 
150.       2699.000   4.000      72.430     0.660                 O206100200097 
150.       2799.000   4.000      71.880     0.640                 O206100200098 
150.       2899.000   4.000      72.890     0.660                 O206100200099 
150.       2999.000   4.000      76.980     0.650                 O206100200100 
150.       3099.000   4.000      80.270     0.670                 O206100200101 
150.       3199.000   5.000      80.990     0.680                 O206100200102 
150.       3299.000   5.000      87.190     0.710                 O206100200103 
150.       3399.000   5.000      88.420     0.580                 O206100200104 
150.       3499.000   5.000      89.140     0.580                 O206100200105 
150.       3599.000   5.000      91.810     0.590                 O206100200106 
150.       3699.000   5.000      96.040     0.580                 O206100200107 
150.       3799.000   6.000      95.910     0.540                 O206100200108 
150.       3899.000   6.000      104.420    0.580                 O206100200109 
150.       3999.000   6.000      105.170    0.580                 O206100200110 
150.       4099.000   6.000      88.880     0.460                 O206100200111 
150.       4199.000   6.000      91.680     0.480                 O206100200112 
150.       4299.000   6.000      91.420     0.470                 O206100200113 
150.       4399.000   7.000      89.390     0.470                 O206100200114 
150.       4499.000   7.000      85.630     0.450                 O206100200115 
150.       4599.000   7.000      78.840     0.430                 O206100200116 
150.       4699.000   7.000      71.530     0.400                 O206100200117 
150.       4799.000   7.000      63.680     0.370                 O206100200118 
150.       4899.000   7.000      56.780     0.410                 O206100200119 
150.       4999.000   8.000      55.160     0.330                 O206100200120 
150.       5199.000   8.000      35.860     3.400                 O206100200121 
150.       5299.000   8.000      35.900     0.690                 O206100200122 
150.       5399.000   8.000      33.190     2.050                 O206100200123 
150.       6099.000   10.000     29.740     0.320                 O206100200124 
150.       6199.000   10.000     29.470     0.270                 O206100200125 
150.       6299.000   10.000     28.770     0.230                 O206100200126 
150.       6399.000   10.000     28.080     0.220                 O206100200127 
150.       6499.000   10.000     27.020     0.230                 O206100200128 
150.       6599.000   10.000     26.830     0.220                 O206100200129 
150.       6699.000   11.000     26.140     0.220                 O206100200130 
150.       6799.000   11.000     25.190     0.210                 O206100200131 
150.       6899.000   11.000     24.260     0.210                 O206100200132 
160.       1498.000   3.000      27.400     0.490                 O206100200133 
160.       1598.000   3.000      26.780     0.480                 O206100200134 
160.       1698.000   3.000      25.150     0.740                 O206100200135 
160.       1798.000   3.000      20.090     0.460                 O206100200136 
160.       1848.000   3.000      34.090     0.450                 O206100200137 
160.       1873.000   3.000      30.330     0.410                 O206100200138 
160.       1898.000   3.000      37.100     0.430                 O206100200139 
160.       1923.000   3.000      46.820     0.470                 O206100200140 
160.       1948.000   3.000      65.330     0.570                 O206100200141 
160.       1973.000   3.000      80.900     0.640                 O206100200142 
160.       1998.000   3.000      92.040     0.690                 O206100200143 
160.       2023.000   3.000      96.190     0.700                 O206100200144 
160.       2048.000   3.000      97.290     0.700                 O206100200145 
160.       2073.000   3.000      93.170     0.680                 O206100200146 
160.       2098.000   3.000      84.630     0.640                 O206100200147 
160.       2123.000   3.000      71.280     0.590                 O206100200148 
160.       2148.000   3.000      56.770     0.520                 O206100200149 
160.       2173.000   3.000      40.480     0.450                 O206100200150 
160.       2198.000   4.000      27.720     0.370                 O206100200151 
160.       2298.000   4.000      55.810     0.530                 O206100200152 
160.       2398.000   4.000      78.260     0.660                 O206100200153 
160.       2499.000   4.000      80.010     0.630                 O206100200154 
160.       2599.000   4.000      77.810     0.630                 O206100200155 
160.       2699.000   4.000      76.150     0.630                 O206100200156 
160.       2799.000   4.000      74.860     0.620                 O206100200157 
160.       2899.000   4.000      76.220     0.630                 O206100200158 
160.       2999.000   4.000      82.900     0.640                 O206100200159 
160.       3099.000   4.000      86.360     0.670                 O206100200160 
160.       3199.000   5.000      92.390     0.700                 O206100200161 
160.       3299.000   5.000      95.110     0.700                 O206100200162 
160.       3399.000   5.000      97.420     0.590                 O206100200163 
160.       3499.000   5.000      100.260    0.600                 O206100200164 
160.       3599.000   5.000      102.870    0.600                 O206100200165 
160.       3699.000   5.000      103.690    0.570                 O206100200166 
160.       3799.000   6.000      107.250    0.560                 O206100200167 
160.       3899.000   6.000      110.590    0.570                 O206100200168 
160.       3999.000   6.000      113.150    0.580                 O206100200169 
160.       4099.000   6.000      103.640    0.520                 O206100200170 
160.       4199.000   6.000      105.450    0.500                 O206100200171 
160.       4299.000   6.000      104.190    0.500                 O206100200172 
160.       4399.000   7.000      100.520    0.480                 O206100200173 
160.       4499.000   7.000      97.130     0.470                 O206100200174 
160.       4599.000   7.000      87.980     0.440                 O206100200175 
160.       4699.000   7.000      78.650     0.410                 O206100200176 
160.       5099.000   8.000      46.280     1.180                 O206100200177 
160.       5199.000   8.000      39.040     0.280                 O206100200178 
160.       5499.000   8.000      33.830     0.390                 O206100200179 
160.       5899.000   9.000      32.480     0.440                 O206100200180 
160.       5999.000   9.000      32.270     0.440                 O206100200181 
160.       6099.000   10.000     31.030     0.230                 O206100200182 
160.       6199.000   10.000     29.380     0.230                 O206100200183 
160.       6299.000   10.000     29.840     0.220                 O206100200184 
160.       6399.000   10.000     29.760     0.220                 O206100200185 
160.       6499.000   10.000     28.550     0.220                 O206100200186 
160.       6599.000   10.000     27.910     0.220                 O206100200187 
160.       6699.000   11.000     26.900     0.210                 O206100200188 
160.       6799.000   11.000     26.140     0.220                 O206100200189 
160.       6899.000   11.000     24.570     0.200                 O206100200190 
160.       6999.000   11.000     23.850     0.200                 O206100200191 
160.       6999.000   11.000     23.850     0.200                 O206100200192 
170.       1498.000   3.000      27.890     0.590                 O206100200193 
170.       1598.000   3.000      26.590     0.890                 O206100200194 
170.       1698.000   3.000      26.860     1.040                 O206100200195 
170.       1798.000   3.000      19.580     0.530                 O206100200196 
170.       1848.000   3.000      28.340     0.420                 O206100200197 
170.       1873.000   3.000      26.950     0.570                 O206100200198 
170.       1898.000   3.000      37.910     0.460                 O206100200199 
170.       1923.000   3.000      52.130     0.500                 O206100200200 
170.       1948.000   3.000      68.030     0.590                 O206100200201 
170.       1973.000   3.000      82.270     0.650                 O206100200202 
170.       1998.000   3.000      92.590     0.700                 O206100200203 
170.       2023.000   3.000      99.130     0.730                 O206100200204 
170.       2048.000   3.000      99.740     0.730                 O206100200205 
170.       2073.000   3.000      95.810     0.700                 O206100200206 
170.       2098.000   3.000      86.850     0.660                 O206100200207 
170.       2123.000   3.000      73.190     0.610                 O206100200208 
170.       2148.000   3.000      59.070     0.530                 O206100200209 
170.       2173.000   3.000      40.810     0.450                 O206100200210 
170.       2198.000   4.000      27.260     0.380                 O206100200211 
170.       2298.000   4.000      56.300     0.540                 O206100200212 
170.       2398.000   4.000      81.140     0.720                 O206100200213 
170.       2499.000   4.000      85.880     0.690                 O206100200214 
170.       2599.000   4.000      81.280     0.670                 O206100200215 
170.       2699.000   4.000      79.150     0.650                 O206100200216 
170.       2799.000   4.000      77.730     0.640                 O206100200217 
170.       2899.000   4.000      82.060     0.670                 O206100200218 
170.       2999.000   4.000      86.240     0.660                 O206100200219 
170.       3099.000   4.000      90.890     0.700                 O206100200220 
170.       3199.000   5.000      94.250     0.720                 O206100200221 
170.       3299.000   5.000      99.110     0.740                 O206100200222 
170.       3399.000   5.000      101.510    0.650                 O206100200223 
170.       3499.000   5.000      105.420    0.670                 O206100200224 
170.       3599.000   5.000      108.550    0.680                 O206100200225 
170.       3699.000   5.000      112.230    0.660                 O206100200226 
170.       3799.000   6.000      113.430    0.660                 O206100200227 
170.       3899.000   6.000      118.020    0.670                 O206100200228 
170.       3999.000   6.000      116.740    0.660                 O206100200229 
170.       4099.000   6.000      107.630    0.570                 O206100200230 
170.       4199.000   6.000      109.560    0.580                 O206100200231 
170.       4299.000   6.000      108.740    0.580                 O206100200232 
170.       4399.000   7.000      104.550    0.560                 O206100200233 
170.       4499.000   7.000      100.710    0.530                 O206100200234 
170.       4599.000   7.000      91.190     0.500                 O206100200235 
170.       4699.000   7.000      77.090     0.440                 O206100200236 
170.       5099.000   8.000      46.160     0.400                 O206100200237 
170.       5799.000   9.000      33.790     0.270                 O206100200238 
170.       5899.000   9.000      32.580     0.290                 O206100200239 
170.       5999.000   9.000      32.230     0.250                 O206100200240 
170.       6099.000   10.000     30.770     0.240                 O206100200241 
170.       6199.000   10.000     29.720     0.230                 O206100200242 
170.       6299.000   10.000     30.040     0.240                 O206100200243 
170.       6399.000   10.000     29.710     0.230                 O206100200244 
170.       6499.000   10.000     29.020     0.220                 O206100200245 
170.       6599.000   10.000     28.240     0.220                 O206100200246 
170.       6699.000   11.000     26.920     0.210                 O206100200247 
170.       6799.000   11.000     25.940     0.200                 O206100200248 
170.       6899.000   11.000     24.720     0.200                 O206100200249 
170.       6999.000   11.000     23.930     0.190                 O206100200250 
ENDDATA            239          0                                 O206100200251 
ENDSUBENT          250          0                                 O206100299999 
SUBENT        O2061003   20121021                             O050O206100300001 
BIB                  3          6                                 O206100300002 
REACTION   (3-LI-7(P,A)2-HE-4,PAR,DA)                             O206100300003 
EN-SEC     (E-LVL,4-BE-8)                                         O206100300004 
ERR-ANALYS (ERR-S,4.0,7.0).Statistical errors for the differentialO206100300005 
           cross sections from (p,a) reactions, included the      O206100300006 
           uncertainties in peak integration (including counting  O206100300007 
           statistics and background subtraction)                 O206100300008 
ENDBIB               6          0                                 O206100300009 
COMMON               1          3                                 O206100300010 
E-LVL                                                             O206100300011 
MEV                                                               O206100300012 
0.0                                                               O206100300013 
ENDCOMMON            3          0                                 O206100300014 
DATA                 5        261                                 O206100300015 
ANG        EN         EN-ERR     DATA       DATA-ERR              O206100300016 
ADEG       KEV        KEV        MB/SR      MB/SR                 O206100300017 
140.       1498.000   3.000      1.970      0.070                 O206100300018 
140.       1598.000   3.000      2.250      0.070                 O206100300019 
140.       1698.000   3.000      2.340      0.070                 O206100300020 
140.       1798.000   3.000      2.490      0.070                 O206100300021 
140.       1848.000   3.000      2.550      0.080                 O206100300022 
140.       1873.000   3.000      2.590      0.080                 O206100300023 
140.       1898.000   3.000      2.830      0.080                 O206100300024 
140.       1923.000   3.000      2.790      0.080                 O206100300025 
140.       1948.000   3.000      2.980      0.080                 O206100300026 
140.       1973.000   3.000      2.930      0.080                 O206100300027 
140.       1998.000   3.000      3.070      0.090                 O206100300028 
140.       2023.000   3.000      3.170      0.090                 O206100300029 
140.       2048.000   3.000      3.220      0.090                 O206100300030 
140.       2073.000   3.000      3.410      0.090                 O206100300031 
140.       2098.000   3.000      3.350      0.090                 O206100300032 
140.       2123.000   3.000      3.620      0.090                 O206100300033 
140.       2148.000   3.000      3.750      0.100                 O206100300034 
140.       2173.000   3.000      3.950      0.100                 O206100300035 
140.       2198.000   4.000      3.960      0.100                 O206100300036 
140.       2298.000   4.000      4.230      0.100                 O206100300037 
140.       2398.000   4.000      4.860      0.110                 O206100300038 
140.       2499.000   4.000      5.110      0.120                 O206100300039 
140.       2599.000   4.000      5.610      0.120                 O206100300040 
140.       2699.000   4.000      5.970      0.140                 O206100300041 
140.       2999.000   4.000      5.880      0.160                 O206100300042 
140.       3099.000   4.000      5.710      0.140                 O206100300043 
140.       3199.000   5.000      5.310      0.120                 O206100300044 
140.       3299.000   5.000      4.140      0.100                 O206100300045 
140.       3399.000   5.000      3.470      0.070                 O206100300046 
140.       3499.000   5.000      2.800      0.060                 O206100300047 
140.       3599.000   5.000      2.260      0.060                 O206100300048 
140.       3699.000   5.000      1.870      0.050                 O206100300049 
140.       3799.000   6.000      1.620      0.040                 O206100300050 
140.       3899.000   6.000      1.450      0.040                 O206100300051 
140.       3999.000   6.000      1.290      0.030                 O206100300052 
140.       4099.000   6.000      1.090      0.030                 O206100300053 
140.       4199.000   6.000      0.950      0.030                 O206100300054 
140.       4299.000   6.000      0.940      0.030                 O206100300055 
140.       4399.000   7.000      0.890      0.030                 O206100300056 
140.       4499.000   7.000      0.810      0.030                 O206100300057 
140.       4599.000   7.000      0.770      0.020                 O206100300058 
140.       4699.000   7.000      0.700      0.020                 O206100300059 
140.       4799.000   7.000      0.640      0.020                 O206100300060 
140.       4899.000   7.000      0.630      0.020                 O206100300061 
140.       4999.000   8.000      0.670      0.020                 O206100300062 
140.       5099.000   8.000      0.760      0.020                 O206100300063 
140.       5199.000   8.000      0.940      0.030                 O206100300064 
140.       5299.000   8.000      1.230      0.030                 O206100300065 
140.       5399.000   8.000      1.620      0.040                 O206100300066 
140.       5499.000   8.000      1.990      0.040                 O206100300067 
140.       5599.000   9.000      2.220      0.040                 O206100300068 
140.       5699.000   9.000      2.320      0.040                 O206100300069 
140.       5799.000   9.000      2.260      0.040                 O206100300070 
140.       5899.000   9.000      2.220      0.040                 O206100300071 
140.       5999.000   9.000      2.310      0.040                 O206100300072 
140.       6099.000   10.000     2.270      0.040                 O206100300073 
140.       6199.000   10.000     2.090      0.040                 O206100300074 
140.       6299.000   10.000     2.030      0.040                 O206100300075 
140.       6399.000   10.000     1.960      0.040                 O206100300076 
140.       6499.000   10.000     1.900      0.040                 O206100300077 
140.       6599.000   10.000     1.890      0.040                 O206100300078 
140.       6699.000   11.000     1.900      0.040                 O206100300079 
140.       6799.000   11.000     1.880      0.040                 O206100300080 
140.       6899.000   11.000     1.920      0.040                 O206100300081 
140.       6999.000   11.000     1.850      0.040                 O206100300082 
150.       1498.000   3.000      2.020      0.080                 O206100300083 
150.       1598.000   3.000      2.260      0.090                 O206100300084 
150.       1698.000   3.000      2.500      0.090                 O206100300085 
150.       1798.000   3.000      2.820      0.080                 O206100300086 
150.       1848.000   3.000      2.800      0.100                 O206100300087 
150.       1873.000   3.000      2.950      0.100                 O206100300088 
150.       1898.000   3.000      2.910      0.090                 O206100300089 
150.       1923.000   3.000      3.050      0.100                 O206100300090 
150.       1948.000   3.000      3.170      0.100                 O206100300091 
150.       1973.000   3.000      3.340      0.100                 O206100300092 
150.       1998.000   3.000      3.340      0.100                 O206100300093 
150.       2023.000   3.000      3.480      0.100                 O206100300094 
150.       2048.000   3.000      3.540      0.100                 O206100300095 
150.       2073.000   3.000      3.640      0.100                 O206100300096 
150.       2098.000   3.000      3.680      0.110                 O206100300097 
150.       2123.000   3.000      3.690      0.110                 O206100300098 
150.       2148.000   3.000      4.120      0.110                 O206100300099 
150.       2173.000   3.000      4.150      0.110                 O206100300100 
150.       2198.000   4.000      4.330      0.110                 O206100300101 
150.       2298.000   4.000      4.600      0.120                 O206100300102 
150.       2398.000   4.000      4.940      0.120                 O206100300103 
150.       2499.000   4.000      5.150      0.130                 O206100300104 
150.       2799.000   4.000      6.000      0.170                 O206100300105 
150.       2899.000   4.000      6.260      0.140                 O206100300106 
150.       2999.000   4.000      5.950      0.140                 O206100300107 
150.       3099.000   4.000      5.380      0.130                 O206100300108 
150.       3199.000   5.000      4.230      0.110                 O206100300109 
150.       3299.000   5.000      3.630      0.110                 O206100300110 
150.       3399.000   5.000      2.850      0.070                 O206100300111 
150.       3499.000   5.000      2.210      0.060                 O206100300112 
150.       3599.000   5.000      1.890      0.060                 O206100300113 
150.       3699.000   5.000      1.620      0.050                 O206100300114 
150.       3799.000   6.000      1.400      0.040                 O206100300115 
150.       3899.000   6.000      1.300      0.040                 O206100300116 
150.       3999.000   6.000      1.170      0.040                 O206100300117 
150.       4099.000   6.000      0.950      0.030                 O206100300118 
150.       4199.000   6.000      0.930      0.030                 O206100300119 
150.       4299.000   6.000      0.930      0.030                 O206100300120 
150.       4399.000   7.000      0.850      0.030                 O206100300121 
150.       4499.000   7.000      0.850      0.030                 O206100300122 
150.       4599.000   7.000      0.800      0.030                 O206100300123 
150.       4699.000   7.000      0.710      0.030                 O206100300124 
150.       4799.000   7.000      0.680      0.030                 O206100300125 
150.       4899.000   7.000      0.630      0.020                 O206100300126 
150.       4999.000   8.000      0.570      0.020                 O206100300127 
150.       5099.000   8.000      0.590      0.020                 O206100300128 
150.       5199.000   8.000      0.680      0.030                 O206100300129 
150.       5299.000   8.000      0.810      0.030                 O206100300130 
150.       5399.000   8.000      1.150      0.030                 O206100300131 
150.       5499.000   8.000      1.330      0.040                 O206100300132 
150.       5599.000   9.000      1.510      0.040                 O206100300133 
150.       5699.000   9.000      1.710      0.040                 O206100300134 
150.       5799.000   9.000      1.820      0.040                 O206100300135 
150.       5899.000   9.000      1.830      0.040                 O206100300136 
150.       5999.000   9.000      1.900      0.040                 O206100300137 
150.       6099.000   10.000     1.860      0.040                 O206100300138 
150.       6199.000   10.000     1.870      0.040                 O206100300139 
150.       6299.000   10.000     1.700      0.040                 O206100300140 
150.       6399.000   10.000     1.740      0.040                 O206100300141 
150.       6499.000   10.000     1.730      0.040                 O206100300142 
150.       6599.000   10.000     1.580      0.040                 O206100300143 
150.       6699.000   11.000     1.690      0.040                 O206100300144 
150.       6799.000   11.000     1.700      0.040                 O206100300145 
150.       6899.000   11.000     1.680      0.040                 O206100300146 
150.       6999.000   11.000     1.760      0.040                 O206100300147 
160.       1498.000   3.000      2.210      0.090                 O206100300148 
160.       1598.000   3.000      2.490      0.090                 O206100300149 
160.       1698.000   3.000      2.890      0.120                 O206100300150 
160.       1798.000   3.000      2.660      0.080                 O206100300151 
160.       1848.000   3.000      2.760      0.100                 O206100300152 
160.       1873.000   3.000      2.870      0.100                 O206100300153 
160.       1898.000   3.000      2.800      0.100                 O206100300154 
160.       1923.000   3.000      2.990      0.100                 O206100300155 
160.       1948.000   3.000      3.200      0.100                 O206100300156 
160.       1973.000   3.000      3.120      0.100                 O206100300157 
